时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,98.3,21.25,1.893,301.0,242.0,199.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,98.3,21.21,1.9080000000000001,301.0,242.0,200.0,-0.5658842421045047,2.5000000000000208e-05,0.0,0.0,1.0
0.4,0.04,98.3,21.33,1.885,300.0,243.0,200.0,1.1317684842090094,-1.3333333333333345e-05,0.0,1.0,1.0
0.61,0.06,98.1,21.8,1.901,301.0,242.0,199.0,7.780908328937115,1.3333333333333345e-05,-0.0003333333333333381,0.0,0.0
0.81,0.08,98.2,22.45,1.902,301.0,242.0,200.0,16.97652726313549,1.4999999999999828e-05,-0.0001666666666666572,0.0,1.0
1.01,0.1,98.3,23.08,1.949,301.0,242.0,199.0,25.88920407628162,9.333333333333341e-05,0.0,0.0,0.0
1.21,0.12,98.1,23.74,1.99,301.0,242.0,200.0,35.226294071006144,0.00016166666666666662,-0.0003333333333333381,0.0,1.0
1.41,0.14,98.1,25.29,2.073,301.0,242.0,200.0,57.15430845255618,0.0002999999999999999,-0.0003333333333333381,0.0,1.0
1.62,0.16,98.2,26.15,2.1319999999999997,301.0,242.0,199.0,69.32081965780328,0.0003983333333333328,-0.0001666666666666572,0.0,0.0
1.82,0.18,98.2,26.74,2.157,302.0,242.0,199.0,77.6676122288449,0.00044,-0.0001666666666666572,0.0,0.0
2.02,0.2,98.4,27.92,2.227,301.0,241.0,199.0,94.3611973709282,0.0005566666666666665,0.00016666666666668086,-1.0,0.0
2.22,0.22,98.4,28.75,2.255,302.0,241.0,200.0,106.10329539459688,0.0006033333333333331,0.00016666666666668086,-1.0,1.0
2.42,0.24,98.7,29.05,2.278,302.0,241.0,199.0,110.34742721038077,0.0006416666666666667,0.0006666666666666762,-1.0,0.0
2.63,0.26,98.5,29.82,2.331,300.0,242.0,200.0,121.24069887089271,0.0007299999999999999,0.0003333333333333381,0.0,1.0
2.83,0.28,98.7,29.91,2.358,301.0,241.0,199.0,122.51393841562788,0.0007750000000000001,0.0006666666666666762,-1.0,0.0
3.03,0.3,98.6,30.0,2.365,302.0,241.0,200.0,123.78717796036304,0.000786666666666667,0.0004999999999999952,-1.0,1.0
3.23,0.32,98.5,29.81,2.3569999999999998,302.0,241.0,199.0,121.09922781036657,0.0007733333333333329,0.0003333333333333381,-1.0,0.0
3.43,0.34,98.6,30.03,2.3680000000000003,301.0,241.0,199.0,124.21159114194144,0.0007916666666666672,0.0004999999999999952,-1.0,0.0
3.64,0.36,98.5,29.74,2.38,302.0,241.0,199.0,120.10893038668365,0.0008116666666666665,0.0003333333333333381,-1.0,0.0
3.84,0.38,98.4,29.49,2.379,301.0,241.0,199.0,116.57215387353043,0.00081,0.00016666666666668086,-1.0,0.0
4.04,0.4,98.5,29.57,2.376,301.0,241.0,200.0,117.70392235773949,0.0008049999999999998,0.0003333333333333381,-1.0,1.0
4.24,0.42,98.4,28.96,2.38,301.0,240.0,199.0,109.07418766564561,0.0008116666666666665,0.00016666666666668086,-2.0,0.0
4.44,0.44,98.5,28.4,2.363,302.0,240.0,198.0,101.15180827618235,0.0007833333333333333,0.0003333333333333381,-2.0,-1.0
4.65,0.46,98.5,26.71,2.334,302.0,240.0,198.0,77.24319904726654,0.0007350000000000001,0.0003333333333333381,-2.0,-1.0
4.85,0.48,98.6,25.89,2.296,301.0,241.0,198.0,65.64257208412396,0.0006716666666666663,0.0004999999999999952,-1.0,-1.0
5.05,0.5,98.5,25.1,2.255,302.0,241.0,198.0,54.466358302559755,0.0006033333333333331,0.0003333333333333381,-1.0,-1.0
5.25,0.52,98.3,24.05,2.222,302.0,240.0,199.0,39.61189694731618,0.0005483333333333333,0.0,-2.0,0.0
5.45,0.54,98.5,22.34,2.145,302.0,239.0,199.0,15.42034559734808,0.00042,0.0003333333333333381,-3.0,0.0
5.66,0.56,98.4,21.26,2.126,302.0,241.0,198.0,0.1414710605261513,0.00038833333333333314,0.00016666666666668086,-1.0,-1.0
5.86,0.58,98.6,20.32,2.0669999999999997,301.0,240.0,198.0,-13.15680862893001,0.0002899999999999995,0.0004999999999999952,-2.0,-1.0
