时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,95.7,21.25,-0.895,301.0,232.0,182.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,95.9,21.22,-0.877,301.0,231.0,183.0,-0.42441318157840363,3.0000000000000028e-05,0.0003333333333333381,-1.0,1.0
0.4,0.04,95.9,21.44,-0.8909999999999999,301.0,231.0,183.0,2.687950149996473,6.666666666666857e-06,0.0003333333333333381,-1.0,1.0
0.61,0.06,95.9,21.4,-0.883,301.0,231.0,182.0,2.1220659078919177,2.000000000000002e-05,0.0003333333333333381,-1.0,0.0
0.81,0.08,96.0,21.5,-0.88,301.0,230.0,183.0,3.53677651315323,2.500000000000002e-05,0.0004999999999999952,-2.0,1.0
1.01,0.1,95.9,21.89,-0.8540000000000001,301.0,231.0,182.0,9.054147873672276,6.833333333333321e-05,0.0003333333333333381,-1.0,0.0
1.21,0.12,95.8,22.25,-0.836,301.0,231.0,182.0,14.14710605261292,9.833333333333342e-05,0.0001666666666666572,-1.0,0.0
1.41,0.14,95.9,22.62,-0.831,300.0,232.0,183.0,19.38153529207971,0.00010666666666666676,0.0003333333333333381,0.0,1.0
1.62,0.16,96.0,23.27,-0.7959999999999999,301.0,232.0,183.0,28.57715422627809,0.00016500000000000013,0.0004999999999999952,0.0,1.0
1.82,0.18,96.0,23.56,-0.7759999999999999,301.0,231.0,183.0,32.67981498153583,0.0001983333333333335,0.0004999999999999952,-1.0,1.0
2.02,0.2,96.0,23.93,-0.7829999999999999,301.0,231.0,183.0,37.91424422100262,0.00018666666666666682,0.0004999999999999952,-1.0,1.0
2.22,0.22,96.3,24.22,-0.768,301.0,232.0,183.0,42.01690497626035,0.00021166666666666667,0.0009999999999999905,0.0,1.0
2.42,0.24,96.0,24.74,-0.754,302.0,232.0,183.0,49.373400123619064,0.00023500000000000002,0.0004999999999999952,0.0,1.0
2.63,0.26,96.1,24.66,-0.7290000000000001,300.0,232.0,183.0,48.24163163941005,0.00027666666666666654,0.0006666666666666524,0.0,1.0
2.83,0.28,96.0,24.81,-0.727,301.0,232.0,183.0,50.363697547301975,0.0002800000000000001,0.0004999999999999952,0.0,1.0
3.03,0.3,95.8,24.99,-0.7190000000000001,301.0,232.0,183.0,52.91017663677229,0.0002933333333333332,0.0001666666666666572,0.0,1.0
3.23,0.32,96.0,25.07,-0.701,301.0,231.0,183.0,54.04194512098135,0.00032333333333333346,0.0004999999999999952,-1.0,1.0
3.43,0.34,96.0,24.97,-0.7040000000000001,301.0,232.0,183.0,52.62723451572004,0.00031833333333333323,0.0004999999999999952,0.0,1.0
3.64,0.36,96.0,25.05,-0.701,301.0,232.0,182.0,53.7590029999291,0.00032333333333333346,0.0004999999999999952,0.0,0.0
3.84,0.38,96.1,24.96,-0.703,301.0,232.0,183.0,52.48576345519394,0.0003200000000000001,0.0006666666666666524,0.0,1.0
4.04,0.4,96.1,25.02,-0.696,300.0,231.0,183.0,53.3345898183507,0.0003316666666666668,0.0006666666666666524,-1.0,1.0
4.24,0.42,96.0,24.67,-0.674,300.0,232.0,183.0,48.38310269993621,0.0003683333333333333,0.0004999999999999952,0.0,1.0
4.44,0.44,95.8,24.64,-0.7070000000000001,300.0,232.0,183.0,47.9586895183578,0.0003133333333333332,0.0001666666666666572,0.0,1.0
4.65,0.46,96.0,24.48,-0.682,301.0,232.0,183.0,45.695152549939735,0.00035499999999999996,0.0004999999999999952,0.0,1.0
4.85,0.48,96.1,24.45,-0.7090000000000001,301.0,232.0,183.0,45.27073936836133,0.0003099999999999999,0.0006666666666666524,0.0,1.0
5.05,0.5,96.1,23.46,-0.705,301.0,232.0,182.0,31.26510437627456,0.00031666666666666676,0.0006666666666666524,0.0,0.0
5.25,0.52,96.1,23.01,-0.72,301.0,232.0,183.0,24.898906652598757,0.00029166666666666675,0.0006666666666666524,0.0,1.0
5.45,0.54,96.0,22.71,-0.731,301.0,232.0,183.0,20.654774836814873,0.0002733333333333334,0.0004999999999999952,0.0,1.0
5.66,0.56,96.3,22.42,-0.746,302.0,231.0,183.0,16.55211408155714,0.00024833333333333337,0.0009999999999999905,-1.0,1.0
5.86,0.58,96.0,21.33,-0.7879999999999999,301.0,231.0,183.0,1.1317684842090094,0.00017833333333333348,0.0004999999999999952,-1.0,1.0
6.06,0.6,96.0,20.9,-0.7879999999999999,301.0,232.0,182.0,-4.9514871184145415,0.00017833333333333348,0.0004999999999999952,0.0,0.0
6.26,0.62,95.9,20.42,-0.797,302.0,231.0,182.0,-11.742098023668698,0.00016333333333333328,0.0003333333333333381,-1.0,0.0
6.46,0.64,95.8,19.66,-0.85,301.0,230.0,182.0,-22.493898623654538,7.500000000000006e-05,0.0001666666666666572,-2.0,0.0
6.67,0.66,96.0,19.27,-0.882,301.0,231.0,182.0,-28.011269984173584,2.1666666666666687e-05,0.0004999999999999952,-1.0,0.0
6.87,0.68,96.1,18.99,-0.89,301.0,232.0,183.0,-31.972459678905217,8.33333333333334e-06,0.0006666666666666524,0.0,1.0
7.07,0.7,95.9,18.52,-0.91,302.0,230.0,182.0,-38.62159952363327,-2.500000000000002e-05,0.0003333333333333381,-2.0,0.0
7.27,0.72,96.0,17.87,-0.919,301.0,231.0,181.0,-47.81721845783165,-4.000000000000004e-05,0.0004999999999999952,-1.0,-1.0
7.47,0.74,95.8,17.9,-0.938,301.0,231.0,182.0,-47.3928052762533,-7.166666666666655e-05,0.0001666666666666572,-1.0,0.0
7.68,0.76,95.7,17.54,-0.9329999999999999,301.0,230.0,182.0,-52.48576345519394,-6.333333333333321e-05,0.0,-2.0,0.0
7.88,0.78,95.9,17.56,-0.958,301.0,231.0,182.0,-52.20282133414169,-0.00010499999999999991,0.0003333333333333381,-1.0,0.0
8.08,0.8,95.9,17.42,-0.988,302.0,230.0,182.0,-54.183416181507454,-0.00015499999999999995,0.0003333333333333381,-2.0,0.0
8.28,0.82,95.8,17.23,-0.972,301.0,231.0,182.0,-56.87136633150393,-0.00012833333333333327,0.0001666666666666572,-1.0,0.0
8.48,0.84,96.2,17.33,-0.9620000000000001,302.0,230.0,182.0,-55.456655726242666,-0.00011166666666666676,0.0008333333333333334,-2.0,0.0
8.69,0.86,96.0,17.27,-0.9840000000000001,302.0,230.0,182.0,-56.305482089399426,-0.00014833333333333346,0.0004999999999999952,-2.0,0.0
8.89,0.88,95.9,17.31,-0.996,301.0,231.0,182.0,-55.73959784729492,-0.0001683333333333333,0.0003333333333333381,-1.0,0.0
9.09,0.9,95.8,17.31,-0.987,302.0,231.0,182.0,-55.73959784729492,-0.00015333333333333328,0.0001666666666666572,-1.0,0.0
9.29,0.92,95.9,17.46,-0.978,302.0,231.0,182.0,-53.61753193940295,-0.00013833333333333327,0.0003333333333333381,-1.0,0.0
9.49,0.94,95.8,17.71,-0.98,301.0,230.0,182.0,-50.08075542624972,-0.0001416666666666666,0.0001666666666666572,-2.0,0.0
9.7,0.96,95.7,17.77,-0.9740000000000001,301.0,231.0,181.0,-49.23192906309296,-0.00013166666666666679,0.0,-1.0,-1.0
9.9,0.99,96.0,18.44,-0.9520000000000001,301.0,231.0,182.0,-39.75336800784228,-9.500000000000009e-05,0.0004999999999999952,-1.0,0.0
10.1,1.01,95.8,18.84,-0.932,301.0,231.0,182.0,-34.09452558679713,-6.166666666666672e-05,0.0001666666666666572,-1.0,0.0
10.3,1.03,95.9,19.36,-0.93,301.0,231.0,183.0,-26.738030439438425,-5.833333333333339e-05,0.0003333333333333381,-1.0,1.0
10.5,1.05,95.9,19.62,-0.8859999999999999,301.0,230.0,183.0,-23.059782865759043,1.5000000000000199e-05,0.0003333333333333381,-2.0,1.0
10.71,1.07,95.9,20.9,-0.8690000000000001,301.0,232.0,183.0,-4.9514871184145415,4.3333333333333185e-05,0.0003333333333333381,0.0,1.0
10.91,1.09,95.8,21.31,-0.847,301.0,232.0,183.0,0.8488263631567571,8.000000000000007e-05,0.0001666666666666572,0.0,1.0
11.11,1.11,95.8,21.72,-0.8390000000000001,301.0,231.0,183.0,6.649139844728055,9.333333333333323e-05,0.0001666666666666572,-1.0,1.0
11.31,1.13,95.9,22.57,-0.7859999999999999,301.0,232.0,183.0,18.67417998944906,0.00018166666666666684,0.0003333333333333381,0.0,1.0
11.51,1.15,96.0,22.88,-0.779,301.0,232.0,183.0,23.059782865759043,0.0001933333333333333,0.0004999999999999952,0.0,1.0
11.72,1.17,96.2,23.49,-0.7559999999999999,300.0,232.0,183.0,31.689517557852916,0.00023166666666666689,0.0008333333333333334,0.0,1.0
11.92,1.19,96.1,24.21,-0.727,300.0,232.0,183.0,41.87543391573425,0.0002800000000000001,0.0006666666666666524,0.0,1.0
12.12,1.21,96.1,24.43,-0.732,301.0,232.0,183.0,44.987797247309075,0.00027166666666666675,0.0006666666666666524,0.0,1.0
12.32,1.23,96.2,24.63,-0.6920000000000001,301.0,232.0,184.0,47.81721845783165,0.0003383333333333333,0.0008333333333333334,0.0,2.0
12.52,1.25,96.0,24.86,-0.6920000000000001,300.0,232.0,183.0,51.07105284993263,0.0003383333333333333,0.0004999999999999952,0.0,1.0
12.73,1.27,95.9,25.1,-0.664,301.0,232.0,183.0,54.466358302559755,0.000385,0.0003333333333333381,0.0,1.0
12.93,1.29,96.1,25.1,-0.6809999999999999,301.0,231.0,183.0,54.466358302559755,0.0003566666666666668,0.0006666666666666524,-1.0,1.0
13.13,1.31,96.0,25.05,-0.6579999999999999,301.0,232.0,183.0,53.7590029999291,0.00039500000000000017,0.0004999999999999952,0.0,1.0
13.33,1.33,96.2,25.14,-0.653,301.0,232.0,183.0,55.032242544664264,0.00040333333333333334,0.0008333333333333334,0.0,1.0
13.53,1.35,96.1,25.1,-0.635,300.0,232.0,183.0,54.466358302559755,0.00043333333333333337,0.0006666666666666524,0.0,1.0
13.74,1.37,96.1,25.22,-0.643,301.0,232.0,184.0,56.16401102887327,0.00042,0.0006666666666666524,0.0,2.0
13.94,1.39,95.9,25.09,-0.627,301.0,232.0,184.0,54.324887242033604,0.0004466666666666667,0.0003333333333333381,0.0,2.0
14.14,1.41,96.2,25.03,-0.623,301.0,232.0,183.0,53.47606087887685,0.00045333333333333337,0.0008333333333333334,0.0,1.0
14.34,1.43,95.8,25.09,-0.64,301.0,232.0,183.0,54.324887242033604,0.00042500000000000003,0.0001666666666666572,0.0,1.0
14.54,1.45,96.1,24.89,-0.632,300.0,231.0,184.0,51.49546603151103,0.0004383333333333333,0.0006666666666666524,-1.0,2.0
14.75,1.47,96.1,24.43,-0.648,301.0,232.0,183.0,44.987797247309075,0.0004116666666666667,0.0006666666666666524,0.0,1.0
14.95,1.49,96.2,24.15,-0.627,301.0,232.0,183.0,41.026607552577445,0.0004466666666666667,0.0008333333333333334,0.0,1.0
15.15,1.51,96.0,23.69,-0.665,301.0,232.0,183.0,34.51893876837554,0.0003833333333333333,0.0004999999999999952,0.0,1.0
