时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,96.3,21.25,-0.311,301.0,233.0,188.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,96.4,21.25,-0.3,301.0,233.0,187.0,0.0,1.833333333333335e-05,0.00016666666666668086,0.0,-1.0
0.4,0.04,96.3,21.33,-0.303,301.0,234.0,186.0,1.1317684842090094,1.3333333333333345e-05,0.0,1.0,-2.0
0.61,0.06,96.5,21.45,-0.315,301.0,234.0,187.0,2.8294212105225736,-6.666666666666673e-06,0.0003333333333333381,1.0,-1.0
0.81,0.08,96.6,21.73,-0.309,301.0,233.0,188.0,6.790610905254207,3.3333333333333363e-06,0.0004999999999999952,0.0,0.0
1.01,0.1,96.5,22.33,-0.281,301.0,234.0,188.0,15.278874536821927,4.9999999999999955e-05,0.0003333333333333381,1.0,0.0
1.21,0.12,96.5,22.75,-0.261,301.0,234.0,187.0,21.22065907891938,8.333333333333332e-05,0.0003333333333333381,1.0,-1.0
1.41,0.14,96.4,23.61,-0.213,301.0,234.0,187.0,33.38717028416648,0.00016333333333333334,0.00016666666666668086,1.0,-1.0
1.62,0.16,96.6,24.03,-0.207,301.0,234.0,187.0,39.32895482626393,0.00017333333333333334,0.0004999999999999952,1.0,-1.0
1.82,0.18,96.3,24.4,-0.183,301.0,234.0,187.0,44.56338406573067,0.00021333333333333333,0.0,1.0,-1.0
2.02,0.2,96.5,25.24,-0.14800000000000002,301.0,234.0,188.0,56.44695314992553,0.00027166666666666664,0.0003333333333333381,1.0,0.0
2.22,0.22,96.3,25.62,-0.122,301.0,234.0,188.0,61.82285344991847,0.000315,0.0,1.0,0.0
2.42,0.24,96.5,25.9,-0.122,301.0,234.0,188.0,65.78404314465006,0.000315,0.0003333333333333381,1.0,0.0
2.63,0.26,96.4,25.93,-0.128,300.0,234.0,188.0,66.20845632622846,0.000305,0.00016666666666668086,1.0,0.0
2.83,0.28,96.5,26.32,-0.106,301.0,234.0,188.0,71.72582768674751,0.0003416666666666667,0.0003333333333333381,1.0,0.0
3.03,0.3,96.7,26.34,-0.065,300.0,234.0,188.0,72.00876980779975,0.00041,0.0006666666666666762,1.0,0.0
3.23,0.32,96.7,26.3,-0.085,300.0,234.0,189.0,71.44288556569525,0.00037666666666666664,0.0006666666666666762,1.0,1.0
