时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,97.1,21.14,0.9,302.0,238.0,195.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,97.3,21.33,0.8809999999999999,301.0,238.0,194.0,2.6879501499964222,-3.166666666666688e-05,0.0003333333333333381,0.0,-1.0
0.4,0.04,97.2,21.37,0.9079999999999999,301.0,238.0,194.0,3.2538343921009774,1.333333333333316e-05,0.00016666666666668086,0.0,-1.0
0.61,0.06,97.2,21.43,0.907,301.0,238.0,194.0,4.102660755257735,1.1666666666666676e-05,0.00016666666666668086,0.0,-1.0
0.81,0.08,97.5,22.44,0.927,301.0,238.0,195.0,18.391237868396804,4.500000000000004e-05,0.0006666666666666762,0.0,0.0
1.01,0.1,97.5,22.88,0.953,301.0,238.0,195.0,24.615964531546457,8.833333333333322e-05,0.0006666666666666762,0.0,0.0
1.21,0.12,97.6,23.57,1.0,301.0,238.0,195.0,34.37746770784939,0.00016666666666666663,0.0008333333333333334,0.0,0.0
1.41,0.14,97.5,24.23,1.028,301.0,239.0,195.0,43.71455770257392,0.00021333333333333333,0.0006666666666666762,1.0,0.0
1.62,0.16,97.7,25.66,1.072,301.0,238.0,194.0,63.944919357810384,0.00028666666666666673,0.0010000000000000141,0.0,-1.0
1.82,0.18,97.6,26.29,1.104,301.0,238.0,195.0,72.85759617095651,0.00034000000000000013,0.0008333333333333334,0.0,0.0
2.02,0.2,97.5,26.65,1.139,301.0,237.0,195.0,77.95055434989716,0.00039833333333333333,0.0006666666666666762,-1.0,0.0
2.22,0.22,97.5,27.61,1.165,302.0,239.0,195.0,91.53177616040557,0.0004416666666666667,0.0006666666666666762,1.0,0.0
2.42,0.24,97.6,27.86,1.186,301.0,238.0,194.0,95.0685526735588,0.0004766666666666665,0.0008333333333333334,0.0,-1.0
2.63,0.26,97.4,28.3,1.214,301.0,238.0,194.0,101.2932793367085,0.0005233333333333332,0.000500000000000019,0.0,-1.0
2.83,0.28,97.6,28.26,1.2409999999999999,301.0,238.0,195.0,100.72739509460399,0.0005683333333333331,0.0008333333333333334,0.0,0.0
3.03,0.3,97.5,28.47,1.261,301.0,238.0,195.0,103.69828736565267,0.0006016666666666665,0.0006666666666666762,0.0,0.0
3.23,0.32,97.5,28.41,1.246,302.0,238.0,195.0,102.84946100249591,0.0005766666666666666,0.0006666666666666762,0.0,0.0
3.43,0.34,97.7,28.55,1.272,301.0,238.0,195.0,104.83005584986174,0.00062,0.0010000000000000141,0.0,0.0
3.64,0.36,97.5,28.45,1.271,301.0,238.0,194.0,103.41534524460042,0.0006183333333333331,0.0006666666666666762,0.0,-1.0
3.84,0.38,97.7,28.4,1.26,301.0,238.0,194.0,102.70798994196976,0.0006,0.0010000000000000141,0.0,-1.0
4.04,0.4,97.8,28.31,1.268,301.0,238.0,195.0,101.4347503972346,0.0006133333333333334,0.0011666666666666713,0.0,0.0
4.24,0.42,97.8,27.77,1.2409999999999999,302.0,238.0,194.0,93.79531312882364,0.0005683333333333331,0.0011666666666666713,0.0,-1.0
4.44,0.44,97.7,27.31,1.264,301.0,238.0,195.0,87.28764434462168,0.0006066666666666667,0.0010000000000000141,0.0,0.0
4.65,0.46,97.6,26.77,1.249,302.0,237.0,194.0,79.64820707621072,0.0005816666666666669,0.0008333333333333334,-1.0,-1.0
4.85,0.48,97.6,25.9,1.218,301.0,237.0,195.0,67.34022481043746,0.0005299999999999999,0.0008333333333333334,-1.0,0.0
5.05,0.5,97.5,24.53,1.187,302.0,237.0,194.0,47.9586895183578,0.0004783333333333334,0.0006666666666666762,-1.0,-1.0
5.25,0.52,97.3,23.5,1.155,302.0,237.0,194.0,33.38717028416648,0.00042500000000000003,0.0003333333333333381,-1.0,-1.0
5.45,0.54,97.5,22.86,1.124,301.0,237.0,194.0,24.333022410494205,0.0003733333333333335,0.0006666666666666762,-1.0,-1.0
