

时间(S),振次,轴位移(mm),力(kN),应力(kPa),变形(mm),侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(ml),小体变(ml)
0.00,0.00, 173.7 , 21.23 , 300 ,-5.259 , 197.6 , 300 , 249 , 226 , 5765 ,-7.6 
 .2 , .02 , 173.7 , 21.26 , 30 ,-5.258 , 197.7 , 300 , 249 , 225 , 5765 ,-7.5 
 .4 , .04 , 173.7 , 21.36 , 30 ,-5.262 , 197.6 , 301 , 248 , 226 , 5769 ,-7.4 
 .61 , .06 , 173.6 , 21.31 , 31 ,-5.255 , 197.4 , 300 , 248 , 225 , 5766 ,-7.5 
 .81 , .08 , 173.6 , 21.41 , 31 ,-5.264 , 197.3 , 301 , 249 , 226 , 5766 ,-7.5 
 1.01 , .1 , 173.6 , 21.76 , 31 ,-5.254 , 197.4 , 300 , 249 , 226 , 5766 ,-7.6 
 1.21 , .12 , 173.6 , 21.73 , 31 ,-5.245 , 197.9 , 301 , 248 , 226 , 5769 ,-7.6 
 1.41 , .14 , 173.7 , 22.1 , 32 ,-5.244 , 197.8 , 301 , 248 , 226 , 5767 ,-7.5 
 1.62 , .16 , 173.8 , 22.56 , 32 ,-5.235 , 197.3 , 301 , 249 , 225 , 5766 ,-7.5 
 1.82 , .18 , 173.7 , 22.77 , 33 ,-5.213 , 197.4 , 300 , 248 , 226 , 5763 ,-7.1 
 2.02 , .2 , 173.7 , 22.98 , 33 ,-5.225 , 197.6 , 300 , 248 , 225 , 5766 ,-7.5 
 2.22 , .22 , 173.7 , 23.46 , 33 ,-5.203 , 197.7 , 300 , 249 , 226 , 5765 ,-7.8 
 2.42 , .24 , 173.6 , 23.61 , 33 ,-5.191 , 197.1 , 301 , 248 , 226 , 5767 ,-7.8 
 2.63 , .26 , 173.7 , 23.81 , 34 ,-5.202 , 197.4 , 301 , 248 , 225 , 5764 ,-7.6 
 2.83 , .28 , 173.7 , 23.78 , 33 ,-5.194 , 197.8 , 301 , 249 , 225 , 5766 ,-7.5 
 3.03 , .3 , 173.7 , 23.87 , 34 ,-5.177 , 197.5 , 301 , 248 , 225 , 5765 ,-7.5 
 3.23 , .32 , 173.8 , 23.89 , 34 ,-5.197 , 197.7 , 302 , 248 , 225 , 5766 ,-7.9 
 3.43 , .34 , 173.7 , 23.94 , 34 ,-5.174 , 197.8 , 301 , 248 , 225 , 5765 ,-7.5 
 3.64 , .36 , 173.6 , 24.01 , 34 ,-5.18 , 197.4 , 301 , 248 , 225 , 5767 ,-7.5 
 3.84 , .38 , 173.8 , 24.21 , 34 ,-5.197 , 197.8 , 301 , 248 , 225 , 5767 ,-7.6 
 4.04 , .4 , 173.8 , 24.05 , 34 ,-5.196 , 198 , 301 , 248 , 225 , 5767 ,-7.5 
 4.24 , .42 , 173.7 , 23.86 , 34 ,-5.175 , 197.8 , 300 , 248 , 225 , 5767 ,-7.6 
 4.44 , .44 , 173.7 , 23.92 , 34 ,-5.186 , 197.6 , 301 , 247 , 225 , 5766 ,-7.5 
 4.65 , .46 , 173.8 , 23.8 , 33 ,-5.178 , 197.7 , 301 , 248 , 225 , 5766 ,-7.9 
 4.85 , .48 , 173.8 , 23.62 , 33 ,-5.173 , 197.5 , 301 , 248 , 225 , 5766 ,-7.5 
 5.05 , .5 , 173.7 , 22.92 , 32 ,-5.182 , 197.6 , 301 , 247 , 225 , 5766 ,-7.8 
 5.25 , .52 , 173.8 , 22.77 , 32 ,-5.186 , 197.7 , 301 , 248 , 226 , 5767 ,-7.5 
 5.45 , .54 , 173.8 , 22.43 , 31 ,-5.202 , 197.5 , 301 , 248 , 225 , 5765 ,-7.9 
 5.66 , .56 , 173.8 , 21.95 , 31 ,-5.213 , 197.6 , 301 , 248 , 224 , 5765 ,-7.5 
 5.86 , .58 , 173.8 , 21.7 , 30 ,-5.22 , 197.7 , 301 , 248 , 225 , 5764 ,-7.5 
 6.06 , .6 , 173.7 , 21.37 , 29 ,-5.22 , 197.6 , 301 , 248 , 225 , 5769 ,-7.8 
 6.26 , .62 , 173.7 , 21.11 , 29 ,-5.233 , 197.4 , 301 , 248 , 225 , 5766 ,-7.6 
 6.46 , .64 , 173.6 , 20.42 , 28 ,-5.252 , 197.8 , 301 , 248 , 225 , 5765 ,-7.5 
 6.67 , .66 , 173.6 , 20.11 , 28 ,-5.253 , 197.4 , 301 , 248 , 226 , 5767 ,-7.9 
 6.87 , .68 , 173.7 , 19.94 , 28 ,-5.263 , 197.9 , 301 , 249 , 226 , 5766 ,-7.9 
 7.07 , .7 , 173.6 , 19.5 , 28 ,-5.277 , 197.6 , 301 , 249 , 227 , 5769 ,-7.4 
 7.27 , .72 , 173.6 , 19.23 , 27 ,-5.279 , 197.5 , 300 , 249 , 226 , 5766 ,-7.4 
 7.47 , .74 , 173.7 , 18.99 , 26 ,-5.322 , 197.6 , 301 , 249 , 226 , 5765 ,-7.5 
 7.68 , .76 , 173.6 , 18.92 , 27 ,-5.301 , 197.6 , 301 , 249 , 227 , 5767 ,-7.6 
 7.88 , .78 , 173.7 , 18.73 , 27 ,-5.322 , 197.8 , 301 , 249 , 227 , 5766 ,-7.6 
 8.08 , .8 , 173.7 , 18.81 , 26 ,-5.299 , 197.4 , 301 , 249 , 227 , 5767 ,-7.8 
 8.28 , .82 , 173.6 , 18.58 , 26 ,-5.317 , 197.5 , 300 , 250 , 227 , 5765 ,-7.3 
 8.48 , .84 , 173.6 , 18.53 , 27 ,-5.319 , 197.7 , 301 , 249 , 227 , 5767 ,-7.9 
 8.69 , .86 , 173.6 , 18.56 , 26 ,-5.333 , 197.9 , 301 , 250 , 226 , 5765 ,-7.6 
 8.89 , .88 , 173.6 , 18.58 , 26 ,-5.31 , 197.5 , 301 , 249 , 227 , 5765 ,-7.5 
 9.09 , .9 , 173.6 , 18.53 , 26 ,-5.307 , 197.6 , 301 , 250 , 227 , 5767 ,-7.8 
 9.29 , .92 , 173.6 , 18.68 , 26 ,-5.286 , 197.6 , 301 , 250 , 227 , 5767 ,-7.5 
 9.49 , .94 , 173.6 , 18.68 , 26 ,-5.317 , 197.5 , 301 , 250 , 226 , 5766 ,-7 
 9.7 , .96 , 173.6 , 18.57 , 27 ,-5.325 , 197.6 , 301 , 249 , 227 , 5765 ,-7.4 
 9.9 , .99 , 173.6 , 19.02 , 27 ,-5.315 , 197.4 , 300 , 250 , 227 , 5764 ,-7.6 
 10.1 , 1.01 , 173.6 , 19.54 , 27 ,-5.318 , 197.5 , 301 , 250 , 227 , 5769 ,-7.6 
 10.3 , 1.03 , 173.5 , 19.74 , 28 ,-5.322 , 197.5 , 301 , 250 , 227 , 5768 ,-7.9 
 10.5 , 1.05 , 173.6 , 20.21 , 29 ,-5.296 , 197.5 , 301 , 249 , 227 , 5765 ,-7.6 
 10.71 , 1.07 , 173.5 , 20.37 , 30 ,-5.302 , 197.5 , 301 , 250 , 227 , 5766 ,-7.5 
 10.91 , 1.09 , 173.7 , 20.79 , 30 ,-5.283 , 197.8 , 301 , 250 , 227 , 5768 ,-8 
 11.11 , 1.11 , 173.6 , 21.5 , 31 ,-5.296 , 197.7 , 301 , 250 , 227 , 5769 ,-7.8 
 11.31 , 1.13 , 173.7 , 22 , 31 ,-5.279 , 197.7 , 300 , 249 , 227 , 5767 ,-7.6 
 11.51 , 1.15 , 173.5 , 22.08 , 32 ,-5.279 , 197.6 , 301 , 249 , 227 , 5769 ,-7.4 
 11.72 , 1.17 , 173.5 , 22.35 , 31 ,-5.256 , 197.5 , 302 , 249 , 226 , 5767 ,-7.6 
 11.92 , 1.19 , 173.8 , 22.85 , 33 ,-5.236 , 197.7 , 301 , 249 , 226 , 5767 ,-8.1 
 12.12 , 1.21 , 173.7 , 23.11 , 33 ,-5.23 , 197.4 , 302 , 249 , 226 , 5765 ,-8 
 12.32 , 1.23 , 173.6 , 23.4 , 33 ,-5.207 , 197.7 , 301 , 249 , 226 , 5765 ,-7.4 
