

时间(S),振次,轴位移(mm),力(kN),应力(kPa),变形(mm),侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(ml),小体变(ml)
0.00,0.00, 136.8 , 21.37 , 302 ,-6.378 , 192.9 , 299 , 227 , 205 , 5770 ,-8.4 
 .2 , .02 , 136.9 , 21.09 , 30 ,-6.366 , 193 , 301 , 226 , 205 , 5765 ,-8.3 
 .4 , .04 , 136.9 , 21.36 , 30 ,-6.377 , 193.1 , 300 , 226 , 205 , 5767 ,-7.8 
 .61 , .06 , 136.8 , 21.5 , 31 ,-6.375 , 192.2 , 300 , 227 , 204 , 5765 ,-8.4 
 .81 , .08 , 136.7 , 21.64 , 32 ,-6.365 , 193.1 , 299 , 227 , 205 , 5766 ,-8 
 1.01 , .1 , 136.7 , 22.11 , 32 ,-6.37 , 192.8 , 300 , 227 , 205 , 5765 ,-8.1 
 1.21 , .12 , 136.8 , 23.09 , 33 ,-6.342 , 192.9 , 300 , 226 , 204 , 5767 ,-8.3 
 1.41 , .14 , 136.8 , 23.5 , 35 ,-6.337 , 192.9 , 301 , 226 , 204 , 5761 ,-8.4 
 1.62 , .16 , 136.8 , 23.96 , 34 ,-6.313 , 193.2 , 300 , 226 , 204 , 5769 ,-8.4 
 1.82 , .18 , 136.9 , 24.79 , 36 ,-6.293 , 193.1 , 300 , 225 , 204 , 5763 ,-8.1 
 2.02 , .2 , 137 , 25.26 , 36 ,-6.288 , 192.9 , 301 , 225 , 203 , 5767 ,-8.6 
 2.22 , .22 , 137 , 25.62 , 36 ,-6.264 , 192.9 , 300 , 224 , 203 , 5764 ,-8.4 
 2.42 , .24 , 137.1 , 25.7 , 37 ,-6.242 , 192.9 , 302 , 224 , 203 , 5764 ,-7.9 
 2.63 , .26 , 137 , 26.49 , 38 ,-6.239 , 192.9 , 301 , 224 , 202 , 5765 ,-8.3 
 2.83 , .28 , 137.1 , 26.72 , 37 ,-6.215 , 193.2 , 301 , 224 , 202 , 5761 ,-7.8 
 3.03 , .3 , 137.2 , 26.72 , 38 ,-6.229 , 193.4 , 301 , 224 , 202 , 5766 ,-8.8 
 3.23 , .32 , 137.1 , 26.99 , 38 ,-6.217 , 192.9 , 301 , 223 , 202 , 5765 ,-8.3 
 3.43 , .34 , 137.1 , 26.86 , 38 ,-6.178 , 192.9 , 301 , 223 , 202 , 5768 ,-8.1 
 3.64 , .36 , 137.1 , 26.64 , 38 ,-6.192 , 193.4 , 300 , 224 , 202 , 5764 ,-8.3 
 3.84 , .38 , 137.1 , 26.55 , 38 ,-6.239 , 192.8 , 301 , 224 , 202 , 5765 ,-8.3 
 4.04 , .4 , 137.1 , 26.67 , 38 ,-6.225 , 193.1 , 301 , 223 , 202 , 5764 ,-8.6 
 4.24 , .42 , 137.1 , 26.7 , 37 ,-6.226 , 193.1 , 301 , 223 , 202 , 5767 ,-8.3 
 4.44 , .44 , 137.2 , 26.56 , 37 ,-6.219 , 192.9 , 301 , 224 , 202 , 5764 ,-8.5 
 4.65 , .46 , 137.2 , 25.77 , 36 ,-6.228 , 193.1 , 301 , 223 , 202 , 5763 ,-8.5 
 4.85 , .48 , 137.1 , 25.07 , 35 ,-6.228 , 193.1 , 301 , 224 , 202 , 5766 ,-8.3 
 5.05 , .5 , 137.2 , 24.52 , 35 ,-6.224 , 193.1 , 301 , 224 , 202 , 5767 ,-8 
 5.25 , .52 , 137.2 , 23.56 , 34 ,-6.245 , 193.1 , 301 , 224 , 202 , 5765 ,-8.9 
 5.45 , .54 , 137.2 , 22.87 , 32 ,-6.234 , 193.5 , 300 , 224 , 202 , 5768 ,-7.9 
 5.66 , .56 , 137.1 , 22.29 , 30 ,-6.274 , 192.9 , 301 , 224 , 201 , 5767 ,-8.3 
 5.86 , .58 , 137.1 , 21.66 , 30 ,-6.284 , 193 , 301 , 224 , 202 , 5763 ,-8.4 
 6.06 , .6 , 137 , 20.36 , 28 ,-6.3 , 192.9 , 300 , 224 , 203 , 5766 ,-8.6 
 6.26 , .62 , 137.1 , 19.87 , 26 ,-6.285 , 193.3 , 300 , 224 , 203 , 5764 ,-8 
 6.46 , .64 , 137 , 19.25 , 26 ,-6.305 , 192.7 , 300 , 225 , 202 , 5767 ,-7.6 
 6.67 , .66 , 137 , 18.34 , 25 ,-6.328 , 193.2 , 300 , 224 , 202 , 5769 ,-8.1 
 6.87 , .68 , 137 , 17.98 , 24 ,-6.336 , 192.8 , 300 , 225 , 202 , 5765 ,-7.8 
 7.07 , .7 , 136.9 , 17.61 , 24 ,-6.325 , 193.3 , 300 , 225 , 204 , 5764 ,-8 
 7.27 , .72 , 136.8 , 16.86 , 24 ,-6.372 , 193.1 , 299 , 226 , 205 , 5765 ,-8.3 
 7.47 , .74 , 136.8 , 16.61 , 23 ,-6.374 , 193.3 , 300 , 226 , 204 , 5764 ,-7.9 
 7.68 , .76 , 136.7 , 16.24 , 23 ,-6.365 , 193 , 300 , 226 , 205 , 5768 ,-8.3 
 7.88 , .78 , 136.7 , 16.21 , 23 ,-6.375 , 193.1 , 299 , 226 , 205 , 5762 ,-7.6 
 8.08 , .8 , 136.8 , 15.84 , 23 ,-6.391 , 192.8 , 299 , 227 , 205 , 5763 ,-8.3 
 8.28 , .82 , 136.8 , 15.88 , 22 ,-6.363 , 193.3 , 300 , 226 , 205 , 5768 ,-8.5 
 8.48 , .84 , 136.7 , 16.02 , 22 ,-6.406 , 193.2 , 299 , 227 , 205 , 5765 ,-7.9 
 8.69 , .86 , 136.7 , 16 , 22 ,-6.406 , 192.7 , 299 , 227 , 205 , 5765 ,-8 
 8.89 , .88 , 136.8 , 15.95 , 22 ,-6.423 , 192.7 , 299 , 226 , 205 , 5767 ,-8.6 
 9.09 , .9 , 136.8 , 16.13 , 22 ,-6.392 , 193.2 , 299 , 227 , 205 , 5766 ,-7.9 
 9.29 , .92 , 136.7 , 16.05 , 23 ,-6.405 , 192.7 , 299 , 226 , 206 , 5766 ,-8.4 
 9.49 , .94 , 136.7 , 16.52 , 24 ,-6.406 , 192.6 , 300 , 227 , 205 , 5763 ,-8.1 
 9.7 , .96 , 136.7 , 17.13 , 25 ,-6.411 , 193.4 , 299 , 226 , 205 , 5763 ,-8.4 
 9.9 , .99 , 136.8 , 17.55 , 26 ,-6.403 , 192.7 , 300 , 226 , 205 , 5762 ,-8.1 
 10.1 , 1.01 , 136.8 , 18.68 , 27 ,-6.377 , 193.1 , 299 , 228 , 205 , 5766 ,-8.3 
 10.3 , 1.03 , 136.8 , 19.25 , 27 ,-6.376 , 192.9 , 300 , 227 , 205 , 5764 ,-8.1 
 10.5 , 1.05 , 136.9 , 19.65 , 29 ,-6.393 , 192.8 , 299 , 226 , 205 , 5763 ,-8.6 
 10.71 , 1.07 , 136.9 , 21.25 , 30 ,-6.345 , 193 , 300 , 226 , 204 , 5764 ,-8.3 
 10.91 , 1.09 , 137 , 21.71 , 31 ,-6.335 , 193.2 , 300 , 226 , 204 , 5768 ,-8.4 
 11.11 , 1.11 , 136.9 , 22.14 , 33 ,-6.303 , 193.1 , 300 , 226 , 204 , 5763 ,-8 
 11.31 , 1.13 , 137 , 22.94 , 34 ,-6.296 , 193 , 300 , 226 , 204 , 5763 ,-8 
 11.51 , 1.15 , 137 , 24.02 , 35 ,-6.276 , 193.6 , 300 , 225 , 204 , 5763 ,-8.4 
 11.72 , 1.17 , 137 , 24.59 , 36 ,-6.234 , 193.1 , 300 , 225 , 204 , 5766 ,-8 
 11.92 , 1.19 , 137 , 24.97 , 36 ,-6.232 , 192.9 , 300 , 225 , 204 , 5765 ,-8.3 
 12.12 , 1.21 , 137.1 , 25.89 , 36 ,-6.2 , 193 , 300 , 224 , 203 , 5767 ,-8.4 
 12.32 , 1.23 , 137.1 , 26.31 , 37 ,-6.209 , 192.8 , 301 , 224 , 203 , 5763 ,-8.1 
 12.52 , 1.25 , 137.2 , 26.7 , 37 ,-6.21 , 193.5 , 301 , 224 , 203 , 5763 ,-8.3 
 12.73 , 1.27 , 137.2 , 26.76 , 38 ,-6.185 , 193.4 , 301 , 224 , 202 , 5766 ,-8.5 
 12.93 , 1.29 , 137.2 , 27.16 , 38 ,-6.195 , 192.9 , 301 , 224 , 203 , 5766 ,-7.9 
 13.13 , 1.31 , 137.1 , 27.04 , 39 ,-6.19 , 193 , 301 , 224 , 203 , 5763 ,-8.3 
 13.33 , 1.33 , 137.2 , 27.01 , 38 ,-6.16 , 193 , 301 , 223 , 202 , 5766 ,-8.3 
 13.53 , 1.35 , 137.3 , 27.11 , 38 ,-6.171 , 193.3 , 301 , 223 , 202 , 5765 ,-8.9 
 13.74 , 1.37 , 137.2 , 27.09 , 38 ,-6.15 , 192.9 , 300 , 224 , 202 , 5765 ,-8.3 
 13.94 , 1.39 , 137.2 , 27.15 , 38 ,-6.178 , 192.9 , 301 , 224 , 202 , 5762 ,-8.1 
 14.14 , 1.41 , 137.2 , 26.96 , 38 ,-6.193 , 193.2 , 300 , 224 , 202 , 5764 ,-8.3 
 14.34 , 1.43 , 137.1 , 26.84 , 38 ,-6.176 , 193.3 , 301 , 223 , 203 , 5764 ,-8.3 
 14.54 , 1.45 , 137.3 , 26.36 , 36 ,-6.158 , 193 , 301 , 224 , 202 , 5763 ,-8.3 
 14.75 , 1.47 , 137.2 , 25.67 , 35 ,-6.196 , 193.3 , 301 , 224 , 203 , 5766 ,-8 
 14.95 , 1.49 , 137.1 , 24.47 , 35 ,-6.196 , 193.3 , 301 , 224 , 203 , 5762 ,-7.9 
 15.15 , 1.51 , 137.3 , 24.03 , 33 ,-6.189 , 193.1 , 301 , 224 , 202 , 5762 ,-8 
 15.35 , 1.53 , 137.1 , 23.58 , 32 ,-6.196 , 192.8 , 301 , 223 , 202 , 5765 ,-8.1 
 15.55 , 1.55 , 137.2 , 22.21 , 31 ,-6.222 , 193.2 , 300 , 224 , 202 , 5767 ,-8.1 
 15.76 , 1.57 , 137.2 , 21.58 , 30 ,-6.231 , 192.9 , 301 , 224 , 203 , 5770 ,-8.4 
 15.96 , 1.59 , 137 , 20.88 , 28 ,-6.238 , 192.8 , 300 , 224 , 202 , 5766 ,-8.5 
 16.16 , 1.61 , 137.1 , 20.2 , 28 ,-6.29 , 192.7 , 300 , 224 , 203 , 5765 ,-8.5 
 16.36 , 1.63 , 137.1 , 19.33 , 27 ,-6.26 , 193 , 299 , 225 , 202 , 5768 ,-8.4 
 16.56 , 1.65 , 137 , 18.68 , 26 ,-6.281 , 193.1 , 300 , 224 , 203 , 5767 ,-8.5 
 16.77 , 1.67 , 137.1 , 18.21 , 25 ,-6.299 , 193.3 , 299 , 225 , 204 , 5768 ,-8.1 
 16.97 , 1.69 , 136.9 , 17.32 , 24 ,-6.321 , 192.8 , 300 , 225 , 204 , 5765 ,-7.9 
 17.17 , 1.71 , 137 , 17.21 , 24 ,-6.338 , 193.1 , 299 , 225 , 204 , 5766 ,-8.3 
 17.37 , 1.73 , 136.9 , 16.76 , 23 ,-6.348 , 193.1 , 299 , 227 , 205 , 5764 ,-8.8 
 17.57 , 1.75 , 136.8 , 16.51 , 23 ,-6.368 , 192.8 , 299 , 226 , 205 , 5764 ,-8.3 
 17.78 , 1.77 , 136.8 , 15.98 , 23 ,-6.372 , 192.8 , 299 , 226 , 206 , 5768 ,-8.3 
 17.98 , 1.79 , 136.8 , 16 , 22 ,-6.375 , 193.2 , 300 , 227 , 205 , 5765 ,-8.1 
 18.18 , 1.81 , 136.8 , 15.85 , 24 ,-6.373 , 192.7 , 300 , 226 , 205 , 5763 ,-8.4 
 18.38 , 1.83 , 136.7 , 15.77 , 22 ,-6.393 , 193 , 300 , 226 , 205 , 5768 ,-8.1 
 18.58 , 1.85 , 136.8 , 15.86 , 22 ,-6.397 , 193.1 , 299 , 227 , 205 , 5766 ,-8.4 
 18.79 , 1.87 , 136.8 , 15.84 , 22 ,-6.408 , 192.9 , 299 , 226 , 205 , 5768 ,-9.4 
 18.99 , 1.89 , 136.8 , 15.74 , 22 ,-6.387 , 193 , 300 , 226 , 205 , 5765 ,-8.4 
 19.19 , 1.91 , 136.8 , 15.9 , 22 ,-6.389 , 193.3 , 300 , 226 , 205 , 5770 ,-8.3 
 19.39 , 1.93 , 136.8 , 15.87 , 24 ,-6.382 , 193.3 , 299 , 227 , 205 , 5764 ,-8 
 19.59 , 1.95 , 136.7 , 16.27 , 24 ,-6.402 , 192.8 , 300 , 227 , 205 , 5764 ,-7.8 
 19.8 , 1.97 , 136.8 , 17.41 , 25 ,-6.385 , 193.2 , 300 , 226 , 205 , 5764 ,-8.4 
 20 , 2 , 136.8 , 17.85 , 26 ,-6.367 , 193.4 , 299 , 227 , 206 , 5764 ,-8.6 
 20.2 , 2.02 , 136.8 , 18.18 , 26 ,-6.387 , 192.9 , 300 , 227 , 206 , 5769 ,-8 
 20.4 , 2.04 , 137 , 19.67 , 29 ,-6.331 , 193.1 , 299 , 226 , 206 , 5767 ,-8.1 
 20.6 , 2.06 , 136.9 , 20.26 , 30 ,-6.326 , 192.8 , 300 , 227 , 206 , 5760 ,-7.8 
 20.81 , 2.08 , 137 , 20.98 , 31 ,-6.314 , 193.1 , 299 , 227 , 205 , 5767 ,-8.6 
 21.01 , 2.1 , 136.9 , 21.77 , 31 ,-6.288 , 193.1 , 300 , 228 , 205 , 5762 ,-7.9 
 21.21 , 2.12 , 137 , 22.89 , 33 ,-6.268 , 192.9 , 301 , 226 , 204 , 5765 ,-8.1 
 21.41 , 2.14 , 137.1 , 23.62 , 35 ,-6.241 , 192.9 , 300 , 226 , 205 , 5764 ,-8.1 
 21.61 , 2.16 , 137 , 24.04 , 35 ,-6.27 , 193.2 , 300 , 225 , 204 , 5767 ,-8.1 
 21.82 , 2.18 , 137.1 , 25.16 , 35 ,-6.246 , 192.9 , 299 , 224 , 204 , 5764 ,-7.5 
 22.02 , 2.2 , 137.1 , 25.59 , 37 ,-6.256 , 192.9 , 301 , 224 , 203 , 5767 ,-7.9 
 22.22 , 2.22 , 137.1 , 25.95 , 38 ,-6.214 , 193.4 , 300 , 225 , 205 , 5769 ,-8.4 
 22.42 , 2.24 , 137.2 , 26.44 , 38 ,-6.196 , 192.9 , 301 , 225 , 203 , 5765 ,-8.3 
 22.62 , 2.26 , 137.2 , 26.9 , 38 ,-6.215 , 192.9 , 301 , 224 , 203 , 5766 ,-8.8 
 22.83 , 2.28 , 137.2 , 26.96 , 38 ,-6.189 , 192.9 , 301 , 224 , 203 , 5763 ,-8.1 
 23.03 , 2.3 , 137.2 , 27.03 , 38 ,-6.188 , 192.6 , 301 , 225 , 202 , 5765 ,-8.4 
 23.23 , 2.32 , 137.3 , 27.31 , 39 ,-6.172 , 193.3 , 301 , 224 , 203 , 5763 ,-8.3 
 23.43 , 2.34 , 137.2 , 27.09 , 39 ,-6.161 , 193.4 , 301 , 224 , 203 , 5768 ,-7.8 
 23.63 , 2.36 , 137.2 , 27.12 , 39 ,-6.146 , 192.6 , 301 , 224 , 202 , 5765 ,-8.4 
 23.84 , 2.38 , 137.2 , 27.05 , 38 ,-6.15 , 193.1 , 301 , 224 , 202 , 5765 ,-8 
 24.04 , 2.4 , 137.3 , 27.01 , 37 ,-6.158 , 193.2 , 302 , 224 , 202 , 5764 ,-8.5 
 24.24 , 2.42 , 137.3 , 26.96 , 37 ,-6.154 , 192.8 , 301 , 224 , 204 , 5766 ,-8.5 
 24.44 , 2.44 , 137.2 , 27.01 , 37 ,-6.162 , 193.2 , 301 , 223 , 203 , 5766 ,-8.6 
 24.64 , 2.46 , 137.3 , 25.65 , 35 ,-6.171 , 193.5 , 300 , 224 , 203 , 5762 ,-8.5 
 24.85 , 2.48 , 137.2 , 24.96 , 34 ,-6.163 , 192.9 , 301 , 224 , 203 , 5765 ,-7.9 
 25.05 , 2.5 , 137.1 , 24.52 , 34 ,-6.18 , 193.1 , 301 , 224 , 203 , 5764 ,-8 
 25.25 , 2.52 , 137.3 , 23.4 , 34 ,-6.187 , 193 , 301 , 224 , 203 , 5765 ,-8.3 
 25.45 , 2.54 , 137.3 , 22.77 , 32 ,-6.199 , 192.9 , 300 , 224 , 203 , 5764 ,-8.4 
 25.65 , 2.56 , 137.2 , 22.24 , 30 ,-6.208 , 192.7 , 301 , 224 , 202 , 5764 ,-8.6 
 25.86 , 2.58 , 137.2 , 21.36 , 29 ,-6.202 , 193.3 , 301 , 224 , 203 , 5765 ,-8.3 
 26.06 , 2.6 , 137.2 , 20.31 , 28 ,-6.223 , 192.9 , 301 , 224 , 203 , 5767 ,-8.8 
 26.26 , 2.62 , 137.1 , 19.85 , 27 ,-6.229 , 192.9 , 300 , 226 , 203 , 5765 ,-8 
 26.46 , 2.64 , 137.1 , 19.41 , 27 ,-6.268 , 192.9 , 301 , 224 , 204 , 5766 ,-8.5 
 26.66 , 2.66 , 137 , 18.34 , 25 ,-6.276 , 193.2 , 300 , 226 , 205 , 5763 ,-8.5 
 26.87 , 2.68 , 137 , 17.96 , 25 ,-6.278 , 193 , 300 , 225 , 204 , 5769 ,-8.4 
 27.07 , 2.7 , 137 , 17.43 , 24 ,-6.295 , 192.9 , 300 , 226 , 205 , 5764 ,-7.9 
 27.27 , 2.72 , 136.9 , 16.82 , 23 ,-6.319 , 193 , 300 , 226 , 205 , 5765 ,-8.3 
 27.47 , 2.74 , 136.9 , 16.59 , 24 ,-6.341 , 193.7 , 300 , 227 , 205 , 5765 ,-8.4 
 27.67 , 2.76 , 136.9 , 16.23 , 23 ,-6.332 , 193 , 300 , 226 , 205 , 5762 ,-8.3 
 27.88 , 2.78 , 136.8 , 16.02 , 22 ,-6.351 , 193 , 299 , 227 , 206 , 5765 ,-7.8 
 28.08 , 2.8 , 137 , 15.83 , 22 ,-6.368 , 193 , 300 , 227 , 206 , 5763 ,-8.1 
 28.28 , 2.82 , 136.8 , 15.78 , 22 ,-6.376 , 193 , 300 , 227 , 205 , 5764 ,-8.5 
 28.48 , 2.84 , 136.8 , 15.87 , 22 ,-6.36 , 192.9 , 300 , 227 , 206 , 5764 ,-8 
