时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 124 	 21.37 	 302 	-.679 	 239.3 	 304 	 229 	 208 	 2182 	-7.1 
 .2 	 .02 	 124.1 	 21.36 	 30 	-.672 	 239.4 	 304 	 229 	 207 	 2182 	-7.4 
 .4 	 .04 	 124 	 21.55 	 31 	-.674 	 238.9 	 303 	 229 	 207 	 2181 	-7.4 
 .61 	 .06 	 124.1 	 21.89 	 33 	-.661 	 239.2 	 304 	 229 	 208 	 2181 	-7.5 
 .81 	 .08 	 124.1 	 23.04 	 34 	-.641 	 239.5 	 303 	 230 	 207 	 2183 	-7.5 
 1.01 	 .1 	 124.1 	 25.06 	 36 	-.568 	 239.4 	 303 	 229 	 207 	 2182 	-7.4 
 1.21 	 .12 	 124.2 	 26.01 	 38 	-.522 	 238.9 	 304 	 229 	 208 	 2182 	-7.9 
 1.41 	 .14 	 124.2 	 27 	 39 	-.492 	 239.6 	 304 	 230 	 207 	 2180 	-7.5 
 1.62 	 .16 	 124.3 	 27.96 	 41 	-.445 	 239.4 	 303 	 228 	 206 	 2181 	-7.4 
 1.82 	 .18 	 124.4 	 29.65 	 43 	-.366 	 239.1 	 304 	 228 	 206 	 2182 	-7.6 
 2.02 	 .2 	 124.3 	 30.34 	 44 	-.329 	 239.3 	 305 	 227 	 206 	 2181 	-7.4 
 2.22 	 .22 	 124.4 	 31.15 	 45 	-.29 	 239.7 	 305 	 227 	 206 	 2183 	-7.4 
 2.42 	 .24 	 124.4 	 32.01 	 46 	-.231 	 239.2 	 305 	 226 	 204 	 2182 	-7.5 
 2.63 	 .26 	 124.5 	 32.43 	 46 	-.199 	 239.1 	 305 	 226 	 204 	 2180 	-7.5 
 2.83 	 .28 	 124.5 	 32.55 	 47 	-.174 	 239.4 	 304 	 227 	 204 	 2181 	-7.6 
 3.03 	 .3 	 124.5 	 33.04 	 47 	-.147 	 239 	 305 	 226 	 204 	 2182 	-6.6 
 3.23 	 .32 	 124.4 	 33 	 47 	-.145 	 239.3 	 305 	 226 	 204 	 2182 	-7.8 
 3.43 	 .34 	 124.6 	 32.73 	 46 	-.136 	 238.9 	 305 	 226 	 204 	 2184 	-7.6 
 3.64 	 .36 	 124.6 	 32.72 	 46 	-.129 	 239.6 	 304 	 226 	 204 	 2182 	-7.1 
 3.84 	 .38 	 124.7 	 32.58 	 46 	-.134 	 239.3 	 305 	 226 	 204 	 2182 	-7.4 
 4.04 	 .4 	 124.6 	 32.24 	 45 	-.15 	 238.9 	 305 	 226 	 204 	 2180 	-7.3 
 4.24 	 .42 	 124.4 	 31.38 	 44 	-.142 	 239.6 	 305 	 225 	 204 	 2183 	-6.9 
 4.44 	 .44 	 124.6 	 29.89 	 42 	-.169 	 239.5 	 305 	 226 	 204 	 2181 	-7.4 
 4.65 	 .46 	 124.5 	 28.72 	 39 	-.184 	 239.1 	 305 	 225 	 204 	 2185 	-7.1 
 4.85 	 .48 	 124.6 	 27.54 	 37 	-.221 	 239.3 	 304 	 226 	 204 	 2180 	-7.5 
 5.05 	 .5 	 124.4 	 26.33 	 35 	-.261 	 239.3 	 304 	 226 	 204 	 2181 	-7.3 
 5.25 	 .52 	 124.4 	 23.96 	 33 	-.322 	 239.3 	 304 	 226 	 204 	 2182 	-7.5 
 5.45 	 .54 	 124.2 	 22.63 	 31 	-.393 	 238.9 	 303 	 226 	 205 	 2182 	-7.4 
 5.66 	 .56 	 124.4 	 21.69 	 29 	-.432 	 239.2 	 303 	 227 	 205 	 2182 	-7.3 
 5.86 	 .58 	 124.1 	 19.45 	 27 	-.549 	 239.6 	 303 	 228 	 206 	 2184 	-7.5 
 6.06 	 .6 	 124.2 	 18.46 	 25 	-.619 	 239.3 	 303 	 229 	 207 	 2182 	-7.1 
 6.26 	 .62 	 124.1 	 17.4 	 23 	-.686 	 238.9 	 302 	 230 	 207 	 2181 	-7.3 
 6.46 	 .64 	 124.1 	 15.8 	 22 	-.848 	 239.4 	 302 	 231 	 209 	 2183 	-7.9 
 6.67 	 .66 	 123.9 	 14.99 	 20 	-.926 	 239.2 	 302 	 231 	 209 	 2181 	-7.5 
 6.87 	 .68 	 123.8 	 14.19 	 19 	-1.049 	 238.7 	 302 	 233 	 210 	 2181 	-7.1 
 7.07 	 .7 	 123.8 	 13.59 	 18 	-1.133 	 239.2 	 302 	 232 	 211 	 2184 	-7.3 
 7.27 	 .72 	 123.6 	 12.65 	 18 	-1.343 	 239.6 	 302 	 235 	 212 	 2181 	-6.9 
 7.47 	 .74 	 123.5 	 12.21 	 16 	-1.451 	 239.1 	 302 	 236 	 213 	 2183 	-7.3 
 7.68 	 .76 	 123.3 	 11.75 	 16 	-1.568 	 239.2 	 302 	 237 	 213 	 2181 	-7.5 
 7.88 	 .78 	 123.2 	 11.29 	 16 	-1.767 	 239.5 	 302 	 238 	 216 	 2183 	-7.4 
 8.08 	 .8 	 123.2 	 11.23 	 16 	-1.867 	 239.2 	 302 	 239 	 216 	 2181 	-7.5 
 8.28 	 .82 	 123.2 	 11.12 	 15 	-1.94 	 239.2 	 302 	 239 	 216 	 2183 	-7.6 
 8.48 	 .84 	 123.1 	 11.07 	 16 	-1.995 	 239.3 	 302 	 240 	 217 	 2183 	-7.4 
 8.69 	 .86 	 123 	 11.04 	 16 	-2.092 	 239.7 	 303 	 240 	 218 	 2184 	-7.6 
 8.89 	 .88 	 122.9 	 11.03 	 15 	-2.1 	 239.2 	 303 	 241 	 218 	 2181 	-7.6 
 9.09 	 .9 	 122.9 	 11.24 	 16 	-2.12 	 239.4 	 303 	 241 	 219 	 2183 	-7.6 
 9.29 	 .92 	 122.9 	 11.15 	 16 	-2.093 	 239.8 	 303 	 241 	 219 	 2183 	-7.4 
 9.49 	 .94 	 122.9 	 11.38 	 17 	-2.089 	 239.6 	 303 	 241 	 219 	 2182 	-7.5 
 9.7 	 .96 	 122.9 	 11.99 	 18 	-2.033 	 239.2 	 303 	 242 	 219 	 2182 	-7.9 
 9.9 	 .99 	 123.1 	 12.75 	 20 	-1.969 	 239.7 	 303 	 243 	 220 	 2184 	-7.9 
 10.1 	 1.01 	 123.1 	 14.55 	 21 	-1.776 	 240.1 	 302 	 243 	 221 	 2186 	-7.6 
 10.3 	 1.03 	 123.3 	 15.45 	 24 	-1.636 	 239.3 	 304 	 244 	 221 	 2183 	-7.6 
 10.5 	 1.05 	 123.3 	 16.51 	 26 	-1.498 	 239.3 	 304 	 244 	 222 	 2183 	-7.1 
 10.71 	 1.07 	 123.7 	 19.22 	 28 	-1.188 	 239.3 	 305 	 243 	 220 	 2183 	-7.5 
 10.91 	 1.09 	 123.7 	 20.64 	 31 	-1.025 	 239.6 	 304 	 241 	 219 	 2184 	-7.4 
 11.11 	 1.11 	 123.8 	 22.1 	 34 	-.868 	 239.1 	 305 	 239 	 218 	 2181 	-7.5 
 11.31 	 1.13 	 124 	 25.39 	 37 	-.584 	 239.7 	 306 	 237 	 214 	 2182 	-7.4 
 11.51 	 1.15 	 124.2 	 26.93 	 40 	-.489 	 239.9 	 307 	 235 	 213 	 2181 	-7.4 
 11.72 	 1.17 	 124.3 	 28.22 	 42 	-.382 	 239.4 	 307 	 234 	 212 	 2182 	-7.6 
 11.92 	 1.19 	 124.3 	 29.49 	 43 	-.312 	 239.4 	 307 	 232 	 211 	 2184 	-7.4 
 12.12 	 1.21 	 124.6 	 31.32 	 45 	-.165 	 239.7 	 306 	 231 	 209 	 2183 	-7.1 
 12.32 	 1.23 	 124.5 	 31.94 	 46 	-.132 	 239.6 	 306 	 230 	 209 	 2184 	-7.6 
 12.52 	 1.25 	 124.7 	 32.64 	 47 	-.082 	 239.3 	 306 	 230 	 208 	 2182 	-7.6 
 12.73 	 1.27 	 124.6 	 33.28 	 47 	-.007 	 239.9 	 307 	 229 	 208 	 2182 	-7.8 
 12.93 	 1.29 	 124.7 	 33.44 	 47 	 .017 	 239.7 	 306 	 228 	 207 	 2182 	-7.4 
 13.13 	 1.31 	 124.7 	 33.52 	 47 	 .051 	 239.3 	 306 	 228 	 206 	 2182 	-7.4 
 13.33 	 1.33 	 124.7 	 33.42 	 47 	 .059 	 239.4 	 306 	 228 	 207 	 2183 	-7.4 
 13.53 	 1.35 	 124.6 	 33.21 	 46 	 .073 	 239.8 	 306 	 227 	 206 	 2181 	-7.5 
 13.74 	 1.37 	 124.8 	 32.96 	 47 	 .081 	 239.6 	 305 	 227 	 206 	 2182 	-7.4 
 13.94 	 1.39 	 124.7 	 32.84 	 46 	 .089 	 239.3 	 305 	 228 	 206 	 2181 	-7 
 14.14 	 1.41 	 124.8 	 32.14 	 44 	 .083 	 239.6 	 305 	 228 	 206 	 2182 	-7.4 
 14.34 	 1.43 	 124.8 	 30.98 	 43 	 .073 	 239.9 	 304 	 228 	 206 	 2184 	-7.1 
 14.54 	 1.45 	 124.7 	 30.12 	 41 	 .05 	 239.4 	 305 	 227 	 206 	 2184 	-7.8 
 14.75 	 1.47 	 124.7 	 28.25 	 39 	 .006 	 239.3 	 305 	 228 	 206 	 2185 	-7.3 
 14.95 	 1.49 	 124.7 	 26.9 	 37 	-.026 	 239.7 	 304 	 228 	 206 	 2183 	-7.5 
 15.15 	 1.51 	 124.7 	 25.72 	 34 	-.068 	 239.5 	 304 	 228 	 206 	 2184 	-7.5 
 15.35 	 1.53 	 124.5 	 24.38 	 32 	-.115 	 239.3 	 304 	 229 	 206 	 2183 	-7.6 
 15.55 	 1.55 	 124.5 	 22.1 	 31 	-.222 	 239.7 	 303 	 229 	 207 	 2181 	-7.1 
 15.76 	 1.57 	 124.4 	 21.09 	 28 	-.283 	 239.7 	 303 	 230 	 207 	 2180 	-7.3 
