,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
1586,320.37,32.04,143.3,17.92,-4.208,304,250,227,31.720000000000002,0.4000000000000057
1587,320.57,32.06,143.4,18.95,-4.105,304,249,227,31.740000000000002,0.5
1588,320.78,32.08,143.5,20.2,-3.992,305,247,225,31.76,0.5999999999999943
1589,320.98,32.1,143.5,21.59,-3.884,305,246,223,31.78,0.5999999999999943
1590,321.18,32.12,143.7,24.36,-3.7030000000000003,306,243,220,31.8,0.799999999999983
1591,321.38,32.14,143.8,25.74,-3.628,306,242,220,31.82,0.9000000000000057
1592,321.58,32.16,143.9,26.92,-3.5610000000000004,306,240,219,31.84,1.0
1593,321.79,32.18,144.0,28.9,-3.48,306,240,217,31.86,1.0999999999999943
1594,321.99,32.2,144.0,29.68,-3.438,306,238,217,31.88,1.0999999999999943
1595,322.19,32.22,144.0,30.15,-3.431,306,238,216,31.900000000000002,1.0999999999999943
1596,322.39,32.24,144.0,30.82,-3.408,305,238,216,31.92,1.0999999999999943
1597,322.59,32.26,144.0,31.28,-3.378,304,238,215,31.94,1.0999999999999943
1598,322.8,32.28,144.1,31.57,-3.367,305,237,215,31.96,1.1999999999999886
1599,323.0,32.3,144.1,31.64,-3.355,305,237,215,31.98,1.1999999999999886
1600,323.2,32.32,144.1,31.68,-3.361,305,237,215,32.0,1.1999999999999886
1601,323.4,32.34,144.1,31.57,-3.358,304,237,215,32.02,1.1999999999999886
1602,323.6,32.36,144.1,31.57,-3.3539999999999996,304,236,215,32.04,1.1999999999999886
1603,323.81,32.38,144.1,31.2,-3.3510000000000004,304,237,215,32.06,1.1999999999999886
1604,324.01,32.4,144.1,30.57,-3.3539999999999996,303,237,215,32.08,1.1999999999999886
1605,324.21,32.42,144.1,29.97,-3.363,304,236,214,32.1,1.1999999999999886
1606,324.41,32.44,144.1,29.25,-3.372,304,237,214,32.12,1.1999999999999886
1607,324.61,32.46,144.1,27.47,-3.42,303,237,215,32.14,1.1999999999999886
1608,324.82,32.48,144.0,26.51,-3.435,303,236,215,32.160000000000004,1.0999999999999943
1609,325.02,32.5,144.0,25.41,-3.4560000000000004,303,237,215,32.18,1.0999999999999943
1610,325.22,32.52,144.0,23.48,-3.512,303,238,216,32.2,1.0999999999999943
1611,325.42,32.54,143.9,22.55,-3.554,303,238,216,32.22,1.0
1612,325.62,32.56,143.9,21.54,-3.5869999999999997,302,239,216,32.24,1.0
1613,325.83,32.58,143.8,20.56,-3.637,302,239,217,32.26,0.9000000000000057
1614,326.03,32.6,143.8,18.95,-3.742,302,241,218,32.28,0.9000000000000057
1615,326.23,32.62,143.7,18.0,-3.787,301,241,218,32.3,0.799999999999983
1616,326.43,32.64,143.6,17.28,-3.844,301,242,219,32.32,0.6999999999999886
1617,326.63,32.66,143.5,16.02,-3.9739999999999998,301,244,221,32.34,0.5999999999999943
1618,326.84,32.68,143.5,15.46,-4.052,300,244,222,32.36,0.5999999999999943
1619,327.04,32.7,143.4,15.05,-4.113,300,245,223,32.38,0.5
1620,327.24,32.72,143.3,14.12,-4.265,300,247,224,32.4,0.4000000000000057
1621,327.44,32.75,143.2,13.62,-4.335,301,248,225,32.42,0.29999999999998295
1622,327.64,32.77,143.1,13.39,-4.405,301,249,226,32.44,0.19999999999998863
1623,327.85,32.79,143.0,13.11,-4.473,301,250,226,32.46,0.09999999999999432
1624,328.05,32.81,143.0,12.73,-4.572,301,250,227,32.480000000000004,0.09999999999999432
1625,328.25,32.83,142.9,12.62,-4.592,302,250,227,32.5,0.0
1626,328.45,32.85,142.9,12.57,-4.638999999999999,301,250,228,32.52,0.0
1627,328.65,32.87,142.9,12.65,-4.662,301,250,228,32.54,0.0
1628,328.86,32.89,142.9,12.62,-4.651,302,251,228,32.56,0.0
1629,329.06,32.91,142.9,12.68,-4.655,302,251,227,32.58,0.0
1630,329.26,32.93,142.9,12.68,-4.657,302,251,228,32.6,0.0
1631,329.46,32.95,143.0,13.4,-4.633,302,252,228,32.62,0.09999999999999432
1632,329.66,32.97,143.0,13.97,-4.587,302,252,229,32.64,0.09999999999999432
1633,329.87,32.99,143.0,14.49,-4.529,302,252,229,32.660000000000004,0.09999999999999432
1634,330.07,33.01,143.1,16.02,-4.374,303,252,229,32.68,0.19999999999998863
1635,330.27,33.03,143.2,17.05,-4.3,303,251,228,32.7,0.29999999999998295
1636,330.47,33.05,143.3,17.78,-4.204,303,250,228,32.72,0.4000000000000057
1637,330.67,33.07,143.4,18.89,-4.082,304,249,227,32.74,0.5
1638,330.88,33.09,143.7,21.55,-3.85,305,245,223,32.76,0.799999999999983
1639,331.08,33.11,143.7,22.95,-3.753,305,244,222,32.78,0.799999999999983
1640,331.28,33.13,143.8,24.41,-3.665,305,244,221,32.8,0.9000000000000057
1641,331.48,33.15,143.9,26.92,-3.5380000000000003,306,241,219,32.82,1.0
1642,331.68,33.17,143.9,27.97,-3.4819999999999998,306,239,218,32.84,1.0
1643,331.89,33.19,144.1,28.83,-3.457,306,239,217,32.86,1.1999999999999886
1644,332.09,33.21,144.1,30.29,-3.4019999999999997,306,238,216,32.88,1.1999999999999886
1645,332.29,33.23,144.1,30.68,-3.3930000000000002,306,238,216,32.9,1.1999999999999886
1646,332.49,33.25,144.1,31.05,-3.362,305,238,215,32.92,1.1999999999999886
1647,332.69,33.27,144.1,31.4,-3.358,305,237,215,32.94,1.1999999999999886
1648,332.9,33.29,144.2,31.61,-3.338,305,237,215,32.96,1.299999999999983
1649,333.1,33.31,144.2,31.69,-3.346,305,237,215,32.980000000000004,1.299999999999983
1650,333.3,33.33,144.1,31.64,-3.324,304,237,215,33.0,1.1999999999999886
1651,333.5,33.35,144.1,31.58,-3.325,304,237,215,33.02,1.1999999999999886
1652,333.7,33.37,144.2,31.53,-3.327,304,237,215,33.04,1.299999999999983
1653,333.91,33.39,144.2,31.24,-3.319,304,237,215,33.06,1.299999999999983
1654,334.11,33.41,144.2,30.56,-3.325,304,236,215,33.08,1.299999999999983
1655,334.31,33.43,144.1,29.28,-3.36,303,237,215,33.1,1.1999999999999886
1656,334.51,33.45,144.1,28.4,-3.3680000000000003,304,237,215,33.12,1.1999999999999886
1657,334.71,33.47,144.1,27.47,-3.37,303,237,215,33.14,1.1999999999999886
1658,334.92,33.49,144.1,25.51,-3.4410000000000003,304,237,215,33.160000000000004,1.1999999999999886
1659,335.12,33.51,144.0,24.55,-3.4739999999999998,303,238,215,33.18,1.0999999999999943
1660,335.32,33.53,144.0,23.52,-3.5039999999999996,303,238,215,33.2,1.0999999999999943
1661,335.52,33.55,143.9,21.44,-3.58,303,239,217,33.22,1.0
1662,335.72,33.57,143.9,20.64,-3.628,302,239,217,33.24,1.0
1663,335.93,33.59,143.9,19.56,-3.662,302,240,217,33.26,1.0
1664,336.13,33.61,143.8,18.97,-3.717,301,240,218,33.28,0.9000000000000057
1665,336.33,33.63,143.6,17.28,-3.819,301,242,219,33.3,0.6999999999999886
1666,336.53,33.65,143.6,16.69,-3.897,301,243,220,33.32,0.6999999999999886
1667,336.73,33.67,143.5,15.99,-3.9619999999999997,301,244,222,33.34,0.5999999999999943
1668,336.94,33.69,143.4,14.94,-4.101,300,246,222,33.36,0.5
1669,337.14,33.71,143.4,14.5,-4.158,300,246,223,33.38,0.5
1670,337.34,33.74,143.3,14.11,-4.235,300,247,225,33.4,0.4000000000000057
1671,337.54,33.76,143.3,13.71,-4.2989999999999995,300,248,225,33.42,0.4000000000000057
1672,337.74,33.78,143.1,13.15,-4.431,301,249,226,33.44,0.19999999999998863
1673,337.95,33.8,143.1,12.92,-4.5,301,250,227,33.46,0.19999999999998863
1674,338.15,33.82,143.0,12.79,-4.56,301,250,227,33.480000000000004,0.09999999999999432
1675,338.35,33.84,143.0,12.57,-4.61,301,250,228,33.5,0.09999999999999432
1676,338.55,33.86,142.9,12.55,-4.622,301,251,228,33.52,0.0
1677,338.75,33.88,142.9,12.57,-4.6339999999999995,302,251,228,33.54,0.0
1678,338.96,33.9,142.9,12.58,-4.646,302,251,228,33.56,0.0
1679,339.16,33.92,143.0,12.65,-4.631,302,251,228,33.58,0.09999999999999432
1680,339.36,33.94,142.9,12.9,-4.629,302,251,228,33.6,0.0
1681,339.56,33.96,143.0,13.32,-4.598,302,251,229,33.62,0.09999999999999432
1682,339.76,33.98,143.0,14.57,-4.5089999999999995,302,252,228,33.64,0.09999999999999432
1683,339.97,34.0,143.1,15.38,-4.434,303,252,229,33.660000000000004,0.19999999999998863
1684,340.17,34.02,143.1,16.06,-4.3660000000000005,303,252,229,33.68,0.19999999999998863
1685,340.37,34.04,143.3,17.87,-4.17,303,250,227,33.7,0.4000000000000057
1686,340.57,34.06,143.4,18.94,-4.048,304,249,226,33.72,0.5
1687,340.77,34.08,143.6,20.21,-3.9419999999999997,304,248,225,33.74,0.6999999999999886
1688,340.98,34.1,143.6,21.65,-3.8289999999999997,305,246,224,33.76,0.6999999999999886
1689,341.18,34.12,143.8,24.43,-3.648,306,243,220,33.78,0.9000000000000057
1690,341.38,34.14,143.9,25.77,-3.569,305,242,220,33.8,1.0
1691,341.58,34.16,143.9,26.88,-3.5180000000000002,306,241,219,33.82,1.0
1692,341.78,34.18,144.0,28.91,-3.437,306,240,217,33.84,1.0999999999999943
1693,341.99,34.2,144.1,29.66,-3.3930000000000002,306,239,217,33.86,1.1999999999999886
1694,342.19,34.22,144.1,30.29,-3.37,305,239,217,33.88,1.1999999999999886
1695,342.39,34.24,144.1,30.81,-3.346,305,238,216,33.9,1.1999999999999886
1696,342.59,34.26,144.1,31.43,-3.321,305,237,216,33.92,1.1999999999999886
1697,342.79,34.28,144.1,31.54,-3.3160000000000003,305,238,215,33.94,1.1999999999999886
1698,343.0,34.3,144.1,31.68,-3.3169999999999997,305,237,215,33.96,1.1999999999999886
1699,343.2,34.32,144.2,31.62,-3.302,304,237,215,33.980000000000004,1.299999999999983
1700,343.4,34.34,144.1,31.54,-3.3110000000000004,304,237,215,34.0,1.1999999999999886
1701,343.6,34.36,144.2,31.5,-3.29,304,237,215,34.02,1.299999999999983
1702,343.8,34.38,144.1,31.21,-3.302,304,237,215,34.04,1.1999999999999886
1703,344.01,34.4,144.1,30.58,-3.295,304,237,215,34.06,1.1999999999999886
1704,344.21,34.42,144.2,29.94,-3.3169999999999997,304,237,214,34.08,1.299999999999983
1705,344.41,34.44,144.1,29.21,-3.3280000000000003,303,237,215,34.1,1.1999999999999886
1706,344.61,34.46,144.1,27.44,-3.358,304,237,215,34.12,1.1999999999999886
1707,344.81,34.48,144.1,26.36,-3.3760000000000003,303,237,215,34.14,1.1999999999999886
1708,345.02,34.5,144.0,25.46,-3.408,303,237,216,34.160000000000004,1.0999999999999943
1709,345.22,34.52,144.0,23.48,-3.475,303,237,216,34.18,1.0999999999999943
1710,345.42,34.54,144.0,22.5,-3.5060000000000002,303,239,216,34.2,1.0999999999999943
1711,345.62,34.56,144.0,21.57,-3.5439999999999996,303,239,216,34.22,1.0999999999999943
1712,345.82,34.58,144.0,20.67,-3.59,302,239,217,34.24,1.0999999999999943
1713,346.03,34.6,143.8,18.88,-3.699,302,240,218,34.26,0.9000000000000057
1714,346.23,34.62,143.8,18.07,-3.736,302,241,219,34.28,0.9000000000000057
1715,346.43,34.64,143.7,17.4,-3.807,301,242,220,34.300000000000004,0.799999999999983
1716,346.63,34.66,143.6,16.0,-3.924,301,244,221,34.32,0.6999999999999886
1717,346.83,34.68,143.5,15.49,-4.003,301,245,222,34.34,0.5999999999999943
1718,347.04,34.7,143.4,14.86,-4.0680000000000005,300,246,223,34.36,0.5
1719,347.24,34.72,143.4,14.01,-4.2139999999999995,300,248,225,34.38,0.5
1720,347.44,34.75,143.3,13.62,-4.2780000000000005,301,248,225,34.4,0.4000000000000057
1721,347.64,34.77,143.1,13.42,-4.357,301,249,226,34.42,0.19999999999998863
1722,347.84,34.79,143.1,13.12,-4.418,301,250,226,34.44,0.19999999999998863
1723,348.05,34.81,143.1,12.76,-4.5280000000000005,301,250,227,34.46,0.19999999999998863
1724,348.25,34.83,143.0,12.58,-4.561,301,251,228,34.480000000000004,0.09999999999999432
1725,348.45,34.85,143.0,12.54,-4.574,302,251,228,34.5,0.09999999999999432
1726,348.65,34.87,143.0,12.48,-4.6160000000000005,302,251,228,34.52,0.09999999999999432
1727,348.85,34.89,143.0,12.62,-4.617,301,251,228,34.54,0.09999999999999432
1728,349.06,34.91,142.9,12.69,-4.617,302,251,228,34.56,0.0
1729,349.26,34.93,142.9,12.7,-4.605,302,251,228,34.58,0.0
1730,349.46,34.95,142.9,13.35,-4.5760000000000005,302,251,229,34.6,0.0
1731,349.66,34.97,143.0,13.9,-4.534,302,252,229,34.62,0.09999999999999432
1732,349.86,34.99,143.1,14.58,-4.487,302,253,229,34.64,0.19999999999998863
1733,350.07,35.01,143.1,16.07,-4.329,303,252,229,34.660000000000004,0.19999999999998863
1734,350.27,35.03,143.3,16.99,-4.249,303,251,229,34.68,0.4000000000000057
1735,350.47,35.05,143.4,17.93,-4.148,303,250,228,34.7,0.5
1736,350.67,35.07,143.5,19.05,-4.041,304,249,226,34.72,0.5999999999999943
1737,350.87,35.09,143.7,21.64,-3.815,305,246,223,34.74,0.799999999999983
1738,351.08,35.11,143.7,22.93,-3.716,305,245,222,34.76,0.799999999999983
1739,351.28,35.13,143.8,24.38,-3.6239999999999997,306,243,221,34.78,0.9000000000000057
1740,351.48,35.15,143.9,27.06,-3.508,306,241,219,34.800000000000004,1.0
1741,351.68,35.17,144.0,28.02,-3.446,306,240,218,34.82,1.0999999999999943
1742,351.88,35.19,144.1,28.91,-3.4010000000000002,306,240,217,34.84,1.1999999999999886
1743,352.09,35.21,144.1,30.23,-3.339,305,239,216,34.86,1.1999999999999886
1744,352.29,35.23,144.2,30.8,-3.335,305,238,216,34.88,1.299999999999983
1745,352.49,35.25,144.1,31.08,-3.318,305,237,216,34.9,1.1999999999999886
1746,352.69,35.27,144.1,31.46,-3.3089999999999997,305,238,215,34.92,1.1999999999999886
1747,352.89,35.29,144.1,31.63,-3.283,305,237,215,34.94,1.1999999999999886
1748,353.1,35.31,144.1,31.64,-3.279,305,237,216,34.96,1.1999999999999886
1749,353.3,35.33,144.2,31.7,-3.287,304,237,215,34.980000000000004,1.299999999999983
1750,353.5,35.35,144.2,31.55,-3.28,304,237,215,35.0,1.299999999999983
1751,353.7,35.37,144.2,31.47,-3.284,304,237,215,35.02,1.299999999999983
1752,353.9,35.39,144.2,31.27,-3.28,304,237,215,35.04,1.299999999999983
1753,354.11,35.41,144.2,30.58,-3.283,304,237,215,35.06,1.299999999999983
1754,354.31,35.43,144.2,29.31,-3.3089999999999997,304,237,215,35.08,1.299999999999983
1755,354.51,35.45,144.1,28.26,-3.322,303,237,215,35.1,1.1999999999999886
1756,354.71,35.47,144.1,27.41,-3.3339999999999996,303,237,215,35.12,1.1999999999999886
1757,354.91,35.49,144.1,25.44,-3.375,304,237,215,35.14,1.1999999999999886
1758,355.12,35.51,144.1,24.54,-3.415,303,238,215,35.160000000000004,1.1999999999999886
1759,355.32,35.53,144.0,23.41,-3.444,303,238,216,35.18,1.0999999999999943
1760,355.52,35.55,144.0,21.6,-3.534,302,239,216,35.2,1.0999999999999943
1761,355.72,35.57,143.9,20.5,-3.5639999999999996,302,239,217,35.22,1.0
1762,355.92,35.59,143.9,19.72,-3.609,302,239,217,35.24,1.0
1763,356.13,35.61,143.8,18.8,-3.674,301,241,218,35.26,0.9000000000000057
1764,356.33,35.63,143.8,17.37,-3.77,302,242,220,35.28,0.9000000000000057
1765,356.53,35.65,143.7,16.58,-3.842,301,243,220,35.300000000000004,0.799999999999983
1766,356.73,35.67,143.5,16.07,-3.917,301,244,221,35.32,0.5999999999999943
1767,356.93,35.69,143.5,14.99,-4.053,300,245,223,35.34,0.5999999999999943
1768,357.14,35.71,143.4,14.45,-4.121,300,246,224,35.36,0.5
1769,357.34,35.74,143.4,14.05,-4.195,301,247,225,35.38,0.5
1770,357.54,35.76,143.3,13.8,-4.252,300,248,226,35.4,0.4000000000000057
1771,357.74,35.78,143.2,13.09,-4.399,301,250,227,35.42,0.29999999999998295
1772,357.94,35.8,143.1,12.9,-4.463,301,250,227,35.44,0.19999999999998863
1773,358.15,35.82,143.1,12.7,-4.508,301,250,228,35.46,0.19999999999998863
1774,358.35,35.84,143.0,12.52,-4.562,301,251,227,35.480000000000004,0.09999999999999432
1775,358.55,35.86,143.0,12.6,-4.574,302,251,228,35.5,0.09999999999999432
1776,358.75,35.88,143.0,12.54,-4.595,302,251,228,35.52,0.09999999999999432
1777,358.95,35.9,143.0,12.61,-4.59,302,251,228,35.54,0.09999999999999432
1778,359.16,35.92,143.0,12.64,-4.602,302,251,228,35.56,0.09999999999999432
1779,359.36,35.94,143.0,12.84,-4.585,302,251,228,35.58,0.09999999999999432
1780,359.56,35.96,143.0,13.4,-4.552,302,251,229,35.6,0.09999999999999432
1781,359.76,35.98,143.1,14.55,-4.455,302,252,229,35.62,0.19999999999998863
1782,359.96,36.0,143.1,15.37,-4.402,302,252,229,35.64,0.19999999999998863
1783,360.17,36.02,143.2,16.12,-4.3180000000000005,303,251,229,35.660000000000004,0.29999999999998295
1784,360.37,36.04,143.4,17.96,-4.113,304,251,228,35.68,0.5
1785,360.57,36.06,143.5,19.0,-3.997,304,249,226,35.7,0.5999999999999943
1786,360.77,36.08,143.6,20.15,-3.888,304,248,225,35.72,0.6999999999999886
1787,360.97,36.1,143.7,21.5,-3.78,305,246,223,35.74,0.799999999999983
1788,361.18,36.12,143.9,24.44,-3.6,306,243,221,35.76,1.0
1789,361.38,36.14,143.9,25.79,-3.536,306,242,220,35.78,1.0
1790,361.58,36.16,144.0,27.02,-3.4560000000000004,306,241,219,35.800000000000004,1.0999999999999943
1791,361.78,36.18,144.1,28.92,-3.38,306,239,218,35.82,1.1999999999999886
1792,361.98,36.2,144.1,29.55,-3.3480000000000003,305,239,217,35.84,1.1999999999999886
1793,362.19,36.22,144.1,30.31,-3.332,305,238,217,35.86,1.1999999999999886
1794,362.39,36.24,144.2,30.66,-3.307,305,238,216,35.88,1.299999999999983
1795,362.59,36.26,144.2,31.37,-3.278,305,238,215,35.9,1.299999999999983
1796,362.79,36.28,144.2,31.47,-3.26,304,238,215,35.92,1.299999999999983
1797,362.99,36.3,144.1,31.55,-3.267,305,238,215,35.94,1.1999999999999886
1798,363.2,36.32,144.2,31.81,-3.2439999999999998,305,237,216,35.96,1.299999999999983
1799,363.4,36.34,144.2,31.47,-3.267,304,237,215,35.980000000000004,1.299999999999983
1800,363.6,36.36,144.1,31.55,-3.2560000000000002,304,237,215,36.0,1.1999999999999886
1801,363.8,36.38,144.1,31.22,-3.245,304,237,215,36.02,1.1999999999999886
1802,364.0,36.4,144.2,30.55,-3.2489999999999997,304,237,215,36.04,1.299999999999983
1803,364.21,36.42,144.2,29.94,-3.262,303,237,214,36.06,1.299999999999983
1804,364.41,36.44,144.2,29.29,-3.282,304,237,215,36.08,1.299999999999983
1805,364.61,36.46,144.2,27.44,-3.3080000000000003,304,238,215,36.1,1.299999999999983
1806,364.81,36.48,144.1,26.49,-3.345,303,237,215,36.12,1.1999999999999886
1807,365.01,36.5,144.1,25.43,-3.372,303,237,215,36.14,1.1999999999999886
1808,365.22,36.52,144.0,23.42,-3.423,303,238,216,36.160000000000004,1.0999999999999943
1809,365.42,36.54,144.0,22.43,-3.45,303,239,216,36.18,1.0999999999999943
1810,365.62,36.56,144.0,21.44,-3.492,303,239,216,36.2,1.0999999999999943
1811,365.82,36.58,143.9,20.64,-3.551,302,239,217,36.22,1.0
1812,366.02,36.6,143.9,18.89,-3.6430000000000002,302,241,218,36.24,1.0
1813,366.23,36.62,143.8,18.01,-3.695,301,241,219,36.26,0.9000000000000057
1814,366.43,36.64,143.7,17.3,-3.761,301,242,220,36.28,0.799999999999983
1815,366.63,36.66,143.6,16.0,-3.8810000000000002,301,244,221,36.300000000000004,0.6999999999999886
1816,366.83,36.68,143.6,15.32,-3.944,300,245,222,36.32,0.6999999999999886
1817,367.03,36.7,143.5,14.96,-4.0169999999999995,300,246,223,36.34,0.5999999999999943
1818,367.24,36.73,143.3,14.02,-4.18,301,247,225,36.36,0.4000000000000057
1819,367.44,36.75,143.3,13.67,-4.245,300,248,226,36.38,0.4000000000000057
1820,367.64,36.77,143.3,13.41,-4.298,301,249,226,36.4,0.4000000000000057
1821,367.84,36.79,143.2,13.13,-4.373,301,249,226,36.42,0.29999999999998295
1822,368.04,36.81,143.1,12.7,-4.479,301,250,227,36.44,0.19999999999998863
1823,368.25,36.83,143.1,12.63,-4.503,301,251,228,36.46,0.19999999999998863
1824,368.45,36.85,143.0,12.56,-4.529,302,251,228,36.480000000000004,0.09999999999999432
1825,368.65,36.87,143.0,12.49,-4.559,302,251,228,36.5,0.09999999999999432
1826,368.85,36.89,143.0,12.52,-4.558,302,251,228,36.52,0.09999999999999432
1827,369.05,36.91,142.9,12.67,-4.574,302,251,228,36.54,0.0
1828,369.26,36.93,143.0,12.69,-4.565,302,251,229,36.56,0.09999999999999432
1829,369.46,36.95,143.1,13.38,-4.521,302,251,229,36.58,0.19999999999998863
1830,369.66,36.97,143.1,14.0,-4.505,302,252,229,36.6,0.19999999999998863
1831,369.86,36.99,143.1,14.53,-4.431,302,252,229,36.62,0.19999999999998863
1832,370.06,37.01,143.2,16.13,-4.288,303,252,229,36.64,0.29999999999998295
1833,370.27,37.03,143.3,16.94,-4.194,303,252,228,36.660000000000004,0.4000000000000057
1834,370.47,37.05,143.5,17.95,-4.088,304,250,228,36.68,0.5999999999999943
1835,370.67,37.07,143.6,20.29,-3.865,304,248,225,36.7,0.6999999999999886
1836,370.87,37.09,143.7,21.67,-3.764,304,246,223,36.72,0.799999999999983
1837,371.07,37.11,143.8,23.11,-3.657,305,245,222,36.74,0.9000000000000057
1838,371.28,37.13,143.9,24.36,-3.565,306,243,221,36.76,1.0
1839,371.48,37.15,144.0,27.08,-3.446,306,241,219,36.78,1.0999999999999943
1840,371.68,37.17,144.0,27.95,-3.3960000000000004,306,240,218,36.800000000000004,1.0999999999999943
1841,371.88,37.19,144.1,29.04,-3.3539999999999996,306,239,217,36.82,1.1999999999999886
1842,372.08,37.21,144.1,30.33,-3.293,305,239,216,36.84,1.1999999999999886
1843,372.29,37.23,144.2,30.68,-3.262,305,239,216,36.86,1.299999999999983
1844,372.49,37.25,144.2,31.18,-3.2560000000000002,305,238,216,36.88,1.299999999999983
1845,372.69,37.27,144.2,31.33,-3.24,305,238,216,36.9,1.299999999999983
1846,372.89,37.29,144.2,31.66,-3.238,305,237,216,36.92,1.299999999999983
1847,373.09,37.31,144.2,31.69,-3.233,304,237,215,36.94,1.299999999999983
1848,373.3,37.33,144.2,31.75,-3.233,304,238,215,36.96,1.299999999999983
1849,373.5,37.35,144.2,31.59,-3.2230000000000003,304,237,215,36.980000000000004,1.299999999999983
1850,373.7,37.37,144.3,31.53,-3.227,305,237,215,37.0,1.4000000000000057
1851,373.9,37.39,144.2,31.2,-3.2289999999999996,304,237,215,37.02,1.299999999999983
1852,374.1,37.41,144.2,30.72,-3.23,304,237,215,37.04,1.299999999999983
1853,374.31,37.43,144.2,29.2,-3.247,304,237,215,37.06,1.299999999999983
1854,374.51,37.45,144.2,28.33,-3.27,304,237,215,37.08,1.299999999999983
1855,374.71,37.47,144.1,27.48,-3.2889999999999997,303,237,216,37.1,1.1999999999999886
1856,374.91,37.49,144.1,25.37,-3.33,304,237,216,37.12,1.1999999999999886
1857,375.11,37.51,144.1,24.54,-3.37,303,238,215,37.14,1.1999999999999886
1858,375.32,37.53,144.0,23.44,-3.3989999999999996,303,238,216,37.160000000000004,1.0999999999999943
1859,375.52,37.55,144.0,21.54,-3.469,303,239,217,37.18,1.0999999999999943
1860,375.72,37.57,144.0,20.59,-3.515,303,240,217,37.2,1.0999999999999943
1861,375.92,37.59,143.9,19.67,-3.556,302,240,218,37.22,1.0
1862,376.12,37.61,143.9,18.94,-3.6039999999999996,302,240,218,37.24,1.0
1863,376.33,37.63,143.7,17.32,-3.736,301,242,220,37.26,0.799999999999983
1864,376.53,37.65,143.8,16.66,-3.783,301,243,220,37.28,0.9000000000000057
