时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 183 	 99.5 	 9.32 	 .13 	-6.655 	 227 	 300 	 219 	 199 	 1759 	-8.1 
 183.5 	 99.4 	 9.41 	 .13 	-6.669 	 227 	 301 	 218 	 199 	 1758 	-8.3 
 184 	 99.4 	 9.35 	 .13 	-6.66 	 226 	 300 	 220 	 199 	 1761 	-8 
 184.5 	 99.7 	 9.27 	 .13 	-6.651 	 227 	 300 	 219 	 198 	 1756 	-8.3 
 185 	 99.5 	 9.31 	 .13 	-6.658 	 227 	 301 	 219 	 198 	 1758 	-8.3 
 185.5 	 99.5 	 9.35 	 .13 	-6.67 	 227 	 300 	 219 	 198 	 1756 	-8.3 
 186 	 99.5 	 9.3 	 .14 	-6.659 	 227 	 300 	 219 	 199 	 1760 	-8.3 
 186.5 	 99.5 	 9.36 	 .13 	-6.673 	 227 	 300 	 219 	 199 	 1760 	-7.9 
 187 	 99.6 	 9.39 	 .13 	-6.651 	 227 	 300 	 219 	 198 	 1759 	-8.5 
 187.5 	 99.6 	 9.29 	 .13 	-6.651 	 227 	 300 	 219 	 198 	 1758 	-8.1 
 188 	 99.5 	 9.54 	 .13 	-6.662 	 227 	 300 	 218 	 199 	 1760 	-8.3 
 188.5 	 99.4 	 9.61 	 .13 	-6.659 	 226 	 300 	 219 	 199 	 1762 	-8.8 
 189 	 99.5 	 9.52 	 .14 	-6.665 	 226 	 300 	 219 	 198 	 1760 	-8.5 
 189.5 	 99.5 	 9.56 	 .13 	-6.647 	 227 	 300 	 219 	 199 	 1762 	-8.4 
 190 	 99.4 	 9.54 	 .13 	-6.661 	 227 	 300 	 218 	 199 	 1760 	-8.1 
 190.5 	 99.5 	 9.52 	 .14 	-6.654 	 227 	 300 	 219 	 199 	 1761 	-8 
 191 	 99.5 	 9.56 	 .14 	-6.644 	 226 	 300 	 219 	 199 	 1761 	-8.1 
 191.5 	 99.5 	 9.74 	 .14 	-6.663 	 227 	 300 	 219 	 198 	 1760 	-8.3 
 192 	 99.5 	 9.8 	 .13 	-6.666 	 227 	 300 	 219 	 198 	 1760 	-8 
 192.5 	 99.6 	 9.79 	 .14 	-6.64 	 227 	 300 	 219 	 199 	 1763 	-8.3 
 193 	 99.5 	 9.79 	 .14 	-6.675 	 227 	 299 	 219 	 199 	 1763 	-8.4 
 193.5 	 99.7 	 9.89 	 .14 	-6.664 	 227 	 300 	 219 	 199 	 1766 	-8.4 
 194 	 99.5 	 9.84 	 .14 	-6.669 	 227 	 300 	 219 	 199 	 1766 	-8.3 
 194.5 	 99.6 	 9.87 	 .14 	-6.649 	 227 	 300 	 219 	 199 	 1766 	-8.3 
 195 	 99.6 	 9.96 	 .14 	-6.666 	 227 	 300 	 219 	 199 	 1765 	-8 
 195.5 	 99.7 	 9.93 	 .14 	-6.665 	 227 	 299 	 219 	 199 	 1769 	-8.5 
 196 	 99.6 	 9.87 	 .14 	-6.673 	 227 	 300 	 219 	 199 	 1770 	-8 
 196.5 	 99.7 	 10.04 	 .15 	-6.645 	 227 	 299 	 219 	 199 	 1767 	-8.3 
 197 	 99.6 	 10.08 	 .14 	-6.671 	 227 	 300 	 219 	 199 	 1768 	-8.3 
 197.5 	 99.7 	 9.9 	 .14 	-6.651 	 227 	 299 	 219 	 199 	 1770 	-8.1 
 198 	 99.7 	 10.14 	 .14 	-6.666 	 227 	 299 	 219 	 199 	 1770 	-8.3 
 198.5 	 99.7 	 10.15 	 .15 	-6.653 	 227 	 300 	 219 	 200 	 1772 	-8.1 
 199 	 99.6 	 10.36 	 .15 	-6.69 	 227 	 300 	 219 	 200 	 1772 	-8.3 
 199.5 	 99.8 	 10.38 	 .15 	-6.661 	 227 	 300 	 219 	 201 	 1774 	-8 
 200 	 100 	 10.53 	 .15 	-6.625 	 227 	 300 	 220 	 200 	 1776 	-8 
 200.5 	 99.8 	 10.55 	 .15 	-6.664 	 227 	 299 	 220 	 200 	 1779 	-8.4 
 201 	 100.1 	 10.75 	 .15 	-6.674 	 228 	 300 	 219 	 201 	 1781 	-8.1 
 201.5 	 100 	 10.64 	 .15 	-6.672 	 228 	 299 	 220 	 201 	 1785 	-8 
 202 	 100.2 	 10.88 	 .16 	-6.688 	 227 	 300 	 220 	 201 	 1790 	-8.1 
 202.5 	 100.2 	 10.93 	 .16 	-6.668 	 228 	 300 	 220 	 201 	 1790 	-8.3 
 203 	 100.3 	 11.07 	 .16 	-6.662 	 228 	 300 	 220 	 201 	 1795 	-8.5 
 203.5 	 100.4 	 11.06 	 .16 	-6.636 	 228 	 299 	 220 	 201 	 1796 	-7.9 
 204 	 100.5 	 11.06 	 .15 	-6.609 	 228 	 300 	 220 	 201 	 1801 	-8.1 
 204.5 	 100.4 	 11.26 	 .16 	-6.615 	 228 	 300 	 221 	 202 	 1803 	-8.4 
 205 	 100.6 	 11.17 	 .16 	-6.627 	 228 	 300 	 221 	 201 	 1803 	-7.9 
 205.5 	 100.6 	 11.25 	 .16 	-6.621 	 228 	 300 	 221 	 202 	 1811 	-8.1 
 206 	 100.8 	 11.4 	 .16 	-6.621 	 228 	 300 	 221 	 201 	 1811 	-8.1 
 206.5 	 100.7 	 11.49 	 .16 	-6.622 	 228 	 300 	 221 	 201 	 1816 	-8.1 
 207 	 100.7 	 11.42 	 .16 	-6.614 	 228 	 300 	 221 	 202 	 1818 	-8.1 
 207.5 	 100.8 	 11.45 	 .16 	-6.625 	 228 	 300 	 221 	 202 	 1818 	-8.3 
 208 	 100.9 	 11.53 	 .16 	-6.607 	 228 	 300 	 221 	 202 	 1821 	-8 
 208.5 	 101 	 11.67 	 .17 	-6.605 	 228 	 300 	 222 	 201 	 1823 	-8.3 
 209 	 101 	 11.69 	 .16 	-6.604 	 229 	 300 	 221 	 201 	 1826 	-7.9 
 209.5 	 100.9 	 11.74 	 .16 	-6.643 	 228 	 300 	 222 	 201 	 1828 	-8.4 
 210 	 100.9 	 11.79 	 .16 	-6.631 	 228 	 301 	 221 	 201 	 1831 	-8.3 
 210.5 	 101.1 	 11.85 	 .17 	-6.611 	 228 	 300 	 221 	 201 	 1832 	-8.5 
 211 	 101.1 	 11.85 	 .17 	-6.61 	 229 	 300 	 221 	 201 	 1835 	-8 
 211.5 	 101.2 	 11.92 	 .17 	-6.616 	 229 	 300 	 221 	 202 	 1838 	-8.5 
 212 	 101.2 	 11.96 	 .17 	-6.596 	 229 	 300 	 221 	 201 	 1835 	-8.1 
 212.5 	 101.2 	 11.84 	 .17 	-6.594 	 228 	 300 	 220 	 202 	 1840 	-8.3 
 213 	 101.2 	 12.01 	 .17 	-6.609 	 228 	 300 	 221 	 202 	 1842 	-8.4 
 213.5 	 101.3 	 11.99 	 .17 	-6.61 	 229 	 300 	 221 	 201 	 1843 	-7.9 
 214 	 101.3 	 12.2 	 .17 	-6.606 	 229 	 300 	 221 	 202 	 1848 	-8.3 
 214.5 	 101.2 	 12.06 	 .17 	-6.62 	 229 	 300 	 221 	 201 	 1847 	-8.3 
 215 	 101.4 	 12.08 	 .17 	-6.611 	 229 	 300 	 222 	 201 	 1846 	-8.1 
 215.5 	 101.3 	 12.28 	 .17 	-6.601 	 229 	 300 	 221 	 202 	 1851 	-8.4 
 216 	 101.4 	 12.18 	 .17 	-6.62 	 229 	 300 	 221 	 201 	 1848 	-8 
 216.5 	 101.4 	 12.17 	 .17 	-6.61 	 229 	 301 	 221 	 202 	 1852 	-8.1 
 217 	 101.4 	 12.2 	 .17 	-6.6 	 229 	 301 	 221 	 201 	 1851 	-8.3 
 217.5 	 101.4 	 12.31 	 .17 	-6.601 	 229 	 300 	 221 	 202 	 1856 	-8 
 218 	 101.6 	 12.31 	 .17 	-6.611 	 229 	 301 	 221 	 201 	 1858 	-8.1 
 218.5 	 101.5 	 12.36 	 .17 	-6.603 	 229 	 300 	 222 	 201 	 1858 	-8.4 
 219 	 101.6 	 12.31 	 .17 	-6.609 	 229 	 300 	 222 	 202 	 1858 	-8 
 219.5 	 101.6 	 12.34 	 .19 	-6.613 	 230 	 300 	 221 	 201 	 1861 	-8.4 
 220 	 101.6 	 12.51 	 .17 	-6.621 	 229 	 300 	 221 	 201 	 1863 	-8.3 
 220.5 	 101.7 	 12.47 	 .18 	-6.599 	 230 	 300 	 221 	 201 	 1863 	-8 
 221 	 101.7 	 12.47 	 .18 	-6.589 	 229 	 300 	 221 	 201 	 1863 	-8.3 
 221.5 	 101.7 	 12.51 	 .18 	-6.616 	 229 	 300 	 221 	 202 	 1866 	-7.9 
 222 	 101.8 	 12.61 	 .18 	-6.595 	 229 	 300 	 221 	 202 	 1867 	-7.9 
 222.5 	 101.9 	 12.62 	 .18 	-6.6 	 230 	 300 	 221 	 201 	 1866 	-8.1 
 223 	 101.9 	 12.76 	 .18 	-6.607 	 229 	 300 	 222 	 201 	 1869 	-8 
 223.5 	 101.9 	 12.64 	 .18 	-6.6 	 229 	 301 	 221 	 201 	 1872 	-8.3 
 224 	 101.8 	 12.72 	 .18 	-6.618 	 229 	 300 	 221 	 202 	 1874 	-8.5 
 224.5 	 101.9 	 12.85 	 .18 	-6.628 	 229 	 300 	 221 	 201 	 1873 	-8.4 
 225 	 101.9 	 12.68 	 .18 	-6.614 	 230 	 301 	 221 	 201 	 1876 	-8.1 
 225.5 	 102 	 12.76 	 .18 	-6.61 	 230 	 300 	 221 	 202 	 1879 	-8.1 
 226 	 101.9 	 12.88 	 .17 	-6.614 	 229 	 300 	 221 	 202 	 1880 	-8 
 226.5 	 101.9 	 12.92 	 .19 	-6.628 	 230 	 300 	 221 	 202 	 1881 	-8 
 227 	 102 	 12.94 	 .18 	-6.625 	 230 	 300 	 222 	 202 	 1883 	-8.1 
 227.5 	 102.1 	 13 	 .19 	-6.621 	 229 	 300 	 221 	 202 	 1885 	-8.3 
 228 	 102.1 	 12.98 	 .19 	-6.615 	 229 	 300 	 221 	 202 	 1888 	-8.1 
 228.5 	 102.1 	 13.08 	 .18 	-6.625 	 230 	 300 	 222 	 201 	 1884 	-8 
 229 	 102.2 	 13.02 	 .19 	-6.617 	 230 	 300 	 221 	 202 	 1891 	-8 
 229.5 	 102.2 	 13.15 	 .19 	-6.608 	 230 	 300 	 221 	 202 	 1888 	-8.3 
 230 	 102.3 	 13.27 	 .19 	-6.617 	 230 	 300 	 221 	 202 	 1890 	-8.1 
 230.5 	 102.1 	 13.14 	 .19 	-6.607 	 230 	 300 	 221 	 202 	 1895 	-8.1 
 231 	 102.3 	 13.31 	 .19 	-6.618 	 230 	 300 	 221 	 202 	 1894 	-8.5 
 231.5 	 102.3 	 13.19 	 .19 	-6.612 	 230 	 300 	 221 	 201 	 1893 	-7.9 
 232 	 102.2 	 13.36 	 .19 	-6.614 	 230 	 301 	 222 	 201 	 1897 	-8 
 232.5 	 102.4 	 13.42 	 .19 	-6.62 	 230 	 300 	 221 	 202 	 1900 	-7.9 
 233 	 102.4 	 13.52 	 .19 	-6.619 	 229 	 300 	 222 	 202 	 1900 	-8.3 
 233.5 	 102.4 	 13.64 	 .19 	-6.616 	 230 	 300 	 221 	 202 	 1900 	-8.3 
 234 	 102.5 	 13.52 	 .19 	-6.626 	 230 	 300 	 222 	 202 	 1901 	-8.1 
 234.5 	 102.5 	 13.62 	 .19 	-6.618 	 230 	 300 	 222 	 201 	 1905 	-8 
 235 	 102.5 	 13.68 	 .19 	-6.615 	 230 	 300 	 222 	 202 	 1907 	-7.9 
 235.5 	 102.7 	 13.65 	 .2 	-6.617 	 230 	 300 	 221 	 201 	 1908 	-8.3 
 236 	 102.6 	 13.73 	 .19 	-6.613 	 230 	 300 	 221 	 202 	 1910 	-8.1 
 236.5 	 102.6 	 13.79 	 .2 	-6.607 	 230 	 301 	 222 	 201 	 1909 	-8 
 237 	 102.9 	 13.84 	 .2 	-6.604 	 230 	 300 	 222 	 202 	 1912 	-8.5 
 237.5 	 102.7 	 13.89 	 .2 	-6.597 	 230 	 301 	 221 	 202 	 1913 	-8.5 
 238 	 102.8 	 13.95 	 .2 	-6.597 	 230 	 300 	 222 	 201 	 1913 	-8.3 
 238.5 	 102.7 	 13.86 	 .2 	-6.612 	 230 	 300 	 221 	 201 	 1915 	-8.4 
 239 	 102.9 	 13.96 	 .2 	-6.598 	 230 	 300 	 222 	 202 	 1915 	-8.1 
 239.5 	 102.6 	 13.94 	 .2 	-6.617 	 230 	 300 	 221 	 201 	 1919 	-8.3 
 240 	 102.9 	 14.05 	 .2 	-6.602 	 231 	 301 	 221 	 202 	 1921 	-8.3 
 240.5 	 102.7 	 14.08 	 .2 	-6.63 	 230 	 300 	 222 	 201 	 1921 	-8.3 
 241 	 103 	 14.1 	 .2 	-6.591 	 231 	 300 	 222 	 201 	 1922 	-8 
 241.5 	 102.9 	 14.17 	 .2 	-6.629 	 231 	 300 	 221 	 201 	 1925 	-8 
 242 	 103 	 14.21 	 .2 	-6.6 	 231 	 300 	 221 	 202 	 1927 	-8.5 
 242.5 	 103 	 14.2 	 .2 	-6.605 	 231 	 300 	 221 	 202 	 1925 	-7.9 
 243 	 103 	 14.28 	 .2 	-6.592 	 231 	 300 	 222 	 201 	 1927 	-8 
 243.5 	 103.1 	 14.43 	 .21 	-6.595 	 230 	 300 	 221 	 201 	 1927 	-8.1 
 244 	 103.1 	 14.36 	 .2 	-6.626 	 231 	 300 	 222 	 201 	 1932 	-8.4 
 244.5 	 103 	 14.51 	 .2 	-6.609 	 231 	 300 	 221 	 202 	 1932 	-8.3 
 245 	 103 	 14.5 	 .21 	-6.611 	 231 	 300 	 221 	 202 	 1931 	-8.5 
 245.5 	 103.1 	 14.43 	 .21 	-6.61 	 231 	 300 	 221 	 202 	 1933 	-8 
 246 	 103.2 	 14.57 	 .21 	-6.622 	 230 	 300 	 221 	 202 	 1934 	-8.1 
 246.5 	 103.2 	 14.42 	 .21 	-6.611 	 231 	 300 	 221 	 202 	 1933 	-7.9 
 247 	 103.2 	 14.63 	 .21 	-6.616 	 231 	 300 	 221 	 202 	 1938 	-8.4 
 247.5 	 103.3 	 14.66 	 .21 	-6.602 	 231 	 300 	 221 	 202 	 1938 	-7.9 
 248 	 103.3 	 14.81 	 .2 	-6.607 	 231 	 300 	 222 	 202 	 1940 	-7.9 
 248.5 	 103.3 	 14.77 	 .21 	-6.608 	 231 	 300 	 222 	 201 	 1942 	-8.4 
 249 	 103.4 	 14.85 	 .21 	-6.604 	 231 	 300 	 222 	 201 	 1941 	-8.3 
 249.5 	 103.4 	 14.82 	 .21 	-6.601 	 231 	 300 	 221 	 202 	 1944 	-8.1 
 250 	 103.4 	 14.82 	 .21 	-6.608 	 231 	 301 	 221 	 202 	 1945 	-8.4 
 250.5 	 103.4 	 14.92 	 .21 	-6.618 	 231 	 300 	 221 	 202 	 1947 	-8.4 
 251 	 103.5 	 14.96 	 .21 	-6.611 	 231 	 300 	 221 	 201 	 1946 	-8.3 
 251.5 	 103.5 	 15.02 	 .21 	-6.613 	 231 	 300 	 221 	 201 	 1949 	-8.3 
 252 	 103.4 	 14.97 	 .21 	-6.6 	 231 	 300 	 222 	 201 	 1949 	-8.3 
 252.5 	 103.5 	 15.01 	 .21 	-6.612 	 231 	 300 	 221 	 201 	 1951 	-8.3 
 253 	 103.7 	 15.11 	 .22 	-6.626 	 231 	 300 	 221 	 201 	 1952 	-8 
 253.5 	 103.4 	 15.05 	 .21 	-6.617 	 231 	 300 	 221 	 202 	 1953 	-8 
 254 	 103.6 	 15.15 	 .22 	-6.61 	 231 	 300 	 221 	 201 	 1954 	-7.9 
 254.5 	 103.7 	 15.16 	 .21 	-6.604 	 231 	 300 	 222 	 201 	 1955 	-7.9 
 255 	 103.5 	 15.25 	 .22 	-6.629 	 231 	 300 	 221 	 201 	 1958 	-8.1 
 255.5 	 103.7 	 15.34 	 .22 	-6.607 	 231 	 300 	 221 	 202 	 1958 	-8.3 
 256 	 103.7 	 15.28 	 .22 	-6.611 	 231 	 300 	 221 	 202 	 1961 	-8.4 
 256.5 	 103.8 	 15.31 	 .22 	-6.622 	 231 	 300 	 222 	 201 	 1960 	-8.3 
 257 	 103.8 	 15.29 	 .21 	-6.594 	 231 	 300 	 222 	 202 	 1962 	-8.4 
 257.5 	 103.9 	 15.42 	 .22 	-6.603 	 231 	 300 	 222 	 201 	 1962 	-8 
 258 	 103.9 	 15.46 	 .22 	-6.604 	 231 	 300 	 221 	 201 	 1966 	-8.1 
 258.5 	 104 	 15.51 	 .22 	-6.605 	 231 	 300 	 221 	 201 	 1965 	-8.4 
 259 	 103.9 	 15.55 	 .22 	-6.592 	 232 	 301 	 221 	 202 	 1966 	-8.5 
 259.5 	 103.9 	 15.57 	 .22 	-6.594 	 232 	 300 	 221 	 201 	 1965 	-7.9 
 260 	 103.9 	 15.71 	 .22 	-6.622 	 231 	 300 	 222 	 202 	 1968 	-8.4 
 260.5 	 103.9 	 15.64 	 .22 	-6.627 	 232 	 300 	 221 	 202 	 1970 	-8.3 
 261 	 104 	 15.83 	 .22 	-6.607 	 231 	 300 	 221 	 202 	 1970 	-8.1 
 261.5 	 104 	 15.77 	 .22 	-6.618 	 231 	 300 	 221 	 201 	 1972 	-8.4 
 262 	 104 	 15.79 	 .23 	-6.614 	 232 	 300 	 221 	 201 	 1974 	-8 
 262.5 	 104 	 15.67 	 .23 	-6.614 	 232 	 300 	 222 	 202 	 1976 	-8.4 
 263 	 104.2 	 15.9 	 .22 	-6.623 	 232 	 300 	 221 	 201 	 1978 	-8.4 
 263.5 	 104.2 	 15.9 	 .22 	-6.612 	 232 	 300 	 221 	 202 	 1976 	-8.1 
 264 	 104.1 	 15.78 	 .22 	-6.608 	 231 	 300 	 221 	 201 	 1978 	-8.1 
 264.5 	 104.1 	 15.97 	 .23 	-6.611 	 231 	 300 	 221 	 202 	 1979 	-8.3 
 265 	 104.3 	 16.13 	 .23 	-6.609 	 232 	 300 	 221 	 202 	 1978 	-7.8 
 265.5 	 104.3 	 16.08 	 .23 	-6.596 	 232 	 300 	 222 	 201 	 1981 	-8.1 
 266 	 104.3 	 16.21 	 .23 	-6.603 	 232 	 300 	 221 	 202 	 1984 	-8.3 
 266.5 	 104.3 	 16.12 	 .22 	-6.603 	 232 	 300 	 221 	 202 	 1985 	-8.3 
 267 	 104.2 	 16.22 	 .23 	-6.618 	 232 	 300 	 221 	 201 	 1985 	-8.3 
 267.5 	 104.5 	 16.29 	 .23 	-6.6 	 232 	 300 	 221 	 201 	 1986 	-8 
 268 	 104.4 	 16.28 	 .23 	-6.602 	 232 	 300 	 221 	 201 	 1986 	-8.3 
 268.5 	 104.4 	 16.28 	 .23 	-6.599 	 232 	 300 	 221 	 201 	 1988 	-8.4 
 269 	 104.5 	 16.39 	 .23 	-6.606 	 232 	 300 	 221 	 201 	 1991 	-8 
 269.5 	 104.5 	 16.36 	 .23 	-6.605 	 232 	 300 	 221 	 201 	 1993 	-8.3 
 270 	 104.4 	 16.49 	 .24 	-6.588 	 232 	 300 	 221 	 202 	 1991 	-8 
 270.5 	 104.5 	 16.45 	 .24 	-6.611 	 232 	 300 	 221 	 202 	 1994 	-8 
 271 	 104.7 	 16.54 	 .23 	-6.603 	 232 	 300 	 221 	 201 	 1995 	-8.4 
 271.5 	 104.5 	 16.49 	 .23 	-6.62 	 232 	 300 	 221 	 201 	 1996 	-8.4 
 272 	 104.6 	 16.6 	 .24 	-6.57 	 232 	 300 	 221 	 201 	 1995 	-8.1 
 272.5 	 104.7 	 16.67 	 .24 	-6.602 	 232 	 300 	 221 	 201 	 1996 	-8.1 
 273 	 104.7 	 16.78 	 .23 	-6.592 	 232 	 300 	 222 	 201 	 1999 	-8.3 
 273.5 	 104.7 	 16.82 	 .24 	-6.607 	 232 	 300 	 221 	 201 	 1997 	-8 
 274 	 104.6 	 16.76 	 .24 	-6.624 	 232 	 301 	 221 	 201 	 1998 	-7.6 
 274.5 	 104.7 	 16.72 	 .24 	-6.621 	 233 	 300 	 221 	 201 	 2000 	-8.1 
 275 	 104.8 	 16.89 	 .24 	-6.547 	 232 	 300 	 221 	 201 	 2002 	-8 
 275.5 	 104.8 	 16.89 	 .23 	-6.597 	 232 	 300 	 222 	 201 	 2002 	-8 
 276 	 104.8 	 16.9 	 .24 	-6.609 	 232 	 300 	 221 	 201 	 2004 	-8 
 276.5 	 104.9 	 17.07 	 .24 	-6.596 	 232 	 300 	 221 	 201 	 2004 	-7.9 
 277 	 104.8 	 16.92 	 .24 	-6.617 	 232 	 300 	 221 	 201 	 2006 	-8.4 
 277.5 	 104.8 	 17.06 	 .24 	-6.626 	 232 	 300 	 221 	 201 	 2007 	-8 
 278 	 104.9 	 17.12 	 .24 	-6.619 	 233 	 300 	 221 	 201 	 2007 	-8.3 
 278.5 	 104.9 	 17.01 	 .24 	-6.612 	 233 	 300 	 221 	 201 	 2007 	-8.1 
 279 	 104.9 	 17.15 	 .25 	-6.623 	 233 	 300 	 221 	 202 	 2012 	-8.4 
 279.5 	 104.9 	 17.22 	 .25 	-6.632 	 232 	 300 	 221 	 201 	 2009 	-8.1 
 280 	 105 	 17.18 	 .24 	-6.635 	 232 	 300 	 221 	 201 	 2010 	-8.3 
 280.5 	 104.9 	 17.42 	 .25 	-6.63 	 232 	 300 	 221 	 201 	 2012 	-8.3 
 281 	 105 	 17.35 	 .24 	-6.626 	 232 	 300 	 221 	 201 	 2013 	-8.1 
 281.5 	 105.2 	 17.34 	 .24 	-6.632 	 233 	 300 	 221 	 201 	 2013 	-8.1 
 282 	 105.1 	 17.45 	 .24 	-6.636 	 233 	 300 	 221 	 201 	 2013 	-8 
 282.5 	 105 	 17.55 	 .25 	-6.632 	 233 	 300 	 221 	 201 	 2015 	-8 
 283 	 105.2 	 17.47 	 .25 	-6.616 	 232 	 300 	 221 	 201 	 2016 	-8.1 
 283.5 	 105.1 	 17.36 	 .25 	-6.621 	 232 	 300 	 220 	 201 	 2016 	-8.3 
 284 	 105.1 	 17.57 	 .25 	-6.642 	 232 	 300 	 221 	 201 	 2017 	-8.4 
 284.5 	 105.3 	 17.53 	 .25 	-6.56 	 232 	 300 	 221 	 201 	 2020 	-8.1 
 285 	 105.2 	 17.54 	 .25 	-6.64 	 232 	 300 	 221 	 201 	 2019 	-7.8 
 285.5 	 105.3 	 17.62 	 .25 	-6.626 	 233 	 300 	 221 	 200 	 2019 	-8.3 
 286 	 105.3 	 17.67 	 .25 	-6.624 	 233 	 301 	 221 	 201 	 2022 	-8 
 286.5 	 105.2 	 17.68 	 .26 	-6.628 	 233 	 300 	 221 	 201 	 2021 	-8.4 
 287 	 105.4 	 17.85 	 .25 	-6.614 	 233 	 301 	 221 	 201 	 2023 	-8.1 
 287.5 	 105.4 	 17.84 	 .25 	-6.627 	 233 	 301 	 221 	 201 	 2023 	-8 
 288 	 105.4 	 17.9 	 .25 	-6.614 	 233 	 300 	 221 	 200 	 2025 	-8.4 
 288.5 	 105.4 	 17.89 	 .25 	-6.599 	 233 	 300 	 221 	 201 	 2025 	-8 
 289 	 105.5 	 17.93 	 .25 	-6.614 	 233 	 300 	 221 	 201 	 2025 	-8 
 289.5 	 105.6 	 17.95 	 .25 	-6.606 	 233 	 300 	 221 	 201 	 2027 	-8 
 290 	 105.5 	 18.06 	 .25 	-6.626 	 233 	 300 	 221 	 201 	 2028 	-8.3 
 290.5 	 105.6 	 18.06 	 .26 	-6.607 	 233 	 300 	 221 	 201 	 2027 	-8.1 
 291 	 105.5 	 18.11 	 .26 	-6.624 	 233 	 300 	 221 	 201 	 2030 	-8 
 291.5 	 105.7 	 18.07 	 .26 	-6.591 	 233 	 300 	 221 	 201 	 2032 	-8.1 
 292 	 105.6 	 18.17 	 .26 	-6.607 	 233 	 300 	 221 	 201 	 2032 	-8.3 
 292.5 	 105.7 	 18.24 	 .26 	-6.578 	 233 	 300 	 221 	 200 	 2033 	-8.5 
 293 	 105.6 	 18.37 	 .26 	-6.643 	 232 	 300 	 222 	 200 	 2030 	-8.1 
 293.5 	 105.8 	 18.31 	 .26 	-6.601 	 233 	 300 	 221 	 201 	 2034 	-8.3 
 294 	 105.8 	 18.33 	 .26 	-6.606 	 233 	 300 	 221 	 200 	 2036 	-8.3 
 294.5 	 105.7 	 18.42 	 .26 	-6.613 	 233 	 300 	 221 	 201 	 2034 	-8.3 
 295 	 105.7 	 18.39 	 .26 	-6.646 	 233 	 300 	 221 	 200 	 2038 	-8.3 
 295.5 	 105.8 	 18.5 	 .26 	-6.609 	 233 	 300 	 221 	 200 	 2038 	-8.1 
 296 	 105.8 	 18.51 	 .26 	-6.625 	 233 	 301 	 221 	 201 	 2039 	-8 
 296.5 	 105.8 	 18.53 	 .26 	-6.618 	 233 	 300 	 221 	 201 	 2039 	-8.3 
 297 	 105.9 	 18.51 	 .26 	-6.594 	 233 	 300 	 221 	 201 	 2040 	-8 
 297.5 	 105.9 	 18.52 	 .26 	-6.625 	 233 	 300 	 221 	 201 	 2041 	-8 
 298 	 106 	 18.6 	 .26 	-6.611 	 233 	 300 	 221 	 201 	 2044 	-8.3 
 298.5 	 105.8 	 18.72 	 .27 	-6.624 	 233 	 300 	 221 	 201 	 2044 	-8.3 
 299 	 106.1 	 18.68 	 .27 	-6.603 	 233 	 300 	 221 	 201 	 2045 	-8 
 299.5 	 106 	 18.77 	 .26 	-6.629 	 233 	 300 	 221 	 201 	 2044 	-8 
 300 	 106 	 18.78 	 .27 	-6.629 	 233 	 300 	 221 	 201 	 2044 	-8.3 
 300.5 	 106 	 18.82 	 .27 	-6.629 	 233 	 300 	 220 	 201 	 2047 	-8.5 
 301 	 106 	 18.82 	 .27 	-6.61 	 233 	 300 	 221 	 201 	 2048 	-8.1 
 301.5 	 106.1 	 19.01 	 .26 	-6.608 	 233 	 300 	 221 	 201 	 2049 	-8.1 
 302 	 106 	 18.9 	 .27 	-6.613 	 233 	 300 	 221 	 200 	 2047 	-8.1 
 302.5 	 106.1 	 18.98 	 .27 	-6.598 	 233 	 300 	 221 	 201 	 2050 	-8.3 
 303 	 106.3 	 19.17 	 .27 	-6.605 	 233 	 300 	 221 	 201 	 2052 	-8.3 
 303.5 	 106.3 	 19.08 	 .27 	-6.593 	 234 	 300 	 221 	 200 	 2052 	-8 
 304 	 106.2 	 19.08 	 .27 	-6.609 	 233 	 301 	 221 	 200 	 2051 	-8.1 
 304.5 	 106.2 	 19.26 	 .27 	-6.618 	 233 	 300 	 221 	 201 	 2053 	-8.1 
 305 	 106.3 	 19.28 	 .27 	-6.601 	 233 	 300 	 221 	 201 	 2055 	-8.1 
 305.5 	 106.4 	 19.32 	 .27 	-6.586 	 233 	 300 	 220 	 201 	 2054 	-8.1 
 306 	 106.2 	 19.27 	 .28 	-6.611 	 233 	 300 	 221 	 201 	 2055 	-7.9 
 306.5 	 106.4 	 19.43 	 .27 	-6.591 	 233 	 300 	 221 	 201 	 2058 	-8.3 
 307 	 106.4 	 19.51 	 .27 	-6.644 	 233 	 300 	 221 	 201 	 2058 	-8.4 
 307.5 	 106.4 	 19.44 	 .27 	-6.638 	 233 	 300 	 221 	 200 	 2057 	-8.5 
 308 	 106.3 	 19.56 	 .27 	-6.668 	 233 	 300 	 221 	 201 	 2057 	-7.9 
 308.5 	 106.3 	 19.49 	 .27 	-6.67 	 234 	 300 	 221 	 200 	 2058 	-7.9 
 309 	 106.3 	 19.56 	 .28 	-6.657 	 234 	 300 	 221 	 201 	 2059 	-8.1 
 309.5 	 106.3 	 19.63 	 .28 	-6.65 	 234 	 300 	 221 	 200 	 2062 	-8.1 
 310 	 106.3 	 19.65 	 .28 	-6.657 	 234 	 300 	 221 	 201 	 2059 	-8 
