,时间,振次,轴位移,力,应力,变形,侧位移,围压,孔压,反压,体变,小体变
315,63.63,6.36,112.7,27.39,39,-4.562,235.5,301,227,206,2117,-8.4
316,63.83,6.38,112.7,27.41,39,-4.57,234.7,301,228,206,2114,-8.0
317,64.03,6.4,112.6,27.22,39,-4.548,234.6,301,227,206,2116,-8.4
318,64.24,6.42,112.6,27.13,38,-4.5489999999999995,235.0,301,228,207,2116,-7.9
319,64.44,6.44,112.7,26.97,38,-4.5569999999999995,235.1,301,227,207,2115,-8.4
320,64.64,6.46,112.7,26.57,36,-4.585,235.3,301,228,206,2114,-8.5
321,64.84,6.48,112.8,25.51,36,-4.601,234.8,301,228,206,2117,-8.1
322,65.04,6.5,112.7,24.74,34,-4.593999999999999,234.8,301,228,207,2116,-8.0
323,65.25,6.52,112.7,23.97,33,-4.615,235.3,301,227,206,2116,-8.1
324,65.45,6.54,112.7,23.44,32,-4.633,234.9,301,228,206,2112,-8.4
325,65.65,6.56,112.5,21.8,30,-4.698,234.9,301,228,206,2116,-8.4
326,65.85,6.58,112.5,21.24,28,-4.726,235.2,301,228,206,2117,-8.0
327,66.05,6.6,112.4,20.33,28,-4.755,235.4,301,227,206,2116,-8.0
328,66.26,6.62,112.6,18.9,26,-4.784,235.2,301,228,206,2113,-8.1
329,66.46,6.64,112.5,18.36,25,-4.825,234.7,300,228,207,2116,-8.4
330,66.66,6.66,112.5,17.77,24,-4.862,234.6,301,228,208,2113,-8.4
331,66.86,6.68,112.4,16.91,23,-4.886,235.0,300,229,207,2113,-8.3
332,67.06,6.7,112.3,16.35,22,-4.925,235.1,301,229,208,2115,-8.1
333,67.27,6.72,112.3,16.19,22,-4.939,234.5,300,229,207,2115,-8.4
334,67.47,6.74,112.3,15.56,22,-4.979,234.9,299,230,208,2114,-8.0
335,67.67,6.76,112.2,15.19,22,-5.0969999999999995,235.4,300,230,209,2115,-8.0
336,67.87,6.78,112.2,14.95,22,-5.101,235.1,300,230,209,2113,-8.1
337,68.07,6.8,112.2,14.8,21,-5.118,234.9,300,230,208,2114,-8.5
338,68.28,6.82,112.1,14.83,21,-5.118,234.8,300,230,209,2115,-8.6
339,68.48,6.84,112.1,14.67,21,-5.153,235.1,300,230,209,2112,-8.3
340,68.68,6.86,112.1,14.67,21,-5.146,234.9,299,231,209,2114,-8.3
341,68.88,6.88,112.1,14.72,21,-5.132000000000001,234.9,300,229,209,2112,-8.6
342,69.08,6.9,112.2,14.9,21,-5.157,234.8,299,230,209,2112,-8.4
343,69.29,6.92,112.1,14.74,21,-5.132999999999999,234.9,299,230,209,2114,-8.0
344,69.49,6.95,112.1,15.0,23,-5.129,235.3,299,231,209,2115,-8.4
345,69.69,6.97,112.2,15.91,23,-5.118,235.4,300,231,210,2114,-8.5
346,69.89,6.99,112.2,16.63,24,-5.073,234.6,300,231,210,2117,-7.9
347,70.09,7.01,112.2,17.28,25,-5.042,234.9,299,231,210,2111,-8.1
348,70.3,7.03,112.3,18.81,27,-4.973,234.9,300,231,210,2116,-8.3
349,70.5,7.05,112.3,19.51,28,-4.931,235.3,300,232,209,2113,-7.5
350,70.7,7.07,112.3,20.26,29,-4.9110000000000005,235.4,300,230,210,2115,-8.1
351,70.9,7.09,112.3,21.17,31,-4.8580000000000005,234.6,300,231,210,2113,-8.4
352,71.1,7.11,112.4,22.66,32,-4.773,234.8,300,231,210,2114,-8.1
353,71.31,7.13,112.5,23.44,34,-4.74,235.5,300,230,210,2115,-8.0
354,71.51,7.15,112.6,24.21,35,-4.6819999999999995,235.0,300,230,209,2115,-8.1
355,71.71,7.17,112.6,25.41,36,-4.624,235.1,301,229,209,2114,-8.4
356,71.91,7.19,112.6,25.94,37,-4.599,234.8,301,230,208,2117,-8.4
357,72.11,7.21,112.8,26.4,38,-4.559,234.8,301,230,208,2114,-7.9
358,72.32,7.23,112.7,26.74,39,-4.523,235.3,300,229,208,2113,-8.3
359,72.52,7.25,112.7,27.34,39,-4.498,235.0,301,229,208,2113,-7.9
360,72.72,7.27,112.8,27.48,39,-4.479,234.7,301,229,208,2115,-8.3
361,72.92,7.29,112.9,27.67,39,-4.46,234.9,301,228,207,2113,-8.1
362,73.12,7.31,112.8,27.75,39,-4.4239999999999995,235.1,301,228,207,2117,-7.9
363,73.33,7.33,112.9,27.44,39,-4.417,235.5,302,228,207,2110,-8.4
364,73.53,7.35,112.9,27.62,39,-4.405,234.6,301,228,207,2113,-8.4
365,73.73,7.37,112.9,27.3,39,-4.385,235.0,301,228,207,2114,-8.4
366,73.93,7.39,112.9,27.29,39,-4.395,234.9,302,229,207,2115,-8.9
367,74.13,7.41,112.8,27.24,38,-4.376,235.5,301,228,207,2114,-8.1
368,74.34,7.43,112.8,27.07,38,-4.393,235.1,301,228,207,2114,-8.8
369,74.54,7.45,112.7,26.64,37,-4.3919999999999995,234.7,301,228,207,2113,-8.6
370,74.74,7.47,112.8,26.14,35,-4.394,235.1,300,228,206,2116,-8.4
371,74.94,7.49,112.9,25.58,34,-4.409,235.3,301,229,207,2116,-8.5
372,75.14,7.51,113.1,24.03,34,-4.4319999999999995,235.5,301,228,207,2115,-8.5
373,75.35,7.53,112.8,23.11,32,-4.465,234.8,301,228,207,2116,-8.5
374,75.55,7.55,112.8,22.42,31,-4.499,235.2,301,228,207,2115,-8.8
375,75.75,7.57,112.7,21.76,29,-4.534,234.7,301,228,207,2113,-8.3
376,75.95,7.59,112.6,20.52,27,-4.593999999999999,235.2,301,228,207,2115,-8.4
377,76.15,7.61,112.7,19.69,27,-4.618,235.0,301,228,207,2112,-8.5
378,76.36,7.63,112.7,19.16,25,-4.6419999999999995,234.8,301,229,207,2115,-8.0
379,76.56,7.65,112.6,17.89,24,-4.7010000000000005,235.4,301,229,207,2113,-8.3
380,76.76,7.67,112.6,17.36,23,-4.755,235.2,301,229,208,2115,-8.4
381,76.96,7.69,112.6,16.84,23,-4.782,235.1,300,228,208,2116,-8.5
382,77.16,7.71,112.4,15.99,22,-4.842,235.0,300,230,209,2114,-8.1
383,77.37,7.73,112.5,15.67,22,-4.8580000000000005,234.7,300,230,209,2115,-8.1
384,77.57,7.75,112.5,15.43,22,-4.913,235.1,300,230,209,2113,-8.6
385,77.77,7.77,112.4,15.02,21,-4.917,235.3,300,230,208,2112,-8.4
386,77.97,7.79,112.2,14.78,21,-4.949,234.8,300,231,209,2115,-8.1
387,78.17,7.81,112.3,14.76,21,-4.971,234.7,300,231,209,2116,-8.5
388,78.38,7.83,112.3,14.77,21,-4.962,235.1,300,231,210,2115,-8.3
389,78.58,7.85,112.3,14.71,21,-4.996,235.2,300,230,209,2117,-8.5
390,78.78,7.87,112.4,14.86,20,-4.9830000000000005,235.5,299,231,210,2115,-8.3
391,78.98,7.89,112.4,14.83,21,-4.988,234.9,300,231,209,2115,-8.3
392,79.18,7.91,112.4,14.87,21,-4.992,235.0,300,231,210,2114,-8.1
393,79.39,7.94,112.3,15.01,21,-4.981,235.3,299,231,210,2115,-8.4
394,79.59,7.96,112.3,15.53,22,-4.968999999999999,235.5,300,231,210,2116,-8.3
395,79.79,7.98,112.3,15.87,24,-4.945,235.1,300,231,210,2113,-7.9
396,79.99,8.0,112.4,17.32,24,-4.877,234.8,299,232,211,2116,-8.5
397,80.19,8.02,112.3,17.84,26,-4.843999999999999,235.2,300,232,210,2114,-8.3
398,80.4,8.04,112.6,18.85,27,-4.806,235.4,300,232,211,2112,-8.6
399,80.6,8.06,112.6,19.45,29,-4.73,235.3,300,231,210,2118,-8.3
400,80.8,8.08,112.8,21.07,31,-4.633,234.3,300,231,210,2115,-8.1
401,81.0,8.1,112.6,21.83,32,-4.595,234.9,300,231,210,2116,-8.5
402,81.2,8.12,112.7,22.64,33,-4.547,235.5,300,231,209,2113,-8.0
403,81.41,8.14,112.8,24.11,34,-4.512,235.3,300,230,209,2113,-8.1
404,81.61,8.16,112.8,24.76,36,-4.476,235.0,300,231,209,2116,-8.3
405,81.81,8.18,112.8,25.43,37,-4.445,235.1,300,230,209,2114,-8.3
406,82.01,8.2,112.8,26.32,38,-4.406000000000001,235.1,301,230,209,2116,-8.0
407,82.21,8.22,112.8,26.63,38,-4.373,235.2,301,229,208,2115,-8.0
408,82.42,8.24,113.0,27.16,38,-4.346,234.8,301,229,209,2117,-8.5
409,82.62,8.26,112.9,27.34,40,-4.303,235.0,301,229,208,2116,-8.1
410,82.82,8.28,113.0,27.53,39,-4.257,235.4,301,229,208,2114,-7.9
411,83.02,8.3,113.0,27.7,39,-4.257,235.1,301,228,208,2115,-8.4
412,83.22,8.32,113.0,27.56,39,-4.24,234.8,301,228,208,2116,-8.4
413,83.43,8.34,112.9,27.62,39,-4.251,234.9,301,228,207,2114,-8.3
414,83.63,8.36,113.0,27.6,40,-4.253,235.2,301,229,208,2113,-8.4
415,83.83,8.38,113.0,27.45,39,-4.248,235.4,301,229,207,2114,-7.6
416,84.03,8.4,113.1,27.43,38,-4.249,235.1,301,229,207,2115,-8.1
417,84.23,8.42,113.0,27.17,38,-4.253,234.8,301,229,207,2114,-8.4
418,84.44,8.44,113.0,26.99,38,-4.266,235.0,301,229,207,2116,-8.3
419,84.64,8.46,112.9,26.69,37,-4.261,235.0,300,229,207,2114,-8.3
420,84.84,8.48,113.0,25.42,35,-4.28,235.4,301,228,207,2115,-8.5
421,85.04,8.5,113.0,24.64,33,-4.283,235.1,301,229,207,2113,-8.5
422,85.24,8.52,112.9,23.93,33,-4.32,234.9,301,228,207,2112,-8.3
423,85.45,8.54,113.0,22.48,31,-4.294,235.1,301,229,207,2115,-7.8
424,85.65,8.56,112.9,21.88,30,-4.325,235.4,300,229,207,2114,-7.6
425,85.85,8.58,112.9,20.88,29,-4.365,234.8,301,229,207,2116,-8.3
426,86.05,8.6,112.9,20.23,28,-4.373,234.8,300,229,207,2112,-8.3
427,86.25,8.62,112.8,19.02,26,-4.5089999999999995,235.1,301,229,208,2116,-8.6
428,86.46,8.64,112.6,18.36,25,-4.553999999999999,235.5,301,229,208,2114,-8.5
429,86.66,8.66,112.7,17.72,24,-4.5889999999999995,235.4,300,229,208,2116,-8.5
430,86.86,8.68,112.7,16.75,23,-4.665,234.7,300,229,209,2115,-8.0
431,87.06,8.7,112.6,16.22,22,-4.703,234.9,300,229,209,2116,-8.1
432,87.26,8.72,112.6,15.88,22,-4.73,235.6,300,229,209,2113,-8.0
433,87.47,8.74,112.6,15.68,22,-4.763999999999999,235.1,300,230,209,2115,-8.3
434,87.67,8.76,112.7,15.14,21,-4.803999999999999,235.4,300,230,210,2114,-8.3
435,87.87,8.78,112.6,14.89,21,-4.822,234.7,300,231,209,2115,-8.3
436,88.07,8.8,112.5,14.88,20,-4.852,234.9,300,230,210,2116,-8.1
437,88.27,8.82,112.4,14.66,21,-4.845,235.3,300,231,210,2115,-8.0
438,88.48,8.84,112.5,14.68,20,-4.864,234.8,300,231,210,2115,-8.0
439,88.68,8.86,112.4,14.62,21,-4.877,234.7,300,231,210,2112,-8.3
440,88.88,8.88,112.5,14.72,21,-4.88,235.0,299,231,209,2113,-8.5
441,89.08,8.9,112.5,14.94,21,-4.873,235.1,299,232,209,2114,-8.1
442,89.28,8.92,112.4,14.89,21,-4.874,235.4,300,232,210,2114,-8.1
443,89.49,8.95,112.4,15.11,23,-4.87,235.1,300,232,210,2115,-8.4
444,89.69,8.97,112.5,15.92,23,-4.827,235.2,299,232,210,2112,-8.3
445,89.89,8.99,112.5,16.6,24,-4.803999999999999,235.3,300,232,211,2118,-8.1
446,90.09,9.01,112.6,17.26,25,-4.76,235.2,300,232,210,2114,-8.0
447,90.29,9.03,112.7,18.73,27,-4.7010000000000005,235.5,300,232,211,2117,-8.3
448,90.5,9.05,112.6,19.6,28,-4.6530000000000005,235.0,300,232,210,2113,-8.5
449,90.7,9.07,112.7,20.2,30,-4.561,235.1,299,232,210,2116,-8.3
450,90.9,9.09,112.9,21.12,32,-4.4910000000000005,235.3,300,232,210,2117,-8.6
451,91.1,9.11,113.0,22.8,33,-4.398,235.1,299,231,210,2115,-8.3
452,91.3,9.13,113.0,23.6,34,-4.363,234.6,300,231,210,2114,-8.3
453,91.51,9.15,113.0,24.02,35,-4.322,234.6,300,231,210,2115,-8.4
454,91.71,9.17,113.1,25.42,37,-4.225,235.1,300,230,210,2114,-8.8
455,91.91,9.19,113.1,25.78,37,-4.205,235.3,300,230,209,2117,-8.1
456,92.11,9.21,112.9,26.31,38,-4.226,235.0,301,230,208,2114,-8.4
457,92.31,9.23,113.0,26.81,38,-4.232,235.1,301,229,208,2118,-8.5
458,92.52,9.25,113.2,27.38,39,-4.154,235.0,301,229,208,2115,-8.4
459,92.72,9.27,113.1,27.53,39,-4.1530000000000005,235.2,300,229,208,2117,-8.1
460,92.92,9.29,113.1,27.64,39,-4.131,235.3,300,229,208,2116,-8.3
461,93.12,9.31,113.2,27.71,39,-4.1080000000000005,235.0,301,229,208,2114,-8.1
462,93.32,9.33,113.2,27.58,40,-4.084,235.0,301,229,208,2117,-8.1
463,93.53,9.35,113.1,27.74,39,-4.078,235.4,301,229,208,2113,-8.4
464,93.73,9.37,113.4,27.54,39,-4.092,235.4,301,229,208,2114,-8.0
465,93.93,9.39,113.2,27.41,39,-4.061,235.1,302,229,208,2116,-8.4
466,94.13,9.41,113.3,27.29,38,-4.066,234.3,300,229,208,2117,-8.5
467,94.33,9.43,113.1,27.26,37,-4.0680000000000005,235.0,301,229,208,2117,-8.5
468,94.54,9.45,113.3,26.53,37,-4.074,235.6,301,228,208,2113,-8.3
469,94.74,9.47,113.1,26.06,36,-4.085,235.2,301,229,209,2114,-8.1
470,94.94,9.49,113.2,25.4,35,-4.102,234.7,301,228,208,2114,-8.6
471,95.14,9.51,113.1,23.95,33,-4.1419999999999995,235.0,301,229,208,2113,-7.6
472,95.34,9.53,113.1,23.05,32,-4.165,235.1,300,229,207,2113,-8.4
473,95.55,9.55,113.1,22.32,30,-4.184,235.5,301,229,208,2118,-8.6
474,95.75,9.57,113.0,21.65,29,-4.226,234.9,300,229,208,2115,-8.3
475,95.95,9.59,113.1,20.2,28,-4.281000000000001,234.8,301,229,207,2114,-8.3
476,96.15,9.61,113.1,19.56,27,-4.332,235.3,301,229,209,2114,-8.3
477,96.35,9.63,113.0,19.04,26,-4.354,235.5,301,229,208,2113,-8.8
478,96.56,9.65,113.0,17.74,25,-4.431,235.2,300,229,208,2115,-8.5
479,96.76,9.67,112.8,17.28,24,-4.462,234.8,300,230,209,2116,-8.3
480,96.96,9.69,112.8,16.91,24,-4.494,235.0,300,230,209,2114,-8.0
481,97.16,9.71,112.7,15.93,23,-4.5680000000000005,235.6,300,231,209,2112,-8.6
482,97.36,9.73,112.6,15.67,22,-4.609,235.7,300,230,210,2112,-8.3
483,97.57,9.75,112.7,15.32,22,-4.622,235.1,299,231,210,2114,-8.4
484,97.77,9.77,112.8,15.17,21,-4.645,234.9,300,231,209,2111,-7.9
485,97.97,9.79,112.7,14.88,22,-4.697,235.2,299,232,210,2115,-8.1
486,98.17,9.81,112.6,14.75,21,-4.7139999999999995,235.1,300,232,210,2114,-8.3
487,98.37,9.83,112.7,14.65,21,-4.727,235.1,300,232,211,2111,-8.3
488,98.58,9.85,112.7,14.67,21,-4.7330000000000005,234.8,300,232,210,2114,-7.9
489,98.78,9.87,112.7,14.74,21,-4.728,235.1,299,231,211,2114,-8.3
490,98.98,9.89,112.6,14.64,21,-4.724,235.4,299,232,211,2114,-8.4
491,99.18,9.91,112.6,14.78,21,-4.723,235.7,300,232,210,2113,-8.5
492,99.38,9.94,112.6,15.0,21,-4.728,235.3,300,232,211,2114,-8.4
493,99.59,9.96,112.6,15.4,23,-4.7010000000000005,234.8,300,232,211,2116,-8.5
494,99.79,9.98,112.6,15.94,24,-4.671,235.1,299,232,210,2113,-8.3
495,99.99,10.0,112.8,17.31,25,-4.605,235.7,300,233,211,2113,-7.9
496,100.19,10.02,112.8,18.04,26,-4.553,235.5,299,232,212,2115,-8.4
497,100.39,10.04,112.8,18.76,28,-4.545,235.4,299,232,211,2113,-8.0
498,100.6,10.06,112.9,19.46,29,-4.4830000000000005,234.9,300,232,212,2116,-8.1
499,100.8,10.08,112.8,21.12,30,-4.4,235.6,300,232,211,2115,-8.0
500,101.0,10.1,112.9,21.75,32,-4.351,235.2,300,232,211,2114,-8.3
501,101.2,10.12,113.0,22.45,33,-4.291,235.0,300,232,211,2113,-8.5
502,101.4,10.14,113.0,24.31,35,-4.226,234.8,300,232,211,2112,-8.0
503,101.61,10.16,113.0,24.94,35,-4.199,235.0,300,231,210,2115,-8.0
504,101.81,10.18,113.2,25.51,37,-4.143,235.1,301,231,210,2112,-8.3
505,102.01,10.2,113.2,26.43,38,-4.086,235.5,300,231,210,2112,-8.1
506,102.21,10.22,113.2,26.77,38,-4.063,234.9,301,230,209,2116,-8.3
507,102.41,10.24,113.3,27.1,39,-4.03,234.8,301,230,209,2113,-8.0
508,102.62,10.26,113.3,27.41,39,-4.024,235.5,301,230,209,2112,-7.8
509,102.82,10.28,113.3,27.67,39,-3.963,235.4,301,229,209,2118,-8.1
510,103.02,10.3,113.2,27.73,40,-3.9730000000000003,235.2,301,229,208,2113,-7.9
511,103.22,10.32,113.4,27.6,39,-3.9539999999999997,235.0,301,229,208,2113,-8.1
512,103.42,10.34,113.4,27.58,39,-3.943,235.2,302,229,208,2114,-8.5
513,103.63,10.36,113.5,27.73,39,-3.9330000000000003,235.2,301,229,209,2112,-8.0
514,103.83,10.38,113.3,27.57,39,-3.93,235.1,301,230,208,2113,-8.5
515,104.03,10.4,113.4,27.37,39,-3.9410000000000003,235.1,301,229,208,2114,-8.5
516,104.23,10.42,113.3,27.19,38,-3.9360000000000004,235.1,301,230,209,2114,-8.1
517,104.43,10.44,113.3,26.95,38,-3.944,235.1,301,230,208,2114,-8.6
518,104.64,10.46,113.3,26.6,37,-3.9389999999999996,235.7,301,229,208,2113,-8.1
519,104.84,10.48,113.2,25.37,36,-3.964,235.1,300,230,207,2114,-8.0
520,105.04,10.5,113.4,24.65,34,-3.972,235.1,301,229,208,2113,-7.9
521,105.24,10.52,113.4,23.92,33,-4.012,235.3,301,229,208,2113,-8.1
522,105.44,10.54,113.3,22.39,31,-4.043,235.4,301,230,208,2115,-8.3
523,105.65,10.56,113.1,21.64,31,-4.08,234.8,300,230,208,2114,-8.4
524,105.85,10.58,113.3,20.92,29,-4.066,234.9,300,230,208,2114,-8.0
525,106.05,10.6,113.2,20.23,28,-4.155,235.0,301,229,209,2115,-8.0
526,106.25,10.62,113.1,18.99,27,-4.213,235.0,300,230,209,2114,-8.0
527,106.45,10.64,113.0,18.41,25,-4.266,235.6,300,229,209,2114,-8.3
528,106.66,10.66,113.1,17.8,24,-4.277,235.3,300,231,209,2113,-8.4
529,106.86,10.68,113.0,16.77,23,-4.357,234.6,300,231,209,2115,-8.6
530,107.06,10.7,112.9,16.38,23,-4.414,235.3,300,231,209,2113,-8.3
531,107.26,10.72,113.0,15.9,22,-4.4319999999999995,235.4,300,231,209,2113,-8.3
532,107.46,10.74,113.1,15.75,21,-4.452,235.2,300,232,210,2117,-8.3
533,107.67,10.76,112.8,15.01,21,-4.5760000000000005,235.2,300,232,211,2114,-8.5
534,107.87,10.78,112.6,14.89,21,-4.604,234.9,300,232,210,2115,-8.4
535,108.07,10.8,112.5,14.8,21,-4.619,235.3,299,232,210,2116,-8.4
536,108.27,10.82,112.6,14.68,21,-4.631,235.5,299,232,210,2117,-8.1
537,108.47,10.84,112.7,14.69,21,-4.621,235.0,300,232,211,2112,-7.8
538,108.68,10.86,112.7,14.64,22,-4.632,235.3,300,232,211,2117,-8.3
539,108.88,10.88,112.8,14.89,21,-4.6080000000000005,235.5,299,232,211,2114,-8.0
540,109.08,10.9,112.8,14.72,21,-4.6339999999999995,235.3,300,232,211,2113,-8.3
541,109.28,10.93,112.8,14.77,20,-4.628,235.3,300,232,211,2115,-8.4
542,109.48,10.95,112.7,14.8,22,-4.604,234.8,299,232,211,2113,-8.1
543,109.69,10.97,112.7,15.86,23,-4.552,234.9,300,232,211,2115,-8.4
544,109.89,10.99,112.8,16.6,24,-4.538,235.4,300,233,212,2113,-8.0
545,110.09,11.01,112.9,17.22,25,-4.487,235.2,300,233,212,2115,-8.8
546,110.29,11.03,113.0,18.72,26,-4.396,235.2,300,233,212,2113,-8.0
547,110.49,11.05,112.9,19.39,28,-4.34,235.1,300,232,212,2114,-7.9
548,110.7,11.07,112.9,20.13,30,-4.305,235.5,300,232,212,2114,-8.4
549,110.9,11.09,113.1,21.03,32,-4.266,235.4,300,233,211,2113,-8.1
550,111.1,11.11,113.1,22.67,34,-4.165,235.2,300,232,211,2116,-8.3
551,111.3,11.13,113.2,23.33,34,-4.128,234.9,300,232,211,2115,-8.3
552,111.5,11.15,113.1,24.25,35,-4.086,235.3,300,232,210,2114,-7.6
553,111.71,11.17,113.1,25.38,37,-4.033,235.5,300,231,211,2116,-8.3
554,111.91,11.19,113.3,26.04,38,-4.018,235.3,301,231,210,2115,-8.3
555,112.11,11.21,113.3,26.43,39,-3.9560000000000004,234.9,300,231,210,2113,-8.3
556,112.31,11.23,113.4,26.87,38,-3.94,235.1,301,231,210,2113,-7.9
557,112.51,11.25,113.4,27.48,39,-3.8960000000000004,235.2,301,231,209,2112,-8.1
558,112.72,11.27,113.5,27.71,39,-3.885,235.2,301,231,209,2115,-8.1
559,112.92,11.29,113.4,27.7,39,-3.878,235.0,300,230,209,2116,-8.3
560,113.12,11.31,113.3,27.66,39,-3.8539999999999996,235.1,301,230,209,2116,-8.4
561,113.32,11.33,113.4,27.87,39,-3.8369999999999997,235.6,301,230,209,2116,-8.6
562,113.52,11.35,113.5,27.77,39,-3.826,235.5,301,230,209,2117,-8.0
563,113.73,11.37,113.4,27.55,39,-3.8080000000000003,235.0,301,230,209,2114,-8.1
564,113.93,11.39,113.5,27.5,39,-3.821,235.3,301,230,209,2113,-8.4
565,114.13,11.41,113.5,27.29,39,-3.8139999999999996,235.6,301,230,209,2114,-8.1
566,114.33,11.43,113.4,27.32,38,-3.83,235.7,301,230,209,2116,-8.4
567,114.53,11.45,113.5,26.72,37,-3.839,235.4,301,230,209,2114,-8.6
568,114.74,11.47,113.3,25.95,36,-3.865,235.3,301,230,208,2114,-8.3
569,114.94,11.49,113.3,25.34,35,-3.886,235.0,301,229,208,2117,-8.3
570,115.14,11.51,113.3,23.74,33,-3.925,235.5,301,229,209,2114,-7.9
571,115.34,11.53,113.4,23.1,32,-3.95,235.3,300,230,208,2115,-8.1
572,115.54,11.55,113.3,22.43,31,-3.9730000000000003,235.0,301,230,209,2115,-8.1
573,115.75,11.57,113.3,21.69,30,-4.002,235.3,301,230,208,2115,-8.0
574,115.95,11.59,113.2,20.35,27,-4.059,235.6,301,230,209,2116,-8.4
575,116.15,11.61,113.3,19.61,27,-4.107,235.5,301,230,209,2114,-8.1
576,116.35,11.63,113.2,18.8,26,-4.141,235.0,300,230,209,2114,-8.1
577,116.55,11.65,113.1,17.97,25,-4.202,235.2,300,230,210,2117,-7.9
578,116.76,11.67,112.9,17.2,24,-4.246,235.3,300,231,209,2114,-8.1
579,116.96,11.69,113.1,16.79,22,-4.287,235.7,300,231,210,2113,-8.5
580,117.16,11.71,113.0,16.0,22,-4.348,235.2,300,231,210,2114,-8.3
581,117.36,11.73,113.0,15.47,22,-4.377,235.2,300,232,210,2115,-7.9
582,117.56,11.75,113.1,15.4,22,-4.407,235.4,299,232,210,2114,-8.5
583,117.77,11.77,112.9,15.01,22,-4.449,235.6,299,232,211,2116,-7.9
584,117.97,11.79,113.0,14.79,21,-4.481,235.7,300,233,211,2113,-8.4
585,118.17,11.81,112.9,14.72,21,-4.492,235.1,299,233,211,2114,-8.4
586,118.37,11.83,112.8,14.66,21,-4.518,235.0,300,232,211,2113,-8.5
587,118.57,11.85,112.8,14.54,21,-4.531000000000001,235.2,299,232,211,2113,-8.0
588,118.78,11.87,112.9,14.65,22,-4.523,235.4,299,232,211,2113,-8.8
589,118.98,11.89,112.8,14.68,21,-4.524,235.7,300,232,210,2114,-8.0
590,119.18,11.92,112.8,14.84,21,-4.52,235.2,299,232,212,2113,-8.1
591,119.38,11.94,112.8,15.0,22,-4.511,235.0,300,233,211,2116,-8.4
592,119.58,11.96,113.0,15.41,23,-4.486000000000001,235.5,300,234,212,2114,-8.3
593,119.79,11.98,112.9,15.85,24,-4.485,235.4,299,233,212,2115,-8.4
594,119.99,12.0,112.9,17.13,25,-4.415,235.6,299,233,211,2115,-8.1
595,120.19,12.02,113.0,18.0,25,-4.383,235.4,299,233,212,2113,-8.8
596,120.39,12.04,113.0,18.81,28,-4.334,235.1,300,233,212,2112,-8.3
597,120.59,12.06,112.9,19.44,29,-4.2860000000000005,235.5,300,233,212,2112,-8.0
598,120.8,12.08,113.0,20.94,31,-4.194,235.3,300,233,212,2115,-8.3
599,121.0,12.1,113.2,21.8,32,-4.114,235.1,299,232,212,2116,-8.3
600,121.2,12.12,113.2,22.6,33,-4.085,235.1,300,232,211,2112,-8.8
601,121.4,12.14,113.4,24.37,35,-4.005,235.4,300,232,210,2113,-8.1
602,121.6,12.16,113.3,24.88,36,-3.9539999999999997,235.6,301,231,211,2116,-8.5
603,121.81,12.18,113.4,25.64,37,-3.943,235.3,300,232,210,2112,-8.4
604,122.01,12.2,113.3,26.42,38,-3.867,235.0,300,231,210,2114,-8.3
605,122.21,12.22,113.3,26.77,38,-3.839,235.0,300,231,210,2114,-8.3
606,122.41,12.24,113.3,27.29,39,-3.81,235.6,301,231,210,2112,-8.5
607,122.61,12.26,113.3,27.32,40,-3.8080000000000003,235.9,301,231,209,2117,-8.3
608,122.82,12.28,113.4,27.82,39,-3.7760000000000002,235.3,300,230,209,2114,-8.1
609,123.02,12.3,113.5,27.87,39,-3.761,235.3,301,230,209,2113,-8.4
610,123.22,12.32,113.6,27.73,40,-3.75,235.5,301,230,209,2116,-8.8
611,123.42,12.34,113.6,27.75,38,-3.725,235.5,301,230,209,2114,-8.6
612,123.62,12.36,113.6,27.77,40,-3.7230000000000003,235.4,301,230,209,2114,-8.3
613,123.83,12.38,113.5,27.58,39,-3.72,235.1,300,230,208,2115,-8.5
614,124.03,12.4,113.6,27.59,39,-3.737,234.8,301,230,209,2112,-8.1
615,124.23,12.42,113.5,27.33,38,-3.715,235.6,301,230,209,2116,-8.0
616,124.43,12.44,113.5,26.98,37,-3.7289999999999996,235.7,301,230,209,2115,-8.4
617,124.63,12.46,113.5,26.64,37,-3.73,235.4,301,230,209,2114,-8.4
618,124.84,12.48,113.5,25.38,35,-3.7489999999999997,234.8,301,230,209,2113,-8.5
619,125.04,12.5,113.6,24.69,34,-3.7769999999999997,235.2,301,230,209,2117,-8.0
620,125.24,12.52,113.5,23.92,32,-3.795,235.4,300,230,209,2114,-7.9
621,125.44,12.54,113.5,22.3,32,-3.843,235.6,300,230,209,2115,-8.6
622,125.64,12.56,113.4,21.62,30,-3.884,235.1,301,230,209,2115,-8.4
623,125.85,12.58,113.4,20.89,29,-3.909,234.9,300,230,209,2115,-7.9
624,126.05,12.6,113.4,20.21,28,-3.955,235.3,301,230,209,2114,-7.5
625,126.25,12.62,113.2,18.92,26,-4.01,236.0,300,230,210,2115,-8.3
626,126.45,12.64,113.3,18.12,26,-4.053999999999999,235.5,301,230,210,2114,-7.9
627,126.65,12.66,113.3,17.74,24,-4.099,235.1,300,231,210,2117,-8.4
628,126.86,12.68,113.2,16.71,23,-4.163,235.1,300,231,210,2117,-8.4
629,127.06,12.7,113.2,16.45,22,-4.191,235.5,300,232,210,2115,-7.9
630,127.26,12.72,113.2,15.93,22,-4.2330000000000005,235.8,300,232,210,2114,-8.6
631,127.46,12.74,113.1,15.68,21,-4.254,235.0,299,232,210,2114,-8.5
