时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 121.6 	 21.09 	 298 	 4.846 	 237.4 	 302 	 246 	 224 	 2119 	-7.1 
 .2 	 .02 	 121.7 	 20.87 	 29 	 4.85 	 237.5 	 302 	 246 	 223 	 2118 	-7 
 .4 	 .04 	 121.6 	 21.03 	 30 	 4.832 	 237.5 	 301 	 246 	 224 	 2118 	-7.5 
 .61 	 .06 	 121.7 	 21.21 	 30 	 4.856 	 237.9 	 302 	 246 	 223 	 2117 	-7.4 
 .81 	 .08 	 121.7 	 21.68 	 31 	 4.859 	 237.3 	 302 	 246 	 224 	 2117 	-7.1 
 1.01 	 .1 	 121.7 	 22.33 	 32 	 4.894 	 237.5 	 302 	 246 	 223 	 2117 	-7.6 
 1.21 	 .12 	 121.8 	 22.93 	 33 	 4.904 	 237.7 	 303 	 245 	 223 	 2116 	-7 
 1.41 	 .14 	 121.7 	 23.95 	 35 	 4.974 	 237.3 	 302 	 245 	 222 	 2116 	-7.4 
 1.62 	 .16 	 121.8 	 24.7 	 36 	 5.002 	 237.3 	 302 	 244 	 222 	 2119 	-7.4 
 1.82 	 .18 	 121.8 	 25.15 	 37 	 5.039 	 237.2 	 303 	 244 	 222 	 2115 	-7.3 
 2.02 	 .2 	 121.8 	 26.08 	 37 	 5.072 	 237 	 303 	 244 	 221 	 2117 	-7.4 
 2.22 	 .22 	 121.9 	 26.66 	 38 	 5.071 	 237 	 303 	 243 	 222 	 2118 	-7.1 
 2.42 	 .24 	 121.8 	 26.95 	 38 	 5.107 	 237.3 	 303 	 243 	 221 	 2120 	-7.5 
 2.63 	 .26 	 121.9 	 27.5 	 39 	 5.134 	 237.7 	 303 	 243 	 221 	 2117 	-7.6 
 2.83 	 .28 	 121.9 	 27.66 	 39 	 5.13 	 237.4 	 303 	 243 	 220 	 2116 	-7.4 
 3.03 	 .3 	 121.9 	 27.79 	 39 	 5.141 	 237.6 	 303 	 243 	 221 	 2117 	-7.4 
