时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 121.9 	 21.82 	 309 	 16.583 	 133 	 301 	 208 	 193 	 4679 	-7.6 
 .2 	 .02 	 122 	 21.73 	 31 	 16.585 	 133.3 	 301 	 208 	 192 	 4681 	-8.4 
 .4 	 .04 	 122 	 21.96 	 31 	 16.579 	 133.2 	 301 	 208 	 193 	 4682 	-8.4 
 .61 	 .06 	 122 	 21.96 	 30 	 16.575 	 132.7 	 300 	 208 	 193 	 4678 	-7.8 
 .81 	 .08 	 122.1 	 21.97 	 32 	 16.585 	 133.6 	 300 	 208 	 193 	 4678 	-7.8 
 1.01 	 .1 	 122.1 	 22.25 	 31 	 16.578 	 132.6 	 301 	 208 	 193 	 4676 	-8.3 
 1.21 	 .12 	 122 	 22.81 	 32 	 16.594 	 132.6 	 300 	 209 	 193 	 4679 	-8.8 
 1.41 	 .14 	 122 	 23.17 	 33 	 16.609 	 133.6 	 300 	 209 	 193 	 4679 	-8.6 
 1.62 	 .16 	 121.9 	 23.42 	 34 	 16.621 	 132.2 	 300 	 209 	 193 	 4681 	-8.8 
 1.82 	 .18 	 122.2 	 24.29 	 35 	 16.643 	 132.9 	 300 	 209 	 193 	 4679 	-8.5 
 2.02 	 .2 	 121.9 	 24.46 	 35 	 16.64 	 132.9 	 300 	 208 	 193 	 4682 	-9 
 2.22 	 .22 	 122.1 	 24.66 	 35 	 16.663 	 132.2 	 300 	 208 	 194 	 4678 	-8.3 
 2.42 	 .24 	 122.1 	 25.01 	 36 	 16.679 	 133.5 	 301 	 208 	 193 	 4676 	-8.3 
 2.63 	 .26 	 122.1 	 25.36 	 36 	 16.695 	 132.8 	 300 	 209 	 193 	 4678 	-8.9 
 2.83 	 .28 	 122.1 	 25.46 	 36 	 16.694 	 132.5 	 301 	 209 	 193 	 4678 	-8.4 
 3.03 	 .3 	 122.2 	 25.5 	 36 	 16.707 	 133.4 	 301 	 208 	 193 	 4680 	-8.4 
 3.23 	 .32 	 122 	 25.46 	 36 	 16.721 	 132.6 	 301 	 209 	 193 	 4679 	-8.8 
 3.43 	 .34 	 122.2 	 25.51 	 36 	 16.72 	 133.1 	 301 	 208 	 193 	 4680 	-8.8 
 3.64 	 .36 	 122.2 	 25.46 	 36 	 16.711 	 133 	 301 	 208 	 193 	 4676 	-8.4 
 3.84 	 .38 	 122.1 	 25.5 	 36 	 16.723 	 132.7 	 301 	 208 	 193 	 4678 	-8.3 
 4.04 	 .4 	 122.2 	 25.47 	 36 	 16.728 	 133.3 	 301 	 209 	 193 	 4678 	-8.4 
 4.24 	 .42 	 122.1 	 25.38 	 35 	 16.738 	 132.7 	 301 	 208 	 193 	 4678 	-8.4 
 4.44 	 .44 	 122.1 	 25.25 	 36 	 16.738 	 132.7 	 300 	 208 	 193 	 4679 	-8.3 
 4.65 	 .46 	 122.1 	 25.13 	 35 	 16.731 	 133.4 	 301 	 208 	 193 	 4678 	-8.3 
 4.85 	 .48 	 122.2 	 24.97 	 35 	 16.755 	 132.6 	 301 	 209 	 193 	 4680 	-8.6 
 5.05 	 .5 	 122.1 	 24.86 	 35 	 16.733 	 133.2 	 300 	 208 	 193 	 4679 	-8.3 
 5.25 	 .52 	 122.2 	 24.06 	 33 	 16.73 	 133.5 	 301 	 208 	 193 	 4679 	-8.6 
 5.45 	 .54 	 122.1 	 23.67 	 32 	 16.725 	 132.6 	 301 	 207 	 192 	 4676 	-8.3 
 5.66 	 .56 	 122.2 	 23.04 	 32 	 16.72 	 133.6 	 301 	 208 	 193 	 4680 	-8.3 
 5.86 	 .58 	 122.1 	 22.56 	 31 	 16.693 	 132.8 	 300 	 208 	 193 	 4680 	-8.5 
 6.06 	 .6 	 122.1 	 21.55 	 30 	 16.685 	 133 	 301 	 208 	 193 	 4681 	-8 
 6.26 	 .62 	 122 	 21.09 	 29 	 16.671 	 133.8 	 300 	 208 	 193 	 4679 	-8.6 
 6.46 	 .64 	 122.1 	 20.53 	 28 	 16.64 	 132.8 	 301 	 208 	 193 	 4678 	-7.6 
 6.67 	 .66 	 122.1 	 19.94 	 28 	 16.62 	 133.5 	 301 	 208 	 192 	 4678 	-8.3 
 6.87 	 .68 	 122 	 19.41 	 26 	 16.62 	 132.7 	 301 	 208 	 192 	 4677 	-8.3 
 7.07 	 .7 	 122 	 19.09 	 27 	 16.597 	 132.6 	 301 	 208 	 192 	 4679 	-8.6 
 7.27 	 .72 	 122 	 18.59 	 26 	 16.58 	 133.6 	 301 	 208 	 192 	 4680 	-8.4 
 7.47 	 .74 	 122 	 18.32 	 25 	 16.573 	 132.6 	 300 	 208 	 192 	 4677 	-8.5 
 7.68 	 .76 	 122 	 18.23 	 26 	 16.565 	 132.8 	 300 	 208 	 193 	 4680 	-8.6 
 7.88 	 .78 	 121.9 	 18.15 	 24 	 16.563 	 133.3 	 301 	 208 	 193 	 4680 	-8.4 
 8.08 	 .8 	 122 	 17.88 	 26 	 16.559 	 132.1 	 301 	 207 	 194 	 4682 	-8.3 
 8.28 	 .82 	 122 	 17.93 	 25 	 16.555 	 133.2 	 301 	 208 	 193 	 4679 	-8.5 
 8.48 	 .84 	 122 	 17.96 	 25 	 16.545 	 133.1 	 300 	 208 	 193 	 4681 	-8.8 
 8.69 	 .86 	 122.1 	 17.63 	 25 	 16.539 	 132.4 	 301 	 207 	 193 	 4677 	-8.4 
 8.89 	 .88 	 122 	 17.94 	 25 	 16.54 	 133.4 	 301 	 208 	 193 	 4680 	-8.5 
 9.09 	 .9 	 122 	 17.77 	 25 	 16.541 	 132.6 	 300 	 208 	 193 	 4679 	-8.3 
 9.29 	 .92 	 122 	 17.8 	 25 	 16.534 	 132.6 	 300 	 208 	 192 	 4677 	-8.6 
 9.49 	 .94 	 122 	 17.94 	 26 	 16.539 	 133.4 	 300 	 208 	 193 	 4679 	-8.4 
 9.7 	 .96 	 122 	 18.13 	 26 	 16.549 	 132.6 	 300 	 208 	 193 	 4682 	-8.5 
 9.9 	 .99 	 122 	 18.52 	 27 	 16.539 	 133.6 	 301 	 208 	 193 	 4678 	-8.1 
 10.1 	 1.01 	 122 	 19.22 	 28 	 16.572 	 133.2 	 301 	 208 	 193 	 4678 	-8.4 
 10.3 	 1.03 	 122.1 	 19.65 	 29 	 16.575 	 132.6 	 300 	 208 	 193 	 4679 	-8.3 
 10.5 	 1.05 	 122.1 	 20.23 	 29 	 16.583 	 133.3 	 301 	 208 	 193 	 4681 	-8.5 
 10.71 	 1.07 	 122.1 	 21.17 	 30 	 16.614 	 132.7 	 300 	 209 	 193 	 4680 	-8.4 
 10.91 	 1.09 	 122.1 	 21.88 	 31 	 16.619 	 132.7 	 300 	 209 	 193 	 4679 	-8.4 
 11.11 	 1.11 	 122 	 22.08 	 32 	 16.643 	 133.5 	 300 	 208 	 193 	 4678 	-8.1 
 11.31 	 1.13 	 122.1 	 22.65 	 33 	 16.665 	 132.3 	 300 	 208 	 193 	 4681 	-8.4 
 11.51 	 1.15 	 122.2 	 23.64 	 34 	 16.694 	 133 	 300 	 208 	 193 	 4680 	-8.1 
 11.72 	 1.17 	 122 	 24.01 	 35 	 16.697 	 133.1 	 300 	 208 	 193 	 4679 	-8.1 
 11.92 	 1.19 	 122.1 	 24.43 	 35 	 16.715 	 132.3 	 301 	 208 	 193 	 4677 	-8.4 
 12.12 	 1.21 	 122.1 	 24.89 	 36 	 16.734 	 133.6 	 300 	 209 	 193 	 4679 	-8.5 
 12.32 	 1.23 	 122.3 	 25.17 	 36 	 16.764 	 132.4 	 301 	 208 	 193 	 4676 	-8 
 12.52 	 1.25 	 122.3 	 25.52 	 36 	 16.756 	 132.9 	 301 	 208 	 192 	 4677 	-8.1 
 12.73 	 1.27 	 122.2 	 25.6 	 36 	 16.778 	 133.5 	 301 	 208 	 193 	 4678 	-8.5 
 12.93 	 1.29 	 122.3 	 25.52 	 36 	 16.788 	 132.2 	 300 	 208 	 193 	 4680 	-8.4 
 13.13 	 1.31 	 122.2 	 25.73 	 36 	 16.801 	 133.1 	 301 	 208 	 193 	 4679 	-8.8 
 13.33 	 1.33 	 122.2 	 25.66 	 36 	 16.801 	 132.6 	 301 	 208 	 193 	 4678 	-8 
 13.53 	 1.35 	 122.2 	 25.51 	 36 	 16.796 	 132.4 	 301 	 208 	 193 	 4679 	-8.5 
 13.74 	 1.37 	 122.3 	 25.4 	 36 	 16.817 	 133.3 	 300 	 208 	 193 	 4680 	-8.6 
 13.94 	 1.39 	 122.3 	 25.45 	 36 	 16.816 	 132.8 	 301 	 208 	 193 	 4679 	-8.4 
 14.14 	 1.41 	 122.2 	 25.42 	 36 	 16.825 	 133.3 	 301 	 209 	 192 	 4678 	-8.8 
 14.34 	 1.43 	 122.3 	 25.35 	 36 	 16.817 	 133.2 	 301 	 208 	 192 	 4679 	-8.3 
 14.54 	 1.45 	 122.1 	 25.13 	 36 	 16.818 	 132.5 	 301 	 209 	 193 	 4678 	-8 
 14.75 	 1.47 	 122.2 	 25.18 	 36 	 16.82 	 133.3 	 301 	 208 	 192 	 4679 	-8.4 
 14.95 	 1.49 	 122.3 	 24.91 	 34 	 16.825 	 133 	 301 	 208 	 193 	 4679 	-8.3 
 15.15 	 1.51 	 122.2 	 24.61 	 34 	 16.813 	 132.6 	 300 	 209 	 193 	 4678 	-8.5 
 15.35 	 1.53 	 122.2 	 23.99 	 33 	 16.82 	 133.2 	 300 	 209 	 192 	 4678 	-8.1 
 15.55 	 1.55 	 122.3 	 23.2 	 33 	 16.811 	 132.3 	 301 	 208 	 193 	 4679 	-8.5 
 15.76 	 1.57 	 122.1 	 22.55 	 31 	 16.782 	 132.6 	 300 	 208 	 193 	 4678 	-8.5 
 15.96 	 1.59 	 122.3 	 21.96 	 30 	 16.771 	 133.4 	 300 	 208 	 193 	 4678 	-8.6 
 16.16 	 1.61 	 122.2 	 21.65 	 29 	 16.757 	 132.3 	 301 	 208 	 193 	 4677 	-8.1 
 16.36 	 1.63 	 122.1 	 20.41 	 29 	 16.727 	 133.5 	 301 	 208 	 193 	 4677 	-8.3 
 16.56 	 1.65 	 122.1 	 20.15 	 28 	 16.713 	 132.9 	 300 	 208 	 193 	 4679 	-8.5 
 16.77 	 1.67 	 122.2 	 19.78 	 27 	 16.694 	 132.6 	 300 	 208 	 193 	 4678 	-8.1 
 16.97 	 1.69 	 122.1 	 19.15 	 27 	 16.687 	 133.6 	 300 	 208 	 192 	 4678 	-8.1 
 17.17 	 1.71 	 122.2 	 18.77 	 26 	 16.669 	 132.5 	 300 	 208 	 193 	 4682 	-8.5 
 17.37 	 1.73 	 122 	 18.49 	 25 	 16.648 	 133.2 	 301 	 207 	 193 	 4679 	-8.4 
 17.57 	 1.75 	 122.1 	 18.32 	 26 	 16.646 	 133.3 	 300 	 208 	 192 	 4678 	-8.3 
 17.78 	 1.77 	 122.2 	 17.9 	 25 	 16.648 	 132.7 	 300 	 207 	 193 	 4678 	-8.1 
 17.98 	 1.79 	 122.1 	 17.95 	 25 	 16.637 	 133.4 	 301 	 208 	 193 	 4680 	-8.5 
 18.18 	 1.81 	 122 	 17.92 	 25 	 16.641 	 133 	 300 	 208 	 193 	 4679 	-8.5 
 18.38 	 1.83 	 122.1 	 17.75 	 25 	 16.624 	 132.6 	 300 	 208 	 193 	 4679 	-8.3 
 18.58 	 1.85 	 122 	 17.89 	 26 	 16.619 	 133.6 	 301 	 208 	 193 	 4679 	-8.4 
 18.79 	 1.87 	 122.1 	 17.7 	 25 	 16.622 	 132.4 	 300 	 208 	 193 	 4680 	-8.6 
 18.99 	 1.89 	 122 	 17.76 	 26 	 16.611 	 133.2 	 301 	 208 	 193 	 4681 	-8.8 
 19.19 	 1.91 	 122 	 17.88 	 25 	 16.61 	 133.4 	 300 	 208 	 193 	 4680 	-8.8 
 19.39 	 1.93 	 122 	 17.78 	 25 	 16.635 	 132.4 	 300 	 208 	 193 	 4681 	-8.8 
 19.59 	 1.95 	 122 	 17.94 	 27 	 16.623 	 133.6 	 300 	 208 	 193 	 4678 	-8.4 
 19.8 	 1.98 	 121.9 	 18.35 	 26 	 16.618 	 133.3 	 301 	 208 	 192 	 4678 	-8.5 
 20 	 2 	 122.1 	 18.82 	 27 	 16.637 	 133 	 300 	 208 	 193 	 4678 	-9 
 20.2 	 2.02 	 122.1 	 19.36 	 28 	 16.637 	 133.9 	 301 	 208 	 193 	 4680 	-8.4 
 20.4 	 2.04 	 122.1 	 20.3 	 29 	 16.659 	 132.5 	 300 	 208 	 193 	 4678 	-8.4 
 20.6 	 2.06 	 122.1 	 20.63 	 31 	 16.675 	 133.4 	 300 	 208 	 193 	 4679 	-8.5 
 20.81 	 2.08 	 122.1 	 21.2 	 31 	 16.698 	 133.4 	 300 	 209 	 193 	 4679 	-8.8 
 21.01 	 2.1 	 122.1 	 21.76 	 32 	 16.705 	 132.3 	 300 	 208 	 194 	 4679 	-8.4 
 21.21 	 2.12 	 122.2 	 22.56 	 33 	 16.748 	 133.5 	 300 	 208 	 194 	 4676 	-8.6 
 21.41 	 2.14 	 122.1 	 23.07 	 33 	 16.759 	 132.8 	 300 	 208 	 194 	 4679 	-8.1 
 21.61 	 2.16 	 122.1 	 23.55 	 34 	 16.761 	 132.5 	 300 	 209 	 193 	 4677 	-8.8 
 21.82 	 2.18 	 122.2 	 24.31 	 35 	 16.808 	 133.5 	 301 	 209 	 193 	 4675 	-8.8 
 22.02 	 2.2 	 122.2 	 24.63 	 35 	 16.808 	 132.7 	 301 	 209 	 193 	 4680 	-8.4 
 22.22 	 2.22 	 122.3 	 25.03 	 36 	 16.818 	 132.9 	 300 	 209 	 194 	 4679 	-8.6 
 22.42 	 2.24 	 122.1 	 25.15 	 36 	 16.846 	 133.4 	 300 	 209 	 193 	 4678 	-8.3 
