时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,127.0,21.85,21.884,301.0,214.0,199.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,126.9,21.97,21.886,301.0,213.0,199.0,1.6976527263135142,3.333333333331486e-06,-0.0001666666666666572,-1.0,0.0
0.4,0.04,127.0,21.91,21.895,300.0,213.0,198.0,0.8488263631567571,1.8333333333332056e-05,0.0,-1.0,-1.0
0.61,0.06,126.9,22.11,21.916999999999998,301.0,214.0,199.0,3.6782475736793305,5.499999999999616e-05,-0.0001666666666666572,0.0,0.0
0.81,0.08,126.8,22.66,21.915,301.0,213.0,199.0,11.459155902616446,5.166666666666468e-05,-0.0003333333333333381,-1.0,0.0
1.01,0.1,127.0,23.34,21.936,301.0,213.0,199.0,21.07918801839323,8.6666666666666e-05,0.0,-1.0,0.0
1.21,0.12,126.8,23.88,21.962,300.0,214.0,199.0,28.71862528680419,0.000129999999999999,-0.0003333333333333381,0.0,0.0
1.41,0.14,126.9,25.42,22.024,301.0,214.0,198.0,50.505168607828125,0.00023333333333333428,-0.0001666666666666572,0.0,-1.0
1.62,0.16,127.0,26.11,22.044,300.0,213.0,199.0,60.266671784131006,0.0002666666666666669,0.0,-1.0,0.0
1.82,0.18,127.2,26.76,22.075,300.0,213.0,198.0,69.46229071832943,0.0003183333333333316,0.0003333333333333381,-1.0,-1.0
2.02,0.2,127.1,28.04,22.121,301.0,212.0,198.0,87.57058646567394,0.0003949999999999972,0.0001666666666666572,-2.0,-1.0
2.22,0.22,127.1,28.44,22.154,301.0,212.0,198.0,93.22942888671913,0.0004499999999999993,0.0001666666666666572,-2.0,-1.0
2.42,0.24,127.1,28.96,22.164,301.0,211.0,197.0,100.58592403407785,0.00046666666666666856,0.0001666666666666572,-3.0,-2.0
2.63,0.26,127.1,29.48,22.211,302.0,213.0,197.0,107.94241918143656,0.000544999999999997,0.0001666666666666572,-1.0,-2.0
2.83,0.28,127.2,29.41,22.214000000000002,301.0,212.0,198.0,106.95212175775364,0.0005500000000000031,0.0003333333333333381,-2.0,-1.0
