时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,124.8,21.68,19.673,301.0,212.0,197.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,124.8,21.69,19.668,301.0,212.0,197.0,0.1414710605261513,-8.333333333331675e-06,0.0,0.0,0.0
0.4,0.04,124.8,21.5,19.680999999999997,301.0,211.0,197.0,-2.5464790894703215,1.3333333333331865e-05,0.0,-1.0,0.0
0.61,0.06,124.8,21.78,19.673,300.0,212.0,198.0,1.4147106052613119,0.0,0.0,0.0,1.0
0.81,0.08,124.9,22.02,19.676,301.0,212.0,197.0,4.81001605788839,5.000000000000189e-06,0.00016666666666668086,0.0,0.0
1.01,0.1,124.9,22.87,19.686,301.0,211.0,198.0,16.83505620260939,2.1666666666669462e-05,0.00016666666666668086,-1.0,1.0
1.21,0.12,124.8,23.92,19.722,301.0,212.0,197.0,31.689517557852966,8.166666666667174e-05,0.0,0.0,0.0
1.41,0.14,125.0,24.52,19.750999999999998,301.0,211.0,197.0,40.177781189420685,0.000129999999999999,0.0003333333333333381,-1.0,0.0
1.62,0.16,124.8,25.21,19.773,301.0,212.0,197.0,49.93928436572362,0.00016666666666666905,0.0,0.0,0.0
1.82,0.18,125.0,25.68,19.808,300.0,212.0,197.0,56.58842421045168,0.0002250000000000026,0.0003333333333333381,0.0,0.0
2.02,0.2,125.0,26.95,19.824,301.0,211.0,195.0,74.55524889727008,0.0002516666666666723,0.0003333333333333381,-1.0,-2.0
2.22,0.22,125.0,27.12,19.861,301.0,211.0,196.0,76.9602569262143,0.00031333333333333734,0.0003333333333333381,-1.0,-1.0
2.42,0.24,125.0,27.62,19.863,301.0,211.0,196.0,84.03380995252076,0.0003166666666666688,0.0003333333333333381,-1.0,-1.0
2.63,0.26,125.0,27.96,19.905,301.0,211.0,196.0,88.84382601040915,0.00038666666666667144,0.0003333333333333381,-1.0,-1.0
2.83,0.28,125.0,28.15,19.906,301.0,210.0,196.0,91.53177616040557,0.0003883333333333342,0.0003333333333333381,-2.0,-1.0
3.03,0.3,125.1,28.12,19.933,300.0,211.0,196.0,91.10736297882721,0.0004333333333333359,0.0004999999999999952,-1.0,-1.0
3.23,0.32,125.2,28.23,19.936,301.0,211.0,196.0,92.66354464461463,0.00043833333333333615,0.0006666666666666762,-1.0,-1.0
3.43,0.34,125.0,28.15,19.959,301.0,211.0,196.0,91.53177616040557,0.00047666666666666896,0.0003333333333333381,-1.0,-1.0
3.64,0.36,125.0,27.98,19.951,301.0,211.0,196.0,89.1267681314614,0.0004633333333333371,0.0003333333333333381,-1.0,-1.0
3.84,0.38,125.1,28.03,19.947,301.0,210.0,196.0,89.83412343409205,0.0004566666666666682,0.0004999999999999952,-2.0,-1.0
4.04,0.4,125.0,27.97,19.948,301.0,211.0,195.0,88.98529707093525,0.0004583333333333369,0.0003333333333333381,-1.0,-2.0
4.24,0.42,125.1,27.81,19.94,301.0,210.0,196.0,86.72176010251718,0.000445000000000005,0.0004999999999999952,-2.0,-1.0
4.44,0.44,125.2,27.74,19.95,301.0,211.0,196.0,85.73146267883428,0.0004616666666666684,0.0006666666666666762,-1.0,-1.0
4.65,0.46,125.0,26.87,19.94,301.0,211.0,196.0,73.42348041306107,0.000445000000000005,0.0003333333333333381,-1.0,-1.0
4.85,0.48,125.1,26.12,19.949,301.0,210.0,196.0,62.81315087360138,0.0004600000000000056,0.0004999999999999952,-2.0,-1.0
5.05,0.5,125.2,25.41,19.930999999999997,301.0,210.0,196.0,52.76870557624619,0.0004299999999999985,0.0006666666666666762,-2.0,-1.0
5.25,0.52,125.1,24.52,19.901,301.0,210.0,196.0,40.177781189420685,0.00038000000000000257,0.0004999999999999952,-2.0,-1.0
5.45,0.54,125.1,23.05,19.875,301.0,211.0,196.0,19.38153529207971,0.0003366666666666696,0.0004999999999999952,-1.0,-1.0
5.66,0.56,125.0,22.21,19.840999999999998,300.0,210.0,195.0,7.497966207884863,0.0002799999999999988,0.0003333333333333381,-2.0,-2.0
5.86,0.58,125.0,21.74,19.819000000000003,301.0,211.0,195.0,0.8488263631567571,0.0002433333333333406,0.0003333333333333381,-1.0,-2.0
6.06,0.6,124.9,20.16,19.773,301.0,211.0,196.0,-21.50360119997163,0.00016666666666666905,0.00016666666666668086,-1.0,-1.0
6.26,0.62,124.9,19.47,19.752,300.0,211.0,196.0,-31.26510437627456,0.0001316666666666677,0.00016666666666668086,-1.0,-1.0
6.46,0.64,125.0,19.01,19.73,301.0,211.0,196.0,-37.77277316047647,9.50000000000036e-05,0.0003333333333333381,-1.0,-1.0
6.67,0.66,124.9,18.39,19.712,300.0,211.0,196.0,-46.54397891309649,6.500000000000246e-05,0.00016666666666668086,-1.0,-1.0
6.87,0.68,124.8,17.37,19.654,300.0,211.0,195.0,-60.97402708676166,-3.166666666666392e-05,0.0,-1.0,-2.0
7.07,0.7,124.8,16.73,19.641,301.0,211.0,196.0,-70.02817496043394,-5.333333333333338e-05,0.0,-1.0,-1.0
7.27,0.72,124.7,16.56,19.6,300.0,210.0,196.0,-72.43318298937815,-0.0001216666666666614,-0.0001666666666666572,-2.0,-1.0
7.47,0.74,124.8,15.68,19.546,300.0,211.0,197.0,-84.88263631567752,-0.00021166666666666483,0.0,-1.0,0.0
7.68,0.76,124.7,15.45,19.519000000000002,300.0,212.0,197.0,-88.13647070777849,-0.0002566666666666606,-0.0001666666666666572,0.0,0.0
7.88,0.78,124.8,15.19,19.517,301.0,211.0,197.0,-91.81471828145784,-0.000259999999999998,0.0,-1.0,0.0
8.08,0.8,124.8,15.36,19.473,301.0,211.0,196.0,-89.40971025251365,-0.00033333333333333213,0.0,-1.0,-1.0
8.28,0.82,124.6,14.99,19.487000000000002,300.0,212.0,197.0,-94.64413949198043,-0.000309999999999994,-0.0003333333333333381,0.0,0.0
8.48,0.84,124.7,15.05,19.451,301.0,212.0,197.0,-93.79531312882364,-0.00036999999999999625,-0.0001666666666666572,0.0,0.0
8.69,0.86,124.8,14.98,19.474,300.0,212.0,197.0,-94.78561055250654,-0.00033166666666666343,0.0,0.0,0.0
8.89,0.88,124.8,15.0,19.482,300.0,212.0,197.0,-94.5026684314543,-0.0003183333333333316,0.0,0.0,0.0
