时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 125.8 	 21.74 	 308 	 20.748 	 133.2 	 301 	 213 	 198 	 4680 	-8.3 
 .2 	 .02 	 125.9 	 21.7 	 31 	 20.747 	 133.6 	 301 	 213 	 198 	 4678 	-8.8 
 .4 	 .04 	 125.8 	 21.69 	 31 	 20.736 	 133.5 	 300 	 213 	 198 	 4679 	-8.5 
 .61 	 .06 	 126 	 21.78 	 31 	 20.743 	 133.7 	 300 	 213 	 198 	 4679 	-8.4 
 .81 	 .08 	 125.9 	 21.77 	 31 	 20.74 	 132.7 	 300 	 213 	 199 	 4679 	-7.8 
 1.01 	 .1 	 125.8 	 21.76 	 31 	 20.742 	 132.5 	 301 	 213 	 198 	 4679 	-8.6 
 1.21 	 .12 	 125.9 	 22.15 	 31 	 20.739 	 133.2 	 300 	 213 	 198 	 4680 	-8.5 
 1.41 	 .14 	 125.9 	 22.14 	 32 	 20.75 	 133.7 	 301 	 213 	 198 	 4679 	-8.5 
 1.62 	 .16 	 125.9 	 22.29 	 32 	 20.745 	 133.8 	 300 	 213 	 198 	 4682 	-8.6 
 1.82 	 .18 	 125.8 	 22.4 	 32 	 20.754 	 133.5 	 301 	 213 	 197 	 4677 	-8.5 
 2.02 	 .2 	 125.9 	 22.65 	 32 	 20.764 	 132.6 	 300 	 213 	 198 	 4677 	-8.3 
 2.22 	 .22 	 125.9 	 22.93 	 33 	 20.78 	 132.9 	 301 	 213 	 198 	 4679 	-8.6 
 2.42 	 .24 	 125.9 	 23.17 	 33 	 20.776 	 133.1 	 301 	 213 	 198 	 4682 	-8.6 
 2.63 	 .26 	 125.9 	 23.27 	 33 	 20.781 	 133.6 	 301 	 213 	 198 	 4680 	-8 
 2.83 	 .28 	 125.8 	 23.41 	 34 	 20.791 	 133.4 	 301 	 213 	 197 	 4679 	-8.6 
 3.03 	 .3 	 125.9 	 23.53 	 33 	 20.789 	 133.1 	 300 	 213 	 198 	 4679 	-8.5 
 3.23 	 .32 	 126 	 23.67 	 33 	 20.793 	 131.9 	 301 	 212 	 199 	 4678 	-8.5 
 3.43 	 .34 	 125.8 	 23.54 	 33 	 20.801 	 132.4 	 300 	 212 	 198 	 4681 	-8.9 
 3.64 	 .36 	 126 	 23.64 	 34 	 20.801 	 133.2 	 301 	 213 	 198 	 4676 	-8.1 
 3.84 	 .38 	 125.8 	 23.56 	 33 	 20.808 	 133.6 	 300 	 212 	 198 	 4679 	-8.4 
 4.04 	 .4 	 126 	 23.74 	 33 	 20.799 	 133.2 	 301 	 213 	 198 	 4678 	-8.1 
 4.24 	 .42 	 126 	 23.68 	 34 	 20.812 	 133.3 	 301 	 213 	 198 	 4679 	-8.1 
 4.44 	 .44 	 126 	 23.84 	 34 	 20.802 	 132.3 	 301 	 214 	 197 	 4677 	-8.6 
 4.65 	 .46 	 125.8 	 23.5 	 33 	 20.804 	 132.9 	 300 	 214 	 198 	 4675 	-8.3 
 4.85 	 .48 	 125.9 	 23.82 	 34 	 20.799 	 133.4 	 300 	 212 	 198 	 4682 	-8.5 
 5.05 	 .5 	 125.9 	 23.47 	 33 	 20.794 	 133.6 	 301 	 212 	 198 	 4681 	-8.5 
 5.25 	 .52 	 125.8 	 23.44 	 33 	 20.799 	 133.6 	 301 	 212 	 198 	 4679 	-8.5 
 5.45 	 .54 	 125.9 	 23.27 	 32 	 20.788 	 133.3 	 301 	 213 	 198 	 4680 	-9 
 5.66 	 .56 	 125.8 	 22.83 	 32 	 20.789 	 132.9 	 301 	 213 	 198 	 4681 	-8.3 
 5.86 	 .58 	 125.9 	 22.56 	 31 	 20.778 	 132.8 	 301 	 213 	 198 	 4678 	-8.4 
 6.06 	 .6 	 125.9 	 22.4 	 32 	 20.794 	 133.1 	 301 	 213 	 198 	 4677 	-8.6 
 6.26 	 .62 	 125.9 	 21.98 	 31 	 20.777 	 133.6 	 301 	 212 	 198 	 4682 	-8.3 
 6.46 	 .64 	 125.9 	 21.71 	 29 	 20.778 	 133.9 	 300 	 213 	 198 	 4678 	-8.5 
 6.67 	 .66 	 125.9 	 21.27 	 30 	 20.78 	 133 	 301 	 213 	 198 	 4679 	-8.8 
 6.87 	 .68 	 125.9 	 21.05 	 29 	 20.768 	 132.6 	 300 	 213 	 198 	 4683 	-8.5 
 7.07 	 .7 	 126 	 20.76 	 29 	 20.756 	 132.4 	 301 	 213 	 198 	 4680 	-8.8 
 7.27 	 .72 	 125.9 	 20.51 	 29 	 20.75 	 132.7 	 300 	 213 	 198 	 4683 	-8.3 
 7.47 	 .74 	 125.7 	 20.38 	 27 	 20.744 	 133.2 	 301 	 212 	 197 	 4678 	-8.6 
