时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 101.4 	 21.23 	 300 	-7.011 	 36.9 	 300 	 239 	 219 	 6410 	-8.3 
 .2 	 .02 	 101.4 	 21.19 	 31 	-7.023 	 37.3 	 300 	 238 	 219 	 6411 	-8 
 .4 	 .04 	 101.3 	 21.25 	 30 	-7.023 	 37.3 	 300 	 239 	 219 	 6409 	-8.3 
 .61 	 .06 	 101.4 	 21.49 	 31 	-7.02 	 37 	 300 	 239 	 219 	 6409 	-8.3 
 .81 	 .08 	 101.3 	 22.31 	 32 	-7.024 	 36.4 	 300 	 238 	 219 	 6411 	-8.4 
 1.01 	 .1 	 101.4 	 22.67 	 33 	-7.017 	 36.4 	 300 	 239 	 219 	 6408 	-8 
 1.21 	 .12 	 101.4 	 23.19 	 33 	-7.029 	 35.9 	 300 	 238 	 219 	 6409 	-8.3 
 1.41 	 .14 	 101.4 	 23.49 	 34 	-7.014 	 36.4 	 301 	 238 	 219 	 6409 	-8 
 1.62 	 .16 	 101.6 	 24.01 	 34 	-7.024 	 36.3 	 300 	 238 	 218 	 6408 	-8.3 
 1.82 	 .18 	 101.6 	 24.11 	 35 	-7.003 	 36.4 	 301 	 238 	 218 	 6409 	-8.3 
 2.02 	 .2 	 101.7 	 24.21 	 35 	-6.968 	 36.9 	 301 	 238 	 218 	 6411 	-8.4 
 2.22 	 .22 	 101.9 	 24.51 	 35 	-6.9 	 37.2 	 301 	 237 	 218 	 6409 	-8.6 
 2.42 	 .24 	 102 	 24.64 	 35 	-6.854 	 37.4 	 301 	 237 	 218 	 6410 	-8 
 2.63 	 .26 	 102.1 	 24.86 	 36 	-6.827 	 37.3 	 301 	 237 	 218 	 6409 	-8.1 
 2.83 	 .28 	 102.2 	 24.97 	 36 	-6.776 	 37.1 	 301 	 237 	 218 	 6408 	-8 
 3.03 	 .3 	 102.5 	 25.32 	 36 	-6.677 	 36.7 	 301 	 237 	 217 	 6409 	-8.3 
 3.23 	 .32 	 102.7 	 25.37 	 36 	-6.642 	 36.6 	 301 	 237 	 217 	 6410 	-8.3 
 3.43 	 .34 	 102.7 	 25.42 	 36 	-6.587 	 36 	 301 	 237 	 217 	 6410 	-8 
 3.64 	 .36 	 103 	 25.53 	 36 	-6.51 	 35.9 	 301 	 236 	 217 	 6410 	-8.3 
 3.84 	 .38 	 103 	 25.48 	 35 	-6.482 	 36.5 	 301 	 236 	 217 	 6409 	-8 
