,时间,振次,轴位移,力,变形,围压,孔压,反压
0,0.0,0.0,101.4,21.23,-7.011,300,239,219
1,0.2,0.02,101.4,21.19,-7.023,300,238,219
2,0.4,0.04,101.3,21.25,-7.023,300,239,219
3,0.61,0.06,101.4,21.49,-7.02,300,239,219
4,0.81,0.08,101.3,22.31,-7.024,300,238,219
5,1.01,0.1,101.4,22.67,-7.017,300,239,219
6,1.21,0.12,101.4,23.19,-7.029,300,238,219
7,1.41,0.14,101.4,23.49,-7.013999999999999,301,238,219
8,1.62,0.16,101.6,24.01,-7.024,300,238,218
9,1.82,0.18,101.6,24.11,-7.002999999999999,301,238,218
10,2.02,0.2,101.7,24.21,-6.968,301,238,218
11,2.22,0.22,101.9,24.51,-6.9,301,237,218
12,2.42,0.24,102.0,24.64,-6.854,301,237,218
13,2.63,0.26,102.1,24.86,-6.827000000000001,301,237,218
14,2.83,0.28,102.2,24.97,-6.776,301,237,218
15,3.03,0.3,102.5,25.32,-6.6770000000000005,301,237,217
16,3.23,0.32,102.7,25.37,-6.642,301,237,217
17,3.43,0.34,102.7,25.42,-6.587000000000001,301,237,217
18,3.64,0.36,103.0,25.53,-6.51,301,236,217
19,3.84,0.38,103.0,25.48,-6.482,301,236,217
20,4.04,0.4,103.1,25.44,-6.446000000000001,301,236,217
21,4.24,0.42,103.2,25.24,-6.405,301,237,217
22,4.44,0.44,103.1,25.04,-6.397,300,236,217
23,4.65,0.46,103.2,24.66,-6.391,300,237,217
24,4.85,0.48,103.2,24.5,-6.385,301,236,217
25,5.05,0.5,103.3,24.17,-6.376,301,237,217
26,5.25,0.52,103.2,23.86,-6.381,300,236,217
27,5.45,0.54,103.2,23.79,-6.379,300,236,217
28,5.66,0.56,103.2,22.84,-6.369,301,237,217
29,5.86,0.58,103.2,22.25,-6.372000000000001,300,237,217
30,6.06,0.6,103.2,21.59,-6.38,300,237,218
31,6.26,0.62,103.2,20.87,-6.397,300,237,217
32,6.46,0.64,103.1,19.54,-6.4079999999999995,300,237,217
33,6.67,0.66,103.1,18.91,-6.417999999999999,300,237,217
34,6.87,0.68,103.1,18.34,-6.4270000000000005,300,237,217
35,7.07,0.7,103.1,17.35,-6.439,300,236,217
36,7.27,0.72,103.1,16.92,-6.447,300,237,217
37,7.47,0.74,103.1,16.67,-6.456,300,237,217
38,7.68,0.76,103.1,16.29,-6.456,299,237,218
39,7.88,0.78,103.0,15.91,-6.457000000000001,300,237,218
40,8.08,0.8,103.1,15.82,-6.4670000000000005,299,237,218
41,8.28,0.82,103.0,15.67,-6.48,299,237,218
42,8.48,0.84,103.0,15.69,-6.478,299,237,218
43,8.69,0.86,103.0,15.64,-6.48,299,237,218
44,8.89,0.88,103.0,15.68,-6.483,299,237,219
45,9.09,0.9,103.1,15.74,-6.478,299,237,218
46,9.29,0.92,103.0,15.82,-6.483,299,237,218
47,9.49,0.94,103.0,16.2,-6.481,300,237,218
48,9.7,0.96,103.1,16.95,-6.474,300,237,218
49,9.9,0.99,103.0,18.01,-6.468999999999999,300,238,218
50,10.1,1.01,103.0,18.72,-6.462999999999999,300,238,218
51,10.3,1.03,103.0,19.5,-6.449,300,238,218
52,10.5,1.05,103.1,20.94,-6.422000000000001,299,237,218
53,10.71,1.07,103.3,21.77,-6.4079999999999995,299,238,219
54,10.91,1.09,103.2,22.39,-6.398,300,238,218
55,11.11,1.11,103.2,23.07,-6.395,299,238,219
56,11.31,1.13,103.2,24.11,-6.365,300,238,218
57,11.51,1.15,103.2,24.62,-6.337999999999999,299,238,219
58,11.72,1.17,103.2,24.92,-6.321000000000001,299,238,218
59,11.92,1.19,103.3,25.57,-6.28,300,237,217
60,12.12,1.21,103.5,25.7,-6.247999999999999,299,237,218
61,12.32,1.23,103.5,25.94,-6.207999999999999,300,237,218
62,12.52,1.25,103.6,26.12,-6.132999999999999,300,236,217
63,12.73,1.27,103.8,26.19,-6.103,300,236,217
64,12.93,1.29,103.8,26.33,-6.055,301,236,217
65,13.13,1.31,103.9,26.47,-6.021,301,236,217
66,13.33,1.33,103.9,26.5,-5.949,300,235,217
67,13.53,1.35,104.1,26.53,-5.901,301,236,217
68,13.74,1.37,104.1,26.52,-5.877999999999999,301,236,217
69,13.94,1.39,104.3,26.2,-5.821000000000001,300,236,216
70,14.14,1.41,104.3,26.03,-5.807,300,236,216
71,14.34,1.43,104.2,25.85,-5.803,300,236,217
72,14.54,1.45,104.3,25.61,-5.792999999999999,300,236,216
73,14.75,1.47,104.3,25.16,-5.784,300,236,217
74,14.95,1.49,104.2,24.93,-5.787000000000001,300,236,217
75,15.15,1.51,104.3,24.74,-5.781000000000001,300,236,217
76,15.35,1.53,104.3,24.07,-5.785,300,236,217
77,15.55,1.55,104.4,23.28,-5.779,300,236,216
78,15.76,1.57,104.2,22.67,-5.792999999999999,300,236,217
79,15.96,1.59,104.3,21.92,-5.809,300,236,217
80,16.16,1.61,104.2,20.41,-5.832999999999999,300,236,216
81,16.36,1.63,104.2,19.7,-5.845,300,237,217
82,16.56,1.65,104.2,18.95,-5.857,300,236,217
83,16.77,1.67,104.2,17.97,-5.876,299,236,217
84,16.97,1.69,104.2,17.47,-5.895,300,236,218
85,17.17,1.71,104.1,17.02,-5.905,299,236,217
86,17.37,1.73,104.1,16.61,-5.902,299,236,217
87,17.57,1.75,104.2,16.02,-5.932,299,237,218
88,17.78,1.77,104.1,15.84,-5.931,300,236,217
89,17.98,1.79,104.2,15.79,-5.942,299,237,217
90,18.18,1.81,104.1,15.46,-5.96,299,238,217
91,18.38,1.83,104.1,15.41,-5.947,299,237,217
92,18.58,1.85,104.2,15.52,-5.947,299,237,217
93,18.79,1.87,104.1,15.5,-5.956,298,237,218
94,18.99,1.9,104.1,15.5,-5.9510000000000005,299,237,218
95,19.19,1.92,104.1,15.43,-5.952000000000001,299,237,218
96,19.39,1.94,104.2,15.72,-5.959,299,237,218
97,19.59,1.96,104.1,16.72,-5.945,299,237,217
98,19.8,1.98,104.2,17.32,-5.94,299,237,218
99,20.0,2.0,104.2,17.97,-5.932,299,238,218
100,20.2,2.02,104.2,19.38,-5.903,299,237,218
101,20.4,2.04,104.2,19.98,-5.879,299,238,218
102,20.6,2.06,104.3,20.97,-5.882000000000001,299,237,218
103,20.81,2.08,104.3,21.7,-5.846,300,237,218
104,21.01,2.1,104.4,23.1,-5.827000000000001,299,237,218
105,21.21,2.12,104.3,23.78,-5.812,299,237,218
106,21.41,2.14,104.3,24.41,-5.787999999999999,299,238,218
107,21.61,2.16,104.5,25.29,-5.749,300,237,218
108,21.82,2.18,104.4,25.6,-5.721,299,237,218
109,22.02,2.2,104.5,26.04,-5.7010000000000005,299,237,218
110,22.22,2.22,104.6,26.44,-5.643,300,237,217
111,22.42,2.24,104.7,26.55,-5.603,300,236,217
112,22.62,2.26,104.6,26.71,-5.577000000000001,300,236,217
113,22.83,2.28,104.6,26.82,-5.535,301,236,216
114,23.03,2.3,104.9,26.97,-5.478,300,235,217
115,23.23,2.32,104.8,26.97,-5.434,300,236,216
116,23.43,2.34,104.9,26.98,-5.404,300,236,216
117,23.63,2.36,104.9,26.78,-5.355,300,236,216
118,23.84,2.38,104.9,26.59,-5.345,301,235,216
119,24.04,2.4,104.9,26.39,-5.335,300,236,216
120,24.24,2.42,105.1,26.24,-5.312,300,236,217
121,24.44,2.44,105.0,25.8,-5.308,300,236,217
122,24.64,2.46,105.1,25.62,-5.31,300,236,216
123,24.85,2.48,105.0,25.42,-5.3,300,236,217
124,25.05,2.5,105.1,25.12,-5.303999999999999,300,235,217
125,25.25,2.52,104.9,24.38,-5.319,300,236,217
126,25.45,2.54,105.1,23.73,-5.318,300,236,217
127,25.65,2.56,105.0,22.25,-5.348,300,236,216
128,25.86,2.58,105.0,21.53,-5.36,299,236,217
129,26.06,2.6,105.1,20.7,-5.375,299,236,217
130,26.26,2.62,105.0,19.99,-5.385,300,236,217
131,26.46,2.64,104.9,18.7,-5.417999999999999,300,236,217
132,26.66,2.66,104.9,18.09,-5.4270000000000005,299,236,217
133,26.87,2.68,105.0,17.65,-5.446000000000001,300,237,217
134,27.07,2.7,104.8,16.72,-5.484,299,237,217
135,27.27,2.72,104.9,16.43,-5.497000000000001,300,237,217
136,27.47,2.74,104.8,16.02,-5.501,299,236,218
137,27.67,2.76,104.8,15.76,-5.513999999999999,299,237,218
138,27.88,2.78,104.8,15.41,-5.53,300,237,218
139,28.08,2.8,104.7,15.35,-5.5360000000000005,300,237,218
140,28.28,2.82,104.8,15.24,-5.532,300,237,218
141,28.48,2.84,104.8,15.19,-5.541,299,237,218
142,28.68,2.86,104.7,15.17,-5.541,299,237,218
143,28.89,2.89,104.8,15.39,-5.5520000000000005,299,237,218
144,29.09,2.91,104.8,15.25,-5.556,299,237,218
145,29.29,2.93,104.8,15.51,-5.546,299,237,218
146,29.49,2.95,104.8,16.13,-5.5489999999999995,300,237,218
147,29.69,2.97,104.8,16.67,-5.54,300,237,218
148,29.9,2.99,104.8,17.8,-5.513,299,237,218
149,30.1,3.01,104.9,18.55,-5.502000000000001,300,238,218
150,30.3,3.03,104.8,19.24,-5.472,299,237,218
151,30.5,3.05,104.8,20.86,-5.438,299,237,218
152,30.7,3.07,104.8,21.7,-5.419,300,238,218
153,30.91,3.09,105.0,22.32,-5.395,299,238,219
154,31.11,3.11,104.9,23.06,-5.377000000000001,299,237,218
155,31.31,3.13,105.0,24.32,-5.327999999999999,300,237,218
156,31.51,3.15,105.1,24.84,-5.303999999999999,300,237,218
157,31.71,3.17,104.9,25.36,-5.29,299,237,218
158,31.92,3.19,105.1,26.01,-5.24,299,237,218
159,32.12,3.21,105.1,26.4,-5.215,300,237,218
160,32.32,3.23,105.1,26.75,-5.187,300,237,217
161,32.52,3.25,105.2,27.0,-5.12,300,236,217
162,32.72,3.27,105.3,27.12,-5.092,300,236,217
163,32.93,3.29,105.2,27.29,-5.067,300,236,217
164,33.13,3.31,105.3,27.21,-5.038,300,237,217
165,33.33,3.33,105.3,27.11,-4.986000000000001,301,236,217
166,33.53,3.35,105.3,27.14,-4.967,301,236,217
167,33.73,3.37,105.3,26.91,-4.949,301,236,217
168,33.94,3.39,105.5,26.57,-4.926,300,236,217
169,34.14,3.41,105.3,26.44,-4.926,300,236,217
170,34.34,3.43,105.4,26.25,-4.922,300,236,217
171,34.54,3.45,105.5,26.13,-4.923,300,236,217
172,34.74,3.47,105.3,25.79,-4.921,300,236,217
173,34.95,3.49,105.4,25.55,-4.913,300,236,217
174,35.15,3.51,105.4,24.88,-4.9110000000000005,300,236,217
175,35.35,3.53,105.4,23.52,-4.937,300,236,217
176,35.55,3.55,105.3,22.81,-4.9510000000000005,300,236,217
177,35.75,3.57,105.4,21.93,-4.966,299,236,217
178,35.96,3.59,105.4,21.18,-4.974,300,236,217
179,36.16,3.61,105.3,19.92,-5.015,300,236,217
180,36.36,3.63,105.4,19.18,-5.03,300,236,217
181,36.56,3.65,105.2,18.62,-5.056,300,236,217
182,36.76,3.67,105.4,17.38,-5.086,300,237,217
183,36.97,3.69,105.4,17.02,-5.106,300,237,217
184,37.17,3.71,105.3,16.48,-5.122000000000001,300,237,217
185,37.37,3.73,105.2,16.16,-5.149,300,237,217
186,37.57,3.75,105.3,15.66,-5.1610000000000005,300,237,218
187,37.77,3.77,105.2,15.37,-5.164,299,237,217
188,37.98,3.79,105.1,15.22,-5.172000000000001,299,237,218
189,38.18,3.81,105.1,15.15,-5.182,299,237,218
190,38.38,3.83,105.2,15.12,-5.187,299,237,218
191,38.58,3.86,105.2,15.26,-5.19,299,238,218
192,38.78,3.88,105.2,15.21,-5.193,299,237,218
193,38.99,3.9,105.2,15.11,-5.192,299,237,218
194,39.19,3.92,105.2,15.14,-5.193,299,238,218
195,39.39,3.94,105.2,15.47,-5.189,299,238,218
196,39.59,3.96,105.2,16.56,-5.181,300,237,218
197,39.79,3.98,105.2,17.09,-5.166,299,237,219
198,40.0,4.0,105.2,17.75,-5.152,299,238,218
199,40.2,4.02,105.3,19.18,-5.121,300,238,219
200,40.4,4.04,105.3,20.02,-5.087,300,238,219
201,40.6,4.06,105.4,20.79,-5.067,300,238,218
202,40.8,4.08,105.3,22.28,-5.031000000000001,300,238,219
203,41.01,4.1,105.4,23.0,-4.993,300,238,218
204,41.21,4.12,105.5,23.75,-4.965,299,238,218
205,41.41,4.14,105.4,24.29,-4.955,300,238,218
206,41.61,4.16,105.4,25.47,-4.908,300,238,218
207,41.81,4.18,105.6,25.81,-4.881,300,237,218
208,42.02,4.2,105.5,26.32,-4.865,300,238,218
209,42.22,4.22,105.5,26.8,-4.805,300,237,218
210,42.42,4.24,105.6,26.99,-4.776,300,237,217
211,42.62,4.26,105.6,27.16,-4.757,300,237,217
212,42.82,4.28,105.6,27.3,-4.725,300,237,217
213,43.03,4.3,105.6,27.32,-4.678999999999999,301,236,217
214,43.23,4.32,105.7,27.22,-4.648,300,236,217
215,43.43,4.34,105.7,27.29,-4.632,300,237,217
216,43.63,4.36,105.7,27.08,-4.602,300,236,217
217,43.83,4.38,105.8,26.8,-4.578,300,237,217
218,44.04,4.4,105.7,26.71,-4.583,301,236,217
219,44.24,4.42,105.8,26.35,-4.581,300,236,217
220,44.44,4.44,105.7,26.21,-4.577,300,237,217
221,44.64,4.46,105.8,26.02,-4.578,301,236,217
222,44.84,4.48,105.8,25.95,-4.572,300,237,217
223,45.05,4.5,105.7,24.71,-4.577,300,236,217
224,45.25,4.52,105.8,24.21,-4.595,300,237,217
225,45.45,4.54,105.8,23.37,-4.603,300,236,218
226,45.65,4.56,105.8,21.96,-4.638,300,237,217
227,45.85,4.58,105.7,21.19,-4.6610000000000005,300,236,217
228,46.06,4.6,105.8,20.37,-4.671,300,236,217
229,46.26,4.62,105.9,19.65,-4.6930000000000005,300,237,218
230,46.46,4.64,105.7,18.51,-4.739,300,236,217
231,46.66,4.66,105.7,17.87,-4.748,300,237,217
232,46.86,4.68,105.7,17.28,-4.769,300,237,218
233,47.07,4.7,105.6,16.48,-4.802,300,237,218
234,47.27,4.72,105.8,16.16,-4.814,299,237,218
235,47.47,4.74,105.7,15.77,-4.831,300,237,218
236,47.67,4.76,105.6,15.52,-4.849,300,237,218
237,47.87,4.78,105.7,15.29,-4.861000000000001,299,237,218
238,48.08,4.8,105.6,15.07,-4.874,300,238,218
239,48.28,4.82,105.6,15.02,-4.865,300,237,218
240,48.48,4.85,105.7,15.01,-4.882,299,237,218
241,48.68,4.87,105.6,15.12,-4.879,299,238,218
242,48.88,4.89,105.6,15.13,-4.8839999999999995,299,238,218
243,49.09,4.91,105.6,15.15,-4.881,299,237,218
244,49.29,4.93,105.7,15.35,-4.881,300,238,219
245,49.49,4.95,105.6,15.99,-4.883,299,238,218
246,49.69,4.97,105.6,16.4,-4.862,299,238,218
247,49.89,4.99,105.6,17.68,-4.836,300,238,218
248,50.1,5.01,105.7,18.62,-4.82,299,238,219
249,50.3,5.03,105.6,19.18,-4.7989999999999995,299,238,219
250,50.5,5.05,105.7,20.73,-4.748,299,238,218
251,50.7,5.07,105.7,21.59,-4.71,300,238,219
252,50.9,5.09,105.7,22.21,-4.691,300,238,219
253,51.11,5.11,105.8,23.05,-4.662,300,238,218
254,51.31,5.13,105.9,24.38,-4.619,300,238,218
255,51.51,5.15,105.7,24.91,-4.606,300,238,219
256,51.71,5.17,105.9,25.49,-4.579,300,238,218
257,51.91,5.19,105.9,26.27,-4.522,300,238,218
258,52.12,5.21,105.9,26.59,-4.511,300,237,218
259,52.32,5.23,106.0,26.91,-4.48,300,237,218
260,52.52,5.25,106.0,27.2,-4.426,300,237,218
261,52.72,5.27,106.0,27.41,-4.415,300,237,218
262,52.92,5.29,106.0,27.44,-4.375,301,237,217
263,53.13,5.31,106.1,27.46,-4.356,300,237,218
264,53.33,5.33,106.1,27.38,-4.319,300,237,217
265,53.53,5.35,106.1,27.17,-4.293,300,236,217
266,53.73,5.37,106.2,27.03,-4.288,301,236,217
267,53.93,5.39,106.2,26.83,-4.284,300,237,217
268,54.14,5.41,106.2,26.7,-4.276,301,237,217
269,54.34,5.43,106.2,26.44,-4.287,300,236,217
270,54.54,5.45,106.1,26.35,-4.277,300,236,217
271,54.74,5.47,106.3,25.94,-4.262,300,237,218
272,54.94,5.49,106.1,25.45,-4.277,300,236,217
273,55.15,5.51,106.2,24.67,-4.289,300,237,217
274,55.35,5.53,106.2,23.36,-4.31,300,237,217
275,55.55,5.55,106.1,22.58,-4.33,300,237,217
276,55.75,5.57,106.2,21.77,-4.34,300,237,217
277,55.95,5.59,106.1,21.1,-4.365,300,237,217
278,56.16,5.61,106.2,19.7,-4.402,300,236,217
279,56.36,5.63,106.1,19.04,-4.421,300,236,217
280,56.56,5.65,106.1,18.43,-4.442,300,237,217
281,56.76,5.67,106.0,17.17,-4.48,300,237,218
282,56.96,5.69,106.0,16.83,-4.502,300,237,218
283,57.17,5.71,105.9,16.31,-4.525,300,237,218
284,57.37,5.73,106.1,15.67,-4.543,300,238,218
285,57.57,5.75,105.9,15.51,-4.551,299,237,219
286,57.77,5.77,105.9,15.33,-4.569,300,238,218
287,57.97,5.79,106.1,15.19,-4.573,300,238,218
288,58.18,5.81,106.0,14.89,-4.593999999999999,300,238,218
289,58.38,5.84,106.0,15.05,-4.593999999999999,299,238,219
290,58.58,5.86,106.0,14.9,-4.588,299,238,219
291,58.78,5.88,105.9,15.05,-4.599,299,238,218
292,58.98,5.9,105.9,14.95,-4.5969999999999995,299,238,219
293,59.19,5.92,106.0,15.05,-4.5969999999999995,300,237,219
294,59.39,5.94,105.9,15.44,-4.5969999999999995,299,238,218
295,59.59,5.96,106.0,16.45,-4.588,300,238,219
296,59.79,5.98,106.1,17.06,-4.57,299,238,219
297,59.99,6.0,105.9,17.67,-4.556,300,239,219
298,60.2,6.02,105.9,19.12,-4.502,300,238,219
299,60.4,6.04,106.1,19.87,-4.484,300,238,219
300,60.6,6.06,106.1,20.73,-4.459,300,238,219
301,60.8,6.08,106.1,21.57,-4.44,299,238,218
302,61.0,6.1,106.2,23.03,-4.376,300,238,219
303,61.21,6.12,106.2,23.64,-4.362,300,238,218
304,61.41,6.14,106.1,24.34,-4.331,299,238,218
305,61.61,6.16,106.2,25.49,-4.287,300,238,218
306,61.81,6.18,106.3,26.06,-4.269,300,238,218
307,62.01,6.2,106.2,26.28,-4.24,299,238,218
308,62.22,6.22,106.3,27.02,-4.196000000000001,300,237,218
309,62.42,6.24,106.3,27.22,-4.18,300,237,218
310,62.62,6.26,106.3,27.41,-4.148,300,237,218
311,62.82,6.28,106.3,27.43,-4.133,300,237,217
312,63.02,6.3,106.3,27.55,-4.087,300,237,218
313,63.23,6.32,106.3,27.49,-4.062,300,237,217
314,63.43,6.34,106.4,27.42,-4.053,301,237,217
315,63.63,6.36,106.3,27.22,-4.037,301,237,217
316,63.83,6.38,106.4,27.03,-4.023,300,237,218
317,64.03,6.4,106.5,26.88,-4.02,300,237,217
318,64.24,6.42,106.5,26.65,-4.023,300,237,217
319,64.44,6.44,106.5,26.47,-4.015,301,236,218
320,64.64,6.46,106.4,26.23,-4.0169999999999995,300,237,217
321,64.84,6.48,106.5,25.93,-4.013999999999999,300,237,217
322,65.04,6.5,106.4,24.65,-4.0280000000000005,300,236,218
323,65.25,6.52,106.5,24.01,-4.04,300,237,217
324,65.45,6.54,106.5,23.13,-4.055,300,237,217
325,65.65,6.56,106.4,21.66,-4.088,300,237,218
326,65.85,6.58,106.4,21.02,-4.113,300,237,217
327,66.05,6.6,106.4,20.18,-4.128,300,237,218
328,66.26,6.62,106.4,19.48,-4.148,300,237,217
329,66.46,6.64,106.3,18.33,-4.2,300,237,217
330,66.66,6.66,106.3,17.75,-4.213,299,237,218
331,66.86,6.68,106.2,17.27,-4.225,300,238,218
332,67.06,6.7,106.3,16.34,-4.271,300,238,218
333,67.27,6.72,106.3,16.05,-4.283,299,237,218
334,67.47,6.74,106.2,15.67,-4.293,299,237,218
335,67.67,6.76,106.3,15.42,-4.308,300,237,218
336,67.87,6.78,106.3,15.06,-4.33,299,238,218
337,68.07,6.8,106.1,15.01,-4.337,300,238,218
338,68.28,6.82,106.2,14.94,-4.342,300,238,219
339,68.48,6.85,106.3,14.93,-4.357,299,238,219
340,68.68,6.87,106.3,14.95,-4.348,299,238,218
341,68.88,6.89,106.3,15.04,-4.35,299,238,219
342,69.08,6.91,106.2,15.05,-4.35,299,238,219
343,69.29,6.93,106.2,15.3,-4.349,300,238,219
344,69.49,6.95,106.2,15.9,-4.349,300,238,219
345,69.69,6.97,106.2,16.45,-4.342,299,238,218
346,69.89,6.99,106.2,17.57,-4.303,300,238,219
347,70.09,7.01,106.2,18.29,-4.276,300,239,219
348,70.3,7.03,106.3,19.12,-4.255,299,238,219
349,70.5,7.05,106.3,20.62,-4.205,299,238,219
350,70.7,7.07,106.3,21.51,-4.177,300,238,219
351,70.9,7.09,106.3,22.22,-4.146,299,239,219
352,71.1,7.11,106.4,22.96,-4.129,300,238,219
353,71.31,7.13,106.4,24.3,-4.071000000000001,300,238,219
354,71.51,7.15,106.5,24.96,-4.052,300,238,219
355,71.71,7.17,106.4,25.52,-4.033,300,238,218
356,71.91,7.19,106.4,26.35,-3.99,300,238,218
357,72.11,7.21,106.5,26.72,-3.958,300,237,218
358,72.32,7.23,106.6,26.99,-3.931,300,237,218
359,72.52,7.25,106.5,27.32,-3.897,300,237,218
360,72.72,7.27,106.6,27.46,-3.883,300,237,217
361,72.92,7.29,106.7,27.54,-3.8569999999999998,300,237,218
362,73.12,7.31,106.6,27.55,-3.841,300,237,218
363,73.33,7.33,106.6,27.45,-3.806,300,237,217
364,73.53,7.35,106.6,27.22,-3.7960000000000003,300,237,217
365,73.73,7.37,106.7,27.17,-3.793,300,237,218
366,73.93,7.39,106.7,26.91,-3.782,301,237,217
367,74.13,7.41,106.7,26.75,-3.787,300,237,218
368,74.34,7.43,106.6,26.59,-3.775,300,237,217
369,74.54,7.45,106.6,26.38,-3.7769999999999997,300,237,218
370,74.74,7.47,106.7,25.98,-3.765,300,237,218
371,74.94,7.49,106.8,25.29,-3.775,300,237,218
372,75.14,7.51,106.6,24.56,-3.787,300,237,217
373,75.35,7.53,106.6,23.18,-3.8160000000000003,300,237,218
374,75.55,7.55,106.6,22.43,-3.843,300,237,218
375,75.75,7.57,106.6,21.8,-3.847,300,237,218
376,75.95,7.59,106.7,20.98,-3.87,300,237,218
377,76.15,7.61,106.5,19.47,-3.909,300,237,218
378,76.36,7.63,106.6,18.85,-3.929,299,237,218
379,76.56,7.65,106.6,18.34,-3.95,300,237,218
380,76.76,7.67,106.5,17.28,-3.9939999999999998,300,238,218
381,76.96,7.69,106.5,16.67,-4.0169999999999995,300,237,218
382,77.16,7.71,106.5,16.25,-4.023,299,238,218
383,77.37,7.73,106.4,15.75,-4.058,300,237,218
384,77.57,7.75,106.5,15.35,-4.065,299,238,218
385,77.77,7.77,106.5,15.32,-4.086,300,238,219
386,77.97,7.79,106.5,15.2,-4.0969999999999995,300,237,218
387,78.17,7.81,106.5,14.95,-4.1080000000000005,299,238,219
388,78.38,7.84,106.5,14.77,-4.107,299,238,218
389,78.58,7.86,106.4,14.93,-4.113,299,237,219
390,78.78,7.88,106.4,15.04,-4.117,300,238,218
391,78.98,7.9,106.5,14.99,-4.115,299,238,219
392,79.18,7.92,106.5,15.01,-4.115,299,238,219
393,79.39,7.94,106.5,15.42,-4.12,300,238,219
394,79.59,7.96,106.5,16.43,-4.096,299,238,219
395,79.79,7.98,106.5,17.0,-4.078,299,238,219
396,79.99,8.0,106.4,17.6,-4.071000000000001,299,238,219
397,80.19,8.02,106.5,19.11,-4.026,299,238,219
398,80.4,8.04,106.5,19.88,-3.995,299,238,219
399,80.6,8.06,106.4,20.69,-3.971,299,238,219
400,80.8,8.08,106.6,22.31,-3.918,300,238,219
401,81.0,8.1,106.6,22.88,-3.885,300,239,219
402,81.2,8.12,106.6,23.7,-3.862,300,238,219
403,81.41,8.14,106.6,24.39,-3.8360000000000003,300,238,219
404,81.61,8.16,106.7,25.63,-3.7960000000000003,300,238,219
405,81.81,8.18,106.7,26.04,-3.7739999999999996,300,238,218
406,82.01,8.2,106.7,26.46,-3.7510000000000003,300,238,219
407,82.21,8.22,106.6,26.95,-3.705,300,238,219
408,82.42,8.24,106.8,27.2,-3.6860000000000004,299,237,219
409,82.62,8.26,106.7,27.33,-3.665,301,238,218
410,82.82,8.28,106.8,27.56,-3.6510000000000002,300,237,218
411,83.02,8.3,106.8,27.52,-3.6069999999999998,300,237,218
412,83.22,8.32,106.8,27.57,-3.59,300,237,218
413,83.43,8.34,106.9,27.51,-3.576,300,237,218
414,83.63,8.36,106.8,27.26,-3.5610000000000004,301,237,218
415,83.83,8.38,106.9,27.12,-3.555,300,237,217
416,84.03,8.4,106.9,27.12,-3.5660000000000003,301,237,217
417,84.23,8.42,106.8,26.98,-3.563,301,237,217
418,84.44,8.44,106.9,26.55,-3.551,300,237,218
419,84.64,8.46,106.9,26.35,-3.537,300,237,218
420,84.84,8.48,106.9,26.04,-3.553,300,237,217
421,85.04,8.5,106.9,24.63,-3.57,300,237,218
422,85.24,8.52,106.9,24.0,-3.5780000000000003,300,237,218
423,85.45,8.54,106.8,23.18,-3.589,300,237,218
424,85.65,8.56,106.9,21.63,-3.6319999999999997,300,237,218
425,85.85,8.58,106.8,20.92,-3.6519999999999997,300,238,218
426,86.05,8.6,106.8,20.17,-3.6719999999999997,300,238,218
427,86.25,8.62,106.8,19.54,-3.694,300,237,218
428,86.46,8.64,106.9,18.23,-3.7439999999999998,300,237,218
429,86.66,8.66,106.7,17.76,-3.759,300,237,218
430,86.86,8.68,106.8,17.24,-3.775,300,238,218
431,87.06,8.7,106.7,16.38,-3.8089999999999997,299,238,219
432,87.26,8.72,106.7,15.97,-3.83,299,237,218
433,87.47,8.74,106.7,15.56,-3.841,299,238,219
434,87.67,8.76,106.7,15.44,-3.8539999999999996,300,237,219
435,87.87,8.78,106.6,15.07,-3.8810000000000002,300,238,219
436,88.07,8.8,106.6,14.96,-3.886,300,238,218
437,88.27,8.82,106.7,14.97,-3.89,299,238,218
438,88.48,8.84,106.6,14.81,-3.8930000000000002,299,238,219
439,88.68,8.86,106.5,14.85,-3.8930000000000002,300,238,219
440,88.88,8.89,106.7,14.98,-3.8989999999999996,300,238,219
441,89.08,8.91,106.6,14.98,-3.906,300,238,219
442,89.28,8.93,106.7,15.28,-3.892,300,238,219
443,89.49,8.95,106.7,15.93,-3.89,300,238,219
444,89.69,8.97,106.7,16.39,-3.8760000000000003,300,238,219
445,89.89,8.99,106.6,17.54,-3.859,299,239,219
446,90.09,9.01,106.7,18.33,-3.827,300,239,219
447,90.29,9.03,106.7,19.08,-3.798,299,239,219
448,90.5,9.05,106.8,20.6,-3.7439999999999998,299,238,219
449,90.7,9.07,106.7,21.42,-3.722,300,239,219
450,90.9,9.09,106.9,22.14,-3.6919999999999997,300,238,219
451,91.1,9.11,106.7,23.01,-3.658,300,239,219
452,91.3,9.13,106.9,24.38,-3.6289999999999996,300,238,219
453,91.51,9.15,106.8,25.02,-3.5989999999999998,300,238,219
454,91.71,9.17,106.8,25.6,-3.574,300,238,219
455,91.91,9.19,106.9,26.51,-3.532,300,238,219
456,92.11,9.21,106.9,26.77,-3.515,300,238,218
457,92.31,9.23,106.9,26.99,-3.48,300,238,218
458,92.52,9.25,106.9,27.31,-3.472,300,238,219
459,92.72,9.27,107.0,27.56,-3.435,300,238,218
460,92.92,9.29,107.0,27.61,-3.406,300,237,218
461,93.12,9.31,106.9,27.61,-3.397,300,237,218
462,93.32,9.33,107.1,27.57,-3.3810000000000002,301,237,218
463,93.53,9.35,107.1,27.43,-3.363,301,237,218
464,93.73,9.37,107.0,27.31,-3.365,300,238,218
