,时间,振次,轴位移,力,变形,围压,孔压,反压
12830,2591.66,259.13,120.0,24.71,10.158999999999999,300,242,223
12831,2591.86,259.15,120.0,25.2,10.19,300,242,222
12832,2592.06,259.17,119.9,25.9,10.192,300,242,222
12833,2592.27,259.19,119.9,26.3,10.218,300,241,222
12834,2592.47,259.21,120.0,27.16,10.24,300,241,222
12835,2592.67,259.23,119.9,27.56,10.249,300,241,222
12836,2592.87,259.25,120.0,27.77,10.258,301,241,222
12837,2593.07,259.27,120.0,28.16,10.272,300,241,222
12838,2593.28,259.29,120.0,28.18,10.277000000000001,301,241,222
12839,2593.48,259.31,120.0,28.22,10.287,301,240,222
12840,2593.68,259.33,120.0,28.14,10.282,300,241,222
12841,2593.88,259.35,120.0,28.08,10.298,301,241,222
12842,2594.08,259.37,119.9,28.03,10.293,300,241,222
12843,2594.29,259.39,120.0,28.05,10.283,301,241,221
12844,2594.49,259.41,120.1,27.76,10.298,300,241,222
12845,2594.69,259.43,120.0,27.27,10.288,300,241,222
12846,2594.89,259.45,119.9,26.46,10.286,300,241,221
12847,2595.09,259.47,120.0,25.4,10.261,300,241,222
12848,2595.3,259.49,120.0,24.74,10.258,300,241,222
12849,2595.5,259.51,119.9,23.94,10.236,300,241,221
12850,2595.7,259.53,120.0,23.17,10.221,300,241,222
12851,2595.9,259.55,119.9,21.63,10.177999999999999,300,241,222
12852,2596.1,259.57,120.0,21.02,10.161,300,241,222
12853,2596.31,259.59,120.0,20.2,10.15,300,241,222
12854,2596.51,259.61,119.9,18.92,10.094,300,241,222
12855,2596.71,259.63,119.9,18.29,10.075,300,242,223
12856,2596.91,259.65,119.9,17.76,10.059,299,241,222
12857,2597.11,259.68,119.8,17.19,10.044,300,241,223
12858,2597.32,259.7,119.9,16.29,9.99,300,241,223
12859,2597.52,259.72,119.8,15.85,9.968,299,242,223
12860,2597.72,259.74,119.8,15.55,9.951,299,242,223
12861,2597.92,259.76,119.8,15.01,9.92,299,242,223
12862,2598.12,259.78,119.7,14.79,9.912,299,243,223
12863,2598.33,259.8,119.8,14.78,9.897,299,242,223
12864,2598.53,259.82,119.8,14.69,9.897,299,242,223
12865,2598.73,259.84,119.7,14.5,9.881,299,243,223
12866,2598.93,259.86,119.8,14.53,9.886000000000001,299,243,223
12867,2599.13,259.88,119.8,14.6,9.881,299,243,223
12868,2599.34,259.9,119.8,14.66,9.896,299,243,223
12869,2599.54,259.92,119.7,14.89,9.881,299,242,223
12870,2599.74,259.94,119.8,15.33,9.892000000000001,299,242,223
12871,2599.94,259.96,119.8,16.39,9.912,299,243,223
12872,2600.14,259.98,119.8,17.05,9.921,300,242,224
12873,2600.35,260.0,119.8,17.74,9.945,300,243,224
12874,2600.55,260.02,119.9,18.46,9.99,300,243,224
12875,2600.75,260.04,119.8,20.07,10.046,300,242,223
12876,2600.95,260.06,119.9,20.86,10.073,300,242,223
12877,2601.15,260.08,119.9,21.73,10.102,300,242,223
12878,2601.36,260.1,119.9,23.23,10.157,300,242,223
12879,2601.56,260.12,120.0,23.99,10.182,299,242,222
12880,2601.76,260.14,120.0,24.73,10.202,300,242,223
12881,2601.96,260.16,119.9,25.31,10.213,300,242,222
12882,2602.16,260.18,120.0,26.28,10.248,300,242,222
12883,2602.37,260.2,119.9,26.76,10.258,300,241,222
12884,2602.57,260.22,120.0,27.17,10.276,301,242,222
12885,2602.77,260.24,120.1,27.76,10.302,300,241,222
12886,2602.97,260.26,120.1,27.95,10.312999999999999,300,241,222
12887,2603.17,260.28,120.0,28.07,10.317,301,241,222
12888,2603.38,260.3,120.0,28.18,10.327,300,240,221
12889,2603.58,260.32,120.1,28.29,10.312999999999999,300,241,222
12890,2603.78,260.34,120.0,28.15,10.319,301,241,222
12891,2603.98,260.36,120.0,28.02,10.328,301,241,222
12892,2604.18,260.38,120.1,28.03,10.323,300,241,222
12893,2604.39,260.4,120.0,27.99,10.331,300,241,222
12894,2604.59,260.42,120.0,27.82,10.328,300,241,222
12895,2604.79,260.44,120.0,26.58,10.323,300,241,222
12896,2604.99,260.46,120.0,26.0,10.314,300,241,222
12897,2605.19,260.48,120.1,25.41,10.305,301,240,222
12898,2605.4,260.5,120.0,24.68,10.293,300,241,222
12899,2605.6,260.52,120.0,23.23,10.265,300,241,221
12900,2605.8,260.54,120.0,22.39,10.244000000000002,300,242,222
12901,2606.0,260.56,120.0,21.72,10.217,300,241,222
12902,2606.2,260.58,119.9,20.22,10.181000000000001,300,241,222
12903,2606.41,260.6,119.9,19.5,10.147,300,241,222
12904,2606.61,260.62,120.0,18.95,10.13,299,241,222
12905,2606.81,260.64,119.9,17.72,10.087,299,242,222
12906,2607.01,260.67,119.9,17.24,10.064,299,242,222
12907,2607.21,260.69,119.9,16.69,10.033999999999999,300,241,222
12908,2607.42,260.71,119.9,16.27,10.03,300,242,223
12909,2607.62,260.73,119.8,15.54,9.99,299,242,223
12910,2607.82,260.75,119.8,15.27,9.968,299,242,223
12911,2608.02,260.77,119.9,15.02,9.966000000000001,299,242,223
12912,2608.22,260.79,119.8,14.69,9.934,299,242,223
12913,2608.43,260.81,119.8,14.62,9.935,299,243,223
12914,2608.63,260.83,119.9,14.56,9.922,299,243,223
12915,2608.83,260.85,119.8,14.66,9.927999999999999,299,243,223
12916,2609.03,260.87,119.8,14.63,9.927,299,243,223
12917,2609.23,260.89,119.8,14.67,9.929,300,243,223
12918,2609.44,260.91,119.8,14.71,9.919,299,242,223
12919,2609.64,260.93,119.8,15.34,9.93,299,243,223
12920,2609.84,260.95,119.9,15.98,9.937999999999999,299,243,223
12921,2610.04,260.97,119.9,16.46,9.953,299,243,223
12922,2610.24,260.99,119.8,16.94,9.968,299,243,223
12923,2610.45,261.01,119.9,18.58,10.021,299,243,223
12924,2610.65,261.03,119.9,19.31,10.059,300,243,223
12925,2610.85,261.05,119.8,20.13,10.086,299,243,223
12926,2611.05,261.07,119.9,21.63,10.136000000000001,300,242,223
12927,2611.25,261.09,119.9,22.49,10.167,300,242,223
12928,2611.46,261.11,120.0,23.23,10.19,300,243,223
12929,2611.66,261.13,120.0,24.67,10.231,300,242,222
12930,2611.86,261.15,119.9,25.34,10.261,300,242,222
12931,2612.06,261.17,120.0,25.79,10.272,300,241,222
12932,2612.26,261.19,120.0,26.36,10.294,300,242,222
12933,2612.47,261.21,120.0,27.25,10.314,301,242,222
12934,2612.67,261.23,120.0,27.5,10.328,301,241,222
12935,2612.87,261.25,120.1,27.62,10.331,301,241,222
12936,2613.07,261.27,120.0,27.92,10.35,300,241,222
12937,2613.27,261.29,120.0,28.15,10.357000000000001,300,241,221
12938,2613.48,261.31,120.0,28.12,10.345999999999998,301,241,222
12939,2613.68,261.33,120.1,28.17,10.360999999999999,301,241,222
12940,2613.88,261.35,120.0,28.19,10.370999999999999,301,241,222
12941,2614.08,261.37,120.1,28.02,10.372,301,241,222
12942,2614.28,261.39,120.1,28.0,10.366,300,241,222
12943,2614.49,261.41,120.1,27.74,10.368,300,241,222
12944,2614.69,261.43,120.1,27.26,10.364,300,241,221
12945,2614.89,261.45,120.1,26.52,10.360999999999999,301,241,221
12946,2615.09,261.47,120.1,25.34,10.335999999999999,301,241,222
12947,2615.29,261.49,120.1,24.71,10.334000000000001,300,241,221
12948,2615.5,261.51,120.1,23.97,10.318,300,240,222
12949,2615.7,261.53,120.0,23.2,10.306,300,241,222
12950,2615.9,261.55,119.9,21.68,10.258,300,241,222
12951,2616.1,261.57,120.0,20.94,10.245999999999999,300,241,222
12952,2616.3,261.59,120.0,20.16,10.219,300,241,222
12953,2616.51,261.61,120.0,18.88,10.171,301,241,222
12954,2616.71,261.63,120.0,18.3,10.15,300,242,222
12955,2616.91,261.66,120.0,17.68,10.126,300,242,222
12956,2617.11,261.68,120.0,17.21,10.096,299,242,223
12957,2617.31,261.7,119.9,16.34,10.058,299,242,223
12958,2617.52,261.72,119.9,15.9,10.042,299,242,223
12959,2617.72,261.74,119.9,15.54,10.025,299,243,223
12960,2617.92,261.76,119.8,15.02,9.993,299,242,223
12961,2618.12,261.78,119.9,14.9,9.993,299,242,223
12962,2618.32,261.8,119.8,14.72,9.981,299,242,223
12963,2618.53,261.82,119.9,14.62,9.981,300,243,223
12964,2618.73,261.84,119.8,14.55,9.961,299,242,223
12965,2618.93,261.86,119.9,14.64,9.963,299,242,224
12966,2619.13,261.88,119.8,14.6,9.97,300,242,223
12967,2619.33,261.9,119.9,14.67,9.953,299,243,223
12968,2619.54,261.92,119.9,14.87,9.962,299,242,223
12969,2619.74,261.94,119.8,15.4,9.969,300,243,223
12970,2619.94,261.96,119.8,16.45,9.995,299,243,223
12971,2620.14,261.98,119.9,16.96,10.003,299,243,223
12972,2620.34,262.0,119.9,17.77,10.042,300,243,223
12973,2620.55,262.02,119.9,18.55,10.068,300,243,224
12974,2620.75,262.04,119.9,20.09,10.116,299,242,223
12975,2620.95,262.06,120.0,20.84,10.152000000000001,300,243,223
12976,2621.15,262.08,119.9,21.66,10.173,300,243,223
12977,2621.35,262.1,120.0,23.24,10.229,300,242,222
12978,2621.56,262.12,120.0,23.93,10.258,300,242,223
12979,2621.76,262.14,120.0,24.7,10.277000000000001,301,242,223
12980,2621.96,262.16,120.1,25.27,10.288,300,242,223
12981,2622.16,262.18,120.0,26.31,10.334000000000001,300,241,222
12982,2622.36,262.2,120.1,26.84,10.337,300,242,222
12983,2622.57,262.22,120.1,27.17,10.353,301,242,222
12984,2622.77,262.24,120.1,27.73,10.372,300,241,222
12985,2622.97,262.26,120.0,28.02,10.386,301,241,222
12986,2623.17,262.28,120.1,28.11,10.383,301,240,222
12987,2623.37,262.3,120.1,28.14,10.402000000000001,301,241,222
12988,2623.58,262.32,120.1,28.25,10.401,301,241,222
12989,2623.78,262.34,120.1,28.18,10.402999999999999,301,241,222
12990,2623.98,262.36,120.1,28.07,10.41,301,241,222
12991,2624.18,262.38,120.1,27.97,10.409,301,241,221
12992,2624.38,262.4,120.1,27.96,10.402000000000001,300,241,222
12993,2624.59,262.42,120.1,27.84,10.399000000000001,300,240,222
12994,2624.79,262.44,120.1,26.57,10.401,300,241,221
12995,2624.99,262.46,120.1,25.97,10.395,300,241,221
12996,2625.19,262.48,120.1,25.36,10.387,300,241,222
12997,2625.39,262.5,120.1,24.73,10.366,300,240,221
12998,2625.6,262.52,120.1,23.1,10.338,300,241,222
12999,2625.8,262.54,120.0,22.42,10.321,301,241,222
13000,2626.0,262.56,120.0,21.69,10.299000000000001,300,241,222
13001,2626.2,262.58,120.1,20.29,10.255,300,241,222
13002,2626.4,262.6,120.1,19.56,10.231,300,241,222
13003,2626.61,262.62,120.0,18.91,10.21,300,241,222
13004,2626.81,262.65,120.0,17.72,10.158999999999999,300,242,223
13005,2627.01,262.67,119.9,17.23,10.148,299,242,223
13006,2627.21,262.69,119.9,16.71,10.121,300,242,222
13007,2627.41,262.71,120.0,16.3,10.097000000000001,300,242,222
13008,2627.62,262.73,119.9,15.59,10.066,299,242,222
13009,2627.82,262.75,120.0,15.28,10.056000000000001,300,243,223
13010,2628.02,262.77,119.9,15.16,10.033,299,242,223
13011,2628.22,262.79,119.9,14.64,10.021,299,242,223
13012,2628.42,262.81,119.8,14.7,10.003,299,242,223
13013,2628.63,262.83,119.9,14.63,10.003,299,243,223
13014,2628.83,262.85,119.9,14.59,10.005,299,242,223
13015,2629.03,262.87,119.9,14.66,9.994,299,243,224
13016,2629.23,262.89,119.8,14.62,10.005,299,242,224
13017,2629.43,262.91,120.0,14.72,10.009,299,242,223
13018,2629.64,262.93,119.8,15.35,10.002,299,243,223
13019,2629.84,262.95,119.9,15.99,10.012,299,242,223
13020,2630.04,262.97,119.9,16.36,10.031,299,243,223
13021,2630.24,262.99,119.9,17.14,10.039,299,243,223
13022,2630.44,263.01,120.0,18.49,10.101,299,242,223
13023,2630.65,263.03,120.0,19.3,10.129,300,243,223
13024,2630.85,263.05,119.9,19.99,10.171,299,243,223
13025,2631.05,263.07,119.9,21.67,10.215,299,243,224
13026,2631.25,263.09,119.9,22.53,10.247,300,242,223
13027,2631.45,263.11,120.0,23.21,10.263,300,242,223
13028,2631.66,263.13,120.1,24.73,10.312999999999999,300,242,223
13029,2631.86,263.15,120.0,25.35,10.325999999999999,300,242,223
13030,2632.06,263.17,120.1,25.87,10.341,300,242,222
13031,2632.26,263.19,120.1,26.27,10.365,300,242,222
13032,2632.46,263.21,120.1,27.16,10.398,300,241,222
13033,2632.67,263.23,120.1,27.39,10.404000000000002,300,241,222
13034,2632.87,263.25,120.1,27.7,10.415,301,241,222
13035,2633.07,263.27,120.1,28.11,10.417,300,241,222
13036,2633.27,263.29,120.1,28.17,10.434000000000001,300,241,222
13037,2633.47,263.31,120.1,28.25,10.436,301,241,222
13038,2633.68,263.33,120.2,28.18,10.439,300,241,222
13039,2633.88,263.35,120.2,28.12,10.445,300,241,222
13040,2634.08,263.37,120.1,28.1,10.446,301,241,222
13041,2634.28,263.39,120.1,28.07,10.429,300,241,222
13042,2634.48,263.41,120.2,27.86,10.437999999999999,300,241,222
13043,2634.69,263.43,120.2,27.29,10.443,300,241,222
13044,2634.89,263.45,120.2,26.6,10.437999999999999,301,241,222
13045,2635.09,263.47,120.1,25.33,10.427999999999999,300,241,222
13046,2635.29,263.49,120.1,24.59,10.405,300,241,222
13047,2635.49,263.51,120.1,23.87,10.389000000000001,300,241,222
13048,2635.7,263.53,120.1,23.16,10.37,300,241,222
13049,2635.9,263.55,120.1,21.62,10.34,300,241,222
13050,2636.1,263.57,120.1,20.95,10.321,299,241,222
13051,2636.3,263.59,120.1,20.22,10.294,299,241,222
13052,2636.5,263.61,120.1,18.97,10.245999999999999,300,241,222
13053,2636.71,263.64,120.0,18.28,10.226,300,242,222
13054,2636.91,263.66,120.1,17.86,10.209,299,241,223
13055,2637.11,263.68,120.0,17.24,10.169,300,242,223
13056,2637.31,263.7,120.0,16.15,10.14,299,242,223
13057,2637.51,263.72,120.0,15.92,10.118,299,242,223
13058,2637.72,263.74,120.0,15.63,10.1,299,242,223
13059,2637.92,263.76,119.9,15.13,10.072000000000001,299,242,223
13060,2638.12,263.78,119.9,14.84,10.051,299,242,223
13061,2638.32,263.8,120.0,14.7,10.058,299,242,223
13062,2638.52,263.82,119.9,14.65,10.04,299,243,223
13063,2638.73,263.84,119.9,14.6,10.036,299,242,223
13064,2638.93,263.86,120.0,14.64,10.033999999999999,299,242,223
13065,2639.13,263.88,119.9,14.61,10.045,299,243,223
13066,2639.33,263.9,119.9,14.62,10.04,298,242,223
13067,2639.53,263.92,119.9,14.89,10.04,300,243,223
13068,2639.74,263.94,119.9,15.41,10.036,300,243,223
13069,2639.94,263.96,120.0,16.41,10.068999999999999,299,243,224
13070,2640.14,263.98,119.9,16.97,10.084,299,243,224
13071,2640.34,264.0,120.0,17.72,10.107999999999999,300,243,223
13072,2640.54,264.02,120.0,18.49,10.135,300,243,223
13073,2640.75,264.04,120.0,20.06,10.191,300,243,223
13074,2640.95,264.06,120.0,20.86,10.219,300,243,224
13075,2641.15,264.08,120.0,21.68,10.252,300,243,223
13076,2641.35,264.1,120.1,23.28,10.306,299,242,223
13077,2641.55,264.12,120.1,24.0,10.33,300,242,223
13078,2641.76,264.14,120.0,24.62,10.347999999999999,300,242,222
13079,2641.96,264.16,120.1,25.33,10.366,300,241,222
13080,2642.16,264.18,120.1,26.37,10.405999999999999,300,242,222
13081,2642.36,264.2,120.1,26.79,10.419,300,242,223
13082,2642.56,264.22,120.1,27.26,10.425999999999998,300,241,222
13083,2642.77,264.24,120.2,27.82,10.458,301,241,222
13084,2642.97,264.26,120.1,27.93,10.456,301,241,222
13085,2643.17,264.28,120.1,28.11,10.456,300,241,222
13086,2643.37,264.3,120.2,28.2,10.472999999999999,300,241,221
13087,2643.57,264.32,120.2,28.23,10.472999999999999,300,241,222
13088,2643.78,264.34,120.2,28.27,10.477,300,241,222
13089,2643.98,264.36,120.3,28.09,10.475,301,241,222
13090,2644.18,264.38,120.2,28.0,10.481,300,241,222
13091,2644.38,264.4,120.1,27.9,10.475999999999999,300,241,221
13092,2644.58,264.42,120.2,27.82,10.481,300,241,222
13093,2644.79,264.44,120.2,26.49,10.48,300,241,222
13094,2644.99,264.46,120.1,25.94,10.478,300,241,222
13095,2645.19,264.48,120.2,25.5,10.448,300,241,221
13096,2645.39,264.5,120.2,24.72,10.448,300,241,222
13097,2645.59,264.52,120.1,23.22,10.408,300,241,222
13098,2645.8,264.54,120.2,22.5,10.397,300,241,222
13099,2646.0,264.56,120.1,21.59,10.377,300,241,221
13100,2646.2,264.58,120.1,20.2,10.331,300,242,222
13101,2646.4,264.6,120.1,19.59,10.3,300,241,222
13102,2646.6,264.62,120.1,18.89,10.284,300,241,222
13103,2646.81,264.65,120.1,17.76,10.237,299,242,222
13104,2647.01,264.67,120.1,17.16,10.219,299,242,222
13105,2647.21,264.69,120.0,16.63,10.199,300,241,222
13106,2647.41,264.71,120.0,16.29,10.175,300,242,223
13107,2647.61,264.73,120.0,15.53,10.138,299,242,223
13108,2647.82,264.75,120.0,15.25,10.124,300,242,222
13109,2648.02,264.77,120.0,14.99,10.099,299,242,222
13110,2648.22,264.79,120.0,14.78,10.082,299,243,222
13111,2648.42,264.81,119.9,14.61,10.085,299,243,223
13112,2648.62,264.83,119.9,14.54,10.08,299,243,223
13113,2648.83,264.85,119.9,14.52,10.087,299,242,223
13114,2649.03,264.87,119.9,14.61,10.072000000000001,299,243,224
13115,2649.23,264.89,119.9,14.63,10.071,299,242,223
13116,2649.43,264.91,120.0,14.71,10.076,299,243,223
13117,2649.63,264.93,119.9,15.38,10.078,300,243,224
13118,2649.84,264.95,120.0,15.99,10.09,300,243,223
13119,2650.04,264.97,119.9,16.42,10.104,299,243,223
13120,2650.24,264.99,120.0,17.77,10.145,300,243,224
13121,2650.44,265.01,120.0,18.55,10.17,300,242,223
13122,2650.64,265.03,120.0,19.21,10.201,300,243,223
13123,2650.85,265.05,120.0,20.07,10.236,300,242,223
13124,2651.05,265.07,120.1,21.72,10.29,300,243,223
13125,2651.25,265.09,120.1,22.39,10.321,300,243,223
13126,2651.45,265.11,120.0,23.33,10.347999999999999,300,242,223
13127,2651.65,265.13,120.2,24.61,10.394,300,242,223
13128,2651.86,265.15,120.1,25.14,10.415999999999999,300,242,223
13129,2652.06,265.17,120.1,25.9,10.43,300,242,222
13130,2652.26,265.19,120.1,26.31,10.450999999999999,300,241,222
13131,2652.46,265.21,120.2,27.17,10.468,300,241,222
13132,2652.66,265.23,120.2,27.6,10.479000000000001,300,241,222
13133,2652.87,265.25,120.2,27.87,10.485,300,242,222
13134,2653.07,265.27,120.2,28.09,10.5,300,241,222
13135,2653.27,265.29,120.1,28.14,10.501,300,241,221
13136,2653.47,265.31,120.2,28.14,10.515999999999998,301,241,222
13137,2653.67,265.33,120.3,28.18,10.512,300,241,222
13138,2653.88,265.35,120.2,28.14,10.515999999999998,301,240,222
13139,2654.08,265.37,120.3,28.06,10.513,300,241,222
13140,2654.28,265.39,120.2,28.09,10.524000000000001,300,241,221
13141,2654.48,265.41,120.2,27.77,10.523,300,241,222
13142,2654.68,265.43,120.2,27.25,10.513,300,241,221
13143,2654.89,265.45,120.2,26.51,10.508,300,241,221
13144,2655.09,265.47,120.2,25.38,10.487,300,241,222
13145,2655.29,265.49,120.2,24.64,10.475999999999999,300,241,222
13146,2655.49,265.51,120.2,23.95,10.469000000000001,300,241,222
13147,2655.69,265.53,120.2,23.2,10.454,300,241,222
13148,2655.9,265.55,120.2,21.69,10.402999999999999,300,241,221
13149,2656.1,265.57,120.2,20.96,10.384,300,241,222
13150,2656.3,265.59,120.1,20.31,10.360999999999999,300,241,222
13151,2656.5,265.61,120.1,18.91,10.319,300,241,222
13152,2656.7,265.64,120.1,18.24,10.3,300,241,222
13153,2656.91,265.66,120.1,17.77,10.285,299,242,222
13154,2657.11,265.68,120.0,17.22,10.257,299,242,223
13155,2657.31,265.7,120.1,16.27,10.21,299,242,222
13156,2657.51,265.72,120.1,15.98,10.193999999999999,299,242,222
13157,2657.71,265.74,120.0,15.57,10.176,299,242,223
13158,2657.92,265.76,120.0,14.99,10.145,300,242,223
13159,2658.12,265.78,120.1,14.91,10.14,299,242,223
13160,2658.32,265.8,120.0,14.78,10.129,299,242,223
13161,2658.52,265.82,119.9,14.66,10.113,300,242,223
13162,2658.72,265.84,120.0,14.51,10.118,299,243,223
13163,2658.93,265.86,120.0,14.54,10.111,299,243,223
13164,2659.13,265.88,120.0,14.65,10.107000000000001,299,243,223
13165,2659.33,265.9,119.9,14.66,10.113999999999999,299,242,223
13166,2659.53,265.92,120.0,14.83,10.116,299,242,223
13167,2659.73,265.94,119.9,15.3,10.12,300,243,223
13168,2659.94,265.96,120.0,16.44,10.14,299,243,223
13169,2660.14,265.98,120.0,17.07,10.158,299,243,224
13170,2660.34,266.0,120.0,17.75,10.179,299,243,224
13171,2660.54,266.02,120.0,18.51,10.216000000000001,300,243,223
13172,2660.74,266.04,120.1,20.02,10.269,300,242,223
13173,2660.95,266.06,120.2,20.92,10.297,300,242,223
13174,2661.15,266.08,120.1,21.65,10.338,300,242,223
13175,2661.35,266.1,120.2,23.25,10.382,300,242,223
13176,2661.55,266.12,120.1,24.08,10.394,300,242,223
13177,2661.75,266.14,120.1,24.69,10.415999999999999,300,242,223
13178,2661.96,266.16,120.2,25.25,10.447000000000001,300,242,222
13179,2662.16,266.18,120.1,26.36,10.485,300,241,222
13180,2662.36,266.2,120.1,26.8,10.495,300,241,222
13181,2662.56,266.22,120.2,27.08,10.504000000000001,300,241,222
13182,2662.76,266.24,120.2,27.77,10.525,300,242,222
13183,2662.97,266.26,120.2,27.95,10.527000000000001,300,241,222
13184,2663.17,266.28,120.3,28.11,10.54,300,241,222
13185,2663.37,266.3,120.2,28.24,10.548,300,242,221
13186,2663.57,266.32,120.3,28.22,10.55,300,241,222
13187,2663.77,266.34,120.2,28.22,10.561,300,241,222
13188,2663.98,266.36,120.2,28.21,10.556,301,241,222
13189,2664.18,266.38,120.2,27.94,10.561,301,241,222
13190,2664.38,266.4,120.2,27.92,10.552,300,241,221
13191,2664.58,266.42,120.3,27.79,10.558,300,241,222
13192,2664.78,266.44,120.3,26.5,10.549000000000001,300,241,222
13193,2664.99,266.46,120.2,25.91,10.538,300,241,222
13194,2665.19,266.48,120.3,25.37,10.530999999999999,300,241,221
13195,2665.39,266.5,120.2,24.6,10.515,300,241,221
13196,2665.59,266.52,120.2,23.18,10.49,300,241,221
13197,2665.79,266.54,120.3,22.37,10.468,300,241,222
13198,2666.0,266.56,120.2,21.64,10.444,300,241,221
13199,2666.2,266.58,120.2,20.26,10.402000000000001,300,241,222
13200,2666.4,266.6,120.2,19.68,10.38,300,241,222
13201,2666.6,266.63,120.2,18.92,10.36,300,241,222
13202,2666.8,266.65,120.1,17.71,10.31,300,241,223
13203,2667.01,266.67,120.1,17.2,10.3,299,242,223
13204,2667.21,266.69,120.1,16.77,10.264000000000001,300,242,223
13205,2667.41,266.71,120.1,16.18,10.249,299,242,222
13206,2667.61,266.73,120.1,15.55,10.214,300,242,222
13207,2667.81,266.75,120.1,15.37,10.201,300,242,223
13208,2668.02,266.77,120.0,15.11,10.187999999999999,299,243,223
13209,2668.22,266.79,120.0,14.76,10.162,299,242,223
13210,2668.42,266.81,120.0,14.66,10.155,299,243,224
13211,2668.62,266.83,120.0,14.62,10.151,299,242,223
13212,2668.82,266.85,120.1,14.63,10.152000000000001,299,243,223
13213,2669.03,266.87,120.1,14.59,10.158999999999999,300,243,224
13214,2669.23,266.89,120.0,14.61,10.154,299,242,223
13215,2669.43,266.91,120.0,14.72,10.146,299,243,223
13216,2669.63,266.93,120.0,15.4,10.155,300,243,223
13217,2669.83,266.95,120.0,16.01,10.167,299,243,223
13218,2670.04,266.97,120.1,16.33,10.181000000000001,299,243,223
13219,2670.24,266.99,120.0,17.76,10.222000000000001,299,243,223
13220,2670.44,267.01,120.1,18.47,10.248,300,243,223
13221,2670.64,267.03,120.1,19.3,10.27,300,243,224
13222,2670.84,267.05,120.1,20.07,10.311,300,242,224
13223,2671.05,267.07,120.1,21.68,10.359000000000002,300,242,223
13224,2671.25,267.09,120.2,22.46,10.384,300,242,223
13225,2671.45,267.11,120.1,23.2,10.42,300,242,223
13226,2671.65,267.13,120.2,24.64,10.462,300,242,222
13227,2671.85,267.15,120.2,25.25,10.484000000000002,300,242,223
13228,2672.06,267.17,120.2,25.89,10.498,300,242,222
13229,2672.26,267.19,120.2,26.41,10.51,300,241,223
13230,2672.46,267.21,120.2,27.25,10.539000000000001,301,241,222
13231,2672.66,267.23,120.2,27.56,10.548,301,241,222
13232,2672.86,267.25,120.3,27.82,10.559000000000001,301,241,222
13233,2673.07,267.27,120.3,28.07,10.578,300,241,221
13234,2673.27,267.29,120.3,28.24,10.575,300,241,222
13235,2673.47,267.31,120.2,28.1,10.585999999999999,300,241,222
13236,2673.67,267.33,120.3,28.28,10.584000000000001,300,241,222
13237,2673.87,267.35,120.3,28.11,10.59,300,241,222
13238,2674.08,267.37,120.2,28.14,10.588,301,241,221
13239,2674.28,267.39,120.4,28.02,10.594000000000001,301,241,222
13240,2674.48,267.41,120.2,27.74,10.600999999999999,301,241,222
13241,2674.68,267.43,120.2,27.33,10.585,300,241,222
13242,2674.88,267.45,120.2,26.51,10.582,300,241,222
13243,2675.09,267.47,120.3,25.39,10.57,301,240,221
13244,2675.29,267.49,120.3,24.73,10.561,300,241,221
13245,2675.49,267.51,120.3,23.94,10.533,300,241,222
13246,2675.69,267.53,120.3,23.13,10.515999999999998,300,241,222
13247,2675.89,267.55,120.2,21.7,10.485999999999999,300,241,222
13248,2676.1,267.57,120.2,20.91,10.46,300,241,222
13249,2676.3,267.59,120.2,20.21,10.445,300,241,222
13250,2676.5,267.62,120.2,18.77,10.402000000000001,300,241,222
13251,2676.7,267.64,120.2,18.36,10.377,300,242,222
13252,2676.9,267.66,120.2,17.78,10.35,300,241,223
13253,2677.11,267.68,120.1,17.23,10.335999999999999,300,242,222
13254,2677.31,267.7,120.1,16.37,10.28,300,242,222
13255,2677.51,267.72,120.1,15.93,10.262,300,242,223
13256,2677.71,267.74,120.1,15.51,10.254000000000001,299,242,223
13257,2677.91,267.76,120.1,15.06,10.219,299,242,223
13258,2678.12,267.78,120.1,14.93,10.207,299,242,223
13259,2678.32,267.8,120.1,14.75,10.198,299,242,223
13260,2678.52,267.82,120.1,14.63,10.191,300,242,223
13261,2678.72,267.84,120.1,14.66,10.184,299,242,223
13262,2678.92,267.86,120.0,14.7,10.176,299,242,223
13263,2679.13,267.88,120.0,14.66,10.184,299,242,223
13264,2679.33,267.9,120.1,14.61,10.179,299,242,223
13265,2679.53,267.92,120.0,14.84,10.183,299,242,224
13266,2679.73,267.94,120.0,15.4,10.195,299,243,224
13267,2679.93,267.96,120.0,16.44,10.217,299,243,224
13268,2680.14,267.98,120.1,16.95,10.235,299,242,224
13269,2680.34,268.0,120.1,17.82,10.251,299,243,224
13270,2680.54,268.02,120.1,18.45,10.283,300,243,224
13271,2680.74,268.04,120.2,20.04,10.344000000000001,299,242,223
13272,2680.94,268.06,120.1,20.82,10.373,300,242,223
13273,2681.15,268.08,120.2,21.66,10.413,300,242,223
13274,2681.35,268.1,120.2,23.18,10.452,300,242,223
13275,2681.55,268.12,120.2,23.93,10.482000000000001,300,242,222
13276,2681.75,268.14,120.3,24.67,10.497,300,242,223
13277,2681.95,268.16,120.2,25.9,10.532,300,242,223
13278,2682.16,268.18,120.3,26.34,10.55,300,242,222
13279,2682.36,268.2,120.2,26.84,10.559000000000001,300,241,222
13280,2682.56,268.22,120.2,27.22,10.575999999999999,300,241,223
13281,2682.76,268.24,120.3,27.73,10.600999999999999,300,241,222
