时间,振次,轴位移,力,变形,围压,孔压,反压
204.02,20.4,142.4,31.76,2.385,300,234,216
204.22,20.42,142.4,31.62,2.384,300,235,216
204.42,20.44,142.4,29.99,2.388,300,234,215
204.63,20.46,142.4,29.04,2.372,299,234,216
204.83,20.48,142.4,28.14,2.355,300,235,216
205.03,20.5,142.3,25.75,2.302,299,235,216
205.23,20.52,142.4,24.39,2.2680000000000002,299,235,216
205.43,20.54,142.3,23.08,2.2359999999999998,299,235,217
205.64,20.56,142.3,20.78,2.168,299,236,217
205.84,20.58,142.3,19.6,2.1319999999999997,298,236,217
206.04,20.6,142.3,18.53,2.077,298,237,218
206.24,20.62,142.2,17.54,2.024,298,238,218
206.44,20.64,142.1,15.61,1.93,297,239,219
206.65,20.66,142.1,14.84,1.874,297,239,220
206.85,20.68,142.0,14.09,1.8130000000000002,297,240,221
207.05,20.7,141.9,12.75,1.66,297,242,222
207.25,20.72,142.0,12.13,1.6,297,243,223
207.45,20.74,141.9,11.81,1.538,297,244,224
207.66,20.76,141.8,10.97,1.4380000000000002,297,245,225
207.86,20.78,141.8,10.76,1.3769999999999998,297,246,226
208.06,20.8,141.7,10.58,1.3359999999999999,298,246,227
208.26,20.82,141.7,10.58,1.306,298,246,227
208.46,20.84,141.7,10.52,1.2830000000000001,298,247,228
208.67,20.86,141.7,10.58,1.288,298,248,228
208.87,20.89,141.7,10.65,1.285,298,247,228
209.07,20.91,141.7,11.07,1.275,299,248,228
209.27,20.93,141.6,11.93,1.294,299,248,228
209.47,20.95,141.7,12.52,1.32,299,248,229
209.68,20.97,141.7,13.23,1.364,299,248,228
209.88,20.99,141.8,15.11,1.4809999999999999,299,248,229
210.08,21.01,141.8,15.96,1.5719999999999998,300,248,228
210.28,21.03,141.9,17.2,1.665,300,247,227
210.48,21.05,142.0,20.1,1.8559999999999999,301,246,225
210.69,21.07,142.1,21.6,1.94,301,244,225
210.89,21.09,142.2,23.07,2.033,301,244,224
211.09,21.11,142.2,24.56,2.122,302,243,224
211.29,21.13,142.4,27.12,2.2640000000000002,302,241,222
211.49,21.15,142.3,28.26,2.31,302,241,221
211.7,21.17,142.4,29.15,2.36,302,239,221
211.9,21.19,142.5,30.79,2.47,302,238,220
212.1,21.21,142.5,31.4,2.513,302,238,219
212.3,21.23,142.6,31.85,2.556,302,237,218
212.5,21.25,142.6,32.52,2.633,302,236,218
212.71,21.27,142.7,32.94,2.665,302,236,217
212.91,21.29,142.7,32.86,2.707,302,235,217
213.11,21.31,142.7,32.99,2.734,301,235,216
213.31,21.33,142.7,32.78,2.7710000000000004,301,235,216
213.51,21.35,142.8,32.56,2.778,301,235,216
213.72,21.37,142.8,32.31,2.7969999999999997,301,235,216
213.92,21.39,142.8,31.75,2.7939999999999996,300,234,216
214.12,21.41,142.8,31.61,2.785,300,235,215
214.32,21.43,142.8,31.3,2.79,300,234,216
214.52,21.45,142.8,30.07,2.787,300,235,216
214.73,21.47,142.8,28.1,2.765,300,235,216
214.93,21.49,142.8,26.96,2.739,300,235,216
215.13,21.51,142.8,25.61,2.71,299,235,216
215.33,21.53,142.7,23.05,2.66,299,235,216
215.53,21.55,142.7,21.91,2.62,299,236,217
215.74,21.57,142.7,20.78,2.575,298,236,217
215.94,21.59,142.7,19.64,2.537,298,237,218
216.14,21.61,142.6,17.46,2.441,298,238,219
216.34,21.63,142.6,16.44,2.384,298,238,219
216.54,21.65,142.5,15.61,2.338,297,238,219
216.75,21.67,142.4,14.08,2.217,297,240,221
216.95,21.69,142.4,13.48,2.154,297,241,222
217.15,21.71,142.4,12.68,2.089,297,241,222
217.35,21.73,142.3,11.69,1.956,297,243,224
217.55,21.75,142.2,11.42,1.883,297,244,225
217.76,21.77,142.2,11.05,1.835,297,245,225
217.96,21.79,142.2,10.74,1.785,298,246,226
218.16,21.81,142.1,10.48,1.709,298,247,227
218.36,21.83,142.1,10.59,1.704,298,247,227
218.56,21.85,142.1,10.56,1.689,298,248,228
218.77,21.88,142.1,10.65,1.6880000000000002,298,247,228
218.97,21.9,142.1,10.72,1.676,298,248,228
219.17,21.92,142.1,11.03,1.6880000000000002,299,248,228
219.37,21.94,142.1,12.06,1.694,299,248,228
219.57,21.96,142.1,13.16,1.7590000000000001,299,248,228
219.78,21.98,142.1,14.07,1.8259999999999998,299,248,228
219.98,22.0,142.2,15.13,1.892,299,248,228
220.18,22.02,142.3,17.21,2.0709999999999997,300,247,227
220.38,22.04,142.4,18.54,2.1719999999999997,300,246,226
220.58,22.06,142.4,20.06,2.259,301,245,226
220.79,22.08,142.6,23.05,2.44,301,244,224
220.99,22.1,142.6,24.53,2.523,302,243,223
221.19,22.12,142.7,25.95,2.583,303,242,222
221.39,22.14,142.7,27.16,2.654,302,241,222
221.59,22.16,142.8,29.2,2.766,301,240,220
221.8,22.18,142.8,30.04,2.815,302,239,220
222.0,22.2,142.9,30.78,2.865,302,238,219
222.2,22.22,142.9,32.01,2.9560000000000004,302,237,219
222.4,22.24,143.0,32.34,3.0010000000000003,301,237,218
222.6,22.26,143.0,32.61,3.0410000000000004,302,236,217
222.81,22.28,143.1,32.84,3.072,302,236,218
223.01,22.3,143.2,32.93,3.141,301,235,216
223.21,22.32,143.1,32.85,3.158,301,235,216
223.41,22.34,143.1,32.77,3.1719999999999997,301,235,216
223.61,22.36,143.2,32.34,3.187,300,235,216
223.82,22.38,143.2,32.05,3.195,300,234,216
224.02,22.4,143.2,31.68,3.193,300,235,216
224.22,22.42,143.2,31.23,3.193,300,235,216
224.42,22.44,143.2,30.16,3.1830000000000003,299,234,216
224.62,22.46,143.1,29.0,3.1839999999999997,299,235,216
224.83,22.48,143.2,28.17,3.1639999999999997,300,235,216
225.03,22.5,143.2,25.6,3.1180000000000003,299,235,216
225.23,22.52,143.1,24.39,3.097,299,236,216
225.43,22.54,143.1,23.19,3.057,299,235,217
225.63,22.56,143.1,20.76,2.977,299,236,217
225.84,22.58,143.0,19.56,2.9410000000000003,299,236,217
226.04,22.6,143.1,18.5,2.8960000000000004,298,237,218
226.24,22.62,143.0,17.5,2.84,298,237,218
226.44,22.64,142.9,15.68,2.736,297,239,219
226.64,22.66,142.8,14.8,2.685,297,239,219
226.85,22.68,142.8,14.07,2.623,297,240,221
227.05,22.7,142.7,12.83,2.483,297,242,223
227.25,22.72,142.7,12.24,2.42,297,243,223
227.45,22.74,142.7,11.83,2.35,297,243,224
227.65,22.76,142.6,11.11,2.244,298,245,226
227.86,22.78,142.5,10.8,2.184,298,246,226
228.06,22.8,142.5,10.61,2.133,297,246,227
228.26,22.82,142.5,10.52,2.115,298,246,227
228.46,22.84,142.5,10.54,2.094,298,247,228
228.66,22.87,142.5,10.71,2.086,298,247,228
228.87,22.89,142.4,10.63,2.086,298,248,227
229.07,22.91,142.4,10.93,2.096,299,248,228
229.27,22.93,142.5,11.85,2.116,299,248,228
229.47,22.95,142.4,12.65,2.126,299,248,228
229.67,22.97,142.5,13.09,2.1719999999999997,298,248,229
229.88,22.99,142.6,15.07,2.299,299,248,228
230.08,23.01,142.6,16.02,2.373,300,248,228
230.28,23.03,142.7,17.22,2.472,300,247,227
230.48,23.05,142.8,20.06,2.6639999999999997,300,245,226
230.68,23.07,142.9,21.67,2.75,301,244,225
230.89,23.09,142.9,23.08,2.845,302,243,224
231.09,23.11,143.0,24.56,2.92,302,243,223
231.29,23.13,143.1,27.15,3.052,302,241,222
231.49,23.15,143.1,28.34,3.116,302,241,222
231.69,23.17,143.2,29.2,3.174,302,240,221
231.9,23.19,143.2,30.8,3.272,301,239,219
232.1,23.21,143.3,31.51,3.313,302,238,219
232.3,23.23,143.3,31.93,3.3539999999999996,302,238,219
232.5,23.25,143.4,32.56,3.446,301,236,218
232.7,23.27,143.5,32.85,3.4819999999999998,301,236,217
232.91,23.29,143.5,32.93,3.508,301,236,217
233.11,23.31,143.5,32.89,3.537,301,235,216
233.31,23.33,143.6,32.77,3.568,301,235,216
233.51,23.35,143.6,32.58,3.582,301,235,216
233.71,23.37,143.6,32.33,3.589,301,235,216
233.92,23.39,143.6,31.75,3.593,300,235,216
234.12,23.41,143.6,31.57,3.6010000000000004,301,235,216
234.32,23.43,143.6,31.21,3.5989999999999998,300,235,216
234.52,23.45,143.6,29.97,3.596,299,235,216
234.72,23.47,143.6,28.05,3.57,300,235,216
234.93,23.49,143.5,27.12,3.5439999999999996,300,235,216
235.13,23.51,143.5,25.64,3.5189999999999997,299,235,216
235.33,23.53,143.5,23.13,3.4589999999999996,299,235,216
235.53,23.55,143.5,21.99,3.418,299,236,216
235.73,23.57,143.5,20.77,3.387,299,236,217
235.94,23.59,143.4,18.42,3.293,298,237,218
236.14,23.61,143.4,17.49,3.2510000000000003,298,237,219
236.34,23.63,143.3,16.59,3.188,298,238,219
236.54,23.65,143.3,15.67,3.145,297,239,219
236.74,23.67,143.2,14.17,3.022,297,240,221
236.95,23.69,143.2,13.35,2.945,297,241,222
237.15,23.71,143.2,12.66,2.886,297,242,222
237.35,23.73,143.0,11.75,2.7510000000000003,297,243,224
237.55,23.75,143.0,11.39,2.688,297,245,225
237.75,23.77,142.9,11.0,2.6260000000000003,297,245,225
237.96,23.79,142.9,10.82,2.585,297,246,227
238.16,23.81,142.9,10.53,2.51,297,247,227
238.36,23.83,142.9,10.5,2.494,298,247,228
238.56,23.86,142.8,10.55,2.488,298,248,227
238.76,23.88,142.8,10.73,2.474,298,247,228
238.97,23.9,142.9,10.65,2.487,298,247,228
239.17,23.92,142.8,11.07,2.488,299,248,228
239.37,23.94,142.8,12.52,2.522,299,248,228
239.57,23.96,142.9,13.24,2.56,299,248,228
239.77,23.98,142.9,14.14,2.609,299,248,229
239.98,24.0,142.9,15.08,2.6839999999999997,299,249,229
240.18,24.02,143.1,17.12,2.866,300,247,227
240.38,24.04,143.1,18.49,2.9560000000000004,300,246,227
240.58,24.06,143.2,20.05,3.0610000000000004,300,245,225
240.78,24.08,143.3,23.14,3.238,301,244,224
240.99,24.1,143.4,24.59,3.324,302,243,223
241.19,24.12,143.4,25.85,3.392,302,242,223
241.39,24.14,143.5,27.17,3.4560000000000004,302,241,222
241.59,24.16,143.6,29.16,3.562,302,240,221
241.79,24.18,143.6,30.11,3.6210000000000004,302,239,220
242.0,24.2,143.6,30.82,3.6639999999999997,303,238,220
242.2,24.22,143.7,31.94,3.755,302,238,219
242.4,24.24,143.8,32.22,3.799,301,237,218
242.6,24.26,143.8,32.64,3.835,301,236,217
242.8,24.28,143.9,32.95,3.91,301,236,217
243.01,24.3,143.9,32.88,3.9419999999999997,301,235,217
243.21,24.32,143.8,32.86,3.9560000000000004,300,235,216
243.41,24.34,143.9,32.76,3.963,301,235,216
243.61,24.36,143.9,32.25,3.988,301,235,216
243.81,24.38,144.0,31.95,3.984,300,234,216
244.02,24.4,144.0,31.76,3.995,300,235,216
244.22,24.42,144.0,31.37,4.005,300,235,217
244.42,24.44,144.0,30.08,3.995,300,235,216
244.62,24.46,144.0,28.98,3.986,299,235,216
244.82,24.48,143.9,28.1,3.951,300,235,216
245.03,24.5,143.9,25.65,3.915,300,235,216
245.23,24.52,143.9,24.42,3.887,299,235,216
245.43,24.54,143.9,23.14,3.8569999999999998,299,236,217
245.63,24.56,143.8,20.74,3.785,298,236,217
245.83,24.58,143.8,19.68,3.736,299,237,218
246.04,24.6,143.8,18.51,3.688,298,237,218
246.24,24.62,143.7,17.52,3.641,298,238,218
246.44,24.64,143.7,15.64,3.534,298,239,219
246.64,24.66,143.6,14.93,3.4789999999999996,297,240,220
246.84,24.68,143.6,14.02,3.412,297,240,221
247.05,24.7,143.5,12.69,3.278,297,242,222
247.25,24.72,143.4,12.25,3.207,297,243,224
247.45,24.74,143.4,11.73,3.1519999999999997,297,243,224
247.65,24.76,143.3,11.06,3.028,297,245,226
247.85,24.78,143.3,10.73,2.9810000000000003,298,246,226
248.06,24.8,143.3,10.54,2.9389999999999996,298,247,227
248.26,24.82,143.2,10.45,2.91,298,247,227
248.46,24.85,143.2,10.49,2.891,298,247,228
248.66,24.87,143.2,10.66,2.884,298,248,228
248.86,24.89,143.2,10.54,2.885,298,248,228
249.07,24.91,143.2,11.07,2.8789999999999996,298,248,228
249.27,24.93,143.2,11.98,2.889,299,248,229
249.47,24.95,143.3,12.52,2.925,299,248,228
249.67,24.97,143.3,13.23,2.964,298,248,228
249.87,24.99,143.3,15.0,3.088,299,248,228
250.08,25.01,143.4,16.09,3.1719999999999997,300,248,228
250.28,25.03,143.5,17.19,3.267,300,247,228
250.48,25.05,143.6,19.97,3.463,301,245,226
250.68,25.07,143.7,21.55,3.549,301,244,225
250.88,25.09,143.7,23.09,3.636,302,243,224
251.09,25.11,143.8,25.99,3.795,302,242,223
251.29,25.13,143.9,27.24,3.863,302,242,222
251.49,25.15,143.9,28.35,3.912,301,241,222
251.69,25.17,144.0,29.26,3.963,302,240,221
251.89,25.19,144.1,30.75,4.075,302,238,220
252.1,25.21,144.1,31.44,4.124,302,238,219
252.3,25.23,144.1,31.91,4.154,302,238,218
252.5,25.25,144.2,32.63,4.237,301,236,217
252.7,25.27,144.3,32.74,4.28,302,236,217
252.9,25.29,144.2,32.94,4.311,302,236,217
253.11,25.31,144.3,32.95,4.337,301,235,217
253.31,25.33,144.3,32.72,4.379,301,235,217
253.51,25.35,144.3,32.53,4.381,301,235,216
253.71,25.37,144.4,32.23,4.38,301,235,216
253.91,25.39,144.4,31.8,4.3919999999999995,300,234,216
254.12,25.41,144.3,31.58,4.39,301,235,216
254.32,25.43,144.3,31.26,4.394,300,234,216
254.52,25.45,144.3,30.12,4.388,300,235,215
254.72,25.47,144.3,28.12,4.36,300,235,216
254.92,25.49,144.3,26.95,4.341,300,235,216
255.13,25.51,144.3,25.8,4.305,300,235,216
255.33,25.53,144.2,23.24,4.254,299,235,217
255.53,25.55,144.3,22.03,4.218,299,236,217
255.73,25.57,144.2,20.77,4.178999999999999,299,237,217
255.93,25.59,144.2,18.62,4.099,298,237,218
256.14,25.61,144.1,17.55,4.039,298,238,218
256.34,25.63,144.1,16.45,3.997,298,238,219
256.54,25.65,144.0,15.59,3.945,297,239,220
256.74,25.67,144.0,14.05,3.8169999999999997,297,240,221
256.94,25.69,143.9,13.45,3.748,297,241,222
257.15,25.71,143.9,12.73,3.679,297,242,223
257.35,25.73,143.9,11.71,3.552,297,244,224
257.55,25.75,143.8,11.34,3.497,296,245,225
257.75,25.77,143.7,10.96,3.431,298,245,226
257.95,25.79,143.7,10.76,3.39,298,246,227
258.16,25.81,143.6,10.44,3.3089999999999997,297,247,227
258.36,25.84,143.6,10.5,3.293,298,247,228
258.56,25.86,143.6,10.57,3.284,298,248,228
258.76,25.88,143.6,10.65,3.278,298,248,228
258.96,25.9,143.6,10.65,3.284,298,248,229
259.17,25.92,143.6,10.97,3.279,298,248,228
259.37,25.94,143.6,12.53,3.315,299,248,229
259.57,25.96,143.6,13.33,3.362,299,248,229
259.77,25.98,143.6,14.21,3.418,299,248,229
259.97,26.0,143.7,15.11,3.4989999999999997,300,248,229
260.18,26.02,143.8,17.09,3.6630000000000003,300,247,228
260.38,26.04,143.8,18.51,3.762,300,246,227
260.58,26.06,144.0,20.05,3.86,301,245,226
260.78,26.08,144.1,23.06,4.053,302,243,224
260.98,26.1,144.2,24.56,4.125,301,243,224
261.19,26.12,144.2,25.79,4.207,302,242,223
261.39,26.14,144.3,27.16,4.263,302,242,222
261.59,26.16,144.4,29.22,4.36,302,240,221
261.79,26.18,144.4,30.05,4.421,302,240,220
261.99,26.2,144.5,30.85,4.476,302,239,220
262.2,26.22,144.5,31.94,4.559,302,238,218
262.4,26.24,144.5,32.23,4.595,302,237,218
262.6,26.26,144.6,32.67,4.638,301,237,218
262.8,26.28,144.6,32.86,4.6739999999999995,302,236,217
263.0,26.3,144.6,32.89,4.737,301,236,216
263.21,26.32,144.7,32.9,4.75,301,235,216
263.41,26.34,144.7,32.74,4.777,301,235,216
263.61,26.36,144.7,32.32,4.794,301,235,216
263.81,26.38,144.7,32.11,4.791,300,235,216
264.01,26.4,144.7,31.67,4.789,300,235,216
264.22,26.42,144.7,31.22,4.7989999999999995,301,235,216
264.42,26.44,144.7,29.97,4.801,300,235,216
264.62,26.46,144.7,29.0,4.785,299,235,216
264.82,26.48,144.8,28.09,4.77,299,235,216
265.02,26.5,144.7,25.58,4.725,300,235,216
265.23,26.52,144.7,24.4,4.692,299,236,217
265.43,26.54,144.6,23.06,4.662,299,235,217
265.63,26.56,144.6,20.71,4.583,298,236,218
265.83,26.58,144.6,19.51,4.532,298,237,218
266.03,26.6,144.5,18.53,4.488,298,237,218
266.24,26.62,144.5,17.51,4.4430000000000005,298,238,218
266.44,26.64,144.5,15.72,4.343999999999999,298,239,219
266.64,26.66,144.4,14.85,4.285,297,240,220
266.84,26.68,144.3,14.08,4.226,297,241,221
267.04,26.7,144.3,12.79,4.0889999999999995,297,242,223
267.25,26.72,144.3,12.2,4.02,296,243,224
267.45,26.74,144.2,11.68,3.958,297,244,224
267.65,26.76,144.1,11.05,3.835,297,246,225
267.85,26.78,144.1,10.75,3.7880000000000003,297,246,227
268.05,26.8,144.1,10.62,3.742,298,247,227
268.26,26.83,144.1,10.49,3.7110000000000003,297,247,227
268.46,26.85,144.0,10.52,3.701,298,248,228
268.66,26.87,144.0,10.62,3.6910000000000003,298,248,228
268.86,26.89,144.0,10.66,3.687,298,248,228
269.06,26.91,144.0,11.02,3.695,299,248,229
269.27,26.93,144.0,11.86,3.7060000000000004,299,248,228
269.47,26.95,144.0,12.48,3.7310000000000003,299,249,229
269.67,26.97,144.0,13.28,3.772,299,248,229
269.87,26.99,144.1,14.98,3.9019999999999997,299,249,229
270.07,27.01,144.1,16.09,3.972,300,248,228
270.28,27.03,144.2,17.18,4.064,300,247,228
270.48,27.05,144.4,19.99,4.265,301,245,226
270.68,27.07,144.4,21.49,4.355,301,245,225
270.88,27.09,144.5,23.09,4.441,301,244,225
271.08,27.11,144.6,25.88,4.606,301,242,223
271.29,27.13,144.7,27.25,4.662,302,241,222
271.49,27.15,144.7,28.36,4.716,302,241,222
271.69,27.17,144.7,29.3,4.771,302,240,221
271.89,27.19,144.8,30.76,4.873,302,239,220
272.09,27.21,144.9,31.26,4.916,302,238,219
272.3,27.23,144.9,31.98,4.959,302,238,219
272.5,27.25,145.0,32.6,5.047,301,237,218
272.7,27.27,145.0,32.84,5.082,301,236,217
272.9,27.29,145.0,33.01,5.1080000000000005,301,236,217
273.1,27.31,145.1,32.92,5.143,301,235,217
273.31,27.33,145.1,32.65,5.172999999999999,301,235,216
273.51,27.35,145.1,32.56,5.189,301,235,216
273.71,27.37,145.1,32.33,5.206,301,235,216
273.91,27.39,145.1,31.75,5.199,301,235,216
274.11,27.41,145.1,31.5,5.207999999999999,300,235,216
274.32,27.43,145.1,31.23,5.209,300,235,216
274.52,27.45,145.1,29.11,5.193,300,235,216
274.72,27.47,145.1,28.01,5.1739999999999995,299,235,216
274.92,27.49,145.1,26.91,5.159,300,235,216
275.12,27.51,145.1,25.59,5.12,299,235,216
275.33,27.53,145.0,23.18,5.06,299,236,217
275.53,27.55,145.0,22.0,5.024,299,236,217
275.73,27.57,145.0,20.74,4.9830000000000005,299,237,217
275.93,27.59,144.9,18.48,4.902,298,237,218
276.13,27.61,144.9,17.48,4.851,298,238,219
276.34,27.63,144.8,16.54,4.791,297,238,219
276.54,27.65,144.9,15.63,4.748,297,240,219
276.74,27.67,144.8,14.05,4.627,297,240,221
276.94,27.69,144.7,13.34,4.559,297,241,222
277.14,27.71,144.6,12.84,4.4830000000000005,297,243,223
277.35,27.73,144.6,11.71,4.354,297,244,225
277.55,27.75,144.5,11.42,4.2989999999999995,297,245,225
277.75,27.77,144.5,11.01,4.244,297,245,226
277.95,27.79,144.4,10.74,4.1930000000000005,297,246,226
278.15,27.81,144.4,10.41,4.12,297,247,227
278.36,27.84,144.4,10.47,4.095,297,247,227
278.56,27.86,144.4,10.56,4.085,297,248,228
278.76,27.88,144.4,10.66,4.082,298,248,229
278.96,27.9,144.4,10.75,4.087,298,248,228
279.16,27.92,144.4,10.87,4.086,299,248,229
279.37,27.94,144.4,12.61,4.135,299,249,228
279.57,27.96,144.4,13.27,4.1739999999999995,299,248,229
279.77,27.98,144.5,14.12,4.225,299,248,229
279.97,28.0,144.5,15.04,4.3,299,248,228
280.17,28.02,144.6,17.19,4.473,300,247,228
280.38,28.04,144.7,18.61,4.5680000000000005,300,247,227
280.58,28.06,144.8,19.95,4.666,301,245,226
280.78,28.08,144.9,23.01,4.853,301,244,225
280.98,28.1,144.9,24.5,4.934,301,243,224
281.18,28.12,145.1,26.04,5.0089999999999995,302,242,223
281.39,28.14,145.1,27.14,5.065,302,242,222
281.59,28.16,145.1,29.15,5.1770000000000005,303,240,221
281.79,28.18,145.2,30.12,5.231,302,240,220
281.99,28.2,145.2,30.83,5.279,302,239,220
282.19,28.22,145.3,31.97,5.369,302,238,218
282.4,28.24,145.3,32.3,5.4110000000000005,302,237,218
282.6,28.26,145.4,32.57,5.452999999999999,302,237,218
282.8,28.28,145.4,32.84,5.4879999999999995,301,236,217
283.0,28.3,145.5,32.93,5.553,301,236,217
283.2,28.32,145.5,33.0,5.56,301,236,216
283.41,28.34,145.5,32.68,5.587999999999999,301,235,216
283.61,28.36,145.5,32.28,5.601,300,235,216
283.81,28.38,145.4,32.02,5.606,301,235,216
284.01,28.4,145.5,31.76,5.607,300,235,216
284.21,28.42,145.5,31.21,5.608,300,235,216
284.42,28.44,145.5,30.07,5.6160000000000005,300,235,216
284.62,28.46,145.5,29.06,5.605,299,235,216
284.82,28.48,145.5,28.21,5.58,300,235,217
285.02,28.5,145.5,25.7,5.541,299,235,216
285.22,28.52,145.5,24.4,5.502999999999999,299,235,216
285.43,28.54,145.4,23.2,5.46,299,236,217
285.63,28.56,145.4,20.57,5.393,299,237,217
285.83,28.58,145.3,19.51,5.367000000000001,298,237,218
286.03,28.6,145.3,18.57,5.308,298,237,218
286.23,28.62,145.3,17.52,5.255,298,238,218
286.44,28.64,145.2,15.68,5.154,298,239,220
286.64,28.66,145.2,14.85,5.09,297,240,221
286.84,28.68,145.2,14.1,5.027,297,240,221
287.04,28.7,145.1,12.78,4.907,297,242,223
287.24,28.72,145.0,12.23,4.824,297,243,224
287.45,28.74,145.0,11.73,4.762,297,244,224
287.65,28.76,144.8,11.04,4.644,297,245,226
287.85,28.78,144.9,10.84,4.6,297,246,227
288.05,28.8,144.8,10.58,4.5569999999999995,297,247,227
288.25,28.83,144.8,10.45,4.526,297,247,228
288.46,28.85,144.7,10.54,4.502,298,248,228
288.66,28.87,144.8,10.61,4.492,298,248,228
288.86,28.89,144.8,10.6,4.4910000000000005,298,248,228
289.06,28.91,144.8,11.07,4.498,298,248,229
289.26,28.93,144.8,11.9,4.516,299,248,229
289.47,28.95,144.7,12.57,4.532,299,248,228
289.67,28.97,144.8,13.31,4.573,299,248,229
289.87,28.99,144.9,15.02,4.699,299,249,229
290.07,29.01,144.9,16.09,4.792,300,248,229
290.27,29.03,145.0,17.23,4.876,299,247,228
290.48,29.05,145.1,20.02,5.074,301,245,226
290.68,29.07,145.2,21.54,5.164,301,245,226
290.88,29.09,145.3,23.03,5.265,302,244,225
291.08,29.11,145.4,25.96,5.416,302,242,223
291.28,29.13,145.4,27.16,5.476,302,242,222
291.49,29.15,145.5,28.22,5.5360000000000005,302,241,222
291.69,29.17,145.5,29.27,5.585,302,240,221
291.89,29.19,145.6,30.88,5.685,302,239,220
292.09,29.21,145.6,31.47,5.733,302,238,219
292.29,29.23,145.6,31.94,5.779,302,238,219
292.5,29.25,145.7,32.58,5.858,302,237,218
292.7,29.27,145.8,32.82,5.891,302,236,218
292.9,29.29,145.8,33.01,5.925,301,236,217
293.1,29.31,145.8,32.94,5.947,301,235,217
293.3,29.33,145.9,32.8,5.986000000000001,301,235,216
293.51,29.35,145.8,32.43,6.006,301,235,216
293.71,29.37,145.8,32.27,6.0,300,235,216
293.91,29.39,145.8,31.8,6.007999999999999,300,235,216
294.11,29.41,145.9,31.65,6.0089999999999995,301,235,216
294.31,29.43,145.9,31.32,6.0089999999999995,300,235,216
294.52,29.45,145.8,30.05,6.002000000000001,300,235,216
294.72,29.47,145.9,28.09,5.983,300,235,216
294.92,29.49,145.8,26.89,5.957999999999999,299,235,217
295.12,29.51,145.9,25.66,5.933,299,235,217
295.32,29.53,145.8,23.14,5.877999999999999,299,235,217
295.53,29.55,145.8,22.01,5.834,299,236,217
295.73,29.57,145.8,20.7,5.797999999999999,299,236,217
295.93,29.59,145.7,18.52,5.707000000000001,298,238,218
296.13,29.61,145.7,17.58,5.667000000000001,298,238,219
296.33,29.63,145.7,16.47,5.6129999999999995,298,238,219
296.54,29.65,145.6,15.67,5.559,298,239,220
296.74,29.67,145.6,13.94,5.436,297,241,221
296.94,29.69,145.4,13.35,5.367999999999999,297,241,222
297.14,29.71,145.4,12.75,5.3020000000000005,297,242,223
297.34,29.73,145.4,11.72,5.1610000000000005,297,245,224
297.55,29.75,145.3,11.41,5.104,297,245,225
297.75,29.77,145.3,11.13,5.046,297,246,226
297.95,29.79,145.3,10.83,4.999,297,246,227
298.15,29.82,145.2,10.48,4.928999999999999,298,247,228
298.35,29.84,145.2,10.47,4.913,298,247,228
298.56,29.86,145.2,10.54,4.909,298,248,228
298.76,29.88,145.1,10.7,4.897,298,248,229
298.96,29.9,145.2,10.68,4.891,298,248,228
299.16,29.92,145.1,11.04,4.901,299,248,229
299.36,29.94,145.2,12.52,4.944,299,249,229
299.57,29.96,145.2,13.24,4.968999999999999,299,248,229
299.77,29.98,145.2,14.11,5.046,299,249,229
299.97,30.0,145.3,15.01,5.112,299,249,229
300.17,30.02,145.4,17.21,5.281000000000001,300,247,228
300.37,30.04,145.5,18.43,5.388,300,246,227
300.58,30.06,145.5,19.95,5.472,301,246,226
300.78,30.08,145.6,23.07,5.662999999999999,302,244,225
300.98,30.1,145.7,24.6,5.739,302,243,224
301.18,30.12,145.8,25.85,5.814,302,242,223
301.38,30.14,145.8,27.21,5.872999999999999,302,242,222
301.59,30.16,145.9,29.25,5.987,302,240,221
301.79,30.18,146.0,30.12,6.035,302,239,220
301.99,30.2,145.9,30.82,6.079,302,239,220
302.19,30.22,146.1,31.99,6.178,302,238,219
302.39,30.24,146.0,32.27,6.218999999999999,302,237,218
302.6,30.26,146.1,32.6,6.255,301,237,218
302.8,30.28,146.2,32.96,6.315,301,236,218
303.0,30.3,146.2,32.98,6.349,301,236,217
303.2,30.32,146.2,32.92,6.372999999999999,301,235,217
303.4,30.34,146.2,32.79,6.3870000000000005,301,235,216
303.61,30.36,146.3,32.4,6.401,301,235,217
303.81,30.38,146.3,32.05,6.406000000000001,300,235,216
304.01,30.4,146.2,31.78,6.41,300,235,216
304.21,30.42,146.3,31.36,6.412999999999999,300,236,216
304.41,30.44,146.2,30.01,6.401,300,235,216
304.62,30.46,146.3,29.0,6.393,300,235,217
304.82,30.48,146.3,28.08,6.375,300,235,216
305.02,30.5,146.2,25.77,6.327999999999999,299,236,216
305.22,30.52,146.2,24.39,6.297999999999999,299,236,217
305.42,30.54,146.2,23.06,6.274,299,236,217
305.63,30.56,146.1,20.72,6.189,299,237,218
305.83,30.58,146.1,19.64,6.153,299,237,218
306.03,30.6,146.1,18.49,6.101,298,238,219
306.23,30.62,146.0,16.52,6.016,298,239,220
306.43,30.64,146.0,15.62,5.949,297,239,220
306.64,30.66,145.9,14.83,5.892,297,240,221
306.84,30.68,145.9,13.97,5.835,297,240,221
307.04,30.7,145.8,12.76,5.693,297,242,223
307.24,30.72,145.8,12.16,5.627999999999999,297,243,224
307.44,30.74,145.7,11.74,5.561,297,244,224
307.65,30.76,145.7,11.06,5.445,297,245,226
