时间,振次,轴位移,力,变形,围压,孔压,反压
0.0,0.0,133.7,21.5,-6.046,299,242,222
0.2,0.02,133.7,21.52,-6.044,300,242,223
0.4,0.04,133.6,21.64,-6.042999999999999,300,242,223
0.61,0.06,133.7,22.22,-6.0360000000000005,300,242,223
0.81,0.08,133.7,23.07,-6.037000000000001,300,242,223
1.01,0.1,133.8,25.06,-5.992999999999999,300,241,222
1.21,0.12,133.8,26.19,-5.959,300,241,222
1.41,0.14,133.8,27.1,-5.939,300,241,221
1.62,0.16,133.9,29.13,-5.901,301,240,221
1.82,0.18,133.8,29.88,-5.877999999999999,301,240,220
2.02,0.2,133.9,30.54,-5.857,301,239,220
2.22,0.22,134.0,31.63,-5.822,301,238,219
2.42,0.24,134.1,31.98,-5.796,302,237,219
2.63,0.26,134.0,32.21,-5.77,301,237,218
2.83,0.28,134.0,32.43,-5.7589999999999995,301,237,218
3.03,0.3,134.1,32.48,-5.724,301,236,218
3.23,0.32,134.2,32.45,-5.718999999999999,301,236,217
3.43,0.34,134.1,32.27,-5.705,301,236,217
3.64,0.36,134.1,31.82,-5.683,301,236,217
3.84,0.38,134.2,31.67,-5.683,300,236,217
4.04,0.4,134.2,31.35,-5.681,301,236,217
4.24,0.42,134.2,31.24,-5.678999999999999,300,236,217
4.44,0.44,134.2,29.69,-5.681,300,236,217
4.65,0.46,134.2,28.71,-5.684,300,236,217
4.85,0.48,134.2,27.94,-5.707000000000001,300,236,217
5.05,0.5,134.1,25.33,-5.728,299,236,217
5.25,0.52,134.1,24.19,-5.747000000000001,299,236,217
5.45,0.54,134.1,22.97,-5.763999999999999,299,236,217
5.66,0.56,134.1,21.68,-5.789,299,237,218
5.86,0.58,134.1,19.45,-5.84,299,237,218
6.06,0.6,134.0,18.34,-5.865,298,237,218
6.26,0.62,134.0,17.45,-5.893,299,238,219
6.46,0.64,134.0,15.5,-5.9510000000000005,298,239,220
6.67,0.66,133.8,14.8,-5.984,298,239,220
6.87,0.68,133.9,13.88,-6.018,297,240,221
7.07,0.7,133.8,12.42,-6.082999999999999,297,242,222
7.27,0.72,133.8,11.98,-6.115,297,242,223
7.47,0.74,133.7,11.47,-6.14,297,242,223
7.68,0.76,133.7,11.08,-6.166,298,243,224
7.88,0.78,133.6,10.67,-6.212999999999999,298,245,225
8.08,0.8,133.5,10.39,-6.235,297,245,225
8.28,0.82,133.6,10.35,-6.247999999999999,298,245,226
8.48,0.84,133.5,10.27,-6.252999999999999,298,246,226
8.69,0.86,133.5,10.4,-6.256,298,246,226
8.89,0.88,133.6,10.39,-6.2589999999999995,298,246,226
9.09,0.9,133.5,10.53,-6.261,298,246,227
9.29,0.92,133.5,11.76,-6.233,299,247,227
9.49,0.94,133.6,12.51,-6.236000000000001,299,246,227
9.7,0.96,133.5,13.13,-6.224,299,246,227
9.9,0.98,133.7,15.16,-6.152,299,247,227
10.1,1.01,133.7,16.17,-6.121,300,246,227
10.3,1.03,133.7,17.43,-6.08,299,246,226
10.5,1.05,133.9,20.29,-5.968999999999999,301,244,225
10.71,1.07,133.9,21.79,-5.926,301,244,224
10.91,1.09,134.0,23.22,-5.872000000000001,301,243,224
11.11,1.11,134.0,24.67,-5.832000000000001,301,242,223
11.31,1.13,134.1,27.17,-5.751,302,241,222
11.51,1.15,134.2,28.36,-5.721,302,241,221
11.72,1.17,134.2,29.22,-5.699,302,240,221
11.92,1.19,134.2,30.73,-5.625,302,239,220
12.12,1.21,134.3,31.35,-5.595,302,238,219
12.32,1.23,134.4,31.7,-5.569,302,238,218
12.52,1.25,134.4,32.09,-5.5360000000000005,301,237,218
12.73,1.27,134.4,32.59,-5.47,302,236,217
12.93,1.29,134.6,32.77,-5.449,302,236,217
13.13,1.31,134.5,32.77,-5.435,301,236,216
13.33,1.33,134.6,32.52,-5.394,301,235,216
13.53,1.35,134.5,32.36,-5.388999999999999,301,235,216
13.74,1.37,134.6,32.1,-5.371,301,235,216
13.94,1.39,134.6,31.77,-5.376,300,235,215
14.14,1.41,134.6,31.48,-5.375,301,235,216
14.34,1.43,134.6,31.19,-5.377999999999999,300,235,216
14.54,1.45,134.6,30.15,-5.369,299,234,216
14.75,1.47,134.6,28.18,-5.393,300,235,216
14.95,1.49,134.6,27.04,-5.395,300,235,216
15.15,1.51,134.6,25.73,-5.417999999999999,299,235,216
15.35,1.53,134.5,23.26,-5.4670000000000005,299,235,216
15.55,1.55,134.5,21.99,-5.492000000000001,299,236,217
15.76,1.57,134.5,20.82,-5.527,299,236,217
15.96,1.59,134.5,19.64,-5.55,298,236,217
16.16,1.61,134.4,17.59,-5.607,298,237,218
16.36,1.63,134.4,16.51,-5.632000000000001,298,237,218
16.56,1.65,134.4,15.69,-5.672000000000001,298,238,219
16.77,1.67,134.2,14.0,-5.749,297,239,220
16.97,1.69,134.3,13.37,-5.787999999999999,297,240,221
17.17,1.71,134.2,12.71,-5.837000000000001,297,241,221
17.37,1.73,134.1,11.69,-5.901,297,242,223
17.57,1.75,134.1,11.25,-5.922000000000001,297,244,224
17.78,1.77,134.0,10.96,-5.9639999999999995,297,244,224
17.98,1.79,134.0,10.72,-5.995,298,245,224
18.18,1.81,133.9,10.52,-6.026,297,245,226
18.38,1.83,134.0,10.59,-6.037999999999999,298,245,227
18.58,1.85,133.9,10.54,-6.045,298,246,227
18.79,1.87,133.9,10.57,-6.037999999999999,298,246,226
18.99,1.89,133.9,10.65,-6.041,298,246,227
19.19,1.91,134.0,11.01,-6.034,299,247,227
19.39,1.93,133.9,11.97,-6.04,299,247,227
19.59,1.95,134.0,13.28,-6.002000000000001,299,246,227
19.8,1.97,134.0,14.26,-5.972,299,247,227
20.0,2.0,134.0,15.25,-5.93,300,247,227
20.2,2.02,134.2,17.42,-5.827999999999999,300,246,226
20.4,2.04,134.2,18.83,-5.775,299,245,225
20.6,2.06,134.3,20.3,-5.71,300,244,225
20.81,2.08,134.3,21.72,-5.659,301,244,224
21.01,2.1,134.5,24.64,-5.557,301,242,223
21.21,2.12,134.5,25.98,-5.504,301,241,222
21.41,2.14,134.5,27.24,-5.46,302,240,222
21.61,2.16,134.7,29.23,-5.3870000000000005,302,240,221
21.82,2.18,134.7,30.17,-5.345,302,239,220
22.02,2.2,134.7,30.65,-5.2989999999999995,302,239,219
22.22,2.22,134.7,31.34,-5.28,302,238,219
22.42,2.24,134.8,32.21,-5.2010000000000005,302,237,218
22.62,2.26,134.9,32.48,-5.159,301,236,217
22.83,2.28,134.9,32.71,-5.1339999999999995,302,236,217
23.03,2.3,135.0,32.77,-5.0680000000000005,301,235,216
23.23,2.32,134.9,32.71,-5.053,301,235,216
23.43,2.34,135.0,32.66,-5.041,301,234,216
23.63,2.36,135.0,32.12,-5.029,300,234,215
23.84,2.38,135.1,31.87,-5.008,300,235,216
24.04,2.4,135.0,31.69,-5.019,300,234,215
24.24,2.42,135.1,31.5,-5.003,301,234,216
24.44,2.44,135.0,30.26,-5.008,300,235,216
24.64,2.46,135.0,29.03,-5.024,299,234,215
24.85,2.48,135.0,28.19,-5.022,300,234,216
25.05,2.5,135.0,25.74,-5.073,299,235,216
25.25,2.52,135.0,24.34,-5.102,299,235,216
25.45,2.54,135.0,23.21,-5.118,299,235,216
25.65,2.56,134.9,21.98,-5.152,300,236,217
25.86,2.58,134.9,19.64,-5.212999999999999,298,236,217
26.06,2.6,134.9,18.53,-5.247999999999999,298,236,217
26.26,2.62,134.9,17.65,-5.292000000000001,299,237,218
26.46,2.64,134.7,15.56,-5.367000000000001,298,238,218
26.66,2.66,134.7,14.85,-5.405,297,238,219
26.87,2.68,134.7,14.08,-5.452999999999999,297,239,220
27.07,2.7,134.6,12.74,-5.535,297,241,221
27.27,2.72,134.5,12.21,-5.582000000000001,297,242,222
27.47,2.74,134.5,11.64,-5.627999999999999,297,243,223
27.67,2.76,134.5,11.27,-5.666,297,243,223
27.88,2.78,134.5,10.81,-5.731,297,244,225
28.08,2.8,134.4,10.56,-5.755,298,245,225
28.28,2.82,134.4,10.47,-5.775,297,245,226
28.48,2.84,134.4,10.59,-5.795,298,246,226
28.68,2.86,134.3,10.54,-5.791,298,246,227
28.89,2.88,134.4,10.62,-5.79,298,246,226
29.09,2.9,134.4,10.7,-5.792999999999999,298,247,227
29.29,2.92,134.4,12.05,-5.782,299,247,227
29.49,2.94,134.3,12.68,-5.773,299,247,227
29.69,2.96,134.4,13.19,-5.73,299,247,227
29.9,2.98,134.5,15.18,-5.6579999999999995,299,247,227
30.1,3.01,134.6,16.17,-5.608,300,247,227
30.3,3.03,134.6,17.35,-5.539,299,246,226
30.5,3.05,134.7,20.13,-5.407,300,244,225
30.7,3.07,134.8,21.81,-5.347,301,243,224
30.91,3.09,134.8,23.14,-5.278,302,243,224
31.11,3.11,134.9,24.77,-5.207999999999999,301,242,223
31.31,3.13,135.0,27.26,-5.109,302,241,222
31.51,3.15,135.0,28.14,-5.07,302,240,221
31.71,3.17,135.0,29.24,-5.0169999999999995,302,239,221
31.92,3.19,135.1,30.62,-4.944,302,238,219
32.12,3.21,135.2,31.32,-4.894,302,238,219
32.32,3.23,135.2,31.81,-4.8580000000000005,302,237,218
32.52,3.25,135.2,32.14,-4.817,302,237,218
32.72,3.27,135.3,32.78,-4.731,302,236,217
32.93,3.29,135.4,32.82,-4.72,302,235,216
33.13,3.31,135.4,32.72,-4.669,302,235,216
33.33,3.33,135.5,32.53,-4.65,301,234,216
33.53,3.35,135.4,32.47,-4.621,300,234,215
33.73,3.37,135.5,32.21,-4.622,301,234,215
33.94,3.39,135.5,31.67,-4.62,300,235,215
34.14,3.41,135.5,31.38,-4.62,300,234,215
34.34,3.43,135.5,31.19,-4.617,300,234,215
34.54,3.45,135.5,30.28,-4.619,300,235,215
34.74,3.47,135.5,28.24,-4.633,300,234,215
34.95,3.49,135.5,26.89,-4.663,299,234,215
35.15,3.51,135.5,25.74,-4.685,299,235,216
35.35,3.53,135.4,23.29,-4.737,299,235,216
35.55,3.55,135.4,21.86,-4.7669999999999995,299,235,216
35.75,3.57,135.4,20.77,-4.798,299,235,216
35.96,3.59,135.3,19.65,-4.833,299,236,217
36.16,3.61,135.3,17.59,-4.919,298,237,217
36.36,3.63,135.2,16.59,-4.968,298,237,217
36.56,3.65,135.2,15.65,-5.007,298,238,218
36.76,3.67,135.1,14.04,-5.1,297,239,220
36.97,3.69,135.1,13.46,-5.153,297,240,221
37.17,3.71,135.0,12.68,-5.206,297,241,221
37.37,3.73,135.0,12.2,-5.257999999999999,297,242,222
37.57,3.75,134.9,11.34,-5.343,297,243,224
37.77,3.77,134.8,11.0,-5.3870000000000005,297,244,224
37.98,3.79,134.8,10.72,-5.4239999999999995,298,244,225
38.18,3.81,134.8,10.53,-5.48,297,246,226
38.38,3.83,134.8,10.41,-5.483,298,246,226
38.58,3.85,134.8,10.63,-5.497999999999999,298,246,227
38.78,3.87,134.8,10.54,-5.495,298,246,226
38.99,3.89,134.7,10.65,-5.492999999999999,298,246,227
39.19,3.91,134.8,10.96,-5.499,298,247,226
39.39,3.93,134.8,11.96,-5.486000000000001,299,247,227
39.59,3.95,134.7,13.36,-5.436,299,247,227
39.79,3.97,134.8,13.98,-5.392,299,247,227
40.0,4.0,134.9,15.16,-5.337999999999999,299,247,227
40.2,4.02,135.0,17.25,-5.215,299,246,226
40.4,4.04,135.0,18.69,-5.144,300,245,226
40.6,4.06,135.1,19.91,-5.047,301,244,225
40.8,4.08,135.2,21.72,-4.98,301,243,225
41.01,4.1,135.3,24.33,-4.841,302,241,223
41.21,4.12,135.3,26.03,-4.7669999999999995,302,241,222
41.41,4.14,135.5,27.24,-4.713,302,240,222
41.61,4.16,135.5,29.23,-4.631,302,239,220
41.81,4.18,135.5,30.05,-4.579,302,239,219
42.02,4.2,135.6,30.64,-4.543,302,238,219
42.22,4.22,135.7,31.31,-4.507,302,238,218
42.42,4.24,135.7,32.23,-4.427,302,237,217
42.62,4.26,135.7,32.47,-4.378,302,235,217
42.82,4.28,135.8,32.75,-4.333,301,235,216
43.03,4.3,135.9,32.97,-4.27,301,234,216
43.23,4.32,135.8,32.7,-4.249,300,234,216
43.43,4.34,135.9,32.65,-4.24,300,234,216
43.63,4.36,135.9,32.17,-4.216,301,234,215
43.83,4.38,135.9,31.88,-4.211,301,234,215
44.04,4.4,135.9,31.63,-4.208,300,234,215
44.24,4.42,135.9,31.45,-4.202,300,234,215
44.44,4.44,135.9,30.22,-4.206,300,234,215
44.64,4.46,136.0,29.0,-4.211,299,234,215
44.84,4.48,135.9,28.1,-4.232,299,234,216
45.05,4.5,135.8,25.75,-4.273,300,234,216
45.25,4.52,135.9,24.34,-4.3,299,234,216
45.45,4.54,135.8,23.15,-4.332,299,234,216
45.65,4.56,135.9,22.02,-4.361000000000001,299,235,216
45.85,4.58,135.8,19.73,-4.44,299,236,217
46.06,4.6,135.8,18.57,-4.48,298,236,217
46.26,4.62,135.7,17.49,-4.512,298,237,218
46.46,4.64,135.7,15.74,-4.621,298,238,219
46.66,4.66,135.6,14.88,-4.663,297,238,219
46.86,4.68,135.6,14.03,-4.718,297,239,220
47.07,4.7,135.5,12.85,-4.832,297,241,221
47.27,4.72,135.4,12.25,-4.9,297,241,222
47.47,4.74,135.4,11.77,-4.938,297,243,223
47.67,4.76,135.4,11.39,-4.9910000000000005,297,243,224
47.87,4.78,135.3,10.77,-5.079,298,244,225
48.08,4.8,135.2,10.64,-5.112,298,245,226
48.28,4.82,135.3,10.44,-5.132999999999999,297,245,226
48.48,4.84,135.2,10.54,-5.156000000000001,299,246,226
48.68,4.86,135.2,10.62,-5.154,298,246,227
48.88,4.88,135.2,10.66,-5.154,298,246,227
49.09,4.9,135.2,10.98,-5.156000000000001,299,247,227
49.29,4.92,135.2,11.92,-5.15,299,247,227
49.49,4.94,135.2,12.47,-5.129,299,247,227
49.69,4.96,135.2,13.27,-5.096,299,247,227
49.89,4.99,135.4,15.05,-4.99,300,247,227
50.1,5.01,135.4,16.14,-4.923,300,247,227
50.3,5.03,135.4,17.28,-4.843,300,246,226
50.5,5.05,135.6,20.18,-4.677,301,244,225
50.7,5.07,135.6,21.7,-4.5969999999999995,301,244,224
50.9,5.09,135.7,23.08,-4.511,302,243,223
51.11,5.11,135.8,24.63,-4.448,301,241,223
51.31,5.13,135.8,27.23,-4.3180000000000005,302,241,222
51.51,5.15,135.9,28.26,-4.272,302,240,221
51.71,5.17,135.9,29.11,-4.218,302,239,220
51.91,5.19,136.0,30.7,-4.128,302,238,219
52.12,5.21,136.1,31.4,-4.083,302,237,219
52.32,5.23,136.1,31.81,-4.037,302,237,218
52.52,5.25,136.1,32.12,-4.0,302,236,217
52.72,5.27,136.2,32.74,-3.923,301,236,217
52.92,5.29,136.3,32.87,-3.892,302,235,216
53.13,5.31,136.3,32.85,-3.863,301,235,216
53.33,5.33,136.3,32.72,-3.8110000000000004,301,234,216
53.53,5.35,136.3,32.41,-3.813,301,234,215
53.73,5.37,136.3,32.26,-3.801,301,234,216
53.93,5.39,136.3,31.92,-3.799,301,234,215
54.14,5.41,136.4,31.42,-3.7960000000000003,300,234,215
54.34,5.43,136.3,31.22,-3.786,301,235,215
54.54,5.45,136.3,30.25,-3.7910000000000004,300,234,215
54.74,5.47,136.4,28.1,-3.81,299,234,215
54.94,5.49,136.3,26.94,-3.839,300,234,215
55.15,5.51,136.3,25.75,-3.864,299,234,216
55.35,5.53,136.2,23.2,-3.9139999999999997,299,234,216
55.55,5.55,136.2,21.97,-3.9530000000000003,299,235,216
55.75,5.57,136.2,20.8,-3.995,299,235,216
55.95,5.59,136.2,19.76,-4.024,299,236,217
56.16,5.61,136.1,17.54,-4.115,298,236,217
56.36,5.63,136.1,16.35,-4.159,298,237,219
56.56,5.65,136.1,15.7,-4.21,298,238,219
56.76,5.67,136.0,14.15,-4.324,297,239,220
56.96,5.69,135.9,13.43,-4.39,297,240,221
57.17,5.71,135.9,12.72,-4.4510000000000005,297,241,221
57.37,5.73,135.8,12.24,-4.513,297,242,222
57.57,5.75,135.7,11.37,-4.619,297,243,223
57.77,5.77,135.7,11.07,-4.665,297,244,224
57.97,5.79,135.7,10.77,-4.7,297,245,225
58.18,5.81,135.6,10.51,-4.761,298,246,225
58.38,5.83,135.6,10.49,-4.774,298,246,226
58.58,5.85,135.7,10.56,-4.783,298,245,227
58.78,5.87,135.6,10.55,-4.798,298,246,227
58.98,5.89,135.6,10.68,-4.785,298,246,227
59.19,5.91,135.7,11.02,-4.781000000000001,298,246,227
59.39,5.93,135.6,11.94,-4.776,299,247,227
59.59,5.95,135.7,13.3,-4.7139999999999995,299,247,227
59.79,5.98,135.7,14.14,-4.676,299,247,227
59.99,6.0,135.7,15.11,-4.607,299,247,227
60.2,6.02,135.9,17.3,-4.456,300,245,226
60.4,6.04,135.9,18.52,-4.362,300,245,225
60.6,6.06,136.0,20.13,-4.2780000000000005,300,244,225
60.8,6.08,136.1,21.63,-4.194,301,243,224
61.0,6.1,136.2,24.54,-4.032,302,242,223
61.21,6.12,136.2,25.99,-3.98,302,241,222
61.41,6.14,136.3,27.27,-3.909,302,241,221
61.61,6.16,136.4,29.15,-3.806,302,239,220
61.81,6.18,136.4,30.04,-3.764,302,238,220
62.01,6.2,136.4,30.73,-3.716,302,238,219
62.22,6.22,136.5,31.84,-3.623,302,237,219
62.42,6.24,136.6,32.15,-3.58,302,236,218
62.62,6.26,136.6,32.51,-3.542,302,236,217
62.82,6.28,136.7,32.66,-3.498,301,235,217
63.02,6.3,136.7,32.97,-3.447,301,235,216
63.23,6.32,136.7,32.8,-3.425,301,234,215
63.43,6.34,136.7,32.64,-3.4019999999999997,301,235,216
63.63,6.36,136.8,32.32,-3.392,301,235,215
63.83,6.38,136.7,32.03,-3.377,300,234,215
64.03,6.4,136.8,31.71,-3.38,300,234,215
64.24,6.42,136.8,31.48,-3.3819999999999997,300,234,215
64.44,6.44,136.7,30.22,-3.3710000000000004,300,235,215
64.64,6.46,136.7,29.04,-3.385,300,235,215
64.84,6.48,136.8,28.22,-3.404,300,234,215
65.04,6.5,136.8,25.72,-3.443,300,234,216
65.25,6.52,136.7,24.43,-3.4789999999999996,300,235,215
65.45,6.54,136.7,23.17,-3.502,299,235,216
65.65,6.56,136.7,20.89,-3.571,299,235,216
65.85,6.58,136.6,19.54,-3.608,298,236,217
66.05,6.6,136.6,18.65,-3.655,298,236,217
66.26,6.62,136.6,17.51,-3.697,298,237,218
66.46,6.64,136.5,15.7,-3.8,298,238,219
66.66,6.66,136.5,14.9,-3.8510000000000004,298,239,219
66.86,6.68,136.4,14.15,-3.91,297,239,220
67.06,6.7,136.3,12.69,-4.029,297,241,222
67.27,6.72,136.3,12.19,-4.092,297,242,223
67.47,6.74,136.2,11.72,-4.156000000000001,296,242,223
67.67,6.76,136.2,11.28,-4.204,297,243,223
67.87,6.78,136.1,10.81,-4.303999999999999,297,245,225
68.07,6.8,136.1,10.59,-4.34,298,245,225
68.28,6.82,136.0,10.44,-4.365,297,246,226
68.48,6.84,136.0,10.58,-4.397,298,246,226
68.68,6.86,136.0,10.54,-4.395,298,246,227
68.88,6.88,136.0,10.72,-4.4030000000000005,298,246,227
69.08,6.9,136.1,10.71,-4.3919999999999995,298,247,227
69.29,6.92,136.0,11.93,-4.3839999999999995,299,247,227
69.49,6.94,136.1,12.48,-4.354,299,246,227
69.69,6.96,136.0,13.32,-4.335,299,247,227
69.89,6.99,136.1,15.15,-4.208,299,247,227
70.09,7.01,136.3,16.09,-4.135,300,247,227
70.3,7.03,136.3,17.29,-4.04,300,246,226
70.5,7.05,136.4,20.13,-3.865,301,244,225
70.7,7.07,136.5,21.59,-3.783,301,244,224
70.9,7.09,136.5,23.2,-3.699,301,243,224
71.1,7.11,136.6,24.55,-3.6239999999999997,301,242,223
71.31,7.13,136.7,27.25,-3.489,302,240,222
71.51,7.15,136.7,28.07,-3.432,302,240,221
71.71,7.17,136.8,29.17,-3.39,302,239,220
71.91,7.19,136.9,30.81,-3.298,302,238,218
72.11,7.21,136.9,31.43,-3.2539999999999996,302,237,219
72.32,7.23,136.9,31.92,-3.202,302,237,218
72.52,7.25,137.0,32.25,-3.1719999999999997,302,236,217
72.72,7.27,137.0,32.77,-3.089,302,236,217
72.92,7.29,137.1,32.82,-3.056,301,235,216
73.12,7.31,137.1,32.94,-3.028,301,234,216
73.33,7.33,137.1,32.75,-2.995,301,234,215
73.53,7.35,137.2,32.59,-2.986,301,234,216
73.73,7.37,137.2,32.25,-2.969,301,234,215
73.93,7.39,137.2,31.63,-2.957,300,234,215
74.13,7.41,137.2,31.52,-2.965,300,234,215
74.34,7.43,137.2,31.3,-2.955,300,234,215
74.54,7.45,137.2,30.15,-2.9619999999999997,300,234,215
74.74,7.47,137.1,28.1,-2.987,300,234,216
74.94,7.49,137.2,27.01,-2.998,300,234,215
75.14,7.51,137.1,25.78,-3.036,300,234,216
75.35,7.53,137.1,23.16,-3.0839999999999996,299,235,216
75.55,7.55,137.1,21.96,-3.128,299,235,216
75.75,7.57,137.0,20.7,-3.157,299,235,217
75.95,7.59,137.0,19.6,-3.198,299,235,216
76.15,7.61,137.0,17.59,-3.29,298,237,217
76.36,7.63,136.9,16.52,-3.332,298,237,218
76.56,7.65,136.9,15.62,-3.385,298,238,218
76.76,7.67,136.8,14.06,-3.502,297,239,220
76.96,7.69,136.8,13.46,-3.569,297,240,220
77.16,7.71,136.8,12.78,-3.633,297,241,221
77.37,7.73,136.7,12.23,-3.6889999999999996,297,241,222
77.57,7.75,136.6,11.25,-3.803,297,243,224
77.77,7.77,136.6,11.07,-3.858,297,244,224
77.97,7.79,136.6,10.74,-3.9010000000000002,298,245,225
78.17,7.81,136.5,10.51,-3.967,298,246,226
78.38,7.83,136.4,10.49,-3.9760000000000004,298,246,226
78.58,7.85,136.6,10.53,-3.987,298,246,227
78.78,7.87,136.5,10.62,-4.002,298,247,227
78.98,7.89,136.5,10.67,-3.991,298,246,227
79.18,7.91,136.5,11.0,-3.989,299,247,227
79.39,7.93,136.5,12.07,-3.9810000000000003,299,247,227
79.59,7.95,136.5,13.29,-3.909,299,247,227
79.79,7.98,136.5,14.1,-3.864,299,247,228
79.99,8.0,136.6,15.1,-3.802,299,247,227
80.19,8.02,136.7,17.27,-3.641,300,246,226
80.4,8.04,136.8,18.56,-3.557,300,245,226
80.6,8.06,136.8,20.08,-3.46,301,244,225
80.8,8.08,136.9,23.07,-3.284,301,243,224
81.0,8.1,136.9,24.56,-3.215,302,242,223
81.2,8.12,137.1,25.92,-3.14,302,241,222
81.41,8.14,137.1,27.24,-3.088,302,241,221
81.61,8.16,137.2,29.3,-2.983,302,240,221
81.81,8.18,137.1,30.0,-2.925,302,238,219
82.01,8.2,137.2,30.67,-2.878,302,238,219
82.21,8.22,137.3,31.85,-2.7960000000000003,302,236,218
82.42,8.24,137.4,32.28,-2.759,301,236,217
82.62,8.26,137.4,32.46,-2.7119999999999997,301,236,217
82.82,8.28,137.5,32.79,-2.676,302,235,217
83.02,8.3,137.5,32.87,-2.615,301,235,216
83.22,8.32,137.5,32.81,-2.591,301,234,216
83.43,8.34,137.6,32.67,-2.5669999999999997,301,234,215
83.63,8.36,137.6,32.26,-2.555,301,234,215
83.83,8.38,137.5,31.89,-2.552,301,234,215
84.03,8.4,137.6,31.66,-2.544,300,234,215
84.23,8.42,137.6,31.5,-2.546,301,234,215
84.44,8.44,137.6,30.25,-2.548,300,234,215
84.64,8.46,137.6,29.01,-2.555,299,234,216
84.84,8.48,137.6,28.22,-2.5660000000000003,299,234,215
85.04,8.5,137.6,25.76,-2.61,299,234,216
85.24,8.52,137.5,24.46,-2.633,299,235,215
85.45,8.54,137.5,23.2,-2.667,299,235,216
85.65,8.56,137.4,20.73,-2.738,299,235,217
85.85,8.58,137.4,19.67,-2.779,299,236,217
86.05,8.6,137.4,18.56,-2.826,298,236,217
86.25,8.62,137.4,17.62,-2.872,298,237,217
86.46,8.64,137.3,15.74,-2.9739999999999998,297,238,219
86.66,8.66,137.3,14.9,-3.023,297,238,219
86.86,8.68,137.2,14.1,-3.088,297,239,220
87.06,8.7,137.2,12.75,-3.2239999999999998,297,241,221
87.26,8.72,137.1,12.19,-3.267,297,241,222
87.47,8.74,137.1,11.69,-3.3369999999999997,297,242,223
87.67,8.76,137.0,11.4,-3.3960000000000004,297,244,223
87.87,8.78,136.9,10.69,-3.491,297,245,225
88.07,8.8,136.9,10.62,-3.531,298,246,225
88.27,8.82,136.9,10.6,-3.556,298,246,226
88.48,8.84,136.9,10.46,-3.5810000000000004,298,246,226
88.68,8.86,136.9,10.58,-3.5839999999999996,298,246,227
88.88,8.88,136.9,10.69,-3.589,298,246,227
89.08,8.9,136.9,10.78,-3.5860000000000003,298,246,227
89.28,8.92,136.9,11.96,-3.565,299,246,227
89.49,8.94,136.9,12.52,-3.5460000000000003,299,247,228
89.69,8.97,136.9,13.17,-3.5010000000000003,298,247,228
89.89,8.99,137.0,15.18,-3.391,300,247,227
90.09,9.01,137.1,16.03,-3.31,299,246,227
90.29,9.03,137.1,17.31,-3.222,299,246,227
90.5,9.05,137.3,20.1,-3.035,301,244,225
90.7,9.07,137.3,21.65,-2.9530000000000003,301,244,224
90.9,9.09,137.3,23.02,-2.8680000000000003,301,243,224
91.1,9.11,137.4,24.51,-2.8,301,242,223
91.3,9.13,137.5,27.2,-2.6660000000000004,302,240,221
91.51,9.15,137.6,28.24,-2.6039999999999996,303,240,221
91.71,9.17,137.6,29.29,-2.563,302,240,220
91.91,9.19,137.7,30.75,-2.458,302,238,219
92.11,9.21,137.7,31.35,-2.421,302,237,219
92.31,9.23,137.8,31.81,-2.374,302,237,218
92.52,9.25,137.8,32.29,-2.3409999999999997,301,236,217
92.72,9.27,137.8,32.68,-2.245,302,235,216
92.92,9.29,137.9,32.77,-2.218,301,235,216
93.12,9.31,137.9,32.9,-2.193,301,235,215
93.32,9.33,137.9,32.66,-2.153,300,234,215
93.53,9.35,138.0,32.44,-2.147,301,234,216
93.73,9.37,138.0,32.26,-2.131,301,233,215
93.93,9.39,138.0,31.64,-2.124,301,234,215
94.13,9.41,138.0,31.42,-2.1180000000000003,300,234,215
94.33,9.43,138.0,31.19,-2.124,300,234,215
94.54,9.45,138.0,30.21,-2.119,300,234,215
94.74,9.47,138.0,28.13,-2.146,300,234,215
94.94,9.49,138.0,26.96,-2.168,299,234,215
95.14,9.51,138.0,25.69,-2.195,299,234,216
95.34,9.53,137.9,23.2,-2.246,299,235,216
95.55,9.55,137.9,21.96,-2.279,299,235,216
95.75,9.57,137.9,20.89,-2.316,299,235,216
95.95,9.59,137.8,19.66,-2.352,298,236,217
96.15,9.61,137.8,17.48,-2.4530000000000003,299,236,217
96.35,9.63,137.8,16.58,-2.504,298,238,218
96.56,9.65,137.8,15.72,-2.553,297,238,219
96.76,9.67,137.7,14.15,-2.6639999999999997,297,239,220
96.96,9.69,137.6,13.39,-2.735,297,240,220
97.16,9.71,137.6,12.79,-2.795,297,241,221
97.36,9.73,137.5,11.66,-2.9210000000000003,297,243,223
97.57,9.75,137.4,11.37,-2.978,297,243,224
97.77,9.77,137.4,11.02,-3.0380000000000003,297,244,225
97.97,9.79,137.3,10.78,-3.073,297,245,225
98.17,9.81,137.3,10.51,-3.1310000000000002,297,246,226
98.37,9.83,137.3,10.4,-3.162,298,246,226
98.58,9.85,137.3,10.55,-3.157,298,246,226
98.78,9.87,137.3,10.68,-3.162,298,247,227
98.98,9.89,137.3,10.81,-3.175,298,247,227
99.18,9.91,137.3,10.98,-3.167,299,247,227
99.38,9.93,137.3,11.95,-3.1630000000000003,299,247,228
99.59,9.96,137.3,13.38,-3.1,298,247,227
99.79,9.98,137.4,14.14,-3.034,299,247,228
99.99,10.0,137.4,15.05,-2.968,299,247,228
