时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 147.5 	 98.5 	 14.56 	 .2 	-7.01 	 36 	 300 	 235 	 215 	 6341 	-7.9 
 148 	 98.5 	 14.56 	 .21 	-7.008 	 36 	 300 	 235 	 215 	 6343 	-8 
 148.5 	 98.6 	 14.68 	 .21 	-7.002 	 36 	 300 	 235 	 216 	 6345 	-8.4 
 149 	 98.6 	 14.64 	 .21 	-7.012 	 36 	 300 	 235 	 215 	 6345 	-8.4 
 149.5 	 98.5 	 14.59 	 .21 	-7.009 	 36 	 300 	 235 	 215 	 6343 	-8.1 
 150 	 98.5 	 14.73 	 .2 	-7.01 	 35 	 300 	 235 	 216 	 6345 	-8.1 
 150.5 	 98.5 	 14.77 	 .21 	-7.01 	 35 	 300 	 235 	 216 	 6345 	-8 
 151 	 98.6 	 14.78 	 .21 	-7.001 	 35 	 300 	 235 	 216 	 6343 	-8.1 
 151.5 	 98.5 	 14.73 	 .21 	-7.003 	 35 	 299 	 235 	 215 	 6343 	-8.4 
 152 	 98.5 	 14.86 	 .21 	-7.007 	 35 	 300 	 235 	 215 	 6343 	-8.1 
 152.5 	 98.6 	 14.79 	 .21 	-7.004 	 35 	 300 	 235 	 216 	 6341 	-8.1 
 153 	 98.5 	 14.93 	 .21 	-7.004 	 35 	 300 	 235 	 216 	 6346 	-8.1 
 153.5 	 98.6 	 14.88 	 .21 	-7.015 	 35 	 300 	 235 	 215 	 6347 	-8.1 
 154 	 98.5 	 15.06 	 .22 	-7.012 	 35 	 300 	 235 	 216 	 6348 	-8 
 154.5 	 98.6 	 14.99 	 .21 	-7.01 	 35 	 300 	 235 	 216 	 6346 	-8 
 155 	 98.7 	 15.09 	 .22 	-7 	 34 	 300 	 234 	 215 	 6347 	-8.3 
 155.5 	 98.5 	 15.15 	 .22 	-7.004 	 35 	 300 	 235 	 216 	 6348 	-8.4 
 156 	 98.6 	 15.24 	 .21 	-7.007 	 35 	 300 	 235 	 216 	 6347 	-8.4 
 156.5 	 98.6 	 15.17 	 .22 	-7.005 	 34 	 300 	 235 	 216 	 6346 	-8.1 
 157 	 98.7 	 15.23 	 .22 	-7.015 	 35 	 300 	 235 	 216 	 6347 	-8.5 
 157.5 	 98.6 	 15.33 	 .22 	-7.013 	 35 	 300 	 235 	 215 	 6346 	-8.3 
 158 	 98.6 	 15.3 	 .21 	-7.014 	 35 	 300 	 235 	 215 	 6345 	-8 
 158.5 	 98.6 	 15.4 	 .22 	-7.014 	 35 	 300 	 235 	 216 	 6346 	-8.3 
 159 	 98.6 	 15.49 	 .22 	-7.021 	 35 	 300 	 235 	 215 	 6347 	-8.5 
 159.5 	 98.6 	 15.54 	 .22 	-7.003 	 35 	 300 	 235 	 215 	 6347 	-8.3 
 160 	 98.6 	 15.53 	 .22 	-7.012 	 35 	 300 	 235 	 215 	 6348 	-8.3 
 160.5 	 98.6 	 15.56 	 .22 	-7.007 	 36 	 300 	 235 	 215 	 6347 	-8.4 
 161 	 98.6 	 15.73 	 .22 	-7.019 	 36 	 300 	 235 	 215 	 6348 	-8.1 
 161.5 	 98.6 	 15.87 	 .23 	-7.017 	 36 	 300 	 235 	 216 	 6349 	-8.1 
 162 	 98.6 	 15.99 	 .23 	-7.013 	 36 	 299 	 235 	 216 	 6348 	-8.4 
 162.5 	 98.7 	 16.15 	 .23 	-7.017 	 36 	 300 	 235 	 216 	 6351 	-8 
 163 	 98.6 	 16.4 	 .23 	-7.016 	 36 	 300 	 235 	 216 	 6349 	-8.1 
 163.5 	 98.8 	 16.5 	 .24 	-7.009 	 36 	 300 	 235 	 216 	 6351 	-8 
 164 	 98.6 	 16.69 	 .24 	-7.01 	 36 	 300 	 235 	 216 	 6351 	-8 
 164.5 	 98.7 	 16.91 	 .24 	-7.007 	 36 	 300 	 235 	 216 	 6351 	-8.1 
 165 	 98.7 	 17.11 	 .24 	-7.013 	 35 	 300 	 235 	 216 	 6351 	-8.3 
 165.5 	 98.9 	 17.35 	 .24 	-7.009 	 36 	 299 	 235 	 216 	 6356 	-8 
 166 	 99 	 17.52 	 .25 	-7.01 	 36 	 300 	 235 	 217 	 6354 	-8.1 
 166.5 	 99 	 17.8 	 .25 	-7.011 	 36 	 300 	 236 	 216 	 6354 	-8 
 167 	 98.9 	 17.91 	 .26 	-7.016 	 35 	 300 	 235 	 216 	 6354 	-8.3 
 167.5 	 99 	 18.26 	 .26 	-7.011 	 36 	 300 	 236 	 217 	 6359 	-8.3 
 168 	 99.1 	 18.35 	 .26 	-7.006 	 36 	 300 	 236 	 217 	 6360 	-8.1 
 168.5 	 99.1 	 18.66 	 .27 	-7.01 	 35 	 300 	 236 	 217 	 6362 	-8 
 169 	 99.2 	 18.71 	 .26 	-7.007 	 36 	 300 	 236 	 217 	 6361 	-8.1 
 169.5 	 99.3 	 18.89 	 .27 	-7.012 	 35 	 300 	 236 	 217 	 6362 	-8 
 170 	 99.5 	 19.21 	 .27 	-7.002 	 35 	 299 	 236 	 217 	 6367 	-8.3 
 170.5 	 99.4 	 19.43 	 .27 	-7.008 	 35 	 300 	 237 	 218 	 6367 	-8.3 
 171 	 99.6 	 19.58 	 .28 	-7.01 	 35 	 300 	 236 	 217 	 6370 	-8.4 
 171.5 	 99.6 	 19.78 	 .28 	-7.01 	 36 	 300 	 236 	 217 	 6371 	-8.1 
 172 	 99.8 	 19.88 	 .28 	-7.007 	 35 	 300 	 237 	 217 	 6371 	-8 
 172.5 	 99.9 	 20.2 	 .28 	-7.007 	 35 	 300 	 237 	 218 	 6374 	-8.3 
 173 	 99.8 	 20.3 	 .28 	-7.011 	 36 	 300 	 237 	 218 	 6373 	-8.1 
 173.5 	 99.9 	 20.43 	 .29 	-7.007 	 35 	 300 	 237 	 218 	 6376 	-8.4 
 174 	 100 	 20.42 	 .29 	-7.005 	 36 	 300 	 237 	 218 	 6380 	-8.4 
 174.5 	 100.2 	 20.48 	 .29 	-7.014 	 36 	 300 	 237 	 218 	 6380 	-8 
 175 	 100.1 	 20.67 	 .29 	-7.006 	 35 	 300 	 237 	 218 	 6380 	-8 
 175.5 	 100.1 	 20.68 	 .29 	-7.009 	 36 	 300 	 237 	 218 	 6381 	-8.4 
 176 	 100.2 	 20.7 	 .29 	-7.003 	 37 	 300 	 237 	 218 	 6383 	-8 
 176.5 	 100.3 	 20.78 	 .29 	-7.007 	 36 	 300 	 237 	 217 	 6383 	-8.3 
 177 	 100.2 	 20.87 	 .3 	-7.007 	 37 	 300 	 237 	 218 	 6384 	-8 
 177.5 	 100.4 	 20.94 	 .29 	-7.009 	 36 	 300 	 237 	 218 	 6385 	-8 
 178 	 100.3 	 20.87 	 .3 	-7.005 	 37 	 300 	 237 	 218 	 6385 	-8.4 
 178.5 	 100.4 	 20.94 	 .29 	-7.007 	 37 	 300 	 238 	 218 	 6385 	-8.3 
 179 	 100.5 	 20.99 	 .3 	-7.008 	 36 	 300 	 237 	 218 	 6387 	-8.1 
 179.5 	 100.5 	 21.04 	 .3 	-7.009 	 36 	 300 	 237 	 218 	 6388 	-8.4 
 180 	 100.5 	 21.1 	 .3 	-7.006 	 36 	 300 	 237 	 218 	 6387 	-8.3 
 180.5 	 100.5 	 21.18 	 .3 	-7.007 	 37 	 300 	 237 	 217 	 6388 	-8.1 
 181 	 100.5 	 21.13 	 .3 	-7.011 	 36 	 300 	 237 	 218 	 6388 	-8.4 
 181.5 	 100.5 	 21.09 	 .3 	-7.006 	 37 	 300 	 237 	 218 	 6388 	-8.1 
 182 	 100.6 	 21.24 	 .3 	-7.008 	 37 	 300 	 237 	 218 	 6391 	-8.1 
 182.5 	 100.6 	 21.28 	 .3 	-7.009 	 36 	 300 	 237 	 218 	 6389 	-8 
 183 	 100.7 	 21.34 	 .3 	-7.006 	 37 	 300 	 237 	 218 	 6393 	-8.3 
 183.5 	 100.6 	 21.34 	 .3 	-7.004 	 36 	 300 	 237 	 217 	 6392 	-8.3 
 184 	 100.7 	 21.25 	 .3 	-7.005 	 37 	 300 	 237 	 218 	 6393 	-8.4 
 184.5 	 100.8 	 21.31 	 .3 	-7 	 37 	 300 	 237 	 218 	 6393 	-8 
 185 	 100.8 	 21.36 	 .31 	-7.008 	 36 	 300 	 237 	 217 	 6393 	-8.3 
 185.5 	 100.8 	 21.42 	 .3 	-7.008 	 37 	 300 	 237 	 218 	 6396 	-8.1 
 186 	 100.7 	 21.27 	 .3 	-7.002 	 36 	 300 	 237 	 218 	 6395 	-8.1 
 186.5 	 100.9 	 21.37 	 .3 	-7.003 	 37 	 300 	 237 	 218 	 6396 	-8.4 
 187 	 100.9 	 21.33 	 .3 	-7.005 	 37 	 301 	 237 	 217 	 6395 	-8 
 187.5 	 100.9 	 21.31 	 .3 	-7 	 36 	 300 	 237 	 218 	 6396 	-8 
 188 	 100.8 	 21.39 	 .3 	-7.014 	 37 	 300 	 237 	 218 	 6396 	-8 
 188.5 	 100.8 	 21.42 	 .3 	-7.01 	 36 	 300 	 236 	 217 	 6395 	-8 
 189 	 100.9 	 21.41 	 .3 	-7.007 	 36 	 300 	 237 	 217 	 6397 	-8.1 
 189.5 	 100.8 	 21.42 	 .3 	-7.018 	 36 	 301 	 236 	 217 	 6401 	-8.3 
 190 	 100.9 	 21.38 	 .3 	-7.011 	 36 	 300 	 237 	 217 	 6402 	-8.3 
 190.5 	 101 	 21.44 	 .3 	-7.018 	 36 	 300 	 237 	 218 	 6401 	-8.3 
 191 	 100.8 	 21.29 	 .3 	-7.008 	 37 	 300 	 237 	 218 	 6402 	-8 
 191.5 	 100.9 	 21.37 	 .3 	-7.01 	 37 	 300 	 237 	 218 	 6402 	-8.1 
 192 	 100.8 	 21.38 	 .31 	-7.01 	 37 	 300 	 237 	 218 	 6400 	-8.4 
 192.5 	 100.9 	 21.35 	 .3 	-7.006 	 37 	 301 	 237 	 217 	 6402 	-8.4 
 193 	 101 	 21.3 	 .3 	-7.015 	 37 	 300 	 236 	 217 	 6402 	-8 
 193.5 	 101 	 21.31 	 .3 	-7.001 	 37 	 300 	 237 	 217 	 6401 	-8.4 
 194 	 101 	 21.36 	 .3 	-7.007 	 37 	 300 	 236 	 217 	 6401 	-8.1 
 194.5 	 100.8 	 21.4 	 .3 	-7.014 	 37 	 300 	 237 	 218 	 6402 	-8.3 
 195 	 100.9 	 21.35 	 .3 	-7.005 	 37 	 300 	 237 	 217 	 6404 	-8.3 
 195.5 	 101 	 21.38 	 .3 	-7.008 	 37 	 300 	 237 	 217 	 6402 	-8 
 196 	 101 	 21.32 	 .3 	-6.999 	 37 	 300 	 237 	 217 	 6404 	-8 
 196.5 	 101 	 21.33 	 .3 	-6.996 	 36 	 300 	 237 	 217 	 6403 	-8.4 
 197 	 101 	 21.28 	 .3 	-7.005 	 37 	 300 	 236 	 217 	 6405 	-8.3 
 197.5 	 100.9 	 21.28 	 .3 	-7.005 	 37 	 300 	 237 	 217 	 6404 	-8.1 
 198 	 101.1 	 21.25 	 .3 	-7.003 	 37 	 300 	 236 	 217 	 6403 	-8.5 
 198.5 	 100.9 	 21.33 	 .3 	-7.016 	 36 	 300 	 236 	 217 	 6405 	-8.4 
 199 	 101.1 	 21.34 	 .31 	-7.009 	 36 	 300 	 236 	 217 	 6405 	-8.4 
 199.5 	 101.2 	 21.3 	 .3 	-7.01 	 36 	 300 	 236 	 217 	 6404 	-8 
 200 	 101.1 	 21.3 	 .3 	-7.005 	 36 	 300 	 237 	 217 	 6404 	-8.3 
 200.5 	 101 	 21.32 	 .31 	-7.015 	 36 	 300 	 236 	 217 	 6405 	-8.4 
 201 	 101 	 21.37 	 .3 	-7.004 	 36 	 300 	 236 	 217 	 6404 	-8.4 
 201.5 	 101 	 21.32 	 .3 	-7.019 	 36 	 300 	 236 	 217 	 6405 	-8.3 
 202 	 101.2 	 21.31 	 .3 	-7.004 	 36 	 300 	 236 	 217 	 6405 	-8.3 
 202.5 	 101.2 	 21.28 	 .3 	-7.007 	 36 	 300 	 236 	 217 	 6409 	-8.1 
 203 	 101 	 21.29 	 .31 	-7.011 	 36 	 300 	 236 	 217 	 6408 	-8.1 
 203.5 	 101.1 	 21.31 	 .3 	-7.006 	 37 	 300 	 236 	 217 	 6409 	-8.1 
 204 	 101 	 21.29 	 .3 	-7.013 	 36 	 300 	 236 	 217 	 6407 	-8 
 204.5 	 101.1 	 21.34 	 .3 	-7.007 	 36 	 300 	 236 	 217 	 6409 	-8 
 205 	 100.9 	 21.33 	 .3 	-7.007 	 37 	 300 	 236 	 217 	 6406 	-8 
 205.5 	 101.2 	 21.25 	 .3 	-7 	 37 	 300 	 236 	 217 	 6408 	-8.1 
 206 	 101 	 21.21 	 .3 	-7.005 	 37 	 300 	 236 	 217 	 6408 	-7.9 
 206.5 	 101.1 	 21.33 	 .3 	-7.001 	 37 	 300 	 236 	 217 	 6407 	-8.3 
 207 	 101 	 21.25 	 .3 	-7.003 	 37 	 300 	 236 	 217 	 6408 	-8.1 
 207.5 	 101 	 21.28 	 .3 	-6.999 	 37 	 300 	 236 	 217 	 6408 	-8.1 
 208 	 101.1 	 21.27 	 .3 	-7 	 37 	 300 	 236 	 217 	 6409 	-8.1 
 208.5 	 101.2 	 21.25 	 .3 	-7.015 	 37 	 300 	 236 	 217 	 6409 	-8.3 
 209 	 101.1 	 21.24 	 .3 	-7.007 	 37 	 300 	 236 	 217 	 6411 	-8.4 
 209.5 	 101.1 	 21.17 	 .3 	-7.002 	 37 	 300 	 236 	 217 	 6409 	-8.1 
 210 	 101.1 	 21.24 	 .3 	-7.006 	 37 	 300 	 236 	 217 	 6409 	-8.3 
 210.5 	 101 	 21.26 	 .3 	-7.012 	 36 	 300 	 236 	 217 	 6408 	-8.4 
 211 	 101.2 	 21.29 	 .3 	-7.004 	 37 	 300 	 236 	 217 	 6411 	-8.1 
 211.5 	 101.1 	 21.24 	 .3 	-7.01 	 37 	 300 	 236 	 217 	 6410 	-8.3 
 212 	 101.1 	 21.18 	 .3 	-6.997 	 37 	 300 	 236 	 217 	 6409 	-8.4 
 212.5 	 101.1 	 21.29 	 .3 	-7.001 	 37 	 300 	 236 	 217 	 6411 	-8.1 
 213 	 101.2 	 21.31 	 .3 	-7.007 	 36 	 300 	 236 	 217 	 6408 	-8 
 213.5 	 101.1 	 21.23 	 .3 	-7.017 	 36 	 300 	 237 	 217 	 6411 	-8 
 214 	 101.1 	 21.28 	 .3 	-7.014 	 36 	 300 	 237 	 217 	 6409 	-8 
 214.5 	 101.2 	 21.18 	 .3 	-6.997 	 36 	 300 	 237 	 217 	 6409 	-8.5 
 215 	 101.2 	 21.18 	 .3 	-7.004 	 36 	 300 	 236 	 217 	 6410 	-8.5 
 215.5 	 101.2 	 21.2 	 .29 	-7.002 	 36 	 301 	 236 	 217 	 6409 	-8.1 
 216 	 101.1 	 21.28 	 .3 	-7.008 	 36 	 300 	 236 	 217 	 6410 	-8.1 
 216.5 	 101.2 	 21.27 	 .3 	-7.012 	 36 	 300 	 237 	 217 	 6410 	-8.4 
 217 	 101.2 	 21.25 	 .3 	-7.005 	 36 	 300 	 237 	 217 	 6410 	-8.1 
 217.5 	 101.2 	 21.22 	 .3 	-6.997 	 37 	 300 	 237 	 217 	 6410 	-8.1 
 218 	 101.1 	 21.21 	 .3 	-6.995 	 36 	 300 	 236 	 217 	 6410 	-8 
 218.5 	 101.1 	 21.22 	 .3 	-6.999 	 36 	 300 	 236 	 217 	 6412 	-8.6 
 219 	 101.1 	 21.29 	 .3 	-7.005 	 36 	 300 	 237 	 217 	 6409 	-8 
 219.5 	 101.3 	 21.22 	 .3 	-7.003 	 36 	 300 	 237 	 217 	 6409 	-8.5 
 220 	 101.2 	 21.19 	 .3 	-7.008 	 37 	 300 	 236 	 217 	 6410 	-8.1 
 220.5 	 101.2 	 21.2 	 .3 	-7.01 	 36 	 300 	 236 	 217 	 6410 	-8 
 221 	 101.1 	 21.17 	 .3 	-7.01 	 37 	 300 	 237 	 217 	 6409 	-8 
 221.5 	 101.1 	 21.17 	 .3 	-7.012 	 37 	 300 	 236 	 217 	 6410 	-8.1 
 222 	 101.2 	 21.28 	 .3 	-7.007 	 36 	 300 	 237 	 217 	 6410 	-8.4 
 222.5 	 101.1 	 21.2 	 .3 	-7.002 	 37 	 300 	 236 	 217 	 6408 	-7.8 
 223 	 101.3 	 21.28 	 .3 	-7.006 	 37 	 300 	 236 	 217 	 6411 	-8.5 
 223.5 	 101.1 	 21.25 	 .3 	-7.003 	 37 	 300 	 237 	 218 	 6411 	-8.4 
