时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.6 	 21.89 	 310 	 17.209 	 133 	 300 	 209 	 194 	 4680 	-8.8 
 .2 	 .02 	 122.6 	 22.11 	 31 	 17.203 	 132.7 	 301 	 209 	 194 	 4681 	-8.8 
 .4 	 .04 	 122.6 	 21.84 	 31 	 17.216 	 133.1 	 300 	 210 	 193 	 4679 	-8.1 
 .61 	 .06 	 122.6 	 21.97 	 32 	 17.21 	 133.6 	 300 	 210 	 194 	 4676 	-8.3 
 .81 	 .08 	 122.5 	 22.17 	 31 	 17.205 	 132.3 	 300 	 209 	 194 	 4679 	-8.4 
 1.01 	 .1 	 122.6 	 22.38 	 32 	 17.214 	 133.2 	 301 	 209 	 194 	 4680 	-8.4 
 1.21 	 .12 	 122.7 	 23.14 	 33 	 17.247 	 132.9 	 301 	 209 	 194 	 4678 	-8.4 
 1.41 	 .14 	 122.5 	 23.61 	 34 	 17.256 	 132.6 	 300 	 209 	 194 	 4678 	-8.3 
 1.62 	 .16 	 122.6 	 23.94 	 34 	 17.273 	 133.6 	 301 	 210 	 194 	 4679 	-8.6 
 1.82 	 .18 	 122.7 	 24.55 	 36 	 17.278 	 132.7 	 301 	 209 	 195 	 4677 	-8.1 
 2.02 	 .2 	 122.6 	 25.16 	 36 	 17.311 	 133 	 300 	 210 	 194 	 4679 	-8.6 
 2.22 	 .22 	 122.8 	 25.46 	 36 	 17.326 	 133.5 	 301 	 210 	 194 	 4679 	-8.5 
 2.42 	 .24 	 122.7 	 25.74 	 37 	 17.33 	 132.6 	 301 	 209 	 194 	 4680 	-8.1 
 2.63 	 .26 	 122.7 	 25.98 	 37 	 17.348 	 133.5 	 301 	 209 	 195 	 4678 	-8.4 
 2.83 	 .28 	 122.8 	 26.2 	 36 	 17.37 	 133.3 	 301 	 209 	 194 	 4680 	-8.5 
 3.03 	 .3 	 122.7 	 26.27 	 37 	 17.357 	 133.1 	 301 	 210 	 194 	 4681 	-8.1 
 3.23 	 .32 	 122.8 	 26.19 	 37 	 17.373 	 133.5 	 301 	 209 	 195 	 4679 	-8.1 
 3.43 	 .34 	 122.7 	 26.06 	 37 	 17.402 	 132.9 	 300 	 209 	 194 	 4679 	-8.8 
 3.64 	 .36 	 122.6 	 26.25 	 37 	 17.392 	 132.9 	 301 	 209 	 194 	 4679 	-8.3 
 3.84 	 .38 	 122.8 	 26.19 	 36 	 17.393 	 133.7 	 301 	 209 	 194 	 4679 	-8.4 
 4.04 	 .4 	 122.7 	 25.99 	 36 	 17.405 	 132.7 	 301 	 209 	 193 	 4677 	-8.3 
 4.24 	 .42 	 122.8 	 25.91 	 37 	 17.402 	 133 	 301 	 210 	 194 	 4680 	-8.5 
 4.44 	 .44 	 122.8 	 25.84 	 36 	 17.408 	 133.3 	 301 	 208 	 194 	 4677 	-8.5 
 4.65 	 .46 	 122.8 	 25.64 	 36 	 17.411 	 132.6 	 301 	 209 	 194 	 4679 	-8.4 
 4.85 	 .48 	 122.9 	 25.43 	 36 	 17.408 	 133.8 	 301 	 209 	 194 	 4676 	-8.4 
 5.05 	 .5 	 122.7 	 25.02 	 34 	 17.408 	 133.5 	 300 	 210 	 193 	 4678 	-8.4 
 5.25 	 .52 	 122.8 	 24.52 	 33 	 17.403 	 132.9 	 300 	 209 	 193 	 4681 	-8.1 
 5.45 	 .54 	 122.7 	 23.41 	 33 	 17.371 	 133.5 	 300 	 209 	 194 	 4679 	-8.5 
 5.66 	 .56 	 122.8 	 22.69 	 31 	 17.369 	 132.6 	 301 	 209 	 194 	 4678 	-8.3 
 5.86 	 .58 	 122.8 	 22.21 	 31 	 17.352 	 133.4 	 301 	 208 	 194 	 4677 	-8.4 
 6.06 	 .6 	 122.7 	 21.06 	 30 	 17.301 	 133.6 	 301 	 208 	 193 	 4676 	-8.5 
 6.26 	 .62 	 122.6 	 20.6 	 28 	 17.287 	 132.3 	 300 	 209 	 194 	 4678 	-8.5 
 6.46 	 .64 	 122.7 	 20.1 	 27 	 17.278 	 133.2 	 300 	 209 	 194 	 4681 	-8.8 
 6.67 	 .66 	 122.7 	 19.64 	 27 	 17.258 	 133.1 	 300 	 209 	 193 	 4679 	-8.3 
 6.87 	 .68 	 122.6 	 18.86 	 26 	 17.234 	 132.5 	 301 	 209 	 195 	 4682 	-8.6 
 7.07 	 .7 	 122.6 	 18.5 	 26 	 17.212 	 133.2 	 301 	 209 	 193 	 4680 	-8.4 
 7.27 	 .72 	 122.6 	 18.26 	 25 	 17.207 	 133 	 300 	 209 	 194 	 4677 	-8.4 
 7.47 	 .74 	 122.7 	 17.68 	 25 	 17.189 	 133 	 300 	 208 	 194 	 4678 	-8.6 
 7.68 	 .76 	 122.6 	 17.53 	 25 	 17.184 	 133.7 	 301 	 209 	 194 	 4677 	-8.1 
 7.88 	 .78 	 122.6 	 17.55 	 24 	 17.172 	 132.5 	 300 	 209 	 194 	 4682 	-8.9 
 8.08 	 .8 	 122.6 	 17.17 	 25 	 17.187 	 133.5 	 300 	 209 	 194 	 4679 	-8.6 
 8.28 	 .82 	 122.5 	 17.06 	 23 	 17.163 	 133.3 	 301 	 209 	 194 	 4678 	-8.6 
 8.48 	 .84 	 122.6 	 16.98 	 23 	 17.165 	 132.5 	 300 	 209 	 194 	 4678 	-8.6 
 8.69 	 .86 	 122.6 	 17.09 	 24 	 17.154 	 133.6 	 300 	 209 	 194 	 4679 	-8.1 
 8.89 	 .88 	 122.7 	 17.25 	 25 	 17.15 	 132.9 	 301 	 209 	 194 	 4680 	-8.8 
 9.09 	 .9 	 122.6 	 17.08 	 25 	 17.154 	 132.8 	 300 	 209 	 194 	 4679 	-8.1 
 9.29 	 .92 	 122.5 	 17.07 	 24 	 17.166 	 133.8 	 300 	 209 	 194 	 4681 	-8.4 
 9.49 	 .94 	 122.6 	 17.32 	 25 	 17.152 	 132.6 	 301 	 209 	 194 	 4679 	-8.4 
 9.7 	 .96 	 122.6 	 17.78 	 26 	 17.15 	 133 	 300 	 210 	 193 	 4676 	-8.3 
 9.9 	 .99 	 122.6 	 18.04 	 27 	 17.174 	 133.3 	 300 	 209 	 194 	 4678 	-8 
 10.1 	 1.01 	 122.6 	 18.54 	 27 	 17.169 	 132.2 	 301 	 209 	 194 	 4677 	-8.5 
 10.3 	 1.03 	 122.5 	 19.62 	 29 	 17.211 	 133.4 	 301 	 209 	 194 	 4678 	-8.4 
 10.5 	 1.05 	 122.7 	 20.15 	 30 	 17.224 	 133.2 	 301 	 210 	 194 	 4680 	-8.5 
 10.71 	 1.07 	 122.7 	 20.72 	 31 	 17.239 	 132.4 	 301 	 209 	 195 	 4678 	-8.1 
