时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 125.9 	 21.66 	 306 	 20.791 	 133.2 	 301 	 213 	 198 	 4683 	-8.3 
 .2 	 .02 	 125.9 	 21.56 	 31 	 20.791 	 133.7 	 301 	 213 	 198 	 4680 	-8.8 
 .4 	 .04 	 125.8 	 21.78 	 31 	 20.773 	 133.7 	 301 	 213 	 198 	 4679 	-8.5 
 .61 	 .06 	 125.9 	 21.83 	 31 	 20.772 	 133.4 	 300 	 212 	 198 	 4681 	-8.4 
 .81 	 .08 	 125.9 	 22.41 	 33 	 20.795 	 133.6 	 301 	 213 	 199 	 4677 	-7.8 
 1.01 	 .1 	 126 	 23.41 	 35 	 20.818 	 132.5 	 300 	 214 	 198 	 4678 	-8.1 
 1.21 	 .12 	 126 	 24.19 	 35 	 20.843 	 132.5 	 300 	 213 	 198 	 4679 	-8.5 
 1.41 	 .14 	 125.9 	 24.93 	 37 	 20.864 	 132.9 	 301 	 213 	 198 	 4678 	-8.1 
 1.62 	 .16 	 125.9 	 26.29 	 38 	 20.884 	 133.6 	 301 	 212 	 199 	 4680 	-8.3 
 1.82 	 .18 	 125.9 	 26.73 	 39 	 20.916 	 134 	 301 	 213 	 198 	 4678 	-8.5 
 2.02 	 .2 	 125.9 	 27.32 	 40 	 20.948 	 133.3 	 301 	 212 	 198 	 4676 	-8.1 
 2.22 	 .22 	 126.1 	 28.14 	 40 	 20.981 	 133.4 	 300 	 212 	 198 	 4679 	-8 
 2.42 	 .24 	 125.9 	 28.44 	 41 	 20.994 	 133.1 	 301 	 212 	 198 	 4678 	-8.5 
 2.63 	 .26 	 126.1 	 28.7 	 41 	 21.024 	 131.9 	 301 	 212 	 198 	 4679 	-8.3 
 2.83 	 .28 	 126.1 	 28.81 	 41 	 21.019 	 132.8 	 301 	 212 	 197 	 4679 	-8.3 
 3.03 	 .3 	 126.1 	 28.92 	 41 	 21.054 	 133.5 	 301 	 213 	 198 	 4678 	-8.6 
 3.23 	 .32 	 126 	 29.02 	 42 	 21.062 	 134 	 302 	 212 	 197 	 4679 	-8.8 
 3.43 	 .34 	 126 	 29 	 41 	 21.057 	 133.1 	 301 	 213 	 197 	 4679 	-8.3 
 3.64 	 .36 	 126.1 	 28.71 	 40 	 21.064 	 133 	 300 	 212 	 197 	 4679 	-8.9 
 3.84 	 .38 	 126.1 	 28.67 	 40 	 21.074 	 132.2 	 301 	 212 	 196 	 4678 	-8.5 
 4.04 	 .4 	 126.1 	 28.69 	 41 	 21.065 	 132.7 	 301 	 212 	 198 	 4678 	-8.8 
 4.24 	 .42 	 126 	 28.64 	 40 	 21.082 	 133.2 	 301 	 212 	 198 	 4680 	-8.3 
 4.44 	 .44 	 126.1 	 28.17 	 40 	 21.057 	 133.4 	 301 	 212 	 196 	 4680 	-8.4 
 4.65 	 .46 	 126.1 	 27.54 	 39 	 21.073 	 133.3 	 301 	 213 	 198 	 4678 	-8.5 
 4.85 	 .48 	 126 	 26.9 	 37 	 21.068 	 132.8 	 301 	 211 	 197 	 4679 	-8 
 5.05 	 .5 	 125.9 	 25.09 	 35 	 21.023 	 132.5 	 301 	 212 	 197 	 4678 	-8.6 
 5.25 	 .52 	 126 	 24.13 	 33 	 21.007 	 132.6 	 301 	 212 	 197 	 4677 	-8.3 
 5.45 	 .54 	 126 	 23.29 	 32 	 20.985 	 133.6 	 301 	 211 	 197 	 4678 	-9 
 5.66 	 .56 	 126.2 	 22.63 	 30 	 20.962 	 133.6 	 300 	 212 	 197 	 4679 	-8.4 
 5.86 	 .58 	 126.1 	 20.85 	 29 	 20.917 	 133.3 	 301 	 211 	 197 	 4679 	-8 
 6.06 	 .6 	 125.9 	 20.02 	 28 	 20.881 	 133 	 301 	 212 	 197 	 4677 	-8.4 
 6.26 	 .62 	 126 	 19.44 	 26 	 20.855 	 132.5 	 301 	 212 	 198 	 4676 	-8.1 
 6.46 	 .64 	 125.8 	 18.17 	 25 	 20.805 	 132.7 	 301 	 213 	 197 	 4677 	-8.5 
 6.67 	 .66 	 125.8 	 17.74 	 26 	 20.775 	 133.5 	 300 	 213 	 198 	 4678 	-7.8 
 6.87 	 .68 	 125.9 	 17.11 	 23 	 20.76 	 133.7 	 301 	 212 	 197 	 4680 	-8.3 
