

时间(S),振次,轴位移(mm),力(kN),应力(kPa),变形(mm),侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(ml),小体变(ml)
0.00,0.00, 120.5 , 21.39 , 303 , 15.109 , 132.4 , 300 , 203 , 187 , 4679 ,-8.5 
 .2 , .02 , 120.4 , 21.51 , 30 , 15.116 , 132.1 , 300 , 203 , 187 , 4676 ,-8.6 
 .4 , .04 , 120.6 , 21.43 , 30 , 15.088 , 133 , 300 , 202 , 187 , 4678 ,-8.8 
 .61 , .06 , 120.6 , 21.48 , 31 , 15.1 , 131.6 , 301 , 202 , 188 , 4678 ,-8.5 
 .81 , .08 , 120.6 , 21.54 , 30 , 15.103 , 132.8 , 300 , 202 , 188 , 4677 ,-8.1 
 1.01 , .1 , 120.6 , 21.58 , 31 , 15.104 , 132.7 , 300 , 202 , 187 , 4675 ,-8 
 1.21 , .12 , 120.7 , 21.54 , 31 , 15.112 , 132 , 300 , 203 , 187 , 4677 ,-7.8 
 1.41 , .14 , 120.6 , 21.78 , 30 , 15.122 , 132.8 , 300 , 203 , 187 , 4678 ,-8.5 
 1.62 , .16 , 120.7 , 21.91 , 31 , 15.12 , 131.8 , 300 , 203 , 188 , 4675 ,-8.1 
 1.82 , .18 , 120.6 , 21.9 , 32 , 15.13 , 132.3 , 300 , 202 , 188 , 4678 ,-8.5 
 2.02 , .2 , 120.7 , 22.09 , 32 , 15.127 , 132.4 , 300 , 203 , 188 , 4676 ,-8.1 
 2.22 , .22 , 120.6 , 22.26 , 32 , 15.132 , 131.7 , 300 , 203 , 187 , 4676 ,-8.5 
 2.42 , .24 , 120.7 , 22.52 , 32 , 15.129 , 132.8 , 299 , 203 , 188 , 4678 ,-8.3 
 2.63 , .26 , 120.7 , 22.6 , 32 , 15.151 , 132.2 , 300 , 202 , 188 , 4677 ,-8.4 
 2.83 , .28 , 120.7 , 22.71 , 32 , 15.15 , 132.5 , 300 , 203 , 187 , 4675 ,-8.4 
 3.03 , .3 , 120.7 , 22.86 , 33 , 15.166 , 132.5 , 300 , 203 , 187 , 4677 ,-8.5 
 3.23 , .32 , 120.7 , 22.97 , 33 , 15.146 , 131.6 , 301 , 202 , 189 , 4676 ,-8.3 
 3.43 , .34 , 120.7 , 22.89 , 33 , 15.169 , 133 , 300 , 203 , 187 , 4679 ,-8.4 
 3.64 , .36 , 120.8 , 23.13 , 33 , 15.173 , 131.9 , 300 , 203 , 187 , 4680 ,-8.6 
 3.84 , .38 , 120.7 , 23.01 , 33 , 15.175 , 131.8 , 301 , 203 , 188 , 4678 ,-8.5 
 4.04 , .4 , 120.6 , 23.21 , 32 , 15.182 , 132.6 , 300 , 202 , 188 , 4676 ,-8.5 
 4.24 , .42 , 120.7 , 23.06 , 32 , 15.179 , 131.9 , 300 , 203 , 188 , 4678 ,-8.6 
 4.44 , .44 , 120.7 , 23.14 , 33 , 15.192 , 132.7 , 300 , 203 , 188 , 4679 ,-8.3 
 4.65 , .46 , 120.8 , 22.94 , 33 , 15.196 , 132.4 , 300 , 203 , 188 , 4678 ,-8.4 
 4.85 , .48 , 120.7 , 22.91 , 33 , 15.198 , 132.2 , 300 , 203 , 188 , 4680 ,-8 
 5.05 , .5 , 120.7 , 22.86 , 32 , 15.191 , 133.1 , 300 , 203 , 188 , 4679 ,-8.6 
 5.25 , .52 , 120.8 , 22.87 , 32 , 15.193 , 131.7 , 300 , 203 , 188 , 4679 ,-8.5 
 5.45 , .54 , 120.7 , 22.94 , 32 , 15.182 , 132.9 , 300 , 203 , 188 , 4677 ,-8.3 
 5.66 , .56 , 120.7 , 22.79 , 32 , 15.188 , 132.3 , 300 , 203 , 188 , 4677 ,-8.5 
 5.86 , .58 , 120.6 , 22.86 , 32 , 15.183 , 132.2 , 300 , 203 , 188 , 4677 ,-8.5 
 6.06 , .6 , 120.7 , 22.73 , 31 , 15.198 , 132.8 , 300 , 203 , 187 , 4678 ,-8.5 
 6.26 , .62 , 120.8 , 22.55 , 32 , 15.197 , 131.8 , 300 , 203 , 188 , 4679 ,-8.5 
 6.46 , .64 , 120.8 , 22.7 , 32 , 15.185 , 132.8 , 300 , 203 , 188 , 4678 ,-9 
 6.67 , .66 , 120.7 , 22.51 , 32 , 15.197 , 132.2 , 300 , 202 , 188 , 4676 ,-7.9 
 6.87 , .68 , 120.7 , 22.12 , 31 , 15.196 , 132.2 , 301 , 203 , 188 , 4679 ,-8.6 
 7.07 , .7 , 120.7 , 21.78 , 30 , 15.191 , 133.2 , 301 , 202 , 188 , 4678 ,-8.4 
 7.27 , .72 , 120.7 , 21.6 , 30 , 15.198 , 131.7 , 300 , 203 , 187 , 4679 ,-8.1 
 7.47 , .74 , 120.7 , 21.46 , 30 , 15.186 , 132.6 , 300 , 202 , 188 , 4680 ,-8.4 
 7.68 , .76 , 120.8 , 21.22 , 30 , 15.177 , 132.3 , 300 , 203 , 187 , 4677 ,-8.6 
 7.88 , .78 , 120.7 , 21.1 , 30 , 15.173 , 132.4 , 301 , 203 , 188 , 4678 ,-8.5 
 8.08 , .8 , 120.7 , 20.99 , 29 , 15.162 , 132.9 , 301 , 203 , 187 , 4677 ,-8.5 
 8.28 , .82 , 120.8 , 20.65 , 29 , 15.175 , 132.4 , 301 , 202 , 189 , 4680 ,-8.1 
 8.48 , .84 , 120.7 , 20.66 , 29 , 15.163 , 132.6 , 300 , 202 , 188 , 4677 ,-8.4 
 8.69 , .86 , 120.6 , 20.58 , 29 , 15.159 , 132.4 , 301 , 202 , 188 , 4679 ,-8.3 
 8.89 , .88 , 120.6 , 20.46 , 29 , 15.168 , 132.1 , 299 , 203 , 188 , 4677 ,-8.6 
 9.09 , .9 , 120.7 , 20.52 , 29 , 15.174 , 133.1 , 301 , 203 , 188 , 4677 ,-8.3 
 9.29 , .92 , 120.6 , 20.55 , 30 , 15.161 , 131.8 , 300 , 203 , 188 , 4677 ,-8.4 
 9.49 , .94 , 120.7 , 20.54 , 29 , 15.16 , 132.7 , 300 , 203 , 188 , 4678 ,-8.8 
 9.7 , .96 , 120.6 , 20.46 , 29 , 15.166 , 132.5 , 301 , 202 , 188 , 4676 ,-8.5 
 9.9 , .99 , 120.7 , 20.58 , 29 , 15.164 , 132.4 , 301 , 203 , 187 , 4678 ,-8.5 
 10.1 , 1.01 , 120.7 , 20.58 , 29 , 15.158 , 132.9 , 301 , 202 , 188 , 4680 ,-8.5 
 10.3 , 1.03 , 120.7 , 20.48 , 29 , 15.157 , 132.4 , 301 , 203 , 188 , 4679 ,-8.3 
 10.5 , 1.05 , 120.6 , 20.61 , 29 , 15.158 , 132.6 , 300 , 203 , 188 , 4678 ,-8.1 
 10.71 , 1.07 , 120.8 , 20.74 , 30 , 15.147 , 132.8 , 300 , 202 , 188 , 4680 ,-8.4 
 10.91 , 1.09 , 120.7 , 20.81 , 30 , 15.16 , 131.9 , 300 , 203 , 188 , 4678 ,-8.4 
 11.11 , 1.11 , 120.8 , 21.34 , 31 , 15.164 , 133 , 301 , 203 , 188 , 4676 ,-8.4 
 11.31 , 1.13 , 120.6 , 21.63 , 30 , 15.171 , 132.1 , 300 , 203 , 188 , 4680 ,-8 
 11.51 , 1.15 , 120.7 , 21.74 , 31 , 15.168 , 132.7 , 301 , 203 , 188 , 4678 ,-8.5 
 11.72 , 1.17 , 120.7 , 21.89 , 31 , 15.183 , 132.9 , 300 , 203 , 188 , 4678 ,-8.3 
 11.92 , 1.19 , 120.7 , 22.11 , 31 , 15.177 , 132 , 300 , 203 , 188 , 4678 ,-8.1 
