时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 121 	 22.03 	 312 	 15.373 	 132.9 	 301 	 204 	 190 	 4678 	-8.4 
 .2 	 .02 	 120.8 	 22.02 	 31 	 15.354 	 132.1 	 301 	 204 	 188 	 4680 	-9.1 
 .4 	 .04 	 120.8 	 22 	 31 	 15.36 	 133.2 	 301 	 205 	 190 	 4678 	-8.8 
 .61 	 .06 	 120.8 	 21.86 	 31 	 15.374 	 132.7 	 301 	 205 	 189 	 4677 	-8.4 
 .81 	 .08 	 120.9 	 21.88 	 31 	 15.353 	 132.3 	 301 	 204 	 190 	 4678 	-8.6 
 1.01 	 .1 	 120.9 	 22.08 	 32 	 15.362 	 133.1 	 301 	 205 	 190 	 4680 	-8.8 
 1.21 	 .12 	 120.9 	 22.12 	 32 	 15.36 	 132.2 	 300 	 205 	 189 	 4678 	-8.3 
 1.41 	 .14 	 120.8 	 22.22 	 31 	 15.368 	 132.8 	 300 	 205 	 189 	 4676 	-8.3 
 1.62 	 .16 	 120.9 	 22.58 	 32 	 15.381 	 132.6 	 300 	 205 	 189 	 4681 	-8.4 
 1.82 	 .18 	 120.8 	 22.84 	 32 	 15.383 	 132.3 	 301 	 204 	 190 	 4680 	-8.1 
 2.02 	 .2 	 120.8 	 23.06 	 33 	 15.382 	 133.2 	 301 	 205 	 190 	 4677 	-8.3 
 2.22 	 .22 	 120.9 	 23.25 	 33 	 15.395 	 132.1 	 301 	 205 	 190 	 4682 	-8.4 
 2.42 	 .24 	 120.9 	 23.38 	 34 	 15.406 	 133.2 	 301 	 203 	 190 	 4680 	-8.4 
 2.63 	 .26 	 120.9 	 23.75 	 34 	 15.41 	 132.3 	 301 	 204 	 190 	 4678 	-8.4 
 2.83 	 .28 	 120.9 	 23.72 	 34 	 15.422 	 132.4 	 301 	 205 	 189 	 4678 	-8.3 
 3.03 	 .3 	 120.9 	 24.11 	 34 	 15.417 	 132.9 	 301 	 205 	 190 	 4678 	-8.5 
 3.23 	 .32 	 120.9 	 23.95 	 34 	 15.44 	 132 	 301 	 204 	 190 	 4679 	-8.5 
 3.43 	 .34 	 120.9 	 24.07 	 34 	 15.458 	 133.1 	 300 	 205 	 189 	 4679 	-8.5 
 3.64 	 .36 	 121.1 	 24.03 	 33 	 15.451 	 132.6 	 301 	 204 	 190 	 4678 	-8.6 
 3.84 	 .38 	 120.9 	 23.93 	 34 	 15.459 	 132.6 	 301 	 205 	 190 	 4676 	-8 
 4.04 	 .4 	 120.9 	 23.95 	 34 	 15.453 	 133.1 	 300 	 205 	 190 	 4680 	-8.8 
 4.24 	 .42 	 120.9 	 23.8 	 34 	 15.466 	 132.2 	 300 	 205 	 190 	 4678 	-8 
 4.44 	 .44 	 120.9 	 23.76 	 33 	 15.471 	 133.3 	 300 	 205 	 190 	 4677 	-8.3 
 4.65 	 .46 	 120.9 	 23.65 	 33 	 15.47 	 132.6 	 301 	 204 	 190 	 4678 	-8.5 
 4.85 	 .48 	 121.1 	 23.57 	 33 	 15.479 	 132.3 	 300 	 205 	 190 	 4680 	-8.3 
 5.05 	 .5 	 121 	 23.5 	 33 	 15.482 	 133.2 	 301 	 204 	 190 	 4679 	-8 
 5.25 	 .52 	 121 	 23.56 	 33 	 15.457 	 132.1 	 301 	 204 	 190 	 4678 	-8 
 5.45 	 .54 	 121 	 23.32 	 33 	 15.473 	 132.9 	 301 	 204 	 189 	 4679 	-8.8 
 5.66 	 .56 	 121 	 23.34 	 33 	 15.472 	 133 	 301 	 204 	 190 	 4680 	-8.3 
 5.86 	 .58 	 121.1 	 22.72 	 31 	 15.471 	 132.5 	 301 	 204 	 190 	 4677 	-8.1 
 6.06 	 .6 	 121 	 22.38 	 31 	 15.465 	 133.2 	 301 	 204 	 190 	 4680 	-9 
 6.26 	 .62 	 121 	 22.01 	 31 	 15.452 	 132.1 	 301 	 204 	 190 	 4679 	-8.6 
