时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 121.5 	 21.78 	 308 	 15.979 	 132.8 	 301 	 207 	 191 	 4678 	-7.9 
 .2 	 .02 	 121.5 	 21.73 	 31 	 15.987 	 132.7 	 301 	 207 	 192 	 4679 	-8.4 
 .4 	 .04 	 121.5 	 21.77 	 31 	 15.981 	 132.5 	 300 	 207 	 192 	 4680 	-8.4 
 .61 	 .06 	 121.5 	 21.86 	 31 	 15.983 	 133.2 	 300 	 207 	 192 	 4681 	-8.6 
 .81 	 .08 	 121.4 	 21.92 	 32 	 15.988 	 132.8 	 301 	 207 	 191 	 4678 	-8.4 
 1.01 	 .1 	 121.4 	 21.87 	 32 	 15.992 	 133.1 	 300 	 207 	 192 	 4678 	-8.6 
 1.21 	 .12 	 121.6 	 22.5 	 32 	 15.996 	 133.1 	 301 	 207 	 192 	 4680 	-8.3 
 1.41 	 .14 	 121.5 	 22.85 	 33 	 15.987 	 132.5 	 301 	 207 	 192 	 4678 	-8.8 
 1.62 	 .16 	 121.5 	 23.32 	 33 	 16.013 	 133.1 	 301 	 207 	 192 	 4678 	-8.4 
 1.82 	 .18 	 121.5 	 23.48 	 33 	 16.02 	 132.6 	 301 	 207 	 192 	 4679 	-8.1 
 2.02 	 .2 	 121.5 	 24.03 	 35 	 16.035 	 132.6 	 301 	 207 	 192 	 4678 	-8.1 
 2.22 	 .22 	 121.5 	 24.32 	 34 	 16.041 	 133.3 	 301 	 207 	 192 	 4679 	-8.1 
 2.42 	 .24 	 121.5 	 24.41 	 35 	 16.058 	 132.3 	 300 	 207 	 192 	 4676 	-7.8 
 2.63 	 .26 	 121.6 	 24.76 	 35 	 16.067 	 133.2 	 301 	 207 	 191 	 4678 	-8.1 
 2.83 	 .28 	 121.5 	 24.77 	 35 	 16.083 	 132.3 	 301 	 207 	 192 	 4679 	-8.5 
 3.03 	 .3 	 121.5 	 24.85 	 36 	 16.079 	 132.6 	 301 	 206 	 191 	 4677 	-8.4 
 3.23 	 .32 	 121.6 	 24.94 	 36 	 16.081 	 133.4 	 300 	 207 	 192 	 4678 	-8.5 
 3.43 	 .34 	 121.5 	 24.92 	 35 	 16.1 	 132.6 	 301 	 206 	 191 	 4678 	-8.1 
 3.64 	 .36 	 121.6 	 24.81 	 35 	 16.118 	 133 	 301 	 206 	 192 	 4678 	-8.1 
