

时间(S),轴位移(mm),力(kN),力(kPa),变形(mm), 侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(kPa),小体变(ml)
 124.5 , 115.1 , 16.28 , .23 ,-6.143 , 129 , 300 , 201 , 186 , 4536 ,-8.3 
 125 , 115.1 , 16.26 , .23 ,-6.128 , 130 , 300 , 201 , 186 , 4536 ,-8.3 
 125.5 , 115.2 , 16.39 , .23 ,-6.122 , 130 , 300 , 201 , 185 , 4534 ,-8.5 
 126 , 115.1 , 16.62 , .24 ,-6.137 , 129 , 300 , 201 , 186 , 4537 ,-8.6 
 126.5 , 115.1 , 16.69 , .23 ,-6.132 , 130 , 299 , 201 , 186 , 4536 ,-8.1 
 127 , 115.2 , 16.69 , .23 ,-6.127 , 129 , 299 , 201 , 186 , 4535 ,-8.3 
 127.5 , 115.1 , 16.82 , .24 ,-6.158 , 129 , 300 , 201 , 185 , 4534 ,-8.1 
 128 , 115.1 , 16.94 , .24 ,-6.139 , 130 , 300 , 201 , 185 , 4534 ,-7.9 
 128.5 , 115.1 , 17.05 , .24 ,-6.131 , 129 , 300 , 201 , 185 , 4534 ,-8 
 129 , 115.1 , 17.15 , .24 ,-6.135 , 130 , 300 , 201 , 186 , 4537 ,-8 
 129.5 , 115.2 , 17.3 , .24 ,-6.124 , 130 , 299 , 202 , 185 , 4536 ,-8.5 
 130 , 115.2 , 17.38 , .25 ,-6.134 , 129 , 300 , 201 , 186 , 4536 ,-8.3 
 130.5 , 115 , 17.38 , .25 ,-6.138 , 130 , 300 , 200 , 185 , 4535 ,-8.3 
 131 , 115.2 , 17.59 , .24 ,-6.125 , 129 , 300 , 201 , 185 , 4534 ,-8.3 
 131.5 , 115.1 , 17.61 , .25 ,-6.135 , 129 , 299 , 201 , 185 , 4534 ,-8.6 
 132 , 115.2 , 17.91 , .25 ,-6.125 , 130 , 300 , 201 , 185 , 4532 ,-8.1 
 132.5 , 115.1 , 17.96 , .25 ,-6.141 , 129 , 299 , 201 , 185 , 4535 ,-8.6 
 133 , 115.1 , 18.08 , .26 ,-6.132 , 130 , 300 , 201 , 185 , 4535 ,-8.6 
 133.5 , 115.1 , 18.28 , .26 ,-6.139 , 129 , 299 , 201 , 186 , 4536 ,-8.5 
 134 , 115.2 , 18.38 , .26 ,-6.144 , 129 , 300 , 201 , 186 , 4535 ,-8.4 
 134.5 , 115.2 , 18.61 , .26 ,-6.123 , 130 , 299 , 201 , 186 , 4536 ,-8.6 
 135 , 115.1 , 18.78 , .27 ,-6.131 , 129 , 300 , 201 , 186 , 4537 ,-8.3 
 135.5 , 115.2 , 18.9 , .27 ,-6.136 , 129 , 300 , 201 , 186 , 4535 ,-8.5 
 136 , 115.1 , 19.36 , .27 ,-6.138 , 130 , 300 , 201 , 185 , 4534 ,-8.1 
 136.5 , 115 , 19.31 , .27 ,-6.149 , 129 , 299 , 201 , 186 , 4536 ,-8.5 
 137 , 115.2 , 19.79 , .28 ,-6.155 , 130 , 300 , 200 , 185 , 4533 ,-8.5 
 137.5 , 115.2 , 19.88 , .28 ,-6.133 , 129 , 300 , 200 , 186 , 4533 ,-7.8 
 138 , 115.1 , 20 , .29 ,-6.133 , 129 , 300 , 201 , 186 , 4535 ,-8.3 
 138.5 , 115.2 , 20.4 , .29 ,-6.14 , 130 , 300 , 200 , 186 , 4538 ,-8.4 
 139 , 115.1 , 20.73 , .28 ,-6.148 , 129 , 300 , 201 , 186 , 4534 ,-8.6 
 139.5 , 115.1 , 20.66 , .29 ,-6.152 , 130 , 300 , 201 , 186 , 4534 ,-8.1 
 140 , 115.3 , 20.95 , .29 ,-6.138 , 129 , 300 , 201 , 185 , 4533 ,-8.1 
 140.5 , 115.2 , 21.1 , .3 ,-6.135 , 129 , 300 , 200 , 186 , 4536 ,-8.4 
 141 , 115.1 , 21.38 , .3 ,-6.153 , 130 , 300 , 201 , 186 , 4538 ,-8.6 
 141.5 , 115.3 , 21.55 , .3 ,-6.15 , 129 , 300 , 201 , 186 , 4535 ,-8.5 
 142 , 115.2 , 21.65 , .31 ,-6.144 , 129 , 300 , 201 , 185 , 4536 ,-8.5 
 142.5 , 115.3 , 21.85 , .3 ,-6.134 , 130 , 300 , 200 , 185 , 4534 ,-8.4 
 143 , 115.2 , 21.98 , .31 ,-6.14 , 129 , 300 , 201 , 185 , 4534 ,-8.3 
 143.5 , 115.2 , 22.21 , .32 ,-6.133 , 130 , 300 , 201 , 185 , 4535 ,-8.5 
 144 , 115.2 , 22.1 , .31 ,-6.138 , 129 , 300 , 200 , 185 , 4537 ,-8.3 
 144.5 , 115.2 , 22.29 , .32 ,-6.129 , 129 , 300 , 200 , 186 , 4537 ,-8.8 
 145 , 115.2 , 22.43 , .32 ,-6.15 , 130 , 300 , 201 , 186 , 4536 ,-8.4 
 145.5 , 115.1 , 22.51 , .32 ,-6.13 , 129 , 300 , 201 , 186 , 4535 ,-8.4 
 146 , 115.1 , 22.56 , .33 ,-6.133 , 130 , 301 , 201 , 185 , 4534 ,-7.8 
 146.5 , 115.1 , 22.7 , .32 ,-6.142 , 130 , 300 , 201 , 185 , 4534 ,-8.6 
 147 , 115.1 , 22.76 , .32 ,-6.148 , 129 , 300 , 201 , 185 , 4534 ,-8.6 
 147.5 , 115.3 , 22.77 , .32 ,-6.13 , 130 , 301 , 201 , 186 , 4535 ,-8.5 
 148 , 115.3 , 22.96 , .33 ,-6.124 , 129 , 300 , 202 , 186 , 4538 ,-8.6 
 148.5 , 115 , 22.92 , .33 ,-6.155 , 129 , 300 , 201 , 186 , 4535 ,-8 
 149 , 115.1 , 22.99 , .33 ,-6.153 , 130 , 300 , 201 , 186 , 4536 ,-8.8 
 149.5 , 115.2 , 23.14 , .33 ,-6.143 , 129 , 300 , 201 , 186 , 4537 ,-8.3 
 150 , 115.2 , 22.99 , .33 ,-6.132 , 129 , 300 , 201 , 186 , 4534 ,-8.5 
 150.5 , 115.1 , 22.96 , .33 ,-6.121 , 130 , 300 , 201 , 186 , 4535 ,-8 
 151 , 115.3 , 22.97 , .33 ,-6.127 , 129 , 299 , 201 , 186 , 4534 ,-8.4 
 151.5 , 115.1 , 22.93 , .33 ,-6.142 , 130 , 300 , 201 , 186 , 4538 ,-8.6 
 152 , 115.2 , 22.86 , .33 ,-6.139 , 129 , 300 , 201 , 186 , 4533 ,-8.9 
 152.5 , 115.2 , 23.18 , .33 ,-6.13 , 129 , 300 , 201 , 186 , 4538 ,-8.8 
 153 , 115.1 , 22.94 , .33 ,-6.139 , 130 , 301 , 201 , 186 , 4538 ,-8.3 
 153.5 , 115.2 , 23 , .33 ,-6.144 , 129 , 300 , 201 , 186 , 4537 ,-8.4 
 154 , 115.2 , 22.98 , .33 ,-6.13 , 130 , 300 , 201 , 185 , 4534 ,-7.9 
 154.5 , 115.1 , 23.02 , .33 ,-6.124 , 129 , 300 , 200 , 186 , 4535 ,-8.4 
 155 , 115.1 , 23.01 , .32 ,-6.125 , 129 , 300 , 202 , 186 , 4539 ,-8.5 
 155.5 , 115.3 , 23.02 , .33 ,-6.136 , 129 , 300 , 201 , 186 , 4535 ,-8.1 
 156 , 115.2 , 23.09 , .32 ,-6.127 , 129 , 300 , 201 , 186 , 4538 ,-8.4 
 156.5 , 115.1 , 22.77 , .32 ,-6.118 , 130 , 300 , 201 , 185 , 4533 ,-8 
 157 , 115.2 , 22.94 , .32 ,-6.145 , 129 , 301 , 202 , 186 , 4538 ,-8.5 
 157.5 , 115.2 , 22.87 , .32 ,-6.122 , 129 , 300 , 201 , 187 , 4535 ,-8.4 
 158 , 115.2 , 22.88 , .32 ,-6.138 , 130 , 301 , 201 , 185 , 4532 ,-8.3 
 158.5 , 115.2 , 22.61 , .32 ,-6.117 , 129 , 300 , 201 , 186 , 4534 ,-8 
 159 , 115.2 , 22.62 , .33 ,-6.125 , 130 , 300 , 201 , 186 , 4536 ,-8 
 159.5 , 115.2 , 22.49 , .32 ,-6.128 , 129 , 300 , 202 , 186 , 4538 ,-8.8 
 160 , 115.2 , 22.24 , .3 ,-6.119 , 130 , 300 , 201 , 185 , 4534 ,-8.3 
 160.5 , 115.3 , 22.22 , .31 ,-6.136 , 129 , 300 , 201 , 186 , 4536 ,-8.4 
 161 , 115.1 , 21.89 , .31 ,-6.148 , 129 , 300 , 201 , 186 , 4534 ,-8.1 
 161.5 , 115.2 , 21.66 , .31 ,-6.116 , 130 , 300 , 201 , 185 , 4534 ,-8.3 
 162 , 115.3 , 21.33 , .3 ,-6.122 , 129 , 300 , 201 , 185 , 4536 ,-8.4 
 162.5 , 115.3 , 20.97 , .3 ,-6.125 , 130 , 299 , 201 , 186 , 4536 ,-8.3 
 163 , 115.2 , 20.57 , .29 ,-6.121 , 129 , 299 , 201 , 185 , 4535 ,-8.3 
 163.5 , 115.2 , 20.16 , .29 ,-6.128 , 130 , 300 , 201 , 186 , 4535 ,-8.4 
 164 , 115.2 , 19.71 , .28 ,-6.114 , 129 , 300 , 202 , 185 , 4536 ,-8.3 
 164.5 , 115.1 , 19.32 , .27 ,-6.128 , 129 , 300 , 201 , 185 , 4536 ,-8.8 
 165 , 115.2 , 18.99 , .27 ,-6.115 , 130 , 300 , 201 , 185 , 4536 ,-8.4 
 165.5 , 115.2 , 18.65 , .26 ,-6.129 , 129 , 299 , 201 , 185 , 4535 ,-8.5 
 166 , 115.1 , 18.07 , .26 ,-6.116 , 130 , 300 , 201 , 185 , 4535 ,-8.5 
 166.5 , 115.3 , 17.76 , .25 ,-6.125 , 129 , 300 , 201 , 185 , 4535 ,-8.4 
 167 , 115.2 , 17.19 , .24 ,-6.117 , 130 , 300 , 201 , 186 , 4536 ,-8.5 
 167.5 , 115.2 , 16.92 , .24 ,-6.125 , 130 , 300 , 201 , 185 , 4537 ,-8.6 
 168 , 115.2 , 16.6 , .23 ,-6.133 , 129 , 300 , 201 , 185 , 4537 ,-8.6 
 168.5 , 115.1 , 16.13 , .23 ,-6.131 , 130 , 300 , 200 , 185 , 4535 ,-8.4 
 169 , 115.2 , 15.73 , .22 ,-6.101 , 129 , 300 , 200 , 185 , 4535 ,-8.6 
 169.5 , 115.2 , 15.33 , .21 ,-6.113 , 130 , 299 , 201 , 185 , 4536 ,-8.6 
 170 , 115.1 , 14.99 , .22 ,-6.115 , 129 , 300 , 200 , 184 , 4535 ,-8.5 
 170.5 , 115.2 , 14.61 , .21 ,-6.134 , 130 , 300 , 200 , 185 , 4534 ,-7.9 
 171 , 115.1 , 14.45 , .2 ,-6.119 , 130 , 300 , 201 , 185 , 4536 ,-8.3 
 171.5 , 115 , 14.15 , .2 ,-6.139 , 129 , 300 , 200 , 184 , 4534 ,-8.9 
 172 , 115.1 , 14.02 , .2 ,-6.144 , 130 , 300 , 201 , 185 , 4538 ,-8.1 
 172.5 , 115.2 , 13.76 , .2 ,-6.129 , 129 , 300 , 201 , 185 , 4534 ,-8.5 
 173 , 115.2 , 13.77 , .19 ,-6.134 , 130 , 300 , 201 , 185 , 4536 ,-8 
 173.5 , 115.1 , 13.56 , .19 ,-6.139 , 129 , 299 , 201 , 184 , 4535 ,-8.4 
 174 , 115 , 13.54 , .19 ,-6.146 , 129 , 300 , 201 , 185 , 4534 ,-8.4 
 174.5 , 115.2 , 13.36 , .19 ,-6.14 , 129 , 300 , 200 , 185 , 4537 ,-7.9 
 175 , 115 , 13.24 , .19 ,-6.134 , 129 , 301 , 200 , 185 , 4534 ,-8.4 
 175.5 , 115.1 , 13.31 , .19 ,-6.137 , 130 , 300 , 201 , 185 , 4534 ,-8.6 
 176 , 115.2 , 13.32 , .19 ,-6.137 , 129 , 301 , 201 , 185 , 4536 ,-8.4 
 176.5 , 115 , 13.29 , .19 ,-6.143 , 130 , 300 , 201 , 185 , 4537 ,-8.6 
 177 , 115.1 , 13.29 , .18 ,-6.119 , 129 , 300 , 201 , 185 , 4535 ,-8.4 
 177.5 , 115.1 , 13.15 , .19 ,-6.126 , 130 , 300 , 201 , 185 , 4535 ,-8.4 
 178 , 115.1 , 13.15 , .19 ,-6.128 , 129 , 300 , 201 , 185 , 4536 ,-8.4 
 178.5 , 115 , 13.23 , .19 ,-6.126 , 129 , 300 , 201 , 184 , 4534 ,-8.3 
 179 , 115.1 , 13.26 , .19 ,-6.119 , 130 , 301 , 201 , 185 , 4534 ,-8.5 
 179.5 , 115.2 , 13.27 , .19 ,-6.127 , 129 , 300 , 201 , 185 , 4537 ,-8.4 
 180 , 115.2 , 13.19 , .19 ,-6.119 , 129 , 300 , 201 , 185 , 4535 ,-8.1 
 180.5 , 115.1 , 13.27 , .19 ,-6.119 , 129 , 301 , 200 , 185 , 4534 ,-8.8 
 181 , 115.1 , 13.26 , .19 ,-6.13 , 130 , 301 , 200 , 184 , 4534 ,-8.3 
 181.5 , 115.2 , 13.32 , .19 ,-6.131 , 129 , 300 , 200 , 185 , 4534 ,-8.6 
 182 , 115.2 , 13.32 , .19 ,-6.116 , 130 , 300 , 201 , 185 , 4534 ,-8.4 
 182.5 , 115.1 , 13.33 , .19 ,-6.114 , 129 , 300 , 201 , 185 , 4536 ,-8.5 
 183 , 115.2 , 13.39 , .19 ,-6.126 , 129 , 300 , 202 , 185 , 4536 ,-8.5 
 183.5 , 115.2 , 13.29 , .19 ,-6.118 , 130 , 300 , 201 , 185 , 4536 ,-8.6 
 184 , 115.1 , 13.37 , .19 ,-6.106 , 129 , 300 , 201 , 185 , 4536 ,-8.5 
 184.5 , 115.1 , 13.3 , .19 ,-6.121 , 130 , 300 , 201 , 185 , 4537 ,-8.4 
 185 , 115.2 , 13.41 , .19 ,-6.126 , 129 , 300 , 201 , 185 , 4535 ,-8.6 
 185.5 , 115 , 13.53 , .19 ,-6.125 , 130 , 300 , 202 , 184 , 4534 ,-8.3 
 186 , 115.1 , 13.44 , .19 ,-6.121 , 129 , 300 , 201 , 185 , 4535 ,-8.3 
 186.5 , 115 , 13.58 , .19 ,-6.119 , 130 , 300 , 201 , 185 , 4538 ,-8.6 
 187 , 115.2 , 13.68 , .19 ,-6.136 , 129 , 301 , 201 , 185 , 4536 ,-8.3 
 187.5 , 115.1 , 13.54 , .19 ,-6.121 , 129 , 301 , 201 , 185 , 4534 ,-8.3 
 188 , 115.1 , 13.84 , .2 ,-6.136 , 129 , 300 , 201 , 185 , 4534 ,-8 
 188.5 , 115.1 , 13.94 , .2 ,-6.133 , 129 , 301 , 201 , 185 , 4536 ,-8.1 
 189 , 115.3 , 14.06 , .2 ,-6.144 , 130 , 300 , 202 , 185 , 4537 ,-8.4 
 189.5 , 115 , 14.13 , .2 ,-6.191 , 129 , 301 , 202 , 185 , 4535 ,-8.5 
 190 , 115.2 , 14.19 , .2 ,-6.129 , 130 , 300 , 201 , 186 , 4537 ,-8.6 
 190.5 , 115 , 14.41 , .21 ,-6.13 , 129 , 300 , 201 , 185 , 4537 ,-8.1 
 191 , 115.2 , 14.64 , .2 ,-6.117 , 130 , 300 , 201 , 186 , 4535 ,-8.4 
 191.5 , 115.2 , 14.67 , .21 ,-6.108 , 129 , 301 , 201 , 185 , 4534 ,-8.3 
 192 , 115.1 , 14.87 , .21 ,-6.127 , 130 , 301 , 201 , 185 , 4534 ,-8.1 
 192.5 , 115.2 , 14.79 , .21 ,-6.108 , 130 , 301 , 202 , 185 , 4535 ,-8.6 
 193 , 115.2 , 15.07 , .22 ,-6.109 , 129 , 300 , 201 , 185 , 4534 ,-7.6 
 193.5 , 115.1 , 15.19 , .22 ,-6.137 , 130 , 301 , 201 , 185 , 4536 ,-8.8 
 194 , 115.2 , 15.29 , .22 ,-6.121 , 129 , 301 , 202 , 185 , 4536 ,-8 
 194.5 , 115.2 , 15.44 , .22 ,-6.114 , 130 , 300 , 201 , 185 , 4536 ,-8.4 
 195 , 115.2 , 15.49 , .22 ,-6.116 , 129 , 301 , 201 , 185 , 4535 ,-8 
 195.5 , 115 , 15.63 , .22 ,-6.12 , 130 , 300 , 201 , 186 , 4537 ,-8.6 
 196 , 115.1 , 15.88 , .23 ,-6.126 , 129 , 301 , 201 , 185 , 4537 ,-8.6 
 196.5 , 115 , 16.14 , .23 ,-6.131 , 129 , 300 , 201 , 185 , 4534 ,-8.4 
 197 , 115.1 , 16.23 , .23 ,-6.119 , 130 , 301 , 201 , 186 , 4536 ,-8.3 
 197.5 , 115 , 16.38 , .23 ,-6.141 , 129 , 301 , 202 , 185 , 4535 ,-8.4 
 198 , 115.2 , 16.46 , .24 ,-6.122 , 130 , 301 , 201 , 185 , 4536 ,-8.6 
 198.5 , 115.2 , 17.72 , .25 ,-6.138 , 129 , 301 , 202 , 185 , 4536 ,-8.4 
 199 , 115.2 , 19.36 , .29 ,-6.121 , 130 , 301 , 201 , 186 , 4537 ,-8.5 
 199.5 , 115.2 , 21.3 , .31 ,-6.119 , 129 , 301 , 202 , 186 , 4535 ,-8.3 
 200 , 115.3 , 22.84 , .33 ,-6.121 , 130 , 301 , 202 , 187 , 4536 ,-8.5 
 200.5 , 115.3 , 24.47 , .35 ,-6.12 , 129 , 301 , 203 , 187 , 4534 ,-8.3 
 201 , 115.2 , 26.13 , .37 ,-6.117 , 130 , 301 , 204 , 187 , 4535 ,-8.6 
 201.5 , 115.3 , 27.23 , .39 ,-6.125 , 130 , 301 , 204 , 188 , 4534 ,-8.3 
 202 , 115.3 , 28.18 , .4 ,-6.111 , 129 , 301 , 204 , 188 , 4534 ,-8.6 
 202.5 , 115.4 , 29.01 , .42 ,-6.119 , 130 , 301 , 204 , 188 , 4534 ,-8.3 
 203 , 115.3 , 29.59 , .42 ,-6.12 , 129 , 301 , 204 , 188 , 4536 ,-8.3 
 203.5 , 115.2 , 30.32 , .43 ,-6.126 , 130 , 300 , 204 , 188 , 4538 ,-8.8 
 204 , 115.4 , 30.64 , .44 ,-6.12 , 129 , 301 , 204 , 189 , 4534 ,-7.9 
 204.5 , 115.3 , 30.89 , .44 ,-6.13 , 130 , 301 , 204 , 188 , 4534 ,-8.1 
 205 , 115.3 , 31.34 , .44 ,-6.134 , 129 , 301 , 204 , 188 , 4536 ,-8.4 
 205.5 , 115.4 , 31.54 , .45 ,-6.144 , 130 , 300 , 204 , 188 , 4535 ,-8.1 
 206 , 115.4 , 31.45 , .45 ,-6.121 , 130 , 300 , 204 , 189 , 4535 ,-8.4 
 206.5 , 115.3 , 31.26 , .43 ,-6.148 , 130 , 300 , 204 , 188 , 4535 ,-8.3 
 207 , 115.4 , 31.07 , .44 ,-6.127 , 129 , 300 , 204 , 189 , 4536 ,-8.4 
 207.5 , 115.2 , 31.28 , .44 ,-6.145 , 129 , 300 , 203 , 188 , 4535 ,-8.4 
 208 , 115.5 , 31.4 , .44 ,-6.115 , 130 , 299 , 205 , 188 , 4538 ,-8.6 
 208.5 , 115.4 , 31.58 , .44 ,-6.127 , 129 , 299 , 204 , 188 , 4537 ,-8.8 
 209 , 115.3 , 31.88 , .45 ,-6.124 , 130 , 299 , 204 , 188 , 4534 ,-8 
 209.5 , 115.4 , 31.82 , .45 ,-6.103 , 129 , 300 , 204 , 189 , 4538 ,-8.5 
 210 , 115.4 , 31.91 , .45 ,-6.122 , 130 , 299 , 204 , 188 , 4535 ,-8.1 
 210.5 , 115.4 , 32.06 , .46 ,-6.125 , 129 , 299 , 204 , 188 , 4536 ,-8.4 
 211 , 115.3 , 32.06 , .45 ,-6.132 , 129 , 300 , 204 , 188 , 4534 ,-8 
 211.5 , 115.5 , 32.11 , .45 ,-6.129 , 130 , 299 , 204 , 188 , 4532 ,-8.1 
 212 , 115.4 , 32.15 , .45 ,-6.122 , 130 , 300 , 204 , 188 , 4535 ,-8.5 
 212.5 , 115.5 , 31.99 , .45 ,-6.12 , 130 , 300 , 204 , 188 , 4534 ,-8.9 
 213 , 115.4 , 32.1 , .46 ,-6.128 , 129 , 299 , 204 , 188 , 4535 ,-8.4 
 213.5 , 115.6 , 32.17 , .46 ,-6.11 , 130 , 299 , 204 , 188 , 4536 ,-8.3 
 214 , 115.4 , 32.1 , .45 ,-6.121 , 129 , 299 , 204 , 188 , 4536 ,-8.4 
 214.5 , 115.3 , 32.07 , .45 ,-6.128 , 130 , 299 , 204 , 188 , 4536 ,-8.3 
 215 , 115.2 , 32.1 , .45 ,-6.197 , 129 , 300 , 204 , 189 , 4535 ,-8.3 
 215.5 , 115.5 , 32.12 , .45 ,-6.125 , 130 , 299 , 204 , 189 , 4534 ,-8.3 
 216 , 115.4 , 32.14 , .45 ,-6.135 , 129 , 300 , 204 , 188 , 4536 ,-8.3 
 216.5 , 115.3 , 31.97 , .45 ,-6.135 , 130 , 300 , 204 , 189 , 4536 ,-8.4 
 217 , 115.4 , 31.89 , .45 ,-6.141 , 129 , 299 , 204 , 188 , 4535 ,-8.3 
 217.5 , 115.4 , 31.72 , .44 ,-6.123 , 130 , 300 , 204 , 189 , 4535 ,-8.6 
 218 , 115.3 , 31.46 , .44 ,-6.125 , 129 , 300 , 204 , 189 , 4535 ,-8.3 
 218.5 , 115.3 , 31.01 , .43 ,-6.13 , 129 , 300 , 204 , 188 , 4535 ,-8.4 
 219 , 115.3 , 30.57 , .43 ,-6.126 , 130 , 299 , 204 , 189 , 4538 ,-8.8 
 219.5 , 115.3 , 29.35 , .41 ,-6.128 , 129 , 299 , 204 , 188 , 4535 ,-8.3 
 220 , 115.4 , 28.14 , .39 ,-6.111 , 130 , 299 , 204 , 189 , 4535 ,-8.5 
 220.5 , 115.4 , 27.3 , .38 ,-6.129 , 129 , 300 , 204 , 188 , 4534 ,-8.4 
 221 , 115.3 , 25.66 , .36 ,-6.134 , 130 , 299 , 204 , 188 , 4534 ,-8.3 
 221.5 , 115.4 , 23.88 , .33 ,-6.122 , 129 , 299 , 204 , 187 , 4535 ,-8.5 
 222 , 115.4 , 22.3 , .31 ,-6.113 , 130 , 299 , 203 , 187 , 4535 ,-8.4 
 222.5 , 115.2 , 20.77 , .29 ,-6.129 , 129 , 299 , 203 , 187 , 4536 ,-8.5 
 223 , 115.3 , 19.39 , .26 ,-6.137 , 130 , 299 , 203 , 187 , 4538 ,-8.5 
 223.5 , 115.2 , 17.83 , .25 ,-6.129 , 129 , 299 , 203 , 186 , 4536 ,-8 
 224 , 115.2 , 16.68 , .23 ,-6.115 , 130 , 299 , 202 , 186 , 4535 ,-8 
 224.5 , 115.1 , 15.57 , .22 ,-6.119 , 129 , 300 , 202 , 186 , 4533 ,-8.4 
 225 , 115.2 , 14.3 , .2 ,-6.128 , 130 , 300 , 202 , 186 , 4534 ,-8.5 
 225.5 , 115.3 , 13.05 , .18 ,-6.119 , 129 , 300 , 201 , 186 , 4537 ,-8.4 
 226 , 115.2 , 11.89 , .16 ,-6.125 , 130 , 299 , 202 , 186 , 4535 ,-8 
 226.5 , 115.3 , 10.87 , .15 ,-6.14 , 129 , 300 , 201 , 186 , 4533 ,-8 
 227 , 115.1 , 10.17 , .14 ,-6.122 , 129 , 300 , 202 , 185 , 4535 ,-8.4 
 227.5 , 115.3 , 10.02 , .15 ,-6.106 , 130 , 300 , 201 , 186 , 4536 ,-8.3 
 228 , 115.1 , 9.87 , .14 ,-6.12 , 129 , 300 , 202 , 185 , 4536 ,-8.4 
 228.5 , 115 , 9.76 , .14 ,-6.125 , 130 , 300 , 202 , 186 , 4535 ,-8.3 
 229 , 115.2 , 9.88 , .13 ,-6.13 , 129 , 300 , 202 , 186 , 4536 ,-7.8 
 229.5 , 115.2 , 9.66 , .14 ,-6.115 , 130 , 300 , 201 , 187 , 4533 ,-8.1 
 230 , 115.1 , 9.86 , .14 ,-6.137 , 129 , 301 , 202 , 185 , 4533 ,-8.4 
 230.5 , 115.2 , 9.78 , .14 ,-6.118 , 130 , 301 , 202 , 186 , 4536 ,-8.5 
 231 , 115.1 , 9.85 , .14 ,-6.129 , 129 , 301 , 202 , 186 , 4535 ,-8.8 
 231.5 , 115.1 , 9.83 , .14 ,-6.114 , 130 , 301 , 202 , 186 , 4536 ,-8 
 232 , 115.3 , 9.78 , .13 ,-6.123 , 129 , 300 , 202 , 186 , 4535 ,-8.6 
 232.5 , 115.3 , 9.82 , .13 ,-6.113 , 130 , 301 , 202 , 186 , 4534 ,-8.4 
 233 , 115.3 , 9.61 , .13 ,-6.121 , 129 , 301 , 202 , 186 , 4535 ,-8 
 233.5 , 115.2 , 9.22 , .13 ,-6.127 , 130 , 301 , 202 , 186 , 4535 ,-8.1 
 234 , 115.4 , 9.05 , .13 ,-6.11 , 129 , 301 , 201 , 185 , 4535 ,-8.5 
 234.5 , 115.2 , 8.79 , .12 ,-6.117 , 130 , 301 , 200 , 185 , 4535 ,-8.4 
 235 , 114.9 , 8.71 , .12 ,-6.116 , 129 , 301 , 200 , 185 , 4536 ,-8.1 
 235.5 , 114.9 , 8.82 , .13 ,-6.131 , 130 , 302 , 199 , 184 , 4535 ,-8.6 
 236 , 115 , 8.84 , .13 ,-6.127 , 129 , 301 , 200 , 184 , 4533 ,-8.5 
 236.5 , 114.9 , 8.75 , .12 ,-6.119 , 129 , 301 , 199 , 184 , 4535 ,-8.1 
 237 , 115 , 8.78 , .13 ,-6.123 , 129 , 301 , 200 , 185 , 4535 ,-8.3 
 237.5 , 115 , 8.79 , .13 ,-6.117 , 129 , 301 , 200 , 185 , 4536 ,-8.6 
 238 , 114.9 , 8.84 , .12 ,-6.125 , 129 , 302 , 200 , 184 , 4536 ,-8.8 
 238.5 , 115.1 , 8.83 , .13 ,-6.117 , 130 , 301 , 200 , 184 , 4534 ,-8.4 
 239 , 114.9 , 8.92 , .13 ,-6.142 , 130 , 301 , 201 , 184 , 4534 ,-8.3 
 239.5 , 114.9 , 9.03 , .12 ,-6.127 , 129 , 301 , 199 , 185 , 4538 ,-8.3 
 240 , 115 , 9.12 , .13 ,-6.13 , 130 , 300 , 200 , 184 , 4536 ,-8.3 
 240.5 , 115 , 9 , .13 ,-6.111 , 129 , 301 , 199 , 184 , 4534 ,-8.1 
 241 , 115.1 , 9.23 , .13 ,-6.123 , 130 , 300 , 199 , 185 , 4533 ,-7.8 
 241.5 , 114.9 , 9.16 , .13 ,-6.114 , 129 , 301 , 199 , 185 , 4538 ,-9 
 242 , 115 , 9.4 , .13 ,-6.12 , 130 , 301 , 200 , 184 , 4534 ,-7.9 
 242.5 , 115.1 , 9.31 , .13 ,-6.112 , 129 , 300 , 200 , 185 , 4536 ,-8.9 
 243 , 114.9 , 9.27 , .13 ,-6.117 , 130 , 300 , 200 , 185 , 4537 ,-8.4 
 243.5 , 115 , 9.18 , .13 ,-6.124 , 129 , 300 , 200 , 185 , 4534 ,-8.4 
 244 , 114.9 , 9.33 , .14 ,-6.126 , 130 , 300 , 199 , 185 , 4537 ,-9 
 244.5 , 115 , 9.49 , .13 ,-6.116 , 129 , 300 , 200 , 184 , 4533 ,-7.8 
 245 , 115.1 , 9.57 , .13 ,-6.136 , 130 , 300 , 200 , 185 , 4533 ,-8.1 
 245.5 , 115 , 9.38 , .14 ,-6.138 , 129 , 300 , 200 , 185 , 4535 ,-8 
 246 , 114.9 , 9.61 , .13 ,-6.131 , 130 , 300 , 201 , 185 , 4534 ,-8.3 
 246.5 , 115.1 , 9.77 , .14 ,-6.132 , 129 , 299 , 201 , 186 , 4533 ,-8.5 
 247 , 115.2 , 10.16 , .15 ,-6.116 , 130 , 299 , 202 , 186 , 4536 ,-8 
 247.5 , 115.1 , 10.42 , .15 ,-6.131 , 129 , 299 , 203 , 187 , 4535 ,-8.4 
 248 , 115.2 , 11.32 , .18 ,-6.131 , 130 , 298 , 203 , 188 , 4535 ,-8.1 
 248.5 , 115.2 , 18.06 , .27 ,-6.142 , 129 , 299 , 206 , 189 , 4536 ,-8.1 
 249 , 115.1 , 24.1 , .36 ,-6.136 , 130 , 300 , 206 , 191 , 4534 ,-8.1 
