

时间(S),轴位移(mm),力(kN),力(kPa),变形(mm), 侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(kPa),小体变(ml)
0.0, 115.2 , 20.61 , 292 ,-6.137 , 0 , 300 , 263 , 245 , 3608 ,-7.9 
 .5 , 115.1 , 20.6 , .3 ,-6.15 , 111 , 300 , 262 , 245 , 3610 ,-8.8 
 1 , 115.2 , 20.56 , .29 ,-6.124 , 110 , 300 , 264 , 244 , 3608 ,-8.3 
 1.5 , 115.3 , 20.66 , .3 ,-6.13 , 112 , 300 , 263 , 244 , 3607 ,-8.6 
 2 , 115.2 , 20.81 , .3 ,-6.127 , 110 , 300 , 264 , 244 , 3609 ,-8.3 
 2.5 , 115.2 , 20.91 , .3 ,-6.126 , 111 , 301 , 263 , 244 , 3609 ,-8.5 
 3 , 115.2 , 20.92 , .3 ,-6.123 , 110 , 301 , 262 , 245 , 3606 ,-8.4 
 3.5 , 115.1 , 21.02 , .3 ,-6.136 , 111 , 301 , 263 , 244 , 3607 ,-8.5 
 4 , 115.3 , 20.87 , .3 ,-6.122 , 110 , 301 , 264 , 244 , 3608 ,-8.5 
 4.5 , 115.1 , 21.12 , .3 ,-6.126 , 111 , 300 , 263 , 244 , 3606 ,-8.3 
 5 , 115.2 , 21.25 , .3 ,-6.14 , 111 , 301 , 263 , 244 , 3606 ,-8.3 
 5.5 , 115.1 , 21.23 , .3 ,-6.126 , 111 , 300 , 263 , 244 , 3607 ,-8.9 
 6 , 115.2 , 21.32 , .31 ,-6.121 , 111 , 300 , 263 , 244 , 3608 ,-8.5 
 6.5 , 115.1 , 21.45 , .3 ,-6.129 , 111 , 301 , 263 , 244 , 3609 ,-8.3 
 7 , 115.2 , 21.64 , .3 ,-6.155 , 111 , 300 , 263 , 244 , 3608 ,-8.5 
 7.5 , 115.2 , 21.86 , .31 ,-6.152 , 111 , 301 , 263 , 244 , 3606 ,-8.5 
 8 , 115 , 21.82 , .31 ,-6.143 , 111 , 301 , 263 , 244 , 3607 ,-8.5 
 8.5 , 115.1 , 21.93 , .31 ,-6.14 , 111 , 300 , 263 , 244 , 3606 ,-8.5 
 9 , 115.1 , 22.31 , .32 ,-6.148 , 111 , 300 , 263 , 245 , 3607 ,-8.6 
 9.5 , 115.2 , 22.38 , .32 ,-6.134 , 110 , 300 , 264 , 245 , 3607 ,-8.8 
 10 , 115.2 , 22.67 , .32 ,-6.141 , 111 , 300 , 263 , 244 , 3607 ,-8.5 
 10.5 , 115.1 , 22.61 , .32 ,-6.132 , 110 , 300 , 263 , 245 , 3607 ,-8.9 
 11 , 115.2 , 22.95 , .33 ,-6.125 , 111 , 301 , 263 , 245 , 3609 ,-8.4 
 11.5 , 115.2 , 23.12 , .33 ,-6.118 , 111 , 300 , 264 , 244 , 3606 ,-8.4 
 12 , 115.2 , 23.19 , .33 ,-6.129 , 111 , 300 , 264 , 244 , 3607 ,-8.8 
 12.5 , 115.2 , 23.37 , .33 ,-6.139 , 111 , 300 , 264 , 245 , 3609 ,-8.6 
 13 , 115.2 , 23.66 , .34 ,-6.144 , 111 , 301 , 264 , 244 , 3607 ,-8.3 
 13.5 , 115.1 , 23.71 , .34 ,-6.127 , 111 , 300 , 264 , 244 , 3608 ,-8.6 
 14 , 115 , 23.93 , .34 ,-6.149 , 110 , 301 , 264 , 244 , 3609 ,-8.4 
 14.5 , 115.2 , 24.04 , .34 ,-6.126 , 111 , 300 , 264 , 245 , 3607 ,-8.5 
 15 , 115.2 , 24.23 , .35 ,-6.132 , 110 , 300 , 263 , 244 , 3607 ,-8.4 
 15.5 , 115.4 , 24.25 , .34 ,-6.113 , 112 , 301 , 263 , 245 , 3608 ,-8.6 
 16 , 115.2 , 24.39 , .35 ,-6.118 , 111 , 301 , 263 , 245 , 3608 ,-8.8 
 16.5 , 115.1 , 24.5 , .34 ,-6.132 , 111 , 300 , 264 , 244 , 3607 ,-8.8 
 17 , 115.2 , 24.75 , .35 ,-6.144 , 110 , 300 , 264 , 244 , 3607 ,-8.1 
 17.5 , 115.1 , 24.77 , .35 ,-6.139 , 111 , 300 , 264 , 245 , 3607 ,-8.1 
 18 , 115.2 , 24.95 , .35 ,-6.135 , 111 , 300 , 264 , 244 , 3607 ,-8.4 
 18.5 , 115.2 , 25.08 , .36 ,-6.136 , 111 , 300 , 263 , 245 , 3607 ,-8.6 
 19 , 115.2 , 25.23 , .36 ,-6.133 , 112 , 301 , 264 , 244 , 3608 ,-8.4 
 19.5 , 115.2 , 25.22 , .35 ,-6.132 , 110 , 301 , 264 , 244 , 3607 ,-8.4 
 20 , 115.2 , 25.34 , .36 ,-6.14 , 111 , 300 , 264 , 245 , 3606 ,-8.4 
 20.5 , 115.2 , 25.49 , .36 ,-6.154 , 110 , 300 , 263 , 244 , 3605 ,-8.1 
 21 , 115.2 , 25.64 , .36 ,-6.132 , 111 , 300 , 263 , 244 , 3607 ,-8.4 
 21.5 , 115.3 , 25.73 , .36 ,-6.14 , 111 , 301 , 263 , 244 , 3609 ,-8.3 
 22 , 115.2 , 25.72 , .36 ,-6.15 , 111 , 301 , 264 , 244 , 3606 ,-8.8 
 22.5 , 115.3 , 25.81 , .36 ,-6.144 , 111 , 300 , 263 , 244 , 3605 ,-7.9 
 23 , 115.3 , 25.68 , .36 ,-6.138 , 110 , 301 , 263 , 244 , 3605 ,-8.6 
 23.5 , 115.1 , 25.93 , .37 ,-6.141 , 111 , 300 , 264 , 244 , 3607 ,-8.6 
 24 , 115.3 , 25.88 , .37 ,-6.146 , 110 , 300 , 264 , 244 , 3606 ,-8.5 
 24.5 , 115.2 , 26.13 , .37 ,-6.156 , 111 , 300 , 263 , 243 , 3608 ,-8.5 
 25 , 115.1 , 26.08 , .37 ,-6.152 , 111 , 300 , 263 , 244 , 3605 ,-8.5 
 25.5 , 115.3 , 26.19 , .37 ,-6.144 , 111 , 300 , 263 , 244 , 3609 ,-8.9 
 26 , 115.3 , 26.16 , .37 ,-6.146 , 111 , 300 , 263 , 244 , 3604 ,-8.3 
 26.5 , 115.3 , 26.29 , .37 ,-6.145 , 110 , 300 , 263 , 244 , 3605 ,-8.3 
 27 , 115.2 , 26.34 , .37 ,-6.155 , 111 , 299 , 264 , 244 , 3606 ,-8.6 
 27.5 , 115.2 , 26.37 , .37 ,-6.145 , 110 , 300 , 263 , 244 , 3606 ,-8.3 
 28 , 115.3 , 26.37 , .37 ,-6.147 , 111 , 300 , 263 , 244 , 3605 ,-8.5 
 28.5 , 115 , 26.42 , .38 ,-6.148 , 111 , 300 , 263 , 243 , 3603 ,-8.4 
 29 , 115.2 , 26.38 , .37 ,-6.143 , 110 , 299 , 263 , 244 , 3603 ,-8.4 
 29.5 , 115.3 , 26.27 , .37 ,-6.132 , 111 , 300 , 263 , 244 , 3605 ,-8.1 
 30 , 115.1 , 26.28 , .37 ,-6.13 , 110 , 300 , 263 , 244 , 3606 ,-8.1 
 30.5 , 115.2 , 26.5 , .37 ,-6.14 , 111 , 300 , 262 , 244 , 3608 ,-8.5 
 31 , 115.2 , 26.44 , .37 ,-6.141 , 110 , 300 , 263 , 244 , 3605 ,-8.3 
 31.5 , 115.1 , 26.34 , .38 ,-6.132 , 111 , 300 , 263 , 244 , 3608 ,-8.6 
 32 , 115.2 , 26.41 , .37 ,-6.134 , 111 , 299 , 263 , 244 , 3607 ,-8.8 
 32.5 , 115.1 , 26.36 , .37 ,-6.146 , 110 , 300 , 262 , 244 , 3606 ,-8.6 
 33 , 115.3 , 26.42 , .38 ,-6.141 , 111 , 300 , 262 , 244 , 3606 ,-8.8 
 33.5 , 115.3 , 26.42 , .37 ,-6.143 , 110 , 300 , 262 , 244 , 3604 ,-8 
 34 , 115.1 , 26.38 , .37 ,-6.146 , 112 , 300 , 263 , 244 , 3606 ,-8 
 34.5 , 115.2 , 26.17 , .37 ,-6.135 , 110 , 300 , 263 , 244 , 3606 ,-8.6 
 35 , 115.2 , 26.36 , .37 ,-6.13 , 111 , 300 , 262 , 244 , 3606 ,-8.6 
 35.5 , 115.3 , 26.25 , .37 ,-6.127 , 111 , 300 , 262 , 243 , 3604 ,-8.4 
 36 , 115.2 , 26.24 , .37 ,-6.133 , 110 , 299 , 263 , 244 , 3604 ,-8.5 
 36.5 , 115.2 , 26.22 , .37 ,-6.13 , 111 , 300 , 262 , 244 , 3606 ,-8.3 
 37 , 115.2 , 26.14 , .37 ,-6.154 , 110 , 300 , 263 , 244 , 3606 ,-8 
 37.5 , 115.2 , 26.05 , .37 ,-6.132 , 111 , 300 , 262 , 244 , 3606 ,-8.5 
 38 , 115.2 , 26.23 , .37 ,-6.142 , 111 , 300 , 262 , 244 , 3605 ,-8.1 
 38.5 , 115.1 , 25.53 , .36 ,-6.157 , 111 , 297 , 235 , 240 , 3620 ,-8.4 
 39 , 115.2 , 25.45 , .36 ,-6.15 , 111 , 296 , 234 , 240 , 3653 ,-8.3 
 39.5 , 115.3 , 25.31 , .35 ,-6.156 , 111 , 296 , 233 , 237 , 3679 ,-8.3 
 40 , 115.2 , 25.29 , .36 ,-6.162 , 113 , 296 , 233 , 238 , 3710 ,-8.9 
 40.5 , 115.1 , 25.04 , .36 ,-6.149 , 113 , 296 , 233 , 237 , 3741 ,-8.4 
 41 , 115.2 , 24.89 , .35 ,-6.151 , 114 , 296 , 233 , 235 , 3779 ,-8.5 
 41.5 , 115.2 , 25.29 , .35 ,-6.155 , 115 , 299 , 234 , 238 , 3809 ,-8.1 
 42 , 115.2 , 24.57 , .35 ,-6.143 , 115 , 297 , 233 , 234 , 3833 ,-8.5 
 42.5 , 115.3 , 24.89 , .35 ,-6.134 , 117 , 299 , 234 , 236 , 3861 ,-8.8 
 43 , 115.4 , 24.43 , .35 ,-6.14 , 116 , 297 , 233 , 232 , 3887 ,-8.5 
 43.5 , 115.1 , 24.68 , .35 ,-6.151 , 118 , 300 , 234 , 233 , 3919 ,-8.4 
 44 , 115.2 , 24.23 , .35 ,-6.142 , 118 , 298 , 233 , 230 , 3943 ,-8.8 
 44.5 , 115.2 , 24.11 , .34 ,-6.142 , 118 , 299 , 233 , 231 , 3970 ,-8.4 
 45 , 115.2 , 23.64 , .34 ,-6.143 , 120 , 299 , 232 , 229 , 3989 ,-8.1 
 45.5 , 115.2 , 23.72 , .33 ,-6.158 , 120 , 300 , 232 , 228 , 4010 ,-8.5 
 46 , 115.3 , 23.41 , .33 ,-6.138 , 121 , 301 , 230 , 227 , 4039 ,-8.3 
 46.5 , 115.2 , 22.88 , .32 ,-6.151 , 121 , 298 , 229 , 224 , 4059 ,-8.5 
 47 , 115.1 , 22.99 , .32 ,-6.15 , 121 , 302 , 228 , 225 , 4079 ,-8.6 
 47.5 , 115.3 , 22.51 , .32 ,-6.155 , 122 , 299 , 226 , 221 , 4102 ,-8.5 
 48 , 115.2 , 22.58 , .32 ,-6.154 , 121 , 301 , 225 , 222 , 4122 ,-8.5 
 48.5 , 115.2 , 22.29 , .32 ,-6.149 , 122 , 300 , 222 , 219 , 4155 ,-8.5 
 49 , 115.3 , 22.1 , .31 ,-6.157 , 123 , 300 , 220 , 216 , 4176 ,-8.4 
 49.5 , 115.1 , 21.91 , .31 ,-6.146 , 123 , 301 , 218 , 215 , 4195 ,-8.1 
 50 , 115.1 , 21.47 , .3 ,-6.143 , 124 , 299 , 216 , 212 , 4219 ,-8.5 
 50.5 , 115.2 , 21.41 , .31 ,-6.145 , 123 , 300 , 215 , 211 , 4237 ,-8.8 
 51 , 115.2 , 21.11 , .3 ,-6.147 , 125 , 299 , 212 , 207 , 4264 ,-8.4 
 51.5 , 115.2 , 20.92 , .3 ,-6.143 , 125 , 301 , 212 , 207 , 4281 ,-8.4 
 52 , 115.2 , 20.61 , .29 ,-6.153 , 125 , 299 , 210 , 203 , 4302 ,-8.5 
 52.5 , 115.2 , 20.62 , .29 ,-6.163 , 126 , 301 , 209 , 203 , 4318 ,-7.9 
 53 , 115.3 , 20.31 , .29 ,-6.163 , 126 , 300 , 207 , 201 , 4335 ,-8.4 
 53.5 , 115.2 , 19.88 , .28 ,-6.159 , 125 , 300 , 205 , 197 , 4355 ,-7.9 
 54 , 115 , 20.09 , .28 ,-6.156 , 127 , 302 , 204 , 196 , 4373 ,-8 
 54.5 , 115 , 19.66 , .28 ,-6.158 , 126 , 300 , 203 , 194 , 4389 ,-8.5 
 55 , 115.1 , 19.68 , .28 ,-6.146 , 126 , 302 , 201 , 193 , 4402 ,-8.6 
 55.5 , 115.2 , 19.49 , .27 ,-6.145 , 127 , 300 , 200 , 191 , 4413 ,-8.3 
 56 , 115.2 , 19.3 , .27 ,-6.157 , 127 , 300 , 200 , 188 , 4430 ,-8 
 56.5 , 115.2 , 19.35 , .27 ,-6.141 , 127 , 301 , 198 , 188 , 4444 ,-9.1 
 57 , 115.2 , 18.99 , .27 ,-6.158 , 127 , 300 , 197 , 186 , 4453 ,-8.9 
 57.5 , 115.1 , 18.93 , .26 ,-6.147 , 127 , 302 , 196 , 185 , 4462 ,-8.4 
 58 , 115.2 , 18.58 , .26 ,-6.149 , 128 , 300 , 195 , 182 , 4472 ,-8.5 
 58.5 , 115.2 , 18.6 , .26 ,-6.163 , 127 , 301 , 194 , 182 , 4487 ,-8.4 
 59 , 115.2 , 18.49 , .26 ,-6.151 , 127 , 301 , 193 , 181 , 4493 ,-8.5 
 59.5 , 115.2 , 18.31 , .26 ,-6.152 , 128 , 301 , 193 , 181 , 4501 ,-8.1 
 60 , 115.1 , 18.3 , .25 ,-6.149 , 127 , 301 , 192 , 179 , 4507 ,-7.9 
 60.5 , 115 , 18.16 , .25 ,-6.162 , 128 , 300 , 191 , 178 , 4514 ,-8.5 
 61 , 115.3 , 18.08 , .25 ,-6.137 , 128 , 301 , 190 , 177 , 4519 ,-8.3 
 61.5 , 115.2 , 18.16 , .25 ,-6.144 , 128 , 301 , 190 , 177 , 4529 ,-8.6 
 62 , 115.2 , 17.98 , .25 ,-6.15 , 129 , 301 , 189 , 176 , 4535 ,-8.3 
 62.5 , 115.2 , 17.77 , .26 ,-6.151 , 128 , 301 , 189 , 175 , 4539 ,-8.4 
 63 , 115.2 , 17.73 , .25 ,-6.156 , 128 , 300 , 188 , 174 , 4544 ,-8.6 
 63.5 , 115.1 , 17.74 , .25 ,-6.153 , 129 , 300 , 188 , 174 , 4547 ,-7.9 
 64 , 115.3 , 17.65 , .25 ,-6.131 , 128 , 301 , 187 , 174 , 4554 ,-8.3 
 64.5 , 115.2 , 17.53 , .25 ,-6.151 , 129 , 300 , 187 , 173 , 4555 ,-8.8 
 65 , 115.2 , 17.55 , .25 ,-6.134 , 129 , 301 , 186 , 173 , 4561 ,-8.6 
 65.5 , 115.2 , 17.4 , .24 ,-6.142 , 128 , 301 , 186 , 172 , 4563 ,-8.5 
 66 , 115.2 , 17.29 , .24 ,-6.145 , 129 , 301 , 186 , 172 , 4567 ,-8.4 
 66.5 , 115.3 , 17.24 , .24 ,-6.143 , 129 , 301 , 185 , 171 , 4570 ,-8.3 
 67 , 115.3 , 17.25 , .24 ,-6.151 , 129 , 301 , 185 , 171 , 4574 ,-8.3 
 67.5 , 115.2 , 17.16 , .24 ,-6.15 , 129 , 300 , 185 , 170 , 4573 ,-7.9 
 68 , 115.1 , 17.13 , .24 ,-6.141 , 128 , 301 , 184 , 171 , 4579 ,-8.1 
 68.5 , 115.2 , 16.98 , .24 ,-6.151 , 129 , 300 , 185 , 170 , 4579 ,-8.4 
 69 , 115.2 , 16.93 , .24 ,-6.143 , 129 , 300 , 184 , 169 , 4584 ,-8.5 
 69.5 , 115.1 , 17.03 , .24 ,-6.143 , 128 , 300 , 184 , 170 , 4586 ,-8.3 
 70 , 115.2 , 17.02 , .24 ,-6.156 , 129 , 300 , 184 , 170 , 4586 ,-8.6 
 70.5 , 115.2 , 16.9 , .24 ,-6.144 , 129 , 301 , 184 , 169 , 4588 ,-8.5 
 71 , 115.1 , 16.9 , .24 ,-6.149 , 128 , 300 , 183 , 169 , 4590 ,-8.1 
 71.5 , 115.1 , 16.59 , .23 ,-6.126 , 130 , 301 , 183 , 169 , 4595 ,-8.4 
 72 , 115.2 , 16.62 , .23 ,-6.141 , 128 , 300 , 183 , 169 , 4595 ,-8.3 
 72.5 , 115.1 , 16.44 , .24 ,-6.129 , 129 , 301 , 183 , 168 , 4595 ,-8.4 
 73 , 115.2 , 16.44 , .23 ,-6.131 , 129 , 301 , 183 , 169 , 4596 ,-8.5 
 73.5 , 115 , 16.28 , .23 ,-6.141 , 128 , 300 , 182 , 169 , 4599 ,-8.3 
 74 , 115.1 , 16.36 , .24 ,-6.142 , 130 , 300 , 183 , 168 , 4600 ,-8.8 
 74.5 , 115.4 , 16.36 , .23 ,-6.138 , 128 , 300 , 182 , 168 , 4601 ,-8.4 
 75 , 115.2 , 16.3 , .23 ,-6.147 , 129 , 300 , 182 , 167 , 4604 ,-8.6 
 75.5 , 115.1 , 16.22 , .22 ,-6.145 , 130 , 300 , 182 , 167 , 4603 ,-8.3 
 76 , 115.1 , 16.07 , .23 ,-6.139 , 128 , 301 , 182 , 168 , 4605 ,-8.3 
 76.5 , 115.1 , 16.06 , .23 ,-6.133 , 129 , 300 , 182 , 167 , 4608 ,-8.5 
 77 , 115.2 , 16.05 , .22 ,-6.136 , 128 , 300 , 182 , 167 , 4608 ,-8.5 
 77.5 , 115.2 , 16.05 , .22 ,-6.136 , 129 , 300 , 182 , 167 , 4609 ,-8.1 
 78 , 115.1 , 15.91 , .22 ,-6.148 , 130 , 300 , 181 , 167 , 4611 ,-8.6 
 78.5 , 115.1 , 15.83 , .22 ,-6.129 , 129 , 300 , 182 , 166 , 4612 ,-8.4 
 79 , 115.1 , 15.86 , .23 ,-6.141 , 130 , 301 , 181 , 167 , 4612 ,-8.6 
 79.5 , 115.2 , 15.76 , .22 ,-6.146 , 129 , 300 , 181 , 167 , 4615 ,-8.5 
 80 , 115.2 , 15.73 , .22 ,-6.126 , 129 , 300 , 181 , 166 , 4614 ,-8.4 
 80.5 , 115.1 , 15.59 , .22 ,-6.14 , 130 , 300 , 181 , 166 , 4616 ,-8.6 
 81 , 115.2 , 15.66 , .22 ,-6.136 , 129 , 300 , 181 , 166 , 4618 ,-8.4 
 81.5 , 115.1 , 15.6 , .22 ,-6.144 , 129 , 300 , 180 , 166 , 4617 ,-8.4 
 82 , 115.3 , 15.66 , .22 ,-6.138 , 129 , 301 , 180 , 166 , 4622 ,-8.9 
 82.5 , 115.1 , 15.55 , .22 ,-6.142 , 128 , 300 , 181 , 166 , 4621 ,-8.1 
 83 , 115.1 , 15.69 , .22 ,-6.143 , 130 , 300 , 180 , 165 , 4622 ,-8.4 
 83.5 , 115.2 , 15.47 , .22 ,-6.128 , 129 , 300 , 180 , 166 , 4622 ,-8.4 
 84 , 115 , 15.46 , .22 ,-6.147 , 129 , 300 , 180 , 166 , 4623 ,-8.4 
 84.5 , 115.2 , 15.37 , .22 ,-6.137 , 130 , 300 , 180 , 166 , 4627 ,-8.1 
 85 , 115.2 , 15.41 , .22 ,-6.134 , 129 , 300 , 180 , 165 , 4624 ,-7.9 
 85.5 , 115.2 , 15.22 , .22 ,-6.125 , 129 , 300 , 180 , 166 , 4629 ,-8.5 
 86 , 115.1 , 15.41 , .22 ,-6.149 , 129 , 300 , 180 , 165 , 4625 ,-8.1 
 86.5 , 115.1 , 15.29 , .22 ,-6.142 , 129 , 300 , 180 , 165 , 4628 ,-8.6 
 87 , 115.3 , 15.24 , .21 ,-6.131 , 130 , 300 , 179 , 165 , 4628 ,-8.8 
 87.5 , 115.2 , 15.33 , .22 ,-6.134 , 129 , 300 , 179 , 166 , 4629 ,-8.6 
 88 , 115.2 , 15.2 , .21 ,-6.136 , 129 , 300 , 179 , 165 , 4630 ,-8.6 
 88.5 , 115.2 , 15.23 , .22 ,-6.139 , 130 , 301 , 179 , 165 , 4632 ,-8.5 
 89 , 115.3 , 15.16 , .22 ,-6.134 , 128 , 301 , 179 , 165 , 4630 ,-8.8 
 89.5 , 115.2 , 15.17 , .22 ,-6.131 , 130 , 300 , 179 , 165 , 4630 ,-8.8 
 90 , 115.2 , 15.07 , .22 ,-6.14 , 129 , 300 , 179 , 165 , 4629 ,-8.4 
 90.5 , 115.1 , 15.23 , .21 ,-6.141 , 129 , 300 , 179 , 165 , 4631 ,-7.9 
 91 , 115.3 , 15.03 , .21 ,-6.13 , 130 , 301 , 179 , 165 , 4633 ,-8.4 
 91.5 , 115.2 , 14.98 , .21 ,-6.148 , 129 , 300 , 179 , 164 , 4633 ,-8.5 
 92 , 115.1 , 15.17 , .22 ,-6.131 , 130 , 301 , 179 , 165 , 4637 ,-7.9 
 92.5 , 115.3 , 15 , .22 ,-6.11 , 129 , 301 , 179 , 164 , 4632 ,-8.1 
 93 , 115.2 , 15.1 , .22 ,-6.12 , 129 , 301 , 179 , 165 , 4635 ,-8.6 
 93.5 , 115.2 , 15.02 , .21 ,-6.157 , 130 , 299 , 179 , 165 , 4634 ,-7.9 
 94 , 115.3 , 15.01 , .21 ,-6.123 , 129 , 300 , 179 , 164 , 4636 ,-8.8 
 94.5 , 115.2 , 15.19 , .22 ,-6.135 , 130 , 300 , 179 , 164 , 4635 ,-8.4 
 95 , 115.1 , 15.21 , .22 ,-6.137 , 129 , 300 , 179 , 165 , 4636 ,-8.1 
 95.5 , 115.4 , 15.14 , .22 ,-6.132 , 128 , 300 , 179 , 164 , 4636 ,-8.4 
 96 , 115.1 , 14.97 , .21 ,-6.131 , 130 , 300 , 179 , 164 , 4636 ,-8.3 
 96.5 , 115.3 , 14.99 , .22 ,-6.131 , 129 , 300 , 179 , 164 , 4636 ,-8.3 
 97 , 115.2 , 15.08 , .22 ,-6.14 , 129 , 300 , 179 , 165 , 4638 ,-8.1 
 97.5 , 115.2 , 14.95 , .21 ,-6.135 , 130 , 300 , 179 , 165 , 4636 ,-8.6 
 98 , 115.2 , 15.2 , .22 ,-6.131 , 129 , 300 , 180 , 165 , 4636 ,-8.4 
 98.5 , 115.3 , 15.08 , .21 ,-6.148 , 130 , 301 , 179 , 164 , 4638 ,-8.5 
 99 , 115 , 15.04 , .21 ,-6.138 , 130 , 301 , 179 , 165 , 4637 ,-8.4 
 99.5 , 115.2 , 15.14 , .21 ,-6.134 , 129 , 300 , 180 , 164 , 4634 ,-8.3 
 100 , 115.3 , 15.15 , .21 ,-6.132 , 130 , 300 , 180 , 165 , 4638 ,-8.5 
 100.5 , 115 , 14.91 , .21 ,-6.137 , 129 , 299 , 180 , 165 , 4636 ,-8.8 
 101 , 115.1 , 14.92 , .21 ,-6.135 , 129 , 301 , 180 , 165 , 4636 ,-8.3 
 101.5 , 115.2 , 15.1 , .21 ,-6.131 , 130 , 300 , 180 , 164 , 4638 ,-8.4 
 102 , 115.1 , 14.94 , .21 ,-6.135 , 129 , 300 , 180 , 164 , 4636 ,-8.1 
 102.5 , 115 , 15 , .22 ,-6.132 , 130 , 301 , 179 , 165 , 4636 ,-8.3 
 103 , 115.4 , 15.04 , .21 ,-6.136 , 129 , 299 , 180 , 165 , 4637 ,-8.5 
 103.5 , 115.2 , 14.99 , .21 ,-6.122 , 129 , 300 , 180 , 165 , 4638 ,-8.4 
 104 , 115.1 , 15.01 , .21 ,-6.138 , 130 , 300 , 179 , 166 , 4641 ,-8.5 
 104.5 , 115.2 , 14.95 , .21 ,-6.141 , 129 , 300 , 180 , 165 , 4639 ,-8.8 
 105 , 115 , 14.98 , .21 ,-6.145 , 129 , 301 , 179 , 165 , 4639 ,-8.9 
 105.5 , 115.1 , 14.78 , .21 ,-6.124 , 130 , 299 , 180 , 165 , 4636 ,-8.8 
 106 , 115.3 , 14.95 , .21 ,-6.138 , 129 , 300 , 180 , 165 , 4637 ,-8 
 106.5 , 115.1 , 14.95 , .21 ,-6.139 , 129 , 300 , 180 , 165 , 4641 ,-8.3 
 107 , 115.1 , 14.8 , .22 ,-6.134 , 129 , 300 , 179 , 165 , 4639 ,-8.4 
 107.5 , 115.1 , 14.98 , .21 ,-6.134 , 129 , 301 , 181 , 166 , 4640 ,-8.3 
 108 , 115.2 , 14.94 , .21 ,-6.136 , 130 , 299 , 187 , 166 , 4637 ,-8.5 
 108.5 , 115.3 , 15.01 , .22 ,-6.123 , 129 , 300 , 192 , 170 , 4618 ,-8.3 
 109 , 115.2 , 15.23 , .22 ,-6.137 , 129 , 301 , 195 , 174 , 4599 ,-8.4 
 109.5 , 115.1 , 15.16 , .21 ,-6.123 , 130 , 302 , 198 , 177 , 4586 ,-8.1 
 110 , 115.2 , 15.24 , .21 ,-6.125 , 129 , 302 , 200 , 180 , 4569 ,-8.8 
 110.5 , 115.3 , 15.44 , .22 ,-6.132 , 130 , 302 , 202 , 181 , 4558 ,-8.5 
 111 , 115.2 , 15.36 , .22 ,-6.142 , 130 , 302 , 202 , 185 , 4550 ,-8.4 
 111.5 , 115.3 , 15.42 , .22 ,-6.125 , 129 , 302 , 202 , 186 , 4543 ,-8.6 
 112 , 115.2 , 15.28 , .21 ,-6.126 , 130 , 301 , 203 , 186 , 4539 ,-8.6 
 112.5 , 115.1 , 15.37 , .22 ,-6.129 , 129 , 301 , 202 , 186 , 4536 ,-8.5 
 113 , 115.3 , 15.28 , .21 ,-6.125 , 129 , 301 , 202 , 186 , 4533 ,-8.3 
 113.5 , 115.1 , 15.27 , .21 ,-6.135 , 130 , 301 , 202 , 186 , 4535 ,-8 
 114 , 115.2 , 15.18 , .21 ,-6.131 , 129 , 301 , 202 , 186 , 4536 ,-8.8 
 114.5 , 115.2 , 15.31 , .22 ,-6.118 , 129 , 301 , 202 , 186 , 4535 ,-8.5 
 115 , 115.2 , 15.46 , .22 ,-6.132 , 130 , 300 , 202 , 185 , 4536 ,-8.5 
 115.5 , 115.2 , 15.47 , .21 ,-6.145 , 129 , 300 , 202 , 186 , 4534 ,-8 
 116 , 115.3 , 15.28 , .22 ,-6.122 , 130 , 300 , 202 , 186 , 4537 ,-8.8 
 116.5 , 115.2 , 15.45 , .22 ,-6.15 , 129 , 300 , 201 , 186 , 4538 ,-8.3 
 117 , 115 , 15.46 , .22 ,-6.166 , 129 , 300 , 201 , 186 , 4537 ,-8.5 
 117.5 , 115.2 , 15.32 , .22 ,-6.16 , 130 , 300 , 202 , 186 , 4535 ,-8.3 
 118 , 115.2 , 15.48 , .22 ,-6.178 , 129 , 300 , 202 , 186 , 4536 ,-8.3 
 118.5 , 115.2 , 15.48 , .22 ,-6.131 , 130 , 300 , 202 , 186 , 4538 ,-8.5 
 119 , 115.3 , 15.47 , .22 ,-6.121 , 129 , 300 , 202 , 186 , 4537 ,-8.4 
 119.5 , 115.1 , 15.44 , .22 ,-6.137 , 129 , 300 , 201 , 186 , 4536 ,-8.4 
 120 , 115.2 , 15.61 , .22 ,-6.151 , 130 , 299 , 201 , 186 , 4535 ,-8.4 
 120.5 , 115 , 15.64 , .22 ,-6.149 , 129 , 300 , 202 , 185 , 4535 ,-8.6 
 121 , 115.2 , 15.8 , .22 ,-6.144 , 130 , 300 , 201 , 185 , 4535 ,-8.4 
 121.5 , 115.2 , 15.81 , .22 ,-6.14 , 130 , 300 , 202 , 185 , 4535 ,-8.3 
 122 , 115.1 , 15.83 , .22 ,-6.135 , 129 , 299 , 201 , 185 , 4535 ,-8.4 
 122.5 , 115.2 , 16.04 , .23 ,-6.149 , 130 , 299 , 202 , 185 , 4535 ,-8.4 
 123 , 115.2 , 15.96 , .23 ,-6.149 , 129 , 300 , 201 , 185 , 4535 ,-7.9 
 123.5 , 115.2 , 16.14 , .23 ,-6.141 , 129 , 299 , 201 , 186 , 4535 ,-8.4 
 124 , 115 , 16.26 , .23 ,-6.143 , 130 , 300 , 201 , 186 , 4535 ,-8.5 
