时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1,pp
0.0,0.0,104.6,21.12,-6.132999999999999,300,225,203,0.0,0.0,0
0.2,0.02,104.5,21.12,-6.132999999999999,301,224,203,0.02,-0.09999999999999432,-1
0.4,0.04,104.6,21.23,-6.138999999999999,300,225,203,0.04,0.0,0
0.61,0.06,104.7,21.29,-6.15,299,224,203,0.06,0.10000000000000853,-1
0.81,0.08,104.6,22.24,-6.135,299,225,203,0.08,0.0,0
1.01,0.1,104.7,22.94,-6.108,299,225,204,0.1,0.10000000000000853,0
1.21,0.12,104.7,23.49,-6.077000000000001,299,224,204,0.12,0.10000000000000853,-1
1.41,0.14,104.7,24.07,-6.017,299,224,203,0.14,0.10000000000000853,-1
1.62,0.16,104.8,24.11,-5.962999999999999,299,224,203,0.16,0.20000000000000284,-1
1.82,0.18,105.1,24.33,-5.886,299,224,202,0.18,0.5,-1
2.02,0.2,105.3,24.72,-5.716,299,224,202,0.2,0.7000000000000028,-1
2.22,0.22,105.5,24.71,-5.615,299,224,202,0.22,0.9000000000000057,-1
2.42,0.24,105.7,25.04,-5.466,298,223,202,0.24,1.1000000000000085,-2
2.63,0.26,105.8,25.33,-5.331,299,224,202,0.26,1.2000000000000028,-1
2.83,0.28,106.4,25.67,-5.012,298,223,202,0.28,1.8000000000000114,-2
3.03,0.3,106.6,25.74,-4.85,298,223,201,0.3,2.0,-2
3.23,0.32,106.8,26.01,-4.67,298,224,202,0.32,2.200000000000003,-1
3.43,0.34,107.0,26.13,-4.353,298,223,201,0.34,2.4000000000000057,-2
3.64,0.36,107.1,26.21,-4.202,298,223,201,0.36,2.5,-2
3.84,0.38,107.3,26.35,-4.082,298,224,201,0.38,2.700000000000003,-1
4.04,0.4,107.5,26.09,-3.975,298,222,201,0.4,2.9000000000000057,-3
4.24,0.42,107.6,26.15,-3.838,298,223,201,0.42,3.0,-2
4.44,0.44,107.6,25.85,-3.7760000000000002,298,222,201,0.44,3.0,-3
4.65,0.46,107.6,25.78,-3.747,297,222,202,0.46,3.0,-3
4.85,0.48,107.8,25.21,-3.736,298,223,202,0.48,3.200000000000003,-2
5.05,0.5,107.7,25.06,-3.717,298,223,201,0.5,3.1000000000000085,-2
5.25,0.52,107.8,24.69,-3.7289999999999996,298,224,202,0.52,3.200000000000003,-1
5.45,0.54,107.7,23.08,-3.733,297,224,202,0.54,3.1000000000000085,-1
5.66,0.56,107.8,22.35,-3.753,298,223,202,0.56,3.200000000000003,-2
5.86,0.58,107.7,21.48,-3.7739999999999996,297,223,202,0.58,3.1000000000000085,-2
6.06,0.6,107.7,20.44,-3.825,297,223,202,0.6,3.1000000000000085,-2
6.26,0.62,107.6,18.75,-3.935,297,224,202,0.62,3.0,-1
6.46,0.64,107.6,18.06,-3.988,296,224,202,0.64,3.0,-1
6.67,0.66,107.5,17.14,-4.03,297,224,203,0.66,2.9000000000000057,-1
6.87,0.68,107.5,16.01,-4.154,296,225,203,0.68,2.9000000000000057,0
7.07,0.7,107.4,15.32,-4.211,296,225,204,0.7000000000000001,2.8000000000000114,0
7.27,0.72,107.3,14.93,-4.281000000000001,296,226,204,0.72,2.700000000000003,1
7.47,0.74,107.2,14.46,-4.332,296,226,205,0.74,2.6000000000000085,1
7.68,0.76,107.2,13.75,-4.456,296,227,206,0.76,2.6000000000000085,2
7.88,0.78,107.2,13.41,-4.501,295,228,207,0.78,2.6000000000000085,3
8.08,0.8,107.1,13.32,-4.56,296,229,207,0.8,2.5,4
8.28,0.82,107.1,13.06,-4.636,295,229,208,0.8200000000000001,2.5,4
8.48,0.84,107.0,12.9,-4.665,296,230,207,0.84,2.4000000000000057,5
8.69,0.86,107.0,12.91,-4.6739999999999995,295,231,208,0.86,2.4000000000000057,6
8.89,0.88,107.0,13.02,-4.685,296,231,208,0.88,2.4000000000000057,6
