时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 217 	 91.1 	 21.16 	 .3 	-6.956 	 181 	 300 	 224 	 202 	 5260 	-8.1 
 217.5 	 91.1 	 20.95 	 .3 	-6.942 	 180 	 300 	 224 	 203 	 5261 	-7.8 
 218 	 91.1 	 21.12 	 .3 	-6.949 	 180 	 300 	 224 	 202 	 5261 	-8.3 
 218.5 	 91 	 21.26 	 .3 	-6.938 	 180 	 300 	 223 	 202 	 5261 	-8.4 
 219 	 90.9 	 21.12 	 .3 	-6.95 	 180 	 300 	 224 	 202 	 5262 	-8.4 
 219.5 	 91.1 	 21.14 	 .3 	-6.945 	 180 	 299 	 224 	 202 	 5261 	-8.8 
 220 	 91.1 	 21.14 	 .3 	-6.942 	 180 	 300 	 224 	 203 	 5260 	-8.1 
 220.5 	 91 	 21.05 	 .29 	-6.927 	 181 	 300 	 224 	 202 	 5261 	-8.4 
 221 	 91.2 	 21.08 	 .3 	-6.937 	 180 	 300 	 224 	 202 	 5262 	-8.3 
 221.5 	 91.2 	 21.05 	 .3 	-6.95 	 180 	 300 	 224 	 203 	 5262 	-7.9 
 222 	 91.1 	 21.25 	 .3 	-6.932 	 180 	 300 	 224 	 203 	 5262 	-8.1 
 222.5 	 91 	 21.08 	 .29 	-6.948 	 181 	 300 	 224 	 202 	 5260 	-7.8 
 223 	 91.1 	 21.21 	 .3 	-6.939 	 181 	 300 	 224 	 202 	 5259 	-8.4 
 223.5 	 91.1 	 21.18 	 .3 	-6.942 	 180 	 301 	 224 	 201 	 5262 	-8.5 
 224 	 91 	 21.11 	 .29 	-6.957 	 180 	 300 	 224 	 202 	 5261 	-8.4 
 224.5 	 91 	 21.22 	 .3 	-6.947 	 180 	 300 	 224 	 202 	 5261 	-8.3 
 225 	 91.3 	 21.14 	 .3 	-6.93 	 180 	 300 	 223 	 202 	 5261 	-8.1 
 225.5 	 91 	 21.27 	 .3 	-6.958 	 180 	 301 	 224 	 203 	 5262 	-8.4 
 226 	 90.9 	 21.19 	 .3 	-6.929 	 180 	 300 	 224 	 202 	 5262 	-8.3 
 226.5 	 91 	 21.2 	 .3 	-6.916 	 180 	 301 	 224 	 202 	 5264 	-8.1 
 227 	 91.2 	 21.27 	 .3 	-6.944 	 181 	 300 	 223 	 203 	 5263 	-8.4 
 227.5 	 91 	 21.25 	 .3 	-6.95 	 180 	 300 	 223 	 202 	 5261 	-8.4 
 228 	 91.1 	 21.18 	 .3 	-6.936 	 180 	 300 	 224 	 202 	 5261 	-8.5 
 228.5 	 91.1 	 21.22 	 .3 	-6.949 	 180 	 300 	 224 	 202 	 5262 	-8.5 
 229 	 91.1 	 21.13 	 .3 	-6.946 	 180 	 299 	 223 	 202 	 5261 	-8.1 
 229.5 	 91.1 	 21.25 	 .31 	-6.958 	 180 	 300 	 224 	 202 	 5265 	-8.9 
 230 	 91.1 	 21.14 	 .3 	-6.939 	 180 	 300 	 224 	 202 	 5263 	-8.3 
 230.5 	 90.9 	 21.25 	 .29 	-6.959 	 179 	 300 	 224 	 202 	 5264 	-8.4 
 231 	 91 	 21.06 	 .29 	-6.953 	 180 	 299 	 224 	 202 	 5266 	-8.9 
 231.5 	 91.2 	 21.23 	 .3 	-6.951 	 180 	 300 	 224 	 202 	 5264 	-8.6 
 232 	 90.9 	 21.1 	 .3 	-6.95 	 180 	 300 	 224 	 202 	 5261 	-8.4 
 232.5 	 91.1 	 21.17 	 .3 	-6.936 	 181 	 300 	 224 	 201 	 5261 	-8 
 233 	 91.1 	 21.12 	 .29 	-6.954 	 180 	 300 	 224 	 202 	 5265 	-8.1 
 233.5 	 91 	 21.17 	 .3 	-6.949 	 180 	 301 	 223 	 202 	 5261 	-8.3 
 234 	 91 	 21.2 	 .31 	-6.962 	 180 	 300 	 224 	 203 	 5266 	-8.3 
 234.5 	 91.1 	 21.27 	 .3 	-6.945 	 180 	 300 	 224 	 201 	 5263 	-8.4 
 235 	 91 	 21.32 	 .3 	-6.952 	 180 	 300 	 223 	 202 	 5263 	-8.5 
 235.5 	 91.2 	 21.35 	 .3 	-6.947 	 181 	 300 	 224 	 202 	 5263 	-8.8 
 236 	 91 	 21.07 	 .3 	-6.949 	 180 	 300 	 223 	 203 	 5264 	-8 
 236.5 	 91 	 21.19 	 .3 	-6.951 	 180 	 300 	 224 	 202 	 5263 	-8.1 
 237 	 90.9 	 21.1 	 .3 	-6.951 	 180 	 300 	 223 	 201 	 5262 	-8.6 
 237.5 	 91 	 21.19 	 .3 	-6.95 	 180 	 301 	 224 	 202 	 5264 	-7.9 
 238 	 91.1 	 21.19 	 .3 	-6.941 	 180 	 300 	 223 	 202 	 5266 	-8.8 
 238.5 	 91.1 	 21.18 	 .3 	-6.937 	 180 	 300 	 223 	 202 	 5263 	-9 
 239 	 91.1 	 21.13 	 .29 	-6.958 	 180 	 299 	 223 	 202 	 5262 	-8.3 
 239.5 	 91.1 	 21.02 	 .28 	-6.951 	 180 	 300 	 224 	 202 	 5266 	-8.1 
 240 	 91.2 	 20.58 	 .29 	-6.936 	 180 	 301 	 224 	 202 	 5266 	-8.6 
 240.5 	 90.9 	 20.46 	 .29 	-6.941 	 180 	 300 	 223 	 202 	 5263 	-8.1 
 241 	 91 	 20.2 	 .28 	-6.933 	 180 	 300 	 223 	 202 	 5269 	-8.6 
 241.5 	 91.1 	 19.78 	 .28 	-6.92 	 181 	 300 	 224 	 202 	 5263 	-7.8 
 242 	 91.1 	 19.64 	 .27 	-6.912 	 181 	 300 	 223 	 202 	 5266 	-8.4 
 242.5 	 91.1 	 19.38 	 .27 	-6.944 	 180 	 300 	 224 	 202 	 5262 	-8 
 243 	 91.2 	 19.09 	 .27 	-6.935 	 180 	 299 	 224 	 202 	 5266 	-7.9 
 243.5 	 91 	 18.96 	 .27 	-6.947 	 180 	 301 	 224 	 202 	 5265 	-8.4 
 244 	 91.2 	 18.84 	 .26 	-6.937 	 180 	 300 	 224 	 202 	 5263 	-8.4 
 244.5 	 91.1 	 18.5 	 .25 	-6.924 	 180 	 300 	 223 	 202 	 5263 	-8.3 
 245 	 91.1 	 18.44 	 .26 	-6.953 	 180 	 300 	 224 	 202 	 5264 	-7.5 
 245.5 	 91.1 	 18.03 	 .25 	-6.943 	 180 	 300 	 223 	 202 	 5265 	-8.6 
 246 	 90.9 	 17.98 	 .25 	-6.954 	 180 	 300 	 224 	 202 	 5263 	-8.4 
 246.5 	 91.2 	 17.63 	 .25 	-6.941 	 180 	 300 	 224 	 202 	 5262 	-8.1 
 247 	 91.1 	 17.52 	 .24 	-6.935 	 180 	 300 	 224 	 202 	 5265 	-8 
 247.5 	 91.1 	 17.32 	 .25 	-6.931 	 180 	 300 	 224 	 201 	 5263 	-8 
 248 	 91.2 	 17.1 	 .24 	-6.932 	 180 	 299 	 224 	 203 	 5265 	-8.3 
 248.5 	 90.9 	 16.71 	 .24 	-6.946 	 180 	 300 	 223 	 201 	 5265 	-8 
 249 	 91.1 	 16.68 	 .24 	-6.942 	 180 	 300 	 224 	 202 	 5265 	-8.3 
 249.5 	 91.1 	 16.39 	 .23 	-6.935 	 180 	 300 	 224 	 202 	 5264 	-8 
 250 	 91 	 16.21 	 .23 	-6.93 	 181 	 300 	 224 	 202 	 5265 	-8.4 
 250.5 	 91.2 	 16.03 	 .23 	-6.936 	 181 	 300 	 223 	 202 	 5266 	-8.4 
 251 	 91.2 	 15.85 	 .22 	-6.932 	 181 	 300 	 224 	 202 	 5268 	-8.3 
 251.5 	 91.1 	 15.53 	 .22 	-6.943 	 180 	 300 	 224 	 202 	 5265 	-8.3 
 252 	 91.3 	 15.48 	 .22 	-6.945 	 180 	 300 	 223 	 201 	 5264 	-8.1 
 252.5 	 91.2 	 15.26 	 .22 	-6.948 	 180 	 300 	 223 	 202 	 5264 	-8.1 
 253 	 90.9 	 14.94 	 .21 	-6.976 	 180 	 300 	 224 	 202 	 5269 	-8.4 
 253.5 	 91.1 	 14.72 	 .21 	-6.973 	 180 	 300 	 224 	 202 	 5263 	-8.1 
 254 	 91.2 	 14.66 	 .21 	-6.98 	 180 	 300 	 223 	 202 	 5266 	-8.5 
 254.5 	 91.1 	 14.52 	 .2 	-6.958 	 181 	 300 	 223 	 203 	 5266 	-8.5 
 255 	 91.1 	 14.39 	 .21 	-6.962 	 180 	 300 	 224 	 202 	 5265 	-7.8 
 255.5 	 91 	 14.23 	 .2 	-6.976 	 180 	 300 	 223 	 202 	 5263 	-8.3 
 256 	 91.1 	 13.98 	 .2 	-6.962 	 180 	 299 	 224 	 202 	 5263 	-8.4 
 256.5 	 90.9 	 13.8 	 .19 	-6.98 	 180 	 300 	 223 	 202 	 5265 	-8.3 
 257 	 91.1 	 13.73 	 .19 	-6.978 	 180 	 300 	 223 	 202 	 5265 	-8 
 257.5 	 91.1 	 13.38 	 .19 	-6.96 	 180 	 300 	 223 	 202 	 5263 	-8.1 
 258 	 91.3 	 13.11 	 .19 	-6.967 	 181 	 300 	 224 	 202 	 5264 	-8.1 
 258.5 	 91.1 	 13.08 	 .18 	-6.952 	 180 	 299 	 223 	 202 	 5267 	-8.1 
 259 	 91 	 12.81 	 .19 	-6.96 	 180 	 300 	 223 	 202 	 5264 	-8.1 
 259.5 	 91.1 	 12.65 	 .17 	-6.955 	 180 	 300 	 224 	 202 	 5264 	-8.5 
 260 	 91.1 	 12.45 	 .18 	-6.946 	 181 	 300 	 223 	 201 	 5264 	-8.4 
 260.5 	 91 	 12.22 	 .18 	-6.959 	 180 	 300 	 224 	 202 	 5265 	-8.4 
 261 	 91 	 11.98 	 .17 	-6.959 	 180 	 300 	 223 	 202 	 5265 	-8 
 261.5 	 91 	 11.75 	 .17 	-6.967 	 180 	 300 	 223 	 202 	 5265 	-8.5 
 262 	 91.4 	 11.56 	 .16 	-6.941 	 180 	 300 	 223 	 201 	 5262 	-8.1 
 262.5 	 91.1 	 11.3 	 .15 	-6.957 	 180 	 300 	 223 	 202 	 5263 	-8.6 
 263 	 91.1 	 11 	 .15 	-6.957 	 181 	 300 	 223 	 202 	 5263 	-8.4 
 263.5 	 91.3 	 10.87 	 .16 	-6.955 	 180 	 300 	 224 	 202 	 5265 	-8.5 
 264 	 91.4 	 10.74 	 .15 	-6.95 	 180 	 300 	 223 	 201 	 5263 	-8.6 
 264.5 	 91.1 	 10.54 	 .15 	-6.953 	 180 	 300 	 224 	 202 	 5263 	-8.5 
 265 	 91.3 	 10.16 	 .15 	-6.951 	 180 	 301 	 223 	 202 	 5267 	-8.1 
 265.5 	 91.4 	 9.99 	 .14 	-6.95 	 180 	 300 	 223 	 201 	 5266 	-7.4 
 266 	 91.3 	 9.88 	 .15 	-6.951 	 180 	 300 	 222 	 202 	 5264 	-8.4 
 266.5 	 91 	 9.97 	 .14 	-6.955 	 180 	 301 	 223 	 202 	 5261 	-8.6 
 267 	 91.3 	 10.06 	 .15 	-6.961 	 180 	 300 	 223 	 202 	 5266 	-8 
 267.5 	 91.1 	 9.92 	 .14 	-6.953 	 180 	 300 	 224 	 202 	 5264 	-8.3 
 268 	 91.1 	 10.01 	 .14 	-6.95 	 180 	 300 	 223 	 201 	 5262 	-8.4 
 268.5 	 91.4 	 9.84 	 .14 	-6.949 	 180 	 300 	 224 	 201 	 5266 	-8.6 
 269 	 91.2 	 9.86 	 .14 	-6.957 	 180 	 300 	 224 	 202 	 5265 	-8.5 
 269.5 	 91.2 	 9.95 	 .14 	-6.959 	 180 	 300 	 224 	 202 	 5264 	-8 
 270 	 91.5 	 9.8 	 .14 	-6.948 	 180 	 300 	 223 	 201 	 5264 	-8.3 
 270.5 	 91.3 	 9.84 	 .14 	-6.945 	 180 	 300 	 224 	 202 	 5266 	-8.3 
 271 	 91.2 	 9.68 	 .14 	-6.974 	 180 	 300 	 223 	 202 	 5263 	-7.6 
 271.5 	 91.2 	 9.6 	 .14 	-6.959 	 181 	 300 	 223 	 202 	 5263 	-8.3 
 272 	 91.3 	 9.66 	 .14 	-6.953 	 181 	 300 	 224 	 202 	 5266 	-8.4 
 272.5 	 91.3 	 9.53 	 .14 	-6.943 	 180 	 300 	 223 	 203 	 5262 	-8 
 273 	 91.2 	 9.52 	 .12 	-6.962 	 180 	 300 	 223 	 202 	 5262 	-8.1 
 273.5 	 91.3 	 9.48 	 .13 	-6.955 	 180 	 300 	 223 	 202 	 5262 	-8.1 
 274 	 91.4 	 9.43 	 .14 	-6.952 	 181 	 300 	 223 	 202 	 5264 	-8.4 
 274.5 	 91.3 	 9.35 	 .13 	-6.96 	 180 	 300 	 223 	 202 	 5267 	-8.4 
 275 	 91.2 	 9.47 	 .12 	-6.963 	 181 	 300 	 223 	 201 	 5264 	-8.4 
 275.5 	 91.2 	 9.37 	 .14 	-6.959 	 180 	 300 	 224 	 202 	 5264 	-8.3 
 276 	 91.3 	 9.47 	 .13 	-6.951 	 180 	 300 	 223 	 201 	 5263 	-8.4 
 276.5 	 91.5 	 9.33 	 .14 	-6.945 	 180 	 300 	 223 	 202 	 5266 	-8.4 
 277 	 91.3 	 9.12 	 .13 	-6.936 	 180 	 300 	 223 	 202 	 5266 	-8 
 277.5 	 91.2 	 9.42 	 .13 	-6.959 	 180 	 301 	 223 	 201 	 5268 	-7.9 
 278 	 91.3 	 9.16 	 .12 	-6.952 	 180 	 300 	 222 	 201 	 5265 	-8.8 
 278.5 	 91.3 	 9.03 	 .13 	-6.958 	 181 	 301 	 223 	 201 	 5264 	-7.9 
 279 	 91.2 	 9.11 	 .12 	-6.947 	 180 	 301 	 223 	 202 	 5264 	-8.4 
 279.5 	 91.2 	 8.92 	 .12 	-6.945 	 181 	 301 	 223 	 201 	 5263 	-8.6 
 280 	 91.2 	 8.79 	 .12 	-6.933 	 180 	 301 	 222 	 201 	 5263 	-8.3 
 280.5 	 91.1 	 8.89 	 .13 	-6.945 	 180 	 301 	 223 	 201 	 5263 	-7.8 
 281 	 91.3 	 10.14 	 .15 	-6.957 	 180 	 300 	 224 	 204 	 5265 	-8 
 281.5 	 91.4 	 11.32 	 .18 	-6.964 	 181 	 300 	 225 	 204 	 5265 	-8.3 
 282 	 91.1 	 17.53 	 .36 	-6.937 	 180 	 299 	 223 	 204 	 5267 	-8.3 
 282.5 	 91.3 	 40.73 	 .61 	-6.975 	 180 	 299 	 224 	 205 	 5270 	-8.4 
 283 	 91.4 	 53.32 	 .79 	-6.962 	 180 	 300 	 225 	 206 	 5269 	-8 
 283.5 	 91.5 	 64.02 	 .95 	-6.957 	 180 	 299 	 224 	 206 	 5272 	-8.4 
 284 	 91.8 	 73.95 	 1.09 	-6.955 	 181 	 300 	 225 	 205 	 5277 	-8.4 
 284.5 	 91.7 	 81.86 	 1.2 	-6.941 	 180 	 300 	 225 	 205 	 5283 	-8.4 
 285 	 91.8 	 89.3 	 1.27 	-6.954 	 180 	 299 	 225 	 205 	 5283 	-8.3 
 285.5 	 91.9 	 92.93 	 1.33 	-6.947 	 180 	 300 	 225 	 204 	 5288 	-8.5 
 286 	 91.7 	 95.53 	 1.36 	-6.96 	 180 	 300 	 224 	 204 	 5288 	-8.4 
 286.5 	 91.7 	 97.9 	 1.4 	-6.937 	 180 	 299 	 225 	 204 	 5290 	-8.5 
 287 	 91.8 	 99.4 	 1.41 	-6.949 	 180 	 300 	 225 	 203 	 5289 	-8.1 
 287.5 	 91.9 	 100.87 	 1.43 	-6.932 	 181 	 299 	 225 	 204 	 5290 	-8.3 
 288 	 91.9 	 101.71 	 1.44 	-6.962 	 180 	 300 	 226 	 204 	 5291 	-8.3 
 288.5 	 92 	 102.47 	 1.44 	-6.955 	 181 	 300 	 225 	 204 	 5290 	-8.3 
 289 	 91.7 	 103.03 	 1.46 	-6.96 	 180 	 300 	 225 	 203 	 5290 	-8.5 
 289.5 	 91.8 	 103.65 	 1.47 	-6.95 	 180 	 300 	 225 	 203 	 5288 	-7.9 
 290 	 91.9 	 104.21 	 1.47 	-6.952 	 180 	 300 	 225 	 204 	 5289 	-8.1 
 290.5 	 91.9 	 104.48 	 1.47 	-6.966 	 180 	 300 	 225 	 204 	 5290 	-7.8 
 291 	 91.8 	 104.96 	 1.49 	-6.963 	 180 	 300 	 224 	 204 	 5291 	-8.1 
 291.5 	 91.7 	 105.13 	 1.49 	-6.948 	 180 	 300 	 225 	 203 	 5291 	-8.5 
 292 	 91.9 	 105.44 	 1.5 	-6.949 	 181 	 300 	 225 	 204 	 5289 	-8 
 292.5 	 91.7 	 105.78 	 1.5 	-6.966 	 180 	 300 	 225 	 205 	 5290 	-8.4 
 293 	 91.7 	 105.84 	 1.5 	-6.951 	 181 	 300 	 225 	 203 	 5293 	-8.1 
 293.5 	 91.9 	 103.28 	 1.43 	-6.945 	 180 	 300 	 226 	 204 	 5292 	-8.5 
 294 	 91.9 	 94.97 	 1.28 	-6.95 	 180 	 300 	 224 	 204 	 5290 	-8.4 
 294.5 	 91.8 	 83.11 	 1.1 	-6.944 	 181 	 300 	 224 	 203 	 5291 	-7.9 
 295 	 91.8 	 68.18 	 .95 	-6.94 	 180 	 301 	 225 	 202 	 5291 	-8.1 
 295.5 	 91.6 	 58.46 	 .81 	-6.962 	 181 	 300 	 224 	 202 	 5294 	-8.3 
 296 	 91.6 	 51.82 	 .72 	-6.95 	 180 	 300 	 224 	 202 	 5290 	-8.6 
 296.5 	 91.6 	 45.7 	 .62 	-6.952 	 181 	 300 	 225 	 202 	 5292 	-8 
 297 	 91.5 	 40.08 	 .54 	-6.961 	 181 	 300 	 225 	 202 	 5294 	-8.6 
 297.5 	 91.5 	 34.26 	 .45 	-6.942 	 180 	 300 	 225 	 202 	 5291 	-8.8 
 298 	 91.5 	 26.34 	 .36 	-6.961 	 181 	 300 	 224 	 202 	 5290 	-7.9 
 298.5 	 91.5 	 20.26 	 .27 	-6.96 	 181 	 300 	 224 	 202 	 5291 	-7.9 
 299 	 91.4 	 14.58 	 .19 	-6.947 	 181 	 301 	 224 	 201 	 5292 	-8 
 299.5 	 91.4 	 10.85 	 .14 	-6.947 	 181 	 299 	 224 	 201 	 5293 	-8.5 
 300 	 91.7 	 10 	 .13 	-6.934 	 181 	 300 	 224 	 202 	 5289 	-8.3 
 300.5 	 91.6 	 8.88 	 .13 	-6.943 	 180 	 302 	 223 	 199 	 5288 	-8.1 
 301 	 91.2 	 8.82 	 .12 	-6.952 	 181 	 302 	 224 	 200 	 5287 	-8.3 
 301.5 	 91 	 8.77 	 .12 	-6.95 	 180 	 302 	 224 	 200 	 5280 	-8.1 
 302 	 91 	 8.98 	 .12 	-6.951 	 181 	 301 	 224 	 200 	 5283 	-8.3 
 302.5 	 91.1 	 8.94 	 .12 	-6.932 	 181 	 301 	 224 	 200 	 5277 	-8.3 
 303 	 91 	 8.9 	 .13 	-6.954 	 180 	 302 	 224 	 201 	 5278 	-7.8 
 303.5 	 91.1 	 8.9 	 .13 	-6.943 	 181 	 301 	 224 	 201 	 5277 	-8 
 304 	 91.1 	 8.99 	 .12 	-6.949 	 181 	 301 	 223 	 201 	 5275 	-8.4 
 304.5 	 91.1 	 9.16 	 .13 	-6.956 	 181 	 301 	 222 	 202 	 5277 	-8.6 
 305 	 91.1 	 9.19 	 .13 	-6.936 	 181 	 301 	 223 	 202 	 5277 	-8.1 
 305.5 	 90.9 	 9.19 	 .13 	-6.952 	 181 	 301 	 223 	 202 	 5272 	-8.3 
 306 	 90.9 	 9.09 	 .13 	-6.944 	 181 	 300 	 223 	 202 	 5276 	-7.9 
 306.5 	 91.2 	 9.23 	 .13 	-6.953 	 181 	 301 	 223 	 202 	 5277 	-8.3 
 307 	 91 	 9.37 	 .13 	-6.953 	 181 	 301 	 223 	 202 	 5274 	-8.1 
 307.5 	 91 	 9.37 	 .13 	-6.946 	 180 	 300 	 223 	 202 	 5275 	-8.4 
 308 	 91 	 9.35 	 .13 	-6.941 	 181 	 300 	 224 	 203 	 5274 	-8.3 
 308.5 	 91.1 	 9.53 	 .13 	-6.942 	 181 	 300 	 224 	 202 	 5275 	-8.1 
 309 	 91.3 	 9.66 	 .14 	-6.942 	 181 	 300 	 223 	 203 	 5276 	-7.9 
 309.5 	 91 	 9.62 	 .14 	-6.951 	 180 	 300 	 223 	 202 	 5274 	-8.1 
 310 	 91.1 	 9.67 	 .14 	-6.958 	 181 	 300 	 223 	 202 	 5274 	-8.4 
 310.5 	 91.4 	 9.51 	 .13 	-6.923 	 181 	 300 	 223 	 203 	 5275 	-8.4 
 311 	 91.3 	 9.69 	 .13 	-6.938 	 181 	 299 	 223 	 202 	 5276 	-8.1 
 311.5 	 91.2 	 9.57 	 .13 	-6.937 	 181 	 300 	 223 	 202 	 5277 	-8.3 
 312 	 91.4 	 9.72 	 .14 	-6.94 	 181 	 299 	 223 	 203 	 5276 	-8.5 
 312.5 	 91.2 	 9.62 	 .13 	-6.951 	 181 	 299 	 224 	 202 	 5276 	-8.1 
 313 	 91.1 	 9.75 	 .14 	-6.951 	 181 	 299 	 223 	 202 	 5273 	-7.8 
 313.5 	 91.3 	 9.65 	 .14 	-6.945 	 181 	 300 	 223 	 202 	 5276 	-8.4 
 314 	 91.1 	 9.69 	 .14 	-6.953 	 181 	 299 	 224 	 202 	 5276 	-8.4 
 314.5 	 91.3 	 9.65 	 .14 	-6.94 	 181 	 300 	 224 	 202 	 5273 	-8.1 
 315 	 91.4 	 9.64 	 .13 	-6.94 	 181 	 299 	 223 	 202 	 5276 	-8.4 
 315.5 	 91.4 	 9.74 	 .13 	-6.928 	 181 	 300 	 224 	 203 	 5274 	-8.3 
 316 	 91.4 	 9.51 	 .14 	-6.931 	 181 	 300 	 224 	 202 	 5275 	-8.4 
 316.5 	 91.4 	 9.39 	 .13 	-6.934 	 181 	 300 	 223 	 203 	 5277 	-8.1 
 317 	 91.4 	 9.5 	 .13 	-6.938 	 181 	 300 	 223 	 202 	 5271 	-8.1 
 317.5 	 91.1 	 9.4 	 .13 	-6.938 	 181 	 299 	 223 	 201 	 5274 	-8.5 
 318 	 91.2 	 9.52 	 .13 	-6.953 	 181 	 300 	 224 	 203 	 5277 	-8.3 
 318.5 	 91.3 	 9.46 	 .13 	-6.947 	 181 	 300 	 223 	 202 	 5272 	-8.4 
 319 	 91.3 	 9.28 	 .13 	-6.922 	 181 	 300 	 224 	 202 	 5275 	-7.8 
 319.5 	 91.3 	 9.2 	 .13 	-6.956 	 181 	 300 	 223 	 203 	 5273 	-8.6 
 320 	 91.2 	 9.22 	 .13 	-6.933 	 181 	 300 	 223 	 202 	 5275 	-7.9 
 320.5 	 91.3 	 9.08 	 .13 	-6.932 	 181 	 300 	 223 	 202 	 5275 	-8.6 
 321 	 91.1 	 9.05 	 .12 	-6.946 	 181 	 300 	 223 	 202 	 5277 	-8.5 
 321.5 	 91 	 9.18 	 .13 	-6.948 	 181 	 301 	 223 	 202 	 5279 	-8.5 
 322 	 91.1 	 9.11 	 .13 	-6.952 	 181 	 301 	 223 	 202 	 5276 	-8.4 
 322.5 	 91.1 	 9.12 	 .13 	-6.942 	 181 	 300 	 223 	 202 	 5274 	-8.6 
 323 	 91.1 	 8.99 	 .13 	-6.937 	 181 	 300 	 223 	 202 	 5274 	-8.1 
 323.5 	 91.1 	 9.13 	 .12 	-6.945 	 181 	 300 	 224 	 201 	 5275 	-8.3 
 324 	 91.1 	 9.07 	 .13 	-6.938 	 181 	 300 	 224 	 202 	 5275 	-8.3 
 324.5 	 91.1 	 9.09 	 .12 	-6.949 	 181 	 300 	 223 	 201 	 5275 	-8.6 
 325 	 91.1 	 9.11 	 .13 	-6.933 	 181 	 300 	 223 	 201 	 5275 	-8.1 
 325.5 	 90.9 	 8.85 	 .13 	-6.948 	 181 	 301 	 223 	 202 	 5275 	-7.9 
 326 	 91 	 8.93 	 .13 	-6.942 	 181 	 301 	 223 	 202 	 5274 	-8.1 
 326.5 	 91.1 	 8.98 	 .12 	-6.931 	 181 	 301 	 224 	 202 	 5275 	-8.1 
 327 	 90.9 	 9.05 	 .12 	-6.952 	 181 	 300 	 223 	 202 	 5274 	-8.1 
 327.5 	 90.8 	 8.92 	 .13 	-6.934 	 181 	 300 	 223 	 201 	 5273 	-8.5 
 328 	 91.1 	 8.99 	 .12 	-6.937 	 181 	 301 	 223 	 202 	 5276 	-7.9 
 328.5 	 91 	 8.97 	 .12 	-6.936 	 181 	 301 	 224 	 201 	 5276 	-8 
 329 	 91.1 	 8.91 	 .12 	-6.926 	 181 	 300 	 223 	 201 	 5275 	-8.1 
 329.5 	 91.1 	 9.02 	 .13 	-6.938 	 181 	 300 	 223 	 201 	 5277 	-8 
 330 	 91 	 8.94 	 .13 	-6.941 	 181 	 301 	 223 	 202 	 5275 	-8.3 
 330.5 	 91.2 	 9.05 	 .13 	-6.936 	 181 	 301 	 224 	 202 	 5276 	-8.1 
 331 	 91 	 9.07 	 .13 	-6.935 	 181 	 301 	 223 	 202 	 5274 	-8.6 
 331.5 	 90.9 	 9.07 	 .13 	-6.939 	 181 	 300 	 223 	 202 	 5274 	-8.4 
 332 	 91.1 	 9.1 	 .13 	-6.951 	 181 	 300 	 223 	 202 	 5274 	-7.9 
 332.5 	 91.1 	 8.94 	 .13 	-6.941 	 181 	 300 	 223 	 202 	 5276 	-8.1 
 333 	 91.1 	 9.05 	 .13 	-6.942 	 181 	 301 	 222 	 202 	 5272 	-8.4 
 333.5 	 91 	 9.05 	 .12 	-6.946 	 181 	 299 	 223 	 202 	 5278 	-8.1 
 334 	 90.9 	 8.86 	 .13 	-6.936 	 181 	 300 	 223 	 202 	 5274 	-8.3 
 334.5 	 91 	 8.98 	 .12 	-6.951 	 181 	 300 	 224 	 202 	 5274 	-8.5 
 335 	 91.1 	 8.91 	 .13 	-6.948 	 181 	 300 	 223 	 202 	 5276 	-8.3 
 335.5 	 91 	 9.09 	 .13 	-6.945 	 181 	 301 	 223 	 201 	 5275 	-8.1 
 336 	 90.9 	 9.05 	 .12 	-6.944 	 181 	 300 	 223 	 202 	 5281 	-7.8 
 336.5 	 91.1 	 8.93 	 .13 	-6.937 	 181 	 300 	 223 	 201 	 5277 	-8.5 
 337 	 91.2 	 9.08 	 .12 	-6.927 	 181 	 300 	 222 	 202 	 5274 	-8.5 
 337.5 	 90.9 	 8.96 	 .13 	-6.942 	 180 	 300 	 224 	 202 	 5278 	-7.6 
 338 	 91 	 8.99 	 .13 	-6.949 	 181 	 300 	 223 	 202 	 5274 	-8.6 
 338.5 	 91 	 9.04 	 .12 	-6.958 	 181 	 300 	 223 	 202 	 5273 	-8.5 
 339 	 91 	 8.99 	 .12 	-6.953 	 181 	 300 	 223 	 201 	 5272 	-8.4 
 339.5 	 90.9 	 8.91 	 .13 	-6.948 	 181 	 300 	 223 	 202 	 5276 	-7.9 
 340 	 90.8 	 9.01 	 .13 	-6.951 	 181 	 300 	 223 	 201 	 5277 	-8.4 
 340.5 	 91.1 	 8.86 	 .12 	-6.924 	 181 	 300 	 223 	 201 	 5273 	-8.3 
 341 	 90.9 	 8.94 	 .12 	-6.933 	 181 	 300 	 223 	 202 	 5273 	-8.4 
 341.5 	 91 	 8.88 	 .14 	-6.932 	 181 	 300 	 223 	 201 	 5273 	-7.5 
 342 	 90.9 	 8.91 	 .13 	-6.952 	 180 	 300 	 223 	 202 	 5276 	-8.4 
 342.5 	 91 	 8.99 	 .12 	-6.957 	 181 	 300 	 223 	 202 	 5275 	-8.4 
 343 	 91 	 8.9 	 .13 	-6.941 	 181 	 301 	 223 	 201 	 5274 	-8.1 
 343.5 	 90.7 	 8.91 	 .13 	-6.957 	 181 	 300 	 223 	 201 	 5275 	-8.3 
 344 	 91.1 	 8.96 	 .12 	-6.94 	 181 	 300 	 224 	 201 	 5277 	-8.6 
