时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 173.1 	 21.19 	 300 	-5.576 	 195.8 	 300 	 248 	 226 	 5766 	-7.1 
 .2 	 .02 	 173.2 	 21.12 	 30 	-5.584 	 195.8 	 300 	 249 	 226 	 5766 	-7.5 
 .4 	 .04 	 173.1 	 21.25 	 31 	-5.58 	 195.6 	 299 	 249 	 225 	 5767 	-7.5 
 .61 	 .06 	 173.2 	 21.23 	 30 	-5.582 	 195.8 	 300 	 248 	 226 	 5767 	-7.5 
 .81 	 .08 	 173.2 	 21.44 	 31 	-5.568 	 195.7 	 300 	 249 	 226 	 5766 	-7.3 
 1.01 	 .1 	 173.2 	 21.92 	 31 	-5.574 	 196 	 300 	 249 	 226 	 5768 	-7.8 
 1.21 	 .12 	 173.1 	 22.07 	 32 	-5.556 	 195.6 	 300 	 249 	 226 	 5765 	-6.9 
 1.41 	 .14 	 173.1 	 22.3 	 32 	-5.548 	 195.9 	 300 	 248 	 225 	 5763 	-7.3 
 1.62 	 .16 	 173.1 	 23.03 	 33 	-5.531 	 195.7 	 301 	 249 	 226 	 5767 	-7.1 
 1.82 	 .18 	 173.1 	 23.26 	 33 	-5.521 	 196 	 300 	 248 	 225 	 5767 	-7.3 
 2.02 	 .2 	 173.3 	 23.48 	 34 	-5.516 	 195.6 	 301 	 248 	 224 	 5767 	-7.3 
 2.22 	 .22 	 173.3 	 23.73 	 34 	-5.494 	 196.1 	 301 	 247 	 224 	 5766 	-7.1 
 2.42 	 .24 	 173.2 	 24.2 	 35 	-5.48 	 195.7 	 301 	 247 	 224 	 5766 	-7.1 
 2.63 	 .26 	 173.2 	 24.38 	 35 	-5.477 	 195.7 	 302 	 247 	 225 	 5767 	-7.1 
 2.83 	 .28 	 173.2 	 24.48 	 36 	-5.463 	 195.6 	 301 	 246 	 224 	 5767 	-7.6 
 3.03 	 .3 	 173.3 	 24.66 	 36 	-5.447 	 196 	 301 	 246 	 223 	 5771 	-7.5 
 3.23 	 .32 	 173.4 	 24.79 	 36 	-5.452 	 195.7 	 301 	 247 	 224 	 5765 	-7.1 
 3.43 	 .34 	 173.3 	 24.94 	 35 	-5.449 	 195.7 	 301 	 246 	 223 	 5768 	-7.5 
 3.64 	 .36 	 173.3 	 24.83 	 35 	-5.435 	 195.7 	 300 	 246 	 223 	 5767 	-7 
 3.84 	 .38 	 173.4 	 24.91 	 35 	-5.435 	 196.2 	 301 	 247 	 223 	 5766 	-7.3 
 4.04 	 .4 	 173.3 	 24.77 	 35 	-5.436 	 195.9 	 301 	 246 	 223 	 5770 	-7.1 
 4.24 	 .42 	 173.3 	 24.67 	 35 	-5.415 	 195.7 	 301 	 246 	 223 	 5768 	-7.4 
 4.44 	 .44 	 173.3 	 24.78 	 35 	-5.432 	 195.7 	 301 	 246 	 223 	 5767 	-7.6 
 4.65 	 .46 	 173.2 	 24.43 	 34 	-5.435 	 195.7 	 301 	 247 	 223 	 5767 	-7.5 
 4.85 	 .48 	 173.3 	 24.19 	 34 	-5.422 	 195.7 	 302 	 246 	 223 	 5766 	-7 
