时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1,pp
5.86,0.58,103.2,22.25,-6.372000000000001,300,237,217,0.58,1.7999999999999972,-2
6.06,0.6,103.2,21.59,-6.38,300,237,218,0.6,1.7999999999999972,-2
6.26,0.62,103.2,20.87,-6.397,300,237,217,0.62,1.7999999999999972,-2
6.46,0.64,103.1,19.54,-6.4079999999999995,300,237,217,0.64,1.6999999999999886,-2
6.67,0.66,103.1,18.91,-6.417999999999999,300,237,217,0.66,1.6999999999999886,-2
6.87,0.68,103.1,18.34,-6.4270000000000005,300,237,217,0.68,1.6999999999999886,-2
7.07,0.7,103.1,17.35,-6.439,300,236,217,0.7000000000000001,1.6999999999999886,-3
7.27,0.72,103.1,16.92,-6.447,300,237,217,0.72,1.6999999999999886,-2
7.47,0.74,103.1,16.67,-6.456,300,237,217,0.74,1.6999999999999886,-2
7.68,0.76,103.1,16.29,-6.456,299,237,218,0.76,1.6999999999999886,-2
7.88,0.78,103.0,15.91,-6.457000000000001,300,237,218,0.78,1.5999999999999943,-2
8.08,0.8,103.1,15.82,-6.4670000000000005,299,237,218,0.8,1.6999999999999886,-2
8.28,0.82,103.0,15.67,-6.48,299,237,218,0.8200000000000001,1.5999999999999943,-2
8.48,0.84,103.0,15.69,-6.478,299,237,218,0.84,1.5999999999999943,-2
8.69,0.86,103.0,15.64,-6.48,299,237,218,0.86,1.5999999999999943,-2
8.89,0.88,103.0,15.68,-6.483,299,237,219,0.88,1.5999999999999943,-2
9.09,0.9,103.1,15.74,-6.478,299,237,218,0.9,1.6999999999999886,-2
9.29,0.92,103.0,15.82,-6.483,299,237,218,0.92,1.5999999999999943,-2
9.49,0.94,103.0,16.2,-6.481,300,237,218,0.9400000000000001,1.5999999999999943,-2
9.7,0.96,103.1,16.95,-6.474,300,237,218,0.96,1.6999999999999886,-2
9.9,0.99,103.0,18.01,-6.468999999999999,300,238,218,0.98,1.5999999999999943,-1
10.1,1.01,103.0,18.72,-6.462999999999999,300,238,218,1.0,1.5999999999999943,-1
10.3,1.03,103.0,19.5,-6.449,300,238,218,1.02,1.5999999999999943,-1
10.5,1.05,103.1,20.94,-6.422000000000001,299,237,218,1.04,1.6999999999999886,-2
10.71,1.07,103.3,21.77,-6.4079999999999995,299,238,219,1.06,1.8999999999999915,-1
10.91,1.09,103.2,22.39,-6.398,300,238,218,1.08,1.7999999999999972,-1
11.11,1.11,103.2,23.07,-6.395,299,238,219,1.1,1.7999999999999972,-1
11.31,1.13,103.2,24.11,-6.365,300,238,218,1.12,1.7999999999999972,-1
11.51,1.15,103.2,24.62,-6.337999999999999,299,238,219,1.1400000000000001,1.7999999999999972,-1
11.72,1.17,103.2,24.92,-6.321000000000001,299,238,218,1.16,1.7999999999999972,-1
11.92,1.19,103.3,25.57,-6.28,300,237,217,1.18,1.8999999999999915,-2
12.12,1.21,103.5,25.7,-6.247999999999999,299,237,218,1.2,2.0999999999999943,-2
12.32,1.23,103.5,25.94,-6.207999999999999,300,237,218,1.22,2.0999999999999943,-2
12.52,1.25,103.6,26.12,-6.132999999999999,300,236,217,1.24,2.1999999999999886,-3
12.73,1.27,103.8,26.19,-6.103,300,236,217,1.26,2.3999999999999915,-3
12.93,1.29,103.8,26.33,-6.055,301,236,217,1.28,2.3999999999999915,-3
13.13,1.31,103.9,26.47,-6.021,301,236,217,1.3,2.5,-3
13.33,1.33,103.9,26.5,-5.949,300,235,217,1.32,2.5,-4
13.53,1.35,104.1,26.53,-5.901,301,236,217,1.34,2.6999999999999886,-3
13.74,1.37,104.1,26.52,-5.877999999999999,301,236,217,1.36,2.6999999999999886,-3
13.94,1.39,104.3,26.2,-5.821000000000001,300,236,216,1.3800000000000001,2.8999999999999915,-3
14.14,1.41,104.3,26.03,-5.807,300,236,216,1.4000000000000001,2.8999999999999915,-3
14.34,1.43,104.2,25.85,-5.803,300,236,217,1.42,2.799999999999997,-3
14.54,1.45,104.3,25.61,-5.792999999999999,300,236,216,1.44,2.8999999999999915,-3
14.75,1.47,104.3,25.16,-5.784,300,236,217,1.46,2.8999999999999915,-3
14.95,1.49,104.2,24.93,-5.787000000000001,300,236,217,1.48,2.799999999999997,-3
15.15,1.51,104.3,24.74,-5.781000000000001,300,236,217,1.5,2.8999999999999915,-3
15.35,1.53,104.3,24.07,-5.785,300,236,217,1.52,2.8999999999999915,-3
15.55,1.55,104.4,23.28,-5.779,300,236,216,1.54,3.0,-3
15.76,1.57,104.2,22.67,-5.792999999999999,300,236,217,1.56,2.799999999999997,-3
15.96,1.59,104.3,21.92,-5.809,300,236,217,1.58,2.8999999999999915,-3
16.16,1.61,104.2,20.41,-5.832999999999999,300,236,216,1.6,2.799999999999997,-3
16.36,1.63,104.2,19.7,-5.845,300,237,217,1.62,2.799999999999997,-2
16.56,1.65,104.2,18.95,-5.857,300,236,217,1.6400000000000001,2.799999999999997,-3
16.77,1.67,104.2,17.97,-5.876,299,236,217,1.6600000000000001,2.799999999999997,-3
16.97,1.69,104.2,17.47,-5.895,300,236,218,1.68,2.799999999999997,-3
17.17,1.71,104.1,17.02,-5.905,299,236,217,1.7,2.6999999999999886,-3
17.37,1.73,104.1,16.61,-5.902,299,236,217,1.72,2.6999999999999886,-3
17.57,1.75,104.2,16.02,-5.932,299,237,218,1.74,2.799999999999997,-2
17.78,1.77,104.1,15.84,-5.931,300,236,217,1.76,2.6999999999999886,-3
17.98,1.79,104.2,15.79,-5.942,299,237,217,1.78,2.799999999999997,-2
18.18,1.81,104.1,15.46,-5.96,299,238,217,1.8,2.6999999999999886,-1
18.38,1.83,104.1,15.41,-5.947,299,237,217,1.82,2.6999999999999886,-2
18.58,1.85,104.2,15.52,-5.947,299,237,217,1.84,2.799999999999997,-2
18.79,1.87,104.1,15.5,-5.956,298,237,218,1.86,2.6999999999999886,-2
18.99,1.9,104.1,15.5,-5.9510000000000005,299,237,218,1.8800000000000001,2.6999999999999886,-2
19.19,1.92,104.1,15.43,-5.952000000000001,299,237,218,1.9000000000000001,2.6999999999999886,-2
19.39,1.94,104.2,15.72,-5.959,299,237,218,1.92,2.799999999999997,-2
19.59,1.96,104.1,16.72,-5.945,299,237,217,1.94,2.6999999999999886,-2
19.8,1.98,104.2,17.32,-5.94,299,237,218,1.96,2.799999999999997,-2
20.0,2.0,104.2,17.97,-5.932,299,238,218,1.98,2.799999999999997,-1
20.2,2.02,104.2,19.38,-5.903,299,237,218,2.0,2.799999999999997,-2
20.4,2.04,104.2,19.98,-5.879,299,238,218,2.02,2.799999999999997,-1
20.6,2.06,104.3,20.97,-5.882000000000001,299,237,218,2.04,2.8999999999999915,-2
20.81,2.08,104.3,21.7,-5.846,300,237,218,2.06,2.8999999999999915,-2
21.01,2.1,104.4,23.1,-5.827000000000001,299,237,218,2.08,3.0,-2
21.21,2.12,104.3,23.78,-5.812,299,237,218,2.1,2.8999999999999915,-2
21.41,2.14,104.3,24.41,-5.787999999999999,299,238,218,2.12,2.8999999999999915,-1
21.61,2.16,104.5,25.29,-5.749,300,237,218,2.14,3.0999999999999943,-2
21.82,2.18,104.4,25.6,-5.721,299,237,218,2.16,3.0,-2
22.02,2.2,104.5,26.04,-5.7010000000000005,299,237,218,2.18,3.0999999999999943,-2
22.22,2.22,104.6,26.44,-5.643,300,237,217,2.2,3.1999999999999886,-2
22.42,2.24,104.7,26.55,-5.603,300,236,217,2.22,3.299999999999997,-3
22.62,2.26,104.6,26.71,-5.577000000000001,300,236,217,2.24,3.1999999999999886,-3
22.83,2.28,104.6,26.82,-5.535,301,236,216,2.2600000000000002,3.1999999999999886,-3
23.03,2.3,104.9,26.97,-5.478,300,235,217,2.2800000000000002,3.5,-4
23.23,2.32,104.8,26.97,-5.434,300,236,216,2.3000000000000003,3.3999999999999915,-3
23.43,2.34,104.9,26.98,-5.404,300,236,216,2.32,3.5,-3
23.63,2.36,104.9,26.78,-5.355,300,236,216,2.34,3.5,-3
23.84,2.38,104.9,26.59,-5.345,301,235,216,2.36,3.5,-4
24.04,2.4,104.9,26.39,-5.335,300,236,216,2.38,3.5,-3
24.24,2.42,105.1,26.24,-5.312,300,236,217,2.4,3.6999999999999886,-3
24.44,2.44,105.0,25.8,-5.308,300,236,217,2.42,3.5999999999999943,-3
24.64,2.46,105.1,25.62,-5.31,300,236,216,2.44,3.6999999999999886,-3
24.85,2.48,105.0,25.42,-5.3,300,236,217,2.46,3.5999999999999943,-3
25.05,2.5,105.1,25.12,-5.303999999999999,300,235,217,2.48,3.6999999999999886,-4
25.25,2.52,104.9,24.38,-5.319,300,236,217,2.5,3.5,-3
25.45,2.54,105.1,23.73,-5.318,300,236,217,2.52,3.6999999999999886,-3
25.65,2.56,105.0,22.25,-5.348,300,236,216,2.54,3.5999999999999943,-3
25.86,2.58,105.0,21.53,-5.36,299,236,217,2.56,3.5999999999999943,-3
26.06,2.6,105.1,20.7,-5.375,299,236,217,2.58,3.6999999999999886,-3
26.26,2.62,105.0,19.99,-5.385,300,236,217,2.6,3.5999999999999943,-3
26.46,2.64,104.9,18.7,-5.417999999999999,300,236,217,2.62,3.5,-3
26.66,2.66,104.9,18.09,-5.4270000000000005,299,236,217,2.64,3.5,-3
26.87,2.68,105.0,17.65,-5.446000000000001,300,237,217,2.66,3.5999999999999943,-2
27.07,2.7,104.8,16.72,-5.484,299,237,217,2.68,3.3999999999999915,-2
27.27,2.72,104.9,16.43,-5.497000000000001,300,237,217,2.7,3.5,-2
27.47,2.74,104.8,16.02,-5.501,299,236,218,2.72,3.3999999999999915,-3
27.67,2.76,104.8,15.76,-5.513999999999999,299,237,218,2.74,3.3999999999999915,-2
27.88,2.78,104.8,15.41,-5.53,300,237,218,2.7600000000000002,3.3999999999999915,-2
28.08,2.8,104.7,15.35,-5.5360000000000005,300,237,218,2.7800000000000002,3.299999999999997,-2
28.28,2.82,104.8,15.24,-5.532,300,237,218,2.8000000000000003,3.3999999999999915,-2
28.48,2.84,104.8,15.19,-5.541,299,237,218,2.82,3.3999999999999915,-2
28.68,2.86,104.7,15.17,-5.541,299,237,218,2.84,3.299999999999997,-2
28.89,2.89,104.8,15.39,-5.5520000000000005,299,237,218,2.86,3.3999999999999915,-2
29.09,2.91,104.8,15.25,-5.556,299,237,218,2.88,3.3999999999999915,-2
29.29,2.93,104.8,15.51,-5.546,299,237,218,2.9,3.3999999999999915,-2
29.49,2.95,104.8,16.13,-5.5489999999999995,300,237,218,2.92,3.3999999999999915,-2
29.69,2.97,104.8,16.67,-5.54,300,237,218,2.94,3.3999999999999915,-2
29.9,2.99,104.8,17.8,-5.513,299,237,218,2.96,3.3999999999999915,-2
30.1,3.01,104.9,18.55,-5.502000000000001,300,238,218,2.98,3.5,-1
30.3,3.03,104.8,19.24,-5.472,299,237,218,3.0,3.3999999999999915,-2
30.5,3.05,104.8,20.86,-5.438,299,237,218,3.02,3.3999999999999915,-2
30.7,3.07,104.8,21.7,-5.419,300,238,218,3.04,3.3999999999999915,-1
30.91,3.09,105.0,22.32,-5.395,299,238,219,3.06,3.5999999999999943,-1
31.11,3.11,104.9,23.06,-5.377000000000001,299,237,218,3.08,3.5,-2
31.31,3.13,105.0,24.32,-5.327999999999999,300,237,218,3.1,3.5999999999999943,-2
31.51,3.15,105.1,24.84,-5.303999999999999,300,237,218,3.12,3.6999999999999886,-2
31.71,3.17,104.9,25.36,-5.29,299,237,218,3.14,3.5,-2
31.92,3.19,105.1,26.01,-5.24,299,237,218,3.16,3.6999999999999886,-2
32.12,3.21,105.1,26.4,-5.215,300,237,218,3.18,3.6999999999999886,-2
32.32,3.23,105.1,26.75,-5.187,300,237,217,3.2,3.6999999999999886,-2
32.52,3.25,105.2,27.0,-5.12,300,236,217,3.22,3.799999999999997,-3
32.72,3.27,105.3,27.12,-5.092,300,236,217,3.24,3.8999999999999915,-3
32.93,3.29,105.2,27.29,-5.067,300,236,217,3.2600000000000002,3.799999999999997,-3
33.13,3.31,105.3,27.21,-5.038,300,237,217,3.2800000000000002,3.8999999999999915,-2
33.33,3.33,105.3,27.11,-4.986000000000001,301,236,217,3.3000000000000003,3.8999999999999915,-3
33.53,3.35,105.3,27.14,-4.967,301,236,217,3.3200000000000003,3.8999999999999915,-3
33.73,3.37,105.3,26.91,-4.949,301,236,217,3.34,3.8999999999999915,-3
33.94,3.39,105.5,26.57,-4.926,300,236,217,3.36,4.099999999999994,-3
34.14,3.41,105.3,26.44,-4.926,300,236,217,3.38,3.8999999999999915,-3
34.34,3.43,105.4,26.25,-4.922,300,236,217,3.4,4.0,-3
34.54,3.45,105.5,26.13,-4.923,300,236,217,3.42,4.099999999999994,-3
34.74,3.47,105.3,25.79,-4.921,300,236,217,3.44,3.8999999999999915,-3
34.95,3.49,105.4,25.55,-4.913,300,236,217,3.46,4.0,-3
35.15,3.51,105.4,24.88,-4.9110000000000005,300,236,217,3.48,4.0,-3
35.35,3.53,105.4,23.52,-4.937,300,236,217,3.5,4.0,-3
35.55,3.55,105.3,22.81,-4.9510000000000005,300,236,217,3.52,3.8999999999999915,-3
35.75,3.57,105.4,21.93,-4.966,299,236,217,3.54,4.0,-3
35.96,3.59,105.4,21.18,-4.974,300,236,217,3.56,4.0,-3
36.16,3.61,105.3,19.92,-5.015,300,236,217,3.58,3.8999999999999915,-3
36.36,3.63,105.4,19.18,-5.03,300,236,217,3.6,4.0,-3
36.56,3.65,105.2,18.62,-5.056,300,236,217,3.62,3.799999999999997,-3
36.76,3.67,105.4,17.38,-5.086,300,237,217,3.64,4.0,-2
36.97,3.69,105.4,17.02,-5.106,300,237,217,3.66,4.0,-2
37.17,3.71,105.3,16.48,-5.122000000000001,300,237,217,3.68,3.8999999999999915,-2
37.37,3.73,105.2,16.16,-5.149,300,237,217,3.7,3.799999999999997,-2
37.57,3.75,105.3,15.66,-5.1610000000000005,300,237,218,3.72,3.8999999999999915,-2
37.77,3.77,105.2,15.37,-5.164,299,237,217,3.74,3.799999999999997,-2
37.98,3.79,105.1,15.22,-5.172000000000001,299,237,218,3.7600000000000002,3.6999999999999886,-2
38.18,3.81,105.1,15.15,-5.182,299,237,218,3.7800000000000002,3.6999999999999886,-2
38.38,3.83,105.2,15.12,-5.187,299,237,218,3.8000000000000003,3.799999999999997,-2
38.58,3.86,105.2,15.26,-5.19,299,238,218,3.8200000000000003,3.799999999999997,-1
38.78,3.88,105.2,15.21,-5.193,299,237,218,3.84,3.799999999999997,-2
38.99,3.9,105.2,15.11,-5.192,299,237,218,3.86,3.799999999999997,-2
39.19,3.92,105.2,15.14,-5.193,299,238,218,3.88,3.799999999999997,-1
39.39,3.94,105.2,15.47,-5.189,299,238,218,3.9,3.799999999999997,-1
39.59,3.96,105.2,16.56,-5.181,300,237,218,3.92,3.799999999999997,-2
39.79,3.98,105.2,17.09,-5.166,299,237,219,3.94,3.799999999999997,-2
40.0,4.0,105.2,17.75,-5.152,299,238,218,3.96,3.799999999999997,-1
40.2,4.02,105.3,19.18,-5.121,300,238,219,3.98,3.8999999999999915,-1
40.4,4.04,105.3,20.02,-5.087,300,238,219,4.0,3.8999999999999915,-1
40.6,4.06,105.4,20.79,-5.067,300,238,218,4.0200000000000005,4.0,-1
40.8,4.08,105.3,22.28,-5.031000000000001,300,238,219,4.04,3.8999999999999915,-1
41.01,4.1,105.4,23.0,-4.993,300,238,218,4.0600000000000005,4.0,-1
41.21,4.12,105.5,23.75,-4.965,299,238,218,4.08,4.099999999999994,-1
41.41,4.14,105.4,24.29,-4.955,300,238,218,4.1,4.0,-1
41.61,4.16,105.4,25.47,-4.908,300,238,218,4.12,4.0,-1
41.81,4.18,105.6,25.81,-4.881,300,237,218,4.14,4.199999999999989,-2
42.02,4.2,105.5,26.32,-4.865,300,238,218,4.16,4.099999999999994,-1
42.22,4.22,105.5,26.8,-4.805,300,237,218,4.18,4.099999999999994,-2
42.42,4.24,105.6,26.99,-4.776,300,237,217,4.2,4.199999999999989,-2
42.62,4.26,105.6,27.16,-4.757,300,237,217,4.22,4.199999999999989,-2
42.82,4.28,105.6,27.3,-4.725,300,237,217,4.24,4.199999999999989,-2
43.03,4.3,105.6,27.32,-4.678999999999999,301,236,217,4.26,4.199999999999989,-3
43.23,4.32,105.7,27.22,-4.648,300,236,217,4.28,4.299999999999997,-3
43.43,4.34,105.7,27.29,-4.632,300,237,217,4.3,4.299999999999997,-2
43.63,4.36,105.7,27.08,-4.602,300,236,217,4.32,4.299999999999997,-3
43.83,4.38,105.8,26.8,-4.578,300,237,217,4.34,4.3999999999999915,-2
44.04,4.4,105.7,26.71,-4.583,301,236,217,4.36,4.299999999999997,-3
44.24,4.42,105.8,26.35,-4.581,300,236,217,4.38,4.3999999999999915,-3
44.44,4.44,105.7,26.21,-4.577,300,237,217,4.4,4.299999999999997,-2
44.64,4.46,105.8,26.02,-4.578,301,236,217,4.42,4.3999999999999915,-3
44.84,4.48,105.8,25.95,-4.572,300,237,217,4.44,4.3999999999999915,-2
45.05,4.5,105.7,24.71,-4.577,300,236,217,4.46,4.299999999999997,-3
45.25,4.52,105.8,24.21,-4.595,300,237,217,4.48,4.3999999999999915,-2
45.45,4.54,105.8,23.37,-4.603,300,236,218,4.5,4.3999999999999915,-3
45.65,4.56,105.8,21.96,-4.638,300,237,217,4.5200000000000005,4.3999999999999915,-2
45.85,4.58,105.7,21.19,-4.6610000000000005,300,236,217,4.54,4.299999999999997,-3
46.06,4.6,105.8,20.37,-4.671,300,236,217,4.5600000000000005,4.3999999999999915,-3
46.26,4.62,105.9,19.65,-4.6930000000000005,300,237,218,4.58,4.5,-2
46.46,4.64,105.7,18.51,-4.739,300,236,217,4.6000000000000005,4.299999999999997,-3
46.66,4.66,105.7,17.87,-4.748,300,237,217,4.62,4.299999999999997,-2
46.86,4.68,105.7,17.28,-4.769,300,237,218,4.64,4.299999999999997,-2
47.07,4.7,105.6,16.48,-4.802,300,237,218,4.66,4.199999999999989,-2
47.27,4.72,105.8,16.16,-4.814,299,237,218,4.68,4.3999999999999915,-2
47.47,4.74,105.7,15.77,-4.831,300,237,218,4.7,4.299999999999997,-2
47.67,4.76,105.6,15.52,-4.849,300,237,218,4.72,4.199999999999989,-2
47.87,4.78,105.7,15.29,-4.861000000000001,299,237,218,4.74,4.299999999999997,-2
48.08,4.8,105.6,15.07,-4.874,300,238,218,4.76,4.199999999999989,-1
48.28,4.82,105.6,15.02,-4.865,300,237,218,4.78,4.199999999999989,-2
48.48,4.85,105.7,15.01,-4.882,299,237,218,4.8,4.299999999999997,-2
48.68,4.87,105.6,15.12,-4.879,299,238,218,4.82,4.199999999999989,-1
48.88,4.89,105.6,15.13,-4.8839999999999995,299,238,218,4.84,4.199999999999989,-1
49.09,4.91,105.6,15.15,-4.881,299,237,218,4.86,4.199999999999989,-2
49.29,4.93,105.7,15.35,-4.881,300,238,219,4.88,4.299999999999997,-1
49.49,4.95,105.6,15.99,-4.883,299,238,218,4.9,4.199999999999989,-1
49.69,4.97,105.6,16.4,-4.862,299,238,218,4.92,4.199999999999989,-1
49.89,4.99,105.6,17.68,-4.836,300,238,218,4.94,4.199999999999989,-1
50.1,5.01,105.7,18.62,-4.82,299,238,219,4.96,4.299999999999997,-1
50.3,5.03,105.6,19.18,-4.7989999999999995,299,238,219,4.98,4.199999999999989,-1
50.5,5.05,105.7,20.73,-4.748,299,238,218,5.0,4.299999999999997,-1
50.7,5.07,105.7,21.59,-4.71,300,238,219,5.0200000000000005,4.299999999999997,-1
50.9,5.09,105.7,22.21,-4.691,300,238,219,5.04,4.299999999999997,-1
51.11,5.11,105.8,23.05,-4.662,300,238,218,5.0600000000000005,4.3999999999999915,-1
51.31,5.13,105.9,24.38,-4.619,300,238,218,5.08,4.5,-1
51.51,5.15,105.7,24.91,-4.606,300,238,219,5.1000000000000005,4.299999999999997,-1
51.71,5.17,105.9,25.49,-4.579,300,238,218,5.12,4.5,-1
51.91,5.19,105.9,26.27,-4.522,300,238,218,5.14,4.5,-1
52.12,5.21,105.9,26.59,-4.511,300,237,218,5.16,4.5,-2
52.32,5.23,106.0,26.91,-4.48,300,237,218,5.18,4.599999999999994,-2
52.52,5.25,106.0,27.2,-4.426,300,237,218,5.2,4.599999999999994,-2
52.72,5.27,106.0,27.41,-4.415,300,237,218,5.22,4.599999999999994,-2
52.92,5.29,106.0,27.44,-4.375,301,237,217,5.24,4.599999999999994,-2
53.13,5.31,106.1,27.46,-4.356,300,237,218,5.26,4.699999999999989,-2
53.33,5.33,106.1,27.38,-4.319,300,237,217,5.28,4.699999999999989,-2
53.53,5.35,106.1,27.17,-4.293,300,236,217,5.3,4.699999999999989,-3
53.73,5.37,106.2,27.03,-4.288,301,236,217,5.32,4.799999999999997,-3
53.93,5.39,106.2,26.83,-4.284,300,237,217,5.34,4.799999999999997,-2
54.14,5.41,106.2,26.7,-4.276,301,237,217,5.36,4.799999999999997,-2
54.34,5.43,106.2,26.44,-4.287,300,236,217,5.38,4.799999999999997,-3
54.54,5.45,106.1,26.35,-4.277,300,236,217,5.4,4.699999999999989,-3
54.74,5.47,106.3,25.94,-4.262,300,237,218,5.42,4.8999999999999915,-2
54.94,5.49,106.1,25.45,-4.277,300,236,217,5.44,4.699999999999989,-3
55.15,5.51,106.2,24.67,-4.289,300,237,217,5.46,4.799999999999997,-2
55.35,5.53,106.2,23.36,-4.31,300,237,217,5.48,4.799999999999997,-2
55.55,5.55,106.1,22.58,-4.33,300,237,217,5.5,4.699999999999989,-2
55.75,5.57,106.2,21.77,-4.34,300,237,217,5.5200000000000005,4.799999999999997,-2
55.95,5.59,106.1,21.1,-4.365,300,237,217,5.54,4.699999999999989,-2
56.16,5.61,106.2,19.7,-4.402,300,236,217,5.5600000000000005,4.799999999999997,-3
56.36,5.63,106.1,19.04,-4.421,300,236,217,5.58,4.699999999999989,-3
56.56,5.65,106.1,18.43,-4.442,300,237,217,5.6000000000000005,4.699999999999989,-2
56.76,5.67,106.0,17.17,-4.48,300,237,218,5.62,4.599999999999994,-2
56.96,5.69,106.0,16.83,-4.502,300,237,218,5.64,4.599999999999994,-2
57.17,5.71,105.9,16.31,-4.525,300,237,218,5.66,4.5,-2
57.37,5.73,106.1,15.67,-4.543,300,238,218,5.68,4.699999999999989,-1
57.57,5.75,105.9,15.51,-4.551,299,237,219,5.7,4.5,-2
57.77,5.77,105.9,15.33,-4.569,300,238,218,5.72,4.5,-1
57.97,5.79,106.1,15.19,-4.573,300,238,218,5.74,4.699999999999989,-1
58.18,5.81,106.0,14.89,-4.593999999999999,300,238,218,5.76,4.599999999999994,-1
58.38,5.84,106.0,15.05,-4.593999999999999,299,238,219,5.78,4.599999999999994,-1
58.58,5.86,106.0,14.9,-4.588,299,238,219,5.8,4.599999999999994,-1
58.78,5.88,105.9,15.05,-4.599,299,238,218,5.82,4.5,-1
58.98,5.9,105.9,14.95,-4.5969999999999995,299,238,219,5.84,4.5,-1
59.19,5.92,106.0,15.05,-4.5969999999999995,300,237,219,5.86,4.599999999999994,-2
59.39,5.94,105.9,15.44,-4.5969999999999995,299,238,218,5.88,4.5,-1
59.59,5.96,106.0,16.45,-4.588,300,238,219,5.9,4.599999999999994,-1
59.79,5.98,106.1,17.06,-4.57,299,238,219,5.92,4.699999999999989,-1
59.99,6.0,105.9,17.67,-4.556,300,239,219,5.94,4.5,0
60.2,6.02,105.9,19.12,-4.502,300,238,219,5.96,4.5,-1
60.4,6.04,106.1,19.87,-4.484,300,238,219,5.98,4.699999999999989,-1
60.6,6.06,106.1,20.73,-4.459,300,238,219,6.0,4.699999999999989,-1
60.8,6.08,106.1,21.57,-4.44,299,238,218,6.0200000000000005,4.699999999999989,-1
61.0,6.1,106.2,23.03,-4.376,300,238,219,6.04,4.799999999999997,-1
61.21,6.12,106.2,23.64,-4.362,300,238,218,6.0600000000000005,4.799999999999997,-1
61.41,6.14,106.1,24.34,-4.331,299,238,218,6.08,4.699999999999989,-1
61.61,6.16,106.2,25.49,-4.287,300,238,218,6.1000000000000005,4.799999999999997,-1
61.81,6.18,106.3,26.06,-4.269,300,238,218,6.12,4.8999999999999915,-1
62.01,6.2,106.2,26.28,-4.24,299,238,218,6.140000000000001,4.799999999999997,-1
62.22,6.22,106.3,27.02,-4.196000000000001,300,237,218,6.16,4.8999999999999915,-2
62.42,6.24,106.3,27.22,-4.18,300,237,218,6.18,4.8999999999999915,-2
62.62,6.26,106.3,27.41,-4.148,300,237,218,6.2,4.8999999999999915,-2
62.82,6.28,106.3,27.43,-4.133,300,237,217,6.22,4.8999999999999915,-2
63.02,6.3,106.3,27.55,-4.087,300,237,218,6.24,4.8999999999999915,-2
63.23,6.32,106.3,27.49,-4.062,300,237,217,6.26,4.8999999999999915,-2
63.43,6.34,106.4,27.42,-4.053,301,237,217,6.28,5.0,-2
63.63,6.36,106.3,27.22,-4.037,301,237,217,6.3,4.8999999999999915,-2
63.83,6.38,106.4,27.03,-4.023,300,237,218,6.32,5.0,-2
64.03,6.4,106.5,26.88,-4.02,300,237,217,6.34,5.099999999999994,-2
64.24,6.42,106.5,26.65,-4.023,300,237,217,6.36,5.099999999999994,-2
64.44,6.44,106.5,26.47,-4.015,301,236,218,6.38,5.099999999999994,-3
64.64,6.46,106.4,26.23,-4.0169999999999995,300,237,217,6.4,5.0,-2
