时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1,pp
32.93,3.29,167.0,35.11,7.874,302,235,216,3.2600000000000002,3.5999999999999943,-12
33.13,3.31,167.2,34.87,7.928,299,233,215,3.2800000000000002,3.799999999999983,-14
33.33,3.33,167.2,35.21,8.032,301,233,214,3.3000000000000003,3.799999999999983,-14
33.53,3.35,167.3,35.1,8.058,302,234,215,3.3200000000000003,3.9000000000000057,-13
33.73,3.37,167.2,34.51,8.087,299,233,214,3.34,3.799999999999983,-14
33.94,3.39,167.3,33.91,8.083,297,232,212,3.36,3.9000000000000057,-15
34.14,3.41,167.3,33.45,8.104,301,234,215,3.38,3.9000000000000057,-13
34.34,3.43,167.3,33.07,8.107000000000001,300,233,214,3.4,3.9000000000000057,-14
34.54,3.45,167.3,31.96,8.1,298,232,214,3.42,3.9000000000000057,-15
34.74,3.47,167.3,29.54,8.079,299,233,215,3.44,3.9000000000000057,-14
34.95,3.49,167.3,28.03,8.055,301,234,215,3.46,3.9000000000000057,-13
35.15,3.51,167.3,26.3,8.017999999999999,298,233,214,3.48,3.9000000000000057,-14
35.35,3.53,167.2,23.42,7.95,298,233,215,3.5,3.799999999999983,-14
35.55,3.55,167.2,21.95,7.914,299,235,216,3.52,3.799999999999983,-12
35.75,3.57,167.2,20.45,7.852,299,236,216,3.54,3.799999999999983,-11
35.96,3.59,167.2,18.88,7.803999999999999,296,236,217,3.56,3.799999999999983,-11
36.16,3.61,167.1,16.63,7.68,298,238,219,3.58,3.6999999999999886,-9
36.36,3.63,167.0,15.81,7.593,298,240,220,3.6,3.5999999999999943,-7
36.56,3.65,166.9,14.52,7.513999999999999,297,241,221,3.62,3.5,-6
36.76,3.67,166.8,12.51,7.324,296,243,223,3.64,3.4000000000000057,-4
36.97,3.69,166.7,12.03,7.215,298,245,226,3.66,3.299999999999983,-2
37.17,3.71,166.7,11.32,7.087000000000001,298,248,228,3.68,3.299999999999983,1
37.37,3.73,166.5,10.56,6.978,296,249,229,3.7,3.0999999999999943,2
37.57,3.75,166.4,9.65,6.745,296,251,230,3.72,3.0,4
37.77,3.77,166.3,9.66,6.627999999999999,299,254,233,3.74,2.9000000000000057,7
37.98,3.79,166.2,9.24,6.5089999999999995,299,256,235,3.7600000000000002,2.799999999999983,9
38.18,3.81,166.1,8.55,6.3260000000000005,295,255,234,3.7800000000000002,2.6999999999999886,8
38.38,3.83,166.0,8.67,6.26,298,257,236,3.8000000000000003,2.5999999999999943,10
38.58,3.85,166.0,8.78,6.209,301,260,240,3.8200000000000003,2.5999999999999943,13
38.78,3.87,166.0,8.68,6.164,298,258,238,3.84,2.5999999999999943,11
38.99,3.89,166.0,8.64,6.16,296,257,237,3.86,2.5999999999999943,10
39.19,3.91,165.9,8.83,6.165,299,259,239,3.88,2.5,12
39.39,3.93,165.9,9.78,6.162999999999999,303,261,241,3.9,2.5,14
39.59,3.95,165.9,11.01,6.231,298,259,239,3.92,2.5,12
39.79,3.97,166.0,11.74,6.312,297,259,238,3.94,2.5999999999999943,12
40.0,4.0,166.0,12.7,6.422999999999999,301,261,241,3.96,2.5999999999999943,14
40.2,4.02,166.3,14.67,6.732,302,260,240,3.98,2.9000000000000057,13
40.4,4.04,166.5,15.64,6.925,299,257,237,4.0,3.0999999999999943,10
40.6,4.06,166.7,17.32,7.1370000000000005,300,255,235,4.0200000000000005,3.299999999999983,8
40.8,4.08,166.8,19.69,7.347,303,254,235,4.04,3.4000000000000057,7
41.01,4.1,167.0,23.8,7.704,302,249,230,4.0600000000000005,3.5999999999999943,2
41.21,4.12,167.2,25.58,7.867000000000001,300,246,226,4.08,3.799999999999983,-1
41.41,4.14,167.3,27.85,8.004,302,245,225,4.1,3.9000000000000057,-2
41.61,4.16,167.5,30.81,8.232999999999999,305,244,225,4.12,4.099999999999994,-3
41.81,4.18,167.6,31.43,8.334,300,241,222,4.14,4.199999999999989,-6
42.02,4.2,167.7,32.11,8.448,299,238,219,4.16,4.299999999999983,-9
42.22,4.22,167.9,34.28,8.652999999999999,305,239,220,4.18,4.5,-8
42.42,4.24,167.9,34.38,8.735,303,238,219,4.2,4.5,-9
42.62,4.26,168.1,34.18,8.821,298,235,216,4.22,4.699999999999989,-12
42.82,4.28,168.1,34.57,8.918,298,233,214,4.24,4.699999999999989,-14
43.03,4.3,168.2,35.5,9.057,303,235,216,4.26,4.799999999999983,-12
43.23,4.32,168.3,35.2,9.104,300,234,215,4.28,4.900000000000006,-13
43.43,4.34,168.3,34.66,9.151,297,232,213,4.3,4.900000000000006,-15
43.63,4.36,168.4,34.63,9.216000000000001,302,233,214,4.32,5.0,-14
43.83,4.38,168.4,34.33,9.222000000000001,302,233,215,4.34,5.0,-14
44.04,4.4,168.3,33.53,9.228,298,232,213,4.36,4.900000000000006,-15
44.24,4.42,168.4,33.07,9.234,296,232,212,4.38,5.0,-15
44.44,4.44,168.4,32.24,9.229,301,233,214,4.4,5.0,-14
44.64,4.46,168.3,30.49,9.222000000000001,299,233,214,4.42,4.900000000000006,-14
44.84,4.48,168.4,29.33,9.207,297,232,213,4.44,5.0,-15
45.05,4.5,168.3,26.62,9.147,300,234,214,4.46,4.900000000000006,-13
45.25,4.52,168.3,24.96,9.109,300,234,215,4.48,4.900000000000006,-13
45.45,4.54,168.3,23.29,9.065,298,234,215,4.5,4.900000000000006,-13
45.65,4.56,168.3,20.49,8.985,297,235,216,4.5200000000000005,4.900000000000006,-12
45.85,4.58,168.2,19.28,8.923,299,237,217,4.54,4.799999999999983,-10
46.06,4.6,168.2,17.86,8.852,299,237,218,4.5600000000000005,4.799999999999983,-10
46.26,4.62,168.2,16.61,8.793,296,237,218,4.58,4.799999999999983,-10
46.46,4.64,168.0,14.65,8.645,298,240,221,4.6000000000000005,4.599999999999994,-7
46.66,4.66,168.0,13.73,8.545,298,242,223,4.62,4.599999999999994,-5
46.86,4.68,167.9,12.68,8.439,296,244,224,4.64,4.5,-3
47.07,4.7,167.7,11.16,8.216000000000001,296,246,226,4.66,4.299999999999983,-1
47.27,4.72,167.7,10.73,8.102,298,249,229,4.68,4.299999999999983,2
47.47,4.74,167.6,10.4,7.968999999999999,299,251,231,4.7,4.199999999999989,4
47.67,4.76,167.5,9.81,7.853,296,252,232,4.72,4.099999999999994,5
47.87,4.78,167.3,9.18,7.627000000000001,296,254,233,4.74,3.9000000000000057,7
48.08,4.8,167.2,9.2,7.519,300,257,237,4.76,3.799999999999983,10
48.28,4.82,167.0,8.81,7.441,300,259,238,4.78,3.5999999999999943,12
48.48,4.84,167.0,8.37,7.308,295,257,237,4.8,3.5999999999999943,10
48.68,4.86,167.0,8.66,7.292999999999999,298,258,238,4.82,3.5999999999999943,11
48.88,4.88,167.0,8.96,7.28,302,261,240,4.84,3.5999999999999943,14
49.09,4.9,166.9,8.96,7.279,301,261,240,4.86,3.5,14
49.29,4.92,167.0,9.42,7.284,297,258,238,4.88,3.5999999999999943,11
49.49,4.94,167.0,10.61,7.3020000000000005,300,260,240,4.9,3.5999999999999943,13
49.69,4.96,167.0,11.27,7.356,303,262,241,4.92,3.5999999999999943,15
49.89,4.99,167.1,12.43,7.541,298,260,239,4.94,3.6999999999999886,13
50.1,5.01,167.3,13.29,7.691,299,259,239,4.96,3.9000000000000057,12
50.3,5.03,167.4,14.66,7.864,302,260,239,4.98,4.0,13
50.5,5.05,167.7,17.48,8.238999999999999,302,257,237,5.0,4.299999999999983,10
50.7,5.07,167.9,19.2,8.445,300,253,233,5.0200000000000005,4.5,6
50.9,5.09,168.0,21.59,8.656,302,251,232,5.04,4.599999999999994,4
51.11,5.11,168.1,24.24,8.832,305,250,231,5.0600000000000005,4.699999999999989,3
51.31,5.13,168.3,27.57,9.12,302,245,226,5.08,4.900000000000006,-2
51.51,5.15,168.5,28.83,9.246,300,242,223,5.1000000000000005,5.099999999999994,-5
51.71,5.17,168.5,30.59,9.367,303,242,223,5.12,5.099999999999994,-5
51.91,5.19,168.7,32.75,9.562999999999999,304,241,222,5.14,5.299999999999983,-6
52.12,5.21,168.8,32.86,9.658,300,238,219,5.16,5.400000000000006,-9
52.32,5.23,168.9,33.4,9.77,299,236,217,5.18,5.5,-11
52.52,5.25,169.0,34.55,9.874,303,236,218,5.2,5.599999999999994,-11
52.72,5.27,169.1,34.89,10.03,302,236,217,5.22,5.699999999999989,-11
52.92,5.29,169.2,34.59,10.099,298,233,214,5.24,5.799999999999983,-14
53.13,5.31,169.3,34.91,10.191,299,232,213,5.26,5.900000000000006,-15
53.33,5.33,169.3,35.32,10.279000000000002,303,234,215,5.28,5.900000000000006,-13
53.53,5.35,169.5,34.7,10.302,300,233,213,5.3,6.099999999999994,-14
53.73,5.37,169.4,34.2,10.32,297,231,213,5.32,6.0,-16
53.93,5.39,169.5,34.05,10.344000000000001,298,232,213,5.34,6.099999999999994,-15
54.14,5.41,169.5,33.45,10.355,301,233,214,5.36,6.099999999999994,-14
54.34,5.43,169.5,32.73,10.359000000000002,297,232,213,5.38,6.099999999999994,-15
54.54,5.45,169.4,32.06,10.365,297,232,213,5.4,6.0,-15
54.74,5.47,169.5,29.44,10.325,301,234,215,5.42,6.099999999999994,-13
54.94,5.49,169.4,27.95,10.304,298,232,214,5.44,6.0,-15
55.15,5.51,169.4,26.31,10.267999999999999,297,232,214,5.46,6.0,-15
55.35,5.53,169.3,23.54,10.205,300,234,215,5.48,5.900000000000006,-13
55.55,5.55,169.4,21.97,10.144,299,235,216,5.5,6.0,-12
55.75,5.57,169.3,20.3,10.101,297,235,216,5.5200000000000005,5.900000000000006,-12
55.95,5.59,169.3,19.09,10.051,296,235,216,5.54,5.900000000000006,-12
56.16,5.61,169.1,16.83,9.921,299,238,220,5.5600000000000005,5.699999999999989,-9
56.36,5.63,169.1,15.6,9.843,298,239,220,5.58,5.699999999999989,-8
56.56,5.65,169.1,14.49,9.756,295,240,220,5.6000000000000005,5.699999999999989,-7
56.76,5.67,168.9,12.74,9.56,298,244,224,5.62,5.5,-3
56.96,5.69,168.9,12.07,9.459,299,246,226,5.64,5.5,-1
57.17,5.71,168.9,11.25,9.335,297,247,227,5.66,5.5,0
57.37,5.73,168.7,10.4,9.206,294,247,228,5.68,5.299999999999983,0
57.57,5.75,168.6,10.02,8.974,298,253,232,5.7,5.199999999999989,6
57.77,5.77,168.4,9.65,8.863,299,255,235,5.72,5.0,8
57.97,5.79,168.4,9.12,8.731,297,255,235,5.74,5.0,8
58.18,5.81,168.3,8.73,8.559,296,255,236,5.76,4.900000000000006,8
58.38,5.83,168.2,9.04,8.476,301,260,238,5.78,4.799999999999983,13
58.58,5.85,168.1,8.92,8.422,301,261,240,5.8,4.699999999999989,14
58.78,5.87,168.0,8.5,8.381,296,258,237,5.82,4.599999999999994,11
58.98,5.89,168.0,8.73,8.377,298,259,238,5.84,4.599999999999994,12
59.19,5.91,168.0,9.31,8.372,302,262,241,5.86,4.599999999999994,15
59.39,5.93,168.0,9.6,8.38,302,262,241,5.88,4.599999999999994,15
59.59,5.95,168.1,10.92,8.45,297,260,239,5.9,4.699999999999989,13
59.79,5.97,168.1,11.74,8.54,300,261,241,5.92,4.699999999999989,14
59.99,6.0,168.2,12.73,8.65,303,263,243,5.94,4.799999999999983,16
60.2,6.02,168.5,14.41,8.959,299,259,239,5.96,5.099999999999994,12
60.4,6.04,168.6,15.51,9.154,299,257,237,5.98,5.199999999999989,10
60.6,6.06,168.7,17.51,9.36,303,257,237,6.0,5.299999999999983,10
60.8,6.08,169.0,19.67,9.562999999999999,305,256,237,6.0200000000000005,5.599999999999994,9
61.0,6.1,169.3,23.41,9.949,300,249,228,6.04,5.900000000000006,2
61.21,6.12,169.3,25.78,10.116,301,247,227,6.0600000000000005,5.900000000000006,0
61.41,6.14,169.4,28.02,10.258,306,246,227,6.08,6.0,-1
61.61,6.16,169.6,30.28,10.478,302,243,223,6.1000000000000005,6.199999999999989,-4
61.81,6.18,169.8,30.99,10.599,299,240,221,6.12,6.400000000000006,-7
62.01,6.2,169.9,32.34,10.708,301,239,220,6.140000000000001,6.5,-8
62.22,6.22,170.1,34.19,10.904000000000002,304,239,220,6.16,6.699999999999989,-8
62.42,6.24,170.1,34.01,10.991,299,235,217,6.18,6.699999999999989,-12
62.62,6.26,170.2,34.18,11.097999999999999,298,234,215,6.2,6.799999999999983,-13
62.82,6.28,170.3,34.82,11.202,301,234,215,6.22,6.900000000000006,-13
63.02,6.3,170.4,35.21,11.325,302,235,215,6.24,7.0,-12
63.23,6.32,170.5,34.72,11.39,298,232,213,6.26,7.099999999999994,-15
63.43,6.34,170.6,34.68,11.443,297,231,213,6.28,7.199999999999989,-16
63.63,6.36,170.6,34.7,11.498,303,233,214,6.3,7.199999999999989,-14
63.83,6.38,170.6,34.02,11.505,299,232,214,6.32,7.199999999999989,-15
64.03,6.4,170.6,33.32,11.515,296,231,213,6.34,7.199999999999989,-16
64.24,6.42,170.7,33.14,11.519,298,232,213,6.36,7.299999999999983,-15
64.44,6.44,170.6,31.98,11.522,300,233,215,6.38,7.199999999999989,-14
64.64,6.46,170.6,30.5,11.512,296,232,213,6.4,7.199999999999989,-15
64.84,6.48,170.6,29.42,11.501,296,232,213,6.42,7.199999999999989,-15
65.04,6.5,170.5,26.68,11.431,301,234,215,6.44,7.099999999999994,-13
65.25,6.52,170.6,24.93,11.4,299,233,214,6.46,7.199999999999989,-14
65.45,6.54,170.6,23.21,11.360999999999999,296,233,214,6.48,7.199999999999989,-14
65.65,6.56,170.5,20.73,11.27,300,236,217,6.5,7.099999999999994,-11
65.85,6.58,170.5,19.22,11.208,299,237,218,6.5200000000000005,7.099999999999994,-10
66.05,6.6,170.3,17.7,11.138,297,236,217,6.54,6.900000000000006,-11
66.26,6.62,170.4,16.65,11.078,296,237,218,6.5600000000000005,7.0,-10
66.46,6.64,170.3,14.78,10.927,299,241,222,6.58,6.900000000000006,-6
66.66,6.66,170.2,13.53,10.812999999999999,298,242,223,6.6000000000000005,6.799999999999983,-5
66.86,6.68,170.1,12.64,10.714,295,243,223,6.62,6.699999999999989,-4
