时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,104.6,21.27,-6.042000000000001,300,240,219,0.0,0.0,0.0,0,0
0.2,0.02,104.5,21.32,-6.06,300,241,219,0.7073553026306559,-2.9999999999998178e-05,-0.0001666666666666572,1,0
0.4,0.04,104.6,21.41,-6.0489999999999995,299,241,219,1.9805948473658166,-1.1666666666664642e-05,0.0,1,0
0.61,0.06,104.5,21.5,-6.037999999999999,299,241,219,3.2538343921009774,6.666666666668893e-06,-0.0001666666666666572,1,0
0.81,0.08,104.6,21.7,-6.04,300,241,219,6.083255602623551,3.3333333333344463e-06,0.0,1,0
1.01,0.1,104.6,22.33,-6.037000000000001,300,241,219,14.995932415769676,8.333333333333156e-06,0.0,1,0
1.21,0.12,104.6,22.57,-6.018,300,241,219,18.391237868396804,4.0000000000001514e-05,0.0,1,0
1.41,0.14,104.6,22.98,-6.007000000000001,299,241,219,24.191551349968105,5.833333333333357e-05,0.0,1,0
1.62,0.16,104.8,23.37,-5.955,300,241,219,29.70892271048715,0.00014500000000000106,0.0003333333333333381,1,0
1.82,0.18,104.7,23.57,-5.934,300,241,218,32.53834392100973,0.0001800000000000009,0.00016666666666668086,1,-1
2.02,0.2,104.8,23.75,-5.895,300,240,219,35.084823010480044,0.0002450000000000019,0.0003333333333333381,0,0
2.22,0.22,104.8,23.9,-5.858,300,240,218,37.20688891837196,0.0003066666666666684,0.0003333333333333381,0,-1
2.42,0.24,105.0,24.14,-5.734,300,240,218,40.602194370999094,0.0005133333333333345,0.0006666666666666762,0,-1
2.63,0.26,105.1,24.42,-5.693,300,240,218,44.56338406573072,0.0005816666666666685,0.0008333333333333334,0,-1
2.83,0.28,105.0,24.61,-5.685,300,240,218,47.25133421572715,0.0005950000000000018,0.0006666666666666762,0,-1
3.03,0.3,105.2,24.73,-5.6129999999999995,300,239,217,48.94898694204071,0.000715000000000002,0.0010000000000000141,-1,-2
3.23,0.32,105.2,24.76,-5.581,300,240,217,49.37340012361911,0.0007683333333333339,0.0010000000000000141,0,-2
3.43,0.34,105.2,24.87,-5.5360000000000005,300,240,218,50.92958178940653,0.0008433333333333337,0.0010000000000000141,0,-1
3.64,0.36,105.2,24.87,-5.486000000000001,300,239,218,50.92958178940653,0.0009266666666666668,0.0010000000000000141,-1,-1
3.84,0.38,105.4,24.87,-5.479,300,239,218,50.92958178940653,0.0009383333333333343,0.0013333333333333524,-1,-1
4.04,0.4,105.3,24.6,-5.4510000000000005,300,240,217,47.10986315520105,0.0009850000000000004,0.0011666666666666713,0,-2
4.24,0.42,105.4,24.68,-5.452000000000001,300,239,218,48.24163163941005,0.000983333333333333,0.0013333333333333524,-1,-1
4.44,0.44,105.4,24.3,-5.409,300,239,217,42.86573133941716,0.0010550000000000015,0.0013333333333333524,-1,-2
4.65,0.46,105.3,24.23,-5.432,300,239,218,41.87543391573425,0.0010166666666666672,0.0011666666666666713,-1,-1
4.85,0.48,105.4,24.08,-5.438,300,239,218,39.75336800784228,0.0010066666666666683,0.0013333333333333524,-1,-1
5.05,0.5,105.4,24.01,-5.4270000000000005,300,239,217,38.76307058415942,0.0010250000000000003,0.0013333333333333524,-1,-2
5.25,0.52,105.4,23.85,-5.422999999999999,300,239,217,36.499533615741356,0.0010316666666666692,0.0013333333333333524,-1,-2
5.45,0.54,105.4,23.66,-5.417999999999999,300,239,218,33.81158346574488,0.0010400000000000025,0.0013333333333333524,-1,-1
5.66,0.56,105.3,23.14,-5.428999999999999,299,240,218,26.45508831838617,0.0010216666666666688,0.0011666666666666713,0,-1
5.86,0.58,105.4,21.8,-5.433,299,239,218,7.497966207884863,0.0010150000000000014,0.0013333333333333524,-1,-1
6.06,0.6,105.5,21.48,-5.439,300,239,217,2.970892271048725,0.0010050000000000011,0.0015000000000000096,-1,-2
6.26,0.62,105.4,20.98,-5.447,300,239,217,-4.102660755257735,0.0009916666666666678,0.0013333333333333524,-1,-2
6.46,0.64,105.4,19.91,-5.479,299,239,217,-19.24006423155356,0.0009383333333333343,0.0013333333333333524,-1,-2
6.67,0.66,105.4,19.67,-5.476,300,239,217,-22.635369684180638,0.0009433333333333345,0.0013333333333333524,-1,-2
6.87,0.68,105.2,19.28,-5.502000000000001,300,239,217,-28.152741044699685,0.0009000000000000001,0.0010000000000000141,-1,-2
