时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,114.3,21.33,3.6460000000000004,299,248,225,0.0,0.0,0.0,0,0
0.2,0.02,114.2,20.98,3.61,300,248,225,-4.951487118414492,-6.0000000000000794e-05,-0.0001666666666666572,0,0
0.4,0.04,114.1,21.37,3.615,299,247,227,0.5658842421045549,-5.1666666666666895e-05,-0.0003333333333333381,-1,2
0.61,0.06,114.3,21.96,3.634,300,247,226,8.912676813146176,-2.0000000000000757e-05,0.0,-1,1
0.81,0.08,114.2,23.02,3.6439999999999997,300,248,227,23.90860922891585,-3.3333333333344463e-06,-0.0001666666666666572,0,2
1.01,0.1,114.2,25.12,3.6910000000000003,299,248,226,53.617531939403,7.499999999999989e-05,-0.0001666666666666572,0,1
1.21,0.12,114.2,26.09,3.727,300,248,226,67.34022481043752,0.0001349999999999992,-0.0001666666666666572,0,1
1.41,0.14,114.3,27.41,3.781,299,246,226,86.01440479988658,0.00022499999999999964,0.0,-2,1
1.62,0.16,114.4,29.1,3.822,299,247,226,109.92301402880243,0.00029333333333333284,0.00016666666666668086,-1,1
1.82,0.18,114.5,29.83,3.8539999999999996,300,246,225,120.25040144720981,0.0003466666666666655,0.0003333333333333381,-2,0
2.02,0.2,114.5,30.5,3.884,300,246,225,129.7289625024605,0.0003966666666666659,0.0003333333333333381,-2,0
2.22,0.22,114.5,30.71,3.892,300,246,225,132.6998547735092,0.00040999999999999923,0.0003333333333333381,-2,0
2.42,0.24,114.5,31.8,3.9339999999999997,300,245,224,148.1202003708573,0.00047999999999999893,0.0003333333333333381,-3,-1
2.63,0.26,114.4,32.17,3.966,301,245,223,153.35462961032408,0.000533333333333333,0.00016666666666668086,-3,-2
2.83,0.28,114.5,32.18,4.0,301,246,223,153.49610067085018,0.0005899999999999994,0.0003333333333333381,-2,-2
3.03,0.3,114.5,32.67,4.019,301,244,223,160.42818263663054,0.0006216666666666663,0.0003333333333333381,-4,-2
3.23,0.32,114.6,32.69,4.052,301,244,223,160.71112475768274,0.0006766666666666654,0.0004999999999999952,-4,-2
3.43,0.34,114.5,32.41,4.047,302,244,224,156.74993506295112,0.0006683333333333323,0.0003333333333333381,-4,-1
3.64,0.36,114.7,32.36,4.0680000000000005,301,244,223,156.0425797603205,0.0007033333333333336,0.0006666666666666762,-4,-2
3.84,0.38,114.6,31.85,4.07,301,244,223,148.82755567348795,0.0007066666666666665,0.0004999999999999952,-4,-2
4.04,0.4,114.5,31.84,4.056,302,244,223,148.6860846129618,0.0006833333333333328,0.0003333333333333381,-4,-2
4.24,0.42,114.6,31.61,4.058,300,244,222,145.43225022086082,0.0006866666666666658,0.0004999999999999952,-4,-3
4.44,0.44,114.7,29.74,4.039,301,244,223,118.97716190247465,0.0006549999999999989,0.0006666666666666762,-4,-2
4.65,0.46,114.5,28.74,4.024,301,245,223,104.83005584986174,0.0006299999999999995,0.0003333333333333381,-3,-2
4.85,0.48,114.7,27.57,4.013,300,243,224,88.27794176830464,0.000611666666666666,0.0006666666666666762,-5,-1
5.05,0.5,114.5,26.03,3.972,301,244,223,66.49139844728076,0.0005433333333333327,0.0003333333333333381,-4,-2
5.25,0.52,114.5,23.66,3.927,300,244,224,32.96275710258813,0.0004683333333333328,0.0003333333333333381,-4,-1
5.45,0.54,114.6,22.46,3.883,300,245,224,15.986229839452635,0.0003949999999999994,0.0004999999999999952,-3,-1
5.66,0.56,114.5,21.48,3.823,300,245,225,2.122065907891968,0.0002949999999999993,0.0003333333333333381,-3,0
5.86,0.58,114.3,19.11,3.739,299,245,224,-31.406575436800665,0.00015499999999999921,0.0,-3,-1
6.06,0.6,114.4,18.27,3.681,298,246,225,-43.29014452099551,5.833333333333283e-05,0.00016666666666668086,-2,0
6.26,0.62,114.2,17.27,3.6180000000000003,299,246,225,-57.43725057360843,-4.6666666666666705e-05,-0.0001666666666666572,-2,0
6.46,0.64,114.2,15.49,3.469,298,248,226,-82.61909934725942,-0.00029500000000000083,-0.0001666666666666572,0,1
6.67,0.66,114.1,14.88,3.4,298,247,227,-91.24883403935328,-0.00041000000000000075,-0.0003333333333333381,-1,2
6.87,0.68,113.9,14.11,3.3169999999999997,299,248,227,-102.14210569986525,-0.0005483333333333344,-0.0006666666666666524,0,2
