时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 133.7 	 21.5 	 304 	-6.046 	 38.9 	 299 	 242 	 222 	 6411 	-7.1 
 .2 	 .02 	 133.7 	 21.52 	 31 	-6.044 	 38.4 	 300 	 242 	 223 	 6414 	-7.3 
 .4 	 .04 	 133.6 	 21.64 	 31 	-6.043 	 39.3 	 300 	 242 	 223 	 6414 	-7.4 
 .61 	 .06 	 133.7 	 22.22 	 33 	-6.036 	 38.5 	 300 	 242 	 223 	 6413 	-7 
 .81 	 .08 	 133.7 	 23.07 	 35 	-6.037 	 39.5 	 300 	 242 	 223 	 6413 	-7.1 
 1.01 	 .1 	 133.8 	 25.06 	 36 	-5.993 	 38.3 	 300 	 241 	 222 	 6413 	-7.3 
 1.21 	 .12 	 133.8 	 26.19 	 38 	-5.959 	 39.5 	 300 	 241 	 222 	 6414 	-7.4 
 1.41 	 .14 	 133.8 	 27.1 	 40 	-5.939 	 38.3 	 300 	 241 	 221 	 6413 	-7.3 
 1.62 	 .16 	 133.9 	 29.13 	 42 	-5.901 	 39.7 	 301 	 240 	 221 	 6414 	-7 
 1.82 	 .18 	 133.8 	 29.88 	 43 	-5.878 	 38.4 	 301 	 240 	 220 	 6413 	-7.1 
 2.02 	 .2 	 133.9 	 30.54 	 44 	-5.857 	 39.6 	 301 	 239 	 220 	 6414 	-7.3 
 2.22 	 .22 	 134 	 31.63 	 45 	-5.822 	 38.3 	 301 	 238 	 219 	 6414 	-7 
 2.42 	 .24 	 134.1 	 31.98 	 45 	-5.796 	 39.4 	 302 	 237 	 219 	 6413 	-7.3 
 2.63 	 .26 	 134 	 32.21 	 46 	-5.77 	 38.3 	 301 	 237 	 218 	 6414 	-7.5 
 2.83 	 .28 	 134 	 32.43 	 46 	-5.759 	 39.3 	 301 	 237 	 218 	 6414 	-7.3 
 3.03 	 .3 	 134.1 	 32.48 	 46 	-5.724 	 38 	 301 	 236 	 218 	 6412 	-7.1 
 3.23 	 .32 	 134.2 	 32.45 	 46 	-5.719 	 39.3 	 301 	 236 	 217 	 6413 	-7 
 3.43 	 .34 	 134.1 	 32.27 	 45 	-5.705 	 38.3 	 301 	 236 	 217 	 6415 	-7.3 
 3.64 	 .36 	 134.1 	 31.82 	 45 	-5.683 	 39.3 	 301 	 236 	 217 	 6416 	-7.4 
 3.84 	 .38 	 134.2 	 31.67 	 45 	-5.683 	 38 	 300 	 236 	 217 	 6414 	-7.6 
 4.04 	 .4 	 134.2 	 31.35 	 44 	-5.681 	 39.4 	 301 	 236 	 217 	 6411 	-7.1 
 4.24 	 .42 	 134.2 	 31.24 	 43 	-5.679 	 38.1 	 300 	 236 	 217 	 6413 	-7.1 
 4.44 	 .44 	 134.2 	 29.69 	 41 	-5.681 	 39.3 	 300 	 236 	 217 	 6415 	-7.3 
 4.65 	 .46 	 134.2 	 28.71 	 40 	-5.684 	 38 	 300 	 236 	 217 	 6415 	-7.1 
 4.85 	 .48 	 134.2 	 27.94 	 37 	-5.707 	 39.2 	 300 	 236 	 217 	 6413 	-7 
 5.05 	 .5 	 134.1 	 25.33 	 36 	-5.728 	 38.1 	 299 	 236 	 217 	 6414 	-7.4 
 5.25 	 .52 	 134.1 	 24.19 	 33 	-5.747 	 39.1 	 299 	 236 	 217 	 6413 	-7.5 
 5.45 	 .54 	 134.1 	 22.97 	 31 	-5.764 	 38.3 	 299 	 236 	 217 	 6411 	-7.4 
 5.66 	 .56 	 134.1 	 21.68 	 28 	-5.789 	 39.3 	 299 	 237 	 218 	 6412 	-7.1 
 5.86 	 .58 	 134.1 	 19.45 	 26 	-5.84 	 38.1 	 299 	 237 	 218 	 6415 	-7.5 
 6.06 	 .6 	 134 	 18.34 	 25 	-5.865 	 39 	 298 	 237 	 218 	 6414 	-7.3 
 6.26 	 .62 	 134 	 17.45 	 23 	-5.893 	 38.2 	 299 	 238 	 219 	 6414 	-7.3 
 6.46 	 .64 	 134 	 15.5 	 21 	-5.951 	 39.1 	 298 	 239 	 220 	 6413 	-7.3 
 6.67 	 .66 	 133.8 	 14.8 	 20 	-5.984 	 38 	 298 	 239 	 220 	 6414 	-7 
 6.87 	 .68 	 133.9 	 13.88 	 19 	-6.018 	 39.4 	 297 	 240 	 221 	 6414 	-7 
 7.07 	 .7 	 133.8 	 12.42 	 17 	-6.083 	 38.4 	 297 	 242 	 222 	 6413 	-7.1 
 7.27 	 .72 	 133.8 	 11.98 	 16 	-6.115 	 39.3 	 297 	 242 	 223 	 6413 	-7.3 
 7.47 	 .74 	 133.7 	 11.47 	 16 	-6.14 	 38.4 	 297 	 242 	 223 	 6413 	-7.5 
 7.68 	 .76 	 133.7 	 11.08 	 15 	-6.166 	 39.2 	 298 	 243 	 224 	 6413 	-7.1 
 7.88 	 .78 	 133.6 	 10.67 	 15 	-6.213 	 38.6 	 298 	 245 	 225 	 6412 	-7.1 
 8.08 	 .8 	 133.5 	 10.39 	 14 	-6.235 	 39.4 	 297 	 245 	 225 	 6414 	-7.1 
 8.28 	 .82 	 133.6 	 10.35 	 15 	-6.248 	 38.5 	 298 	 245 	 226 	 6413 	-7.8 
 8.48 	 .84 	 133.5 	 10.27 	 15 	-6.253 	 39.3 	 298 	 246 	 226 	 6413 	-7.3 
 8.69 	 .86 	 133.5 	 10.4 	 15 	-6.256 	 38.9 	 298 	 246 	 226 	 6413 	-7.3 
