时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 121.3 	 21.54 	 305 	 11.567 	 37.9 	 300 	 242 	 222 	 6412 	-7.3 
 .2 	 .02 	 121.2 	 21.49 	 30 	 11.575 	 37.6 	 300 	 242 	 223 	 6413 	-7.3 
 .4 	 .04 	 121.2 	 21.57 	 30 	 11.57 	 37.4 	 300 	 242 	 223 	 6412 	-7.1 
 .61 	 .06 	 121.2 	 21.48 	 31 	 11.568 	 38 	 300 	 242 	 223 	 6412 	-7 
 .81 	 .08 	 121.2 	 22.27 	 32 	 11.587 	 38.6 	 300 	 243 	 223 	 6411 	-7.1 
 1.01 	 .1 	 121.2 	 22.88 	 34 	 11.604 	 38.4 	 300 	 242 	 223 	 6410 	-7.3 
 1.21 	 .12 	 121.3 	 23.57 	 34 	 11.617 	 37.6 	 300 	 242 	 223 	 6411 	-7.3 
 1.41 	 .14 	 121.3 	 24.1 	 36 	 11.64 	 37.1 	 300 	 242 	 223 	 6411 	-7.3 
 1.62 	 .16 	 121.4 	 25.35 	 36 	 11.665 	 37.6 	 300 	 242 	 223 	 6411 	-7.4 
 1.82 	 .18 	 121.3 	 25.91 	 37 	 11.679 	 38.4 	 301 	 242 	 222 	 6412 	-7 
 2.02 	 .2 	 121.3 	 26.33 	 38 	 11.702 	 38.3 	 301 	 242 	 222 	 6412 	-7.5 
 2.22 	 .22 	 121.3 	 27.18 	 38 	 11.73 	 37.8 	 300 	 242 	 222 	 6413 	-7.3 
 2.42 	 .24 	 121.3 	 27.4 	 39 	 11.744 	 37.5 	 301 	 241 	 222 	 6412 	-7.4 
 2.63 	 .26 	 121.3 	 27.59 	 39 	 11.749 	 37.4 	 301 	 241 	 222 	 6413 	-7.1 
 2.83 	 .28 	 121.3 	 27.79 	 39 	 11.755 	 38.2 	 301 	 241 	 222 	 6413 	-7.3 
 3.03 	 .3 	 121.4 	 28.05 	 40 	 11.764 	 38.7 	 301 	 241 	 222 	 6413 	-7 
 3.23 	 .32 	 121.3 	 28.06 	 40 	 11.769 	 38 	 301 	 241 	 222 	 6411 	-7.4 
 3.43 	 .34 	 121.4 	 28.03 	 40 	 11.766 	 37.2 	 300 	 241 	 222 	 6412 	-7.1 
 3.64 	 .36 	 121.3 	 27.97 	 39 	 11.775 	 37.4 	 301 	 241 	 222 	 6412 	-7.3 
 3.84 	 .38 	 121.3 	 27.79 	 39 	 11.774 	 38.2 	 300 	 241 	 222 	 6412 	-7.6 
 4.04 	 .4 	 121.3 	 27.79 	 39 	 11.782 	 38.5 	 300 	 241 	 222 	 6412 	-7.5 
 4.24 	 .42 	 121.4 	 27.53 	 38 	 11.767 	 38 	 301 	 241 	 222 	 6412 	-7.3 
 4.44 	 .44 	 121.3 	 26.66 	 37 	 11.772 	 37.3 	 300 	 241 	 222 	 6411 	-7.3 
 4.65 	 .46 	 121.4 	 26.11 	 36 	 11.757 	 37.5 	 301 	 241 	 221 	 6412 	-7 
 4.85 	 .48 	 121.4 	 25.59 	 35 	 11.761 	 38.2 	 301 	 241 	 222 	 6413 	-7.6 
