时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 239 	 104.5 	 21.34 	 .3 	-7.203 	 37 	 300 	 240 	 218 	 6364 	-8.3 
 239.5 	 104.6 	 21.28 	 .31 	-7.208 	 38 	 300 	 240 	 218 	 6366 	-8.6 
 240 	 104.5 	 21.27 	 .3 	-7.212 	 38 	 300 	 241 	 219 	 6366 	-8.3 
 240.5 	 104.5 	 21.15 	 .3 	-7.211 	 38 	 300 	 240 	 218 	 6369 	-8 
 241 	 104.5 	 21.14 	 .3 	-7.211 	 37 	 300 	 240 	 218 	 6369 	-8.6 
 241.5 	 104.4 	 21.12 	 .3 	-7.212 	 37 	 300 	 239 	 219 	 6368 	-7.8 
 242 	 104.6 	 21.34 	 .31 	-7.211 	 38 	 300 	 240 	 219 	 6367 	-8 
 242.5 	 104.6 	 21.26 	 .3 	-7.194 	 37 	 300 	 240 	 219 	 6367 	-8.8 
 243 	 104.5 	 21.13 	 .3 	-7.208 	 37 	 300 	 240 	 218 	 6365 	-8.3 
 243.5 	 104.4 	 21.14 	 .3 	-7.213 	 38 	 300 	 239 	 219 	 6367 	-8 
 244 	 104.6 	 21.25 	 .3 	-7.202 	 38 	 300 	 240 	 217 	 6368 	-8.4 
 244.5 	 104.5 	 21.14 	 .29 	-7.209 	 37 	 301 	 240 	 218 	 6369 	-8.4 
 245 	 104.5 	 21.39 	 .3 	-7.222 	 37 	 300 	 240 	 218 	 6368 	-8.3 
 245.5 	 104.5 	 21.28 	 .3 	-7.21 	 38 	 300 	 240 	 218 	 6367 	-8.4 
 246 	 104.4 	 21.32 	 .3 	-7.217 	 37 	 300 	 240 	 218 	 6371 	-8.4 
 246.5 	 104.4 	 21.3 	 .3 	-7.202 	 37 	 300 	 240 	 217 	 6371 	-8.6 
 247 	 104.5 	 21.19 	 .3 	-7.203 	 38 	 300 	 240 	 218 	 6369 	-7.6 
 247.5 	 104.4 	 21.22 	 .3 	-7.204 	 38 	 301 	 240 	 219 	 6372 	-8 
 248 	 104.5 	 21.08 	 .3 	-7.211 	 37 	 300 	 240 	 217 	 6369 	-8.1 
 248.5 	 104.5 	 21.09 	 .3 	-7.212 	 37 	 300 	 239 	 218 	 6367 	-8 
 249 	 104.6 	 21.13 	 .3 	-7.211 	 38 	 300 	 240 	 218 	 6368 	-8.4 
 249.5 	 104.6 	 21.14 	 .3 	-7.2 	 37 	 301 	 240 	 218 	 6367 	-8.3 
 250 	 104.7 	 21.23 	 .3 	-7.211 	 37 	 300 	 240 	 218 	 6366 	-8.1 
 250.5 	 104.4 	 21.11 	 .3 	-7.211 	 37 	 299 	 240 	 219 	 6367 	-8.3 
 251 	 104.5 	 21.08 	 .3 	-7.201 	 38 	 300 	 240 	 218 	 6369 	-8.9 
 251.5 	 104.6 	 21.42 	 .3 	-7.203 	 38 	 300 	 240 	 218 	 6367 	-8.6 
 252 	 104.5 	 21.19 	 .29 	-7.198 	 37 	 300 	 240 	 217 	 6369 	-8.1 
 252.5 	 104.6 	 21.21 	 .29 	-7.206 	 37 	 300 	 240 	 218 	 6365 	-8.3 
 253 	 104.5 	 21.32 	 .3 	-7.202 	 38 	 300 	 240 	 218 	 6370 	-8.6 
 253.5 	 104.6 	 21.25 	 .3 	-7.219 	 37 	 300 	 240 	 218 	 6368 	-8.4 
 254 	 104.4 	 21.23 	 .3 	-7.222 	 37 	 300 	 240 	 218 	 6371 	-7.8 
 254.5 	 104.6 	 21.23 	 .3 	-7.219 	 38 	 300 	 240 	 218 	 6365 	-8 
 255 	 104.5 	 21.13 	 .3 	-7.21 	 38 	 300 	 240 	 218 	 6367 	-8.4 
 255.5 	 104.5 	 21.23 	 .3 	-7.221 	 37 	 300 	 240 	 218 	 6368 	-8.4 
 256 	 104.5 	 21.2 	 .3 	-7.222 	 37 	 300 	 240 	 218 	 6368 	-8 
 256.5 	 104.5 	 21.21 	 .3 	-7.22 	 38 	 300 	 240 	 218 	 6367 	-8.4 
 257 	 104.5 	 21.17 	 .3 	-7.221 	 37 	 300 	 240 	 218 	 6369 	-8 
 257.5 	 104.6 	 21.28 	 .3 	-7.208 	 37 	 300 	 240 	 218 	 6368 	-8.4 
 258 	 104.5 	 21.16 	 .3 	-7.22 	 37 	 300 	 240 	 218 	 6369 	-8.3 
 258.5 	 104.5 	 21.28 	 .3 	-7.212 	 38 	 300 	 240 	 219 	 6369 	-8.3 
 259 	 104.5 	 21.22 	 .3 	-7.216 	 38 	 300 	 240 	 218 	 6368 	-8.3 
 259.5 	 104.5 	 21.15 	 .3 	-7.211 	 37 	 300 	 240 	 218 	 6369 	-8.1 
 260 	 104.5 	 21.16 	 .3 	-7.222 	 38 	 300 	 240 	 218 	 6369 	-8.3 
