时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 114.3 	 21.33 	 302 	 3.646 	 39.6 	 299 	 248 	 225 	 6372 	-7.4 
 .2 	 .02 	 114.2 	 20.98 	 32 	 3.61 	 39.8 	 300 	 248 	 225 	 6368 	-6.6 
 .4 	 .04 	 114.1 	 21.37 	 31 	 3.615 	 40.7 	 299 	 247 	 227 	 6372 	-7.5 
 .61 	 .06 	 114.3 	 21.96 	 33 	 3.634 	 39.9 	 300 	 247 	 226 	 6373 	-7.9 
 .81 	 .08 	 114.2 	 23.02 	 35 	 3.644 	 39.8 	 300 	 248 	 227 	 6372 	-8 
 1.01 	 .1 	 114.2 	 25.12 	 36 	 3.691 	 38.5 	 299 	 248 	 226 	 6369 	-7.1 
 1.21 	 .12 	 114.2 	 26.09 	 40 	 3.727 	 38.7 	 300 	 248 	 226 	 6370 	-7.8 
 1.41 	 .14 	 114.3 	 27.41 	 41 	 3.781 	 39.3 	 299 	 246 	 226 	 6369 	-7.3 
 1.62 	 .16 	 114.4 	 29.1 	 41 	 3.822 	 39.8 	 299 	 247 	 226 	 6373 	-7.9 
 1.82 	 .18 	 114.5 	 29.83 	 43 	 3.854 	 40.1 	 300 	 246 	 225 	 6370 	-7.6 
 2.02 	 .2 	 114.5 	 30.5 	 44 	 3.884 	 39.8 	 300 	 246 	 225 	 6371 	-7.5 
 2.22 	 .22 	 114.5 	 30.71 	 44 	 3.892 	 40 	 300 	 246 	 225 	 6375 	-7.6 
 2.42 	 .24 	 114.5 	 31.8 	 45 	 3.934 	 38.8 	 300 	 245 	 224 	 6370 	-7.6 
 2.63 	 .26 	 114.4 	 32.17 	 46 	 3.966 	 38.8 	 301 	 245 	 223 	 6371 	-7.6 
 2.83 	 .28 	 114.5 	 32.18 	 46 	 4 	 39.1 	 301 	 246 	 223 	 6368 	-7.3 
 3.03 	 .3 	 114.5 	 32.67 	 46 	 4.019 	 39.6 	 301 	 244 	 223 	 6369 	-7.8 
 3.23 	 .32 	 114.6 	 32.69 	 46 	 4.052 	 40.1 	 301 	 244 	 223 	 6371 	-7.6 
 3.43 	 .34 	 114.5 	 32.41 	 46 	 4.047 	 39.8 	 302 	 244 	 224 	 6371 	-7.3 
 3.64 	 .36 	 114.7 	 32.36 	 45 	 4.068 	 39.6 	 301 	 244 	 223 	 6370 	-7.1 
 3.84 	 .38 	 114.6 	 31.85 	 45 	 4.07 	 39.1 	 301 	 244 	 223 	 6369 	-7.1 
 4.04 	 .4 	 114.5 	 31.84 	 44 	 4.056 	 38.9 	 302 	 244 	 223 	 6369 	-7.6 
