

时间(S),振次,轴位移(mm),力(kN),应力(kPa),变形(mm),侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(ml),小体变(ml)
0.00,0.00, 108.6 , 21.25 , 301 ,-2.316 , 39.1 , 299 , 245 , 223 , 6371 ,-7.8 
 .2 , .02 , 108.7 , 21.18 , 31 ,-2.3 , 39.2 , 299 , 245 , 224 , 6370 ,-7.8 
 .4 , .04 , 108.5 , 21.29 , 30 ,-2.309 , 39 , 300 , 245 , 223 , 6366 ,-7.3 
 .61 , .06 , 108.4 , 21.73 , 31 ,-2.324 , 38.3 , 299 , 246 , 224 , 6369 ,-8 
 .81 , .08 , 108.6 , 22.18 , 33 ,-2.308 , 39.1 , 300 , 245 , 224 , 6372 ,-7.6 
 1.01 , .1 , 108.6 , 23.41 , 34 ,-2.257 , 38.4 , 300 , 244 , 224 , 6371 ,-7.8 
 1.21 , .12 , 108.6 , 24.2 , 35 ,-2.25 , 39.6 , 300 , 245 , 224 , 6369 ,-7.8 
 1.41 , .14 , 108.5 , 24.78 , 36 ,-2.222 , 38.8 , 299 , 246 , 224 , 6371 ,-7.8 
 1.62 , .16 , 108.7 , 26.04 , 37 ,-2.189 , 40 , 300 , 245 , 223 , 6370 ,-7.6 
 1.82 , .18 , 108.7 , 26.68 , 38 ,-2.173 , 38.3 , 300 , 245 , 224 , 6369 ,-7.5 
 2.02 , .2 , 108.7 , 27.18 , 39 ,-2.149 , 39.8 , 299 , 246 , 224 , 6371 ,-7.6 
 2.22 , .22 , 108.8 , 27.58 , 39 ,-2.141 , 38.7 , 300 , 245 , 223 , 6372 ,-8.3 
 2.42 , .24 , 108.8 , 28.25 , 40 ,-2.119 , 39.7 , 300 , 244 , 223 , 6369 ,-7.6 
 2.63 , .26 , 108.9 , 28.51 , 40 ,-2.092 , 38.8 , 300 , 244 , 223 , 6371 ,-7.3 
 2.83 , .28 , 108.8 , 28.73 , 41 ,-2.093 , 39.1 , 300 , 245 , 223 , 6371 ,-7.6 
 3.03 , .3 , 108.9 , 28.78 , 41 ,-2.066 , 39.2 , 300 , 244 , 223 , 6368 ,-7.8 
 3.23 , .32 , 108.9 , 28.91 , 40 ,-2.072 , 38.8 , 300 , 244 , 223 , 6373 ,-7.4 
 3.43 , .34 , 108.7 , 28.91 , 41 ,-2.072 , 39.2 , 301 , 244 , 223 , 6370 ,-7.5 
 3.64 , .36 , 108.8 , 28.78 , 40 ,-2.052 , 38.5 , 300 , 245 , 223 , 6369 ,-7.5 
 3.84 , .38 , 108.9 , 28.71 , 40 ,-2.058 , 40 , 300 , 244 , 223 , 6371 ,-7.6 
 4.04 , .4 , 108.7 , 28.52 , 40 ,-2.055 , 38.4 , 300 , 244 , 223 , 6371 ,-7.9 
 4.24 , .42 , 108.7 , 28.45 , 39 ,-2.053 , 39.9 , 300 , 244 , 223 , 6371 ,-8 
 4.44 , .44 , 108.8 , 27.5 , 38 ,-2.056 , 38.1 , 300 , 243 , 222 , 6368 ,-7.3 
 4.65 , .46 , 108.8 , 26.47 , 36 ,-2.062 , 39.6 , 299 , 244 , 223 , 6371 ,-7.3 
 4.85 , .48 , 108.8 , 26.01 , 36 ,-2.069 , 38.4 , 300 , 244 , 223 , 6368 ,-7.4 
 5.05 , .5 , 108.8 , 24.48 , 34 ,-2.093 , 39.3 , 300 , 244 , 223 , 6367 ,-7.4 
 5.25 , .52 , 108.9 , 23.84 , 33 ,-2.133 , 38.2 , 299 , 244 , 223 , 6367 ,-7.3 
 5.45 , .54 , 108.8 , 22.96 , 31 ,-2.145 , 39.4 , 300 , 244 , 223 , 6370 ,-7.4 
 5.66 , .56 , 108.7 , 22.03 , 29 ,-2.165 , 39.1 , 300 , 244 , 223 , 6372 ,-7.3 
 5.86 , .58 , 108.7 , 20.32 , 28 ,-2.228 , 38.9 , 300 , 244 , 222 , 6370 ,-7.8 
 6.06 , .6 , 108.6 , 19.58 , 27 ,-2.247 , 39.4 , 299 , 244 , 223 , 6370 ,-7.6 
 6.26 , .62 , 108.6 , 18.73 , 25 ,-2.268 , 38.7 , 300 , 245 , 223 , 6369 ,-7.4 
 6.46 , .64 , 108.6 , 17.45 , 24 ,-2.329 , 39.5 , 300 , 244 , 223 , 6368 ,-7.5 
 6.67 , .66 , 108.5 , 16.89 , 23 ,-2.382 , 38.4 , 299 , 244 , 223 , 6370 ,-7.3 
 6.87 , .68 , 108.5 , 16.27 , 22 ,-2.412 , 39.5 , 300 , 244 , 222 , 6370 ,-7.4 
 7.07 , .7 , 108.4 , 15.33 , 21 ,-2.461 , 38.1 , 299 , 245 , 223 , 6366 ,-7.3 
