时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.1 	 20.8 	 294 	 3.864 	 196.7 	 300 	 222 	 190 	 4265 	-7 
 .2 	 .02 	 122.1 	 20.79 	 30 	 3.861 	 196.5 	 299 	 222 	 190 	 4264 	-7 
 .4 	 .04 	 122.1 	 20.81 	 30 	 3.882 	 196.4 	 300 	 222 	 190 	 4265 	-6.9 
 .61 	 .06 	 122.1 	 20.74 	 30 	 3.877 	 196.7 	 300 	 222 	 190 	 4264 	-6.6 
 .81 	 .08 	 122 	 20.8 	 30 	 3.857 	 196.6 	 300 	 222 	 190 	 4264 	-6.6 
 1.01 	 .1 	 122 	 20.97 	 29 	 3.87 	 196.3 	 299 	 222 	 190 	 4264 	-6.9 
 1.21 	 .12 	 122 	 21.03 	 30 	 3.883 	 196.5 	 300 	 222 	 190 	 4265 	-7 
 1.41 	 .14 	 122.1 	 21.08 	 30 	 3.881 	 196.7 	 300 	 222 	 190 	 4265 	-7 
 1.62 	 .16 	 122.1 	 21.24 	 30 	 3.881 	 196.9 	 300 	 221 	 190 	 4265 	-6.8 
 1.82 	 .18 	 122.1 	 21.47 	 31 	 3.894 	 196.7 	 300 	 222 	 190 	 4268 	-6.8 
 2.02 	 .2 	 122 	 21.58 	 30 	 3.9 	 196.7 	 300 	 222 	 190 	 4263 	-6.6 
 2.22 	 .22 	 122 	 21.77 	 31 	 3.912 	 196.4 	 300 	 222 	 190 	 4262 	-6.9 
 2.42 	 .24 	 122.1 	 22.11 	 31 	 3.911 	 196.7 	 299 	 222 	 190 	 4264 	-6.6 
 2.63 	 .26 	 122.1 	 22.1 	 32 	 3.909 	 196.7 	 299 	 222 	 191 	 4263 	-6.5 
 2.83 	 .28 	 122.1 	 22.28 	 32 	 3.924 	 196.7 	 299 	 222 	 190 	 4263 	-6.6 
 3.03 	 .3 	 122.1 	 22.32 	 31 	 3.928 	 196.6 	 299 	 222 	 190 	 4264 	-7.1 
 3.23 	 .32 	 121.9 	 22.33 	 31 	 3.938 	 196.6 	 299 	 222 	 190 	 4264 	-6.8 
 3.43 	 .34 	 122.1 	 22.42 	 31 	 3.935 	 196.6 	 299 	 222 	 191 	 4263 	-6.9 
 3.64 	 .36 	 122.1 	 22.47 	 31 	 3.934 	 196.7 	 300 	 222 	 190 	 4266 	-6.9 
 3.84 	 .38 	 122.1 	 22.53 	 32 	 3.942 	 196.5 	 299 	 222 	 191 	 4265 	-7 
 4.04 	 .4 	 122.2 	 22.54 	 32 	 3.943 	 196.4 	 299 	 222 	 190 	 4264 	-7 
 4.24 	 .42 	 122.1 	 22.51 	 32 	 3.944 	 196.5 	 300 	 222 	 191 	 4264 	-6.6 
 4.44 	 .44 	 122.1 	 22.39 	 32 	 3.946 	 196.7 	 300 	 222 	 190 	 4266 	-6.8 
 4.65 	 .46 	 122.1 	 22.41 	 31 	 3.947 	 196.7 	 299 	 222 	 190 	 4264 	-6.6 
 4.85 	 .48 	 122.1 	 22.41 	 32 	 3.932 	 196.5 	 300 	 222 	 190 	 4266 	-6.6 
 5.05 	 .5 	 122 	 22.34 	 31 	 3.955 	 196.6 	 299 	 222 	 190 	 4264 	-6.5 
 5.25 	 .52 	 122.2 	 21.98 	 31 	 3.945 	 196.5 	 300 	 222 	 191 	 4265 	-6.6 
 5.45 	 .54 	 122.1 	 21.78 	 31 	 3.948 	 196.7 	 299 	 222 	 190 	 4262 	-6.5 
 5.66 	 .56 	 122.1 	 21.76 	 30 	 3.943 	 196.8 	 300 	 222 	 190 	 4264 	-6.6 
 5.86 	 .58 	 122.1 	 21.28 	 31 	 3.927 	 196.9 	 300 	 222 	 191 	 4265 	-7 
 6.06 	 .6 	 122 	 21.14 	 30 	 3.916 	 196.6 	 300 	 222 	 190 	 4264 	-6.4 
 6.26 	 .62 	 122.1 	 20.81 	 29 	 3.881 	 196.7 	 299 	 222 	 190 	 4266 	-6.9 
 6.46 	 .64 	 122 	 20.68 	 29 	 3.868 	 196.9 	 299 	 222 	 190 	 4266 	-7 
 6.67 	 .66 	 122 	 20.22 	 28 	 3.873 	 196.8 	 299 	 221 	 190 	 4265 	-6.8 
 6.87 	 .68 	 121.9 	 20.1 	 28 	 3.856 	 196.6 	 300 	 222 	 190 	 4265 	-6.8 
 7.07 	 .7 	 122.1 	 19.83 	 27 	 3.865 	 196.8 	 299 	 222 	 190 	 4264 	-7 
 7.27 	 .72 	 122.1 	 19.61 	 27 	 3.856 	 196.4 	 300 	 222 	 190 	 4263 	-6.5 
 7.47 	 .74 	 122.1 	 19.3 	 27 	 3.845 	 196.8 	 300 	 222 	 189 	 4264 	-6.6 
 7.68 	 .76 	 122.1 	 19.36 	 27 	 3.856 	 196.5 	 299 	 222 	 190 	 4265 	-6.9 
 7.88 	 .78 	 122 	 19.11 	 27 	 3.849 	 196.6 	 299 	 221 	 190 	 4263 	-7 
 8.08 	 .8 	 122 	 19.11 	 27 	 3.845 	 196.7 	 299 	 222 	 190 	 4266 	-6.9 
 8.28 	 .82 	 122.1 	 18.86 	 27 	 3.83 	 196.7 	 300 	 222 	 190 	 4265 	-6.6 
 8.48 	 .84 	 122 	 18.97 	 27 	 3.841 	 196.8 	 299 	 222 	 190 	 4266 	-6.9 
 8.69 	 .86 	 122.1 	 18.94 	 27 	 3.837 	 196.6 	 299 	 222 	 190 	 4267 	-6.6 
 8.89 	 .88 	 122 	 18.95 	 27 	 3.828 	 196.4 	 299 	 222 	 190 	 4265 	-6.9 
 9.09 	 .9 	 122 	 18.95 	 27 	 3.832 	 196.7 	 299 	 222 	 190 	 4266 	-7 
 9.29 	 .92 	 122 	 18.95 	 26 	 3.839 	 196.1 	 300 	 222 	 190 	 4266 	-6.5 
 9.49 	 .94 	 122 	 18.97 	 27 	 3.844 	 197 	 299 	 222 	 190 	 4265 	-7.1 
 9.7 	 .96 	 122.1 	 19.04 	 27 	 3.841 	 196.8 	 300 	 222 	 190 	 4265 	-6.8 
 9.9 	 .99 	 122 	 18.93 	 27 	 3.834 	 196.8 	 299 	 222 	 191 	 4268 	-7 
 10.1 	 1.01 	 122 	 19.3 	 27 	 3.839 	 196.9 	 299 	 222 	 190 	 4265 	-6.8 
 10.3 	 1.03 	 122 	 19.37 	 28 	 3.853 	 196.4 	 298 	 222 	 190 	 4265 	-6.6 
 10.5 	 1.05 	 122 	 19.66 	 28 	 3.846 	 196.9 	 299 	 221 	 190 	 4264 	-7.1 
 10.71 	 1.07 	 122.1 	 20 	 28 	 3.856 	 196.5 	 300 	 222 	 190 	 4268 	-7 
 10.91 	 1.09 	 122 	 20.14 	 29 	 3.854 	 196.8 	 300 	 222 	 190 	 4267 	-6.8 
 11.11 	 1.11 	 122 	 20.32 	 29 	 3.871 	 196.8 	 300 	 223 	 190 	 4265 	-6.5 
 11.31 	 1.13 	 122 	 20.57 	 29 	 3.875 	 196.7 	 300 	 222 	 190 	 4267 	-6.6 
 11.51 	 1.15 	 122 	 21.11 	 30 	 3.903 	 196.9 	 300 	 222 	 190 	 4265 	-6.8 
 11.72 	 1.17 	 122.1 	 21.3 	 30 	 3.908 	 196.7 	 299 	 222 	 190 	 4265 	-6.8 
 11.92 	 1.19 	 122.1 	 21.36 	 31 	 3.909 	 196.9 	 300 	 222 	 190 	 4266 	-6.5 
 12.12 	 1.21 	 122.1 	 21.73 	 31 	 3.933 	 196.6 	 300 	 222 	 190 	 4264 	-6.9 
 12.32 	 1.23 	 122.1 	 21.94 	 31 	 3.934 	 196.5 	 300 	 222 	 191 	 4265 	-6.8 
 12.52 	 1.25 	 122.1 	 22.06 	 31 	 3.939 	 196.7 	 299 	 223 	 190 	 4264 	-6.4 
 12.73 	 1.27 	 122.1 	 22.18 	 32 	 3.945 	 196.8 	 300 	 222 	 191 	 4266 	-6.6 
 12.93 	 1.29 	 122.1 	 22.45 	 32 	 3.963 	 196.8 	 299 	 222 	 190 	 4267 	-6.9 
 13.13 	 1.31 	 122.2 	 22.53 	 32 	 3.961 	 196.7 	 300 	 222 	 190 	 4266 	-6.6 
 13.33 	 1.33 	 122.1 	 22.47 	 32 	 3.962 	 196.5 	 299 	 222 	 190 	 4266 	-6.8 
 13.53 	 1.35 	 122.1 	 22.59 	 32 	 3.967 	 196.6 	 299 	 222 	 190 	 4265 	-7 
 13.74 	 1.37 	 122 	 22.64 	 32 	 3.969 	 196.5 	 299 	 223 	 190 	 4265 	-6.8 
 13.94 	 1.39 	 122.1 	 22.57 	 32 	 3.964 	 196.7 	 299 	 222 	 191 	 4265 	-6.6 
 14.14 	 1.41 	 122.2 	 22.76 	 32 	 3.966 	 196.8 	 300 	 222 	 191 	 4265 	-6.5 
 14.34 	 1.43 	 122.1 	 22.77 	 32 	 3.972 	 196.7 	 299 	 223 	 191 	 4265 	-7 
 14.54 	 1.45 	 122.2 	 22.66 	 32 	 3.974 	 196.9 	 299 	 222 	 191 	 4266 	-6.9 
 14.75 	 1.47 	 122.1 	 22.63 	 32 	 3.966 	 196.7 	 300 	 222 	 191 	 4265 	-6.8 
 14.95 	 1.49 	 122 	 22.5 	 32 	 3.972 	 196.7 	 299 	 222 	 191 	 4265 	-6.5 
 15.15 	 1.51 	 122.2 	 22.3 	 31 	 3.967 	 196.6 	 300 	 222 	 190 	 4268 	-6.5 
 15.35 	 1.53 	 122.1 	 22.04 	 31 	 3.951 	 196.5 	 300 	 222 	 190 	 4266 	-7 
 15.55 	 1.55 	 122.1 	 21.68 	 30 	 3.969 	 196.4 	 300 	 222 	 191 	 4268 	-6.6 
 15.76 	 1.57 	 122.1 	 21.55 	 31 	 3.956 	 196.6 	 300 	 222 	 190 	 4267 	-6.9 
 15.96 	 1.59 	 122.1 	 21.37 	 30 	 3.953 	 196.7 	 300 	 222 	 191 	 4267 	-7 
 16.16 	 1.61 	 122.1 	 21.22 	 29 	 3.945 	 196.7 	 299 	 222 	 190 	 4264 	-6.8 
 16.36 	 1.63 	 122.1 	 20.66 	 29 	 3.928 	 196.8 	 300 	 222 	 191 	 4265 	-6.6 
 16.56 	 1.65 	 122.1 	 20.49 	 28 	 3.925 	 196.6 	 300 	 223 	 190 	 4266 	-6.8 
 16.77 	 1.67 	 122.1 	 20.21 	 28 	 3.923 	 196.5 	 300 	 222 	 190 	 4265 	-6.9 
 16.97 	 1.69 	 122 	 19.94 	 28 	 3.827 	 196.7 	 300 	 222 	 190 	 4267 	-6.5 
 17.17 	 1.71 	 121.9 	 19.66 	 27 	 3.82 	 196.6 	 300 	 222 	 190 	 4266 	-6.8 
 17.37 	 1.73 	 122 	 19.56 	 27 	 3.814 	 196.8 	 300 	 222 	 190 	 4265 	-6.9 
 17.57 	 1.75 	 121.9 	 19.37 	 28 	 3.804 	 196.5 	 300 	 222 	 191 	 4265 	-6.6 
 17.78 	 1.77 	 122 	 19.22 	 27 	 3.812 	 196.9 	 300 	 222 	 190 	 4265 	-7 
 17.98 	 1.79 	 121.9 	 19.14 	 26 	 3.8 	 196.7 	 300 	 222 	 190 	 4267 	-6.9 
 18.18 	 1.81 	 121.9 	 19.01 	 27 	 3.801 	 196.6 	 300 	 222 	 190 	 4264 	-6.8 
 18.38 	 1.83 	 122 	 18.95 	 27 	 3.796 	 196.6 	 300 	 223 	 190 	 4265 	-6.6 
 18.58 	 1.85 	 122 	 19.14 	 27 	 3.793 	 196.5 	 300 	 221 	 190 	 4267 	-7 
 18.79 	 1.87 	 122 	 18.97 	 27 	 3.787 	 196.7 	 300 	 222 	 190 	 4265 	-7 
 18.99 	 1.89 	 122 	 18.97 	 26 	 3.803 	 196.7 	 300 	 222 	 190 	 4266 	-6.5 
 19.19 	 1.91 	 122 	 18.92 	 27 	 3.803 	 196.8 	 300 	 222 	 190 	 4266 	-6.5 
 19.39 	 1.93 	 122 	 18.97 	 27 	 3.805 	 196.6 	 300 	 222 	 190 	 4265 	-6.8 
 19.59 	 1.95 	 122 	 18.89 	 27 	 3.807 	 196.6 	 299 	 222 	 190 	 4268 	-6.3 
 19.8 	 1.97 	 122 	 19.05 	 27 	 3.819 	 196.4 	 300 	 222 	 190 	 4264 	-6.5 
 20 	 2 	 122.1 	 19.02 	 27 	 3.813 	 196.8 	 299 	 223 	 190 	 4266 	-6.6 
 20.2 	 2.02 	 122 	 19.26 	 27 	 3.803 	 196.5 	 299 	 222 	 190 	 4267 	-6.3 
 20.4 	 2.04 	 121.9 	 19.6 	 28 	 3.809 	 196.8 	 300 	 222 	 191 	 4266 	-6.6 
 20.6 	 2.06 	 122 	 19.77 	 28 	 3.827 	 196.7 	 300 	 222 	 191 	 4264 	-6.8 
 20.81 	 2.08 	 122 	 19.96 	 29 	 3.834 	 196.9 	 299 	 222 	 190 	 4265 	-6.6 
 21.01 	 2.1 	 122 	 20.16 	 29 	 3.846 	 196.8 	 300 	 222 	 190 	 4266 	-6.6 
 21.21 	 2.12 	 122 	 20.58 	 29 	 3.861 	 196.5 	 300 	 221 	 190 	 4266 	-6.9 
 21.41 	 2.14 	 122 	 20.75 	 30 	 3.864 	 196.6 	 300 	 222 	 191 	 4264 	-6.9 
 21.61 	 2.16 	 122 	 21.02 	 30 	 3.876 	 196.7 	 300 	 222 	 191 	 4265 	-6.5 
 21.82 	 2.18 	 122 	 21.38 	 30 	 3.898 	 196.9 	 299 	 222 	 191 	 4264 	-6.8 
 22.02 	 2.2 	 122.1 	 21.62 	 31 	 3.901 	 196.6 	 300 	 222 	 190 	 4265 	-6.8 
 22.22 	 2.22 	 122.1 	 21.76 	 31 	 3.922 	 196.7 	 300 	 222 	 191 	 4265 	-7 
 22.42 	 2.24 	 122.1 	 22.08 	 31 	 3.924 	 196.7 	 300 	 222 	 190 	 4266 	-7 
 22.62 	 2.26 	 122.1 	 22.22 	 32 	 3.942 	 196.7 	 300 	 223 	 191 	 4267 	-6.8 
 22.83 	 2.28 	 122 	 22.24 	 32 	 3.939 	 196.6 	 300 	 222 	 191 	 4267 	-6.6 
 23.03 	 2.3 	 122.1 	 22.32 	 32 	 3.936 	 196.8 	 299 	 223 	 191 	 4268 	-6.8 
 23.23 	 2.32 	 122 	 22.55 	 31 	 3.954 	 196.9 	 300 	 222 	 191 	 4266 	-6.6 
 23.43 	 2.34 	 122.2 	 22.74 	 32 	 3.96 	 197 	 299 	 222 	 191 	 4267 	-6.8 
 23.63 	 2.36 	 122.1 	 22.53 	 32 	 3.965 	 196.8 	 299 	 223 	 190 	 4266 	-6.6 
 23.84 	 2.38 	 122.1 	 22.71 	 32 	 3.956 	 196.8 	 300 	 222 	 191 	 4265 	-6.8 
 24.04 	 2.4 	 122.1 	 22.73 	 32 	 3.968 	 196.7 	 299 	 222 	 191 	 4265 	-6.9 
 24.24 	 2.42 	 122.1 	 22.6 	 32 	 3.96 	 196.8 	 299 	 222 	 191 	 4266 	-7 
 24.44 	 2.44 	 122.1 	 22.63 	 32 	 3.964 	 196.7 	 300 	 222 	 190 	 4265 	-7 
 24.64 	 2.46 	 122.1 	 22.57 	 32 	 3.966 	 196.7 	 299 	 222 	 191 	 4266 	-6.6 
 24.85 	 2.48 	 122.1 	 22.49 	 32 	 3.968 	 196.6 	 299 	 222 	 191 	 4268 	-7 
 25.05 	 2.5 	 122 	 22.4 	 31 	 3.968 	 196.8 	 300 	 222 	 191 	 4267 	-6.8 
 25.25 	 2.52 	 122.1 	 22.02 	 31 	 3.975 	 196.6 	 299 	 222 	 191 	 4267 	-6.9 
 25.45 	 2.54 	 122.1 	 21.96 	 30 	 3.967 	 196.5 	 299 	 223 	 191 	 4268 	-6.9 
 25.65 	 2.56 	 122.1 	 21.71 	 31 	 3.96 	 196.5 	 299 	 222 	 191 	 4264 	-6.8 
 25.86 	 2.58 	 122 	 21.37 	 30 	 3.949 	 196.6 	 299 	 222 	 190 	 4265 	-6.8 
 26.06 	 2.6 	 122.2 	 21.13 	 29 	 3.929 	 196.1 	 300 	 223 	 190 	 4266 	-6.8 
 26.26 	 2.62 	 122.2 	 20.92 	 29 	 3.939 	 196.6 	 299 	 222 	 191 	 4266 	-7 
 26.46 	 2.64 	 122 	 20.65 	 29 	 3.933 	 196.7 	 300 	 222 	 191 	 4265 	-6.5 
 26.66 	 2.66 	 122 	 20.15 	 28 	 3.913 	 196.5 	 300 	 222 	 190 	 4266 	-6.9 
 26.87 	 2.68 	 122 	 20.01 	 28 	 3.885 	 196.4 	 299 	 222 	 190 	 4266 	-6.5 
 27.07 	 2.7 	 122 	 19.91 	 27 	 3.887 	 196.9 	 300 	 222 	 190 	 4265 	-6.6 
 27.27 	 2.72 	 122.1 	 19.49 	 27 	 3.88 	 196.5 	 299 	 222 	 190 	 4265 	-6.8 
 27.47 	 2.74 	 122.1 	 19.51 	 27 	 3.873 	 196.9 	 299 	 222 	 190 	 4264 	-7 
 27.67 	 2.76 	 122.1 	 19.34 	 27 	 3.869 	 196.7 	 299 	 222 	 191 	 4265 	-6.6 
 27.88 	 2.78 	 122 	 19.12 	 27 	 3.87 	 196.8 	 300 	 222 	 190 	 4266 	-6.8 
 28.08 	 2.8 	 122 	 19.11 	 27 	 3.873 	 196.5 	 300 	 222 	 190 	 4266 	-7 
 28.28 	 2.82 	 122.1 	 19.02 	 27 	 3.862 	 196.7 	 300 	 222 	 191 	 4267 	-6.8 
 28.48 	 2.84 	 122.1 	 19.07 	 27 	 3.851 	 196.6 	 300 	 222 	 190 	 4266 	-6.6 
 28.68 	 2.86 	 122 	 18.92 	 27 	 3.852 	 196.5 	 300 	 222 	 190 	 4266 	-6.6 
 28.89 	 2.88 	 122.1 	 18.86 	 27 	 3.854 	 196.6 	 300 	 222 	 190 	 4267 	-6.3 
 29.09 	 2.9 	 122 	 19 	 27 	 3.859 	 196.6 	 300 	 222 	 190 	 4266 	-6.9 
 29.29 	 2.92 	 122 	 18.91 	 26 	 3.864 	 196.7 	 300 	 222 	 190 	 4266 	-6.6 
 29.49 	 2.94 	 122 	 19.08 	 27 	 3.852 	 196.8 	 300 	 222 	 190 	 4266 	-6.9 
