时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.2 	 20.78 	 294 	 4.136 	 196.9 	 299 	 225 	 194 	 4265 	-7 
 .2 	 .02 	 122.2 	 20.71 	 29 	 4.139 	 196.8 	 299 	 225 	 193 	 4265 	-6.8 
 .4 	 .04 	 122.3 	 20.82 	 30 	 4.126 	 197.1 	 300 	 225 	 193 	 4266 	-6.6 
 .61 	 .06 	 122.1 	 20.9 	 29 	 4.113 	 196.9 	 300 	 225 	 193 	 4264 	-7 
 .81 	 .08 	 122.3 	 21.2 	 30 	 4.124 	 196.9 	 299 	 225 	 193 	 4266 	-6.9 
 1.01 	 .1 	 122.2 	 21.22 	 30 	 4.132 	 197 	 299 	 225 	 194 	 4266 	-6.8 
 1.21 	 .12 	 122.2 	 21.47 	 31 	 4.152 	 197 	 300 	 225 	 193 	 4264 	-6.9 
 1.41 	 .14 	 122.4 	 22.21 	 32 	 4.181 	 196.8 	 300 	 225 	 193 	 4265 	-6.8 
 1.62 	 .16 	 122.2 	 22.55 	 32 	 4.194 	 197 	 300 	 225 	 193 	 4267 	-6.5 
 1.82 	 .18 	 122.3 	 22.77 	 33 	 4.204 	 197.1 	 300 	 225 	 193 	 4266 	-6.6 
 2.02 	 .2 	 122.4 	 23.13 	 33 	 4.217 	 197 	 299 	 225 	 193 	 4265 	-6.9 
 2.22 	 .22 	 122.4 	 23.71 	 34 	 4.243 	 197 	 300 	 225 	 193 	 4266 	-6.6 
 2.42 	 .24 	 122.4 	 23.96 	 34 	 4.25 	 197.2 	 299 	 225 	 193 	 4267 	-6.6 
 2.63 	 .26 	 122.3 	 24 	 34 	 4.271 	 196.8 	 299 	 225 	 193 	 4265 	-6.9 
 2.83 	 .28 	 122.4 	 24.32 	 34 	 4.288 	 197 	 299 	 225 	 193 	 4265 	-6.6 
 3.03 	 .3 	 122.3 	 24.32 	 35 	 4.295 	 197.1 	 299 	 225 	 193 	 4267 	-6.8 
 3.23 	 .32 	 122.4 	 24.45 	 35 	 4.285 	 197.1 	 299 	 225 	 193 	 4264 	-6.6 
 3.43 	 .34 	 122.4 	 24.39 	 35 	 4.305 	 196.9 	 299 	 225 	 193 	 4266 	-6.9 
 3.64 	 .36 	 122.4 	 24.44 	 35 	 4.306 	 196.9 	 300 	 225 	 193 	 4266 	-6.8 
 3.84 	 .38 	 122.4 	 24.47 	 35 	 4.317 	 196.9 	 300 	 225 	 193 	 4267 	-7 
 4.04 	 .4 	 122.4 	 24.36 	 35 	 4.317 	 197.1 	 300 	 224 	 193 	 4263 	-6.6 
 4.24 	 .42 	 122.4 	 24.21 	 34 	 4.316 	 197.1 	 300 	 225 	 193 	 4267 	-6.6 
 4.44 	 .44 	 122.5 	 24.28 	 34 	 4.314 	 196.8 	 299 	 225 	 193 	 4267 	-6.6 
 4.65 	 .46 	 122.4 	 24.24 	 34 	 4.31 	 197 	 300 	 225 	 193 	 4266 	-6.6 
 4.85 	 .48 	 122.3 	 23.71 	 33 	 4.313 	 197 	 299 	 225 	 193 	 4265 	-6.5 
 5.05 	 .5 	 122.4 	 23.16 	 32 	 4.297 	 197.1 	 299 	 225 	 193 	 4265 	-6.6 
 5.25 	 .52 	 122.4 	 22.77 	 32 	 4.303 	 196.9 	 300 	 225 	 193 	 4267 	-6.9 
 5.45 	 .54 	 122.5 	 22.32 	 31 	 4.285 	 197.1 	 299 	 225 	 193 	 4265 	-6.8 
 5.66 	 .56 	 122.4 	 21.44 	 30 	 4.241 	 197 	 299 	 225 	 193 	 4266 	-6.8 
 5.86 	 .58 	 122.3 	 21.04 	 29 	 4.227 	 196.9 	 300 	 225 	 193 	 4266 	-6.8 
 6.06 	 .6 	 122.4 	 20.61 	 29 	 4.217 	 197 	 299 	 225 	 193 	 4266 	-6.9 
 6.26 	 .62 	 122.4 	 19.75 	 28 	 4.179 	 197.2 	 300 	 224 	 193 	 4265 	-7 
 6.46 	 .64 	 122.2 	 19.38 	 26 	 4.152 	 197.2 	 299 	 225 	 193 	 4267 	-6.6 
 6.67 	 .66 	 122.3 	 18.94 	 26 	 4.139 	 197 	 300 	 224 	 193 	 4267 	-6.4 
 6.87 	 .68 	 122.3 	 18.65 	 26 	 4.108 	 196.8 	 299 	 224 	 193 	 4264 	-6.5 
 7.07 	 .7 	 122.2 	 18.08 	 25 	 4.069 	 197.1 	 300 	 224 	 192 	 4265 	-6.8 
 7.27 	 .72 	 122.2 	 17.71 	 24 	 4.07 	 196.8 	 299 	 225 	 192 	 4265 	-6.9 
 7.47 	 .74 	 122.2 	 17.61 	 25 	 4.055 	 197.1 	 300 	 225 	 193 	 4266 	-6.9 
 7.68 	 .76 	 122.2 	 17.16 	 24 	 4.026 	 197 	 300 	 224 	 192 	 4266 	-6.8 
 7.88 	 .78 	 122.2 	 17.01 	 24 	 4.005 	 197 	 300 	 225 	 193 	 4268 	-6.6 
 8.08 	 .8 	 122.1 	 17.02 	 24 	 4.021 	 197 	 300 	 225 	 193 	 4267 	-6.8 
 8.28 	 .82 	 122.1 	 16.91 	 25 	 4.015 	 197 	 300 	 224 	 193 	 4265 	-6.4 
 8.48 	 .84 	 122.2 	 16.79 	 24 	 3.994 	 197.2 	 301 	 225 	 193 	 4266 	-6.9 
 8.69 	 .86 	 122.1 	 16.94 	 24 	 3.996 	 196.9 	 300 	 225 	 193 	 4266 	-6.5 
 8.89 	 .88 	 122.2 	 16.8 	 24 	 3.996 	 196.8 	 299 	 225 	 193 	 4266 	-6.6 
 9.09 	 .9 	 122.1 	 16.86 	 23 	 3.996 	 196.8 	 300 	 224 	 193 	 4265 	-6.6 
 9.29 	 .92 	 122.3 	 16.91 	 25 	 3.999 	 196.9 	 300 	 225 	 192 	 4266 	-6.5 
 9.49 	 .94 	 122.2 	 17.11 	 24 	 3.994 	 196.9 	 300 	 224 	 194 	 4265 	-6.5 
 9.7 	 .96 	 122.1 	 17.33 	 25 	 3.993 	 197 	 300 	 225 	 193 	 4264 	-6.8 
 9.9 	 .98 	 122.1 	 17.77 	 26 	 4.016 	 197.1 	 300 	 225 	 193 	 4267 	-6.9 
 10.1 	 1.01 	 122.1 	 18.03 	 26 	 4.004 	 196.8 	 300 	 225 	 193 	 4267 	-7 
 10.3 	 1.03 	 122.2 	 18.49 	 26 	 4.038 	 197.1 	 300 	 225 	 193 	 4268 	-6.5 
 10.5 	 1.05 	 122.2 	 19.4 	 28 	 4.07 	 196.9 	 299 	 225 	 193 	 4267 	-7.1 
 10.71 	 1.07 	 122.2 	 19.79 	 28 	 4.103 	 196.9 	 300 	 225 	 194 	 4266 	-6.4 
 10.91 	 1.09 	 122.3 	 20.28 	 30 	 4.115 	 197 	 299 	 225 	 194 	 4266 	-6.9 
 11.11 	 1.11 	 122.2 	 21.23 	 30 	 4.16 	 196.9 	 300 	 225 	 193 	 4267 	-7 
 11.31 	 1.13 	 122.4 	 21.86 	 31 	 4.182 	 196.6 	 299 	 226 	 194 	 4266 	-6.9 
 11.51 	 1.15 	 122.3 	 22.2 	 32 	 4.22 	 197.2 	 300 	 225 	 193 	 4268 	-6.8 
 11.72 	 1.17 	 122.3 	 22.65 	 33 	 4.244 	 197.1 	 300 	 225 	 194 	 4266 	-6.5 
 11.92 	 1.19 	 122.3 	 23.36 	 33 	 4.275 	 197.1 	 300 	 225 	 194 	 4266 	-6.9 
 12.12 	 1.21 	 122.4 	 23.57 	 34 	 4.287 	 197 	 300 	 225 	 193 	 4266 	-6.9 
 12.32 	 1.23 	 122.4 	 23.77 	 34 	 4.303 	 197 	 300 	 225 	 193 	 4266 	-6.6 
