时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 124.8 	 20.76 	 294 	 6.826 	 197.4 	 300 	 230 	 199 	 4267 	-7.3 
 .2 	 .02 	 124.8 	 20.7 	 30 	 6.83 	 197.2 	 299 	 230 	 198 	 4268 	-7.8 
 .4 	 .04 	 124.8 	 20.77 	 30 	 6.831 	 197.3 	 300 	 230 	 199 	 4266 	-7.5 
 .61 	 .06 	 124.7 	 20.89 	 30 	 6.82 	 197.7 	 299 	 230 	 199 	 4267 	-7.3 
 .81 	 .08 	 124.8 	 21.21 	 31 	 6.817 	 197.1 	 300 	 230 	 198 	 4266 	-6.8 
 1.01 	 .1 	 124.9 	 22.2 	 32 	 6.873 	 197.6 	 300 	 230 	 199 	 4267 	-7.5 
 1.21 	 .12 	 124.8 	 22.88 	 33 	 6.911 	 197.4 	 300 	 230 	 199 	 4267 	-7.9 
 1.41 	 .14 	 124.9 	 23.17 	 34 	 6.954 	 197.2 	 300 	 230 	 199 	 4266 	-7.5 
 1.62 	 .16 	 124.9 	 24.7 	 35 	 7.025 	 196.9 	 299 	 230 	 198 	 4266 	-7.5 
 1.82 	 .18 	 125.1 	 25.16 	 37 	 7.079 	 197.5 	 300 	 229 	 197 	 4265 	-7.4 
 2.02 	 .2 	 125 	 25.8 	 37 	 7.117 	 197.7 	 300 	 229 	 197 	 4269 	-7.5 
 2.22 	 .22 	 125.1 	 26.72 	 38 	 7.167 	 197.4 	 301 	 229 	 197 	 4267 	-7.1 
 2.42 	 .24 	 125.1 	 27.02 	 38 	 7.201 	 197.3 	 301 	 228 	 197 	 4269 	-7.4 
 2.63 	 .26 	 125.1 	 27.34 	 39 	 7.239 	 197.3 	 300 	 228 	 196 	 4267 	-7.9 
 2.83 	 .28 	 125.1 	 27.54 	 39 	 7.254 	 197.3 	 300 	 228 	 196 	 4267 	-7.8 
