时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,122.1,21.2,3.855,300.0,221.0,189.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,122.1,21.14,3.8569999999999998,300.0,220.0,189.0,-0.8488263631567571,3.333333333332966e-06,0.0,-1.0,0.0
0.4,0.04,122.1,21.08,3.858,300.0,220.0,189.0,-1.6976527263135643,5.000000000000189e-06,0.0,-1.0,0.0
0.61,0.06,121.9,21.17,3.859,300.0,221.0,189.0,-0.4244131815783534,6.666666666666673e-06,-0.0003333333333333144,0.0,0.0
0.81,0.08,122.0,21.11,3.8569999999999998,300.0,221.0,189.0,-1.2732395447351608,3.333333333332966e-06,-0.0001666666666666572,0.0,0.0
1.01,0.1,122.0,21.1,3.862,300.0,221.0,189.0,-1.4147106052612617,1.1666666666666863e-05,-0.0001666666666666572,0.0,0.0
1.21,0.12,122.0,20.99,3.858,300.0,221.0,189.0,-2.970892271048725,5.000000000000189e-06,-0.0001666666666666572,0.0,0.0
1.41,0.14,122.1,21.15,3.8569999999999998,300.0,221.0,189.0,-0.7073553026306559,3.333333333332966e-06,0.0,0.0,0.0
1.62,0.16,122.0,21.04,3.865,300.0,220.0,189.0,-2.263536968418069,1.666666666666705e-05,-0.0001666666666666572,-1.0,0.0
1.82,0.18,122.0,21.08,3.845,300.0,221.0,189.0,-1.6976527263135643,-1.6666666666666312e-05,-0.0001666666666666572,0.0,0.0
2.02,0.2,122.0,21.13,3.86,300.0,221.0,189.0,-0.9902974236829083,8.333333333333156e-06,-0.0001666666666666572,0.0,0.0
2.22,0.22,122.0,21.14,3.867,300.0,221.0,189.0,-0.8488263631567571,2.000000000000002e-05,-0.0001666666666666572,0.0,0.0
2.42,0.24,122.1,21.2,3.866,300.0,221.0,189.0,0.0,1.8333333333333536e-05,0.0,0.0,0.0
2.63,0.26,122.1,21.27,3.861,300.0,221.0,189.0,0.9902974236829083,1.0000000000000379e-05,0.0,0.0,0.0
2.83,0.28,122.0,21.11,3.838,300.0,221.0,189.0,-1.2732395447351608,-2.8333333333333173e-05,-0.0001666666666666572,0.0,0.0
3.03,0.3,122.0,21.31,3.8339999999999996,300.0,221.0,189.0,1.556181665787413,-3.5000000000000586e-05,-0.0001666666666666572,0.0,0.0
3.23,0.32,121.9,21.24,3.758,300.0,221.0,189.0,0.5658842421045047,-0.00016166666666666662,-0.0003333333333333144,0.0,0.0
3.43,0.34,121.9,21.25,3.7510000000000003,300.0,221.0,189.0,0.7073553026306559,-0.00017333333333333274,-0.0003333333333333144,0.0,0.0
3.64,0.36,121.9,21.17,3.7510000000000003,300.0,221.0,189.0,-0.4244131815783534,-0.00017333333333333274,-0.0003333333333333144,0.0,0.0
3.84,0.38,121.9,21.2,3.755,300.0,221.0,189.0,0.0,-0.00016666666666666682,-0.0003333333333333144,0.0,0.0
4.04,0.4,121.8,21.33,3.741,300.0,221.0,189.0,1.8391237868396653,-0.0001899999999999998,-0.0004999999999999952,0.0,0.0
4.24,0.42,121.9,21.22,3.759,300.0,221.0,189.0,0.28294212105225236,-0.00016000000000000015,-0.0003333333333333144,0.0,0.0
4.44,0.44,121.8,21.25,3.741,300.0,221.0,189.0,0.7073553026306559,-0.0001899999999999998,-0.0004999999999999952,0.0,0.0
4.65,0.46,121.8,21.22,3.745,300.0,221.0,189.0,0.28294212105225236,-0.00018333333333333312,-0.0004999999999999952,0.0,0.0
4.85,0.48,121.9,21.17,3.7489999999999997,300.0,221.0,189.0,-0.4244131815783534,-0.0001766666666666672,-0.0003333333333333144,0.0,0.0
5.05,0.5,121.9,21.26,3.7510000000000003,300.0,221.0,189.0,0.8488263631568073,-0.00017333333333333274,-0.0003333333333333144,0.0,0.0
5.25,0.52,121.9,21.27,3.7539999999999996,300.0,221.0,189.0,0.9902974236829083,-0.00016833333333333403,-0.0003333333333333144,0.0,0.0
5.45,0.54,121.9,21.22,3.747,300.0,221.0,189.0,0.28294212105225236,-0.00018000000000000015,-0.0003333333333333144,0.0,0.0
5.66,0.56,121.9,21.08,3.748,300.0,221.0,189.0,-1.6976527263135643,-0.00017833333333333294,-0.0003333333333333144,0.0,0.0
5.86,0.58,121.9,21.05,3.753,300.0,221.0,189.0,-2.1220659078919177,-0.00016999999999999977,-0.0003333333333333144,0.0,0.0
6.06,0.6,121.9,21.02,3.75,300.0,221.0,189.0,-2.5464790894703215,-0.00017499999999999997,-0.0003333333333333144,0.0,0.0
6.26,0.62,121.9,20.81,3.7439999999999998,300.0,221.0,189.0,-5.517371360519046,-0.00018500000000000035,-0.0003333333333333144,0.0,0.0
6.46,0.64,121.9,20.79,3.753,300.0,221.0,189.0,-5.8003134815712984,-0.00016999999999999977,-0.0003333333333333144,0.0,0.0
6.67,0.66,122.0,20.57,3.7510000000000003,300.0,220.0,189.0,-8.912676813146124,-0.00017333333333333274,-0.0001666666666666572,-1.0,0.0
6.87,0.68,121.9,20.56,3.7439999999999998,300.0,220.0,189.0,-9.054147873672276,-0.00018500000000000035,-0.0003333333333333144,-1.0,0.0
7.07,0.7,121.9,20.58,3.7430000000000003,300.0,221.0,189.0,-8.771205752620023,-0.0001866666666666661,-0.0003333333333333144,0.0,0.0
7.27,0.72,121.9,20.58,3.747,300.0,221.0,189.0,-8.771205752620023,-0.00018000000000000015,-0.0003333333333333144,0.0,0.0
7.47,0.74,121.8,20.47,3.745,300.0,221.0,189.0,-10.327387418407437,-0.00018333333333333312,-0.0004999999999999952,0.0,0.0
7.68,0.76,121.9,20.46,3.734,300.0,221.0,189.0,-10.468858478933537,-0.00020166666666666667,-0.0003333333333333144,0.0,0.0
7.88,0.78,121.9,20.44,3.7430000000000003,299.0,220.0,189.0,-10.75180059998579,-0.0001866666666666661,-0.0003333333333333144,-1.0,0.0
8.08,0.8,121.9,20.32,3.741,300.0,221.0,189.0,-12.449453326299354,-0.0001899999999999998,-0.0003333333333333144,0.0,0.0
