时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 125.7 	 20.93 	 296 	 7.783 	 197.4 	 300 	 231 	 199 	 4266 	-7.4 
 .2 	 .02 	 125.6 	 20.83 	 30 	 7.793 	 197.4 	 300 	 231 	 199 	 4266 	-7.5 
 .4 	 .04 	 125.7 	 20.73 	 30 	 7.797 	 197.5 	 300 	 231 	 200 	 4269 	-7.9 
 .61 	 .06 	 125.6 	 21.1 	 30 	 7.787 	 197.3 	 300 	 232 	 200 	 4264 	-7.9 
 .81 	 .08 	 125.6 	 21.3 	 31 	 7.807 	 197.2 	 299 	 231 	 200 	 4265 	-7.8 
 1.01 	 .1 	 125.7 	 22.38 	 32 	 7.859 	 197 	 300 	 231 	 200 	 4266 	-7.4 
 1.21 	 .12 	 125.8 	 23.09 	 33 	 7.904 	 197.7 	 300 	 230 	 199 	 4266 	-7.9 
 1.41 	 .14 	 125.7 	 23.63 	 35 	 7.948 	 197.3 	 300 	 230 	 199 	 4267 	-7.3 
 1.62 	 .16 	 125.9 	 25.11 	 36 	 8.043 	 197.4 	 300 	 230 	 198 	 4267 	-7.5 
 1.82 	 .18 	 125.9 	 25.77 	 37 	 8.085 	 197.4 	 301 	 230 	 198 	 4266 	-7.3 
 2.02 	 .2 	 125.9 	 26.39 	 38 	 8.108 	 197.7 	 300 	 229 	 197 	 4266 	-7.9 
 2.22 	 .22 	 125.9 	 26.7 	 39 	 8.165 	 197.5 	 301 	 229 	 198 	 4269 	-7.6 
 2.42 	 .24 	 126 	 27.8 	 40 	 8.23 	 197.5 	 301 	 228 	 197 	 4265 	-7.6 
 2.63 	 .26 	 126 	 28.03 	 40 	 8.266 	 197.4 	 301 	 229 	 196 	 4266 	-7.6 
 2.83 	 .28 	 126.1 	 28.22 	 40 	 8.299 	 197.2 	 301 	 228 	 196 	 4267 	-7.5 
 3.03 	 .3 	 126.1 	 28.53 	 40 	 8.343 	 197.5 	 301 	 228 	 196 	 4267 	-7.5 
 3.23 	 .32 	 126.3 	 28.37 	 39 	 8.345 	 197.6 	 300 	 227 	 195 	 4268 	-7.4 
 3.43 	 .34 	 126.1 	 28.44 	 40 	 8.369 	 197.4 	 301 	 228 	 196 	 4268 	-7.6 
 3.64 	 .36 	 126.1 	 28.37 	 40 	 8.386 	 197.5 	 301 	 227 	 196 	 4268 	-7.8 
 3.84 	 .38 	 126.2 	 28.16 	 40 	 8.378 	 197.5 	 301 	 227 	 196 	 4266 	-8 
 4.04 	 .4 	 126.2 	 28.12 	 40 	 8.387 	 197.3 	 301 	 227 	 196 	 4266 	-7 
