时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.1 	 21.2 	 300 	 3.855 	 196.7 	 300 	 221 	 189 	 4264 	-6.9 
 .2 	 .02 	 122.1 	 21.14 	 30 	 3.857 	 196.7 	 300 	 220 	 189 	 4264 	-6.4 
 .4 	 .04 	 122.1 	 21.08 	 30 	 3.858 	 196.7 	 300 	 220 	 189 	 4265 	-6.8 
 .61 	 .06 	 121.9 	 21.17 	 30 	 3.859 	 196.8 	 300 	 221 	 189 	 4264 	-6.8 
 .81 	 .08 	 122 	 21.11 	 30 	 3.857 	 196.6 	 300 	 221 	 189 	 4264 	-6.4 
 1.01 	 .1 	 122 	 21.1 	 30 	 3.862 	 196.9 	 300 	 221 	 189 	 4265 	-6.8 
 1.21 	 .12 	 122 	 20.99 	 29 	 3.858 	 196.3 	 300 	 221 	 189 	 4264 	-6.5 
 1.41 	 .14 	 122.1 	 21.15 	 30 	 3.857 	 196.7 	 300 	 221 	 189 	 4264 	-6.6 
 1.62 	 .16 	 122 	 21.04 	 30 	 3.865 	 196.6 	 300 	 220 	 189 	 4265 	-6.6 
 1.82 	 .18 	 122 	 21.08 	 30 	 3.845 	 196.7 	 300 	 221 	 189 	 4263 	-6.8 
 2.02 	 .2 	 122 	 21.13 	 30 	 3.86 	 196.6 	 300 	 221 	 189 	 4263 	-6.5 
 2.22 	 .22 	 122 	 21.14 	 30 	 3.867 	 196.5 	 300 	 221 	 189 	 4265 	-7 
 2.42 	 .24 	 122.1 	 21.2 	 30 	 3.866 	 196.4 	 300 	 221 	 189 	 4263 	-6.8 
 2.63 	 .26 	 122.1 	 21.27 	 30 	 3.861 	 196.5 	 300 	 221 	 189 	 4264 	-6.9 
 2.83 	 .28 	 122 	 21.11 	 30 	 3.838 	 196.7 	 300 	 221 	 189 	 4264 	-6.6 
 3.03 	 .3 	 122 	 21.31 	 29 	 3.834 	 196.7 	 300 	 221 	 189 	 4265 	-6.9 
 3.23 	 .32 	 121.9 	 21.24 	 30 	 3.758 	 196.6 	 300 	 221 	 189 	 4266 	-6.9 
 3.43 	 .34 	 121.9 	 21.25 	 30 	 3.751 	 196.6 	 300 	 221 	 189 	 4265 	-6.9 
 3.64 	 .36 	 121.9 	 21.17 	 30 	 3.751 	 196.7 	 300 	 221 	 189 	 4263 	-6.5 
 3.84 	 .38 	 121.9 	 21.2 	 30 	 3.755 	 196.8 	 300 	 221 	 189 	 4264 	-6.9 
 4.04 	 .4 	 121.8 	 21.33 	 30 	 3.741 	 196.6 	 300 	 221 	 189 	 4264 	-6.9 
 4.24 	 .42 	 121.9 	 21.22 	 30 	 3.759 	 197 	 300 	 221 	 189 	 4266 	-6.5 
 4.44 	 .44 	 121.8 	 21.25 	 30 	 3.741 	 196.6 	 300 	 221 	 189 	 4264 	-6.5 
 4.65 	 .46 	 121.8 	 21.22 	 30 	 3.745 	 196.8 	 300 	 221 	 189 	 4265 	-6.9 
