时间,振次,轴位移,力,变形,围压,孔压,反压,sigma_d,epsilon_d,d1,pore_pressure,back_pressure
0.0,0.0,122.0,20.61,3.907,299.0,222.0,191.0,0.0,0.0,0.0,0.0,0.0
0.2,0.02,122.1,20.71,3.908,300.0,222.0,191.0,1.4147106052613119,1.666666666666483e-06,0.0001666666666666572,0.0,0.0
0.4,0.04,122.1,20.69,3.924,300.0,223.0,191.0,1.1317684842090596,2.8333333333333173e-05,0.0001666666666666572,1.0,0.0
0.61,0.06,122.1,20.58,3.923,300.0,222.0,191.0,-0.42441318157840363,2.666666666666669e-05,0.0001666666666666572,0.0,0.0
0.81,0.08,122.1,20.99,3.9219999999999997,300.0,223.0,191.0,5.375900299992895,2.4999999999999466e-05,0.0001666666666666572,1.0,0.0
1.01,0.1,122.0,20.91,3.925,299.0,223.0,190.0,4.244131815783886,2.9999999999999655e-05,0.0,1.0,-1.0
1.21,0.12,122.1,21.21,3.932,300.0,223.0,191.0,8.488263631567772,4.1666666666666516e-05,0.0001666666666666572,1.0,0.0
1.41,0.14,122.2,21.49,3.945,299.0,223.0,191.0,12.449453326299354,6.333333333333302e-05,0.0003333333333333381,1.0,0.0
1.62,0.16,122.1,21.67,3.9360000000000004,300.0,222.0,191.0,14.995932415769726,4.833333333333393e-05,0.0001666666666666572,0.0,0.0
1.82,0.18,122.2,22.04,3.955,299.0,223.0,191.0,20.230361655236468,8.000000000000007e-05,0.0003333333333333381,1.0,0.0
2.02,0.2,122.1,22.25,3.951,299.0,223.0,191.0,23.201253926285194,7.33333333333334e-05,0.0001666666666666572,1.0,0.0
2.22,0.22,122.1,22.29,3.964,300.0,223.0,191.0,23.7671381683897,9.49999999999999e-05,0.0001666666666666572,1.0,0.0
2.42,0.24,122.1,22.56,3.969,300.0,223.0,191.0,27.586856802595182,0.00010333333333333306,0.0001666666666666572,1.0,0.0
2.63,0.26,122.1,22.82,3.9739999999999998,299.0,223.0,191.0,31.26510437627456,0.0001116666666666662,0.0001666666666666572,1.0,0.0
