时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 129.9 	 21.02 	 297 	 12.146 	 197.5 	 300 	 235 	 203 	 4267 	-7.5 
 .2 	 .02 	 129.9 	 20.88 	 29 	 12.161 	 197.7 	 299 	 235 	 204 	 4268 	-7.8 
 .4 	 .04 	 129.9 	 20.98 	 30 	 12.16 	 197.5 	 300 	 235 	 203 	 4269 	-7.6 
 .61 	 .06 	 130 	 21.14 	 31 	 12.149 	 197.5 	 300 	 235 	 204 	 4266 	-7.8 
 .81 	 .08 	 129.9 	 22.16 	 32 	 12.206 	 197.5 	 300 	 235 	 204 	 4268 	-7.6 
 1.01 	 .1 	 130 	 22.74 	 33 	 12.253 	 197.4 	 300 	 234 	 203 	 4267 	-7.8 
 1.21 	 .12 	 130 	 23.47 	 35 	 12.312 	 197.4 	 300 	 234 	 202 	 4267 	-7.6 
 1.41 	 .14 	 130 	 25.05 	 36 	 12.454 	 197.5 	 301 	 233 	 201 	 4267 	-7.8 
 1.62 	 .16 	 130.2 	 25.95 	 37 	 12.515 	 197.6 	 301 	 232 	 199 	 4267 	-7.8 
 1.82 	 .18 	 130.2 	 26.85 	 39 	 12.597 	 197.6 	 301 	 231 	 200 	 4267 	-7.6 
 2.02 	 .2 	 130.3 	 27.64 	 40 	 12.663 	 197.5 	 301 	 231 	 199 	 4267 	-7.6 
 2.22 	 .22 	 130.4 	 28.93 	 42 	 12.788 	 197.3 	 301 	 229 	 198 	 4266 	-7.4 
 2.42 	 .24 	 130.4 	 29.48 	 42 	 12.842 	 197.5 	 301 	 229 	 197 	 4266 	-7.9 
 2.63 	 .26 	 130.5 	 29.91 	 43 	 12.887 	 197.5 	 301 	 228 	 197 	 4269 	-7.5 
 2.83 	 .28 	 130.5 	 30.37 	 43 	 12.962 	 197.3 	 301 	 227 	 196 	 4267 	-7.1 
 3.03 	 .3 	 130.6 	 30.42 	 43 	 13.007 	 197.5 	 301 	 228 	 196 	 4267 	-7.6 
 3.23 	 .32 	 130.6 	 30.44 	 43 	 13.034 	 197.9 	 301 	 226 	 195 	 4266 	-7.5 
 3.43 	 .34 	 130.6 	 30.41 	 43 	 13.032 	 197.5 	 301 	 227 	 195 	 4265 	-8 
 3.64 	 .36 	 130.6 	 30.17 	 43 	 13.065 	 197.4 	 301 	 226 	 194 	 4265 	-7.4 
 3.84 	 .38 	 130.5 	 30.02 	 42 	 13.069 	 197.3 	 300 	 226 	 194 	 4268 	-7.3 
 4.04 	 .4 	 130.6 	 29.96 	 43 	 13.055 	 197.3 	 301 	 227 	 195 	 4266 	-7.8 
 4.24 	 .42 	 130.7 	 29.41 	 40 	 13.068 	 197.8 	 300 	 227 	 195 	 4265 	-7.5 
 4.44 	 .44 	 130.6 	 28.79 	 40 	 13.059 	 197.6 	 300 	 227 	 194 	 4267 	-7.5 
 4.65 	 .46 	 130.7 	 28 	 38 	 13.053 	 197.7 	 300 	 226 	 194 	 4266 	-7 
 4.85 	 .48 	 130.6 	 27.17 	 36 	 13.018 	 197.4 	 299 	 226 	 195 	 4266 	-7 
 5.05 	 .5 	 130.6 	 25.13 	 34 	 12.938 	 197.3 	 300 	 226 	 196 	 4265 	-7.5 
 5.25 	 .52 	 130.6 	 23.91 	 33 	 12.909 	 197.5 	 299 	 227 	 195 	 4268 	-7.8 
 5.45 	 .54 	 130.5 	 23.01 	 30 	 12.845 	 197.5 	 299 	 227 	 195 	 4265 	-7.6 
 5.66 	 .56 	 130.5 	 20.78 	 29 	 12.752 	 197.3 	 299 	 227 	 196 	 4266 	-7.8 
 5.86 	 .58 	 130.4 	 19.97 	 27 	 12.701 	 197.7 	 299 	 228 	 197 	 4265 	-7.9 
 6.06 	 .6 	 130.3 	 19.03 	 26 	 12.62 	 197.3 	 299 	 228 	 197 	 4266 	-7.6 
 6.26 	 .62 	 130.2 	 17.23 	 24 	 12.462 	 197.3 	 298 	 229 	 198 	 4266 	-7.6 
 6.46 	 .64 	 130.2 	 16.48 	 23 	 12.393 	 197.5 	 298 	 230 	 198 	 4269 	-7.5 
 6.67 	 .66 	 130.1 	 15.76 	 21 	 12.301 	 197.8 	 298 	 231 	 199 	 4266 	-7.8 
 6.87 	 .68 	 130 	 15.1 	 20 	 12.236 	 197.6 	 298 	 232 	 200 	 4268 	-7.8 
 7.07 	 .7 	 129.9 	 13.97 	 20 	 12.025 	 197.8 	 296 	 232 	 202 	 4266 	-7.3 
 7.27 	 .72 	 129.8 	 13.49 	 18 	 11.952 	 197.3 	 297 	 234 	 202 	 4264 	-7.9 
 7.47 	 .74 	 129.6 	 12.98 	 18 	 11.847 	 197.4 	 297 	 234 	 203 	 4266 	-7.5 
 7.68 	 .76 	 129.5 	 12.26 	 17 	 11.679 	 197.4 	 296 	 235 	 204 	 4264 	-7.8 
 7.88 	 .78 	 129.4 	 12.04 	 16 	 11.591 	 197.4 	 296 	 236 	 205 	 4263 	-7.3 
 8.08 	 .8 	 129.3 	 11.72 	 17 	 11.521 	 197.4 	 296 	 237 	 205 	 4265 	-7.5 
 8.28 	 .82 	 129.3 	 11.58 	 17 	 11.4 	 197.4 	 297 	 238 	 206 	 4266 	-8.1 
