时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.8 	 20.77 	 294 	 4.698 	 197.2 	 299 	 228 	 196 	 4266 	-6.4 
 .2 	 .02 	 122.7 	 20.74 	 29 	 4.701 	 197.5 	 300 	 228 	 196 	 4266 	-6.6 
 .4 	 .04 	 122.8 	 20.8 	 30 	 4.691 	 197.3 	 300 	 228 	 196 	 4266 	-6.4 
 .61 	 .06 	 122.8 	 20.97 	 30 	 4.696 	 197.3 	 299 	 227 	 196 	 4265 	-6.8 
 .81 	 .08 	 122.8 	 21.11 	 30 	 4.694 	 197.1 	 299 	 227 	 196 	 4266 	-6.8 
 1.01 	 .1 	 122.7 	 21.47 	 31 	 4.711 	 197.1 	 300 	 228 	 196 	 4267 	-6.9 
 1.21 	 .12 	 123 	 21.99 	 32 	 4.73 	 197.2 	 299 	 228 	 196 	 4266 	-6.5 
 1.41 	 .14 	 122.9 	 22.81 	 33 	 4.774 	 197.1 	 299 	 228 	 195 	 4267 	-6.9 
 1.62 	 .16 	 122.9 	 23.2 	 33 	 4.804 	 197.1 	 299 	 227 	 196 	 4266 	-6.6 
 1.82 	 .18 	 122.8 	 23.81 	 34 	 4.811 	 196.8 	 299 	 227 	 196 	 4267 	-6.9 
 2.02 	 .2 	 122.8 	 24.52 	 35 	 4.877 	 197.2 	 299 	 227 	 195 	 4268 	-6.9 
 2.22 	 .22 	 122.9 	 24.81 	 36 	 4.898 	 197.2 	 300 	 227 	 195 	 4270 	-7.1 
 2.42 	 .24 	 122.9 	 25.05 	 36 	 4.899 	 197.4 	 300 	 227 	 195 	 4265 	-6.8 
 2.63 	 .26 	 123 	 25.33 	 36 	 4.919 	 197.4 	 300 	 227 	 195 	 4266 	-6.4 
 2.83 	 .28 	 123 	 25.54 	 37 	 4.951 	 197.3 	 300 	 227 	 195 	 4266 	-6.6 
 3.03 	 .3 	 123.1 	 25.7 	 37 	 4.964 	 197.1 	 300 	 227 	 195 	 4267 	-6.8 
 3.23 	 .32 	 122.9 	 25.78 	 36 	 4.97 	 197.4 	 300 	 226 	 195 	 4267 	-6.9 
 3.43 	 .34 	 123 	 25.75 	 36 	 4.989 	 197.2 	 300 	 227 	 195 	 4266 	-6.8 
 3.64 	 .36 	 123 	 25.79 	 36 	 4.979 	 197.6 	 300 	 226 	 195 	 4267 	-7 
 3.84 	 .38 	 122.9 	 25.69 	 36 	 4.981 	 197.1 	 299 	 226 	 195 	 4270 	-6.5 
 4.04 	 .4 	 123 	 25.48 	 36 	 4.998 	 197.2 	 300 	 227 	 195 	 4267 	-6.9 
 4.24 	 .42 	 122.9 	 25.44 	 36 	 4.999 	 197.2 	 300 	 227 	 195 	 4267 	-6.9 
 4.44 	 .44 	 123 	 25.42 	 36 	 4.992 	 197.3 	 300 	 227 	 195 	 4265 	-7 
 4.65 	 .46 	 123 	 25.06 	 35 	 4.989 	 197 	 300 	 226 	 195 	 4266 	-6.5 
