时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 154 	 100 	 8.31 	 .12 	-6.625 	 178 	 301 	 215 	 183 	 3429 	-6.9 
 154.5 	 99.8 	 8.27 	 .11 	-6.717 	 178 	 300 	 215 	 183 	 3429 	-6.9 
 155 	 99.8 	 8.43 	 .12 	-6.69 	 179 	 300 	 215 	 182 	 3428 	-6.8 
 155.5 	 100 	 8.56 	 .12 	-6.67 	 178 	 300 	 215 	 182 	 3429 	-6.6 
 156 	 100.1 	 8.49 	 .12 	-6.659 	 178 	 300 	 215 	 183 	 3429 	-7 
 156.5 	 100 	 8.75 	 .13 	-6.647 	 178 	 301 	 215 	 182 	 3430 	-7 
 157 	 99.9 	 8.78 	 .12 	-6.675 	 178 	 300 	 215 	 183 	 3430 	-6.9 
 157.5 	 99.9 	 8.74 	 .12 	-6.675 	 178 	 301 	 215 	 183 	 3429 	-6.8 
 158 	 99.9 	 8.82 	 .12 	-6.681 	 179 	 300 	 215 	 183 	 3432 	-6.8 
 158.5 	 99.9 	 8.76 	 .12 	-6.68 	 178 	 300 	 215 	 183 	 3432 	-6.8 
 159 	 99.8 	 8.83 	 .13 	-6.682 	 178 	 300 	 215 	 182 	 3428 	-6.8 
 159.5 	 99.9 	 8.8 	 .13 	-6.673 	 178 	 300 	 215 	 183 	 3432 	-7 
 160 	 100 	 8.9 	 .12 	-6.659 	 178 	 300 	 216 	 183 	 3431 	-6.6 
 160.5 	 100 	 8.88 	 .12 	-6.656 	 178 	 300 	 215 	 183 	 3431 	-6.8 
 161 	 100 	 8.74 	 .13 	-6.65 	 178 	 300 	 215 	 183 	 3431 	-6.8 
 161.5 	 100 	 8.72 	 .12 	-6.622 	 178 	 300 	 216 	 183 	 3435 	-7 
 162 	 100 	 8.86 	 .12 	-6.634 	 178 	 300 	 215 	 182 	 3432 	-6.8 
 162.5 	 100 	 8.88 	 .13 	-6.657 	 178 	 300 	 215 	 183 	 3432 	-6.6 
 163 	 100 	 8.91 	 .13 	-6.633 	 178 	 300 	 215 	 183 	 3434 	-6.9 
 163.5 	 99.9 	 8.89 	 .12 	-6.627 	 178 	 300 	 215 	 183 	 3433 	-7 
 164 	 100.2 	 8.75 	 .13 	-6.6 	 178 	 300 	 215 	 183 	 3432 	-7 
 164.5 	 100.1 	 8.82 	 .12 	-6.598 	 178 	 300 	 215 	 183 	 3435 	-6.8 
 165 	 100.1 	 8.76 	 .12 	-6.643 	 178 	 300 	 215 	 183 	 3433 	-6.6 
 165.5 	 100.1 	 8.74 	 .13 	-6.648 	 178 	 300 	 216 	 183 	 3437 	-6.5 
 166 	 100.1 	 8.83 	 .13 	-6.589 	 178 	 300 	 215 	 183 	 3434 	-6.5 
 166.5 	 100.1 	 8.64 	 .12 	-6.597 	 178 	 300 	 215 	 183 	 3434 	-6.6 
 167 	 100 	 8.41 	 .12 	-6.592 	 178 	 300 	 215 	 183 	 3433 	-7 
 167.5 	 100.1 	 8.15 	 .11 	-6.575 	 178 	 300 	 215 	 183 	 3434 	-7 
 168 	 100.1 	 8.17 	 .12 	-6.631 	 179 	 300 	 215 	 183 	 3433 	-6.9 
 168.5 	 100 	 8.14 	 .11 	-6.626 	 179 	 300 	 215 	 182 	 3435 	-6.8 
 169 	 100 	 8.12 	 .12 	-6.619 	 179 	 300 	 216 	 183 	 3435 	-6.8 
 169.5 	 100.1 	 7.93 	 .11 	-6.604 	 178 	 300 	 215 	 183 	 3434 	-6.6 
 170 	 100.2 	 7.96 	 .11 	-6.577 	 178 	 300 	 215 	 183 	 3435 	-6.8 
 170.5 	 100.2 	 7.84 	 .11 	-6.581 	 178 	 300 	 215 	 182 	 3435 	-7 
 171 	 100 	 7.71 	 .11 	-6.584 	 178 	 301 	 215 	 182 	 3433 	-6.5 
 171.5 	 100.1 	 7.6 	 .11 	-6.577 	 179 	 301 	 215 	 183 	 3435 	-6.5 
 172 	 100 	 7.59 	 .11 	-6.583 	 179 	 301 	 215 	 182 	 3435 	-6.5 
 172.5 	 100 	 7.6 	 .11 	-6.599 	 178 	 301 	 215 	 183 	 3432 	-7 
 173 	 100 	 7.64 	 .11 	-6.591 	 178 	 301 	 215 	 183 	 3435 	-6.6 
 173.5 	 100 	 7.56 	 .11 	-6.578 	 178 	 301 	 215 	 183 	 3436 	-6.5 
 174 	 100 	 7.58 	 .11 	-6.622 	 178 	 301 	 215 	 183 	 3435 	-7 
 174.5 	 99.9 	 7.6 	 .11 	-6.608 	 178 	 301 	 215 	 183 	 3435 	-6.9 
 175 	 100 	 7.56 	 .11 	-6.606 	 179 	 300 	 215 	 183 	 3433 	-6.9 
 175.5 	 100 	 7.7 	 .11 	-6.6 	 179 	 300 	 215 	 183 	 3433 	-7 
 176 	 99.9 	 7.63 	 .11 	-6.635 	 178 	 301 	 215 	 183 	 3433 	-6.9 
 176.5 	 99.9 	 7.74 	 .11 	-6.622 	 178 	 300 	 215 	 183 	 3435 	-6.6 
 177 	 100 	 7.77 	 .11 	-6.609 	 178 	 301 	 215 	 183 	 3434 	-6.9 
 177.5 	 100 	 7.75 	 .11 	-6.608 	 178 	 300 	 215 	 183 	 3435 	-6.6 
 178 	 99.9 	 7.76 	 .11 	-6.599 	 179 	 301 	 215 	 183 	 3436 	-7 
 178.5 	 99.9 	 7.9 	 .11 	-6.623 	 178 	 301 	 215 	 183 	 3435 	-6.6 
 179 	 99.9 	 8.06 	 .11 	-6.624 	 178 	 300 	 215 	 183 	 3433 	-6.6 
 179.5 	 99.8 	 8.06 	 .11 	-6.641 	 178 	 300 	 215 	 183 	 3434 	-6.8 
 180 	 99.8 	 8.3 	 .12 	-6.645 	 178 	 300 	 215 	 183 	 3435 	-6.8 
 180.5 	 99.7 	 8.48 	 .12 	-6.643 	 178 	 300 	 215 	 183 	 3435 	-7.1 
 181 	 99.8 	 8.52 	 .12 	-6.635 	 178 	 300 	 216 	 183 	 3435 	-6.5 
 181.5 	 99.9 	 8.65 	 .12 	-6.604 	 178 	 300 	 216 	 183 	 3434 	-6.8 
 182 	 99.9 	 8.56 	 .12 	-6.626 	 178 	 300 	 216 	 183 	 3436 	-6.8 
 182.5 	 99.9 	 8.56 	 .12 	-6.627 	 179 	 300 	 215 	 183 	 3434 	-6.8 
 183 	 99.9 	 8.67 	 .12 	-6.696 	 178 	 300 	 216 	 184 	 3434 	-6.9 
 183.5 	 99.9 	 8.86 	 .12 	-6.705 	 178 	 300 	 216 	 184 	 3438 	-6.8 
 184 	 99.8 	 8.85 	 .13 	-6.705 	 178 	 299 	 216 	 184 	 3436 	-6.9 
 184.5 	 99.9 	 9 	 .12 	-6.702 	 178 	 299 	 216 	 185 	 3435 	-6.8 
 185 	 100 	 8.86 	 .13 	-6.71 	 178 	 299 	 216 	 184 	 3442 	-6.8 
 185.5 	 99.9 	 9 	 .13 	-6.721 	 178 	 300 	 216 	 184 	 3442 	-6.9 
 186 	 100 	 9.03 	 .13 	-6.725 	 178 	 299 	 216 	 184 	 3445 	-6.8 
 186.5 	 100.1 	 8.99 	 .13 	-6.737 	 178 	 299 	 216 	 184 	 3447 	-6.9 
 187 	 100.1 	 8.99 	 .12 	-6.731 	 178 	 300 	 216 	 184 	 3447 	-6.6 
 187.5 	 100 	 9.03 	 .13 	-6.73 	 179 	 299 	 216 	 184 	 3446 	-6.8 
 188 	 100 	 9.02 	 .13 	-6.726 	 178 	 299 	 216 	 184 	 3449 	-6.8 
 188.5 	 100.1 	 8.96 	 .13 	-6.742 	 179 	 300 	 216 	 183 	 3450 	-6.6 
 189 	 100.1 	 8.98 	 .13 	-6.743 	 179 	 300 	 216 	 184 	 3451 	-6.9 
 189.5 	 100.1 	 9.01 	 .13 	-6.744 	 178 	 299 	 216 	 184 	 3451 	-6.8 
 190 	 100.1 	 8.97 	 .13 	-6.771 	 178 	 300 	 216 	 184 	 3451 	-6.6 
 190.5 	 100 	 9.1 	 .13 	-6.775 	 179 	 300 	 216 	 184 	 3454 	-6.6 
 191 	 100.1 	 9.07 	 .13 	-6.75 	 179 	 300 	 217 	 184 	 3454 	-6.6 
 191.5 	 100.1 	 9.04 	 .13 	-6.764 	 178 	 299 	 216 	 184 	 3452 	-6.9 
 192 	 100.1 	 8.96 	 .13 	-6.757 	 178 	 300 	 216 	 184 	 3455 	-7 
 192.5 	 100.1 	 8.95 	 .13 	-6.757 	 179 	 300 	 216 	 184 	 3453 	-6.6 
 193 	 100 	 8.95 	 .12 	-6.75 	 179 	 300 	 216 	 185 	 3455 	-6.5 
 193.5 	 100.1 	 8.97 	 .13 	-6.749 	 179 	 300 	 216 	 184 	 3453 	-6.9 
 194 	 100.1 	 8.95 	 .13 	-6.75 	 179 	 300 	 216 	 184 	 3454 	-6.5 
 194.5 	 100.1 	 8.93 	 .12 	-6.755 	 179 	 300 	 216 	 184 	 3453 	-6.9 
 195 	 100.1 	 8.86 	 .13 	-6.741 	 179 	 301 	 216 	 184 	 3454 	-6.8 
 195.5 	 100.1 	 8.87 	 .13 	-6.742 	 179 	 301 	 217 	 184 	 3454 	-7 
 196 	 100.2 	 8.66 	 .12 	-6.74 	 179 	 301 	 216 	 184 	 3453 	-6.6 
 196.5 	 100.1 	 8.5 	 .12 	-6.741 	 179 	 300 	 216 	 184 	 3453 	-6.8 
 197 	 100.1 	 8.44 	 .12 	-6.742 	 179 	 301 	 216 	 184 	 3452 	-6.8 
 197.5 	 100.1 	 8.39 	 .11 	-6.749 	 179 	 300 	 216 	 184 	 3453 	-6.9 
 198 	 100 	 8.43 	 .12 	-6.774 	 179 	 300 	 216 	 184 	 3455 	-7 
 198.5 	 100 	 8.41 	 .12 	-6.775 	 179 	 301 	 216 	 183 	 3453 	-6.6 
 199 	 100 	 8.27 	 .11 	-6.771 	 179 	 301 	 217 	 184 	 3454 	-6.5 
 199.5 	 100.1 	 8.22 	 .11 	-6.766 	 179 	 300 	 216 	 184 	 3455 	-6.8 
 200 	 100.1 	 8.16 	 .11 	-6.748 	 179 	 301 	 216 	 184 	 3454 	-7 
 200.5 	 100.2 	 7.97 	 .11 	-6.745 	 179 	 301 	 216 	 183 	 3454 	-6.8 
 201 	 100.1 	 7.98 	 .11 	-6.741 	 179 	 301 	 217 	 184 	 3454 	-6.8 
 201.5 	 100.1 	 7.92 	 .11 	-6.744 	 179 	 301 	 216 	 184 	 3455 	-6.6 
 202 	 100 	 7.75 	 .11 	-6.75 	 179 	 302 	 216 	 184 	 3457 	-6.5 
 202.5 	 100.1 	 7.84 	 .11 	-6.741 	 179 	 301 	 216 	 184 	 3456 	-6.6 
 203 	 100 	 7.75 	 .11 	-6.744 	 179 	 301 	 216 	 183 	 3456 	-6.5 
 203.5 	 100.1 	 7.65 	 .1 	-6.744 	 178 	 301 	 216 	 184 	 3454 	-7 
 204 	 100 	 7.75 	 .11 	-6.738 	 179 	 301 	 216 	 184 	 3454 	-6.4 
 204.5 	 100.1 	 7.76 	 .12 	-6.743 	 179 	 301 	 216 	 184 	 3456 	-6.6 
 205 	 100 	 8.11 	 .11 	-6.757 	 179 	 301 	 216 	 184 	 3454 	-6.9 
 205.5 	 99.9 	 7.79 	 .11 	-6.753 	 179 	 301 	 216 	 184 	 3453 	-6.5 
 206 	 100 	 7.85 	 .11 	-6.745 	 179 	 301 	 216 	 184 	 3455 	-6.8 
 206.5 	 99.8 	 7.78 	 .11 	-6.766 	 179 	 301 	 216 	 184 	 3456 	-6.8 
 207 	 100 	 7.78 	 .11 	-6.767 	 178 	 301 	 216 	 183 	 3455 	-7 
 207.5 	 99.9 	 7.74 	 .11 	-6.769 	 179 	 301 	 216 	 184 	 3454 	-7 
 208 	 99.9 	 7.72 	 .11 	-6.757 	 179 	 300 	 216 	 183 	 3452 	-7 
 208.5 	 99.9 	 7.73 	 .11 	-6.759 	 179 	 300 	 216 	 183 	 3453 	-6.9 
 209 	 99.8 	 7.67 	 .11 	-6.754 	 179 	 301 	 216 	 184 	 3455 	-6.6 
 209.5 	 99.9 	 7.62 	 .11 	-6.743 	 179 	 300 	 216 	 183 	 3456 	-7.1 
 210 	 99.9 	 7.73 	 .11 	-6.742 	 179 	 301 	 215 	 183 	 3455 	-6.6 
 210.5 	 99.9 	 7.65 	 .11 	-6.742 	 179 	 300 	 216 	 183 	 3455 	-6.5 
 211 	 99.8 	 7.66 	 .11 	-6.751 	 179 	 300 	 216 	 184 	 3453 	-7 
 211.5 	 99.9 	 7.66 	 .11 	-6.752 	 179 	 300 	 216 	 184 	 3453 	-7 
 212 	 99.9 	 7.71 	 .11 	-6.752 	 179 	 300 	 216 	 183 	 3454 	-6.8 
 212.5 	 100 	 7.68 	 .11 	-6.743 	 179 	 300 	 216 	 183 	 3455 	-6.6 
 213 	 99.8 	 7.67 	 .11 	-6.75 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 213.5 	 99.8 	 7.62 	 .11 	-6.757 	 179 	 300 	 216 	 184 	 3454 	-6.5 
 214 	 100 	 7.61 	 .11 	-6.751 	 179 	 300 	 216 	 184 	 3453 	-6.5 
 214.5 	 99.9 	 7.61 	 .11 	-6.74 	 179 	 300 	 216 	 184 	 3455 	-6.6 
 215 	 100 	 7.6 	 .11 	-6.759 	 179 	 300 	 216 	 184 	 3455 	-6.9 
 215.5 	 99.9 	 7.68 	 .11 	-6.784 	 179 	 300 	 215 	 184 	 3455 	-6.6 
 216 	 99.9 	 7.66 	 .11 	-6.792 	 179 	 300 	 216 	 183 	 3454 	-6.6 
 216.5 	 99.8 	 7.76 	 .11 	-6.785 	 179 	 300 	 216 	 184 	 3455 	-6.9 
 217 	 99.7 	 7.72 	 .11 	-6.809 	 179 	 300 	 216 	 183 	 3454 	-6.4 
 217.5 	 99.8 	 7.72 	 .11 	-6.792 	 179 	 299 	 216 	 184 	 3454 	-6.9 
 218 	 99.8 	 7.58 	 .1 	-6.794 	 179 	 300 	 216 	 184 	 3455 	-6.8 
 218.5 	 99.8 	 7.73 	 .11 	-6.762 	 179 	 300 	 216 	 184 	 3454 	-6.6 
 219 	 99.7 	 7.68 	 .11 	-6.784 	 179 	 300 	 216 	 184 	 3454 	-6.5 
 219.5 	 99.8 	 7.57 	 .11 	-6.777 	 179 	 300 	 216 	 184 	 3453 	-6.8 
 220 	 99.7 	 7.61 	 .11 	-6.784 	 179 	 300 	 216 	 184 	 3455 	-7 
 220.5 	 99.7 	 7.64 	 .11 	-6.784 	 179 	 300 	 216 	 184 	 3455 	-6.8 
 221 	 99.8 	 7.53 	 .11 	-6.778 	 179 	 300 	 216 	 184 	 3453 	-7.1 
 221.5 	 99.8 	 7.65 	 .1 	-6.78 	 179 	 300 	 215 	 184 	 3453 	-6.8 
 222 	 99.8 	 7.67 	 .11 	-6.782 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 222.5 	 99.8 	 7.52 	 .11 	-6.785 	 179 	 299 	 216 	 184 	 3455 	-6.8 
 223 	 99.8 	 7.77 	 .11 	-6.774 	 178 	 300 	 216 	 183 	 3454 	-6.6 
 223.5 	 99.7 	 7.59 	 .11 	-6.77 	 179 	 300 	 216 	 184 	 3456 	-6.9 
 224 	 99.7 	 7.6 	 .11 	-6.792 	 179 	 300 	 216 	 184 	 3453 	-6.9 
 224.5 	 99.8 	 7.59 	 .11 	-6.789 	 178 	 300 	 216 	 184 	 3455 	-6.6 
 225 	 99.9 	 7.78 	 .11 	-6.78 	 179 	 299 	 216 	 183 	 3454 	-6.8 
 225.5 	 99.9 	 7.67 	 .12 	-6.782 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 226 	 99.8 	 7.61 	 .11 	-6.782 	 179 	 299 	 216 	 184 	 3454 	-6.6 
 226.5 	 99.8 	 7.65 	 .11 	-6.788 	 179 	 300 	 215 	 184 	 3455 	-6.4 
 227 	 99.7 	 7.69 	 .1 	-6.784 	 179 	 300 	 216 	 184 	 3455 	-6.6 
 227.5 	 99.8 	 7.73 	 .11 	-6.788 	 179 	 300 	 216 	 183 	 3452 	-6.8 
 228 	 99.8 	 7.8 	 .11 	-6.781 	 179 	 300 	 216 	 183 	 3455 	-7 
 228.5 	 99.8 	 7.75 	 .12 	-6.784 	 179 	 299 	 216 	 184 	 3454 	-6.8 
 229 	 99.7 	 7.8 	 .11 	-6.791 	 179 	 300 	 216 	 184 	 3453 	-6.4 
 229.5 	 99.6 	 7.98 	 .11 	-6.789 	 179 	 300 	 216 	 184 	 3455 	-6.9 
 230 	 99.7 	 7.95 	 .11 	-6.774 	 179 	 300 	 216 	 184 	 3454 	-6.4 
 230.5 	 99.7 	 8.01 	 .11 	-6.782 	 179 	 300 	 216 	 184 	 3456 	-6.8 
 231 	 99.8 	 8.14 	 .11 	-6.771 	 179 	 300 	 216 	 184 	 3453 	-7 
 231.5 	 99.8 	 8.2 	 .12 	-6.792 	 179 	 300 	 216 	 184 	 3456 	-6.5 
 232 	 99.8 	 8.09 	 .11 	-6.771 	 179 	 300 	 216 	 183 	 3454 	-6.5 
 232.5 	 99.7 	 8.25 	 .12 	-6.783 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 233 	 99.7 	 8.29 	 .12 	-6.784 	 179 	 299 	 216 	 184 	 3454 	-6.9 
 233.5 	 99.7 	 8.36 	 .12 	-6.785 	 179 	 300 	 216 	 184 	 3456 	-6.8 
 234 	 99.9 	 8.38 	 .12 	-6.793 	 179 	 300 	 216 	 183 	 3453 	-6.9 
 234.5 	 99.8 	 8.4 	 .12 	-6.78 	 179 	 300 	 216 	 184 	 3455 	-6.9 
 235 	 99.8 	 8.37 	 .12 	-6.788 	 179 	 300 	 216 	 184 	 3456 	-6.6 
 235.5 	 99.8 	 8.31 	 .12 	-6.784 	 179 	 300 	 216 	 184 	 3456 	-6.5 
 236 	 99.7 	 8.33 	 .12 	-6.782 	 178 	 300 	 216 	 184 	 3453 	-6.6 
 236.5 	 99.8 	 8.59 	 .12 	-6.784 	 179 	 300 	 216 	 184 	 3453 	-6.8 
 237 	 99.9 	 8.5 	 .12 	-6.768 	 179 	 300 	 216 	 184 	 3454 	-6.3 
 237.5 	 99.9 	 8.5 	 .11 	-6.78 	 179 	 300 	 216 	 184 	 3455 	-6.5 
 238 	 99.8 	 8.45 	 .12 	-6.774 	 179 	 300 	 216 	 184 	 3453 	-7 
 238.5 	 99.7 	 8.4 	 .12 	-6.77 	 179 	 300 	 216 	 184 	 3452 	-6.8 
 239 	 99.8 	 8.53 	 .12 	-6.779 	 179 	 300 	 216 	 184 	 3451 	-6.9 
 239.5 	 99.8 	 8.59 	 .12 	-6.779 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 240 	 99.9 	 8.51 	 .12 	-6.775 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 240.5 	 99.8 	 8.56 	 .12 	-6.775 	 179 	 300 	 216 	 184 	 3454 	-6.9 
 241 	 99.8 	 8.58 	 .12 	-6.773 	 179 	 300 	 216 	 184 	 3455 	-6.5 
 241.5 	 99.8 	 8.7 	 .12 	-6.776 	 179 	 300 	 216 	 184 	 3453 	-6.6 
 242 	 99.8 	 8.71 	 .12 	-6.786 	 179 	 300 	 216 	 184 	 3454 	-6.9 
 242.5 	 99.8 	 8.69 	 .13 	-6.782 	 179 	 300 	 217 	 184 	 3455 	-6.9 
 243 	 99.8 	 8.82 	 .12 	-6.798 	 179 	 300 	 217 	 184 	 3457 	-6.8 
 243.5 	 99.9 	 8.76 	 .12 	-6.782 	 179 	 299 	 216 	 184 	 3452 	-6.6 
 244 	 99.8 	 8.73 	 .12 	-6.788 	 179 	 300 	 216 	 184 	 3455 	-6.6 
 244.5 	 99.8 	 8.72 	 .12 	-6.788 	 179 	 300 	 216 	 184 	 3454 	-6.8 
 245 	 99.9 	 8.85 	 .12 	-6.781 	 179 	 300 	 217 	 185 	 3456 	-6.4 
 245.5 	 99.9 	 8.83 	 .13 	-6.777 	 179 	 299 	 217 	 185 	 3456 	-6.6 
 246 	 99.9 	 8.89 	 .13 	-6.765 	 179 	 300 	 217 	 185 	 3459 	-6.8 
 246.5 	 100 	 8.95 	 .13 	-6.789 	 179 	 300 	 216 	 185 	 3459 	-6.9 
 247 	 100 	 9 	 .13 	-6.773 	 179 	 300 	 217 	 185 	 3462 	-6.9 
 247.5 	 100 	 9.14 	 .13 	-6.778 	 179 	 300 	 217 	 185 	 3462 	-7 
 248 	 100 	 9.14 	 .13 	-6.783 	 179 	 300 	 217 	 185 	 3464 	-6.6 
 248.5 	 100.1 	 9.26 	 .13 	-6.777 	 179 	 299 	 217 	 186 	 3468 	-6.5 
 249 	 100.2 	 9.27 	 .13 	-6.779 	 179 	 300 	 217 	 185 	 3470 	-6.6 
 249.5 	 100.3 	 9.19 	 .13 	-6.772 	 179 	 300 	 217 	 186 	 3472 	-6.9 
 250 	 100.3 	 9.37 	 .13 	-6.782 	 179 	 300 	 217 	 186 	 3471 	-7 
 250.5 	 100.4 	 9.36 	 .13 	-6.775 	 179 	 300 	 218 	 186 	 3475 	-6.4 
 251 	 100.5 	 9.4 	 .13 	-6.793 	 179 	 300 	 218 	 187 	 3478 	-6.6 
 251.5 	 100.6 	 9.45 	 .13 	-6.788 	 179 	 300 	 218 	 187 	 3481 	-6.9 
 252 	 100.7 	 9.53 	 .13 	-6.785 	 179 	 300 	 218 	 187 	 3486 	-6.6 
 252.5 	 100.8 	 9.5 	 .14 	-6.781 	 180 	 300 	 219 	 188 	 3489 	-7 
 253 	 100.9 	 9.71 	 .14 	-6.782 	 180 	 299 	 219 	 188 	 3493 	-7.1 
 253.5 	 101 	 9.66 	 .14 	-6.775 	 180 	 300 	 219 	 188 	 3496 	-6.9 
 254 	 101.2 	 9.77 	 .14 	-6.771 	 180 	 300 	 220 	 189 	 3500 	-6.5 
 254.5 	 101.4 	 9.93 	 .14 	-6.775 	 180 	 300 	 220 	 188 	 3503 	-6.9 
 255 	 101.4 	 9.91 	 .14 	-6.771 	 180 	 300 	 220 	 189 	 3507 	-6.6 
 255.5 	 101.5 	 9.95 	 .14 	-6.779 	 180 	 299 	 220 	 189 	 3511 	-6.6 
 256 	 101.6 	 10.05 	 .14 	-6.77 	 180 	 300 	 220 	 190 	 3514 	-6.8 
 256.5 	 101.9 	 10.18 	 .14 	-6.768 	 181 	 300 	 220 	 190 	 3523 	-7 
 257 	 102 	 10.27 	 .14 	-6.769 	 181 	 300 	 221 	 190 	 3527 	-7 
 257.5 	 102.1 	 10.42 	 .15 	-6.767 	 181 	 300 	 221 	 190 	 3530 	-6.6 
 258 	 102.2 	 10.37 	 .14 	-6.768 	 181 	 300 	 221 	 190 	 3535 	-6.6 
 258.5 	 102.3 	 10.61 	 .15 	-6.774 	 181 	 300 	 221 	 191 	 3538 	-6.6 
 259 	 102.4 	 10.62 	 .15 	-6.766 	 181 	 300 	 222 	 191 	 3543 	-6.6 
 259.5 	 102.6 	 10.69 	 .15 	-6.778 	 181 	 300 	 222 	 190 	 3545 	-6.9 
 260 	 102.7 	 10.62 	 .15 	-6.771 	 181 	 300 	 222 	 191 	 3549 	-6.8 
 260.5 	 102.8 	 10.73 	 .15 	-6.775 	 181 	 300 	 222 	 191 	 3555 	-6.4 
 261 	 102.8 	 10.83 	 .16 	-6.768 	 181 	 300 	 223 	 191 	 3558 	-6.8 
 261.5 	 103 	 10.8 	 .15 	-6.775 	 182 	 301 	 222 	 191 	 3563 	-6.5 
 262 	 103.1 	 10.88 	 .15 	-6.769 	 182 	 300 	 223 	 191 	 3565 	-6.5 
 262.5 	 103.2 	 10.97 	 .16 	-6.757 	 182 	 301 	 222 	 191 	 3569 	-6.5 
 263 	 103.3 	 10.88 	 .15 	-6.759 	 182 	 300 	 223 	 191 	 3573 	-6.6 
 263.5 	 103.2 	 10.9 	 .16 	-6.765 	 182 	 300 	 223 	 190 	 3575 	-6.8 
 264 	 103.4 	 11.02 	 .16 	-6.766 	 182 	 300 	 223 	 191 	 3579 	-6.9 
 264.5 	 103.5 	 11.04 	 .16 	-6.763 	 182 	 300 	 223 	 191 	 3580 	-6.8 
 265 	 103.6 	 11.13 	 .16 	-6.761 	 182 	 300 	 223 	 191 	 3583 	-6.8 
 265.5 	 103.5 	 11.14 	 .16 	-6.76 	 182 	 301 	 223 	 191 	 3586 	-6.6 
 266 	 103.5 	 11.14 	 .16 	-6.763 	 182 	 300 	 223 	 191 	 3587 	-6.8 
 266.5 	 103.6 	 11.13 	 .16 	-6.778 	 182 	 300 	 223 	 191 	 3589 	-7 
 267 	 103.7 	 11.24 	 .16 	-6.772 	 182 	 301 	 223 	 191 	 3588 	-6.4 
 267.5 	 103.8 	 11.24 	 .16 	-6.773 	 182 	 300 	 223 	 192 	 3592 	-6.8 
 268 	 103.8 	 11.19 	 .16 	-6.765 	 183 	 300 	 223 	 191 	 3593 	-6.6 
 268.5 	 103.8 	 11.22 	 .16 	-6.765 	 183 	 301 	 223 	 191 	 3596 	-6.9 
 269 	 104 	 11.35 	 .16 	-6.764 	 182 	 300 	 223 	 191 	 3601 	-6.8 
 269.5 	 104 	 11.4 	 .16 	-6.751 	 183 	 300 	 224 	 191 	 3601 	-6.8 
 270 	 104.1 	 11.41 	 .16 	-6.754 	 183 	 301 	 224 	 192 	 3603 	-6.9 
 270.5 	 104.1 	 11.49 	 .16 	-6.763 	 183 	 300 	 224 	 192 	 3605 	-6.5 
 271 	 104.1 	 11.54 	 .16 	-6.759 	 183 	 300 	 224 	 192 	 3603 	-6.8 
 271.5 	 104.2 	 11.58 	 .16 	-6.757 	 182 	 300 	 224 	 193 	 3608 	-6.6 
 272 	 104.3 	 11.54 	 .16 	-6.752 	 183 	 300 	 224 	 192 	 3609 	-6.4 
 272.5 	 104.4 	 11.62 	 .17 	-6.758 	 183 	 300 	 224 	 192 	 3612 	-6.8 
 273 	 104.3 	 11.63 	 .16 	-6.762 	 183 	 300 	 224 	 192 	 3613 	-6.9 
 273.5 	 104.3 	 11.72 	 .16 	-6.755 	 183 	 300 	 224 	 192 	 3613 	-6.9 
 274 	 104.4 	 11.62 	 .17 	-6.748 	 183 	 300 	 224 	 192 	 3617 	-6.9 
 274.5 	 104.6 	 11.71 	 .17 	-6.749 	 183 	 301 	 225 	 193 	 3619 	-6.6 
 275 	 104.6 	 11.87 	 .17 	-6.759 	 183 	 300 	 224 	 192 	 3619 	-6.6 
 275.5 	 104.6 	 11.8 	 .17 	-6.759 	 183 	 300 	 224 	 192 	 3621 	-6.8 
 276 	 104.6 	 11.81 	 .17 	-6.764 	 183 	 300 	 225 	 192 	 3624 	-6.8 
 276.5 	 104.7 	 11.92 	 .17 	-6.767 	 183 	 301 	 225 	 193 	 3626 	-6.8 
 277 	 104.8 	 11.85 	 .17 	-6.776 	 183 	 300 	 225 	 193 	 3626 	-6.8 
 277.5 	 104.8 	 11.85 	 .17 	-6.767 	 183 	 300 	 225 	 193 	 3629 	-6.9 
 278 	 104.8 	 11.95 	 .17 	-6.76 	 183 	 300 	 225 	 192 	 3630 	-6.5 
 278.5 	 104.8 	 12.02 	 .17 	-6.756 	 183 	 300 	 225 	 193 	 3632 	-6.9 
 279 	 105 	 12.12 	 .17 	-6.761 	 183 	 300 	 225 	 193 	 3633 	-6.6 
 279.5 	 105 	 12.12 	 .17 	-6.761 	 184 	 300 	 225 	 193 	 3634 	-7 
 280 	 104.9 	 12.22 	 .17 	-6.761 	 184 	 300 	 226 	 193 	 3637 	-6.6 
 280.5 	 105.1 	 12.21 	 .18 	-6.748 	 184 	 300 	 225 	 193 	 3637 	-6.9 
 281 	 105.2 	 12.15 	 .17 	-6.75 	 184 	 300 	 226 	 193 	 3639 	-6.8 
 281.5 	 105.3 	 12.26 	 .17 	-6.749 	 184 	 300 	 225 	 193 	 3642 	-6.9 
