时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.2 	 20.62 	 292 	 3.992 	 196.7 	 300 	 224 	 192 	 4265 	-6.8 
 .2 	 .02 	 122.1 	 20.79 	 30 	 3.984 	 197 	 300 	 224 	 192 	 4267 	-7 
 .4 	 .04 	 122.2 	 20.85 	 29 	 3.986 	 196.7 	 299 	 224 	 192 	 4266 	-6.9 
 .61 	 .06 	 122.1 	 20.78 	 30 	 3.986 	 196.8 	 299 	 224 	 192 	 4266 	-6.6 
 .81 	 .08 	 122.1 	 21.05 	 30 	 3.996 	 196.9 	 300 	 224 	 192 	 4266 	-6.8 
 1.01 	 .1 	 122.1 	 21.28 	 30 	 3.998 	 196.8 	 300 	 224 	 192 	 4267 	-6.4 
 1.21 	 .12 	 122.2 	 21.42 	 31 	 4 	 196.6 	 300 	 223 	 192 	 4266 	-6.8 
 1.41 	 .14 	 122.1 	 21.63 	 31 	 4 	 196.6 	 299 	 224 	 192 	 4266 	-6.8 
 1.62 	 .16 	 122.2 	 22.05 	 31 	 4.03 	 196.8 	 299 	 224 	 192 	 4265 	-6.9 
 1.82 	 .18 	 122.2 	 22.32 	 32 	 4.043 	 196.9 	 299 	 224 	 192 	 4266 	-6.6 
 2.02 	 .2 	 122.2 	 22.67 	 33 	 4.048 	 196.5 	 300 	 224 	 192 	 4266 	-6.9 
 2.22 	 .22 	 122.2 	 23.13 	 33 	 4.074 	 197 	 300 	 224 	 192 	 4267 	-7 
 2.42 	 .24 	 122.2 	 23.22 	 33 	 4.092 	 196.9 	 300 	 224 	 192 	 4265 	-6.6 
 2.63 	 .26 	 122.1 	 23.39 	 34 	 4.084 	 196.8 	 300 	 224 	 192 	 4265 	-6.4 
 2.83 	 .28 	 122.2 	 23.67 	 33 	 4.097 	 196.7 	 299 	 224 	 193 	 4267 	-6.3 
 3.03 	 .3 	 122.2 	 23.69 	 34 	 4.109 	 196.8 	 299 	 224 	 193 	 4263 	-6.9 
 3.23 	 .32 	 122.2 	 23.64 	 34 	 4.119 	 196.8 	 299 	 224 	 192 	 4267 	-6.8 
 3.43 	 .34 	 122.2 	 23.74 	 34 	 4.111 	 196.9 	 299 	 224 	 192 	 4266 	-6.8 
 3.64 	 .36 	 122.2 	 23.83 	 34 	 4.116 	 196.8 	 300 	 224 	 192 	 4266 	-6.4 
 3.84 	 .38 	 122.2 	 23.83 	 34 	 4.118 	 196.8 	 300 	 223 	 192 	 4267 	-6.6 
 4.04 	 .4 	 122.3 	 23.78 	 33 	 4.129 	 196.8 	 299 	 224 	 192 	 4267 	-6.6 
 4.24 	 .42 	 122.3 	 23.77 	 34 	 4.126 	 196.7 	 300 	 224 	 192 	 4267 	-7 
 4.44 	 .44 	 122.3 	 23.78 	 33 	 4.13 	 197.1 	 300 	 224 	 192 	 4266 	-7 
 4.65 	 .46 	 122.3 	 23.65 	 33 	 4.127 	 196.8 	 299 	 224 	 193 	 4266 	-6.9 
 4.85 	 .48 	 122.3 	 23.43 	 33 	 4.132 	 196.8 	 300 	 224 	 192 	 4265 	-7 
 5.05 	 .5 	 122.2 	 22.89 	 31 	 4.124 	 196.7 	 300 	 224 	 193 	 4267 	-6.9 
 5.25 	 .52 	 122.2 	 22.56 	 32 	 4.107 	 196.8 	 300 	 224 	 192 	 4265 	-7 
 5.45 	 .54 	 122.2 	 22.17 	 31 	 4.099 	 196.8 	 299 	 224 	 192 	 4267 	-6.8 
