时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.5 	 20.79 	 294 	 4.335 	 197.1 	 300 	 226 	 194 	 4267 	-6.6 
 .2 	 .02 	 122.4 	 20.73 	 30 	 4.338 	 197.3 	 299 	 227 	 194 	 4268 	-6.5 
 .4 	 .04 	 122.4 	 20.7 	 30 	 4.351 	 197 	 299 	 226 	 195 	 4265 	-7 
 .61 	 .06 	 122.4 	 20.85 	 30 	 4.336 	 197.2 	 300 	 226 	 195 	 4266 	-6.6 
 .81 	 .08 	 122.5 	 21.11 	 30 	 4.344 	 196.9 	 300 	 226 	 194 	 4266 	-6.4 
 1.01 	 .1 	 122.5 	 21.34 	 31 	 4.345 	 197.5 	 299 	 226 	 194 	 4266 	-6.9 
 1.21 	 .12 	 122.4 	 21.74 	 32 	 4.366 	 197.1 	 300 	 226 	 195 	 4267 	-6.9 
 1.41 	 .14 	 122.4 	 22.44 	 33 	 4.383 	 197 	 299 	 226 	 194 	 4268 	-7.1 
 1.62 	 .16 	 122.4 	 22.84 	 33 	 4.415 	 197.3 	 300 	 227 	 195 	 4265 	-6.5 
 1.82 	 .18 	 122.5 	 23.3 	 34 	 4.42 	 197 	 300 	 226 	 194 	 4267 	-6.6 
 2.02 	 .2 	 122.5 	 23.97 	 34 	 4.466 	 197.2 	 299 	 226 	 195 	 4266 	-6.4 
 2.22 	 .22 	 122.6 	 24.27 	 35 	 4.492 	 196.6 	 300 	 226 	 195 	 4266 	-6.8 
 2.42 	 .24 	 122.6 	 24.58 	 35 	 4.494 	 197 	 300 	 226 	 194 	 4266 	-6.8 
 2.63 	 .26 	 122.6 	 24.84 	 36 	 4.521 	 197.2 	 300 	 226 	 194 	 4265 	-6.5 
 2.83 	 .28 	 122.5 	 25.01 	 36 	 4.547 	 196.9 	 300 	 226 	 194 	 4264 	-6.6 
 3.03 	 .3 	 122.7 	 24.95 	 35 	 4.568 	 197 	 300 	 226 	 195 	 4266 	-6.9 
 3.23 	 .32 	 122.6 	 25.15 	 35 	 4.556 	 197.2 	 300 	 226 	 194 	 4268 	-7 
 3.43 	 .34 	 122.6 	 25.16 	 35 	 4.559 	 197.2 	 300 	 225 	 194 	 4266 	-6.9 
 3.64 	 .36 	 122.5 	 25.11 	 35 	 4.566 	 196.9 	 300 	 226 	 194 	 4266 	-6.8 
 3.84 	 .38 	 122.6 	 24.98 	 35 	 4.58 	 197.1 	 301 	 225 	 194 	 4266 	-6.8 
 4.04 	 .4 	 122.6 	 24.95 	 35 	 4.589 	 197.1 	 299 	 226 	 194 	 4267 	-6.8 
 4.24 	 .42 	 122.6 	 24.94 	 35 	 4.584 	 197.2 	 301 	 226 	 194 	 4266 	-6.8 
 4.44 	 .44 	 122.7 	 24.81 	 35 	 4.584 	 197.4 	 300 	 226 	 194 	 4265 	-6.8 
 4.65 	 .46 	 122.7 	 24.54 	 35 	 4.58 	 197.2 	 299 	 226 	 194 	 4265 	-6.6 
 4.85 	 .48 	 122.6 	 23.95 	 34 	 4.568 	 197.3 	 299 	 226 	 194 	 4265 	-6.6 
 5.05 	 .5 	 122.6 	 23.6 	 33 	 4.562 	 197 	 300 	 225 	 194 	 4268 	-6.8 
 5.25 	 .52 	 122.7 	 23.18 	 32 	 4.56 	 197.1 	 300 	 226 	 194 	 4267 	-6.4 
 5.45 	 .54 	 122.7 	 22.11 	 31 	 4.514 	 197.1 	 299 	 226 	 194 	 4267 	-6.9 
 5.66 	 .56 	 122.6 	 21.58 	 30 	 4.495 	 196.9 	 300 	 226 	 194 	 4265 	-7.1 
 5.86 	 .58 	 122.5 	 20.93 	 29 	 4.476 	 197.3 	 299 	 225 	 194 	 4266 	-7 
 6.06 	 .6 	 122.6 	 20.55 	 28 	 4.441 	 197 	 300 	 225 	 193 	 4265 	-6.6 
 6.26 	 .62 	 122.5 	 19.39 	 27 	 4.402 	 196.9 	 299 	 226 	 194 	 4267 	-6.9 
 6.46 	 .64 	 122.5 	 19.07 	 26 	 4.366 	 197.3 	 299 	 225 	 194 	 4265 	-6.5 
 6.67 	 .66 	 122.4 	 18.57 	 26 	 4.363 	 197 	 300 	 226 	 194 	 4267 	-6.8 
 6.87 	 .68 	 122.5 	 17.83 	 25 	 4.306 	 196.9 	 300 	 226 	 194 	 4267 	-6.6 
 7.07 	 .7 	 122.4 	 17.41 	 24 	 4.279 	 196.9 	 299 	 226 	 193 	 4263 	-6.9 
 7.27 	 .72 	 122.4 	 17.28 	 23 	 4.282 	 197.3 	 300 	 226 	 194 	 4265 	-6.6 
 7.47 	 .74 	 122.3 	 16.9 	 24 	 4.233 	 196.8 	 299 	 226 	 194 	 4264 	-6.9 
 7.68 	 .76 	 122.4 	 16.58 	 23 	 4.212 	 197.3 	 299 	 226 	 194 	 4266 	-6.9 
 7.88 	 .78 	 122.3 	 16.48 	 23 	 4.202 	 197.1 	 300 	 225 	 194 	 4266 	-7 
 8.08 	 .8 	 122.4 	 16.39 	 23 	 4.197 	 197.1 	 300 	 225 	 194 	 4267 	-7 
 8.28 	 .82 	 122.3 	 16.13 	 23 	 4.177 	 197 	 300 	 226 	 194 	 4266 	-6.6 
 8.48 	 .84 	 122.4 	 16.26 	 23 	 4.169 	 197.2 	 300 	 226 	 194 	 4266 	-6.9 
 8.69 	 .86 	 122.4 	 16.29 	 23 	 4.172 	 197.1 	 300 	 226 	 194 	 4265 	-7 
 8.89 	 .88 	 122.3 	 16.19 	 23 	 4.174 	 197.1 	 299 	 226 	 194 	 4265 	-7 
 9.09 	 .9 	 122.3 	 16.26 	 23 	 4.175 	 196.9 	 300 	 225 	 194 	 4267 	-6.6 
 9.29 	 .92 	 122.4 	 16.24 	 23 	 4.163 	 197.1 	 300 	 226 	 194 	 4265 	-6.8 
 9.49 	 .94 	 122.3 	 16.43 	 24 	 4.173 	 197.6 	 299 	 226 	 194 	 4267 	-6.9 
 9.7 	 .96 	 122.4 	 17 	 24 	 4.186 	 197 	 299 	 226 	 195 	 4267 	-6.8 
 9.9 	 .99 	 122.3 	 17.28 	 25 	 4.201 	 197 	 299 	 226 	 194 	 4267 	-6.9 
 10.1 	 1.01 	 122.3 	 17.68 	 26 	 4.206 	 197.1 	 300 	 227 	 195 	 4267 	-6.8 
