时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 128.2 	 20.73 	 293 	 10.476 	 197.4 	 300 	 234 	 202 	 4267 	-7.9 
 .2 	 .02 	 128.2 	 20.8 	 29 	 10.475 	 197.4 	 299 	 234 	 202 	 4265 	-7.6 
 .4 	 .04 	 128.3 	 20.72 	 29 	 10.473 	 197.4 	 300 	 234 	 202 	 4268 	-7.5 
 .61 	 .06 	 128.3 	 20.98 	 31 	 10.479 	 197.3 	 300 	 234 	 202 	 4266 	-7.8 
 .81 	 .08 	 128.2 	 22.07 	 31 	 10.539 	 197.6 	 300 	 234 	 202 	 4266 	-7.9 
 1.01 	 .1 	 128.3 	 22.69 	 33 	 10.58 	 197.2 	 301 	 233 	 203 	 4268 	-7.6 
 1.21 	 .12 	 128.4 	 23.51 	 34 	 10.627 	 197.4 	 300 	 233 	 201 	 4269 	-7.6 
 1.41 	 .14 	 128.4 	 24.31 	 36 	 10.684 	 197.6 	 300 	 233 	 201 	 4266 	-7.5 
 1.62 	 .16 	 128.6 	 25.84 	 37 	 10.819 	 197.2 	 301 	 231 	 200 	 4267 	-7.9 
 1.82 	 .18 	 128.6 	 26.55 	 39 	 10.869 	 197.3 	 301 	 230 	 199 	 4268 	-7.6 
 2.02 	 .2 	 128.6 	 27.37 	 40 	 10.938 	 197.3 	 301 	 231 	 199 	 4268 	-7.4 
 2.22 	 .22 	 128.8 	 28.6 	 41 	 11.04 	 197.5 	 301 	 230 	 198 	 4268 	-7.5 
 2.42 	 .24 	 128.7 	 29.1 	 42 	 11.078 	 197.5 	 301 	 229 	 197 	 4266 	-7.8 
 2.63 	 .26 	 128.8 	 29.3 	 42 	 11.122 	 197.6 	 302 	 228 	 197 	 4267 	-7.1 
 2.83 	 .28 	 128.8 	 29.58 	 42 	 11.157 	 197.7 	 301 	 228 	 197 	 4268 	-7.5 
 3.03 	 .3 	 128.8 	 29.86 	 42 	 11.227 	 197.4 	 301 	 227 	 197 	 4266 	-7.6 
 3.23 	 .32 	 128.9 	 29.79 	 42 	 11.246 	 197.4 	 302 	 227 	 196 	 4268 	-8 
 3.43 	 .34 	 128.9 	 29.9 	 43 	 11.257 	 197.3 	 301 	 227 	 196 	 4268 	-7.6 
 3.64 	 .36 	 128.9 	 29.57 	 42 	 11.258 	 197.6 	 301 	 227 	 196 	 4266 	-7.6 
 3.84 	 .38 	 128.9 	 29.34 	 42 	 11.28 	 197.4 	 300 	 227 	 196 	 4268 	-7.8 
 4.04 	 .4 	 128.9 	 29.39 	 41 	 11.269 	 197.6 	 301 	 227 	 196 	 4266 	-7.8 
 4.24 	 .42 	 129 	 28.94 	 40 	 11.274 	 197.4 	 300 	 227 	 196 	 4268 	-7.4 
 4.44 	 .44 	 129 	 28.15 	 39 	 11.263 	 197.6 	 301 	 227 	 196 	 4267 	-7.6 
 4.65 	 .46 	 129 	 27.55 	 38 	 11.255 	 197.3 	 300 	 226 	 196 	 4267 	-7.8 
 4.85 	 .48 	 128.9 	 26.83 	 36 	 11.213 	 197.4 	 300 	 226 	 196 	 4268 	-7.9 
