时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 126.7 	 20.89 	 296 	 9.001 	 197.3 	 300 	 233 	 201 	 4265 	-7.6 
 .2 	 .02 	 126.9 	 20.83 	 30 	 9.027 	 197.5 	 300 	 232 	 201 	 4269 	-7.4 
 .4 	 .04 	 126.8 	 20.89 	 31 	 9.003 	 197.9 	 300 	 233 	 201 	 4266 	-7.8 
 .61 	 .06 	 126.9 	 21.12 	 30 	 9.014 	 197.4 	 300 	 233 	 201 	 4266 	-7.8 
 .81 	 .08 	 126.8 	 21.54 	 32 	 9.034 	 197.5 	 300 	 233 	 201 	 4267 	-7.6 
 1.01 	 .1 	 127 	 22.57 	 33 	 9.107 	 197.6 	 300 	 232 	 200 	 4267 	-7.6 
 1.21 	 .12 	 127 	 23.23 	 34 	 9.144 	 197.6 	 300 	 232 	 200 	 4268 	-7.5 
 1.41 	 .14 	 127 	 24.03 	 35 	 9.202 	 197.2 	 300 	 232 	 200 	 4268 	-7.6 
 1.62 	 .16 	 127 	 25.62 	 36 	 9.316 	 197.3 	 300 	 230 	 199 	 4268 	-7.8 
 1.82 	 .18 	 127.1 	 26.37 	 38 	 9.37 	 197.4 	 301 	 230 	 199 	 4268 	-7.6 
 2.02 	 .2 	 127.3 	 26.99 	 39 	 9.42 	 197.6 	 301 	 230 	 198 	 4266 	-7.6 
 2.22 	 .22 	 127.1 	 27.49 	 40 	 9.459 	 197.3 	 301 	 229 	 198 	 4266 	-7.1 
 2.42 	 .24 	 127.3 	 28.34 	 41 	 9.543 	 197.6 	 301 	 228 	 197 	 4266 	-7.5 
 2.63 	 .26 	 127.3 	 28.71 	 41 	 9.579 	 197.3 	 302 	 229 	 197 	 4266 	-7.5 
 2.83 	 .28 	 127.4 	 28.88 	 41 	 9.607 	 197.7 	 302 	 228 	 197 	 4267 	-7.4 
 3.03 	 .3 	 127.3 	 29.06 	 41 	 9.67 	 197.6 	 301 	 227 	 197 	 4266 	-7.4 
 3.23 	 .32 	 127.5 	 29.05 	 41 	 9.68 	 197.5 	 301 	 227 	 196 	 4266 	-7.9 
 3.43 	 .34 	 127.4 	 29.12 	 42 	 9.688 	 197.5 	 301 	 227 	 196 	 4267 	-8 
 3.64 	 .36 	 127.3 	 28.78 	 41 	 9.711 	 197.3 	 301 	 228 	 195 	 4268 	-7.6 
 3.84 	 .38 	 127.4 	 28.6 	 40 	 9.708 	 197.3 	 301 	 227 	 196 	 4268 	-7.6 
 4.04 	 .4 	 127.4 	 28.5 	 40 	 9.712 	 197.5 	 301 	 228 	 196 	 4267 	-7.8 
 4.24 	 .42 	 127.5 	 28.5 	 39 	 9.698 	 197.2 	 301 	 227 	 196 	 4266 	-7.6 
 4.44 	 .44 	 127.5 	 27.49 	 38 	 9.705 	 197.3 	 301 	 227 	 196 	 4267 	-8.3 
 4.65 	 .46 	 127.4 	 26.9 	 37 	 9.699 	 197.5 	 300 	 227 	 196 	 4269 	-7.6 
 4.85 	 .48 	 127.4 	 26.23 	 35 	 9.677 	 197.3 	 300 	 227 	 196 	 4267 	-7.1 
 5.05 	 .5 	 127.4 	 24.42 	 34 	 9.606 	 197.6 	 300 	 227 	 196 	 4266 	-8 
 5.25 	 .52 	 127.4 	 23.48 	 32 	 9.574 	 197.3 	 300 	 227 	 196 	 4266 	-7.4 
 5.45 	 .54 	 127.4 	 22.55 	 30 	 9.533 	 197.5 	 300 	 227 	 196 	 4268 	-7.8 
 5.66 	 .56 	 127.4 	 21.65 	 29 	 9.495 	 197.3 	 300 	 227 	 197 	 4265 	-7.1 
 5.86 	 .58 	 127.3 	 19.87 	 27 	 9.398 	 197.3 	 300 	 228 	 196 	 4267 	-7.8 
 6.06 	 .6 	 127.1 	 19.02 	 26 	 9.348 	 197.6 	 300 	 228 	 197 	 4266 	-7.6 
 6.26 	 .62 	 127.1 	 18.23 	 25 	 9.29 	 197.3 	 299 	 228 	 197 	 4266 	-7.4 
 6.46 	 .64 	 126.9 	 16.86 	 23 	 9.158 	 197.6 	 299 	 229 	 198 	 4267 	-7.5 
 6.67 	 .66 	 127.1 	 15.96 	 22 	 9.102 	 197.5 	 299 	 230 	 198 	 4268 	-7.6 
 6.87 	 .68 	 127 	 15.45 	 21 	 9.037 	 197.3 	 299 	 230 	 198 	 4267 	-7.5 
