,efit,efit,efit,nofit,nofit,nofit
,a,b,r,a,b,r
,,,,,,
period 2,0.003914012574679644,0.0005216933381860366,0.9949012494118372,0.004193970721889503,0.00040415304001067455,0.9867104843657362
period 3,0.004153079981054471,0.000494813657063966,0.9970535969568939,0.0045502705457610235,0.0003598492751294634,0.9865936397002253
period 4,0.003954023906539693,0.0005095606969678561,0.992267509397972,0.004045526313152907,0.00040986171382629,0.9909746793449388
period 5,0.003684839960413217,0.0005263436917792611,0.9879770123411137,0.004185386312552263,0.00039195705779393914,0.9639804114701834
period 6,0.003924493168049254,0.0004915461730568663,0.9958745453595628,0.004187108303258656,0.0003776754520908815,0.8913797917804516
