时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 122.1 	 20.72 	 293 	 3.87 	 196.6 	 299 	 221 	 189 	 4263 	-6.8 
 .2 	 .02 	 122 	 20.78 	 30 	 3.863 	 196.9 	 300 	 221 	 190 	 4264 	-7 
 .4 	 .04 	 122 	 20.79 	 29 	 3.878 	 196.7 	 299 	 221 	 190 	 4263 	-6.6 
 .61 	 .06 	 122 	 20.76 	 30 	 3.863 	 196.7 	 299 	 221 	 190 	 4264 	-7 
 .81 	 .08 	 122 	 20.84 	 29 	 3.862 	 196.9 	 299 	 221 	 190 	 4263 	-6.6 
 1.01 	 .1 	 122 	 20.83 	 30 	 3.86 	 196.5 	 300 	 221 	 190 	 4265 	-6.6 
 1.21 	 .12 	 122.1 	 20.82 	 30 	 3.859 	 196.7 	 299 	 222 	 190 	 4263 	-6.6 
 1.41 	 .14 	 122.1 	 21 	 29 	 3.869 	 196.4 	 300 	 221 	 189 	 4264 	-7 
 1.62 	 .16 	 122 	 21 	 29 	 3.856 	 196.6 	 300 	 221 	 190 	 4264 	-6.6 
 1.82 	 .18 	 122 	 21.03 	 30 	 3.876 	 196.6 	 300 	 221 	 190 	 4263 	-6.4 
 2.02 	 .2 	 122.1 	 21.31 	 30 	 3.868 	 196.9 	 299 	 222 	 190 	 4265 	-6.9 
 2.22 	 .22 	 122.1 	 21.41 	 30 	 3.869 	 196.6 	 300 	 221 	 190 	 4266 	-7 
 2.42 	 .24 	 122 	 21.35 	 31 	 3.884 	 197 	 300 	 222 	 190 	 4263 	-7 
 2.63 	 .26 	 122 	 21.5 	 30 	 3.888 	 196.5 	 300 	 221 	 190 	 4265 	-6.9 
 2.83 	 .28 	 122 	 21.68 	 31 	 3.887 	 196.5 	 300 	 221 	 190 	 4264 	-6.8 
 3.03 	 .3 	 122.1 	 21.63 	 31 	 3.886 	 196.8 	 300 	 221 	 189 	 4263 	-6.6 
 3.23 	 .32 	 122.1 	 21.75 	 31 	 3.899 	 196.7 	 299 	 221 	 190 	 4263 	-6.6 
 3.43 	 .34 	 122.2 	 21.76 	 31 	 3.908 	 196.7 	 300 	 222 	 190 	 4264 	-6.9 
 3.64 	 .36 	 122.1 	 21.85 	 31 	 3.901 	 196.9 	 300 	 221 	 190 	 4264 	-6.6 
 3.84 	 .38 	 122.1 	 21.82 	 31 	 3.909 	 196.8 	 300 	 221 	 190 	 4265 	-6.9 
 4.04 	 .4 	 122.1 	 21.87 	 31 	 3.907 	 196.6 	 299 	 222 	 190 	 4265 	-6.9 
 4.24 	 .42 	 122.1 	 21.9 	 31 	 3.897 	 196.7 	 299 	 221 	 190 	 4264 	-6.8 
 4.44 	 .44 	 122.1 	 21.78 	 31 	 3.903 	 196.9 	 300 	 221 	 190 	 4263 	-6.9 
