时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
 259 	 94.9 	 21.12 	 .3 	-7.676 	 142 	 300 	 227 	 170 	 5394 	-6.6 
 259.5 	 95.4 	 21.3 	 .3 	-7.687 	 142 	 300 	 226 	 170 	 5396 	-6.9 
 260 	 95.2 	 21.28 	 .31 	-7.671 	 143 	 300 	 226 	 170 	 5396 	-6 
 260.5 	 95.1 	 21.19 	 .3 	-7.654 	 142 	 300 	 226 	 170 	 5397 	-7.1 
 261 	 95.1 	 21.26 	 .3 	-7.674 	 143 	 300 	 226 	 170 	 5392 	-7.1 
 261.5 	 95.2 	 21.3 	 .3 	-7.667 	 142 	 300 	 227 	 170 	 5393 	-6.4 
 262 	 95.5 	 21.28 	 .29 	-7.697 	 142 	 301 	 227 	 170 	 5395 	-6.4 
 262.5 	 95 	 21.26 	 .3 	-7.656 	 142 	 301 	 227 	 171 	 5396 	-6.9 
 263 	 95.2 	 21.33 	 .31 	-7.661 	 142 	 300 	 227 	 170 	 5395 	-6.8 
 263.5 	 95 	 21.35 	 .3 	-7.7 	 142 	 300 	 226 	 170 	 5395 	-7.6 
 264 	 95.3 	 21.31 	 .3 	-7.67 	 142 	 300 	 227 	 169 	 5395 	-6.8 
 264.5 	 95.2 	 21.27 	 .3 	-7.688 	 142 	 300 	 227 	 169 	 5393 	-6.5 
 265 	 95.2 	 21.31 	 .3 	-7.699 	 142 	 300 	 226 	 171 	 5396 	-6.5 
 265.5 	 95.4 	 21.11 	 .3 	-7.7 	 143 	 300 	 226 	 170 	 5396 	-6.4 
 266 	 95.1 	 21.16 	 .29 	-7.676 	 142 	 300 	 226 	 170 	 5397 	-7 
 266.5 	 95.5 	 21.31 	 .3 	-7.704 	 142 	 301 	 227 	 170 	 5396 	-7 
 267 	 95 	 21.31 	 .3 	-7.692 	 142 	 300 	 226 	 169 	 5397 	-7 
 267.5 	 95.4 	 21.26 	 .3 	-7.675 	 142 	 301 	 227 	 170 	 5398 	-6.8 
 268 	 95.4 	 21.29 	 .3 	-7.683 	 142 	 300 	 226 	 170 	 5396 	-7 
 268.5 	 95.4 	 21.18 	 .3 	-7.68 	 142 	 300 	 226 	 170 	 5396 	-7 
 269 	 95.3 	 21.19 	 .3 	-7.696 	 143 	 300 	 226 	 170 	 5398 	-6.8 
 269.5 	 95.1 	 21.18 	 .3 	-7.668 	 142 	 300 	 226 	 170 	 5398 	-7.3 
 270 	 95.4 	 21.28 	 .3 	-7.69 	 142 	 300 	 226 	 169 	 5396 	-6.9 
 270.5 	 95.1 	 21.24 	 .3 	-7.675 	 142 	 300 	 226 	 170 	 5398 	-6.8 
 271 	 95.5 	 21.36 	 .3 	-7.664 	 142 	 299 	 226 	 170 	 5395 	-6.6 
 271.5 	 95.3 	 21.28 	 .31 	-7.679 	 142 	 299 	 226 	 170 	 5398 	-6.9 
 272 	 95.1 	 21.28 	 .3 	-7.675 	 142 	 300 	 225 	 170 	 5400 	-6.5 
 272.5 	 95.5 	 21.26 	 .3 	-7.676 	 143 	 300 	 226 	 170 	 5397 	-6.5 
 273 	 95.1 	 21.3 	 .3 	-7.684 	 142 	 300 	 225 	 170 	 5399 	-7.3 
 273.5 	 95.5 	 21.38 	 .3 	-7.688 	 143 	 301 	 227 	 170 	 5396 	-6.6 
 274 	 95 	 21.28 	 .3 	-7.682 	 142 	 300 	 226 	 170 	 5399 	-6.8 
 274.5 	 95.3 	 21.24 	 .3 	-7.681 	 142 	 300 	 226 	 170 	 5398 	-6.9 
 275 	 95.3 	 21.1 	 .3 	-7.682 	 143 	 300 	 226 	 170 	 5399 	-6.8 
 275.5 	 95.4 	 21.36 	 .3 	-7.679 	 142 	 300 	 227 	 169 	 5398 	-6.8 
 276 	 95.5 	 21.11 	 .3 	-7.687 	 143 	 300 	 226 	 170 	 5403 	-7.1 
 276.5 	 95 	 21.18 	 .3 	-7.671 	 142 	 300 	 226 	 170 	 5400 	-7 
 277 	 95.5 	 21.19 	 .3 	-7.694 	 143 	 300 	 226 	 169 	 5398 	-7.4 
 277.5 	 95.1 	 21.27 	 .3 	-7.681 	 142 	 300 	 226 	 170 	 5395 	-6.8 
 278 	 95.3 	 21.18 	 .3 	-7.665 	 142 	 300 	 226 	 170 	 5398 	-6.4 
 278.5 	 95.2 	 21.19 	 .3 	-7.674 	 142 	 301 	 226 	 170 	 5396 	-6.8 
 279 	 95.4 	 21.31 	 .3 	-7.674 	 141 	 300 	 227 	 169 	 5398 	-7.1 
 279.5 	 95.5 	 21.29 	 .29 	-7.679 	 143 	 300 	 226 	 169 	 5402 	-6.5 
 280 	 94.9 	 21.11 	 .3 	-7.663 	 142 	 301 	 226 	 170 	 5400 	-6.4 
 280.5 	 95.3 	 20.91 	 .3 	-7.652 	 142 	 300 	 225 	 169 	 5397 	-6.8 
 281 	 95.1 	 21.15 	 .3 	-7.669 	 143 	 300 	 226 	 170 	 5399 	-6.8 
 281.5 	 95.3 	 21.26 	 .3 	-7.667 	 143 	 299 	 225 	 169 	 5398 	-6.8 
 282 	 95.2 	 21.23 	 .3 	-7.671 	 143 	 300 	 226 	 170 	 5398 	-6.6 
 282.5 	 95.3 	 21.28 	 .3 	-7.668 	 142 	 300 	 226 	 170 	 5399 	-6.3 
 283 	 95.4 	 21.17 	 .3 	-7.668 	 143 	 300 	 226 	 169 	 5397 	-6.9 
 283.5 	 95.2 	 21.24 	 .3 	-7.659 	 142 	 299 	 226 	 170 	 5400 	-6.8 
 284 	 95.6 	 21.1 	 .29 	-7.646 	 143 	 300 	 226 	 170 	 5398 	-6.5 
 284.5 	 95.1 	 21.16 	 .3 	-7.655 	 142 	 300 	 226 	 170 	 5399 	-6.4 
 285 	 95.4 	 21.32 	 .29 	-7.648 	 142 	 299 	 225 	 170 	 5399 	-6.6 
 285.5 	 95.5 	 21.23 	 .3 	-7.683 	 143 	 300 	 226 	 170 	 5401 	-6.9 
 286 	 95.4 	 21.11 	 .3 	-7.658 	 142 	 299 	 226 	 170 	 5400 	-6.9 
 286.5 	 95.3 	 21.26 	 .3 	-7.663 	 143 	 300 	 225 	 170 	 5401 	-7 
 287 	 95.2 	 21.11 	 .29 	-7.663 	 142 	 300 	 226 	 169 	 5399 	-6.8 
 287.5 	 95.5 	 21.29 	 .3 	-7.672 	 142 	 300 	 225 	 170 	 5399 	-6.8 
 288 	 95.2 	 21.3 	 .3 	-7.676 	 142 	 300 	 226 	 170 	 5402 	-7.1 
 288.5 	 95.4 	 21.27 	 .3 	-7.658 	 142 	 300 	 226 	 170 	 5402 	-6.8 
 289 	 95.1 	 21.19 	 .3 	-7.67 	 143 	 301 	 226 	 169 	 5402 	-7.1 
 289.5 	 95.2 	 21.27 	 .29 	-7.65 	 142 	 300 	 226 	 170 	 5400 	-7.1 
 290 	 95.5 	 21.33 	 .3 	-7.66 	 143 	 300 	 226 	 170 	 5398 	-6.8 
 290.5 	 95.2 	 21.2 	 .31 	-7.668 	 142 	 301 	 226 	 170 	 5400 	-6.8 
 291 	 95.6 	 21.3 	 .3 	-7.675 	 142 	 300 	 227 	 170 	 5400 	-7.4 
 291.5 	 95.1 	 21.38 	 .3 	-7.67 	 142 	 301 	 225 	 170 	 5401 	-6.6 
 292 	 95.3 	 21.34 	 .3 	-7.655 	 142 	 300 	 226 	 170 	 5402 	-6.3 
 292.5 	 95.4 	 21.17 	 .3 	-7.656 	 143 	 300 	 225 	 171 	 5399 	-6.8 
 293 	 95.3 	 21.33 	 .3 	-7.66 	 142 	 300 	 226 	 170 	 5400 	-6.8 
 293.5 	 95.5 	 21.26 	 .31 	-7.659 	 142 	 300 	 226 	 170 	 5400 	-6.6 
 294 	 95.1 	 21.23 	 .3 	-7.665 	 142 	 300 	 226 	 170 	 5400 	-7.4 
 294.5 	 95.5 	 21.31 	 .3 	-7.694 	 142 	 300 	 226 	 170 	 5401 	-6.3 
 295 	 95.2 	 21 	 .3 	-7.659 	 143 	 300 	 227 	 170 	 5402 	-6.5 
 295.5 	 95.2 	 21.32 	 .3 	-7.684 	 142 	 301 	 226 	 170 	 5404 	-6.9 
 296 	 95.3 	 21.22 	 .31 	-7.67 	 143 	 300 	 226 	 169 	 5401 	-6.5 
 296.5 	 95.3 	 21.17 	 .3 	-7.664 	 142 	 300 	 226 	 170 	 5400 	-6.6 
 297 	 95.4 	 21.19 	 .3 	-7.684 	 143 	 300 	 226 	 170 	 5401 	-6.5 
 297.5 	 95.2 	 21.06 	 .3 	-7.661 	 142 	 300 	 225 	 170 	 5399 	-6.8 
 298 	 95.3 	 21.37 	 .3 	-7.654 	 142 	 300 	 226 	 170 	 5400 	-6.9 
 298.5 	 95.3 	 21.2 	 .3 	-7.674 	 143 	 300 	 226 	 171 	 5399 	-6.8 
 299 	 95.2 	 21.32 	 .3 	-7.65 	 142 	 301 	 226 	 170 	 5402 	-6.8 
 299.5 	 95.4 	 21.2 	 .3 	-7.655 	 143 	 300 	 226 	 170 	 5403 	-7.1 
 300 	 95.2 	 21.26 	 .3 	-7.667 	 142 	 300 	 226 	 170 	 5401 	-6.9 
 300.5 	 95.5 	 21.15 	 .3 	-7.66 	 142 	 300 	 226 	 170 	 5402 	-6.3 
 301 	 95.1 	 21.52 	 .3 	-7.666 	 142 	 300 	 226 	 170 	 5402 	-6.5 
 301.5 	 95.4 	 21.22 	 .31 	-7.68 	 142 	 300 	 226 	 169 	 5404 	-6.6 
 302 	 95.4 	 21.35 	 .3 	-7.674 	 142 	 300 	 226 	 170 	 5401 	-6.9 
 302.5 	 95.1 	 21.05 	 .3 	-7.665 	 142 	 300 	 226 	 170 	 5402 	-6.5 
 303 	 95.5 	 21.23 	 .3 	-7.675 	 143 	 300 	 226 	 169 	 5401 	-7 
 303.5 	 95 	 21.05 	 .3 	-7.664 	 142 	 300 	 226 	 170 	 5403 	-6.9 
 304 	 95.4 	 21.18 	 .3 	-7.668 	 143 	 300 	 226 	 171 	 5403 	-6.8 
 304.5 	 95.2 	 21.14 	 .3 	-7.675 	 142 	 300 	 226 	 170 	 5406 	-6.8 
 305 	 95.3 	 20.96 	 .3 	-7.679 	 142 	 301 	 226 	 171 	 5402 	-6.8 
 305.5 	 95.4 	 21.18 	 .3 	-7.665 	 142 	 300 	 227 	 170 	 5401 	-6.4 
 306 	 95.4 	 21.34 	 .31 	-7.669 	 142 	 300 	 226 	 171 	 5402 	-6.6 
 306.5 	 95.5 	 21.37 	 .29 	-7.651 	 143 	 299 	 225 	 170 	 5401 	-6.6 
 307 	 95.2 	 21.39 	 .3 	-7.651 	 142 	 300 	 225 	 171 	 5400 	-6 
 307.5 	 95.2 	 21.37 	 .3 	-7.664 	 143 	 300 	 225 	 170 	 5403 	-6.6 
 308 	 95.3 	 21.26 	 .29 	-7.669 	 143 	 301 	 226 	 170 	 5400 	-6.8 
 308.5 	 95.3 	 21.24 	 .3 	-7.68 	 142 	 300 	 226 	 170 	 5402 	-6.6 
 309 	 95.4 	 21.25 	 .31 	-7.681 	 142 	 300 	 226 	 171 	 5402 	-7.1 
 309.5 	 95.1 	 21.18 	 .3 	-7.657 	 142 	 300 	 226 	 170 	 5403 	-7.1 
 310 	 95.5 	 21.25 	 .29 	-7.659 	 143 	 300 	 225 	 170 	 5404 	-6.9 
 310.5 	 95.3 	 21.33 	 .29 	-7.668 	 142 	 300 	 226 	 170 	 5401 	-6.5 
 311 	 95.3 	 21.2 	 .3 	-7.693 	 142 	 300 	 225 	 170 	 5402 	-6.9 
 311.5 	 95.3 	 21.25 	 .31 	-7.663 	 142 	 300 	 226 	 170 	 5401 	-7 
 312 	 95.4 	 20.98 	 .31 	-7.665 	 142 	 300 	 226 	 170 	 5404 	-6.9 
 312.5 	 95.5 	 21.21 	 .3 	-7.684 	 143 	 300 	 226 	 171 	 5399 	-6.9 
 313 	 95.1 	 21.09 	 .3 	-7.662 	 142 	 300 	 226 	 171 	 5400 	-6.5 
 313.5 	 95.5 	 21.26 	 .3 	-7.683 	 143 	 300 	 226 	 171 	 5402 	-6.9 
9 
