时间(S)	轴位移(mm)	力(kN)	力(kPa)	变形(mm)	 侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(kPa)	小体变(ml)
0.0	 91.9 	 8.18 	 116 	-7.698 	 0 	 299 	 240 	 178 	 5215 	-6.8 
 .5 	 92.3 	 8.27 	 .12 	-7.709 	 140 	 300 	 240 	 178 	 5214 	-7.1 
 1 	 92.3 	 8.25 	 .11 	-7.708 	 139 	 299 	 240 	 179 	 5219 	-6.3 
 1.5 	 92.4 	 8.21 	 .12 	-7.7 	 140 	 299 	 240 	 178 	 5219 	-6.9 
 2 	 92.1 	 8.3 	 .12 	-7.706 	 139 	 299 	 241 	 179 	 5217 	-6.5 
 2.5 	 92.5 	 8.27 	 .12 	-7.712 	 139 	 299 	 241 	 179 	 5216 	-7.1 
 3 	 92.1 	 8.46 	 .12 	-7.699 	 140 	 299 	 241 	 179 	 5215 	-7 
 3.5 	 92.5 	 8.25 	 .12 	-7.691 	 139 	 300 	 240 	 179 	 5217 	-6.5 
 4 	 92.2 	 8.4 	 .12 	-7.703 	 140 	 299 	 241 	 179 	 5213 	-6.6 
 4.5 	 92.1 	 8.47 	 .11 	-7.692 	 140 	 299 	 241 	 178 	 5215 	-6.3 
 5 	 92.3 	 8.43 	 .12 	-7.698 	 139 	 300 	 240 	 180 	 5216 	-6.8 
 5.5 	 92.1 	 8.61 	 .13 	-7.701 	 140 	 299 	 241 	 179 	 5217 	-7 
 6 	 92.2 	 8.6 	 .13 	-7.69 	 139 	 300 	 241 	 179 	 5211 	-6.3 
 6.5 	 92.2 	 8.7 	 .13 	-7.671 	 140 	 300 	 242 	 179 	 5218 	-6.9 
 7 	 92.2 	 8.89 	 .13 	-7.688 	 139 	 300 	 242 	 179 	 5217 	-6.6 
 7.5 	 92.5 	 9.17 	 .13 	-7.703 	 139 	 299 	 242 	 180 	 5218 	-6.9 
 8 	 92.2 	 9.09 	 .12 	-7.681 	 139 	 300 	 242 	 181 	 5214 	-6.8 
 8.5 	 92.2 	 9.48 	 .14 	-7.677 	 139 	 299 	 243 	 180 	 5217 	-6.8 
 9 	 92.2 	 9.72 	 .14 	-7.684 	 140 	 299 	 244 	 182 	 5215 	-6.6 
 9.5 	 92.2 	 9.87 	 .14 	-7.697 	 139 	 300 	 243 	 182 	 5215 	-6.5 
 10 	 92.4 	 10.05 	 .14 	-7.694 	 139 	 299 	 244 	 182 	 5219 	-6.6 
 10.5 	 92.3 	 10.25 	 .14 	-7.684 	 140 	 300 	 244 	 183 	 5217 	-6.5 
 11 	 92.4 	 10.11 	 .15 	-7.673 	 139 	 301 	 244 	 183 	 5214 	-6.9 
 11.5 	 92.4 	 10.33 	 .14 	-7.682 	 139 	 300 	 244 	 183 	 5217 	-7.1 
 12 	 92.1 	 10.29 	 .15 	-7.694 	 140 	 300 	 244 	 183 	 5214 	-7.1 
 12.5 	 92.3 	 10.33 	 .15 	-7.707 	 140 	 301 	 245 	 182 	 5217 	-7 
 13 	 92.3 	 10.32 	 .15 	-7.676 	 140 	 300 	 245 	 183 	 5217 	-6.8 
 13.5 	 92.3 	 10.09 	 .14 	-7.673 	 140 	 300 	 245 	 183 	 5216 	-6.8 
 14 	 92.6 	 10.31 	 .15 	-7.678 	 140 	 301 	 245 	 183 	 5220 	-6.8 
 14.5 	 92.3 	 10.36 	 .14 	-7.666 	 140 	 300 	 245 	 183 	 5218 	-6.4 
 15 	 92.5 	 10.06 	 .14 	-7.674 	 139 	 300 	 245 	 183 	 5215 	-6.8 
 15.5 	 92.4 	 10.03 	 .14 	-7.679 	 140 	 300 	 245 	 183 	 5218 	-6.9 
 16 	 92.4 	 9.89 	 .14 	-7.684 	 139 	 301 	 244 	 183 	 5216 	-6.3 
 16.5 	 92.6 	 9.96 	 .14 	-7.659 	 140 	 301 	 244 	 183 	 5217 	-6.9 
 17 	 92.2 	 9.57 	 .14 	-7.669 	 140 	 300 	 244 	 183 	 5216 	-6.5 
 17.5 	 92.6 	 9.5 	 .13 	-7.66 	 140 	 300 	 245 	 183 	 5218 	-6.6 
 18 	 92.4 	 9.47 	 .13 	-7.675 	 140 	 301 	 244 	 183 	 5219 	-6.8 
 18.5 	 92.4 	 9.44 	 .14 	-7.68 	 140 	 301 	 244 	 182 	 5216 	-6.9 
 19 	 92.3 	 9.16 	 .13 	-7.66 	 140 	 301 	 243 	 181 	 5216 	-7 
 19.5 	 92.3 	 9 	 .13 	-7.684 	 139 	 301 	 244 	 182 	 5216 	-6.5 
 20 	 92.5 	 8.85 	 .13 	-7.667 	 140 	 301 	 243 	 182 	 5218 	-6.5 
 20.5 	 92.3 	 8.88 	 .13 	-7.674 	 140 	 301 	 243 	 182 	 5217 	-6.6 
 21 	 92.3 	 8.69 	 .12 	-7.682 	 139 	 301 	 243 	 182 	 5215 	-6.4 
 21.5 	 92.4 	 8.68 	 .12 	-7.673 	 140 	 301 	 243 	 181 	 5218 	-6.6 
 22 	 92 	 8.73 	 .11 	-7.663 	 140 	 300 	 243 	 181 	 5216 	-6.5 
 22.5 	 92.3 	 8.52 	 .11 	-7.661 	 140 	 301 	 243 	 180 	 5217 	-6.6 
 23 	 92.2 	 8.54 	 .12 	-7.664 	 140 	 300 	 242 	 181 	 5217 	-6.4 
 23.5 	 92.2 	 8.62 	 .12 	-7.69 	 139 	 301 	 242 	 181 	 5215 	-6.4 
 24 	 92.5 	 8.46 	 .12 	-7.658 	 140 	 301 	 243 	 181 	 5216 	-6.9 
 24.5 	 92 	 8.45 	 .12 	-7.669 	 140 	 301 	 242 	 181 	 5218 	-6.3 
 25 	 92.4 	 8.51 	 .12 	-7.696 	 139 	 300 	 242 	 181 	 5216 	-6.6 
 25.5 	 92.4 	 8.5 	 .12 	-7.685 	 140 	 301 	 242 	 180 	 5217 	-6.4 
 26 	 92.3 	 8.42 	 .12 	-7.684 	 139 	 300 	 242 	 181 	 5215 	-7 
 26.5 	 92.1 	 8.54 	 .12 	-7.664 	 140 	 300 	 242 	 181 	 5216 	-6.6 
 27 	 92.2 	 8.46 	 .12 	-7.672 	 140 	 300 	 241 	 180 	 5218 	-6.5 
 27.5 	 92.4 	 8.32 	 .12 	-7.673 	 139 	 300 	 243 	 181 	 5221 	-7.1 
 28 	 92.3 	 8.49 	 .12 	-7.677 	 140 	 301 	 243 	 182 	 5216 	-6.8 
 28.5 	 92.3 	 8.45 	 .11 	-7.686 	 139 	 300 	 242 	 181 	 5217 	-6.6 
 29 	 92.4 	 8.42 	 .12 	-7.661 	 140 	 300 	 242 	 181 	 5219 	-6.9 
 29.5 	 92.1 	 8.4 	 .12 	-7.686 	 140 	 300 	 242 	 181 	 5217 	-6.8 
 30 	 92.3 	 8.34 	 .11 	-7.656 	 140 	 300 	 243 	 180 	 5218 	-7.4 
 30.5 	 92.1 	 8.36 	 .12 	-7.675 	 140 	 301 	 242 	 181 	 5219 	-7 
 31 	 92.4 	 8.47 	 .12 	-7.676 	 139 	 300 	 241 	 182 	 5215 	-6.9 
 31.5 	 92.4 	 8.58 	 .12 	-7.667 	 140 	 300 	 242 	 181 	 5217 	-6.9 
 32 	 92.1 	 8.46 	 .12 	-7.683 	 139 	 300 	 242 	 181 	 5216 	-6.5 
 32.5 	 92.4 	 8.45 	 .12 	-7.67 	 139 	 300 	 242 	 181 	 5216 	-6.5 
 33 	 92.3 	 8.43 	 .12 	-7.693 	 140 	 300 	 242 	 181 	 5219 	-6.4 
 33.5 	 92.5 	 8.4 	 .12 	-7.673 	 139 	 300 	 242 	 181 	 5219 	-6.8 
 34 	 92.5 	 8.45 	 .12 	-7.688 	 140 	 300 	 242 	 181 	 5218 	-7.3 
 34.5 	 92.2 	 8.38 	 .12 	-7.684 	 140 	 301 	 241 	 181 	 5222 	-6.6 
 35 	 92.5 	 8.46 	 .12 	-7.691 	 140 	 300 	 242 	 181 	 5219 	-6.9 
 35.5 	 92.1 	 8.32 	 .13 	-7.689 	 140 	 300 	 241 	 181 	 5218 	-6.8 
 36 	 92.6 	 8.44 	 .12 	-7.683 	 139 	 300 	 241 	 181 	 5220 	-6.1 
 36.5 	 92.2 	 8.52 	 .12 	-7.675 	 140 	 300 	 236 	 180 	 5221 	-6.6 
 37 	 92.5 	 8.36 	 .12 	-7.665 	 139 	 300 	 233 	 178 	 5228 	-6.8 
 37.5 	 92.5 	 8.55 	 .12 	-7.67 	 140 	 299 	 233 	 174 	 5242 	-6.9 
 38 	 92.2 	 8.36 	 .12 	-7.662 	 140 	 299 	 232 	 174 	 5246 	-6.5 
 38.5 	 92.6 	 8.33 	 .12 	-7.686 	 139 	 299 	 232 	 172 	 5250 	-6.6 
 39 	 92.2 	 8.26 	 .11 	-7.659 	 141 	 300 	 232 	 172 	 5252 	-6.9 
 39.5 	 92.6 	 8.28 	 .12 	-7.674 	 140 	 300 	 233 	 172 	 5251 	-6.1 
 40 	 92.5 	 8.09 	 .11 	-7.669 	 140 	 300 	 232 	 172 	 5253 	-6.8 
 40.5 	 92.2 	 8 	 .11 	-7.661 	 139 	 301 	 233 	 171 	 5252 	-6.5 
 41 	 92.7 	 7.98 	 .11 	-7.663 	 140 	 300 	 233 	 171 	 5256 	-6.8 
 41.5 	 92 	 7.79 	 .11 	-7.694 	 140 	 301 	 232 	 172 	 5252 	-6.4 
 42 	 92.7 	 7.4 	 .11 	-7.662 	 139 	 300 	 232 	 171 	 5255 	-6.8 
 42.5 	 92.4 	 7.48 	 .1 	-7.669 	 140 	 300 	 232 	 172 	 5254 	-6.6 
 43 	 92.2 	 7.43 	 .1 	-7.67 	 140 	 301 	 232 	 171 	 5253 	-6.9 
 43.5 	 92.5 	 7.15 	 .1 	-7.66 	 140 	 300 	 232 	 172 	 5254 	-7 
 44 	 92.3 	 7.2 	 .11 	-7.678 	 139 	 301 	 232 	 171 	 5253 	-6.8 
 44.5 	 92.3 	 7.03 	 .1 	-7.656 	 140 	 301 	 232 	 171 	 5254 	-7 
 45 	 92.1 	 7.16 	 .1 	-7.677 	 140 	 300 	 232 	 171 	 5252 	-6.8 
 45.5 	 92.3 	 7.27 	 .1 	-7.664 	 139 	 301 	 232 	 172 	 5253 	-6.6 
 46 	 92.3 	 6.98 	 .1 	-7.674 	 140 	 300 	 232 	 172 	 5253 	-6.6 
 46.5 	 92.1 	 7.08 	 .1 	-7.687 	 140 	 301 	 232 	 171 	 5249 	-6.8 
 47 	 92.5 	 7.21 	 .11 	-7.654 	 140 	 301 	 231 	 172 	 5251 	-6.8 
 47.5 	 92.1 	 7.2 	 .1 	-7.685 	 140 	 300 	 232 	 172 	 5255 	-6.8 
 48 	 92.4 	 7.23 	 .11 	-7.68 	 140 	 301 	 232 	 172 	 5250 	-6.3 
 48.5 	 92 	 7.35 	 .11 	-7.674 	 140 	 300 	 232 	 171 	 5252 	-6.5 
 49 	 92.2 	 7.44 	 .11 	-7.673 	 139 	 300 	 232 	 172 	 5249 	-6.5 
 49.5 	 92.3 	 7.56 	 .1 	-7.678 	 140 	 300 	 232 	 172 	 5250 	-6.8 
 50 	 92 	 7.59 	 .11 	-7.699 	 140 	 300 	 233 	 172 	 5255 	-6.8 
 50.5 	 92.3 	 7.73 	 .11 	-7.667 	 140 	 299 	 232 	 172 	 5252 	-6.9 
 51 	 92.2 	 7.97 	 .11 	-7.654 	 140 	 300 	 232 	 173 	 5255 	-6.9 
 51.5 	 92.2 	 7.84 	 .11 	-7.674 	 140 	 300 	 232 	 172 	 5252 	-7.1 
 52 	 92.3 	 8.06 	 .11 	-7.682 	 140 	 300 	 232 	 172 	 5252 	-6.8 
 52.5 	 92 	 7.93 	 .11 	-7.673 	 140 	 299 	 232 	 172 	 5252 	-6.3 
 53 	 92.6 	 8.02 	 .12 	-7.671 	 140 	 300 	 232 	 172 	 5251 	-6.8 
 53.5 	 92 	 8.17 	 .11 	-7.678 	 140 	 300 	 233 	 172 	 5253 	-7 
 54 	 92.4 	 8.18 	 .11 	-7.698 	 139 	 300 	 232 	 172 	 5250 	-6.3 
 54.5 	 92.1 	 8.12 	 .11 	-7.684 	 140 	 299 	 232 	 172 	 5255 	-7.5 
 55 	 92.1 	 8.12 	 .12 	-7.684 	 140 	 299 	 233 	 173 	 5253 	-7 
 55.5 	 92.4 	 8.3 	 .11 	-7.676 	 140 	 299 	 232 	 173 	 5252 	-6.5 
 56 	 92.1 	 8.31 	 .12 	-7.674 	 140 	 299 	 233 	 173 	 5253 	-6.4 
 56.5 	 92.5 	 8.29 	 .12 	-7.677 	 140 	 299 	 233 	 173 	 5252 	-6.9 
 57 	 92 	 8.26 	 .11 	-7.694 	 140 	 299 	 233 	 173 	 5252 	-6.3 
 57.5 	 92.3 	 8.36 	 .12 	-7.682 	 139 	 299 	 233 	 173 	 5254 	-6.5 
 58 	 92.3 	 8.32 	 .11 	-7.675 	 140 	 299 	 233 	 173 	 5253 	-7.1 
 58.5 	 92 	 8.37 	 .12 	-7.69 	 139 	 300 	 233 	 172 	 5255 	-6.9 
 59 	 92.6 	 8.53 	 .12 	-7.689 	 140 	 299 	 233 	 173 	 5254 	-6.6 
 59.5 	 92 	 8.41 	 .12 	-7.685 	 140 	 300 	 233 	 172 	 5253 	-7.3 
 60 	 92.4 	 8.38 	 .12 	-7.693 	 140 	 300 	 233 	 173 	 5252 	-6.9 
 60.5 	 92.4 	 8.51 	 .12 	-7.678 	 140 	 299 	 233 	 172 	 5255 	-7 
 61 	 92.2 	 8.22 	 .13 	-7.675 	 139 	 299 	 233 	 173 	 5252 	-7.1 
 61.5 	 92.2 	 8.37 	 .12 	-7.673 	 140 	 299 	 233 	 172 	 5251 	-7 
 62 	 92.3 	 8.67 	 .12 	-7.695 	 140 	 300 	 232 	 174 	 5252 	-6.5 
 62.5 	 92.4 	 8.57 	 .12 	-7.685 	 139 	 300 	 233 	 173 	 5252 	-7.1 
 63 	 92.1 	 8.64 	 .12 	-7.682 	 140 	 300 	 232 	 174 	 5251 	-7.1 
 63.5 	 92.4 	 8.63 	 .12 	-7.667 	 139 	 300 	 232 	 173 	 5251 	-6.8 
 64 	 92.2 	 8.72 	 .12 	-7.674 	 140 	 300 	 233 	 173 	 5253 	-6.8 
 64.5 	 92.2 	 8.75 	 .12 	-7.676 	 139 	 300 	 233 	 173 	 5252 	-6.9 
 65 	 92.4 	 8.91 	 .13 	-7.685 	 140 	 300 	 233 	 173 	 5255 	-6.5 
 65.5 	 92.2 	 8.97 	 .13 	-7.69 	 140 	 300 	 233 	 173 	 5257 	-6.9 
 66 	 92.7 	 8.83 	 .13 	-7.683 	 139 	 301 	 233 	 173 	 5257 	-6.9 
 66.5 	 92.2 	 8.98 	 .13 	-7.675 	 140 	 300 	 233 	 173 	 5255 	-6.6 
 67 	 92.3 	 8.99 	 .12 	-7.692 	 139 	 300 	 233 	 173 	 5256 	-7.1 
 67.5 	 92.4 	 9 	 .13 	-7.694 	 140 	 300 	 233 	 173 	 5256 	-7 
 68 	 92.3 	 9.04 	 .12 	-7.691 	 140 	 300 	 233 	 174 	 5254 	-6.3 
 68.5 	 92.5 	 8.95 	 .13 	-7.675 	 140 	 300 	 233 	 173 	 5255 	-7 
 69 	 92.2 	 9.15 	 .13 	-7.683 	 140 	 300 	 233 	 173 	 5255 	-6.8 
 69.5 	 92.5 	 9.15 	 .13 	-7.667 	 139 	 301 	 234 	 173 	 5255 	-7 
 70 	 92.4 	 9.1 	 .13 	-7.665 	 140 	 300 	 233 	 173 	 5254 	-6.5 
 70.5 	 92.2 	 9.37 	 .13 	-7.667 	 140 	 300 	 233 	 174 	 5256 	-6.3 
 71 	 92.5 	 9.41 	 .13 	-7.696 	 139 	 300 	 233 	 173 	 5256 	-6.8 
 71.5 	 92.3 	 9.75 	 .13 	-7.685 	 140 	 300 	 233 	 174 	 5254 	-7 
 72 	 92.4 	 9.68 	 .14 	-7.67 	 140 	 300 	 233 	 174 	 5257 	-6.5 
 72.5 	 92.2 	 9.78 	 .14 	-7.669 	 140 	 300 	 233 	 173 	 5259 	-7 
 73 	 92.4 	 9.77 	 .14 	-7.671 	 139 	 300 	 234 	 174 	 5259 	-7.1 
 73.5 	 92.3 	 9.65 	 .15 	-7.651 	 140 	 300 	 233 	 174 	 5260 	-6.9 
 74 	 92.3 	 9.96 	 .15 	-7.677 	 140 	 300 	 233 	 173 	 5259 	-7 
 74.5 	 92.5 	 9.88 	 .14 	-7.681 	 140 	 301 	 234 	 173 	 5260 	-6.8 
 75 	 92.2 	 9.89 	 .14 	-7.665 	 140 	 300 	 233 	 174 	 5261 	-7 
 75.5 	 92.5 	 10.05 	 .14 	-7.669 	 140 	 300 	 232 	 173 	 5260 	-6.8 
 76 	 92.3 	 10.05 	 .14 	-7.672 	 140 	 302 	 234 	 174 	 5262 	-7 
 76.5 	 92.5 	 9.83 	 .14 	-7.669 	 140 	 300 	 234 	 173 	 5263 	-7 
 77 	 92.4 	 9.86 	 .14 	-7.685 	 140 	 301 	 234 	 174 	 5262 	-6.9 
 77.5 	 92 	 9.88 	 .14 	-7.682 	 139 	 300 	 233 	 173 	 5260 	-6.8 
 78 	 92.5 	 9.79 	 .14 	-7.677 	 139 	 301 	 233 	 174 	 5261 	-6.9 
 78.5 	 92.1 	 9.8 	 .14 	-7.668 	 140 	 300 	 234 	 174 	 5260 	-7 
 79 	 92.6 	 9.74 	 .14 	-7.661 	 140 	 301 	 233 	 174 	 5258 	-6.9 
 79.5 	 92.3 	 9.74 	 .14 	-7.664 	 140 	 300 	 233 	 173 	 5262 	-6.8 
 80 	 92.3 	 9.68 	 .14 	-7.692 	 139 	 301 	 233 	 173 	 5261 	-6.8 
 80.5 	 92.6 	 9.57 	 .14 	-7.688 	 141 	 301 	 233 	 174 	 5261 	-6.9 
 81 	 92.4 	 9.4 	 .13 	-7.67 	 140 	 301 	 233 	 173 	 5260 	-6.9 
 81.5 	 92.6 	 9.52 	 .13 	-7.656 	 140 	 300 	 233 	 174 	 5262 	-6.6 
 82 	 92.1 	 9.38 	 .13 	-7.668 	 140 	 301 	 234 	 174 	 5262 	-6.9 
 82.5 	 92.5 	 9.01 	 .12 	-7.686 	 140 	 301 	 233 	 173 	 5260 	-6.6 
 83 	 92.2 	 9.03 	 .12 	-7.683 	 140 	 301 	 233 	 174 	 5261 	-6.5 
 83.5 	 92.5 	 8.98 	 .13 	-7.674 	 139 	 301 	 233 	 173 	 5260 	-6.9 
 84 	 92.3 	 8.89 	 .13 	-7.687 	 140 	 301 	 233 	 173 	 5262 	-6.5 
 84.5 	 92.2 	 8.76 	 .12 	-7.659 	 139 	 300 	 233 	 173 	 5260 	-6.8 
 85 	 92.5 	 8.74 	 .12 	-7.658 	 140 	 300 	 234 	 173 	 5263 	-6.5 
 85.5 	 92.2 	 8.66 	 .12 	-7.664 	 140 	 301 	 234 	 174 	 5263 	-6.9 
 86 	 92.4 	 8.57 	 .12 	-7.689 	 140 	 301 	 234 	 174 	 5261 	-7 
 86.5 	 92.2 	 8.52 	 .12 	-7.669 	 140 	 300 	 234 	 173 	 5263 	-6.9 
 87 	 92.5 	 8.45 	 .12 	-7.664 	 139 	 301 	 233 	 173 	 5261 	-6.1 
 87.5 	 92.5 	 8.64 	 .11 	-7.682 	 140 	 301 	 233 	 173 	 5258 	-6.9 
 88 	 92.1 	 8.49 	 .11 	-7.696 	 139 	 301 	 233 	 173 	 5264 	-6.8 
 88.5 	 92.5 	 8.48 	 .13 	-7.69 	 140 	 301 	 233 	 174 	 5262 	-6.8 
 89 	 92.2 	 8.52 	 .12 	-7.686 	 140 	 301 	 233 	 174 	 5260 	-6.8 
 89.5 	 92.4 	 8.25 	 .14 	-7.686 	 140 	 300 	 234 	 173 	 5258 	-7 
 90 	 92.1 	 8.51 	 .12 	-7.69 	 140 	 301 	 232 	 173 	 5265 	-6.6 
 90.5 	 92.4 	 8.39 	 .13 	-7.711 	 140 	 300 	 233 	 173 	 5261 	-7 
 91 	 92.5 	 8.43 	 .12 	-7.699 	 140 	 300 	 234 	 173 	 5259 	-6.8 
 91.5 	 92.6 	 8.43 	 .12 	-7.677 	 140 	 301 	 233 	 174 	 5261 	-6.5 
 92 	 92.1 	 8.27 	 .12 	-7.688 	 139 	 300 	 233 	 173 	 5262 	-6.6 
 92.5 	 92.5 	 8.4 	 .12 	-7.68 	 140 	 300 	 233 	 174 	 5263 	-6.6 
 93 	 92 	 8.42 	 .12 	-7.677 	 140 	 301 	 233 	 174 	 5260 	-6.8 
 93.5 	 92.3 	 8.2 	 .11 	-7.687 	 140 	 301 	 233 	 174 	 5262 	-6.5 
 94 	 92.4 	 8.38 	 .12 	-7.68 	 139 	 300 	 233 	 174 	 5261 	-6.8 
 94.5 	 92.3 	 8.23 	 .12 	-7.698 	 140 	 300 	 233 	 173 	 5261 	-6.6 
 95 	 92.3 	 8.27 	 .12 	-7.672 	 140 	 301 	 233 	 173 	 5265 	-6.5 
 95.5 	 92.3 	 8.3 	 .11 	-7.699 	 140 	 300 	 233 	 174 	 5264 	-6.8 
 96 	 92.5 	 8.23 	 .11 	-7.677 	 140 	 300 	 233 	 173 	 5257 	-6.5 
 96.5 	 92.2 	 8.03 	 .11 	-7.675 	 140 	 300 	 233 	 173 	 5262 	-6.8 
 97 	 92.7 	 8.23 	 .11 	-7.674 	 140 	 300 	 234 	 174 	 5260 	-6.4 
 97.5 	 92.2 	 8.1 	 .12 	-7.7 	 140 	 300 	 233 	 174 	 5264 	-6.8 
 98 	 92.5 	 8.18 	 .12 	-7.702 	 140 	 300 	 233 	 173 	 5263 	-7 
 98.5 	 92.6 	 8.2 	 .11 	-7.694 	 140 	 299 	 233 	 173 	 5261 	-6.9 
 99 	 92.2 	 8.07 	 .12 	-7.703 	 140 	 300 	 232 	 174 	 5261 	-6.8 
 99.5 	 92.4 	 8.18 	 .11 	-7.686 	 140 	 300 	 233 	 174 	 5261 	-6.5 
 100 	 92.3 	 8.16 	 .12 	-7.669 	 139 	 299 	 233 	 174 	 5261 	-6.9 
 100.5 	 92.5 	 8.15 	 .12 	-7.688 	 140 	 300 	 233 	 174 	 5262 	-6.6 
 101 	 92.1 	 8.23 	 .12 	-7.694 	 140 	 300 	 233 	 174 	 5263 	-6.8 
 101.5 	 92.4 	 8.19 	 .11 	-7.694 	 141 	 299 	 233 	 175 	 5261 	-6.8 
 102 	 92.3 	 8.21 	 .12 	-7.692 	 140 	 300 	 233 	 173 	 5259 	-6.6 
 102.5 	 92.5 	 8.23 	 .11 	-7.695 	 141 	 301 	 233 	 174 	 5263 	-6.4 
 103 	 92.4 	 8.33 	 .11 	-7.692 	 140 	 300 	 233 	 173 	 5262 	-6.4 
 103.5 	 92.1 	 8.2 	 .12 	-7.693 	 140 	 300 	 233 	 174 	 5260 	-7 
 104 	 92.4 	 8.04 	 .12 	-7.689 	 140 	 299 	 233 	 174 	 5262 	-6.6 
 104.5 	 92.1 	 8.24 	 .11 	-7.672 	 139 	 299 	 233 	 174 	 5264 	-6.6 
 105 	 92.6 	 8.02 	 .11 	-7.697 	 141 	 300 	 234 	 174 	 5262 	-6.8 
 105.5 	 92.2 	 8.21 	 .12 	-7.68 	 139 	 299 	 233 	 174 	 5264 	-7 
 106 	 92.5 	 8.2 	 .12 	-7.675 	 140 	 299 	 233 	 174 	 5263 	-6.6 
 106.5 	 92.2 	 8.34 	 .12 	-7.721 	 140 	 300 	 233 	 174 	 5259 	-7.1 
 107 	 92.2 	 8.41 	 .12 	-7.705 	 140 	 300 	 233 	 174 	 5262 	-7 
 107.5 	 92.5 	 8.39 	 .12 	-7.706 	 140 	 300 	 233 	 174 	 5262 	-6.4 
 108 	 92.2 	 8.41 	 .12 	-7.698 	 140 	 300 	 233 	 174 	 5260 	-6.9 
 108.5 	 92.6 	 8.4 	 .12 	-7.693 	 140 	 300 	 233 	 174 	 5261 	-6.8 
 109 	 92 	 8.32 	 .13 	-7.7 	 140 	 300 	 233 	 174 	 5261 	-6.8 
 109.5 	 92.6 	 8.38 	 .11 	-7.694 	 140 	 300 	 233 	 174 	 5262 	-6.9 
 110 	 92.1 	 8.53 	 .12 	-7.707 	 139 	 300 	 233 	 175 	 5262 	-7 
 110.5 	 92.6 	 8.34 	 .13 	-7.7 	 141 	 299 	 232 	 174 	 5260 	-6.6 
 111 	 92.5 	 8.56 	 .12 	-7.681 	 140 	 300 	 232 	 174 	 5261 	-6.9 
 111.5 	 92.3 	 8.34 	 .12 	-7.678 	 140 	 300 	 233 	 174 	 5265 	-7 
 112 	 92.5 	 8.45 	 .12 	-7.676 	 140 	 299 	 233 	 174 	 5265 	-7 
 112.5 	 92.2 	 8.43 	 .12 	-7.686 	 140 	 300 	 233 	 174 	 5263 	-6.6 
 113 	 92.7 	 8.65 	 .13 	-7.686 	 140 	 300 	 233 	 174 	 5261 	-7 
 113.5 	 92.3 	 8.72 	 .12 	-7.691 	 140 	 299 	 233 	 174 	 5264 	-6.8 
 114 	 92.6 	 8.82 	 .12 	-7.683 	 140 	 300 	 234 	 175 	 5260 	-6.6 
 114.5 	 92.2 	 8.88 	 .13 	-7.674 	 139 	 300 	 233 	 174 	 5260 	-7.1 
 115 	 92.5 	 8.76 	 .13 	-7.685 	 141 	 300 	 233 	 175 	 5261 	-6.5 
 115.5 	 92.4 	 9 	 .13 	-7.668 	 140 	 299 	 234 	 174 	 5259 	-6.3 
 116 	 92.1 	 9.01 	 .13 	-7.672 	 140 	 300 	 233 	 173 	 5260 	-6.9 
 116.5 	 92.6 	 9.12 	 .12 	-7.699 	 140 	 300 	 233 	 175 	 5263 	-6.4 
 117 	 92.2 	 9.21 	 .13 	-7.681 	 139 	 300 	 233 	 174 	 5263 	-6.9 
 117.5 	 92.4 	 9.23 	 .13 	-7.675 	 141 	 299 	 233 	 174 	 5261 	-6.9 
 118 	 92.2 	 9.32 	 .14 	-7.676 	 140 	 300 	 233 	 175 	 5261 	-6.8 
 118.5 	 92.5 	 9.76 	 .13 	-7.682 	 140 	 300 	 234 	 174 	 5260 	-6.1 
 119 	 92.1 	 9.4 	 .14 	-7.678 	 140 	 300 	 233 	 174 	 5261 	-6.6 
 119.5 	 92.3 	 9.54 	 .13 	-7.679 	 140 	 300 	 233 	 174 	 5261 	-6.8 
 120 	 92.3 	 9.68 	 .14 	-7.678 	 140 	 300 	 233 	 174 	 5261 	-6.9 
 120.5 	 92.6 	 9.63 	 .14 	-7.675 	 140 	 300 	 234 	 174 	 5260 	-7 
 121 	 92.6 	 9.72 	 .14 	-7.688 	 140 	 300 	 233 	 176 	 5261 	-6.8 
 121.5 	 92.2 	 9.63 	 .13 	-7.685 	 140 	 300 	 234 	 174 	 5262 	-6.9 
 122 	 92.5 	 9.74 	 .14 	-7.683 	 140 	 300 	 233 	 174 	 5266 	-6.9 
 122.5 	 92.2 	 9.71 	 .14 	-7.688 	 139 	 300 	 234 	 175 	 5261 	-6.9 
 123 	 92.4 	 9.63 	 .13 	-7.683 	 141 	 301 	 234 	 175 	 5263 	-6.5 
 123.5 	 92.2 	 9.94 	 .14 	-7.683 	 139 	 300 	 233 	 175 	 5261 	-6.9 
 124 	 92.5 	 9.68 	 .14 	-7.684 	 140 	 300 	 233 	 174 	 5261 	-6.8 
 124.5 	 92.4 	 9.79 	 .14 	-7.687 	 140 	 300 	 233 	 174 	 5264 	-6.9 
 125 	 92.4 	 9.77 	 .14 	-7.675 	 140 	 301 	 233 	 175 	 5262 	-7 
 125.5 	 92.4 	 9.8 	 .13 	-7.687 	 140 	 300 	 234 	 175 	 5262 	-6.5 
 126 	 92.2 	 9.75 	 .14 	-7.665 	 140 	 301 	 234 	 174 	 5263 	-6.8 
 126.5 	 92.6 	 9.63 	 .13 	-7.66 	 140 	 300 	 234 	 174 	 5261 	-6.8 
