时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 98.3 	 21.25 	 301 	 1.893 	 143.9 	 301 	 242 	 199 	 5403 	-6.9 
 .2 	 .02 	 98.3 	 21.21 	 30 	 1.908 	 144.4 	 301 	 242 	 200 	 5404 	-6.5 
 .4 	 .04 	 98.3 	 21.33 	 30 	 1.885 	 143.5 	 300 	 243 	 200 	 5402 	-6.9 
 .61 	 .06 	 98.1 	 21.8 	 32 	 1.901 	 144 	 301 	 242 	 199 	 5404 	-6.6 
 .81 	 .08 	 98.2 	 22.45 	 32 	 1.902 	 143.6 	 301 	 242 	 200 	 5405 	-6.6 
 1.01 	 .1 	 98.3 	 23.08 	 34 	 1.949 	 143.7 	 301 	 242 	 199 	 5403 	-6.6 
 1.21 	 .12 	 98.1 	 23.74 	 36 	 1.99 	 144.7 	 301 	 242 	 200 	 5405 	-6.9 
 1.41 	 .14 	 98.1 	 25.29 	 37 	 2.073 	 143.6 	 301 	 242 	 200 	 5404 	-6.8 
 1.62 	 .16 	 98.2 	 26.15 	 38 	 2.132 	 144 	 301 	 242 	 199 	 5404 	-6.8 
 1.82 	 .18 	 98.2 	 26.74 	 38 	 2.157 	 144.3 	 302 	 242 	 199 	 5402 	-6.5 
 2.02 	 .2 	 98.4 	 27.92 	 41 	 2.227 	 143.6 	 301 	 241 	 199 	 5403 	-6.5 
 2.22 	 .22 	 98.4 	 28.75 	 41 	 2.255 	 144.6 	 302 	 241 	 200 	 5406 	-6.8 
 2.42 	 .24 	 98.7 	 29.05 	 41 	 2.278 	 143.7 	 302 	 241 	 199 	 5404 	-7 
 2.63 	 .26 	 98.5 	 29.82 	 42 	 2.331 	 144 	 300 	 242 	 200 	 5402 	-6.3 
 2.83 	 .28 	 98.7 	 29.91 	 42 	 2.358 	 144.2 	 301 	 241 	 199 	 5404 	-6.3 
 3.03 	 .3 	 98.6 	 30 	 42 	 2.365 	 143.7 	 302 	 241 	 200 	 5406 	-6.8 
 3.23 	 .32 	 98.5 	 29.81 	 43 	 2.357 	 144.3 	 302 	 241 	 199 	 5407 	-6.9 
 3.43 	 .34 	 98.6 	 30.03 	 41 	 2.368 	 143.9 	 301 	 241 	 199 	 5406 	-6.3 
 3.64 	 .36 	 98.5 	 29.74 	 42 	 2.38 	 143.9 	 302 	 241 	 199 	 5402 	-6.5 
 3.84 	 .38 	 98.4 	 29.49 	 41 	 2.379 	 144.2 	 301 	 241 	 199 	 5403 	-6.9 
 4.04 	 .4 	 98.5 	 29.57 	 43 	 2.376 	 143.8 	 301 	 241 	 200 	 5406 	-6.8 
 4.24 	 .42 	 98.4 	 28.96 	 41 	 2.38 	 144.2 	 301 	 240 	 199 	 5405 	-6.6 
 4.44 	 .44 	 98.5 	 28.4 	 39 	 2.363 	 144 	 302 	 240 	 198 	 5403 	-6.8 
 4.65 	 .46 	 98.5 	 26.71 	 37 	 2.334 	 143.6 	 302 	 240 	 198 	 5406 	-6.5 
 4.85 	 .48 	 98.6 	 25.89 	 35 	 2.296 	 144.3 	 301 	 241 	 198 	 5405 	-6.9 
 5.05 	 .5 	 98.5 	 25.1 	 34 	 2.255 	 143.4 	 302 	 241 	 198 	 5402 	-6.5 
 5.25 	 .52 	 98.3 	 24.05 	 33 	 2.222 	 144.4 	 302 	 240 	 199 	 5405 	-7 
 5.45 	 .54 	 98.5 	 22.34 	 30 	 2.145 	 144.5 	 302 	 239 	 199 	 5403 	-6.4 
 5.66 	 .56 	 98.4 	 21.26 	 29 	 2.126 	 143.5 	 302 	 241 	 198 	 5407 	-6.8 
 5.86 	 .58 	 98.6 	 20.32 	 28 	 2.067 	 144.4 	 301 	 240 	 198 	 5403 	-6.6 
 6.06 	 .6 	 98.3 	 18.55 	 25 	 1.998 	 143.8 	 302 	 240 	 198 	 5403 	-7.1 
 6.26 	 .62 	 98.3 	 17.86 	 25 	 1.918 	 144.2 	 302 	 240 	 197 	 5403 	-6.9 
 6.46 	 .64 	 98.2 	 17.07 	 23 	 1.88 	 144.1 	 302 	 240 	 198 	 5402 	-6.8 
 6.67 	 .66 	 98.2 	 16.39 	 22 	 1.818 	 143.5 	 302 	 240 	 197 	 5404 	-6.8 
 6.87 	 .68 	 97.9 	 15.16 	 21 	 1.728 	 144.6 	 301 	 240 	 198 	 5406 	-7 
 7.07 	 .7 	 98.1 	 14.43 	 20 	 1.674 	 144 	 301 	 241 	 198 	 5405 	-6.9 
