时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 95.7 	 21.25 	 301 	-.895 	 142.8 	 301 	 232 	 182 	 5405 	-6.6 
 .2 	 .02 	 95.9 	 21.22 	 31 	-.877 	 143.3 	 301 	 231 	 183 	 5402 	-6.5 
 .4 	 .04 	 95.9 	 21.44 	 30 	-.891 	 142.5 	 301 	 231 	 183 	 5406 	-6.8 
 .61 	 .06 	 95.9 	 21.4 	 30 	-.883 	 142.9 	 301 	 231 	 182 	 5403 	-6.9 
 .81 	 .08 	 96 	 21.5 	 31 	-.88 	 143.3 	 301 	 230 	 183 	 5406 	-6.4 
 1.01 	 .1 	 95.9 	 21.89 	 32 	-.854 	 142.4 	 301 	 231 	 182 	 5404 	-7.3 
 1.21 	 .12 	 95.8 	 22.25 	 32 	-.836 	 143.1 	 301 	 231 	 182 	 5404 	-6.4 
 1.41 	 .14 	 95.9 	 22.62 	 33 	-.831 	 143.1 	 300 	 232 	 183 	 5408 	-6.9 
 1.62 	 .16 	 96 	 23.27 	 33 	-.796 	 142.3 	 301 	 232 	 183 	 5406 	-6.9 
 1.82 	 .18 	 96 	 23.56 	 35 	-.776 	 143 	 301 	 231 	 183 	 5404 	-6.3 
 2.02 	 .2 	 96 	 23.93 	 34 	-.783 	 143 	 301 	 231 	 183 	 5405 	-6.8 
 2.22 	 .22 	 96.3 	 24.22 	 35 	-.768 	 142.3 	 301 	 232 	 183 	 5403 	-6.3 
 2.42 	 .24 	 96 	 24.74 	 35 	-.754 	 143 	 302 	 232 	 183 	 5405 	-6.6 
 2.63 	 .26 	 96.1 	 24.66 	 36 	-.729 	 143.3 	 300 	 232 	 183 	 5407 	-7.3 
 2.83 	 .28 	 96 	 24.81 	 35 	-.727 	 142.4 	 301 	 232 	 183 	 5402 	-6.6 
 3.03 	 .3 	 95.8 	 24.99 	 35 	-.719 	 143 	 301 	 232 	 183 	 5406 	-7 
 3.23 	 .32 	 96 	 25.07 	 36 	-.701 	 143.1 	 301 	 231 	 183 	 5404 	-6.8 
 3.43 	 .34 	 96 	 24.97 	 36 	-.704 	 142.3 	 301 	 232 	 183 	 5404 	-6.6 
 3.64 	 .36 	 96 	 25.05 	 36 	-.701 	 143.1 	 301 	 232 	 182 	 5405 	-7 
 3.84 	 .38 	 96.1 	 24.96 	 35 	-.703 	 143.1 	 301 	 232 	 183 	 5405 	-7 
 4.04 	 .4 	 96.1 	 25.02 	 35 	-.696 	 142.6 	 300 	 231 	 183 	 5403 	-6.5 
 4.24 	 .42 	 96 	 24.67 	 35 	-.674 	 143.5 	 300 	 232 	 183 	 5403 	-6.8 
 4.44 	 .44 	 95.8 	 24.64 	 35 	-.707 	 143.3 	 300 	 232 	 183 	 5405 	-6.9 
 4.65 	 .46 	 96 	 24.48 	 35 	-.682 	 142.8 	 301 	 232 	 183 	 5404 	-7.1 
 4.85 	 .48 	 96.1 	 24.45 	 34 	-.709 	 143.3 	 301 	 232 	 183 	 5407 	-6.9 
 5.05 	 .5 	 96.1 	 23.46 	 33 	-.705 	 143.2 	 301 	 232 	 182 	 5405 	-6.9 
 5.25 	 .52 	 96.1 	 23.01 	 32 	-.72 	 142.7 	 301 	 232 	 183 	 5406 	-6.8 
 5.45 	 .54 	 96 	 22.71 	 32 	-.731 	 143.3 	 301 	 232 	 183 	 5405 	-6.9 
 5.66 	 .56 	 96.3 	 22.42 	 30 	-.746 	 143.2 	 302 	 231 	 183 	 5401 	-6.3 
 5.86 	 .58 	 96 	 21.33 	 30 	-.788 	 142.6 	 301 	 231 	 183 	 5405 	-7 
 6.06 	 .6 	 96 	 20.9 	 30 	-.788 	 143.3 	 301 	 232 	 182 	 5404 	-6.5 
 6.26 	 .62 	 95.9 	 20.42 	 28 	-.797 	 143.1 	 302 	 231 	 182 	 5403 	-6.9 
 6.46 	 .64 	 95.8 	 19.66 	 28 	-.85 	 142.5 	 301 	 230 	 182 	 5403 	-7 
 6.67 	 .66 	 96 	 19.27 	 25 	-.882 	 143.4 	 301 	 231 	 182 	 5403 	-6.9 
 6.87 	 .68 	 96.1 	 18.99 	 26 	-.89 	 143.1 	 301 	 232 	 183 	 5405 	-6.9 
 7.07 	 .7 	 95.9 	 18.52 	 26 	-.91 	 142.9 	 302 	 230 	 182 	 5403 	-6.4 
 7.27 	 .72 	 96 	 17.87 	 25 	-.919 	 143.7 	 301 	 231 	 181 	 5405 	-7.1 
 7.47 	 .74 	 95.8 	 17.9 	 25 	-.938 	 143.3 	 301 	 231 	 182 	 5405 	-6.9 
 7.68 	 .76 	 95.7 	 17.54 	 24 	-.933 	 142.7 	 301 	 230 	 182 	 5403 	-6.9 
 7.88 	 .78 	 95.9 	 17.56 	 24 	-.958 	 143.1 	 301 	 231 	 182 	 5404 	-6.6 
 8.08 	 .8 	 95.9 	 17.42 	 25 	-.988 	 143 	 302 	 230 	 182 	 5405 	-6.8 
 8.28 	 .82 	 95.8 	 17.23 	 25 	-.972 	 142.6 	 301 	 231 	 182 	 5406 	-6.3 
 8.48 	 .84 	 96.2 	 17.33 	 25 	-.962 	 143.8 	 302 	 230 	 182 	 5404 	-7 
 8.69 	 .86 	 96 	 17.27 	 25 	-.984 	 142.9 	 302 	 230 	 182 	 5403 	-6.6 
 8.89 	 .88 	 95.9 	 17.31 	 25 	-.996 	 142.5 	 301 	 231 	 182 	 5407 	-7 
 9.09 	 .9 	 95.8 	 17.31 	 25 	-.987 	 143.4 	 302 	 231 	 182 	 5404 	-6.9 
 9.29 	 .92 	 95.9 	 17.46 	 25 	-.978 	 142.8 	 302 	 231 	 182 	 5403 	-6.6 
 9.49 	 .94 	 95.8 	 17.71 	 25 	-.98 	 142.8 	 301 	 230 	 182 	 5404 	-6.6 
 9.7 	 .96 	 95.7 	 17.77 	 26 	-.974 	 143.3 	 301 	 231 	 181 	 5404 	-6.8 
 9.9 	 .99 	 96 	 18.44 	 26 	-.952 	 143.1 	 301 	 231 	 182 	 5403 	-7 
 10.1 	 1.01 	 95.8 	 18.84 	 27 	-.932 	 142.9 	 301 	 231 	 182 	 5405 	-6.8 
 10.3 	 1.03 	 95.9 	 19.36 	 27 	-.93 	 143.4 	 301 	 231 	 183 	 5406 	-7.1 
 10.5 	 1.05 	 95.9 	 19.62 	 29 	-.886 	 142.9 	 301 	 230 	 183 	 5407 	-7.1 
 10.71 	 1.07 	 95.9 	 20.9 	 30 	-.869 	 143.1 	 301 	 232 	 183 	 5405 	-6.6 
 10.91 	 1.09 	 95.8 	 21.31 	 31 	-.847 	 143.1 	 301 	 232 	 183 	 5405 	-7 
 11.11 	 1.11 	 95.8 	 21.72 	 31 	-.839 	 142.5 	 301 	 231 	 183 	 5402 	-7 
 11.31 	 1.13 	 95.9 	 22.57 	 32 	-.786 	 142.9 	 301 	 232 	 183 	 5408 	-6.8 
 11.51 	 1.15 	 96 	 22.88 	 34 	-.779 	 143.9 	 301 	 232 	 183 	 5404 	-6.9 
 11.72 	 1.17 	 96.2 	 23.49 	 34 	-.756 	 142.6 	 300 	 232 	 183 	 5406 	-6.6 
 11.92 	 1.19 	 96.1 	 24.21 	 34 	-.727 	 143 	 300 	 232 	 183 	 5405 	-7.1 
 12.12 	 1.21 	 96.1 	 24.43 	 35 	-.732 	 143.4 	 301 	 232 	 183 	 5406 	-7.1 
 12.32 	 1.23 	 96.2 	 24.63 	 35 	-.692 	 142.8 	 301 	 232 	 184 	 5403 	-7.1 
 12.52 	 1.25 	 96 	 24.86 	 35 	-.692 	 142.5 	 300 	 232 	 183 	 5405 	-7 
 12.73 	 1.27 	 95.9 	 25.1 	 35 	-.664 	 143.6 	 301 	 232 	 183 	 5405 	-6.6 
 12.93 	 1.29 	 96.1 	 25.1 	 36 	-.681 	 142.5 	 301 	 231 	 183 	 5404 	-6.5 
 13.13 	 1.31 	 96 	 25.05 	 35 	-.658 	 143.2 	 301 	 232 	 183 	 5406 	-6.6 
 13.33 	 1.33 	 96.2 	 25.14 	 36 	-.653 	 143.5 	 301 	 232 	 183 	 5404 	-6.9 
