时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 97.1 	 21.14 	 299 	 .9 	 143.6 	 302 	 238 	 195 	 5405 	-6.8 
 .2 	 .02 	 97.3 	 21.33 	 31 	 .881 	 143.2 	 301 	 238 	 194 	 5402 	-6.4 
 .4 	 .04 	 97.2 	 21.37 	 31 	 .908 	 144.1 	 301 	 238 	 194 	 5401 	-7 
 .61 	 .06 	 97.2 	 21.43 	 31 	 .907 	 143.4 	 301 	 238 	 194 	 5403 	-6.6 
 .81 	 .08 	 97.5 	 22.44 	 33 	 .927 	 143.5 	 301 	 238 	 195 	 5404 	-6.8 
 1.01 	 .1 	 97.5 	 22.88 	 33 	 .953 	 143.9 	 301 	 238 	 195 	 5404 	-6.5 
 1.21 	 .12 	 97.6 	 23.57 	 34 	 1 	 142.7 	 301 	 238 	 195 	 5407 	-6.6 
 1.41 	 .14 	 97.5 	 24.23 	 35 	 1.028 	 143.9 	 301 	 239 	 195 	 5406 	-6.8 
 1.62 	 .16 	 97.7 	 25.66 	 36 	 1.072 	 143.8 	 301 	 238 	 194 	 5404 	-6.4 
 1.82 	 .18 	 97.6 	 26.29 	 38 	 1.104 	 143.9 	 301 	 238 	 195 	 5404 	-6.5 
 2.02 	 .2 	 97.5 	 26.65 	 38 	 1.139 	 144 	 301 	 237 	 195 	 5406 	-6.8 
 2.22 	 .22 	 97.5 	 27.61 	 39 	 1.165 	 143.1 	 302 	 239 	 195 	 5404 	-6.8 
 2.42 	 .24 	 97.6 	 27.86 	 40 	 1.186 	 144 	 301 	 238 	 194 	 5402 	-6.9 
 2.63 	 .26 	 97.4 	 28.3 	 40 	 1.214 	 143.7 	 301 	 238 	 194 	 5405 	-6.9 
 2.83 	 .28 	 97.6 	 28.26 	 40 	 1.241 	 143.2 	 301 	 238 	 195 	 5405 	-6.8 
 3.03 	 .3 	 97.5 	 28.47 	 41 	 1.261 	 144.1 	 301 	 238 	 195 	 5406 	-7.5 
 3.23 	 .32 	 97.5 	 28.41 	 41 	 1.246 	 143.2 	 302 	 238 	 195 	 5402 	-6.9 
 3.43 	 .34 	 97.7 	 28.55 	 40 	 1.272 	 143.7 	 301 	 238 	 195 	 5404 	-7 
 3.64 	 .36 	 97.5 	 28.45 	 39 	 1.271 	 144.2 	 301 	 238 	 194 	 5406 	-6.5 
 3.84 	 .38 	 97.7 	 28.4 	 40 	 1.26 	 143.3 	 301 	 238 	 194 	 5404 	-6.6 
 4.04 	 .4 	 97.8 	 28.31 	 39 	 1.268 	 143.6 	 301 	 238 	 195 	 5404 	-6.4 
 4.24 	 .42 	 97.8 	 27.77 	 39 	 1.241 	 143.4 	 302 	 238 	 194 	 5405 	-6.9 
 4.44 	 .44 	 97.7 	 27.31 	 38 	 1.264 	 143.3 	 301 	 238 	 195 	 5405 	-6.9 
 4.65 	 .46 	 97.6 	 26.77 	 36 	 1.249 	 143.6 	 302 	 237 	 194 	 5404 	-6.6 
 4.85 	 .48 	 97.6 	 25.9 	 35 	 1.218 	 143 	 301 	 237 	 195 	 5405 	-6.6 
 5.05 	 .5 	 97.5 	 24.53 	 34 	 1.187 	 143.8 	 302 	 237 	 194 	 5406 	-6.8 
 5.25 	 .52 	 97.3 	 23.5 	 33 	 1.155 	 143.7 	 302 	 237 	 194 	 5405 	-6.9 
 5.45 	 .54 	 97.5 	 22.86 	 31 	 1.124 	 143.2 	 301 	 237 	 194 	 5404 	-6.6 
 5.66 	 .56 	 97.4 	 21.15 	 29 	 1.042 	 144.1 	 302 	 238 	 193 	 5404 	-6.9 
 5.86 	 .58 	 97.6 	 20.31 	 28 	 1.044 	 143.2 	 301 	 237 	 194 	 5404 	-6.9 
 6.06 	 .6 	 97.6 	 19.69 	 27 	 .969 	 143.7 	 302 	 237 	 194 	 5408 	-6.3 
