时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 95.6 	 21.28 	 301 	-1.304 	 142.7 	 301 	 229 	 177 	 5405 	-6.9 
 .2 	 .02 	 95.4 	 21.19 	 29 	-1.301 	 143 	 301 	 228 	 177 	 5403 	-7.1 
 .4 	 .04 	 95.5 	 21.35 	 30 	-1.304 	 143 	 300 	 229 	 177 	 5405 	-6.6 
 .61 	 .06 	 95.4 	 21.47 	 30 	-1.305 	 142.7 	 301 	 229 	 177 	 5404 	-6.8 
 .81 	 .08 	 95.6 	 21.2 	 30 	-1.29 	 142.1 	 301 	 230 	 177 	 5405 	-6.9 
 1.01 	 .1 	 95.6 	 21.7 	 31 	-1.308 	 143.5 	 301 	 229 	 177 	 5404 	-6.8 
 1.21 	 .12 	 95.6 	 21.82 	 31 	-1.303 	 143 	 300 	 229 	 176 	 5402 	-6.5 
 1.41 	 .14 	 95.4 	 21.98 	 31 	-1.302 	 142.6 	 301 	 229 	 177 	 5405 	-6.4 
 1.62 	 .16 	 95.6 	 22.23 	 32 	-1.273 	 142.6 	 301 	 229 	 177 	 5404 	-6.3 
 1.82 	 .18 	 95.6 	 22.52 	 32 	-1.274 	 143.2 	 301 	 229 	 178 	 5404 	-6.6 
 2.02 	 .2 	 95.6 	 22.83 	 32 	-1.263 	 142.5 	 301 	 230 	 177 	 5406 	-6.6 
 2.22 	 .22 	 95.7 	 22.98 	 33 	-1.243 	 142 	 301 	 230 	 177 	 5405 	-6.5 
 2.42 	 .24 	 95.7 	 23.19 	 33 	-1.231 	 143.3 	 301 	 230 	 177 	 5404 	-7 
 2.63 	 .26 	 95.3 	 23.45 	 34 	-1.224 	 143 	 301 	 230 	 178 	 5405 	-6.9 
 2.83 	 .28 	 95.6 	 23.44 	 33 	-1.215 	 142.2 	 301 	 229 	 177 	 5403 	-6.5 
 3.03 	 .3 	 95.6 	 23.49 	 34 	-1.203 	 142.8 	 302 	 230 	 177 	 5404 	-6.5 
 3.23 	 .32 	 95.7 	 23.74 	 34 	-1.23 	 143.5 	 301 	 229 	 178 	 5405 	-6.5 
 3.43 	 .34 	 95.6 	 23.58 	 34 	-1.223 	 143.1 	 301 	 229 	 177 	 5405 	-6.8 
 3.64 	 .36 	 95.5 	 23.64 	 34 	-1.176 	 142.4 	 300 	 229 	 176 	 5405 	-6.4 
 3.84 	 .38 	 95.6 	 23.72 	 33 	-1.202 	 142.9 	 301 	 230 	 178 	 5404 	-6.8 
 4.04 	 .4 	 95.7 	 23.56 	 33 	-1.186 	 143 	 301 	 230 	 178 	 5405 	-6.5 
 4.24 	 .42 	 95.5 	 23.63 	 35 	-1.192 	 142.3 	 301 	 230 	 177 	 5406 	-6.5 
 4.44 	 .44 	 95.8 	 23.57 	 33 	-1.213 	 142.6 	 301 	 229 	 177 	 5403 	-7 
 4.65 	 .46 	 95.6 	 23.32 	 33 	-1.196 	 143.3 	 300 	 231 	 177 	 5404 	-7.1 
 4.85 	 .48 	 95.3 	 23.19 	 33 	-1.2 	 142.9 	 301 	 230 	 178 	 5403 	-6.5 
 5.05 	 .5 	 95.6 	 23.15 	 33 	-1.195 	 142.6 	 301 	 230 	 177 	 5405 	-6.8 
 5.25 	 .52 	 95.6 	 22.67 	 32 	-1.198 	 142.6 	 301 	 229 	 178 	 5404 	-6.8 
 5.45 	 .54 	 95.6 	 22.54 	 31 	-1.213 	 143 	 301 	 229 	 178 	 5404 	-6.9 
 5.66 	 .56 	 95.7 	 22.35 	 31 	-1.215 	 142.4 	 300 	 229 	 177 	 5404 	-6.8 
 5.86 	 .58 	 95.6 	 22.02 	 31 	-1.245 	 143 	 301 	 229 	 178 	 5404 	-6.8 
 6.06 	 .6 	 95.4 	 21.05 	 30 	-1.242 	 143.2 	 301 	 229 	 177 	 5402 	-6.8 
 6.26 	 .62 	 95.6 	 20.9 	 29 	-1.255 	 142.5 	 301 	 229 	 177 	 5407 	-6.3 
 6.46 	 .64 	 95.6 	 20.68 	 29 	-1.28 	 142.7 	 302 	 229 	 177 	 5402 	-6.6 
 6.67 	 .66 	 95.7 	 20.05 	 28 	-1.273 	 143 	 301 	 229 	 178 	 5406 	-7 
 6.87 	 .68 	 95.5 	 19.8 	 28 	-1.317 	 143.1 	 301 	 228 	 177 	 5405 	-6.8 
 7.07 	 .7 	 95.4 	 19.59 	 28 	-1.305 	 142.9 	 302 	 229 	 177 	 5402 	-6.6 
 7.27 	 .72 	 95.4 	 19.67 	 28 	-1.299 	 142.7 	 301 	 228 	 176 	 5405 	-6.8 
 7.47 	 .74 	 95.5 	 19.06 	 27 	-1.316 	 143.1 	 302 	 229 	 176 	 5404 	-6.5 
 7.68 	 .76 	 95.6 	 18.96 	 27 	-1.329 	 143.1 	 302 	 229 	 176 	 5405 	-6.8 
 7.88 	 .78 	 95.8 	 18.91 	 26 	-1.345 	 142.5 	 302 	 228 	 176 	 5405 	-6.9 
 8.08 	 .8 	 95.3 	 18.76 	 26 	-1.335 	 143 	 302 	 228 	 177 	 5402 	-6.4 
 8.28 	 .82 	 95.2 	 18.73 	 26 	-1.337 	 142.9 	 301 	 228 	 176 	 5404 	-6.9 
 8.48 	 .84 	 95.5 	 18.65 	 26 	-1.341 	 142.4 	 301 	 228 	 177 	 5404 	-6.8 
 8.69 	 .86 	 95.5 	 18.73 	 27 	-1.339 	 142.8 	 302 	 229 	 177 	 5403 	-6.9 
 8.89 	 .88 	 95.5 	 18.83 	 27 	-1.37 	 143.1 	 300 	 228 	 176 	 5404 	-6 
 9.09 	 .9 	 95.5 	 18.72 	 26 	-1.367 	 142.6 	 302 	 228 	 177 	 5403 	-6.6 
 9.29 	 .92 	 95.4 	 18.57 	 27 	-1.358 	 142.3 	 301 	 228 	 177 	 5403 	-6.8 
 9.49 	 .94 	 95.5 	 18.88 	 27 	-1.355 	 143.2 	 301 	 228 	 177 	 5404 	-6.9 
 9.7 	 .96 	 95.5 	 18.83 	 27 	-1.351 	 143.2 	 302 	 229 	 176 	 5402 	-6.9 
 9.9 	 .99 	 95.4 	 18.92 	 27 	-1.357 	 142.3 	 301 	 228 	 176 	 5402 	-6.6 
 10.1 	 1.01 	 95.6 	 19.45 	 28 	-1.324 	 143 	 301 	 228 	 178 	 5403 	-6.8 
 10.3 	 1.03 	 95.5 	 19.77 	 28 	-1.334 	 143.2 	 302 	 229 	 177 	 5406 	-7.1 
 10.5 	 1.05 	 95.5 	 19.9 	 28 	-1.311 	 142.4 	 301 	 229 	 177 	 5402 	-7.4 
 10.71 	 1.07 	 95.5 	 20.44 	 30 	-1.294 	 142.4 	 301 	 229 	 177 	 5408 	-6.9 
 10.91 	 1.09 	 95.6 	 21.06 	 30 	-1.285 	 143 	 301 	 229 	 177 	 5408 	-6.9 
 11.11 	 1.11 	 95.7 	 21.35 	 31 	-1.272 	 142.8 	 301 	 229 	 178 	 5406 	-6.6 
 11.31 	 1.13 	 95.5 	 21.76 	 32 	-1.244 	 142 	 301 	 229 	 178 	 5405 	-6.6 
 11.51 	 1.15 	 95.5 	 22.28 	 32 	-1.247 	 142.6 	 301 	 229 	 177 	 5402 	-6.5 
 11.72 	 1.17 	 95.4 	 22.52 	 32 	-1.23 	 143.2 	 300 	 229 	 178 	 5402 	-6.5 
 11.92 	 1.19 	 95.5 	 22.66 	 32 	-1.222 	 142.4 	 302 	 230 	 177 	 5403 	-6.4 
 12.12 	 1.21 	 95.7 	 22.91 	 33 	-1.22 	 142.3 	 301 	 229 	 178 	 5405 	-6.8 
 12.32 	 1.23 	 95.9 	 23.33 	 34 	-1.199 	 143.1 	 302 	 229 	 178 	 5404 	-6.5 
 12.52 	 1.25 	 95.6 	 23.3 	 33 	-1.2 	 143.1 	 301 	 230 	 178 	 5406 	-7 
 12.73 	 1.27 	 95.6 	 23.74 	 33 	-1.19 	 141.8 	 301 	 229 	 178 	 5408 	-7.1 
 12.93 	 1.29 	 95.6 	 23.7 	 34 	-1.175 	 142.7 	 301 	 230 	 178 	 5402 	-6.8 
 13.13 	 1.31 	 95.6 	 23.65 	 33 	-1.176 	 143.3 	 301 	 230 	 178 	 5402 	-6.6 
 13.33 	 1.33 	 95.7 	 23.88 	 34 	-1.189 	 142.3 	 302 	 229 	 178 	 5402 	-6.9 
 13.53 	 1.35 	 95.7 	 23.81 	 34 	-1.168 	 142.4 	 302 	 230 	 178 	 5404 	-6.4 
 13.74 	 1.37 	 95.6 	 23.95 	 34 	-1.161 	 143.1 	 301 	 229 	 178 	 5401 	-6.4 
 13.94 	 1.39 	 95.5 	 23.67 	 33 	-1.162 	 142.7 	 301 	 230 	 178 	 5404 	-6.8 
 14.14 	 1.41 	 95.6 	 23.6 	 33 	-1.143 	 142.6 	 301 	 230 	 178 	 5403 	-7.1 
 14.34 	 1.43 	 95.8 	 23.84 	 34 	-1.171 	 143.4 	 301 	 229 	 177 	 5405 	-6.8 
 14.54 	 1.45 	 95.9 	 23.7 	 34 	-1.169 	 143 	 300 	 229 	 178 	 5405 	-6.6 
 14.75 	 1.47 	 95.6 	 23.62 	 33 	-1.158 	 142 	 301 	 230 	 178 	 5407 	-7.1 
 14.95 	 1.49 	 95.6 	 23.34 	 33 	-1.163 	 142.8 	 300 	 230 	 178 	 5403 	-6.8 
 15.15 	 1.51 	 95.7 	 22.93 	 32 	-1.153 	 143 	 300 	 230 	 178 	 5404 	-6.4 
 15.35 	 1.53 	 95.7 	 22.85 	 32 	-1.16 	 143 	 300 	 230 	 177 	 5402 	-7 
 15.55 	 1.55 	 95.7 	 22.7 	 31 	-1.172 	 142.4 	 301 	 229 	 178 	 5406 	-6.8 
