时间,振次,轴位移,力,变形,围压,孔压,反压
0.0,0.0,141.2,21.33,-6.906000000000001,300,192,171
0.2,0.02,141.1,21.24,-6.91,300,192,171
0.4,0.04,141.1,21.19,-6.904,300,192,171
0.61,0.06,141.1,22.63,-6.909,300,193,172
0.81,0.08,141.1,23.68,-6.904,300,192,172
1.01,0.1,141.2,24.61,-6.904,300,193,172
1.21,0.12,141.2,25.61,-6.9239999999999995,299,193,172
1.41,0.14,141.4,27.71,-6.9239999999999995,299,194,172
1.62,0.16,141.4,28.53,-6.919,299,194,173
1.82,0.18,141.5,29.46,-6.921,299,194,173
2.02,0.2,141.6,31.34,-6.917999999999999,298,195,173
2.22,0.22,141.7,31.9,-6.928,299,194,173
2.42,0.24,141.8,32.79,-6.9239999999999995,299,194,173
2.63,0.26,141.9,33.15,-6.9270000000000005,299,194,173
2.83,0.28,142.0,34.11,-6.905,299,194,173
3.03,0.3,142.0,34.16,-6.94,300,194,174
3.23,0.32,142.1,34.37,-6.926,299,194,173
3.43,0.34,142.1,34.41,-6.9079999999999995,299,195,173
3.64,0.36,142.1,34.06,-6.9239999999999995,299,194,173
3.84,0.38,142.1,33.72,-6.917999999999999,299,194,174
4.04,0.4,142.1,33.65,-6.912000000000001,299,194,173
4.24,0.42,142.1,33.2,-6.919,300,194,173
4.44,0.44,142.1,31.23,-6.895,299,194,173
4.65,0.46,142.1,30.08,-6.877000000000001,299,194,173
4.85,0.48,142.0,28.78,-6.896,299,194,174
5.05,0.5,141.9,25.95,-6.917000000000001,299,194,174
5.25,0.52,141.9,24.81,-6.921,299,194,173
5.45,0.54,141.9,23.22,-6.902,299,194,173
5.66,0.56,141.8,20.53,-6.905,298,195,174
5.86,0.58,141.8,19.51,-6.915,299,195,174
6.06,0.6,141.7,18.3,-6.912000000000001,299,195,174
6.26,0.62,141.7,17.11,-6.916,298,196,174
6.46,0.64,141.5,15.03,-6.894,299,197,176
6.67,0.66,141.4,13.98,-6.909,298,197,176
6.87,0.68,141.3,13.37,-6.9110000000000005,299,198,177
7.07,0.7,141.0,11.8,-6.898,298,200,178
7.27,0.72,140.8,11.48,-6.901,298,200,179
7.47,0.74,140.8,11.17,-6.922000000000001,297,201,180
7.68,0.76,140.6,10.92,-6.905,298,202,181
7.88,0.78,140.4,10.48,-6.917999999999999,298,204,183
8.08,0.8,140.3,10.46,-6.894,300,205,184
8.28,0.82,140.3,10.16,-6.9110000000000005,298,205,184
8.48,0.84,140.1,10.1,-6.905,299,207,184
8.69,0.86,140.1,10.21,-6.9110000000000005,301,208,185
8.89,0.88,140.0,10.15,-6.919,301,208,186
9.09,0.9,140.0,9.97,-6.922000000000001,298,208,187
9.29,0.92,140.0,10.01,-6.91,299,208,186
9.49,0.94,140.1,10.27,-6.9270000000000005,301,209,187
9.7,0.96,139.9,10.33,-6.934,299,209,187
9.9,0.98,139.9,10.52,-6.9079999999999995,299,209,188
10.1,1.0,140.0,10.94,-6.897,301,210,188
10.3,1.03,140.2,12.4,-6.922999999999999,297,212,190
10.5,1.05,140.5,15.59,-6.914,300,215,193
10.71,1.07,140.7,17.04,-6.922000000000001,301,216,194
10.91,1.09,140.9,18.42,-6.921,300,216,194
11.11,1.11,141.2,22.42,-6.931,298,216,193
11.31,1.13,141.4,24.4,-6.895,301,216,193
11.51,1.15,141.5,26.33,-6.949,301,215,193
11.72,1.17,141.8,27.86,-6.912000000000001,300,214,191
11.92,1.19,142.0,30.81,-6.9239999999999995,300,212,190
12.12,1.21,142.0,32.1,-6.912999999999999,301,212,190
12.32,1.23,142.1,33.06,-6.92,302,211,189
12.52,1.25,142.3,34.23,-6.9239999999999995,301,210,188
12.73,1.27,142.3,34.74,-6.922999999999999,302,209,187
12.93,1.29,142.3,35.12,-6.917000000000001,302,209,188
13.13,1.31,142.3,35.05,-6.899,303,209,187
13.33,1.33,142.3,35.18,-6.922000000000001,301,209,187
13.53,1.35,142.4,35.07,-6.928999999999999,301,209,187
13.74,1.37,142.4,34.93,-6.921,301,210,187
13.94,1.39,142.4,34.16,-6.9239999999999995,301,209,187
14.14,1.41,142.4,33.54,-6.903,300,209,187
14.34,1.43,142.4,32.79,-6.905,301,209,187
14.54,1.45,142.4,31.6,-6.922000000000001,302,208,187
14.75,1.47,142.4,28.99,-6.92,300,209,187
14.95,1.49,142.3,27.6,-6.917999999999999,301,209,186
15.15,1.51,142.2,26.22,-6.915,301,209,186
15.35,1.53,142.2,23.52,-6.897,300,210,188
15.55,1.55,142.0,22.23,-6.9,301,210,188
15.76,1.57,142.1,20.77,-6.906000000000001,300,210,189
15.96,1.59,141.9,18.54,-6.91,299,211,190
16.16,1.61,141.8,17.29,-6.912000000000001,299,212,190
16.36,1.63,141.6,16.19,-6.91,299,213,190
16.56,1.65,141.7,15.39,-6.899,300,213,191
16.77,1.67,141.4,13.64,-6.893,298,214,193
16.97,1.69,141.2,12.66,-6.902,298,215,193
17.17,1.71,141.2,12.51,-6.902,299,216,193
17.37,1.73,140.8,11.36,-6.904,298,217,195
17.57,1.75,140.7,11.09,-6.901,298,217,196
17.78,1.77,140.6,10.73,-6.91,298,217,196
17.98,1.79,140.4,10.54,-6.893,298,218,196
18.18,1.81,140.3,10.43,-6.905,299,218,197
18.38,1.83,140.2,10.18,-6.894,298,218,196
18.58,1.85,140.2,9.98,-6.9,298,219,196
18.79,1.87,140.0,9.8,-6.907,301,219,196
18.99,1.89,140.0,9.92,-6.916,299,219,196
19.19,1.91,140.0,9.99,-6.921,298,219,197
19.39,1.93,139.9,9.9,-6.906000000000001,299,219,198
19.59,1.95,140.0,10.36,-6.9110000000000005,299,220,197
19.8,1.97,140.0,10.5,-6.912999999999999,298,220,198
20.0,1.99,140.1,10.47,-6.922000000000001,298,220,198
20.2,2.02,140.2,11.95,-6.931,298,222,201
20.4,2.04,140.4,13.49,-6.922000000000001,297,225,202
20.6,2.06,140.6,14.95,-6.922000000000001,299,227,204
20.81,2.08,141.0,17.59,-6.917000000000001,298,227,205
21.01,2.1,141.2,19.39,-6.955,297,227,204
21.21,2.12,141.4,21.51,-6.912999999999999,299,227,203
21.41,2.14,141.6,23.57,-6.912999999999999,301,225,202
21.61,2.16,142.0,27.69,-6.915,299,222,200
21.82,2.18,142.1,29.43,-6.919,300,221,198
22.02,2.2,142.2,31.07,-6.925,300,219,197
22.22,2.22,142.3,33.51,-6.907,302,218,196
22.42,2.24,142.5,34.2,-6.899,302,217,196
22.62,2.26,142.6,34.7,-6.914,302,218,194
22.83,2.28,142.6,35.25,-6.903,302,216,194
23.03,2.3,142.6,35.61,-6.925,302,215,193
23.23,2.32,142.6,35.5,-6.9110000000000005,302,216,193
23.43,2.34,142.6,35.39,-6.897,300,215,193
23.63,2.36,142.7,34.96,-6.909,302,215,193
23.84,2.38,142.6,34.78,-6.922000000000001,301,215,194
24.04,2.4,142.7,34.4,-6.891,301,215,192
24.24,2.42,142.6,32.81,-6.897,301,216,193
24.44,2.44,142.7,31.71,-6.915,301,215,193
24.64,2.46,142.6,30.36,-6.909,301,215,193
24.85,2.48,142.5,28.79,-6.925,301,215,192
25.05,2.5,142.5,26.4,-6.915,301,216,193
25.25,2.52,142.4,24.69,-6.904,300,216,193
25.45,2.54,142.4,23.47,-6.906000000000001,300,216,194
25.65,2.56,142.2,21.0,-6.916,299,217,194
25.86,2.58,142.2,19.69,-6.912999999999999,299,218,195
26.06,2.6,142.1,18.45,-6.91,299,219,196
26.26,2.62,142.1,17.43,-6.9079999999999995,298,219,196
26.46,2.64,141.8,15.41,-6.926,299,221,198
26.66,2.66,141.7,14.66,-6.916,298,221,199
26.87,2.68,141.6,13.88,-6.899,298,222,199
27.07,2.7,141.3,12.39,-6.894,297,224,202
27.27,2.72,141.2,12.1,-6.905,298,225,202
27.47,2.74,141.1,11.61,-6.897,298,225,202
27.67,2.76,140.7,10.96,-6.907,299,226,203
27.88,2.78,140.6,10.56,-6.894,298,226,204
28.08,2.8,140.4,10.68,-6.902,299,226,203
28.28,2.82,140.3,10.54,-6.912000000000001,298,227,204
28.48,2.84,140.2,10.22,-6.906000000000001,298,226,203
28.68,2.86,140.2,10.26,-6.917000000000001,299,226,203
28.89,2.88,140.1,10.19,-6.896,300,226,203
29.09,2.9,140.1,10.1,-6.9,298,227,204
29.29,2.92,140.1,10.08,-6.921,298,227,203
29.49,2.94,140.1,10.35,-6.909,299,227,203
29.69,2.96,140.1,10.46,-6.922000000000001,299,227,204
29.9,2.98,140.0,10.56,-6.901,299,227,204
30.1,3.01,140.0,10.65,-6.916,298,228,205
30.3,3.03,140.2,11.87,-6.912999999999999,297,230,207
30.5,3.05,140.6,14.39,-6.922999999999999,299,234,211
30.7,3.07,140.9,15.78,-6.9110000000000005,299,235,211
30.91,3.09,141.1,16.72,-6.931,297,234,211
31.11,3.11,141.4,18.43,-6.928,298,234,210
31.31,3.13,141.8,22.98,-6.937,301,231,208
31.51,3.15,142.0,25.11,-6.928999999999999,300,229,206
31.71,3.17,142.3,27.37,-6.919,300,227,204
31.92,3.19,142.5,31.13,-6.937,301,224,201
32.12,3.21,142.6,32.64,-6.917000000000001,303,223,200
32.32,3.23,142.7,33.52,-6.907,302,222,199
32.52,3.25,142.8,34.79,-6.893,301,221,197
32.72,3.27,142.8,35.31,-6.901,302,220,197
32.93,3.29,142.9,35.6,-6.925,302,220,197
33.13,3.31,142.8,35.61,-6.888,302,219,198
33.33,3.33,142.9,35.43,-6.919,301,219,197
33.53,3.35,142.9,35.29,-6.904,302,219,197
33.73,3.37,143.0,35.14,-6.903,302,219,197
33.94,3.39,143.0,34.67,-6.9270000000000005,301,218,197
34.14,3.41,142.9,33.8,-6.897,300,219,196
34.34,3.43,142.9,33.09,-6.912000000000001,301,219,196
34.54,3.45,142.8,31.63,-6.904,301,219,197
34.74,3.47,142.8,28.89,-6.904,299,219,197
34.95,3.49,142.8,27.69,-6.912999999999999,301,219,196
35.15,3.51,142.7,26.14,-6.906000000000001,300,219,197
35.35,3.53,142.7,23.4,-6.909,300,219,198
35.55,3.55,142.7,22.17,-6.903,299,220,198
35.75,3.57,142.4,20.86,-6.916,300,220,200
35.96,3.59,142.4,18.59,-6.898,298,223,200
36.16,3.61,142.3,17.38,-6.907,298,224,201
36.36,3.63,142.2,16.52,-6.902,298,224,202
36.56,3.65,142.1,15.43,-6.9,298,226,202
36.76,3.67,141.8,13.88,-6.903,298,228,205
36.97,3.69,141.6,13.15,-6.902,297,228,206
37.17,3.71,141.5,12.61,-6.91,298,228,207
37.37,3.73,141.2,11.8,-6.9239999999999995,298,231,208
37.57,3.75,141.0,11.33,-6.922000000000001,298,231,208
37.77,3.77,140.9,11.13,-6.912000000000001,298,231,208
37.98,3.79,140.7,10.87,-6.901,299,232,209
38.18,3.81,140.5,10.3,-6.898,299,231,209
38.38,3.83,140.4,10.43,-6.907,299,232,209
38.58,3.85,140.3,10.44,-6.9110000000000005,298,232,208
38.78,3.87,140.1,10.31,-6.904,299,232,208
38.99,3.89,140.2,10.26,-6.899,299,232,208
39.19,3.91,140.1,10.23,-6.912000000000001,299,232,209
39.39,3.93,140.2,10.29,-6.9110000000000005,299,231,209
39.59,3.95,140.1,10.4,-6.931,300,232,208
39.79,3.97,140.2,10.6,-6.906000000000001,300,232,209
40.0,3.99,140.1,10.34,-6.899,299,232,210
40.2,4.02,140.2,11.99,-6.94,296,235,211
40.4,4.04,140.5,13.1,-6.942,299,237,213
40.6,4.06,140.7,14.2,-6.938,300,239,216
40.8,4.08,141.2,16.49,-6.937,298,239,216
41.01,4.1,141.5,17.84,-6.947,298,239,215
41.21,4.12,141.8,19.84,-6.926,300,237,215
41.41,4.14,142.0,22.17,-6.915,301,237,212
41.61,4.16,142.4,26.58,-6.93,299,231,208
41.81,4.18,142.5,28.9,-6.928,300,229,205
42.02,4.2,142.7,31.03,-6.922000000000001,302,228,204
42.22,4.22,142.8,33.8,-6.906000000000001,303,226,203
42.42,4.24,143.0,34.25,-6.9,302,224,201
42.62,4.26,143.0,34.89,-6.945,302,224,201
42.82,4.28,143.0,35.49,-6.937,303,222,201
43.03,4.3,143.0,35.62,-6.917999999999999,302,223,201
43.23,4.32,143.1,35.57,-6.916,302,222,199
43.43,4.34,143.1,35.37,-6.915,301,222,199
43.63,4.36,143.1,35.13,-6.922000000000001,302,222,199
43.83,4.38,143.1,34.93,-6.906000000000001,301,222,200
44.04,4.4,143.1,34.47,-6.9079999999999995,300,221,199
44.24,4.42,143.1,32.84,-6.901,302,222,199
44.44,4.44,143.1,31.59,-6.921,301,222,199
44.64,4.46,143.1,30.43,-6.907,300,222,198
44.84,4.48,142.9,28.71,-6.893,300,221,199
45.05,4.5,142.9,26.2,-6.895,301,223,200
45.25,4.52,142.9,24.81,-6.906000000000001,300,222,200
45.45,4.54,142.9,23.28,-6.907,299,223,200
45.65,4.56,142.7,20.98,-6.899,299,224,201
45.85,4.58,142.7,19.7,-6.901,300,225,202
46.06,4.6,142.6,18.49,-6.9110000000000005,299,226,202
46.26,4.62,142.6,17.35,-6.912000000000001,298,227,204
46.46,4.64,142.4,15.58,-6.921,298,229,206
46.66,4.66,142.2,14.46,-6.907,298,230,207
46.86,4.68,142.0,13.84,-6.892,297,232,209
47.07,4.7,141.7,12.79,-6.909,297,233,211
47.27,4.72,141.6,12.25,-6.9,297,234,212
47.47,4.74,141.4,12.1,-6.9110000000000005,297,236,211
47.67,4.76,141.1,11.18,-6.9079999999999995,298,236,213
47.87,4.78,140.8,10.98,-6.915,298,236,213
48.08,4.8,140.7,10.76,-6.902,298,236,213
48.28,4.82,140.6,10.6,-6.912000000000001,299,236,212
48.48,4.84,140.4,10.52,-6.905,299,236,212
48.68,4.86,140.4,10.3,-6.896,299,236,213
48.88,4.88,140.3,10.37,-6.904,298,236,212
49.09,4.9,140.2,10.38,-6.916,299,236,213
49.29,4.92,140.2,10.3,-6.928,299,235,212
49.49,4.94,140.2,10.44,-6.917999999999999,299,236,213
49.69,4.96,140.2,10.55,-6.916,299,235,212
49.89,4.98,140.2,10.65,-6.922000000000001,299,236,213
50.1,5.01,140.2,11.07,-6.935,298,237,213
50.3,5.03,140.4,11.92,-6.933,297,239,216
50.5,5.05,140.8,14.01,-6.9270000000000005,300,244,220
50.7,5.07,141.1,14.86,-6.91,299,244,221
50.9,5.09,141.4,16.12,-6.9239999999999995,298,244,220
51.11,5.11,142.0,19.41,-6.912999999999999,300,242,218
51.31,5.13,142.2,21.72,-6.94,301,240,216
51.51,5.15,142.5,23.8,-6.914,302,237,213
51.71,5.17,142.8,26.33,-6.9270000000000005,300,234,210
51.91,5.19,142.9,30.85,-6.91,302,230,207
52.12,5.21,143.0,32.75,-6.9239999999999995,304,229,206
52.32,5.23,143.1,33.7,-6.9239999999999995,303,228,205
52.52,5.25,143.2,34.79,-6.891,301,226,202
52.72,5.27,143.2,35.19,-6.9079999999999995,302,225,202
52.92,5.29,143.3,35.75,-6.921,303,224,202
53.13,5.31,143.4,35.86,-6.907,302,225,202
53.33,5.33,143.3,35.33,-6.925,301,224,201
53.53,5.35,143.3,35.24,-6.9110000000000005,302,224,201
53.73,5.37,143.3,35.21,-6.912000000000001,302,223,202
53.93,5.39,143.3,34.43,-6.92,300,223,202
54.14,5.41,143.3,33.88,-6.9079999999999995,300,224,201
54.34,5.43,143.4,32.87,-6.902,301,224,200
54.54,5.45,143.2,30.21,-6.916,300,224,201
54.74,5.47,143.3,29.01,-6.909,299,224,201
54.94,5.49,143.1,27.52,-6.922000000000001,300,224,201
55.15,5.51,143.1,26.4,-6.915,300,225,202
55.35,5.53,143.1,23.34,-6.897,300,224,202
55.55,5.55,143.0,22.18,-6.922000000000001,299,226,202
55.75,5.57,143.0,21.13,-6.928,300,226,203
55.95,5.59,142.8,18.64,-6.898,298,228,205
56.16,5.61,142.8,17.55,-6.91,298,229,206
56.36,5.63,142.6,16.4,-6.925,297,230,207
56.56,5.65,142.5,15.62,-6.904,297,232,209
56.76,5.67,142.2,14.05,-6.928,297,233,211
56.96,5.69,142.1,13.34,-6.886,297,235,212
57.17,5.71,142.0,12.79,-6.895,297,236,213
57.37,5.73,141.6,11.9,-6.912999999999999,298,238,215
57.57,5.75,141.5,11.65,-6.906000000000001,297,239,216
57.77,5.77,141.2,11.33,-6.903,298,240,216
57.97,5.79,141.1,11.06,-6.893,297,240,216
58.18,5.81,140.8,10.77,-6.905,299,240,216
58.38,5.83,140.6,10.61,-6.925,299,240,216
58.58,5.85,140.5,10.72,-6.893,298,239,216
58.78,5.87,140.4,10.46,-6.916,299,240,215
58.98,5.89,140.4,10.5,-6.914,300,239,216
59.19,5.91,140.3,10.53,-6.905,299,239,215
59.39,5.93,140.3,10.7,-6.919,299,240,216
59.59,5.95,140.4,10.5,-6.915,300,239,216
59.79,5.97,140.3,10.64,-6.921,299,240,216
59.99,6.0,140.3,10.65,-6.919,299,240,215
60.2,6.02,140.5,12.09,-6.938,298,242,219
60.4,6.04,140.7,12.96,-6.916,299,245,221
60.6,6.06,140.9,13.93,-6.912999999999999,299,247,223
60.8,6.08,141.4,15.82,-6.942,298,247,224
61.0,6.1,141.8,16.95,-6.9239999999999995,298,247,222
61.21,6.12,142.0,18.77,-6.909,300,245,221
61.41,6.14,142.3,21.01,-6.912999999999999,301,243,219
61.61,6.16,142.8,25.89,-6.912000000000001,300,237,212
61.81,6.18,143.1,28.37,-6.922999999999999,300,234,211
62.01,6.2,143.2,30.63,-6.914,302,232,209
62.22,6.22,143.3,33.72,-6.922000000000001,303,229,206
62.42,6.24,143.4,34.24,-6.912000000000001,303,228,205
62.62,6.26,143.5,34.79,-6.912999999999999,302,228,204
62.82,6.28,143.4,35.43,-6.917999999999999,302,227,204
63.02,6.3,143.6,35.94,-6.928999999999999,302,226,203
63.23,6.32,143.6,35.66,-6.917000000000001,301,226,202
63.43,6.34,143.5,35.42,-6.91,301,226,203
63.63,6.36,143.5,35.07,-6.922999999999999,302,226,203
63.83,6.38,143.5,34.98,-6.92,301,226,202
64.03,6.4,143.6,34.64,-6.912000000000001,301,225,202
64.24,6.42,143.5,32.94,-6.914,301,225,203
64.44,6.44,143.5,31.59,-6.922999999999999,301,225,203
64.64,6.46,143.5,30.22,-6.895,300,226,203
64.84,6.48,143.4,28.74,-6.92,299,225,203
65.04,6.5,143.4,26.4,-6.922999999999999,301,225,203
65.25,6.52,143.4,24.83,-6.907,300,227,203
65.45,6.54,143.4,23.36,-6.916,299,227,204
65.65,6.56,143.1,21.01,-6.912999999999999,299,228,205
65.85,6.58,143.1,19.53,-6.896,299,229,205
66.05,6.6,143.0,18.67,-6.902,299,230,207
66.26,6.62,142.9,17.59,-6.907,298,231,207
66.46,6.64,142.7,15.55,-6.899,298,233,210
66.66,6.66,142.5,14.65,-6.919,297,235,211
66.86,6.68,142.5,14.09,-6.9079999999999995,297,237,212
67.06,6.7,142.1,13.04,-6.909,297,239,215
67.27,6.72,141.9,12.49,-6.921,297,240,217
67.47,6.74,141.7,12.07,-6.902,297,242,217
67.67,6.76,141.4,11.26,-6.9110000000000005,297,243,219
67.87,6.78,141.3,11.17,-6.914,298,243,219
68.07,6.8,141.1,11.03,-6.898,298,244,220
68.28,6.82,140.9,10.7,-6.9,298,244,219
68.48,6.84,140.7,10.65,-6.902,298,243,218
68.68,6.86,140.6,10.64,-6.903,299,242,219
68.88,6.88,140.6,10.62,-6.919,299,242,219
69.08,6.9,140.5,10.58,-6.928,299,243,219
69.29,6.92,140.5,10.5,-6.903,299,242,218
69.49,6.94,140.5,10.55,-6.904,300,241,219
69.69,6.96,140.5,10.49,-6.919,300,242,218
69.89,6.99,140.4,10.59,-6.933,298,242,219
70.09,7.01,140.5,11.3,-6.928,298,244,219
70.3,7.03,140.6,12.16,-6.9239999999999995,298,245,221
70.5,7.05,141.0,13.79,-6.922000000000001,300,250,226
70.7,7.07,141.3,14.67,-6.928999999999999,298,251,226
70.9,7.09,141.5,15.44,-6.9239999999999995,297,250,227
71.1,7.11,142.3,18.49,-6.916,300,248,224
71.31,7.13,142.5,20.62,-6.914,300,246,222
71.51,7.15,142.8,22.89,-6.917000000000001,301,242,218
71.71,7.17,142.9,25.49,-6.928999999999999,301,239,215
71.91,7.19,143.3,30.63,-6.917000000000001,302,234,210
72.11,7.21,143.4,32.25,-6.899,303,233,210
72.32,7.23,143.5,33.49,-6.905,303,231,208
72.52,7.25,143.6,35.01,-6.91,302,228,205
72.72,7.27,143.6,35.27,-6.917000000000001,302,228,206
72.92,7.29,143.7,35.71,-6.914,303,228,205
73.12,7.31,143.8,35.76,-6.925,302,227,205
73.33,7.33,143.7,35.56,-6.931,300,227,204
73.53,7.35,143.7,35.36,-6.9110000000000005,302,227,203
73.73,7.37,143.7,35.26,-6.917000000000001,301,227,205
73.93,7.39,143.7,34.58,-6.9239999999999995,300,226,204
74.13,7.41,143.7,33.66,-6.912000000000001,300,227,204
74.34,7.43,143.7,32.97,-6.907,301,228,204
74.54,7.45,143.7,30.33,-6.904,300,227,204
74.74,7.47,143.6,28.76,-6.92,299,227,203
74.94,7.49,143.7,27.65,-6.893,300,227,204
75.14,7.51,143.6,26.14,-6.903,301,227,205
75.35,7.53,143.5,23.37,-6.907,299,228,205
75.55,7.55,143.4,22.11,-6.922000000000001,299,229,205
75.75,7.57,143.3,20.74,-6.909,299,229,207
75.95,7.59,143.3,18.62,-6.912999999999999,298,231,209
76.15,7.61,143.1,17.31,-6.912999999999999,298,232,210
76.36,7.63,143.1,16.56,-6.91,297,234,209
76.56,7.65,143.0,15.63,-6.905,298,235,212
76.76,7.67,142.7,14.14,-6.915,297,238,215
76.96,7.69,142.5,13.48,-6.9110000000000005,297,240,216
77.16,7.71,142.4,12.81,-6.919,297,240,218
77.37,7.73,142.0,12.15,-6.901,298,243,220
77.57,7.75,141.8,11.82,-6.899,297,245,221
77.77,7.77,141.7,11.47,-6.896,296,245,222
77.97,7.79,141.3,11.12,-6.901,299,245,221
78.17,7.81,141.0,11.07,-6.912000000000001,299,246,221
78.38,7.83,141.0,10.8,-6.9079999999999995,299,245,221
78.58,7.85,140.8,10.71,-6.92,298,245,220
78.78,7.87,140.6,10.53,-6.897,299,245,221
78.98,7.89,140.6,10.66,-6.904,300,245,221
79.18,7.91,140.6,10.74,-6.915,299,244,221
79.39,7.93,140.5,10.63,-6.921,299,245,220
79.59,7.95,140.5,10.66,-6.92,299,244,221
79.79,7.98,140.5,10.6,-6.912999999999999,299,245,221
79.99,8.0,140.5,10.83,-6.931,298,245,221
80.19,8.02,140.8,12.22,-6.928999999999999,299,249,226
80.4,8.04,140.9,13.16,-6.916,300,251,227
80.6,8.06,141.1,13.87,-6.932,299,252,228
80.8,8.08,141.7,15.2,-6.925,298,253,229
81.0,8.1,142.0,16.74,-6.941,299,252,228
81.2,8.12,142.3,18.15,-6.919,299,251,226
81.41,8.14,142.7,20.31,-6.938,301,249,224
81.61,8.16,143.2,24.91,-6.915,300,240,217
81.81,8.18,143.4,27.79,-6.91,302,238,213
82.01,8.2,143.6,30.36,-6.921,303,235,212
82.21,8.22,143.8,33.38,-6.906000000000001,303,232,210
82.42,8.24,143.7,34.38,-6.917000000000001,303,231,208
82.62,8.26,143.8,35.01,-6.916,302,230,208
82.82,8.28,143.9,35.77,-6.936,303,229,205
83.02,8.3,143.9,35.62,-6.916,302,230,206
83.22,8.32,143.8,35.6,-6.903,301,229,205
83.43,8.34,144.0,35.32,-6.894,302,228,205
83.63,8.36,143.9,35.29,-6.8839999999999995,302,228,206
83.83,8.38,143.9,35.05,-6.899,302,229,205
84.03,8.4,143.9,34.55,-6.895,300,228,205
84.23,8.42,143.9,32.89,-6.9079999999999995,301,227,205
84.44,8.44,143.9,31.68,-6.896,301,228,205
84.64,8.46,143.9,30.27,-6.9079999999999995,300,228,205
84.84,8.48,143.7,28.81,-6.902,299,228,205
85.04,8.5,143.8,26.27,-6.9110000000000005,301,228,206
85.24,8.52,143.7,24.86,-6.909,300,229,206
85.45,8.54,143.7,23.28,-6.899,299,229,207
85.65,8.56,143.6,20.77,-6.891,299,231,208
85.85,8.58,143.6,19.75,-6.907,299,232,209
86.05,8.6,143.4,18.55,-6.912999999999999,298,233,209
86.25,8.62,143.3,17.43,-6.897,298,234,211
86.46,8.64,143.1,15.55,-6.907,297,237,213
86.66,8.66,143.0,14.85,-6.9,297,239,214
86.86,8.68,142.9,14.06,-6.912000000000001,297,240,216
87.06,8.7,142.5,12.99,-6.899,297,243,220
87.26,8.72,142.4,12.63,-6.905,297,244,221
87.47,8.74,142.2,12.11,-6.901,297,245,222
87.67,8.76,141.8,11.66,-6.912999999999999,298,247,224
87.87,8.78,141.7,11.38,-6.902,297,248,224
88.07,8.8,141.4,11.1,-6.885,298,248,223
88.27,8.82,141.2,11.01,-6.9239999999999995,299,248,224
88.48,8.84,141.0,10.83,-6.917000000000001,298,247,224
88.68,8.86,140.8,10.84,-6.93,299,247,223
88.88,8.88,140.7,10.61,-6.9110000000000005,299,246,222
89.08,8.9,140.7,10.7,-6.907,299,247,222
89.28,8.92,140.6,10.73,-6.921,299,247,222
89.49,8.94,140.6,10.67,-6.921,299,246,223
89.69,8.97,140.6,10.61,-6.912000000000001,299,247,223
89.89,8.99,140.7,11.33,-6.91,299,248,224
90.09,9.01,140.7,11.78,-6.919,298,250,225
90.29,9.03,140.9,12.37,-6.912999999999999,298,251,228
90.5,9.05,141.3,13.83,-6.928,298,255,230
90.7,9.07,141.5,14.38,-6.925,298,256,231
90.9,9.09,141.8,15.25,-6.943,298,255,232
91.1,9.11,142.5,17.9,-6.928999999999999,300,253,229
91.3,9.13,142.7,19.85,-6.944,301,250,225
91.51,9.15,143.0,21.96,-6.9270000000000005,300,247,222
91.71,9.17,143.3,24.66,-6.906000000000001,301,242,218
91.91,9.19,143.7,30.03,-6.943,303,237,213
92.11,9.21,143.8,31.77,-6.912000000000001,303,235,211
92.31,9.23,143.9,33.44,-6.915,303,234,211
92.52,9.25,144.0,34.91,-6.906000000000001,302,231,209
92.72,9.27,144.0,35.21,-6.89,303,231,207
92.92,9.29,144.0,35.53,-6.916,302,230,207
93.12,9.31,144.1,35.53,-6.898,302,230,207
93.32,9.33,144.1,35.39,-6.916,302,229,206
93.53,9.35,144.2,35.4,-6.907,301,229,207
93.73,9.37,144.1,35.22,-6.93,302,229,207
93.93,9.39,144.0,34.5,-6.919,301,230,206
94.13,9.41,144.1,33.74,-6.903,301,228,207
94.33,9.43,144.2,32.87,-6.917000000000001,300,229,206
94.54,9.45,144.0,31.57,-6.9110000000000005,301,229,207
94.74,9.47,144.0,29.01,-6.917000000000001,300,229,206
94.94,9.49,144.0,27.41,-6.893,300,229,207
95.14,9.51,144.0,26.18,-6.9079999999999995,300,231,207
95.34,9.53,144.0,23.48,-6.912999999999999,299,231,207
95.55,9.55,143.8,22.04,-6.902,299,231,208
95.75,9.57,143.8,20.74,-6.909,299,232,209
95.95,9.59,143.7,18.74,-6.905,298,233,211
96.15,9.61,143.5,17.42,-6.901,298,236,212
96.35,9.63,143.4,16.55,-6.916,297,236,213
96.56,9.65,143.3,15.75,-6.904,297,238,214
96.76,9.67,143.0,14.08,-6.901,297,242,218
96.96,9.69,142.9,13.6,-6.898,297,243,220
97.16,9.71,142.9,13.01,-6.907,297,244,220
97.36,9.73,142.4,12.11,-6.916,297,247,224
97.57,9.75,142.3,12.12,-6.912000000000001,297,248,225
97.77,9.77,142.0,11.62,-6.9110000000000005,297,249,225
97.97,9.79,141.5,11.2,-6.9,298,249,226
98.17,9.81,141.4,11.17,-6.907,298,250,226
98.37,9.83,141.2,10.9,-6.9110000000000005,299,249,226
98.58,9.85,141.2,10.8,-6.892,298,250,225
98.78,9.87,140.9,10.78,-6.909,299,249,224
98.98,9.89,140.8,10.53,-6.896,298,248,226
