时间,振次,轴位移,力,变形,围压,孔压,反压
354.51,35.45,149.0,30.17,-6.893,300,237,213
354.71,35.47,149.0,28.85,-6.909,300,236,213
354.91,35.49,148.9,27.53,-6.938,300,237,213
355.12,35.51,148.9,24.63,-6.906000000000001,300,238,214
355.32,35.53,148.8,23.2,-6.906000000000001,299,238,215
355.52,35.55,148.8,22.17,-6.903,299,239,216
355.72,35.57,148.8,20.83,-6.906000000000001,299,240,216
355.92,35.59,148.6,18.46,-6.9079999999999995,298,243,219
356.13,35.61,148.5,17.44,-6.909,298,244,220
356.33,35.63,148.4,16.54,-6.907,297,246,222
356.53,35.65,148.1,14.77,-6.91,296,250,225
356.73,35.67,148.0,14.11,-6.906000000000001,296,253,228
356.93,35.69,147.8,13.58,-6.897,296,254,229
357.14,35.71,147.7,13.22,-6.893,297,257,232
357.34,35.73,147.3,12.48,-6.91,297,260,237
357.54,35.76,147.1,12.04,-6.886,297,263,238
357.74,35.78,146.9,12.04,-6.9110000000000005,297,264,239
357.94,35.8,146.4,11.76,-6.9239999999999995,297,266,241
358.15,35.82,146.3,11.47,-6.8870000000000005,297,267,241
358.35,35.84,146.0,11.55,-6.909,298,268,242
358.55,35.86,145.7,11.39,-6.902,299,267,242
358.75,35.88,145.5,11.29,-6.9079999999999995,299,268,242
358.95,35.9,145.5,11.37,-6.931,298,268,242
359.16,35.92,145.4,11.28,-6.928,299,267,242
359.36,35.94,145.4,11.48,-6.905,299,267,242
359.56,35.96,145.3,11.45,-6.907,298,268,243
359.76,35.98,145.4,11.6,-6.932,299,267,243
359.96,36.0,145.4,12.16,-6.91,298,269,244
360.17,36.02,145.6,12.78,-6.928,299,271,246
360.37,36.04,145.7,13.15,-6.932,299,273,248
360.57,36.06,145.9,13.31,-6.922000000000001,298,275,248
360.77,36.08,146.6,14.22,-6.941,299,274,249
360.97,36.1,146.8,14.95,-6.947,300,273,248
361.18,36.12,147.1,15.94,-6.926,301,271,245
361.38,36.14,148.0,19.52,-6.93,301,263,237
361.58,36.16,148.3,22.1,-6.922000000000001,303,257,232
361.78,36.18,148.6,25.27,-6.919,304,252,227
361.98,36.2,148.8,28.47,-6.9239999999999995,303,247,223
362.19,36.22,149.1,32.84,-6.915,304,243,219
362.39,36.24,149.1,34.0,-6.901,304,241,218
362.59,36.26,149.2,34.92,-6.925,303,240,216
362.79,36.28,149.2,35.53,-6.938,302,238,214
362.99,36.3,149.2,35.68,-6.912000000000001,302,238,213
363.2,36.32,149.1,35.69,-6.909,303,237,214
363.4,36.34,149.3,35.2,-6.917999999999999,301,236,214
363.6,36.36,149.2,35.0,-6.897,300,237,213
363.8,36.38,149.3,35.04,-6.928,301,237,213
364.0,36.4,149.3,34.72,-6.919,302,237,214
364.21,36.42,149.3,32.8,-6.912999999999999,299,237,212
364.41,36.44,149.2,31.51,-6.909,300,237,212
364.61,36.46,149.2,30.38,-6.928999999999999,301,237,213
364.81,36.48,149.2,27.57,-6.93,300,237,213
365.01,36.5,149.1,25.99,-6.902,299,237,213
365.22,36.52,149.2,24.56,-6.921,299,238,215
365.42,36.54,149.0,23.4,-6.898,298,239,214
365.62,36.56,148.9,20.78,-6.902,299,240,217
365.82,36.58,148.7,19.61,-6.9079999999999995,298,241,217
366.02,36.6,148.8,18.49,-6.907,298,242,219
366.23,36.62,148.6,16.56,-6.9270000000000005,297,246,222
366.43,36.64,148.5,15.63,-6.912999999999999,297,248,224
366.63,36.66,148.4,14.85,-6.894,296,251,226
366.83,36.68,148.2,14.28,-6.912999999999999,296,252,229
367.03,36.7,147.8,13.04,-6.9,297,257,232
367.24,36.72,147.7,12.72,-6.914,296,259,235
367.44,36.74,147.4,12.36,-6.91,296,261,236
367.64,36.77,147.1,11.88,-6.909,297,264,239
367.84,36.79,146.8,11.83,-6.903,298,265,241
368.04,36.81,146.6,11.64,-6.9110000000000005,298,266,241
368.25,36.83,146.2,11.55,-6.917000000000001,298,267,242
368.45,36.85,146.0,11.44,-6.907,299,267,243
368.65,36.87,145.9,11.58,-6.916,298,268,242
368.85,36.89,145.8,11.53,-6.922000000000001,299,268,243
369.05,36.91,145.6,11.37,-6.916,298,267,242
369.26,36.93,145.5,11.29,-6.914,298,268,242
369.46,36.95,145.5,11.4,-6.903,300,267,243
369.66,36.97,145.5,11.62,-6.916,299,268,243
369.86,36.99,145.5,11.9,-6.934,298,268,243
370.06,37.01,145.6,12.14,-6.917999999999999,299,270,244
370.27,37.03,145.7,12.7,-6.936,300,271,246
370.47,37.05,146.1,13.42,-6.93,299,274,248
370.67,37.07,146.3,13.87,-6.9110000000000005,299,275,248
370.87,37.09,146.6,14.27,-6.931,299,274,249
371.07,37.11,147.4,15.93,-6.928,300,271,246
371.28,37.13,147.8,17.38,-6.93,301,267,242
371.48,37.15,148.1,19.38,-6.942,301,263,238
371.68,37.17,148.7,25.26,-6.892,303,253,227
371.88,37.19,149.0,28.55,-6.931,303,248,223
372.08,37.21,149.1,30.91,-6.938,303,245,221
372.29,37.23,149.3,32.82,-6.916,304,243,219
372.49,37.25,149.3,34.75,-6.915,303,240,216
372.69,37.27,149.3,35.42,-6.928,303,239,215
372.89,37.29,149.4,35.48,-6.93,301,238,214
373.09,37.31,149.5,35.74,-6.925,302,237,214
373.3,37.33,149.5,35.7,-6.937,302,238,213
373.5,37.35,149.4,35.35,-6.893,301,237,214
373.7,37.37,149.4,35.15,-6.901,300,237,213
373.9,37.39,149.5,34.84,-6.912999999999999,302,236,214
374.1,37.41,149.4,33.67,-6.906000000000001,300,237,214
374.31,37.43,149.5,32.93,-6.902,300,236,213
374.51,37.45,149.4,30.4,-6.928999999999999,301,237,213
374.71,37.47,149.4,28.86,-6.901,300,237,214
374.91,37.49,149.3,27.52,-6.891,299,237,213
375.11,37.51,149.3,24.83,-6.9110000000000005,299,238,214
375.32,37.53,149.2,23.43,-6.897,300,238,215
375.52,37.55,149.2,22.01,-6.896,300,240,216
375.72,37.57,149.1,20.77,-6.917000000000001,299,240,217
375.92,37.59,148.9,18.5,-6.9,298,243,219
376.12,37.61,148.9,17.69,-6.925,298,244,220
376.33,37.63,148.8,16.47,-6.916,297,247,222
376.53,37.65,148.5,14.91,-6.914,295,250,226
376.73,37.67,148.3,14.22,-6.909,296,253,229
376.93,37.69,148.2,13.67,-6.899,296,255,231
377.13,37.71,148.0,13.2,-6.922999999999999,297,257,233
377.34,37.73,147.7,12.62,-6.905,297,261,237
377.54,37.76,147.4,12.07,-6.9,297,262,238
377.74,37.78,147.2,12.09,-6.899,297,265,239
377.94,37.8,146.9,11.81,-6.912000000000001,297,267,242
378.14,37.82,146.6,11.57,-6.925,298,266,241
378.35,37.84,146.5,11.44,-6.897,297,268,242
378.55,37.86,146.1,11.4,-6.912999999999999,299,268,242
378.75,37.88,145.9,11.43,-6.92,300,268,243
378.95,37.9,145.8,11.49,-6.921,298,268,243
379.15,37.92,145.7,11.44,-6.907,298,268,242
379.36,37.94,145.7,11.43,-6.906000000000001,299,268,243
379.56,37.96,145.6,11.61,-6.926,299,268,244
379.76,37.98,145.7,11.62,-6.917000000000001,299,268,243
379.96,38.0,145.7,12.33,-6.922999999999999,298,270,244
380.16,38.02,145.8,12.75,-6.935,300,271,246
380.37,38.04,146.0,13.23,-6.914,300,273,248
380.57,38.06,146.2,13.46,-6.9,299,275,249
380.77,38.08,146.8,14.16,-6.938,299,275,249
380.97,38.1,147.1,14.95,-6.912000000000001,299,274,248
381.17,38.12,147.5,15.94,-6.912000000000001,301,271,246
381.38,38.14,148.3,19.34,-6.928,301,263,238
381.58,38.16,148.7,21.97,-6.916,303,258,233
381.78,38.18,149.0,25.12,-6.9110000000000005,303,253,228
381.98,38.2,149.3,30.84,-6.928,303,245,221
382.18,38.22,149.4,32.87,-6.92,303,243,219
382.39,38.24,149.3,34.18,-6.922999999999999,304,240,217
382.59,38.26,149.5,34.68,-6.909,303,240,216
382.79,38.28,149.6,35.63,-6.89,302,238,214
382.99,38.3,149.6,35.6,-6.938,303,236,214
383.19,38.32,149.7,35.85,-6.915,302,237,214
383.4,38.34,149.7,35.24,-6.9110000000000005,301,237,213
383.6,38.36,149.6,34.85,-6.916,301,236,213
383.8,38.38,149.6,34.97,-6.9239999999999995,301,236,213
384.0,38.4,149.6,34.52,-6.897,301,237,213
384.2,38.42,149.6,32.59,-6.894,300,237,213
384.41,38.44,149.6,31.51,-6.9079999999999995,299,236,213
384.61,38.46,149.5,30.39,-6.92,301,236,213
384.81,38.48,149.5,27.67,-6.916,300,237,214
385.01,38.5,149.5,25.97,-6.926,300,238,214
385.21,38.52,149.4,24.72,-6.897,299,238,214
385.42,38.54,149.4,23.35,-6.897,299,238,215
385.62,38.56,149.3,20.85,-6.8870000000000005,298,241,218
385.82,38.58,149.2,19.61,-6.936,299,242,218
386.02,38.6,149.2,18.49,-6.915,298,242,219
386.22,38.62,148.9,16.4,-6.909,297,246,222
386.43,38.64,148.9,15.57,-6.939,297,249,224
386.63,38.66,148.7,14.86,-6.904,297,250,226
386.83,38.68,148.4,13.69,-6.917000000000001,297,255,230
387.03,38.7,148.2,13.07,-6.896,296,258,233
387.23,38.72,148.1,12.91,-6.928999999999999,297,259,234
387.44,38.74,147.8,12.35,-6.922999999999999,297,261,237
387.64,38.77,147.5,12.17,-6.919,296,265,240
387.84,38.79,147.2,11.95,-6.921,298,267,240
388.04,38.81,147.0,11.8,-6.935,297,267,242
388.24,38.83,146.7,11.55,-6.9079999999999995,298,268,243
388.45,38.85,146.4,11.51,-6.909,298,268,243
388.65,38.87,146.3,11.42,-6.904,298,269,243
388.85,38.89,146.1,11.21,-6.9079999999999995,299,269,242
389.05,38.91,146.0,11.35,-6.904,299,268,242
389.25,38.93,145.9,11.26,-6.9,299,268,242
389.46,38.95,145.8,11.3,-6.904,299,268,243
389.66,38.97,145.9,11.4,-6.915,299,268,243
389.86,38.99,146.0,11.77,-6.922000000000001,298,269,243
390.06,39.01,145.9,12.17,-6.917999999999999,298,270,245
390.26,39.03,146.1,12.56,-6.921,299,272,245
390.47,39.05,146.4,13.46,-6.9079999999999995,299,274,248
390.67,39.07,146.6,13.69,-6.943,300,274,250
390.87,39.09,146.9,14.06,-6.939,298,275,249
391.07,39.11,147.7,15.66,-6.933,301,272,246
391.27,39.13,148.0,17.24,-6.914,301,268,243
391.48,39.15,148.4,19.44,-6.925,302,264,238
391.68,39.17,149.1,25.16,-6.912999999999999,302,253,228
391.88,39.19,149.4,28.37,-6.9239999999999995,303,247,224
392.08,39.21,149.5,30.88,-6.922000000000001,304,245,220
392.28,39.23,149.5,32.78,-6.932,304,243,218
392.49,39.25,149.7,34.97,-6.9079999999999995,304,240,217
392.69,39.27,149.7,34.97,-6.935,302,239,216
392.89,39.29,149.7,35.51,-6.91,302,238,214
393.09,39.31,149.7,35.7,-6.904,303,237,214
393.29,39.33,149.8,35.67,-6.9270000000000005,302,237,213
393.5,39.35,149.8,35.26,-6.903,301,237,213
393.7,39.37,149.9,34.99,-6.892,300,237,213
393.9,39.39,149.8,34.66,-6.907,301,237,214
394.1,39.41,149.7,33.71,-6.888999999999999,300,237,213
394.3,39.43,149.7,32.81,-6.905,299,237,212
394.51,39.45,149.8,30.19,-6.928999999999999,301,237,214
394.71,39.47,149.7,28.87,-6.926,301,237,213
394.91,39.49,149.6,27.54,-6.9079999999999995,300,238,213
395.11,39.51,149.6,24.69,-6.906000000000001,299,239,215
395.31,39.53,149.5,23.36,-6.909,299,240,215
395.52,39.55,149.6,22.03,-6.905,299,239,216
395.72,39.57,149.5,20.86,-6.909,298,241,217
395.92,39.59,149.3,18.62,-6.915,297,244,219
396.12,39.61,149.2,17.63,-6.91,298,244,221
396.32,39.63,149.1,16.64,-6.917000000000001,297,246,222
396.53,39.65,149.0,14.72,-6.9270000000000005,295,251,227
396.73,39.67,148.8,14.18,-6.921,297,253,228
396.93,39.69,148.6,13.4,-6.907,297,255,231
397.13,39.71,148.4,13.16,-6.891,297,257,233
397.33,39.73,148.1,12.53,-6.9079999999999995,296,261,236
397.54,39.76,147.8,12.18,-6.891,296,263,238
397.74,39.78,147.6,12.05,-6.902,297,264,240
397.94,39.8,147.2,11.76,-6.914,298,267,243
398.14,39.82,146.9,11.68,-6.915,297,268,242
398.34,39.84,146.8,11.42,-6.925,298,269,242
398.55,39.86,146.6,11.44,-6.917000000000001,298,269,243
398.75,39.88,146.2,11.45,-6.902,298,268,242
398.95,39.9,146.3,11.39,-6.91,299,268,243
399.15,39.92,146.1,11.09,-6.89,298,268,242
399.35,39.94,146.0,11.49,-6.931,299,268,243
399.56,39.96,146.1,11.44,-6.941,299,268,242
399.76,39.98,146.0,11.61,-6.91,299,268,243
399.96,40.0,146.1,12.25,-6.928999999999999,299,270,245
400.16,40.02,146.2,12.7,-6.935,299,272,246
400.36,40.04,146.3,13.09,-6.915,299,274,248
400.57,40.06,146.6,13.33,-6.922999999999999,299,275,248
400.77,40.08,147.1,14.06,-6.931,299,275,249
400.97,40.1,147.5,14.94,-6.92,301,274,249
401.17,40.12,148.0,15.72,-6.915,301,272,247
401.37,40.14,148.6,19.22,-6.915,302,263,238
401.58,40.16,149.0,21.94,-6.914,302,258,233
401.78,40.18,149.4,24.96,-6.915,303,252,228
401.98,40.2,149.8,30.9,-6.922000000000001,304,245,220
402.18,40.22,149.7,32.69,-6.904,304,243,219
402.38,40.24,149.9,33.97,-6.917999999999999,304,241,218
402.59,40.26,149.9,34.71,-6.902,304,239,217
402.79,40.28,149.9,35.49,-6.9110000000000005,302,238,214
402.99,40.3,150.0,35.57,-6.94,302,238,213
403.19,40.32,150.0,35.65,-6.9110000000000005,303,238,215
403.39,40.34,150.1,35.19,-6.915,300,237,213
403.6,40.36,150.0,35.07,-6.9110000000000005,301,236,214
403.8,40.38,149.9,34.84,-6.885,301,237,214
404.0,40.4,150.0,34.65,-6.899,302,237,213
404.2,40.42,149.9,32.52,-6.914,300,236,213
404.4,40.44,150.0,31.58,-6.901,300,236,213
404.61,40.46,149.9,30.26,-6.896,300,237,213
404.81,40.48,149.9,27.47,-6.894,300,238,214
405.01,40.5,149.8,26.17,-6.898,299,237,214
405.21,40.52,149.7,24.81,-6.919,299,238,215
405.41,40.54,149.7,23.46,-6.917999999999999,299,239,215
405.62,40.56,149.7,20.97,-6.922999999999999,299,241,216
405.82,40.58,149.5,19.65,-6.909,298,241,218
406.02,40.6,149.4,18.59,-6.905,297,243,219
406.22,40.62,149.3,16.51,-6.916,297,247,222
406.42,40.64,149.2,15.69,-6.912000000000001,297,248,225
406.63,40.66,149.1,14.91,-6.906000000000001,296,251,227
406.83,40.68,148.8,13.87,-6.91,297,255,231
407.03,40.7,148.6,13.23,-6.926,297,257,234
407.23,40.72,148.3,12.95,-6.915,297,260,235
407.43,40.75,148.2,12.37,-6.907,296,262,237
407.64,40.77,147.8,11.94,-6.919,298,265,240
407.84,40.79,147.6,11.83,-6.904,297,266,241
408.04,40.81,147.4,11.7,-6.903,298,267,242
408.24,40.83,147.0,11.59,-6.928,297,268,243
408.44,40.85,146.9,11.54,-6.899,298,269,243
408.65,40.87,146.7,11.45,-6.914,299,269,244
408.85,40.89,146.5,11.32,-6.907,298,269,244
409.05,40.91,146.3,11.32,-6.92,298,268,242
409.25,40.93,146.2,11.43,-6.9239999999999995,299,268,243
409.45,40.95,146.2,11.46,-6.905,299,269,243
409.66,40.97,146.2,11.45,-6.905,299,269,244
409.86,40.99,146.2,11.64,-6.93,298,269,243
410.06,41.01,146.3,12.04,-6.905,298,271,245
410.26,41.03,146.5,13.02,-6.907,299,273,248
410.46,41.05,146.8,13.33,-6.919,300,275,248
410.67,41.07,146.9,13.58,-6.939,299,275,249
410.87,41.09,147.4,14.09,-6.915,299,275,249
411.07,41.11,148.0,15.86,-6.928999999999999,301,272,247
411.27,41.13,148.4,17.17,-6.9079999999999995,302,269,243
411.47,41.15,148.8,19.41,-6.921,302,264,238
411.68,41.17,149.4,25.22,-6.936,303,253,228
411.88,41.19,149.7,28.18,-6.919,303,248,224
412.08,41.21,149.9,30.78,-6.914,304,245,221
412.28,41.23,150.0,32.65,-6.931,304,242,220
412.48,41.25,150.1,34.8,-6.925,304,241,216
412.69,41.27,150.1,35.13,-6.912999999999999,303,238,216
412.89,41.29,150.1,35.5,-6.92,302,238,215
413.09,41.31,150.2,35.61,-6.888,303,238,214
413.29,41.33,150.1,35.62,-6.9079999999999995,302,237,214
413.49,41.35,150.1,35.32,-6.92,301,237,214
413.7,41.37,150.1,34.89,-6.916,300,237,213
413.9,41.39,150.1,34.47,-6.896,302,237,214
414.1,41.41,150.1,33.75,-6.898,300,237,214
414.3,41.43,150.2,32.71,-6.9079999999999995,299,237,213
414.5,41.45,150.1,30.35,-6.904,300,237,213
414.71,41.47,150.0,29.05,-6.919,301,237,213
414.91,41.49,150.1,27.2,-6.896,300,237,213
415.11,41.51,150.0,24.84,-6.912999999999999,299,238,215
415.31,41.53,149.9,23.31,-6.9110000000000005,299,239,215
415.51,41.55,149.9,22.02,-6.914,300,240,215
415.72,41.57,149.8,21.06,-6.91,299,241,216
415.92,41.59,149.7,18.55,-6.917000000000001,298,243,219
416.12,41.61,149.6,17.28,-6.904,297,245,220
416.32,41.63,149.5,16.53,-6.9239999999999995,297,246,223
416.52,41.65,149.2,14.8,-6.901,296,251,226
416.73,41.67,149.1,14.11,-6.901,296,253,228
416.93,41.69,149.0,13.55,-6.894,297,256,230
417.13,41.71,148.6,13.23,-6.891,296,257,233
417.33,41.74,148.4,12.5,-6.914,297,262,237
417.53,41.76,148.2,12.28,-6.912999999999999,297,264,238
417.74,41.78,148.0,12.18,-6.917000000000001,297,264,240
417.94,41.8,147.6,11.69,-6.898,298,267,242
418.14,41.82,147.4,11.69,-6.914,297,268,243
418.34,41.84,147.2,11.57,-6.912000000000001,297,268,243
418.54,41.86,146.8,11.4,-6.917999999999999,299,269,243
418.75,41.88,146.6,11.34,-6.915,299,269,243
418.95,41.9,146.6,11.38,-6.914,299,268,243
419.15,41.92,146.6,11.37,-6.922000000000001,298,268,243
419.35,41.94,146.3,11.28,-6.905,300,269,243
419.55,41.96,146.4,11.46,-6.912999999999999,299,269,244
419.76,41.98,146.4,11.63,-6.912000000000001,299,269,244
419.96,42.0,146.5,12.12,-6.917000000000001,299,270,246
420.16,42.02,146.7,12.84,-6.9239999999999995,299,272,246
420.36,42.04,146.8,12.97,-6.914,299,273,249
420.56,42.06,147.0,13.26,-6.912000000000001,300,274,250
420.77,42.08,147.5,14.29,-6.937,299,275,250
420.97,42.1,147.9,15.01,-6.936,300,275,249
421.17,42.12,148.2,15.66,-6.925,300,272,246
421.37,42.14,149.0,19.1,-6.926,302,264,238
421.57,42.16,149.4,21.98,-6.922999999999999,303,258,233
421.78,42.18,149.7,25.41,-6.921,303,253,227
421.98,42.2,150.0,30.79,-6.917999999999999,304,245,221
422.18,42.22,150.1,32.74,-6.922000000000001,304,242,219
422.38,42.24,150.2,34.15,-6.899,305,241,218
422.58,42.26,150.2,34.81,-6.934,303,240,217
422.79,42.28,150.4,35.44,-6.897,302,238,215
422.99,42.3,150.3,35.6,-6.909,303,237,215
423.19,42.32,150.3,35.68,-6.917000000000001,303,238,215
423.39,42.34,150.4,35.22,-6.902,300,237,213
423.59,42.36,150.4,34.97,-6.915,301,237,213
423.8,42.38,150.3,34.89,-6.93,301,237,213
424.0,42.4,150.3,34.56,-6.891,301,237,214
424.2,42.42,150.4,32.68,-6.916,299,237,213
424.4,42.44,150.2,31.54,-6.919,300,237,213
424.6,42.46,150.3,30.29,-6.894,301,236,213
424.81,42.48,150.3,27.64,-6.914,299,238,214
425.01,42.5,150.2,26.14,-6.906000000000001,299,238,214
425.21,42.52,150.1,24.73,-6.912999999999999,300,238,214
425.41,42.54,150.1,22.06,-6.93,299,239,216
425.61,42.56,150.0,20.81,-6.894,298,241,217
425.82,42.58,149.9,19.81,-6.9079999999999995,298,241,218
426.02,42.6,149.8,18.79,-6.916,297,244,219
426.22,42.62,149.7,16.59,-6.905,296,246,223
426.42,42.64,149.6,15.59,-6.914,297,249,224
426.62,42.66,149.4,14.85,-6.922999999999999,297,250,226
426.83,42.68,149.2,13.73,-6.9079999999999995,297,256,231
427.03,42.7,148.9,13.26,-6.912000000000001,296,257,233
427.23,42.73,148.8,12.86,-6.912000000000001,296,260,235
427.43,42.75,148.6,12.61,-6.9239999999999995,296,262,237
427.63,42.77,148.2,12.13,-6.922000000000001,297,266,240
427.84,42.79,147.9,12.07,-6.906000000000001,298,267,241
428.04,42.81,147.9,11.87,-6.895,298,267,242
428.24,42.83,147.4,11.6,-6.914,298,269,244
428.44,42.85,147.2,11.52,-6.895,298,269,243
428.64,42.87,147.0,11.52,-6.912999999999999,299,270,244
428.85,42.89,146.8,11.51,-6.91,299,269,242
429.05,42.91,146.7,11.46,-6.917000000000001,298,268,243
429.25,42.93,146.6,11.46,-6.917999999999999,299,269,244
429.45,42.95,146.6,11.53,-6.919,299,268,244
429.65,42.97,146.6,11.49,-6.896,299,269,244
429.86,42.99,146.7,11.73,-6.92,298,270,244
430.06,43.01,146.6,12.33,-6.922999999999999,298,271,245
430.26,43.03,147.0,13.11,-6.93,299,273,249
430.46,43.05,147.1,13.42,-6.936,299,275,249
430.66,43.07,147.4,13.78,-6.9239999999999995,299,275,250
430.87,43.09,147.5,13.9,-6.928999999999999,299,276,249
431.07,43.11,148.4,15.72,-6.928999999999999,301,272,247
431.27,43.13,148.7,17.12,-6.938,301,269,244
431.47,43.15,149.1,19.25,-6.925,303,265,238
431.67,43.17,149.8,25.11,-6.941,304,253,229
431.88,43.19,150.1,28.22,-6.92,303,249,225
432.08,43.21,150.2,30.72,-6.93,303,245,221
432.28,43.23,150.3,32.78,-6.934,304,244,220
432.48,43.25,150.4,34.9,-6.92,305,241,217
432.68,43.27,150.5,35.08,-6.915,302,240,216
432.89,43.29,150.5,35.41,-6.93,302,238,215
433.09,43.31,150.5,35.68,-6.917999999999999,303,238,214
433.29,43.33,150.5,35.63,-6.897,303,237,214
433.49,43.35,150.5,35.34,-6.9110000000000005,301,238,214
433.69,43.37,150.6,35.26,-6.917999999999999,299,237,214
433.9,43.39,150.5,34.53,-6.901,302,237,214
434.1,43.41,150.6,33.61,-6.9079999999999995,301,237,213
434.3,43.43,150.5,32.68,-6.895,299,236,214
434.5,43.45,150.4,30.18,-6.919,300,238,214
434.7,43.47,150.4,28.98,-6.909,300,238,215
434.91,43.49,150.4,27.33,-6.895,300,237,214
435.11,43.51,150.4,24.71,-6.909,299,238,215
435.31,43.53,150.3,23.29,-6.897,299,240,216
435.51,43.55,150.3,22.06,-6.891,299,240,216
435.71,43.57,150.2,21.0,-6.9110000000000005,298,241,217
435.92,43.59,150.1,18.5,-6.916,298,243,220
436.12,43.61,149.9,17.45,-6.899,297,245,221
436.32,43.63,149.8,16.41,-6.905,297,247,223
436.52,43.65,149.6,14.96,-6.901,297,251,227
436.72,43.67,149.5,14.38,-6.922999999999999,296,253,230
436.93,43.69,149.2,13.75,-6.921,296,255,231
437.13,43.72,149.2,13.26,-6.9079999999999995,296,259,234
437.33,43.74,148.7,12.57,-6.92,296,262,237
437.53,43.76,148.6,12.29,-6.906000000000001,297,263,239
437.73,43.78,148.4,12.15,-6.897,297,265,240
437.94,43.8,147.9,11.85,-6.921,298,268,243
438.14,43.82,147.7,11.85,-6.909,298,269,243
438.34,43.84,147.5,11.62,-6.93,298,268,243
438.54,43.86,147.1,11.56,-6.902,299,269,244
438.74,43.88,147.1,11.49,-6.905,299,269,244
438.95,43.9,146.8,11.53,-6.912999999999999,299,269,244
439.15,43.92,146.8,11.34,-6.925,298,269,242
439.35,43.94,146.7,11.52,-6.916,299,269,244
439.55,43.96,146.7,11.41,-6.915,299,270,244
439.75,43.98,146.8,11.44,-6.925,299,269,244
439.96,44.0,146.9,12.2,-6.931,298,270,245
440.16,44.02,147.0,12.8,-6.926,299,273,247
440.36,44.04,147.2,13.14,-6.933,300,274,248
440.56,44.06,147.2,13.29,-6.91,299,275,249
440.76,44.08,147.8,14.06,-6.933,299,276,250
440.97,44.1,148.2,14.84,-6.9270000000000005,300,275,249
441.17,44.12,148.6,15.95,-6.939,301,273,247
441.37,44.14,149.3,19.02,-6.914,303,265,239
441.57,44.16,149.6,21.7,-6.917999999999999,303,259,234
441.77,44.18,150.0,24.92,-6.91,304,254,229
441.98,44.2,150.4,30.65,-6.933,304,246,222
442.18,44.22,150.5,32.62,-6.925,304,243,220
442.38,44.24,150.6,33.86,-6.925,305,242,218
442.58,44.26,150.6,34.75,-6.926,304,241,217
442.78,44.28,150.8,35.53,-6.9270000000000005,302,238,215
442.99,44.3,150.7,35.78,-6.933,302,238,214
443.19,44.32,150.7,35.9,-6.912999999999999,302,238,215
443.39,44.34,150.7,35.39,-6.919,301,238,214
443.59,44.36,150.7,35.09,-6.922000000000001,300,237,214
443.79,44.38,150.8,35.03,-6.91,301,237,214
444.0,44.4,150.8,34.65,-6.9270000000000005,301,237,214
444.2,44.42,150.7,32.79,-6.903,300,237,213
444.4,44.44,150.8,31.62,-6.912000000000001,300,238,213
444.6,44.46,150.7,30.15,-6.912999999999999,300,237,214
444.8,44.48,150.6,27.53,-6.9,300,238,215
445.01,44.5,150.6,26.16,-6.898,299,237,215
445.21,44.52,150.6,24.73,-6.92,299,238,215
445.41,44.54,150.4,22.23,-6.917000000000001,298,241,216
445.61,44.56,150.4,20.91,-6.909,299,241,218
445.81,44.58,150.3,19.72,-6.904,298,242,219
446.02,44.6,150.3,18.6,-6.916,298,244,219
446.22,44.62,150.0,16.53,-6.922999999999999,298,247,223
446.42,44.64,149.9,15.53,-6.9110000000000005,297,249,225
446.62,44.66,149.7,14.84,-6.89,296,251,227
446.82,44.68,149.5,13.84,-6.906000000000001,296,257,231
447.03,44.7,149.4,13.34,-6.9079999999999995,296,258,233
447.23,44.73,149.1,13.04,-6.917000000000001,296,260,236
447.43,44.75,148.9,12.49,-6.922999999999999,296,263,237
447.63,44.77,148.6,12.16,-6.914,297,266,240
447.83,44.79,148.3,11.83,-6.8839999999999995,297,267,242
448.04,44.81,148.1,11.9,-6.915,298,268,243
448.24,44.83,147.7,11.64,-6.9079999999999995,297,269,243
448.44,44.85,147.6,11.63,-6.925,297,269,243
448.64,44.87,147.3,11.56,-6.912999999999999,299,269,244
448.84,44.89,147.2,11.54,-6.904,299,269,244
449.05,44.91,147.0,11.47,-6.922000000000001,299,269,244
449.25,44.93,147.0,11.47,-6.917999999999999,298,269,244
449.45,44.95,147.0,11.49,-6.91,299,269,243
449.65,44.97,146.9,11.53,-6.931,299,269,244
449.85,44.99,146.9,12.01,-6.931,299,269,245
450.06,45.01,147.0,12.15,-6.905,299,270,246
450.26,45.03,147.2,13.06,-6.936,298,274,249
450.46,45.05,147.3,13.32,-6.925,300,275,250
450.66,45.07,147.7,13.74,-6.9239999999999995,299,275,250
450.86,45.09,147.9,14.02,-6.925,299,276,250
451.07,45.11,148.7,15.69,-6.928999999999999,301,273,247
451.27,45.13,149.1,16.95,-6.921,301,270,244
451.47,45.15,149.5,18.98,-6.922000000000001,302,265,240
451.67,45.17,150.1,24.8,-6.932,303,253,229
451.87,45.19,150.4,27.93,-6.904,303,249,225
452.08,45.21,150.6,30.77,-6.932,304,245,222
452.28,45.23,150.6,32.68,-6.903,304,243,220
452.48,45.25,150.7,34.59,-6.921,304,241,217
452.68,45.27,150.9,35.19,-6.921,302,239,216
452.88,45.29,150.8,35.5,-6.901,302,238,215
453.09,45.31,150.9,35.62,-6.919,302,239,215
453.29,45.33,150.9,35.64,-6.928,302,238,214
453.49,45.35,150.8,35.31,-6.906000000000001,301,238,214
453.69,45.37,150.9,34.94,-6.9110000000000005,301,238,214
453.89,45.39,150.8,34.58,-6.906000000000001,302,237,214
